Key,English,Simplified_Chinese
TEXTCLIENT_PROFESSIONALJOBS,Professional Job: %s,专家职业: %s
TEXTCLIENT_PROFESSIONALLEVEL,Professional Level: %d ~~~,专家等级: %d ~~~
TEXTCLIENT_SPECIALISTJOBS,Specialist Job: %s,Specialist Job: %s
TEXTCLIENT_SPECIALISTLEVEL,Specialist Level: %d ~~~,Specialist Level: %d ~~~
TEXTCLIENT_SKILLPOINT_UP,New Skill Points are now available.,技能点数上升
TEXTCLIENT_REAPSKILL,You've learned %s. You can now allocate skill points to this ability.,你已经学会了 %s。现在可以为该能力分配技能点。
TEXTCLIENT_FLYLVLUP,Flying level up!,飞行等级上升
TEXTCLIENT_NEEDSATTACKITEM,You must equip either Arrows or the appropriate Poster or Vial to use this skill.,使用此技能需装备箭矢、对应符咒或药瓶。​
TEXTCLIENT_BOSS_BIGMUSCLE_MSG1,How dare you come here!,你以为这里是哪里啊！怎么给我闯进来了！
TEXTCLIENT_BOSS_BIGMUSCLE_MSG2,You have no fear!,不怕死的家伙！
TEXTCLIENT_BOSS_BIGMUSCLE_MSG3,I will be your executioner!,我要开始审判你们了！
TEXTCLIENT_BOSS_BIGMUSCLE_MSG4,Don't make me angry!,别惹我！
TEXTCLIENT_BOSS_BIGMUSCLE_MSG5,"%s, you fool! How dare you!",%s 愚蠢的人类！我在这里竟然还敢放肆！
TEXTCLIENT_BOSS_MUSHMOOT_MSG1,I will crush your bones!,我要开始考验你们了！！
TEXTCLIENT_BOSS_MUSHMOOT_MSG2,I will destroy you all!,我将消灭你们！
TEXTCLIENT_BOSS_MUSHMOOT_MSG3,I will break you!,看看我的厉害吧！
TEXTCLIENT_BOSS_KRRR_MSG1,Who woke me?,既然吵醒我睡觉！
TEXTCLIENT_BOSS_KRRR_MSG2,%s! My axe and I will destroy you!,%s！我和我的斧头会毁灭你们！
TEXTCLIENT_BOSS_KRRR_MSG3,Go to Hell!,下地狱吧！
TEXTCLIENT_SKILLLEVELLIMIT,Set %s' skill level: 1 ~ %d.,%s 技能只能设定为1 ~ %d级
TEXTCLIENT_REQ_DARK,You are not in Dark Illusion mode.,不处于潜行状态。
TEXTCLIENT_NEVERKILLSTOP,You cannot use the skill.,无法使用该技能。
TEXTCLIENT_NOTELEMWEAPON,Unable to use equipped item. Item needs an elemental upgrade first.,所装备的物品本身没有属性，所以无法使用
TEXTCLIENT_DONOTUSEBUFF,Cannot use the skill at this time.,目前已有较高等级的技能，此等级技能无效！
TEXTCLIENT_NEEDSKILLITEM,You must equip either Arrows or the appropriate Poster or Vial to use this skill.,使用此技能需装备箭矢、对应符咒或药瓶。
TEXTCLIENT_SKILLWAITTIME,Please wait.,请稍等
TEXTCLIENT_SKILL_SELF,You use %s.,使用了%s
TEXTCLIENT_SKILL_SELF_INHERITED,You use %s (%s).,你使用了 %s（%s）。
TEXTCLIENT_SKILL_MATE,%s casts %s on you.,%s对你使用了%s
TEXTCLIENT_SKILL_MATE_INHERITED,%s casts %s (%s) on you.,%s 对你施放了 %s（%s）
TEXTCLIENT_EQUIP_DENIAL,Permission to view equipment denied.,不允许查看装备
TEXTCLIENT_OPTIONREBOOT,You must restart the game for all changes to take effect.,您必须重新启动游戏才能使所有改动生效
TEXTCLIENT_LIMITED_USE,You are already using this item. Try again after its effects have worn off.,道具正在使用中，请在效果解除后再试
TEXTCLIENT_ITEM_LEVEL,Your level is too low. You can use that at level %s.,等级过低无法使用(必须等级 : %s)
TEXTCLIENT_NOTOVERLAP_USE,You cannot use these items at the same time.,无法与此物品重复使用
TEXTCLIENT_COND_USE,Takes effect when player dies.,死亡时生效
TEXTCLIENT_PK_LIMIT_DAY,%d Day,%d 天
TEXTCLIENT_PK_LIMIT_HOUR,%d Hr,%d小时
TEXTCLIENT_PK_LIMIT_MINUTE,%d Min,%d分钟
TEXTCLIENT_PK_LIMIT_SECOND,%d Sec,%d秒
TEXTCLIENT_DONOTUSE_RESTATE,Unable to reset your stats since you already have basic stats.,由于目前为基本属性的状态，所以无法重置。
TEXTCLIENT_NOTCHOAS,Only criminals can use this item.,不是罪犯，所以无法使用
TEXTCLIENT_GETKARMA,Recovered 1 Karma.,回复1罪恶值。
TEXTCLIENT_NTROUPEO10,Either you are not a party member or the party level is higher than 10.,您不属于任何剧团，或剧团的等级已经到达10级
TEXTCLIENT_EXP_NOTUSE,"You cannot stack this scroll anymore. At level %d ~ %d, this scroll can only be stacked %d times.",您无法再叠加此卷轴。在等级 %d ~ %d， 这个卷轴只能叠加 %d 次。
TEXTCLIENT_EXP_NOTUSELEVEL,You cannot use this scroll. This scroll is only available for level %d ~ %d.,无法继续使用，只有在等级 %d ~ %d才能使用此卷轴。
TEXTCLIENT_EXPITEM_TOOLTIP,*** Your Experience rate has been amplified by #cffff5a50%d%%#nc ***,*** 您的经验倍率已增幅 #cffff5a50%d%%#nc ***
TEXTCLIENT_EXP_COUTMSG0,The time left,剩余时间：
TEXTCLIENT_EXP_COUTMSG1,First:,第一：
TEXTCLIENT_EXP_COUTMSG2,Second:,第二：
TEXTCLIENT_EXP_COUTMSG3,Third:,第三：
TEXTCLIENT_EXPBOX_INFO_MSG,You can recover some of your Experience If you return to the place where you died.,回到死亡地点收回经验盒，可恢复部分经验值
TEXTCLIENT_NOT_EXPBOX,You can not use it.,无法使用
TEXTCLIENT_EXPBOX_EAT,You have recovered 30% of decreased Experience from your death.,您已经恢复了死亡后减少的经验值的 30%。
TEXTCLIENT_ADMIN_INVISIBLE,Invisible,透明
TEXTCLIENT_ADMIN_IMMORTAL,Undying1,无敌
TEXTCLIENT_ADMIN_IMMORTALHALF,Undying2,半无敌
TEXTCLIENT_ADMIN_NOMOVING,Freeze player,禁止移动
TEXTCLIENT_ADMIN_MIGHTY,OneKill,秒杀
TEXTCLIENT_TELESKILL_CLICK,Touch on the ground where you want to use %s.,请点击你想使用 %s 的地面处。
TEXTCLIENT_CREATEMON_CLICK,Touch on the ground where you want to invoke the monster.,触摸要召唤怪物的地面。
TEXTCLIENT_TELESKILL_CANCEL,%s invocation was cancelled.,%s 施法已取消。
TEXTCLIENT_CREATEMON_CANCEL,Monster invocation was cancelled.,怪物召唤被取消了
TEXTCLIENT_USEAIRCRAFT,"In order to ride a flying vehicle, you must reach level 20.",为了乘坐飞行器，你的角色等级必须达到20级。
TEXTCLIENT_QUEST_DISGUISE_NOTFLY,You cannot fly while transforming.,变身时无法飞行
TEXTCLIENT_UPGRADE_FIRE,Fire,火
TEXTCLIENT_UPGRADE_WATER,Water,水
TEXTCLIENT_UPGRADE_ELECTRICITY,Electric,雷
TEXTCLIENT_UPGRADE_WIND,Wind,风
TEXTCLIENT_UPGRADE_EARTH,Earth,土
TEXTCLIENT_RUN,Run,切换成跑步
TEXTCLIENT_WALK,Walk,切换成走路
TEXTCLIENT_CANNOT_DROPMONEY,You cannot drop your Penya on the ground.,无法将金币丢弃到地面。
TEXTCLIENT_NOTDROP,You cannot drop a premium item on the ground.,付费道具无法丢弃到地上。
TEXTCLIENT_QUEITMWARNING,The quest will not progress without this item. Continue discarding item?,丢弃物品！丢弃此物品之后，可能无法进行任务。确定要丢弃吗
TEXTCLIENT_FLIGHTDROP,You cannot drop items while flying.,飞行时无法丢弃道具。
TEXTCLIENT_TRADELIMITITEM,You cannot drop items while trading.,交易时无法丢弃道具。
TEXTCLIENT_FALLING_RIDENOTUSE,Only wings can save you when you fall,当你坠落的时候只有翅膀可以救你一命
TEXTCLIENT_INVALIDSHOPNAME,This shop name is not allowed.,无法使用这个商店名称
TEXTCLIENT_GUILDCOMBAT_CANNOT_TRADE,You cannot trade in the Guild Siege arena.,活动期间无法交易。
TEXTCLIENT_FAIL_TO_OPEN_SHOP,Private Shops are unavailable in this area.,无法架设个人商店的地区
TEXTCLIENT_NPC_RADIUS,You cannot open a Private Shop near an NPC.,NPC 附近无法开启个人商店
TEXTCLIENT_PRIVATE_SHOP_EMPTY,All items of the private shop were sold.,个人商店的全部物品已售空。
TEXTCLIENT_CHEER_MESSAGE1,Cheer Message Point(s): %d/3,鼓励点数: %d/3
TEXTCLIENT_CHEER_MESSAGE2,Time left until the next point,剩下时间
TEXTCLIENT_CHEER_MESSAGE3,%s sent you a cheer message of friendship!,%s给您鼓励了
TEXTCLIENT_CHEER_MESSAGE4,%s sent you a cheer message of love!,%s对你使用了鼓励！
TEXTCLIENT_CHEER_MESSAGE5,Your cheer points have increased by 1.,鼓励点数增加了。
TEXTCLIENT_CHEER_NO1,Unable to send cheer message. Please try again after %s minutes.,现在没有可以鼓励其他玩家的点数，%s分之后，就可以使用了！
TEXTCLIENT_CHEER_NO2,Please select a player to cheer. You can only send cheer messages to players other than yourself.,没有选择玩家。无法对自己使用
TEXTCLIENT_COLLECT_EQUIP,You need to equip a collector.,你需要装备一个采集器。
TEXTCLIENT_COLLECT_TARGET,"Cannot collect, no dead catcher monster targeted.",无法收集，没有死亡的灵兽怪物目标。
TEXTCLIENT_COLLECT_EMPTY,Insufficient supplements.,该怪物资源已被采集完毕
TEXTCLIENT_COLLECT_ERROROTHER,Unable to collect resource from a monster killed by another player.,这是其他玩家猎杀的怪物，所以您无法马上采集物品
TEXTCLIENT_HARVEST_EQUIP,You need to equip harvesting gloves.,你需要装备采集手套。
TEXTCLIENT_HARVEST_RECEIVE,You have harvested %s x%d.,你得到了%s x%d。
TEXTCLIENT_HARVEST_CARRIER,A harvest carrier has been revealed! Kill it to gain its extra berries.,浆果携带者出现！击杀以获得额外的浆果。
TEXTCLIENT_HARVEST_COOLDOWN,"You cannot currently open it, try again in a few seconds.","You cannot currently open it, try again in a few seconds."
TEXTCLIENT_NOTREADY_USESHOP,Please try again after taking off the head item,请先把装备在头部的道具卸下后再使用
TEXTCLIENT_SHOP_CHOICE,Selected,所选择的
TEXTCLIENT_CHANGE_HAIR,Change your Hair,改变发型
TEXTCLIENT_SHOP_COST,Price is,费用是
TEXTCLIENT_SHOP_PENYA,Penya.,金币。
TEXTCLIENT_CHANGE_HAIR_QUESTION,Do you want to change your hair?,您愿意更改发型吗?
TEXTCLIENT_TRADEREQUEST,You have offered to trade with %s.,您对%s提出交易要求
TEXTCLIENT_ALREADY_TRADING,The player is already trading.,该玩家正在交易中。
TEXTCLIENT_BATTLE_NOTTRADE,The player cannot trade while fighting.,战斗中禁止交易。
TEXTCLIENT_TRADECANCEL,The trade has been cancelled.,交易被拒绝/取消
TEXTCLIENT_CANNOTTRADE_ITEM,This item cannot be traded.,无法交易的道具
TEXTCLIENT_CANNOTTRADE_EDIT,You cannot add into or remove items from the trading window anymore after the first confirmation.,已按下确认，所以无法再增加或移除想交易的物品
TEXTCLIENT_TRADEACCEPT,%s has completed the trade.,%s确定了交易。
TEXTCLIENT_FINALCONFIRM,%s pushed final confirmation.,%s 已经做了最后确认
TEXTCLIENT_TRADEAGREE,You agreed to trade.,开启交易
TEXTCLIENT_TRADEREFUSE,You refused to trade.,关闭交易
TEXTCLIENT_SBEVE_NOTUSEITEM,You cannot use that item.,无法使用物品
TEXTCLIENT_PIERCING_POSSIBLE_ITEM,The item cannot be pierced.,无法穿洞的物品
TEXTCLIENT_STILL_DEVELOPMENT,This functionality is still in development.,这个功能仍然在开发中，敬请期待哦^^
TEXTCLIENT_ENDUSE,You may no longer use %s . That item has expired.,%s的使用期限已经到了
TEXTCLIENT_DAYUSE,You can use the %s for %d days.,%s的剩余使用时间还有%d天。
TEXTCLIENT_TIMEUSE,Time remaining on %s: %d days.,%s剩余使用时间: %d天。
TEXTCLIENT_ITEM_EXPIRED,This item has expired.,有效期限已经超过的物品
TEXTCLIENT_NOTUPGRADE,The item cannot be equipped or moved during refining.,精炼中的物品无法使用
TEXTCLIENT_CARDRESHUFFLE_NOTAVAILABLE,Registration is not possible because the grade is not correct.,等级不对无法登记。
TEXTCLIENT_ERROR_NOPIERCING,There is no space to put a card.,没有可以放入卡片的空间
TEXTCLIENT_PIERCINGFAIL,Piercing failed.,穿洞精炼失败
TEXTCLIENT_PIERCINGSUCCESS,Piercing Succeeded.,穿洞精炼成功！
TEXTCLIENT_REMOVE_PIERCING_ERROR,Only suits pierced with cards can be used.,透过Pirceing赋予卡片选项的套装才可以使用
TEXTCLIENT_PIERCING_REMOVE_SUCCESS,Your pierced card has been removed succesfully.,穿洞卡片已被成功移除。
TEXTCLIENT_NOTEQUALITEM,This item cannot be used.,无法用在此物品上
TEXTCLIENT_PREMIUM_NOTUPGRADE,Premium item cannot be refined.,收费物品无法精炼
TEXTCLIENT_WRONGSUPITEM,Wrong supplement item.,这不是符合的精炼宝石
TEXTCLIENT_USE_PIERCING_MENU,You can use this item with Piercing menu at Weapon Shop.,您可以在武器店的穿洞菜单中使用这个物品。
TEXTCLIENT_USE_ACCESSORY_MENU,You can use this item with Accessory Upgrade menu at Weapon Shop.,你可以在武器商店的首饰品强化菜单使用该物品。
TEXTCLIENT_USE_UPGRADE_MENU,You can use this item with Upgrade menu at Armor Shop.,您可以在防具店的装备精炼服务中使用这个物品
TEXTCLIENT_USE_INVENTORY_WINDOW,Double click on this item in Inventory window to use it.,在背包中双击这个物品来使用
TEXTCLIENT_NOTELEUPGRADE,Item cannot be upgraded using this element.,此物品无法再进行属性精炼了
TEXTCLIENT_UPGRADE_ERROR_TWOELEMENT,You cannot put two different elements on one item.,一种物品无法拥有两种属性
TEXTCLIENT_WRONGUPLEVEL,Using wrong item to upgrade.,精炼材料的等级不符
TEXTCLIENT_UPGRADE_MAXOVER,Can only upgrade up to Level 10.,最高只能精炼到10级
TEXTCLIENT_ACCESSORY_MAXOVER,Jewelry can be upgraded to +20.,首饰能被强化到+20.
TEXTCLIENT_UPGRADE_ERROR_WRONGUPLEVEL,Using wrong item to upgrade.,精炼材料的等级不符
TEXTCLIENT_UPGRADE_ERROR_NOSUPSTONE,Not enough supplement item.,精炼宝石不足
TEXTCLIENT_UPGRADE_FAIL,The upgrade has failed.,可惜，精炼失败了！
TEXTCLIENT_UPGRADE_SUCCESSFUL,Upgrade Successful!,精炼成功！
TEXTCLIENT_REMOVE_ERROR,That weapon is not possible to remove the element upgrading. Try again after checking.,该武器无法解除属性精炼，请检查。
TEXTCLIENT_REMOVE_ATTRIBUTE_CONFIRM,The element of weapon was removed.,该武器的属性精炼解除了
TEXTCLIENT_DEPEN_USE,This item takes effect once your character dies. Do you want to use it?,此物品在角色死亡时生效，请问要使用吗
TEXTCLIENT_SKILLINIT,This item resets your skills. Do you want to use this item?,技能将初使化。请问要使用物品吗
TEXTCLIENT_ERROR_SKILLRECCURENCE,Your skill has already been reset.,技能点尚未分配，无需重置。
TEXTCLIENT_NOTUSEVAG,You can use this item after your 1st job change.,一转后才可以使用
TEXTCLIENT_CHECKEQUIP,Please unequip the item first.,请先卸下装备。
TEXTCLIENT_PK_BLINK_NO,You cannot use a blinkwing at Kebaras.,你不能在卡巴拉斯岛使用翅膀。
TEXTCLIENT_BLINK_EVENT_NO,You cannot use a blinkwing during event.,活动期间无法使用传送翅膀。
TEXTCLIENT_GUILDCOMBAT_NO_OUTWAR,You cannot use Blinkwings to escape the Guild Siege arena.,您不能使用回城卷来逃离公会战场。
TEXTCLIENT_ARENA_BLINKPOOL,You cannot use Blinkpool in the Arena.,您无法在竞技场内使用传送翅膀。
TEXTCLIENT_WARNINGCCLS,Your stats will reset after you change your job. Do you want to change your job?,转职之后，所有的技能变为初始化，您要转职吗？
TEXTCLIENT_CHANGECLASS,You successfully changed your Job to %s.,您的职业以改变为%s了
TEXTCLIENT_RETURN_USEITEM,The item loses its potency 4 hours after being equipped if not returned to the inventory . Do you want to use the item?,使用此物品之后，4小时之内没有回到原来位子时，物品的效果会消失。您要使用吗
TEXTCLIENT_LIMITZONE_USE,Unable to use item in the limit zone.,此地区无法使用此物品
TEXTCLIENT_ON_EVENT,The '%s' event is underway! Visit %s for event details!,'%s'活动正在进行中! 访问%s以了解活动详情！
TEXTCLIENT_ON_EVENT_DESC,The '%s' event is underway! %s,'%s'活动正在进行中! %s
TEXTCLIENT_START_EVENT,The '%s' event has just started. Visit %s for event details!,'%s' 活动刚刚开始。访问 %s 了解活动详情！
TEXTCLIENT_START_EVENT_DESC,The '%s' event has just started. %s,【%s】活动已开始。%s
TEXTCLIENT_END_EVENT,The '%s' event is over.,%s' 活动已经结束了
TEXTCLIENT_ARENA_DISABLED,Arena is not available on this channel.,竞技场在此频道不可用。
TEXTCLIENT_CREATEMON_F_15,Summoning should be used on players that are 15 meters or closer to you.,召唤只能在15米内生效
TEXTCLIENT_CREATEMON_F_AREA,You can not summon there.,选择的地区无法召唤
TEXTCLIENT_CREATEMON_S,You have summoned %s.,您召唤了%s。
TEXTCLIENT_PRIORITYSUMMONMOB,This monster was summoned by %s. You cannot attack it.,这是由%s召唤的怪物，你不能攻击它。
TEXTCLIENT_CREATEMON_LIMIT,You cannot summon anymore monsters. Please wait and try again.,您无法再召唤怪物了，请稍后再尝试。
TEXTCLIENT_GETPKPOINT,You recovered your Karma points by %d.,已恢复 %d 罪恶点。
TEXTCLIENT_DECPKPOINT,%d Karma points have been reduced.,已减少 %d 罪恶点。
TEXTCLIENT_PK_MARKETNOUSE,You cannot use stores if your Karma grade is Vicious.,如果你的罪恶等级是凶残的，你不能使用商店。
TEXTCLIENT_PKDEAD,You have been slain by %s.,您被%s杀掉了。
TEXTCLIENT_GETFAMEPOINT,You gained %d fame points.,你获得了 %d 点声望。
TEXTCLIENT_DECFAMEPOINT,You lost %d fame points.,你失去了 %d 点声望。
TEXTCLIENT_BANKWRONGPASS,Wrong password. Please try again.,密码错误，请再试一次哦
TEXTCLIENT_BANKFULL,The bank is full.,仓库已经满了呢！
TEXTCLIENT_PK_LEVEL_GAP,Unable to duel. Level gap is more than 30.,等级相差30级时，无法进行对战
TEXTCLIENT_PK_SAFETY_NO,You cannot duel in a safety zone.,你无法在安全区进行对战。
TEXTCLIENT_PK_SAME_NO,You can duel only if the other player is in the same place as you.,与另一位玩家在同一区域内才能进行对战。
TEXTCLIENT_PK_CHANGEJOB_NO,You can only duel after your 1st job-change.,一转后，可以进行对战
TEXTCLIENT_PK_PARTY_LIMIT,You cannot duel with party members.,加入剧团时无法与别人对战。
TEXTCLIENT_PK_MODE_REJECT,The other player is in duel rejection mode.,玩家处于拒绝对战模式。
TEXTCLIENT_DUELNO,%s refused to duel.,%s 拒绝了对战。
TEXTCLIENT_DUELSTART,Duel with %s started!,您与%s之间的对战开始了
TEXTCLIENT_DUELCANCEL,The duel has been cancelled.,取消对战
TEXTCLIENT_PK_NO_IPARTYLEADER,You are not the Party leader.,您不是剧团团长
TEXTCLIENT_PK_NO_UPARTYLEADER,The other member is not the Party leader.,对方不是剧团团长
TEXTCLIENT_PK_NO_DUEL,You cannot duel with the other player currently.,您目前无法与其他玩家进行战斗
TEXTCLIENT_PDSTART,Duel has started with %s party.,与%s剧团的对战要开始了
TEXTCLIENT_PVPLEAVE,"Party duel mode of %s was finished. If you join duel again, you will be penalized according to PK rules.",%s的剧团PVP已经结束了。继续参加PVP的话，会依照规则得到惩罚喔
TEXTCLIENT_PDCANCEL,Duel has been cancelled.,取消了剧团对战
TEXTCLIENT_PDVICTORY,You won the party duel.,你在剧团对战中获胜。
TEXTCLIENT_PDLOSE,You lost the party duel.,你在剧团对战中战败。
TEXTCLIENT_DONOTUSE_SHOP,You cannot use that item while using Hair Stylist or Plastic Surgeon.,使用发型改变卷/整容卷时，无法使用该物品
TEXTCLIENT_CASHSHOP_NOACCOUNT,You cannot use the Flyff Shop without account. Please link an account.,需要关联账号才能使用 Flyff 商店。请关联一个账号。
TEXTCLIENT_CASHSHOP_INVALIDPRODUCT,This product is invalid.,该产品已无效。
TEXTCLIENT_CASHSHOP_SERVEROFFLINE,Cannot use Flyff Shop because the server is offline.,无法使用飞飞商城因为服务器已经离线
TEXTCLIENT_CASHSHOP_LACKCASH,You don't have enough money to purchase the item. Reload your account before purchasing.,您没有足够的钱购买该物品，购买前请刷新您的帐户。
TEXTCLIENT_CASHSHOP_PURCHASEEXCEED,You reached the maximum amount of purchases per character for this product.,此物品每个角色限量购买，你已达到最大购买量
TEXTCLIENT_CASHSHOP_UNKNOWNERROR,"Unknown error, please try again.",哎呀，发生了一点预期之外的错误，请再试一次哦^^
TEXTCLIENT_CASHSHOP_PURCHASESUCCESS,Thank you for your purchase! If the inventory is full please make room and login again to receive the item.,感谢您的购买！如果库存已满，请腾出空间并再次登录来接收物品。
TEXTCLIENT_CASHSHOP_INVALIDPLAYER,The player is invalid and cannot use Flyff Shop.,该玩家已无效，无法使用 Flyff 商店。
TEXTCLIENT_CASHSHOP_TIMEOVER,The operation is taking too much time. Please try again.,操作时间太长。请再试一次。
TEXTCLIENT_FATHER,#cff0000ff I am your father!#nc,#cff0000ff我是你老爸啦！！#nc
TEXTCLIENT_MOTHER,#cff0000ff I am your mother!#nc,#cff0000ff我是你老娘啦！#nc
TEXTCLIENT_COMNOHAVECOM,Cannot cancel because you do not belong to a guild.,您没有所属公会，所以没有可解散的公会
TEXTCLIENT_COMDELNOKINGPIN,Only the guild leader can disband the guild.,您不是公会首领，所以无法解散公会
TEXTCLIENT_GUILDWARREQLV6,Your guild level has to be higher than 5 to declare a guild duel.,[公会战]公会级别达到6级才能发出公会战宣言。
TEXTCLIENT_GUILDWARSTILLNOWAR,Unable to declare war during guild duel.,[公会战]公会战中无法发出公会战宣言。
TEXTCLIENT_GUILDWARNOTHINGGUILD,That Guild does not exist.,[公会战]无法找到此名称公会。
TEXTCLIENT_GUILDWAROTHERLV6,Unable to declare a guild duel. Opposing guild level is below 6.,对方公会的公会等级未到6级，所以无法对他们宣战
TEXTCLIENT_GUILDWARMASTEROFF,The opposing Guild Leader is offline.,[公会战]对方公会的公会长不在线状态。
TEXTCLIENT_GUILDWARMEMBER10,The opposing guild must have at least 10 members.,[公会战]对方公会会员人数要超过10人。
TEXTCLIENT_GUILDWAROTHERWAR,The other guild is already participating in a guild duel.,其他公会已在进行公会战。
TEXTCLIENT_GUILDWARDECLINED,Opposing guild leader declined the duel.,对方公会会长谢绝了您的战斗邀请哦
TEXTCLIENT_GUILDWARNOFINDGUILD,Cannot find the guild that declared a guild duel.,[公会战]无法找到发出公会战宣言的公会。
TEXTCLIENT_PK_NOFLIGHT_DURING,You cannot duel when only one player is flying.,当只有一名玩家在飞行时，您无法决斗。
TEXTCLIENT_GUILDWARERRORDUEL,You cannot duel during a guild duel.,进行公会对战时，无法申请个人对战
TEXTCLIENT_GUILDWARSTART,A guild duel has started between %s Guild and %s Guild.,[公会战]%s公会和%s公会开始了公会战。
TEXTCLIENT_GUILDWARSTILL,A guild duel between %s Guild and %s Guild is in progress.,[公会战]%s公会和%s公会的公会战正在进行中。
TEXTCLIENT_GUILDWARDOING,You are at war with another guild.,[公会战]正在参加公会战。
TEXTCLIENT_SHOUTAGREE,Shout messages allowed,"允许""呼喊""发送消息"
TEXTCLIENT_SHOUTREFUSE,Shout messages refused,"不允许""呼喊""发送消息"
TEXTCLIENT_GUILDWARWIN_MASTER,A Guild Leader has been killed!,[公会战]杀掉公会会长。
TEXTCLIENT_GUILDWARWIN_GIVEUP,Victory! Opponent guild has conceded.,[公会战]对方公会投降。
TEXTCLIENT_GUILDWARWIN_TIMEUP,Victory by default!,[公会战]公会会长在线时间占优势。
TEXTCLIENT_GUILDWARWIN_KILLNUM,Victory due to number of opponents killed!,[公会战]除掉更多的对方会员。
TEXTCLIENT_GUILDWARWIN,The guild duel between %s and %s has finished. The Guild %s has won. %s.,[公会战]%s公会和%s公会的公会战中%s公会以%s取得胜利。
TEXTCLIENT_GUILDWARPEACE,%s and %s have agreed to a truce.,[公会战]%s公会和%s公会达成休战。
TEXTCLIENT_GUILDWARDRAW,The guild duel between %s and %s resulted in a tie.,[公会战]%s公会和%s公会的公会战以停战告终。
TEXTCLIENT_GUILDWARNOETC,You are either not participating in a guild duel or have already given up.,您目前不是公会战中或投降状态。
TEXTCLIENT_GUILDWARGIVEUP,%s of %s Guild has given up.,[公会战]%s公会的%s表示投降。
TEXTCLIENT_GUILDWARPEACEDECLINED,Opposing guild declined the truce.,对立的公会拒绝了休战
TEXTCLIENT_GUILDWARDEAD,"A warrior of %s Guild, %s, has been killed.",%s 公会的一名成员 %s 已被击杀
TEXTCLIENT_DISGUISE_DNT_WING,You cannot use a Trans and Glow item at the same time.,您不能同时使用变身球和光环物品。
TEXTCLIENT_NOTUSESKILL_ITEMUSE,You used the same item earlier. Try again after its effects have worn off.,正在使用同样的物品，目前使用的物品使用完毕后再使用
TEXTCLIENT_COUPLERING_ERR01,You have engraved the name '%s' on this ring. Give it to your sweetheart!,你已经在这枚戒指刻上 %s的名字了，请送给你心爱的人吧！
TEXTCLIENT_COUPLERING_CARVE,An engraving reads '%s'. Give it to your sweetheart!,一枚刻着 %s的戒指，请送给你心爱的人吧！
TEXTCLIENT_COUPLERING_NOTONLINE,The player with the name engraved on this ring is offline.,名字刻在这枚戒指上的玩家不在线。
TEXTCLIENT_COUPLERING_ERR02,You can not teleport to %s from here.,在这里无法移动到 %s身边
TEXTCLIENT_COUPLERING_ERR03,You can not teleport to a player who is flying.,无法移动到飞行中的人身边
TEXTCLIENT_RANDOMSCROLL_ERROR,This item can only be used on applicable weapons and armor.,该道具只能使用在武器和防具上
TEXTCLIENT_RANDOMSCROLL_CONFIRM,Do you want to apply a random stat upgrade to the following item?\n%s,您想对以下物品使用随机属性升级吗？\n%s
TEXTCLIENT_RANDOMSCROLL_CONFIRM1,This will overwrite the previous random stat upgrade that was applied. Do you want to continue?,这将覆盖之前已应用的随机属性。你要继续吗？
TEXTCLIENT_RANDOMSCROLL_SUCCESS,%s has been enchanted with %s +%d.,%s 已被强化至 %s+%d
TEXTCLIENT_STATE_NOTUSE,You cannot use %s,%s 无法使用
TEXTCLIENT_TRADE_NOTUSE,Trading,正在交易中
TEXTCLIENT_TRADE_NOTUSE1,Because the person is trading.,对方交易中
TEXTCLIENT_DIE_NOTUSE,If the person is dead,死亡时
TEXTCLIENT_DIE_NOTUSE1,Because the person is dead,对方已死亡
TEXTCLIENT_VENDOR_NOTUSE,On opening a private shop,使用个人商店中
TEXTCLIENT_VENDOR_NOTUSE1,Because the person is on opening a private shop,对方使用个人商店中
TEXTCLIENT_ATTACK_NOTUSE,In Combat,战斗中
TEXTCLIENT_ATTACK_NOTUSE1,Because the person is in combat.,对方进行战斗中
TEXTCLIENT_FLY_NOTUSE,On flying,飞行中
TEXTCLIENT_FLY_NOTUSE1,Because the person is flying.,对方正在飞行中
TEXTCLIENT_DUEL_NOTUSE,In Duel,正在战斗中
TEXTCLIENT_DUEL_NOTUSE1,Because the person is in duel.,因为这个人在战斗中
TEXTCLIENT_GAME_EVENT_WORLD_NOTUSE,In event area,在活动地区时
TEXTCLIENT_PRISON_WORLD_NOTUSE,In Kebaras,卡巴拉斯
TEXTCLIENT_SUMMON_FRIEND_MY_NOUSE,You can not use item to yourself.,无法使用在自己身上
TEXTCLIENT_SUMMONFRIEND_NOUSER,%s is offline.,%s不在线上
TEXTCLIENT_SUMMONFRIEND_NOTFRIEND,This player is not your friend or is blocked.,该玩家不是您的朋友或已被屏蔽
TEXTCLIENT_STATE_NOTSUMMON,You cannot summon %s,%s 无法召唤
TEXTCLIENT_STATE_NOTSUMMONOK,You cannot accept %s,%s 无法确认
TEXTCLIENT_WORLD_NOTUSE,Because you are in different areas,因为你们在不同的地区
TEXTCLIENT_DUNGEON_NOTUSE,Because you are in a dungeon,因为你在洞里
TEXTCLIENT_SUMMONFRIEND_CONFIRM,You have asked to summon %s,%s申请召唤
TEXTCLIENT_SUMMON_FRIEND_CANCEL,%s has cancelled the summon.,%s已经取消召唤申请
TEXTCLIENT_SUMMONFRIEND_NOITEM,You don't have %s. You cannot summon %s.,%s没有%s所以无法召唤
