Key,English,Simplified_Chinese
TUTORIAL_SKILL_POINT_TEXT,Now [[click on|touch]] the icon of #b#cff2fbe6dClean Hit#nc#nb skill.\n\nUse #b+ button#nb to attribute skill points to the skill and #bFinish#nb button to confirm changes.\n\n#cffff0000Clear Condition: Use skill points,现在[[点击|触摸]]#b#cff2fbe6d弧月斩#nc#nb技能的图标。 \n\n使用 + 按钮将技能点赋予技能，使用完成按钮确认更改。\n\n#cffff0000完成条件 ：使用技能点
TUTORIAL_USE_SKILL_TEXT,You are now ready to #buse the skill#nb.\n\nDrag the #b#cff2fbe6dClean Hit#nc#nb icon to #bQuick Slot#nb.\n\n[[Click on|Touch]] a monster you want to #battack#nb and [[click on|touch]] the skill icon to trigger it.\n\n#cffff0000Clear Condition: Use a skill,您现在可以使用该技能了。\n\n将#b#cff2fbe6d弧月斩#nc#nb 图标拖到快捷栏中。\n\n[[点击|触摸]]想要攻击的怪物，[[点击|触摸]]技能图标触发。\n\n#cffff0000清除条件 ：使用技能
TUTORIAL_INSERT_SKILL_COMBO_TEXT,You unlocked your #bsecond skill#nb.\n\nYou can use the #b[[Action Slot|Combo Bar]]#nb to trigger a sequence of skills.\n\n[[Double click on a skill icon in Skill tree window or drag it to the Action Slot to append a skill to the Action Slot.|Touch #bAdd to Combo#nb button in the Skill window to append a skill to the combo bar.]]\n\n#cffff0000Clear Condition: Append a skill to [[Action Slot|Combo Bar]],你解锁了第二个技能。\n\n您可以使用快速技能栏触发一系列技能。\n\n使用快捷栏中的小 S 按钮显示或隐藏快速技能栏。 在技能树窗口中的技能图标上双击或将其拖动到快速技能栏。\n\n#cffff0000完成条件 ：将技能添加到快速技能栏
TUTORIAL_USE_SKILL_COMBO_TEXT,[[Click on the S icon on left of Action Slot to trigger the sequence of skills. You can also use 'C' shortcut key.|Touch the #bCombo#nb button to trigger the sequence of skills.]]\n\n#cffff0000Clear Condition: Use [[Action Slot|Combo Bar]],[[点击|触摸]]快捷栏右侧S图标触发技能序列。[[您也可以使用'C'快捷键。|]]\n\n#cffff0000完成条件 ：使用快速技能
TUTORIAL_STATUS_TEXT,"Leaving the town? You are going to #bfight monsters#nb!\n\nIf you want to check the #bstatus#nb of your character [[press 'T' to view the status window|just look at the top left part of the screen]].\n\nYou will see info such as #bHP, MP, FP, and Exp#nb.[[\n\n#cffff0000Clear Condition: Hot Key 'T'|]]",你要离开小镇了吗？ 去吧，去和怪物战斗吧！ 如果你想查看你的角色状态。\n\n[[按'T'|在主菜单中触摸状态]]就可以打开角色状态窗口。 \n\n您将看到角色目前的 HP、MP、FP 和 Exp 等信息。\n\n#cffff0000清除条件 ：[[热键'T'|打开状态窗口]]
TUTORIAL_STATUS_TITLE,Status Window,角色状态窗口
TUTORIAL_STATUS_CONTENT,"#b#cff0000ff■ Status Window#nb#nc\nYou can check HP, MP, FP, Exp of your character.[[\nShortcut key is T.|]]",#b#cff0000ff■ 角色状态窗口#nb#nc\n可以查看角色的HP、MP、FP、Exp等。[[\n快捷键是‘T’。]]
TUTORIAL_PARTY_MEMBER_TEXT,Is it tough to hunt alone? Then #bmake a party#nb with others.\n\nIt will be easier for you to kill boss monsters together with your party members.\n\nUse\n#cffff0000/partyinvite CharacterName\n#ncto invite a party member.\n\nYou start with a basic party and it will level the longer you continue to hunt together.,你还在一个人打怪吗？ 去加入剧团吧！ \n\n与团员一起击杀boss怪物会更容易哦。\n\n输入\n#cffff0000/partyinvite +角色名称\n#nc 来邀请团员。\n\n剧团会获得打怪的经验而升级哦，升级后剧团可以使用更多技能。
TUTORIAL_PARTY_TEXT,You can check information about your Party in the party window by [[pressing 'P'|touching #bParty#nb on the left]].\n\nYou can check your party member's level and class.\n\n#cffff0000Clear Condition: [[Hot Key 'P'|Open Party window]],您可以通过[[按'P'|在主菜单中触摸剧团]]打开剧团窗口，里面有你所属剧团的全部信息哦。\n\n您可以查看您的团员的等级和职业。\n\n#cffff0000完成条件 ：[[热键'P'|打开剧团窗口]]
TUTORIAL_PARTY_TITLE,Party,剧团
TUTORIAL_PARTY_CONTENT,"#b#cff0000ff■ Party#nb#nc\nA Party is a group consisting of at least 2 players. Players in a Party can attack the same monster and pick-up each others items. Players near each other share the Exp points gained from defeated monsters. Item and Exp distribution can be adjusted by the Party Leader.\n Slaying monsters together levels the Party. Once the Party Level hits level 10, it can be changed into an Advanced Party to bestow special skills on the Party Leader.\n You can invite other players into your party by [[rightclicking|touching]] their character and choosing #iInvite to Party#ni, or by typing #cffff0000/partyinvite [character name]#nc in chat.\n \n #b#cff0000ff■ Party window#nb#nc Here you can see information about the Party Members, as well as Party Settings.[[\n Shortcut key is P.|]]",#b#cff0000ff■ 剧团#nb#nc\n这是飞飞独有的系统，类似于小型社区。 剧团有两种，一种是单幕剧团，是较低等级的剧团。另一种是巡回剧团，可以共享经验值，设置物品发放方法，使用各种技能的高级剧团。 \n通过输入#cffff0000/partyinvite 角色名称#nc.\n 邀请其他角色加入您的剧团\n#b#cff0000ff■ 剧团窗口#nb#nc\n您可以在此处查看有关团员和剧团类型的信息。[[ \n快捷键是P。]]
TUTORIAL_FIGHT_TEXT,You have everything to #bfight#nb now!\n\n[[Click on|Touch]] a monster to select it. Then [[click on|touch]] it again to start attacking. Don't forget to use #bfood items#nb to recover your hit points when your HP bar is low or you will #bdie#nb.\n\n[[Click on|Touch]] the ground if you want to #bcancel an attack#nb. Good luck!,准备好战斗了吗？\n\n[[点击|触摸]]怪物以选择它。然后[[点击|触摸]]再次点击开始攻击。当你的生命值低的时候，不要忘记使用食物来恢复你的生命值，生命值降至0就会死亡。\n\n[[如果要取消攻击，请单击[触摸]]地面。祝你好运！
CLIENT_GUIDE_INC_000031,"You gain 1 Cheer Point for every hour you play Flyff.\nTo cheer another player, select their character and click the Cheer icon in the Emotes window (Hotkey: O). You can also click a nearby character and select Cheer from the interaction menu.\nCheered characters receive +5% EXP for 10 minutes.",每在线一小时就可以获得1鼓励点。\n按住Alt+点击人物→鼓励即可给予玩家，或者选中玩家，打开动作（热键“O”），点击[鼓励]。\n被鼓励的角色可以获得额外+5%的经验加成，时长10分钟。
CLIENT_TUTORIAL_TITLE_000016,Cheer,鼓励
CLIENT_TUTORIAL_CONTENT_000016,"#b#cff0000ff■ Cheer#nb#nc\nYou gain 1 Cheer Point for every hour you play. To cheer other player, select their character and click the Cheer icon in the Emotes window (Hotkey: O). You can also click a nearby character and select Cheer from the interaction menu. Cheered characters receive +5% EXP for 10 minutes.",#b#cff0000ff■ 鼓励#nb#nc\n每连接到游戏 1 小时，您就可以获得鼓励点数。 要鼓励其他角色，请选择要鼓励的角色并打开动作窗口（快捷键O）或Alt +左键单击角色并选择鼓励。 获得鼓励的角色在 10 分钟内获得 5% Exp 增加。
CLIENT_GUIDE_INC_000028,"Not enough space in your inventory? Don't worry.\nYou can use your Bank by talking to the [Public Office] NPC in each town. Make sure to click Deposit from the NPC menu.\nYou can meet the NPC in Flaris by heading south, Julia is next to the mail box.\n\n#cffff0000Clear Condition: Open Bank Window",背包空间不够？不要担心。\n你可以和每个城镇的[城镇事务所]NPC对话来打开仓库。只需点击仓库按钮。\n你可以在帕里镇最南部找到这个NPC，茱莉亚就在邮箱旁。\n\n#cffff0000完成条件: 打开仓库
CLIENT_TUTORIAL_TITLE_000013,Deposit Method,存款方式
CLIENT_TUTORIAL_CONTENT_000013,#b#cff0000ff■ Bank#nb#nc\nYou can use bank by clicking on public office NPC in each village. Click on deposit menu from public office NPC.,#b#cff0000ff■ 银行#nb#nc\n您可以通过点击每个村庄的公职NPC来使用银行。 
TUTORIAL_QUEST_BEGIN,You have a new quest!\n\nTalk to #b#cffa0a0ff%s#nc#nb to start the quest #b%s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb.,你有一个新的任务！\n\n与 #b#cffa0a0ff%s#nc#nb 对话来开始任务 #b%s#nb!\n\n查看地图并跟随 #b你头顶上的箭头#nb。
TUTORIAL_QUEST_END,Great work! You've completed the #b'%s'#nb quest!\n\nNow speak to #b#cffa0a0ff%s#nc#nb to #bcollect your rewards#nb and carry on with your adventure.\n\nConsult the map and #bfollow the arrow#nb above you to find your way.,Great work! You've completed the #b'%s'#nb quest!\n\nNow speak to #b#cffa0a0ff%s#nc#nb to #bcollect your rewards#nb and carry on with your adventure.\n\nConsult the map and #bfollow the arrow#nb above you to find your way.
TUTORIAL_QUEST_KILL,This quest requires you to kill #b#cffc32f07%dx#nc %s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach them.,这项任务需要你击杀 #b#cffc32f07%dx#nc %s#nb!\n\n查看地图并跟随 #b你头顶上的箭头#nb 完成它们。
TUTORIAL_QUEST_ITEM,This quest requires you to gather #b#cffc32f07%dx#nc %s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach the area.\n\nThen find and #b[[click on|touch]] the items#nb to pick them from the ground.,这项任务需要你搜集 #b#cffc32f07%dx#nc %s#nb!\n\n查看地图并跟随 #b你头顶上的箭头#nb 到达该区域。\n\n然后找到并 #b[[点击|触碰]] 该物品#nb 从地上捡起他们。
TUTORIAL_QUEST_BOOTY,This quest requires you to collect #b#cffc32f07%dx#nc %s#nb from #b%s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach the area.\n\nThen #bdefeat the monsters#nb to collect the items.,这项任务需要你收集 #b#cffc32f07%dx#nc %s#nb from #b%s#nb!\n\n查看地图并跟随 #b你头顶上的箭头#nb 到达该区域。\n\n然后 #b击败怪物#nb 来收集这些物品。
