Key,English,Simplified_Chinese
UI_SUMMON_PARTY_CONFIRM_HOW,How to Accept the Summon,使用方法
UI_SUMMON_PARTY_CONFIRM_TIP,"Double-click the ""%s"" icon in your buff list to teleport to the party leader.",如果你点击右边上方的图标(%s)，你就会被传送至团长身边。
UI_SUMMON_PARTY_USE,Teleport to the party leader now?,你应该靠近传送物使用。请确保你不在活动区域。你确定要被传送吗？
UI_SUMMON_BUFF_ICON,Double-click to teleport to the party leader.,双击即可传送到团长身边。
UI_CHANGE_SEX_TITLE,Change Sex,改变性别
UI_CHANGE_SEX_FACE,Change Face,改变脸型
UI_ITEM_TRANSY_TITLE,Item Transy,为物品变换性别
UI_ITEM_TRANSY_SEX,Change Item Sex,改变物品的性别
UI_ITEM_TRANSY_PUT,Place the item you want to transform.,请放入要改变的物品
UI_ITEM_TRANSY_PUT1,Place an item in the left slot to preview the resulting item.,在左边的栏位里放入要变换的物品
UI_CHANGE_NAME_TITLE,Change Name,更改名字
UI_CHANGE_NAME_INPUT,Enter your new name:,输入您的新名字
UI_CHANGE_NAME_PET_TITLE,Change Pet Name,更改宠物名称
UI_CHANGE_NAME_PET_INPUT,"Enter a new pet name, or leave it blank to reset to the default name.",留空以重置为默认名称
UI_CHANGE_NAME_PET_LABEL,Pet Name:,宠物名称：
UI_NAVIGATOR_MARK,Mark:,标记：
UI_MAP_MARK_ADD,Add Mark,添加标记
UI_MAP_MARK_DELETE,Delete,删除
UI_MAP_MARK_DELETE_ALL,Delete All,全部删除
UI_MAP_MARK_PUT_CHAT,Link in Chat,将它放入聊天里
UI_MAP_MARK_CHANGE_NAME,Set Name,更改名字
UI_MAP_MARK,Position,标记
UI_MAP_MARK_NAME_TITLE,Set Map Mark Name,职位名称更改
UI_MAP_MARK_NAME_INPUT,Enter a new name for the mark:,请填入新的名字
UI_TOOLTIP_EQUIPPED,[ Equipped ],[装备中]
UI_TOOLTIP_ACTIVESELF,Also Cast on You,同时对自身施放
UI_TOOLTIP_ACTIVETARGET,Also Cast on Target,同时对目标施放
UI_TOOLTIP_CHANGEIFHAS,If you have %s,如果你有 %s
UI_TOOLTIP_CHANGEIFHAS_TARGET,If the target has %s,如果目标有 %s
UI_TOOLTIP_GAINSTACKS,%s Stacks Gained: %d,获得 %s 层数: %d
UI_TOOLTIP_GAINSTACKS_PVP,%s Stacks Gained: %d / %d (PvP),获得 %s 层数: %d / %d (PvP)
UI_ITEM_LINK_TITLE,Linked Item Info.,链接物品信息
UI_BEAUTY_SHOP_COUPON_TITLE,Use Coupon,使用优惠券
UI_BEAUTY_SHOP_COUPON_MSG,You have a Free Coupon. Use it now?,你有一张免费优惠券。你想现在使用他吗？
UI_BEAUTY_SHOP_COUPON,Using the Free Coupon.,使用免费优惠券
UI_GUILD_MEMBER_TIP,#b%s#nb\nEXP Contribution: %s\nPenya Contribution: %s\nNumber of Times Surrendered: %d,#b%s#nb\n贡献:%s\n金币贡献: %s\n投降的次数: %d
UI_REMOVE_ELEM_TITLE,Element Stone Removal,应用属性
UI_REMOVE_ELEM_MSG,"This item has an element stone applied to it. If you unequip it, the element stone effect will be removed. Are you sure you want to unequip it?",您只能在移除其元素属性后才能交易或取消装备该物品。 你要移除它们吗？
UI_HOME_LOGIN_ENTER_TIP,Enter Account ID,请输入帐号
UI_HOME_PASSWORD_TIP,Enter Password,请输入密码
UI_CHAT_NORMAL_TIP,Send normal messages to players around you,使用一般讯息传送
UI_CHAT_WHISPER_TIP,Send whispers to another player,使用悄悄话传送讯息
UI_CHAT_SHOUT_TIP,Send shout messages to players in your area,使用大喊传送讯息
UI_CHAT_PARTY_TIP,Send messages to your party members,对团员传送讯息
UI_CHAT_GUILD_TIP,Send messages to your guild members,对公会人员传送讯息
UI_CHAT_SYSTEM_TIP,Show/Hide System Messages,开启系统消息窗口
UI_CHAT_FILTER_TIP,Filter function which allows you to filter the chatting.,过滤功能能让你过滤掉一些聊天信息。
UI_MESSENGER_MEMO_TIP,Check messages received while offline.,能够在断开连接时查看收到的信息。
UI_GUILD_WAR_DECLARE_TIP,Request a guild duel,邀请公会对战
UI_GUILD_WAR_PEACE_TIP,Propose a truce to end the guild duel in a draw,提议停止毫无意义的暴力和战斗。
UI_GUILDBANK_SUPPORT_TIP,Donate Penya and quest items to your guild,为您的公会做出贡献。
UI_GUILDBANK_CLOAK_TIP,Create a guild cloak with your guild logo on it (requires guild level 4),用你选择的图标制作一件公会披风。(公会等级4)
UI_GUILDBANK_LOG_TIP,Open the guild bank log,打开公会仓库日志窗口。
UI_APP_DEBUG_TIP,Debug Window,bug反馈窗口
UI_APP_INFO_PANG_TIP,Summon Info-Pang.,召唤情报胖胖。
UI_APP_FAQ_TIP,View Frequently Asked Questions.,常见问题
UI_APP_TIPS_TIP,View gameplay tips.,小提示
UI_APP_HELP_TIP,Open the help window.,帮助
UI_APP_GUILD_TIP,View and manage your guild.,管理您的公会
UI_APP_PARTY_TIP,View and manage your party.,管理您的剧团
UI_APP_COUPLE_TIP,View and manage your couple.,管理您的情侣
UI_APP_MESSENGER_TIP,View and manage your friends list.,管理好友列表
UI_APP_ITEMDURATION_TIP,View the remaining duration of your active premium items.,显示收费道具的持续时间。
UI_APP_CASHSHOP_TIP,Open the Flyff Shop to purchase premium items.,打开精品商城。
UI_APP_QUEST_TIP,View the quest diary.,显示任务信息。
UI_APP_PRIVATESHOP_TIP,Set up a private shop.,允许您开启个人商店。
UI_APP_SKILL_TIP,View and manage your character's skills.,显示技能菜单
UI_APP_INVENTORY_TIP,View and manage your inventory.,打开你的背包
UI_APP_CHARINFO_TIP,View detailed character information and manage your stats.,显示你的角色信息。
UI_APP_MOTION_TIP,View emotes and emoticons you can use to express yourself.,使用表情符号和动作来表达您自己
UI_APP_STATUS_TIP,View your character's status.,角色状态
UI_APP_CHAT_TIP,Show/hide the chat window.,打开聊天窗口
UI_APP_QUIT_TIP,Exit the game.,结束游戏
UI_APP_SUPPORT_TIP,Open the customer support page in a new tab.,打开用户支持。
UI_APP_PRIVACY_TIP,Open Privacy Settings.,Open Privacy Settings.
UI_APP_LOGOUT_TIP,Log out and return to the login screen.,重新登陆
UI_APP_OPTION_TIP,Open the game's options window.,设置
UI_APP_MAP_TIP,View the world map.,可以看到全世界的地图
UI_APP_NAVIGATOR_TIP,Open the mini-map widget.,提供地图、道路指南等旅行所必需的基本功能。
UI_APP_NOTICE_TIP,Notice,公告
UI_OPTION_OLD_KEYBOARD_MODE,Basic Keyboard Mode,基础键盘模式
UI_GUILDCOMBAT_OFFER_TITLE,Apply for Guild Siege,申请公会战
UI_GUILDCOMBAT_OFFER_TOTALAPPLICATION,Total Bid Amount,总累计金额
UI_GUILDCOMBAT_OFFER_TOTALAPPLICATION_TIP,Total bid amount from all guilds that applied. The winning guild receives 35% of the total bids from the top 10 guilds.,所有报名公会的总竞标金额。获胜公会将获得排名前 10 公会总竞标金额的 35%。
UI_GUILDCOMBAT_OFFER_CURRENTAPPLICATION,Your Current Bid,当前的申请费
UI_GUILDCOMBAT_OFFER_CURRENTAPPLICATION_TIP,Enter your bid amount here,请在窗口里输入对战金额
UI_GUILDCOMBAT_OFFER_PRIZEDETAIL,Reward Details,礼物说明
UI_GUILDCOMBAT_OFFER_PRESENT,1 Win: Dragon Cloak of the Initiate\n2 Consecutive Wins: Dragon Cloak of the Adept\n3 Consecutive Wins: Dragon Cloak of the Master\n4 Consecutive Wins: Dragon Cloak of the Hero,胜一场: 初级龙纹披风\n两连胜: 进阶龙纹披风\n三连胜: 大师龙纹披风\n四连胜: 英雄龙纹披风
UI_GUILDCOMBAT_OFFER_CONFIRM,Current bid: %d Penya. You are about to add %d Penya. Proceed?,你已经支付了%d金币，你想额外支付%d金币吗?
UI_GUILDCOMBAT_OFFER_ACCEPT_TIP,Submit your Guild Siege application,申请公会战
UI_GUILDCOMBAT_OFFER_PRESENT_TIP,"For more information on Guild Siege rewards, please speak with [Guild Siege Manager] Donaris.",礼物的详细说明请向NPC多拿里斯咨询
UI_GUILDCOMBAT_STATE_TITLE,Guild Siege Application Status,当前公会战申请条件
UI_GUILDCOMBAT_STATE_TIMELEFT,Time Left,剩余时间
UI_GUILDCOMBAT_STATE_TIMELEFT_TIP,Time until the next Guild Siege,距离下次公会战时间还有
UI_GUILDCOMBAT_STATE_TOTALBID,Total Bid Amount:,竞价总额：
UI_GUILDCOMBAT_STATE_TOTALBID_TIP,35% of the combined bids from the top 10 guilds is awarded to the winning guild.,排名前 10 公会的竞标总额的 35%，将作为奖励发放给获胜公会。
UI_GUILDCOMBAT_STATE_BIDRANKING,Your Guild's Bid Rank,竞价排名
UI_GUILDCOMBAT_STATE_BIDRANKING_TIP,"Only the top 10 guilds can join the Guild Siege. If your guild isn't in the top 10, you can't participate.",您的公会竞价未达到前10名，无法参加公会战。请调整后再试。
UI_GUILDCOMBAT_STATE_CURRENTMINIMUM,Your Guild's Current Bid,当前最低出价
UI_GUILDCOMBAT_STATE_CURRENTMINIMUM_TIP,The amount your guild has currently bid to participate in the Guild Siege.,您的公会当前所出示的申请金:
UI_GUILDCOMBAT_STATE_APPLY,Apply,应用
UI_GUILDCOMBAT_STATE_APPLY_TIP,Open the Guild Siege application window,显示公会战的申请列表。
UI_GUILDCOMBAT_STATE_REFRESH,Refresh,刷新
UI_GUILDCOMBAT_STATE_REFRESH_TIP,Refresh the current application status,查看当前公会战的申请要求。
UI_GUILDCOMBAT_STATE_LIST_TIP,Shows all applicants and their bid ranks,出价最高的10个公会可以参加公会战。
UI_GUILDCOMBAT_CANCEL_TITLE,Cancel Guild Siege Application,公会战 - 取消申请
UI_GUILDCOMBAT_CANCEL_MSG,Withdraw your application for the Guild Siege?,你想要退出公会战吗？
UI_GUILDCOMBAT_SELECT_TITLE,Guild Siege Lineup,设定公会战参赛名单
UI_GUILDCOMBAT_SELECT_CONNECTED,Online Guild Members,在线的公会人数
UI_GUILDCOMBAT_SELECT_ENTRANT,Lineup,参赛者名单
UI_GUILDCOMBAT_SELECT_RIGHT_TIP,Add the selected member to the lineup,将在线的公会成员添加到参赛名单中。
UI_GUILDCOMBAT_SELECT_LEFT_TIP,Remove the selected member from the lineup,从参赛名单中删除一位公会成员。
UI_GUILDCOMBAT_SELECT_UP_TIP,Move the selected member up in the lineup,将选定的公会成员安排到上方。
UI_GUILDCOMBAT_SELECT_DOWN_TIP,Move the selected member down in the lineup,将选定的公会成员安排到下方。
UI_GUILDCOMBAT_SELECT_COMPLETE,Confirm,完成
UI_GUILDCOMBAT_SELECT_COMPLETE_TIP,Save and confirm the lineup,完成参赛者名单。
UI_GUILDCOMBAT_SELECT_DEFENDER,Defender,防守人员
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP,Designate the selected member as Defender,选择防守人员
UI_GUILDCOMBAT_SELECT_REMAKE,Reset,重新制作
UI_GUILDCOMBAT_SELECT_REMAKE_TIP,Reset the lineup,重新制作参赛名单
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP2,Opponents gain 1 bonus point when your guild's Defender is killed.,当您的公会防守人员被杀死后，对手将获得奖励积分。
UI_GUILDCOMBAT_SELECT_INFO,Register your team. Starting team: %d members (Max participants: %d),登记你的队伍. 开始有 %d 成员 (最多有 %d)
UI_GUILDCOMBAT_SELECT_ENTRANT_TIP,Set your lineup here. The first 6 members in the lineup will enter the Guild Siege combat area first.,5位被选中的成员会首先加入公会战。请选择入场名单。
UI_GUILDCOMBAT_SELECT_REMAKE_MAKEUP,Reset your lineup and start over?,要重新组织公会战的参赛人员吗?
UI_GUILDCOMBAT_TELE_TITLE,Guild Siege Entry,公会战介绍
UI_GUILDCOMBAT_TELE_MSG,Guild Siege entry is now open. Teleport to the entry NPC?,入口已经开放。你想传送到公会战场吗？
UI_GUILDCOMBAT_JOIN_TITLE,Enter Guild Siege Arena,进入公会战场
UI_GUILDCOMBAT_JOIN_MSG,Enter the Guild Siege Arena now?,要加入公会战吗？
UI_NETWORK_ERROR_TITLE,Network Error,网络错误
UI_NETWORK_ERROR_MSG,"A network error happened, please check your connection and login again.",网络错误，请检查您的连接并重新登录。
UI_GUILDCOMBAT_JOINWAR_TITLE,Select Entry Zone,复活地点
UI_GUILDCOMBAT_JOINWAR_1_TIP,You have entered zone 1.,你已经进入了1号区域。
UI_GUILDCOMBAT_JOINWAR_2_TIP,You have entered zone 2.,你已经进入了2号区域。
UI_GUILDCOMBAT_JOINWAR_3_TIP,You have entered zone 3.,你已经进入了3号区域。
UI_GUILDCOMBAT_JOINWAR_4_TIP,You have entered zone 4.,你已经进入了4号区域。
UI_GUILDCOMBAT_JOINWAR_5_TIP,You have entered zone 5.,You have entered zone 5.
UI_GUILDCOMBAT_JOINWAR_6_TIP,You have entered zone 6.,You have entered zone 6.
UI_GUILDCOMBAT_JOINWAR_7_TIP,You have entered zone 7.,You have entered zone 7.
UI_GUILDCOMBAT_JOINWAR_8_TIP,You have entered zone 8.,You have entered zone 8.
UI_GUILDCOMBAT_JOINWAR_SELECT,Select the zone you wish to enter.,选择你想进入的区域。
UI_GUILDCOMBAT_JOINWAR_MSG,"In %d seconds, you will enter zone %s.",%d秒后，进入%s
UI_GUILDCOMBAT_JOINWAR_RANDOM,Random,随机
UI_CHAT_ADMIN,[Admin] %s,[管理员] %s
UI_GUILDCOMBAT_RATE,Guild Rankings,当前排名:
UI_GUILDCOMBAT_PERSON_RATE,Player Rankings,个人排名:
UI_TOOLTIP_EXPBOX,#b%s's EXP box#nb\nTime left: %s,#b%s's 经验盒#nb\n剩余时间: %s
UI_GUILDCOMBAT_JOIN_READY,You will enter the combat area when one of your guildmates is defeated.,当你的公会成员之一死亡时才能进入。
UI_GUILDCOMBAT_JOIN_READY2,Prepare yourself!,请准备
UI_GUILDCOMBAT_LOG_REALTIME,[%s]%s [%s] defeated [%s]%s [%s] and gained %d points.,[%s]%s [%s] 已经杀死了 [%s]%s [%s] 并获得了 %d 积分.
UI_GUILDCOMBAT_LOG_MASTER,Guild Master,公会会长
UI_GUILDCOMBAT_LOG_DEFENDER,Defender,防守人员
UI_GUILDCOMBAT_RESULT_TITLE,Guild Siege Results,公会&成员排名
UI_GUILDCOMBAT_RESULT_GUILD,Guild Rankings,公会排名
UI_GUILDCOMBAT_RESULT_MEMBER,Player Rankings,成员排名
UI_GUILDCOMBAT_RESULT_RANK,Rankings,总排名
UI_GUILDCOMBAT_RESULT_LOG,Battle Log,对战纪录
UI_GUILDCOMBAT_LOG_GUILD,[%s],[%s]
UI_GUILDCOMBAT_LOG1,Basic Point +2,基本点数 +2
UI_GUILDCOMBAT_LOG2,Guild Master Bonus +1,公会会长的追加点数 +1
UI_GUILDCOMBAT_LOG3,Defender Bonus +1,防守人员的追加点数 +1
UI_GUILDCOMBAT_LOG4,Kill bonus +1,击杀点数 +1
UI_GUILDCOMBAT_LOG5,Resurrecting Bonus +1,复活点数的追加点数 +1
UI_GUILDCOMBAT_LOG6,Killing streak Bonus +%d,连续击杀奖励 +%d
UI_GUILDCOMBAT_LOG_POINT,(%d grade),(%d点)
UI_GUILDCOMBAT_LOG_ATTACK,Attack,攻击力
UI_GUILDBANK_GUILDCOMBAT_CLOAK_TIP,Create a Dragon Cloak (Requires winning the Guild Siege),制作龙纹披风 (条件: 在公会战中获胜的公会)。
UI_GUILDBANK_GUILDCOMBAT_CREATE_CLOAK,"Creating a Dragon Cloak costs 10,000 Penya. Create it now?","制作龙纹披风需要花费10,000金币，你想制造它吗？"
UI_GUILDCOMBAT_RANKING_TITLE,Guild Siege Player Rankings,公会成员排名
UI_GUILDCOMBAT_RANKING_RANK,Rank,排名
UI_GUILDCOMBAT_RANKING_POINT,Points,积分
UI_WORLD_DEVICEMOTION_TIP,Motion,动作
UI_WORLD_TURBO_TIP,Fuel,燃料
UI_NAVIGATOR_SHIP,Ship,飞船
UI_OPTION_TOON_STYLE,Outline,人物描边
UI_OPTION_RIM_OUTLINE,Rim Outlines,边缘轮廓
UI_APP_WIKI_TIP,Browse the Flyffipedia,从百科中获取帮助
UI_ROSHAMBO_OPEN_CONFIRM,I challenge you to a game of Rock-Paper-Scissors!,"要进行""剪刀─石头─布""游戏吗?"
UI_ROSHAMBO_TITLE,Rock-Paper-Scissors,小游戏(剪刀-石头-布)
UI_ROSHAMBO_VS,VS,VS
UI_ROSHAMBO_SCISSOR,Scissors,剪刀
UI_ROSHAMBO_ROCK,Rock,石头
UI_ROSHAMBO_PAPER,Paper,布
UI_ROSHAMBO_WINNINGCOUNT,%d win(s),%d 胜利次数
UI_ROSHAMBO_DEFEAT,You Lose!,你输了！
UI_ROSHAMBO_WIN_TITLE,You Win!,你赢了！
UI_ROSHAMBO_WIN_END,End,结束
UI_ROSHAMBO_WIN_NEXT,Next,下一步
UI_ROSHAMBO_WIN_MSG,"Press ""End"" to claim your current prize and stop playing, or press ""Next"" to keep playing for more prizes.",如果您想领取当前奖品并停止比赛，请点击结束。点击继续可以继续比赛以获得更多奖品 ~
UI_ROSHAMBO_WIN_MSG2,"Note: If you keep playing, you will forfeit your current prize.","※ 继续游玩,将无法获得目前的奖赏喔"
UI_ROSHAMBO_WIN_MSG3,"Congratulations, you won %d time(s)! You receive %s x%d.",恭喜，你胜利了%d次！你获得了%s x%d.
UI_EXCHANGE_COUNT_TITLE,Input Item Quantity,输入物品数量
UI_EXCHANGE_COUNT_MSG,How many?,多少个？
UI_EXCHANGE_COUNT_LABEL,Number:,数量：
UI_TOOLTIP_PET_REAR,[Raised Pet],(召唤兽)
UI_TOOLTIP_PET_PICKUP,[Pickup Pet],(捡宠)
UI_PET_GRADE_0,Egg,宠物蛋
UI_PET_GRADE_1,F Tier,F级
UI_PET_GRADE_2,E Tier,E级
UI_PET_GRADE_3,D Tier,D级
UI_PET_GRADE_4,C Tier,C级
UI_PET_GRADE_5,B Tier,B级
UI_PET_GRADE_6,A Tier,A级
UI_PET_GRADE_7,S Tier,S级
UI_PET_EXP_MAX,EXP: 99.99%,经验值：99.99%
UI_PET_EXP,EXP: %.2f%%,经验: %.2f%%
UI_TOOLTIP_ABILITY,Bonus,能力值
UI_PET_HP,Energy: %d / %d,能量: %d / %d
UI_PET_LEVEL,Lv%d,Lv%d
UI_PET_DEAD,(DEAD),(死亡)
UI_PET_REROLL_TIER,Scroll-rerolled tier:,卷轴重随等级:
UI_TARGET_CLEAR,Clear target,取消目标
UI_OPTION_TAB_UI,Interface,界面
UI_OPTION_AUTO_ATTACK,Auto Attack,自动攻击
UI_OPTION_FIXED_CAMERA,Fixed Camera,固定视角
UI_OPTION_OTHER_DAMAGES,Display All Damage,显示所有伤害值
UI_OPTION_HIDE_OTHER_PLAYERS,Hide Other Players,隐藏其他玩家
UI_OPTION_TRANSPARENT_CHAT,Transparent chat,透明聊天窗口
UI_OPTION_RIGHT_CLICK_MENU,Right-Click Player Menu,右键打开玩家菜单
UI_OPTION_TOP_PLAYER_GAUGES,MP & FP Gauges,MP & FP条
UI_OPTION_TOP_PLAYER_GAUGES_TIP,Enables FP & MP gauges above the player.,启用玩家头上的FP & MP条。
UI_OPTION_SELECT_PETS,Select Pets,Select Pets
UI_FACE_SHOP_TITLE,Plastic Surgery,整形
UI_FACE_SHOP_BASE_FACE,Current Face,友善的脸型
UI_FACE_SHOP_NEW_FACE,New Face,新脸型
UI_TOOLTIP_SPELL_RANGE,Spell Range: %d,技能范围: %d
UI_TOOLTIP_COMBO_TYPE,Combo: %s,连击: %s
UI_TOOLTIP_COMBO_STEP,Starter,步骤
UI_TOOLTIP_COMBO_CIRCLE,Link,循环
UI_TOOLTIP_COMBO_FINISH,Finisher,完成
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d,基础伤害: %d ~ %d
UI_TOOLTIP_DMG_MUL,Damage Multiplier: %.2f,Damage Multiplier: %.2f
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling,伤害转换比例
UI_TOOLTIP_SCALE_HEAL,Heal Scaling,治疗量转换比例
UI_TOOLTIP_SCALE_TIME,Time Scaling,持续时间转换比例
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling,Dec. Charging Time Scaling
UI_TOOLTIP_SCALE_PARAM,Scaling,转换比例
UI_TOOLTIP_SCALE_PARAM_PER,per,每
UI_TOOLTIP_SCALE_PARAM_MAX,max,最大值
UI_TOOLTIP_PVP,PvP,PvP
UI_TOOLTIP_PVE,PvE,PvE
UI_TOOLTIP_AROUND,Around,周围
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,基础治疗量：%d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,基础 MP 回复量： %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,基础 FP 回复量： %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,基础持续时间: %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PvP & Giants),/ %.2d:%.2d (PVP&BOSS)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,概率: %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PvP & Giants),/ %d%% (PVP&BOSS)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Knockdown Probability: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,冷却时间: %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PvP),/ %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PvP),Cooldown: %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(After Expiry)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,施法时间: %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,蓄力时间: %.2d:%.2d
UI_NEWCHAR_FACE,Face,脸型
UI_NEWCHAR_HAIR,Hair,头发
UI_NEWCHAR_HAIR_COLOR,Hair Color,发色
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press Scroll Lock to cycle zoom levels.,%dX 缩放。滑动鼠标滚动键切换。
UI_KEYBIND_CHAR_CONTROL,Movement Keys,移动按钮
UI_KEYBIND_MOVE_FORWARD,Move Forward,前进
UI_KEYBIND_MOVE_BACKWARD,Move Backward,后退
UI_KEYBIND_TURN_LEFT,Turn Left,向左转
UI_KEYBIND_TURN_RIGHT,Turn Right,向右转
UI_KEYBIND_JUMP,Jump,跳
UI_KEYBIND_WALK,Toggle Run/Walk,切换跑步/行走模式
UI_KEYBIND_SKILL_COMBO,Action Slot,连续技能栏
UI_KEYBIND_CLEAR_TARGET,Clear Target,取消选中
UI_KEYBIND_TRACE_TARGET,Follow Target,跟随目标
UI_KEYBIND_SELECT_TARGET,Cycle Targets (PvP),选择PVP目标
UI_KEYBIND_APPLETS,Windows,窗口
UI_KEYBIND_CAMERA,Camera Controls,控制镜头
UI_KEYBIND_CAMERA_LEFT,Rotate Left,向左旋转
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,向右旋转
UI_KEYBIND_CAMERA_UP,Rotate Up,向上旋转
UI_KEYBIND_CAMERA_DOWN,Rotate Down,向下旋转
UI_KEYBIND_ZOOM_IN,Zoom In,放大
UI_KEYBIND_ZOOM_OUT,Zoom Out,缩小
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,缩放切换
UI_KEYBIND_TASKBAR,Taskbar Functions,任务栏功能
UI_KEYBIND_TASKBAR_N,Taskbar %d,任务栏 %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,任务栏槽 %d
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,第二条栏 %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,第三条栏 %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,额外任务栏
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,切换全屏
UI_KEYBIND_MAIN_MENU,Main Menu,主菜单
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,隐藏/展示界面
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,截图模式
UI_KEYBIND_GAME,Game Functions,游戏功能
UI_KEYBIND_NONE,Not Bound,未绑定的
UI_KEYBIND_UNBIND,Unbind key,解绑钥匙
UI_KEYBIND_TITLE,Keys,快捷键
UI_KEYBIND_RESET,Reset,重置
UI_UPGRADECARD_TITLE,Upgrade Suit Socket Cards,穿洞卡片升级
UI_UPGRADECARD_REGISTER,Insert suit cards.,登记材料卡。
UI_UPGRADECARD_INFO,Fuse 10 suit cards for a chance to get 1 higher-grade card.,将10张材料卡片进行融合以获得1张更高级的卡片
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reroll,武器穿洞卡片重铸
UI_RESHUFFLECARD_REGISTER,Insert weapon cards to use as materials.,放入武器穿洞卡片作为材料。
UI_RESHUFFLECARD_INFO,Fuse 3 weapon cards to receive 1 card of the same grade.,将3张武器穿洞卡片融合，可获得1张同品级的武器穿洞卡片。
UI_RESHUFFLECARD_CONFIRM,Rerolling will consume the material cards. Proceed?,重铸将会消耗材料卡片，是否继续？
UI_CONVERTSOULLINK_TITLE,Convert to Soul-Linked,转换为角色绑定
UI_CONVERTSOULLINK_INFO,"The item will become soul-linked and can no longer be sold to NPCs. You can use this process to stack identical items that otherwise cannot be stacked due to differing properties. Note: Soul-linked items cannot be traded, and this action cannot be undone.",该物品将变为角色绑定，无法再出售给NPC。此操作可用于堆叠属性不同、原本无法叠加的同类物品。注意：角色绑定物品无法交易，且此操作不可撤销。
UI_CONVERTSOULLINK_CONFIRM,This action cannot be undone.\nProceed?,此操作无法撤销。​\n是否继续？
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,该物品无法转换。
UI_GUILD_SCROLLGADD_CONFIRM,This scroll permanently increases your guild's member limit by 5. It only applies to your current guild and will not affect any guild you join later. Use it now?,此卷轴将永久增加您在公会中5个可拥有的成员数量上限。如果您加入另一个公会，则不会在新公会再次产生影响。确认要使用吗？
UI_GUILD_TOOLTIP_EXP,EXP:,经验值：
UI_GUILD_TOOLTIP_GOLD,Penya:,金币：
UI_GUILD_TOOLTIP_LEVEL,#bNext level: %d#nb,#b下一等级 %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,切换频道
UI_CHANGECHANNEL_MSG,Select channel:,选择频道：
UI_REPORT_TITLE,Report,举报
UI_REPORT_PLAYER_LABEL,Player,玩家
UI_REPORT_REASON_LABEL,Reason,原因
UI_REPORT_MESSAGE_LABEL,Message,信息
UI_REPORT_SEND,Send,发送
UI_REPORT_REASON0,Botting,下注
UI_REPORT_REASON1,Real money transfer,真实货币兑换
UI_REPORT_REASON2,Cheating / hacking,作弊行为/黑客行为
UI_REPORT_REASON3,Bad behavior,异常行为
UI_REPORT_REASON4,Insults,侮辱
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,你确定你要上报 %s吗？\n\n滥用此功能可能会导致您的帐户被禁止。
UI_APP_ACHIEVEMENTS_TIP,View your achievements.,显示成就菜单
UI_ACHIEVEMENTS_TITLE,Achievements,成就
UI_ACHIEVEMENTS_GENERAL_TAB,General,General
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,怪物
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,材料
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,称号&徽章
UI_ACHIEVEMENTS_EVENTS_TAB,Events,活动
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,游戏时长
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Login Streak,连续登录
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Login Rewards,总在线数
