Key,English,Simplified_Chinese
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000129,The place where the Soulstone of the Billposter is kept.\nThe admirers of the hero Roentel\nmake a pilgrimage here every year.,保管刀锋战士的灵魂之石的地方\n崇拜爆咒师英雄罗瓦特的人\n每年皆会到此地朝拜
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000130,Altar of Blade,刀锋战士祭坛
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000131,The place where the Soulstone of the Blade is kept.\nThe admirers of the hero Heren\nmake a pilgrimage here every year.,保管刀锋战士的灵魂之石的地方\n崇拜暗杀者英雄海琳的人\n都会每年到这地方巡礼
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000132,Altar of Knight,骑士祭坛
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000133,The place where the Soulstone of the Knight is kept.\nThe admirers of the hero Billaon\nmake a pilgrimage  here every year.,保管骑士的灵魂之石的地方\n崇拜骑士英雄毕雷恩的人\n每年皆会到此地朝拜
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000134,Kyon Soldiers,空之佣兵团
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000135,"The greatest soldiers in Madrigal.\nTheir numbers may not be very large,\nbut they are all highly-qualified warriors.",瑞加大陆最佳的佣兵团。\n他们的人数虽然不多，\n但都是最精锐的勇士。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000136,Darkon 2\nDarken,达肯第2区\n达肯镇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000137,Administrative City of Darkon.\nMost of the citizens are slightly hard of hearing\nbecause of the machine noise.,达肯区的行政管辖城市。\n由于机器产生的巨大噪音\n这里大多数市民的听力都不是太好。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000138,Darkon 2\nCave of Envy,达肯第2区\n渴望洞穴
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000139,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,人工挖掘而成的洞穴 。\n在时空毁灭者战争过后\n这片区域沦为了怪物的栖息地。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000140,Darkon 2\nCave of Envy,达肯第2区\n渴望洞穴
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000141,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,人工挖掘而成的洞穴 。\n在时空毁灭者战争过后\n这片区域沦为了怪物的栖息地。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000142,Darkon 2\nCave of Envy,达肯第2区\n渴望洞穴
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000143,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,人工挖掘而成的洞穴 。\n在时空毁灭者战争过后\n这片区域沦为了怪物的栖息地。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000144,Darkon 1\nKhipra,达肯第1区\n达肯开发区
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000145,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,因过渡采集绿磷石矿石\n污染了周边的自然环境
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000146,Darkon 1\nGouthan Mountains,达肯第1区\n永恒森林
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000147,The biggest mountains in Darkon.,达肯最陡峭的山脉
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000148,Darkon 1\nGouthan Mountains,达肯第1区\n永恒森林
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000149,The biggest mountains in Darkon.,达肯最陡峭的山脉
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000150,Darkon 1\nKhipra,达肯第1区\n达肯开发区
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000151,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,因过渡采集绿磷石矿石\n污染了周边的自然环境
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000152,Darkon 2\nThe Cage of Clockworks.,达肯第2区\n时空毁灭者禁地
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000153,Clockworks was sealed here after the Clockworks War.,时空毁灭战争之后，时空毁灭者便被囚禁于此。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000154,Flaris Observatory,帕里天文台
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000155,Lab of Wise-men,贤者的研究所
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000156,Saint City\nAncient Document Office,晨光\n古代文件管理所
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000157,Saint City\nLittle Theater of Pepoview,晨光\n帕佩团小剧场
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000158,Darkon 1\nHideout of Hanoyan,达肯第1区\n魔导战甲的秘密据点
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000159,Altar of Jester,暗杀者祭坛
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000160,Darkon 3\nVillage of Kan,达肯3区\n勇者营地
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000161,Herneos,赫涅奥斯
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000162,"Herneos was a beautiful underwater haven with magnificent architecture.\n However, Shade's hand caused great disruption.",赫涅奥斯曾是一座美丽的水下乐土，建筑辉煌而壮丽。\n然而，谢莉德的介入让一切陷入混乱。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000163,Eillun,艾尔伦
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000164,Euphresia,Euphresia
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000165,"Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare.","Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare."
PROTOTYPE_WLD_000000,Prototype,原型
WDPROTOTYPE_WLD_000000,Unknown Place in Madrigal,瑞加大陆未知区域
WDPROTOTYPE_WLD_000001,Only a Game Master can help you to leave.,只有GM能帮你离开这里。
WDREALM_WLD_000000,This is a safe place.,这里是安全区，可以避开敌人的攻击。
WDREALM_WLD_000001,This is a safe place.,这里是安全区，可以避开敌人的攻击。
WDREALM_WLD_000002,This is a safe place.,这里是安全区。
WORLD_WDEVENT01_WDEVENT01_RGN_000000,You enter a battle zone!!!,你已进入战斗地区！！！
WDHEAVEN06_1_WLD_000003,Secret Room,秘密房间 (竞速)
WDUPRESIA_WLD_000000,Euphresia,Euphresia
