Key,English,Spanish
TEXTCLIENT_GETPKPOINT,You recovered your Karma points by %d.,Has recuperado %d puntos de Karma.
TEXTCLIENT_DECPKPOINT,%d Karma points have been reduced.,Se han reducido %d puntos de Karma.
TEXTCLIENT_PK_MARKETNOUSE,You cannot use stores if your Karma grade is Vicious.,No puedes usar la tienda si tu Karma esta en estado Vicious.
TEXTCLIENT_PKDEAD,You have been slain by %s.,%s te ha matado.
TEXTCLIENT_GETFAMEPOINT,You gained %d fame points.,Has ganado %d puntos de fama.
TEXTCLIENT_DECFAMEPOINT,You lost %d fame points.,Has perdido %d puntos de fama.
TEXTCLIENT_BANKWRONGPASS,Wrong password. Please try again.,Contraseña incorrecta. Por favor inténtalo de nuevo.
TEXTCLIENT_BANKFULL,The bank is full.,El banco está lleno.
TEXTCLIENT_PK_LEVEL_GAP,Unable to duel. Level gap is more than 30.,No se puede hacer el duelo. Diferencia de nivel mayor que 30.
TEXTCLIENT_PK_SAFETY_NO,You cannot duel in a safety zone.,No puedes hacer un duelo en la zona segura.
TEXTCLIENT_PK_SAME_NO,You can duel only if the other player is in the same place as you.,Solo puedes hacer un duelo si el otro jugador esta en la misma área que tú.
TEXTCLIENT_PK_CHANGEJOB_NO,You can only duel after your 1st job-change.,Solo puedes hacer duelos una vez que llegues a tu 1ra Clase.
TEXTCLIENT_PK_PARTY_LIMIT,You cannot duel with party members.,No puedes hacer duelos contra miembros de tu party.
TEXTCLIENT_PK_MODE_REJECT,The other player is in duel rejection mode.,El otro jugador está rechazando los duelos.
TEXTCLIENT_DUELNO,%s refused to duel.,%s ha rechazado el duelo.
TEXTCLIENT_DUELSTART,Duel with %s started!,¡El duelo con %s ha comenzado!
TEXTCLIENT_DUELCANCEL,The duel has been cancelled.,El duelo ha sido cancelado.
TEXTCLIENT_PK_NO_IPARTYLEADER,You are not the Party leader.,No eres el Líder de Party.
TEXTCLIENT_PK_NO_UPARTYLEADER,The other member is not the Party leader.,El otro miembro no es el Líder de Party.
TEXTCLIENT_PK_NO_DUEL,You cannot duel with the other player currently.,No puedes hacer un duelo con el otro jugador por ahora.
TEXTCLIENT_PDSTART,Duel has started with %s party.,El duelo con la party %s ha comenzado.
TEXTCLIENT_PVPLEAVE,"Party duel mode of %s was finished. If you join duel again, you will be penalized according to PK rules.",El modo duelo de party de %s ha terminado. Si entras a otro duelo serás penado bajo las reglas del PK.
TEXTCLIENT_PDCANCEL,Duel has been cancelled.,El duelo ha sido cancelado.
TEXTCLIENT_PDVICTORY,You won the party duel.,Has ganado el duelo de party.
TEXTCLIENT_PDLOSE,You lost the party duel.,Has perdido el duelo de party.
TEXTCLIENT_DONOTUSE_SHOP,You cannot use that item while using Hair Stylist or Plastic Surgeon.,No puedes usar el objeto mientras estás usando el Salón de Belleza.
TEXTCLIENT_CASHSHOP_NOACCOUNT,You cannot use the Flyff Shop without account. Please link an account.,No puedes usar la Tienda Flyff sin una cuenta. Por favor vincula una cuenta.
TEXTCLIENT_CASHSHOP_INVALIDPRODUCT,This product is invalid.,Este producto no es válido.
TEXTCLIENT_CASHSHOP_SERVEROFFLINE,Cannot use Flyff Shop because the server is offline.,No puedes usar la Tienda Flyff porque el servidor está desconectado.
TEXTCLIENT_CASHSHOP_LACKCASH,You don't have enough money to purchase the item. Reload your account before purchasing.,No hay suficiente dinero para comprar el objeto. Recarga la cuenta antes de comprar.
TEXTCLIENT_CASHSHOP_PURCHASEEXCEED,You reached the maximum amount of purchases per character for this product.,Has alcanzado la cantidad máxima de compras por personaje para este producto.
TEXTCLIENT_CASHSHOP_UNKNOWNERROR,"Unknown error, please try again.","Error desconocido, por favor inténtalo de nuevo."
TEXTCLIENT_CASHSHOP_PURCHASESUCCESS,Thank you for your purchase! If the inventory is full please make room and login again to receive the item.,¡Gracias por tu compra! Si el inventario está lleno por favor haz sitio y vuelve a conectarte para recibir el objeto.
TEXTCLIENT_CASHSHOP_INVALIDPLAYER,The player is invalid and cannot use Flyff Shop.,El jugador no es válido para usar la Tienda Flyff.
TEXTCLIENT_CASHSHOP_TIMEOVER,The operation is taking too much time. Please try again.,Ha pasado demasiado tiempo. Por favor inténtalo de nuevo.
TEXTCLIENT_FATHER,#cff0000ff I am your father!#nc,#cff0000ff Yo soy tu padre!#nc
TEXTCLIENT_MOTHER,#cff0000ff I am your mother!#nc,#cff0000ff Yo soy tu madre!#nc
TEXTCLIENT_COMNOHAVECOM,Cannot cancel because you do not belong to a guild.,No se puede cancelar porque no perteneces a ninguna guild.
TEXTCLIENT_COMDELNOKINGPIN,Only the guild leader can disband the guild.,Solo el líder de guild puede disolver la guild.
TEXTCLIENT_GUILDWARREQLV6,Your guild level has to be higher than 5 to declare a guild duel.,Tu guild debe ser más de nivel 5 para realizar un duelo de guilds.
TEXTCLIENT_GUILDWARSTILLNOWAR,Unable to declare war during guild duel.,No puedes solicitar un duelo durante un duelo de guilds.
TEXTCLIENT_GUILDWARNOTHINGGUILD,That Guild does not exist.,Esa Guild no existe.
TEXTCLIENT_GUILDWAROTHERLV6,Unable to declare a guild duel. Opposing guild level is below 6.,No se puede realizar un duelo de guild. El nivel de la guild oponente es menor a 6.
TEXTCLIENT_GUILDWARMASTEROFF,The opposing Guild Leader is offline.,El líder oponente no se encuentra conectado.
TEXTCLIENT_GUILDWARMEMBER10,The opposing guild must have at least 10 members.,La guild oponente debe tener al menos 10 miembros.
TEXTCLIENT_GUILDWAROTHERWAR,The other guild is already participating in a guild duel.,La otra guild ya está participando en un duelo de guilds.
TEXTCLIENT_GUILDWARDECLINED,Opposing guild leader declined the duel.,El líder de la guild contraria ha rechazado el duelo.
TEXTCLIENT_GUILDWARNOFINDGUILD,Cannot find the guild that declared a guild duel.,No se puede encontrar la guild contra la que se ha propuesto hacer un duelo de guilds.
TEXTCLIENT_PK_NOFLIGHT_DURING,You cannot duel when only one player is flying.,No puedes hacer un duelo si solo uno está volando.
TEXTCLIENT_GUILDWARERRORDUEL,You cannot duel during a guild duel.,No se puede hacer un duelo durante un duelo de guilds.
TEXTCLIENT_GUILDWARSTART,A guild duel has started between %s Guild and %s Guild.,El duelo de guilds entre %s y %s ha comenzado.
TEXTCLIENT_GUILDWARSTILL,A guild duel between %s Guild and %s Guild is in progress.,Se está realizando un duelo entre las guilds %s y %s.
TEXTCLIENT_GUILDWARDOING,You are at war with another guild.,Estás en duelo contra otra guild.
TEXTCLIENT_SHOUTAGREE,Shout messages allowed,Gritos permitidos
TEXTCLIENT_SHOUTREFUSE,Shout messages refused,Gritos rechazados
TEXTCLIENT_GUILDWARWIN_MASTER,A Guild Leader has been killed!,¡Un Líder de Guild ha sido asesinado!
TEXTCLIENT_GUILDWARWIN_GIVEUP,Victory! Opponent guild has conceded.,¡Victoria! El oponente la ha concedido.
TEXTCLIENT_GUILDWARWIN_TIMEUP,Victory by default!,¡Victoria por defecto!
TEXTCLIENT_GUILDWARWIN_KILLNUM,Victory due to number of opponents killed!,¡Victoria debido a la cantidad de enemigos vencidos!
TEXTCLIENT_GUILDWARWIN,The guild duel between %s and %s has finished. The Guild %s has won. %s.,El duelo entre las guilds %s y %s ha finalizado. La Guild %s ha ganado. %s
TEXTCLIENT_GUILDWARPEACE,%s and %s have agreed to a truce.,%s y %s han accedido a una tregua.
TEXTCLIENT_GUILDWARDRAW,The guild duel between %s and %s resulted in a tie.,El duelo entre las guilds %s y %s ha terminado en empate.
TEXTCLIENT_GUILDWARNOETC,You are either not participating in a guild duel or have already given up.,O no estás participando en un duelo de guild o ya te has dado por vencido.
TEXTCLIENT_GUILDWARGIVEUP,%s of %s Guild has given up.,%s de la Guild %s se ha dado por vencido.
TEXTCLIENT_GUILDWARPEACEDECLINED,Opposing guild declined the truce.,La guild contraria ha rechazado la tregua.
TEXTCLIENT_GUILDWARDEAD,"A warrior of %s Guild, %s, has been killed.","Han matado a un guerrero de la Guild %s, %s."
TEXTCLIENT_DISGUISE_DNT_WING,You cannot use a Trans and Glow item at the same time.,No puedes usar un objeto Trans y Brillo al mismo tiempo.
TEXTCLIENT_NOTUSESKILL_ITEMUSE,You used the same item earlier. Try again after its effects have worn off.,Ya has usado ese objeto antes. Espera a que se vaya el efecto para usarlo nuevamente.
TEXTCLIENT_COUPLERING_ERR01,You have engraved the name '%s' on this ring. Give it to your sweetheart!,Ya grabado el nombre de %s en el anillo. ¡Dáselo a tu media naranja!
TEXTCLIENT_COUPLERING_CARVE,An engraving reads '%s'. Give it to your sweetheart!,El nombre de '%s' está grabado en el anillo. ¡Dáselo a tu media naranja!
TEXTCLIENT_COUPLERING_NOTONLINE,The player with the name engraved on this ring is offline.,El jugador con el nombre grabado en este anillo no está conectado.
TEXTCLIENT_COUPLERING_ERR02,You can not teleport to %s from here.,No puedes ir hacia %s desde este lugar.
TEXTCLIENT_COUPLERING_ERR03,You can not teleport to a player who is flying.,No puedes ir hacia alguien que está volando.
TEXTCLIENT_RANDOMSCROLL_ERROR,This item can only be used on applicable weapons and armor.,Este objeto solo se puede usar en armas y armaduras.
TEXTCLIENT_RANDOMSCROLL_CONFIRM,Do you want to apply a random stat upgrade to the following item?\n%s,¿Quieres añadir una estadística aleatoria al siguiente objeto?\n%s
TEXTCLIENT_RANDOMSCROLL_CONFIRM1,This will overwrite the previous random stat upgrade that was applied. Do you want to continue?,Esto sobreescribirá la anterior mejora aleatoria aplicada. ¿Quieres continuar?
TEXTCLIENT_RANDOMSCROLL_SUCCESS,%s has been enchanted with %s +%d.,%s se ha mejorado con %s +%d.
TEXTCLIENT_STATE_NOTUSE,You cannot use %s,No puedes usar %s
TEXTCLIENT_TRADE_NOTUSE,Trading,Comerciando
TEXTCLIENT_TRADE_NOTUSE1,Because the person is trading.,Porque la persona está comerciando.
TEXTCLIENT_DIE_NOTUSE,If the person is dead,Si la persona está muerta
TEXTCLIENT_DIE_NOTUSE1,Because the person is dead,Porque la persona está muerta
TEXTCLIENT_VENDOR_NOTUSE,On opening a private shop,Abriendo una tienda privada
TEXTCLIENT_VENDOR_NOTUSE1,Because the person is on opening a private shop,Porque la persona está abriendo una tienda privada
TEXTCLIENT_ATTACK_NOTUSE,In Combat,En combate
TEXTCLIENT_ATTACK_NOTUSE1,Because the person is in combat.,Porque la persona está en combate.
TEXTCLIENT_FLY_NOTUSE,On flying,Volando
TEXTCLIENT_FLY_NOTUSE1,Because the person is flying.,Porque la persona está volando.
TEXTCLIENT_DUEL_NOTUSE,In Duel,En duelo
TEXTCLIENT_DUEL_NOTUSE1,Because the person is in duel.,Porque el jugador está en duelo.
TEXTCLIENT_GAME_EVENT_WORLD_NOTUSE,In event area,En el área de evento
TEXTCLIENT_PRISON_WORLD_NOTUSE,In Kebaras,En Kebaras
TEXTCLIENT_SUMMON_FRIEND_MY_NOUSE,You can not use item to yourself.,No puedes usar el objeto para ti mismo.
TEXTCLIENT_SUMMONFRIEND_NOUSER,%s is offline.,%s no está conectado.
TEXTCLIENT_SUMMONFRIEND_NOTFRIEND,This player is not your friend or is blocked.,Este jugador no es tu amigo o está bloqueado.
TEXTCLIENT_STATE_NOTSUMMON,You cannot summon %s,No puedes invocar %s
TEXTCLIENT_STATE_NOTSUMMONOK,You cannot accept %s,No puedes aceptar %s
TEXTCLIENT_WORLD_NOTUSE,Because you are in different areas,Porque estáis en diferentes areas
TEXTCLIENT_DUNGEON_NOTUSE,Because you are in a dungeon,Porque estás en una mazmorra
TEXTCLIENT_SUMMONFRIEND_CONFIRM,You have asked to summon %s,Has pedido invocar a %s
TEXTCLIENT_SUMMON_FRIEND_CANCEL,%s has cancelled the summon.,%s ha cancelado la invocación.
TEXTCLIENT_SUMMONFRIEND_NOITEM,You don't have %s. You cannot summon %s.,No tienes %s. No puedes invocar a %s.
TEXTCLIENT_SUMMON_SUCCESS1,You are summoned to %s,Eres invocado a %s
TEXTCLIENT_SUMMON_SUCCESS,%s is summoned,%s es invocado
TEXTCLIENT_SUMMONPARTY_NOTTIME,You can not go.,No puedes ir.
TEXTCLIENT_TROUPECREATE,Only the party leader can use this function.,Solamente el líder de party puede utilizar esta función.
TEXTCLIENT_ITEM_TRANSY,This item is not available. Please input another item.,Este objeto no está disponible. Por favor usa otro objeto.
TEXTCLIENT_ITEM_TRANSY_NOT_LEVEL,Only %d-%d level items are usable.,Solo se usan los artículos con Nivel %d-%d.
TEXTCLIENT_ITEM_TRANSY_SUCCESS,The change from %s to %s was successful.,El cambio de %s a %s ha sido un éxito.
TEXTCLIENT_GUILDCREATE,Only the guild master can use this function.,Solo el líder de guild puede usar esta función.
TEXTCLIENT_CHANGENAME,Player name successfully changed.,Nombre del jugador cambiado satisfactoriamente.
TEXTCLIENT_MAP_MARK_MAX_NUMBER,You can't save your position any more. Please arrange your saved postion first and try again.,No puedes seguir en esta posición. Por favor primero arregla tu posición e inténtalo de nuevo.
TEXTCLIENT_UPGRADE_ERROR_NOUNICK,You cannot upgrade a unique item.,No puedes mejorar un objeto único.
TEXTCLIENT_NOTEQUALELEM,The attribute of %s and the applied attribute of the item are not the same.,El atributo de %s y el atributo aplicado del objeto no es el mismo.
TEXTCLIENT_NOTELEMENT,The attribute has not been applied to the selected item. Please finish the attribute refining first.,El atributo no ha sido aplicado al objeto seleccionado. Por favor finaliza la aplicación del atributo primero.
TEXTCLIENT_ALREADYELEM,Charge attribute has already been applied.,La carga del atributo ya ha sido aplicada.
TEXTCLIENT_REMOVEELEMENT,The attribute of the selected item has been deleted.,El atributo del objeto seleccionado ha sido borrado.
TEXTCLIENT_CHATSAMETEXT,Unable to enter the same sentence twice in a row.,No se puede enviar la misma frase dos veces seguidas.
TEXTCLIENT_ERROR_CHATTING_1,The last message could not be transmitted due to chat spam limitations.,El último mensaje no se ha podido enviar por las limitaciones de spam del chat.
TEXTCLIENT_ERROR_CHATTING_3,Currently your chat has been blocked.(Remaining: %d minute %d second),Por ahora tu chat ha sido bloqueado. (Tiempo restante: %d minutos %d segundos)
TEXTCLIENT_LIMIT_SHOUT,Shouting is only allowed 5 times per 60 seconds.,Puedes gritar 5 veces en 60 segundos.
TEXTCLIENT_LIMIT_FULL_SHOUT,Shouting with Full Shout is only allowed once every 2 minutes.,Solo está permitido gritar con Grito Completo una vez cada 2 minutos.
TEXTCLIENT_GUILDCOMBAT_NOT_GUILD_LEADER,You are not in a guild or are not the Guild Master.,Puede que no tengas guild o no seas el líder de guild.
TEXTCLIENT_GUILDCOMBAT_REQUESTEND,Guild Siege is closed.,La Batalla de Guilds está cerrada.
TEXTCLIENT_GUILDCOMBAT_REQUEST_LEVEL,Your guild must be at least level %d to apply for the Guild Siege.,Tu guild debe ser mínimo nivel %d para inscribirse en la batalla de guilds.
TEXTCLIENT_GUILDCOMBAT_REQUEST_BASEPENYA,It will cost you at least %d Penya to apply to the siege.,Te costará al menos %d penya inscribirte a la batalla de guilds.
TEXTCLIENT_GUILDCOMBAT_REQUEST_PENYA,It will cost you %d Penya to apply to the siege.,Unirte a la batalla de guilds te costará %d penya.
TEXTCLIENT_GUILDCOMBAT_REQUEST_NOTPENYA,You can apply to the guild siege if you have the required Penya.,Puedes inscribirte en la batalla de guilds si tienes la penya requerida.
TEXTCLIENT_GUILDCOMBAT_APP_CONFIRM,Your previous bid was %d Penya. You have added %d Penya to increase your bid.,Pediste %d penya primero. Y después pediste %d penya adicional.
TEXTCLIENT_GUILDCOMBAT_REQUEST_GUILDCOMBAT,You have successfully applied to the Guild Siege.,Te has inscrito satisfactoriamente para la batalla de guilds. Puedes organizar la entrada de tu Guild todos los Sábados a partir de las 5 pm (PST).
TEXTCLIENT_GUILDCOMBAT_APP,Registration for Guild Siege has finished.,La inscripción para la batalla de guilds ha finalizado.
TEXTCLIENT_GUILDCOMBAT_NOT_USE,You cannot use it right now.,No lo puedes usar en este momento.
TEXTCLIENT_GUILDCOMBAT_NOTAPP,You did not apply for the Guild Siege.,No te has registrado para la Batalla de Guilds.
TEXTCLIENT_GUILDCOMBAT_EXPENSE_RETURN,The application fee has been refunded.,La tarifa de inscripción se devuelve si finalmente te quedas fuera de la batalla de guilds.
TEXTCLIENT_GUILDCOMBAT_CANCEL,Your guild's application for the Guild Siege has been canceled.,La batalla de guilds en la que te inscribiste ha sido cancelada.
TEXTCLIENT_GC_CANCELREQUEST,Guild Siege Application Refund,Penya de devolución
TEXTCLIENT_GC_CANCELREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application has been canceled, and the application fee has been refunded. Please note that a 20% commission has been deducted.\nHave a nice day!",Hola. Soy la Mánager de Guilds Donaris.\nDebido a la cancelación te voy a devolver el dinero. He descontado un 20% de comisión.\n¡Que tengas un buen día!
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT,Today's Guild Siege will not be held due to lack of participants.,Today's Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_ENJOY,Have a good day!,¡Qué tengas un buen día!
TEXTCLIENT_GUILDCOMBAT_JOIN_OK,You have qualified to enter the Guild Siege. Please complete your lineup setup in Flarine.,"Estás capacitado para el Asedio del Gremio. Por favor, dirígete ahora a Flaris y ""Crea Formación para el Asedio del Gremio""."
TEXTCLIENT_GUILDCOMBAT_JOIN_CANCEL,"You did not qualify for this Guild Siege. Please try again next week. After the Guild Siege ends, you may reclaim the application fee in Flarine.","No has podido calificar para la batalla de Gremios. Por favor, inténtalo de nuevo la próxima semana. Después de terminar la batalla de Gremios, recibirás la tarifa de inscripción de Donaris en Flaris."
TEXTCLIENT_GUILDCOMBAT_OPEN_READY_MSG,The Guild Siege will begin soon. You will be automatically teleported to Flaris after %d seconds.,La Batalla de Guilds empezará pronto. Serás transportado automáticamente a Flaris en %d segundos.
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG,You can now enter the Guild Siege arena through Franky in Flarine.,"Desde ahora, Franky de Flarine te dejará entrar en la arena de Batallas de Guilds."
TEXTCLIENT_GUILDCOMBAT_NOW_PLAYER_MAKEUP,You can now set up the Guild Siege lineup.,"Desde ahora, puedes organizar la entrada a la batalla de guilds."
TEXTCLIENT_GUILDCOMBAT_PLAYER_MAKEUP_FINISH,Lineup Setup Ends In,Hora de la preparación y alineamiento de la Batalla de Guilds.
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE,Combat Starts In,Asedio de Gremio comienza en
TEXTCLIENT_GUILDCOMBAT_WAR_END,Combat Ends In,Finaliza el combate
TEXTCLIENT_GUILDCOMBAT_EXIT_MSG,Teleporting to Flarine,Teletransportando a Flaris
TEXTCLIENT_GUILDCOMBAT_JOIN_NOW,You can now enter the Guild Siege.,El modo Batalla de Guilds ya está disponible.
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP,You cannot edit the lineup at this time.,"Por ahora, no puedes organizar la entrada."
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP_FAIL,Your guild did not apply for the Guild Siege or was not accepted.,"No te has inscrito para la batalla de guilds, o bien no has calificado para la misma."
TEXTCLIENT_GUILDCOMBAT_SELECTION_MAX,The number %d of people was exceeded.,La cantidad %d de gente se ha excedido.
TEXTCLIENT_GUILDCOMBAT_LIMIT_LEVEL_NOTICE,You should be over level %d for an entry.,Debe superar el nivel %d para acceder.
TEXTCLIENT_GUILDCOMBAT_ALREADY_ENTRY,Be registered. Register again.,Estar registrado. Regístrate de nuevo.
TEXTCLIENT_GUILDCOMBAT_MASTER_NOT_ASSIGN_DEFENDER,The Guild Master cannot be assigned as the Defender.,El Líder de Guild no puede ser un defensor.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_MASTER,There is no Guild Master or Kingpin in the lineup.,No hay Líder de Guild ni Jefe en el ingreso.
TEXTCLIENT_GUILDCOMBAT_NOT_ASSIGN_DEFENDER,No Defender has been assigned. Please select a Defender.,No hay defensor. Selecciona uno.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_PLAYER,No participants have been selected. Please select participants.,No hay participante. Selecciona uno.
TEXTCLIENT_GUILDCOMBAT_ENTER,The Guild Siege is now open.,La batalla de guilds se llevará a cabo esta semana.
TEXTCLIENT_GUILDCOMBAT_NOT_JOIN,Please join after a while.,Por favor únete dentro de un rato.
TEXTCLIENT_GUILDCOMBAT_NOT_OPEN,Preparations underway.,Preparaciones en camino.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_VAGRANT,Vagrants are not eligible for the Guild Siege. Please try again after your first job change.,Un vagrant no puede participar en una batalla de guilds. Intentalo de nuevo cuando alcances la primera clase.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_SPECIALIST,A character with third class is not eligible for Lv165 guild siege.,A character with third class is not eligible for Lv165 guild siege.
TEXTCLIENT_GUILDCOMBAT_WELCOME,Welcome to the Guild Siege.,Bienvenido a la Batalla de Guilds.
TEXTCLIENT_GUILDCOMBAT_ZOOM_USE,You can zoom the camera using the [Scroll Lock] key.,Puedes hacer zoom con la cámara pulsando la Tecla Bloq Despl.
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_MASTER,You are the Guild Master! Defeating the Defender grants 1 bonus point.,¡Eres el líder de guild! Derrotar al defensor te dará un bonus.
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_DEFENDER,"You are the Defender! If you are defeated, the enemy gains 1 bonus point.",¡Tú eres el defensor! ¡Recuerda que si mueres los oponentes recibirán un bonus!
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_GENERAL,Defeat your opponents for the glory of your guild! Defeating the Defender grants 1 bonus point.,¡Derrota a tus oponentes por la gloria de tu guild! Recuerda que si derrotas al defensor recibes un bonus.
TEXTCLIENT_GUILDCOMBAT_MASTER_MAP,You have entered the Guild Siege combat area!,"¡Felicidades, has obtenido el mapa de la guild!"
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE2,Combat will begin after the Preparation Phase. Prepare for battle!,El combate comenzará en cuanto acabe el mantenimiento. ¡Prepárate para la guerra!
TEXTCLIENT_GUILDCOMBAT_WAR,Start Combat,Comienza el Combate
TEXTCLIENT_GUILDCOMBAT_POINT_MASTER,The Guild Master has gained %d points!,¡El líder de guild ha ganado %d!
TEXTCLIENT_GUILDCOMBAT_POINT_GENERAL,Your guild has gained %d points!,¡Tu guild ha ganado %d!
TEXTCLIENT_GUILDCOMBAT_POINT_DEFENDER,Your defender is dead! %s guild has gained an extra point!,¡Tu defensa a muerto! ¡La guild %s ha ganado puntos!
TEXTCLIENT_GUILDCOMBAT_POINT_REVIVAL,You gained %d resurrection points!,You gained %d resurrection points!
TEXTCLIENT_GUILDCOMBAT_WRONG_CHANNEL,You must be connected on Channel 1 to enter the Guild Siege.,Debes estar conectado en el Canal 1 para entrar a la Batalla de Guilds.
TEXTCLIENT_GUILDCOMBAT_END,The Guild Siege has ended.,La Batalla de Guilds ha finalizado.
TEXTCLIENT_GUILDCOMBAT_WINNER,This week's winning guild: %s.,La guild ganadora de esta semana es: %s.
TEXTCLIENT_GUILDCOMBAT_WINNER1,MVP: %s.,El MVP ha sido %s.
TEXTCLIENT_GUILDCOMBAT_WINNER2,Congratulations!,¡Felicidades!
TEXTCLIENT_GUILDCOMBAT_JOIN_LIMIT_TIME,Entry Phase Ends In,Tiempo Límite
TEXTCLIENT_GUILDCOMBAT_NOT_INVITATION_GUILD,You can not invite someone to the guild while in Guild Siege.,No puedes invitar a nuevos miembros a la guild durante la Batalla de Guilds.
TEXTCLIENT_GUILDCOMBAT_NOT_DISSOLVE_GUILD,You can disband a guild that has applied for a Guild Siege.,Es imposible disolver una guild registrada para la Batalla de Guilds.
TEXTCLIENT_GUILDCOMBAT_NOT_LEAVE_GUILD,You can not quit from a guild while in Guild Siege.,No puedes abandonar una guild durante la Batalla de Guilds.
TEXTCLIENT_GUILDCOMBAT_NO_MEMBER,Unable to use the member management function during Guild Siege.,No se puede usar la función de gestión de miembros durante la Batalla de Guilds.
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_LOGO,You cannot change your guild logo during Guild Siege.,No puedes cambiar el logo de guild durante la Batalla de Guilds.
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_NAME,You cannot change your guild name during Guild Siege.,No se puede cambiar el nombre de la guild durante la Batalla de Guilds.
TEXTCLIENT_GUILDCOMBAT_NOT_WAR,Unable to declare war during Guild Siege.,No puedes solicitar un duelo durante la Batalla de Guilds.
TEXTCLIENT_EVENT_STANDS_NOTUSEITEM,You cannot use items during the event.,No puedes usar objetos durante el evento.
TEXTCLIENT_EVENT_STANDS_NOTUSESKILL,You cannot use skills during the event.,No puedes usar habilidades durante el evento.
TEXTCLIENT_EVENT_STANDS_NOTENCHANT,You cannot enchant during the event.,No puedes mejorar durante el evento.
TEXTCLIENT_EVENT_STANDS_NOTSHOUT,You cannot shout during the event.,No puedes gritar durante el evento.
TEXTCLIENT_GUILDCOMBAT_NOT_GETITEM,That is unavailable during the Guild Siege.,Eso no se puede hacer durante la Batalla de Guilds.
TEXTCLIENT_GC_NOTREQUEST,Guild Siege Application Refund,Reembolso por fracaso de inscripción a la Batalla de Guilds.
TEXTCLIENT_GC_NOTREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application was unsuccessful, and the application fee has been refunded. Please note that a 2% commission has been deducted.\nWe hope to see you at the Guild Siege again.\nHave a nice day!",Hola. Soy la mánager de guilds Donaris.\nTe voy a devolver parte de tu dinero. Te he descontado el 2% como comisión.\nEspero volver a verte en el las Batallas de Guilds.\nGracias por tu interés.
TEXTCLIENT_GUILDCOMBAT_NOT_MVP,"You have already claimed the MVP reward, or you are not the MVP.","Ya has recibido el premio por ser el MVP, o bien no lo eres."
TEXTCLIENT_GUILDCOMBAT_JACKPOT_LIMIT,The Penya reward could not be delivered because it would exceed your inventory limit. Please contact a GM through helpshift to receive your reward. We apologize for the inconvenience.,"Debido a que la cantidad de penya excede el máximo del inventario después de agregar el dinero del premio de la Batalla de Guilds, solicita el dinero del premio a un GM en el sitio web. Lo sentimos por el inconveniente."
TEXTCLIENT_GUILDCOMBAT_MVP_PENYA,You have received %d Penya as the MVP. Congratulations!,Has recibido %d penya por el MVP. ¡Felicidades!
TEXTCLIENT_GUILDCOMBAT_WINNER_NOT_GUILD,"You have already received the reward, or you are not eligible to reclaim the application fee.","Ya has recibido el premio, o bien no eres alguien que necesite el reintegro del pago de inscripción."
TEXTCLIENT_GUILDCOMBAT_JACKPOT,You have received %d Penya as a Guild Siege reward. Congratulations!,Has recibido %d penya como premio por la batalla de guilds. ¡Felicidades!
TEXTCLIENT_GUILDCOMBAT_JACKPOT_CANCEL,You received %d Penya minus the amount you paid for the application.,Has recibido %d penya menos la cantidad pagada por la inscripción.
TEXTCLIENT_BEAUTYSHOP_DISGUISE,You can't use this while a transy is in use.,No puedes usar este objeto mientras estás disfrazado.
TEXTCLIENT_BANNED,This account is banned. Contact FlyFF Support for assistance.,Esta cuenta está baneada. Contacta con el Soporte de FlyFF para obtener ayuda.
TEXTCLIENT_FORBIDDEN_AREA,You cannot go this way.,No puedes pasar por ahí.
TEXTCLIENT_ACCOUNTNOTVERIFIED,Your account is not verified. Please check your mailbox.,Tu cuenta no está verificada. Por favor revisa tu correo.
TEXTCLIENT_ACCOUNTBLOCKED,This character is blocked and cannot be accessed. Please contact the Flyff Universe customer service for more information.,Este personaje está bloqueado. Contacta con el Soporte de Flyff Universe para obtener más información.
TEXTCLIENT_RECONNECT_QUESTION,Do you want to try to reconnect?,¿Quieres intentar reconectarte?
TEXTCLIENT_ROSHAMBO_STARTGUID1,You need a Rock-Paper-Scissors Coupon in order to play.,Necesitas un Cupón Piedra-Papel-Tijeras para poder jugar.
TEXTCLIENT_MINIGAME_USING,You are playing a game now!,¡Estás jugando un juego!
TEXTCLIENT_MINIGAME_ITEM_POST,Item / Penya was sent to your mailbox.,Un Objeto / Penya se ha enviado a tu buzón.
