Key,English,Russian
TEXTCLIENT_HARVEST_EQUIP,You need to equip harvesting gloves.,You need to equip harvesting gloves.
TEXTCLIENT_HARVEST_RECEIVE,You have harvested %s x%d.,You have harvested %s x%d.
TEXTCLIENT_HARVEST_CARRIER,A harvest carrier has been revealed! Kill it to gain its extra berries.,A harvest carrier has been revealed! Kill it to gain its extra berries.
TEXTCLIENT_HARVEST_COOLDOWN,"You cannot currently open it, try again in a few seconds.","You cannot currently open it, try again in a few seconds."
TEXTCLIENT_NOTREADY_USESHOP,Please try again after taking off the head item,Снимите головной убор и попробуйте еще раз.
TEXTCLIENT_SHOP_CHOICE,Selected,Выбор:
TEXTCLIENT_CHANGE_HAIR,Change your Hair,Изменить прическу
TEXTCLIENT_SHOP_COST,Price is,Цена:
TEXTCLIENT_SHOP_PENYA,Penya.,Пенни.
TEXTCLIENT_CHANGE_HAIR_QUESTION,Do you want to change your hair?,Изменить прическу?
TEXTCLIENT_TRADEREQUEST,You have offered to trade with %s.,Вы предложили обмен игроку %s.
TEXTCLIENT_ALREADY_TRADING,The player is already trading.,Игрок уже с кем-то обменивается
TEXTCLIENT_BATTLE_NOTTRADE,The player cannot trade while fighting.,Во время боя нельзя обмениваться предметами.
TEXTCLIENT_TRADECANCEL,The trade has been cancelled.,Обмен отменен.
TEXTCLIENT_CANNOTTRADE_ITEM,This item cannot be traded.,Этот предмет нельзя передать.
TEXTCLIENT_CANNOTTRADE_EDIT,You cannot add into or remove items from the trading window anymore after the first confirmation.,После подтверждения обмена любые действия с этим окном запрещены.
TEXTCLIENT_TRADEACCEPT,%s has completed the trade.,%s завершает обмен.
TEXTCLIENT_FINALCONFIRM,%s pushed final confirmation.,%s подтверждает свое решение.
TEXTCLIENT_TRADEAGREE,You agreed to trade.,Вы согласились на обмен.
TEXTCLIENT_TRADEREFUSE,You refused to trade.,Вы отказались от обмена.
TEXTCLIENT_SBEVE_NOTUSEITEM,You cannot use that item.,Этот предмет использовать нельзя.
TEXTCLIENT_PIERCING_POSSIBLE_ITEM,The item cannot be pierced.,В этом предмете нельзя сделать гнездо.
TEXTCLIENT_STILL_DEVELOPMENT,This functionality is still in development.,"Извините, данная функция всё ещё в разработке."
TEXTCLIENT_ENDUSE,You may no longer use %s . That item has expired.,%s: использование невозможно. Срок действия истек.
TEXTCLIENT_DAYUSE,You can use the %s for %d days.,%s: срок действия закончится через %d д.
TEXTCLIENT_TIMEUSE,Time remaining on %s: %d days.,%s: срок действия закончится через %d ч.
TEXTCLIENT_ITEM_EXPIRED,This item has expired.,Срок действия предмета истек.
TEXTCLIENT_NOTUPGRADE,The item cannot be equipped or moved during refining.,"Пока вы усиливаете предмет, надевать или передавать его нельзя."
TEXTCLIENT_CARDRESHUFFLE_NOTAVAILABLE,Registration is not possible because the grade is not correct.,Registration is not possible because the grade is not correct.
TEXTCLIENT_ERROR_NOPIERCING,There is no space to put a card.,Некуда вложить аркан.
TEXTCLIENT_PIERCINGFAIL,Piercing failed.,Сделать гнездо не удалось.
TEXTCLIENT_PIERCINGSUCCESS,Piercing Succeeded.,В предмете сделано гнездо.
TEXTCLIENT_REMOVE_PIERCING_ERROR,Only suits pierced with cards can be used.,"Можно использовать только доспехи, усиленные арканом."
TEXTCLIENT_PIERCING_REMOVE_SUCCESS,Your pierced card has been removed succesfully.,Аркан удален.
TEXTCLIENT_NOTEQUALITEM,This item cannot be used.,Этот предмет нельзя использовать.
TEXTCLIENT_PREMIUM_NOTUPGRADE,Premium item cannot be refined.,Покупные предметы не могут быть усилены.
TEXTCLIENT_WRONGSUPITEM,Wrong supplement item.,Неподходящий добавочный предмет.
TEXTCLIENT_USE_PIERCING_MENU,You can use this item with Piercing menu at Weapon Shop.,You can use this item with Piercing menu at Weapon Shop.
TEXTCLIENT_USE_ACCESSORY_MENU,You can use this item with Accessory Upgrade menu at Weapon Shop.,You can use this item with Accessory Upgrade menu at Weapon Shop.
TEXTCLIENT_USE_UPGRADE_MENU,You can use this item with Upgrade menu at Armor Shop.,You can use this item with Upgrade menu at Armor Shop.
TEXTCLIENT_USE_INVENTORY_WINDOW,Double click on this item in Inventory window to use it.,Double click on this item in Inventory window to use it.
TEXTCLIENT_NOTELEUPGRADE,Item cannot be upgraded using this element.,Невозможно усилить предмет арканом этой стихии.
TEXTCLIENT_UPGRADE_ERROR_TWOELEMENT,You cannot put two different elements on one item.,Две разных стихии не уживаются в одном предмете.
TEXTCLIENT_WRONGUPLEVEL,Using wrong item to upgrade.,Неподходящий предмет для усиления.
TEXTCLIENT_UPGRADE_MAXOVER,Can only upgrade up to Level 10.,Возможно улучшить только до 10 уровня.
TEXTCLIENT_ACCESSORY_MAXOVER,Jewelry can be upgraded to +20.,Бижутерию можно усиливать до +20.
TEXTCLIENT_UPGRADE_ERROR_WRONGUPLEVEL,Using wrong item to upgrade.,Неподходящий предмет для усиления.
TEXTCLIENT_UPGRADE_ERROR_NOSUPSTONE,Not enough supplement item.,Не хватает добавочных предметов.
TEXTCLIENT_UPGRADE_FAIL,The upgrade has failed.,Не удалось усилить предмет.
TEXTCLIENT_UPGRADE_SUCCESSFUL,Upgrade Successful!,Предмет усилен.
TEXTCLIENT_REMOVE_ERROR,That weapon is not possible to remove the element upgrading. Try again after checking.,Невозможно удалить аркан с этого оружия.
TEXTCLIENT_REMOVE_ATTRIBUTE_CONFIRM,The element of weapon was removed.,Аркан удален.
TEXTCLIENT_DEPEN_USE,This item takes effect once your character dies. Do you want to use it?,Эффект проявится после гибели персонажа. Использовать предмет?
TEXTCLIENT_SKILLINIT,This item resets your skills. Do you want to use this item?,Очки характеристик будут сброшены. Продолжить?
TEXTCLIENT_ERROR_SKILLRECCURENCE,Your skill has already been reset.,Очки умений уже сброшены.
TEXTCLIENT_NOTUSEVAG,You can use this item after your 1st job change.,Этот предмет можно использовать только после выбора класса.
TEXTCLIENT_CHECKEQUIP,Please unequip the item first.,Сначала снимите этот предмет.
TEXTCLIENT_PK_BLINK_NO,You cannot use a blinkwing at Kebaras.,Вы не можете использовать гипер-блик в Кебарасе.
TEXTCLIENT_BLINK_EVENT_NO,You cannot use a blinkwing during event.,You cannot use a blinkwing during event.
TEXTCLIENT_GUILDCOMBAT_NO_OUTWAR,You cannot use Blinkwings to escape the Guild Siege arena.,Нельзя сбежать с арены с помощью блика.
TEXTCLIENT_ARENA_BLINKPOOL,You cannot use Blinkpool in the Arena.,You cannot use Blinkpool in the Arena.
TEXTCLIENT_WARNINGCCLS,Your stats will reset after you change your job. Do you want to change your job?,При смене класса очки характеристик сбрасываются. Сменить класс?
TEXTCLIENT_CHANGECLASS,You successfully changed your Job to %s.,Новый класс: %s.
TEXTCLIENT_RETURN_USEITEM,The item loses its potency 4 hours after being equipped if not returned to the inventory . Do you want to use the item?,"Если не вернуть этот предмет в рюкзак в течение 4-х часов, он утратит силу. Использовать предмет?"
TEXTCLIENT_LIMITZONE_USE,Unable to use item in the limit zone.,Невозможно использовать в этой области.
TEXTCLIENT_ON_EVENT,The '%s' event is underway! Visit %s for event details!,В Мадригале происходит '%s'! Посетите %s для дополнительных сведений!
TEXTCLIENT_ON_EVENT_DESC,The '%s' event is underway! %s,В Мадригале происходит '%s'! %s
TEXTCLIENT_START_EVENT,The '%s' event has just started. Visit %s for event details!,Запущено событиe '%s'. Посетите %s для дополнительных сведений!
TEXTCLIENT_START_EVENT_DESC,The '%s' event has just started. %s,Запущено событиe '%s'. %s
TEXTCLIENT_END_EVENT,The '%s' event is over.,Событие '%s' окончено.
TEXTCLIENT_ARENA_DISABLED,Arena is not available on this channel.,Арена недоступна на данном канале сервера.
TEXTCLIENT_CREATEMON_F_15,Summoning should be used on players that are 15 meters or closer to you.,"Призывать можно игроков, находящихся не далее чем в 15 метрах от вас."
TEXTCLIENT_CREATEMON_F_AREA,You can not summon there.,Здесь запрещены призывы.
TEXTCLIENT_CREATEMON_S,You have summoned %s.,Вы призвали игрока %s.
TEXTCLIENT_PRIORITYSUMMONMOB,This monster was summoned by %s. You cannot attack it.,Монстр призван другим игроком (%s). Вы не можете его атаковать.
TEXTCLIENT_CREATEMON_LIMIT,You cannot summon anymore monsters. Please wait and try again.,"Необходимо подождать, прежде чем призывать новых монстров."
TEXTCLIENT_GETPKPOINT,You recovered your Karma points by %d.,Вы восстановили %d очков кармы.
TEXTCLIENT_DECPKPOINT,%d Karma points have been reduced.,Ваша карма уменьшилась на %d очков.
TEXTCLIENT_PK_MARKETNOUSE,You cannot use stores if your Karma grade is Vicious.,Ужасным Злодеям доступ в магазины закрыт!
TEXTCLIENT_PKDEAD,You have been slain by %s.,%s убивает вас.
TEXTCLIENT_GETFAMEPOINT,You gained %d fame points.,Вы заработали %d очков славы.
TEXTCLIENT_DECFAMEPOINT,You lost %d fame points.,Вы потеряли %d очков славы.
TEXTCLIENT_BANKWRONGPASS,Wrong password. Please try again.,"Неправильный пароль. Пожалуйста, попробуйте ещё."
TEXTCLIENT_BANKFULL,The bank is full.,Личный сейф полон.
TEXTCLIENT_PK_LEVEL_GAP,Unable to duel. Level gap is more than 30.,Поединок невозможен. Разница в уровне превышает 30.
TEXTCLIENT_PK_SAFETY_NO,You cannot duel in a safety zone.,В мирной зоне поединки запрещены.
TEXTCLIENT_PK_SAME_NO,You can duel only if the other player is in the same place as you.,"Поединок возможен только в том случае, если игроки находятся в одной локации."
TEXTCLIENT_PK_CHANGEJOB_NO,You can only duel after your 1st job-change.,Поединок возможен только после выбора класса.
TEXTCLIENT_PK_PARTY_LIMIT,You cannot duel with party members.,Нельзя вызывать игроков труппы на поединок.
TEXTCLIENT_PK_MODE_REJECT,The other player is in duel rejection mode.,Соперник установил автоматическое отклонение вызовов.
TEXTCLIENT_DUELNO,%s refused to duel.,%s отклоняет вызов.
TEXTCLIENT_DUELSTART,Duel with %s started!,Начинается поединок с игроком %s!
TEXTCLIENT_DUELCANCEL,The duel has been cancelled.,Поединок отменен.
TEXTCLIENT_PK_NO_IPARTYLEADER,You are not the Party leader.,Вы не лидер труппы.
TEXTCLIENT_PK_NO_UPARTYLEADER,The other member is not the Party leader.,Выбранный игрок не лидер труппы.
TEXTCLIENT_PK_NO_DUEL,You cannot duel with the other player currently.,В данный момент вы не можете вызвать другого игрока на дуэль.
TEXTCLIENT_PDSTART,Duel has started with %s party.,Начался поединок с труппой '%s'.
TEXTCLIENT_PVPLEAVE,"Party duel mode of %s was finished. If you join duel again, you will be penalized according to PK rules.",Поединок с '%s' из труппы противников окончен.
TEXTCLIENT_PDCANCEL,Duel has been cancelled.,Поединок отменен.
TEXTCLIENT_PDVICTORY,You won the party duel.,Вы выиграли групповой поединок.
TEXTCLIENT_PDLOSE,You lost the party duel.,Вы проиграли групповой поединок.
TEXTCLIENT_DONOTUSE_SHOP,You cannot use that item while using Hair Stylist or Plastic Surgeon.,Невозможно использовать во время визита к парикмахеру или пластическому хирургу.
TEXTCLIENT_CASHSHOP_NOACCOUNT,You cannot use the Flyff Shop without account. Please link an account.,Вы не можете использовать магазин игры без учетной записи.
TEXTCLIENT_CASHSHOP_INVALIDPRODUCT,This product is invalid.,This product is invalid.
TEXTCLIENT_CASHSHOP_SERVEROFFLINE,Cannot use Flyff Shop because the server is offline.,"Вы не можете использовать магазин игры, пока сервер отключён."
TEXTCLIENT_CASHSHOP_LACKCASH,You don't have enough money to purchase the item. Reload your account before purchasing.,"У вас недостаточно денег для покупки. Пожалуйста, пополните кошелёк."
TEXTCLIENT_CASHSHOP_PURCHASEEXCEED,You reached the maximum amount of purchases per character for this product.,You reached the maximum amount of purchases per character for this product.
TEXTCLIENT_CASHSHOP_UNKNOWNERROR,"Unknown error, please try again.","Неизвестная ошибка, пожалуйста попробуйте ещё раз."
TEXTCLIENT_CASHSHOP_PURCHASESUCCESS,Thank you for your purchase! If the inventory is full please make room and login again to receive the item.,"Спасибо за покупку! Если ваш рюкзак переполнен, то освободите место и перезайдите в игру."
TEXTCLIENT_CASHSHOP_INVALIDPLAYER,The player is invalid and cannot use Flyff Shop.,The player is invalid and cannot use Flyff Shop.
TEXTCLIENT_CASHSHOP_TIMEOVER,The operation is taking too much time. Please try again.,"Операция занимает слишком много времени. Пожалуйста, попробуйте еще раз."
TEXTCLIENT_FATHER,#cff0000ff I am your father!#nc,#cff0000ff Я твой отец!#nc
TEXTCLIENT_MOTHER,#cff0000ff I am your mother!#nc,#cff0000ff Я твоя мама!#nc
TEXTCLIENT_COMNOHAVECOM,Cannot cancel because you do not belong to a guild.,"Чтобы выйти из гильдии, нужно состоять в ней."
TEXTCLIENT_COMDELNOKINGPIN,Only the guild leader can disband the guild.,Расформировать гильдию может только лидер.
TEXTCLIENT_GUILDWARREQLV6,Your guild level has to be higher than 5 to declare a guild duel.,"Чтобы объявить войну, гильдия должна быть не ниже 5 уровня."
TEXTCLIENT_GUILDWARSTILLNOWAR,Unable to declare war during guild duel.,Во время поединка гильдий объявить войну невозможно.
TEXTCLIENT_GUILDWARNOTHINGGUILD,That Guild does not exist.,Такой гильдии не существует.
TEXTCLIENT_GUILDWAROTHERLV6,Unable to declare a guild duel. Opposing guild level is below 6.,Невозможно объявить гильдии войну. Ее уровень ниже 6-го.
TEXTCLIENT_GUILDWARMASTEROFF,The opposing Guild Leader is offline.,Лидер гильдии соперников сейчас вне игры.
TEXTCLIENT_GUILDWARMEMBER10,The opposing guild must have at least 10 members.,В гильдии соперников должно быть не менее 10 игроков.
TEXTCLIENT_GUILDWAROTHERWAR,The other guild is already participating in a guild duel.,Эта гильдия уже участвует в войне.
TEXTCLIENT_GUILDWARDECLINED,Opposing guild leader declined the duel.,Лидер гильдии отказался от дуэли.
TEXTCLIENT_GUILDWARNOFINDGUILD,Cannot find the guild that declared a guild duel.,"Не удается найти гильдию, объявившую вам войну."
TEXTCLIENT_PK_NOFLIGHT_DURING,You cannot duel when only one player is flying.,You cannot duel when only one player is flying.
TEXTCLIENT_GUILDWARERRORDUEL,You cannot duel during a guild duel.,Во время войны гильдий личные поединки запрещены.
TEXTCLIENT_GUILDWARSTART,A guild duel has started between %s Guild and %s Guild.,Между гильдиями '%s' и '%s' идет война.
TEXTCLIENT_GUILDWARSTILL,A guild duel between %s Guild and %s Guild is in progress.,Между гильдиями '%s' и '%s' идет война.
TEXTCLIENT_GUILDWARDOING,You are at war with another guild.,Ваша гильдия уже участвует в войне.
TEXTCLIENT_SHOUTAGREE,Shout messages allowed,Shout messages allowed
TEXTCLIENT_SHOUTREFUSE,Shout messages refused,Shout messages refused
TEXTCLIENT_GUILDWARWIN_MASTER,A Guild Leader has been killed!,Лидер гильдии убит!
TEXTCLIENT_GUILDWARWIN_GIVEUP,Victory! Opponent guild has conceded.,Победа! Противник сдался!
TEXTCLIENT_GUILDWARWIN_TIMEUP,Victory by default!,Чистая победа!
TEXTCLIENT_GUILDWARWIN_KILLNUM,Victory due to number of opponents killed!,Победа по числу убитых соперников!
TEXTCLIENT_GUILDWARWIN,The guild duel between %s and %s has finished. The Guild %s has won. %s.,Завершена война между гильдиями '%s' и '%s'. Победила гильдия '%s'. %s.
TEXTCLIENT_GUILDWARPEACE,%s and %s have agreed to a truce.,Гильдии '%s' и '%s' заключили мир.
TEXTCLIENT_GUILDWARDRAW,The guild duel between %s and %s resulted in a tie.,Война гильдий '%s' и '%s' завершился ничьей.
TEXTCLIENT_GUILDWARNOETC,You are either not participating in a guild duel or have already given up.,Ваша гильдия не участвует в войне.
TEXTCLIENT_GUILDWARGIVEUP,%s of %s Guild has given up.,%s из гильдии '%s' сдается.
TEXTCLIENT_GUILDWARPEACEDECLINED,Opposing guild declined the truce.,Противники отказались от перемирия.
TEXTCLIENT_GUILDWARDEAD,"A warrior of %s Guild, %s, has been killed.","Потеря в гильдии %s, участник %s был убит."
TEXTCLIENT_DISGUISE_DNT_WING,You cannot use a Trans and Glow item at the same time.,You cannot use a Trans and Glow item at the same time.
TEXTCLIENT_NOTUSESKILL_ITEMUSE,You used the same item earlier. Try again after its effects have worn off.,"Вы недавно использовали аналогичный предмет. Подождите, пока не рассеется эффект от использования."
TEXTCLIENT_COUPLERING_ERR01,You have engraved the name '%s' on this ring. Give it to your sweetheart!,На кольце выгравировано имя: %s. Сделайте подарок своей второй половинке!
TEXTCLIENT_COUPLERING_CARVE,An engraving reads '%s'. Give it to your sweetheart!,На кольце выгравировано имя: %s. Сделайте подарок своей второй половинке!
TEXTCLIENT_COUPLERING_NOTONLINE,The player with the name engraved on this ring is offline.,Персонаж не находится в игре.
TEXTCLIENT_COUPLERING_ERR02,You can not teleport to %s from here.,%s не принимает порталы из этой области.
TEXTCLIENT_COUPLERING_ERR03,You can not teleport to a player who is flying.,"Невозможно перенестись к игроку, который находится в полете."
TEXTCLIENT_RANDOMSCROLL_ERROR,This item can only be used on applicable weapons and armor.,Подходит только для оружия и доспехов.
TEXTCLIENT_RANDOMSCROLL_CONFIRM,Do you want to apply a random stat upgrade to the following item?\n%s,Вы хотите случайным образом улучшить характеристики\n%s
TEXTCLIENT_RANDOMSCROLL_CONFIRM1,This will overwrite the previous random stat upgrade that was applied. Do you want to continue?,Данное действие заменит предыдущую попытку улучшить характеристики вещи. Хотите продолжить?
TEXTCLIENT_RANDOMSCROLL_SUCCESS,%s has been enchanted with %s +%d.,%s: усиление %s+%d.
TEXTCLIENT_STATE_NOTUSE,You cannot use %s,%s: использование невозможно.
TEXTCLIENT_TRADE_NOTUSE,Trading,Trading
TEXTCLIENT_TRADE_NOTUSE1,Because the person is trading.,Игрок занят обменом.
TEXTCLIENT_DIE_NOTUSE,If the person is dead,Смерть
TEXTCLIENT_DIE_NOTUSE1,Because the person is dead,Игрок мертв.
TEXTCLIENT_VENDOR_NOTUSE,On opening a private shop,Торговля в частной лавочке.
TEXTCLIENT_VENDOR_NOTUSE1,Because the person is on opening a private shop,Игрок торгует в частной лавочке.
TEXTCLIENT_ATTACK_NOTUSE,In Combat,Бой
TEXTCLIENT_ATTACK_NOTUSE1,Because the person is in combat.,Игрок находится в бою.
TEXTCLIENT_FLY_NOTUSE,On flying,Полет
TEXTCLIENT_FLY_NOTUSE1,Because the person is flying.,Игрок находится в полете.
TEXTCLIENT_DUEL_NOTUSE,In Duel,Уже в процессе дуэли
TEXTCLIENT_DUEL_NOTUSE1,Because the person is in duel.,Потому что персонаж уже в процессе дуэли.
TEXTCLIENT_GAME_EVENT_WORLD_NOTUSE,In event area,Подземелье
TEXTCLIENT_PRISON_WORLD_NOTUSE,In Kebaras,В Кебаре
TEXTCLIENT_SUMMON_FRIEND_MY_NOUSE,You can not use item to yourself.,Неприменимо к себе.
TEXTCLIENT_SUMMONFRIEND_NOUSER,%s is offline.,%s вне игры.
TEXTCLIENT_SUMMONFRIEND_NOTFRIEND,This player is not your friend or is blocked.,Данный игрок не у вас в друзьях или заблокирован.
TEXTCLIENT_STATE_NOTSUMMON,You cannot summon %s,%s: призыв невозможен.
TEXTCLIENT_STATE_NOTSUMMONOK,You cannot accept %s,%s: принять невозможно.
TEXTCLIENT_WORLD_NOTUSE,Because you are in different areas,Потому что вы в разных локациях
TEXTCLIENT_DUNGEON_NOTUSE,Because you are in a dungeon,Because you are in a dungeon
TEXTCLIENT_SUMMONFRIEND_CONFIRM,You have asked to summon %s,Вы призываете игрока %s
TEXTCLIENT_SUMMON_FRIEND_CANCEL,%s has cancelled the summon.,%s отвергает призыв.
TEXTCLIENT_SUMMONFRIEND_NOITEM,You don't have %s. You cannot summon %s.,Требуется %s. Призыв игрока %s невозможен.
TEXTCLIENT_SUMMON_SUCCESS1,You are summoned to %s,Вы переместились к игроку %s.
TEXTCLIENT_SUMMON_SUCCESS,%s is summoned,Игроку %s отправлен призыв.
TEXTCLIENT_SUMMONPARTY_NOTTIME,You can not go.,Перемещение невозможно.
TEXTCLIENT_TROUPECREATE,Only the party leader can use this function.,Эта возможность доступна только лидеру труппы.
TEXTCLIENT_ITEM_TRANSY,This item is not available. Please input another item.,Предмет недоступен. Выберите другой предмет.
TEXTCLIENT_ITEM_TRANSY_NOT_LEVEL,Only %d-%d level items are usable.,Only %d-%d level items are usable.
TEXTCLIENT_ITEM_TRANSY_SUCCESS,The change from %s to %s was successful.,Обмен: %s - %s.
TEXTCLIENT_GUILDCREATE,Only the guild master can use this function.,Только лидер гильдии может использовать эту функцию.
TEXTCLIENT_CHANGENAME,Player name successfully changed.,Имя персонажа изменено.
TEXTCLIENT_MAP_MARK_MAX_NUMBER,You can't save your position any more. Please arrange your saved postion first and try again.,You can't save your position any more. Please arrange your saved postion first and try again.
TEXTCLIENT_UPGRADE_ERROR_NOUNICK,You cannot upgrade a unique item.,Уникальные предметы усиливать нельзя.
TEXTCLIENT_NOTEQUALELEM,The attribute of %s and the applied attribute of the item are not the same.,"Аркан %s и аркан, которым усилен предмет, не совпадают."
TEXTCLIENT_NOTELEMENT,The attribute has not been applied to the selected item. Please finish the attribute refining first.,Выбранный предмет не усилен. Сначала закончите сборку аркана.
TEXTCLIENT_ALREADYELEM,Charge attribute has already been applied.,Предмет уже усилен арканом стихий.
TEXTCLIENT_REMOVEELEMENT,The attribute of the selected item has been deleted.,С выбранного предмета удален аркан.
TEXTCLIENT_CHATSAMETEXT,Unable to enter the same sentence twice in a row.,Нельзя повторять одно и то же предложение дважды.
TEXTCLIENT_ERROR_CHATTING_1,The last message could not be transmitted due to chat spam limitations.,Последнее сообщение было заблокировано антиспамом и не может быть доставлено.
TEXTCLIENT_ERROR_CHATTING_3,Currently your chat has been blocked.(Remaining: %d minute %d second),Вы не можете отправлять сообщения. (Блокировка общения будет снята через %d мин. %d сек.)
TEXTCLIENT_LIMIT_SHOUT,Shouting is only allowed 5 times per 60 seconds.,Кричать можно не более 5 раз за 60 секунд.
TEXTCLIENT_LIMIT_FULL_SHOUT,Shouting with Full Shout is only allowed once every 2 minutes.,Shouting with Full Shout is only allowed once every 2 minutes.
TEXTCLIENT_GUILDCOMBAT_NOT_GUILD_LEADER,You are not in a guild or are not the Guild Master.,"Либо вы не состоите в гильдии, либо не являетесь ее лидером."
TEXTCLIENT_GUILDCOMBAT_REQUESTEND,Guild Siege is closed.,Прием заявок окончен.
TEXTCLIENT_GUILDCOMBAT_REQUEST_LEVEL,Your guild must be at least level %d to apply for the Guild Siege.,"Чтобы выступить на арене, гильдия должна быть не ниже %d-го уровня."
TEXTCLIENT_GUILDCOMBAT_REQUEST_BASEPENYA,It will cost you at least %d Penya to apply to the siege.,Вступительный взнос для участия в поединке составляет %d пенни.
TEXTCLIENT_GUILDCOMBAT_REQUEST_PENYA,It will cost you %d Penya to apply to the siege.,It will cost you %d Penya to apply to the siege.
TEXTCLIENT_GUILDCOMBAT_REQUEST_NOTPENYA,You can apply to the guild siege if you have the required Penya.,"Если у вас хватает средств, можете подать заявку."
TEXTCLIENT_GUILDCOMBAT_APP_CONFIRM,Your previous bid was %d Penya. You have added %d Penya to increase your bid.,Предыдущий взнос %d пенни. Добавлено %d пенни.
TEXTCLIENT_GUILDCOMBAT_REQUEST_GUILDCOMBAT,You have successfully applied to the Guild Siege.,Вы подали заявку на участие в поединках гильдий. Состав команды можно объявить начиная с 18:30 в субботу.
TEXTCLIENT_GUILDCOMBAT_APP,Registration for Guild Siege has finished.,Заявка на участие в поединках гильдий принята.
TEXTCLIENT_GUILDCOMBAT_NOT_USE,You cannot use it right now.,Невозможно использовать в данный момент.
TEXTCLIENT_GUILDCOMBAT_NOTAPP,You did not apply for the Guild Siege.,Вы не подавали заявку на участие в поединке гильдий.
TEXTCLIENT_GUILDCOMBAT_EXPENSE_RETURN,The application fee has been refunded.,"Если команда не является на осаду, вступительный взнос возвращается гильдии."
TEXTCLIENT_GUILDCOMBAT_CANCEL,Your guild's application for the Guild Siege has been canceled.,"Поединок гильдий, на который вы подавали заявку, отменен."
TEXTCLIENT_GC_CANCELREQUEST,Guild Siege Application Refund,Пенни от Пенни
TEXTCLIENT_GC_CANCELREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application has been canceled, and the application fee has been refunded. Please note that a 20% commission has been deducted.\nHave a nice day!","Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application has been canceled, and the application fee has been refunded. Please note that a 20% commission has been deducted.\nHave a nice day!"
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT,Today's Guild Siege will not be held due to lack of participants.,Today's Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_ENJOY,Have a good day!,Желаем хорошего дня!
TEXTCLIENT_GUILDCOMBAT_JOIN_OK,You have qualified to enter the Guild Siege. Please complete your lineup setup in Flarine.,You have qualified to enter the Guild Siege. Please complete your lineup setup in Flarine.
TEXTCLIENT_GUILDCOMBAT_JOIN_CANCEL,"You did not qualify for this Guild Siege. Please try again next week. After the Guild Siege ends, you may reclaim the application fee in Flarine.","You did not qualify for this Guild Siege. Please try again next week. After the Guild Siege ends, you may reclaim the application fee in Flarine."
TEXTCLIENT_GUILDCOMBAT_OPEN_READY_MSG,The Guild Siege will begin soon. You will be automatically teleported to Flaris after %d seconds.,Поединок скоро начнется. Вас перенесет во Фларинцию через %d сек.
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG,You can now enter the Guild Siege arena through Franky in Flarine.,You can now enter the Guild Siege arena through Franky in Flarine.
TEXTCLIENT_GUILDCOMBAT_NOW_PLAYER_MAKEUP,You can now set up the Guild Siege lineup.,Теперь можно собирать команду и участвовать в поединках гильдий.
TEXTCLIENT_GUILDCOMBAT_PLAYER_MAKEUP_FINISH,Lineup Setup Ends In,Поединки начнутся через
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE,Combat Starts In,Combat Starts In
TEXTCLIENT_GUILDCOMBAT_WAR_END,Combat Ends In,Завершение поединка
TEXTCLIENT_GUILDCOMBAT_EXIT_MSG,Teleporting to Flarine,Перемещение во Фларинцию
TEXTCLIENT_GUILDCOMBAT_JOIN_NOW,You can now enter the Guild Siege.,Доступны поединки гильдий.
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP,You cannot edit the lineup at this time.,В данный момент сформировать команду невозможно.
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP_FAIL,Your guild did not apply for the Guild Siege or was not accepted.,Вы не подавали заявку на участие в поединке гильдий или не прошли предварительный отбор.
TEXTCLIENT_GUILDCOMBAT_SELECTION_MAX,The number %d of people was exceeded.,The number %d of people was exceeded.
TEXTCLIENT_GUILDCOMBAT_LIMIT_LEVEL_NOTICE,You should be over level %d for an entry.,You should be over level %d for an entry.
TEXTCLIENT_GUILDCOMBAT_ALREADY_ENTRY,Be registered. Register again.,Нужно зарегистрироваться.
TEXTCLIENT_GUILDCOMBAT_MASTER_NOT_ASSIGN_DEFENDER,The Guild Master cannot be assigned as the Defender.,Лидер гильдии не может быть защитником.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_MASTER,There is no Guild Master or Kingpin in the lineup.,На участие должен быть заявлен лидер гильдии или его заместитель.
TEXTCLIENT_GUILDCOMBAT_NOT_ASSIGN_DEFENDER,No Defender has been assigned. Please select a Defender.,Нужно выбрать защитника.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_PLAYER,No participants have been selected. Please select participants.,Выберите участников.
TEXTCLIENT_GUILDCOMBAT_ENTER,The Guild Siege is now open.,На этой неделе состоится поединок гильдий.
TEXTCLIENT_GUILDCOMBAT_NOT_JOIN,Please join after a while.,"Подождите, прежде чем присоединяться."
TEXTCLIENT_GUILDCOMBAT_NOT_OPEN,Preparations underway.,Идет подготовка.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_VAGRANT,Vagrants are not eligible for the Guild Siege. Please try again after your first job change.,Бродяги не могут участвовать в поединках гильдий. Выберите класс и подайте заявку заново.
