Key,English,Russian
NPC_000291,Was it something I said?,Я что-то сказал?
NPC_000292,"Billaon, our Hero. We will follow your spirit.","Биллоэн, наш Герой. Мы последуем за твоим духом."
NPC_000293,"He will smile, and the world will smile back. He is in our thoughts, our dreams, our hopes. He will not fail us, or leave us unprotected. He, is Billaon.","Он улыбнётся, и мир улыбнётся в ответ. Он в наших мыслях, мечтах, надеждах. Он не подведёт нас и не оставит без защиты. Это — Биллоэн."
NPC_000294,"My name is Lobiet Lee and I am one of the 8 priests of Billaon, the Knight Hero. I am here to deliver the will of Billaon to his future successor.","Меня зовут Лобиет Ли, и я один из 8 жрецов Биллоэна, Рыцарского героя. Я здесь, чтобы передать волю Биллоэна его будущему преемнику."
NPC_000295,"Billaon will be watching over you, always.",Биллоэн всегда будет над тобой смотреть.
NPC_000296,"Oh, I am so sleepy! Do you have a question? Then you should ask me, Pang!","Ох, я так хочу спать! У тебя есть какие-то вопросы? Ладно, задавай!"
NPC_000297,Choose what you want to do.,"Выбери, что ты хочешь сделать."
NPC_000298,Hello this is the place where silly humans visit.,"Привет, это место, куда приходят глупые люди."
NPC_000299,"Hello I am Darkon Pang, the youngest of the Pang brothers. We manage the Lodelights.","Привет, я Пингвид Даркона, младший из всех братьев-пингвидов. Мы заведуем Маяками Жизни."
NPC_000300,"Choose the Lodelight where you want to revive.\nIf you want to revive somewhere else, just designate the place. Got it?","Выбери Маяк Жизни, рядом с которым ты хочешь возродиться.\nЕсли хочешь возродиться где-то ещё, просто выбери место. Понятно?"
NPC_000301,"Bye! See you soon, after you die that is!","Прощай! Увидимся скоро, сразу после твоей смерти!"
NPC_000302,"Hello I am Darkon Pang, the youngest of the Pang brothers. We are technically twins but I am still the youngest. We manage the Lodelights.","Привет, я Пингвид Даркона, младший из всех братьев-пингвидов. Технически мы близнецы, но я всё равно младший. Мы заведуем Маяками Жизни."
NPC_000303,"The soul of Jester hero, Curenen, will protect them.",Душа героя-шута защитит их.
NPC_000304,They may disappear but they will be victorious And then the world will be saved.,"Они могут исчезнуть, но они победят. И тогда мир будет спасен."
NPC_000305,I am the Jester Master It is my duty to lead you to the way of the hero.,Я магистр шутов и мой долг направлять тебя по этому пути.
NPC_000306,May the blessing of Curenen be with you always.,Пусть благословение Кима Джерри всегда будет с тобой.
NPC_000307,Welcome to the #b#cffff0000Darken Quest Office#nc#nb! Looking for work? I may have a job for you...,Добро пожаловать в #b#cffff0000Бюро помощи Даркона#nc#nb! Ищете работу? Возможно нам есть что предложить...
NPC_000308,Welcome to the Quest Office! The local citizens have issued the following quests. Please select the quest you wish to take from the list below.,"Добро пожаловать в Бюро помощи! Местные жители оставили несколько заданий. Пожалуйста, выбери интересующие."
NPC_000309,"My apologies, there are no quests available for an adventurer of your talent and skill at this time. ","Приносим извинения, в настоящее время нет доступных заданий для искателя приключений с вашим талантом и навыками."
NPC_000310,My name is Luriff and I run the Quest Office in Darkon. These quests came from the local citizens and we list them here for you. Are you looking for some work?,"Меня зовут Лурифф, и я руковожу Бюро помощи в Дарконе. Эти задания поступили от местных жителей. Вы ищете какую-нибудь работу?"
NPC_000311,To throw my life into the fire of the red lotus blossom would be spectacular!,Было бы потрясающе бросить свою жизнь в огонь красного лотоса!
NPC_000312,Hmm.. Do you have anything to ask of me?,Хм... Хочешь меня о чем-то спросить?
NPC_000313,I apologize.. but this heat is just too oppressive. I need to lie down for a while. Please see me again when it is cooler.,"Прошу прощения... но эта жара слишком давит на меня. Мне нужно немного полежать. Пожалуйста, вернись, когда станет прохладнее."
NPC_000314,My name is Nein and refining metal is what I love to do.,"Меня зовут Нейн, и я люблю заниматься переплавкой металла."
NPC_000315,Good bye. Be careful not to succumb to the oppressive heat.,"До свидания. Будьте осторожны, не поддайтесь сильному жару."
NPC_000316,"Do you have anything to ask at #b#cffff0000Office#nc#nb?Then you should visit me, Olien.",У вас какие-то серьёзные дела? Тогда вам явно ко мне.
NPC_000317,Is there anything you can do? Oh ho ho!,Вы можете что-нибудь сделать? О-хо-хо!
NPC_000318,Is there something you want to know? I will probably give you the most simple answer so you may just want to think about it on your own. Okay?,"Вы хотите что-то узнать? Я, вероятно, дам вам самый простой ответ, так что вы можете просто подумать об этом самостоятельно. Хорошо?"
NPC_000319,My name is Olien Hengart. I am in charge of managing the Office here in Darken city.,"Меня зовут Хельга, я заведую Банком в Дарконе."
NPC_000320,"Farewell, adventurer.","Прощай, странник."
NPC_000321,"Offerep, please strengthen this world with your strong spirit.","Коверфильд, пусть этот мир будет крепким как твой дух!"
NPC_000322,They will lose everything they love. They will get angry. And they will stand up.,"Они потеряют все, что любят. Они разозлятся. И они восстанут."
NPC_000323,"My name is Pereb Endrile, and I am one the 8 priests of Offerep the Psykeeper hero. I am delivering the spirit of Offerep to his future successor.","Меня зовут Перреб Эндрилэй, и я один из 8 жрецов Офферепа, Психического героя. Я передаю дух Офферепа его будущему преемнику."
NPC_000324,The spirit of Offerep will strengthen you.,Дух Офферепа укрепит тебя.
NPC_000325,Hey! Hey! I have something good Just take a look!,Эй! Ээээй! У меня тут что-то очень интересное. Взгляни!
NPC_000326,"So, what are you going to do for me? Hmmm?","Тааааак, и что же ты для меня сделаешь? А?"
NPC_000327,The world has become so dangerous. It was not like this when I was young. Damn! This is why we need shields. Why not buy one?,Мир стал таким опасным. В моём детстве всё было совершенно иначе. Чёрт! Вот именно поэтому нам и нужны щиты. Не хочешь прикупить себе?
NPC_000328,"Actually I have sold lots of different things in my life, but now I am selling the shields here in Erons Factory. Nice to meet you, my name is Phacham Dudury.","За всю свою жизнь я много чем торговал, сейчас вот продаю щиты здесь, в Эрониевой Фактории. Рад нашей встрече, моё имя Фахам Дадари."
NPC_000329,Bye! Visit me when you come here again! Ha ha ha!,"Пока! Заходи ещё, если будешь в наших краях! Ха-ха-ха!"
NPC_000330,Arise now.. from the darkness. You now bear the shining name - the title of Acrobat!,Воссияй же во тьме. Ты достоин сияющего титула - звания Акробата!
NPC_000331,Here you are. Time to fulfill your duty.,Вот ты где. Время выполнить свою задачу.
NPC_000332,Everything is the Acrobat. The Acrobat is everything. Take a moment to ponder what I have said.,"Всё есть Акробат. И Акробат есть всё. Найди минутку, чтобы обдумать то, что я сказал."
NPC_000333,"My name is Pyre and I am the Acrobat Master. Nice to meet you. Ha ha ha I am in charge of helping the vagrants, who want to, become an Acrobat.",Меня зовут Пайр и я магистр акробатов. Рад нашей встрече. Если хочешь стать акробатом - я как раз занимаюсь подготовкой новичков для этой роли.
NPC_000334,Good bye. Never forget the way of the Acrobat. Ha ha ha,Удачи. Никогда не забывай путь Акробата!
NPC_000335,"No one can stop you from jumping into it, even though you know that it is extremely hot.","Никто не может помешать вам прыгнуть туда, даже если вы знаете, что будет очень горячо."
NPC_000336,Cell,Селл
NPC_000337,What? What do you want?,Что? Что ты хочешь?
NPC_000338,I know you were here before. I believe you have the ability to overcome the dangers.,"Я знаю, что ты уже был здесь. Я уверен, что ты достаточно силён, чтоб преодолеть опасности."
NPC_000339,Speaking to me is already dangerous as it is. What do you want?,Разговор со мной уже достаточно опасен. Что ты хочешь?
NPC_000340,Everything is the same. Or is there something special about you? Ha ha Everything is the same.,"Все одинаковы. Или ты хочешь сказать, что в тебе есть что-то особенное? Ха-ха! Все одинаковы."
NPC_000341,"You MUST be crazy if you want to know about the mine behind me! If you really wish to enter the mine, talk to Cell. He is somewhere in Darkon.","Ты явно сошёл с ума, раз хочешь узнать про шахту за моей спиной! Ну что ж, если ты действительно хочешь туда спуститься - поговори с Селлом. Он где-то в Дарконе."
NPC_000342,..,..
NPC_000343,Oh Cell! He is really a bother. I have written this message for him. Please deliver it to him.,"Ох, Селл! Вот кого стоит побеспокоить. Я тут написал ему письмо, доставь пожалуйста."
NPC_000344,"Do you want to get the best weapon in Madrigal? Then come here, you will not regret it.","Хочешь получить лучшее оружие в Мадригале? Заходи, не пожалеешь."
NPC_000345,"Come on, choose one. Which one do you want?","Давай, выбирай. Что хочешь?"
NPC_000346,"Even though I am very young, many people say that I am the best weapon manufacturer in all of Madrigal.","Я может быть и очень юн, но многие считают меня лучшим оружейником во всём Мадригале."
NPC_000347,"My name is Remine Crowd, and I run the Weapon Shop here in Darken.","Я Рамина Крауд, владелица оружейного магазина в Дарконе."
NPC_000348,Please visit me again!,"Пожалуйста, заходи ещё!"
NPC_000349,"Roentel, the seed you sowed in this world will be harvested soundly.","Рентель, семена, посеянные тобой в этом мире, принесут щедрый урожай."
NPC_000350,Everything began with them and everything will end with them.,Всё началось с них и всё закончится с ними.
NPC_000351,"My name is Ride Ropeaedilo, and I am the Billposter Master.","Меня зовут Райд Ропэдило, и я — Афишный Мастер."
NPC_000352,I hope the courage of Roentel will be delivered to you.,"Надеюсь, мужество Рентеля будет передано тебе."
NPC_000353,"You, who wants to follow the Ringmaster hero Aenn. Do you believe in the will of the hero?","Ты, желающий следовать за Цирковым героем Анной. Веруешь ли ты волю Героя?"
NPC_000354,The world will be divided into two factions. Those who follow the heroes and those that follow those who the heroes face.,"Мир разделится на два лагеря: тех, кто следует за героями, и тех, кто следует за теми, с кем противостоят герои."
NPC_000355,"My name is Romvoette Guardian I am protecting the will of Aenn, the Ringmaster hero.","Меня зовут Ромветт Страж. Я защищаю волю Анны, Циркового героя."
NPC_000356,The teardrops of Aenn will protect you.,Слезы Анны защитят тебя.
NPC_000357,The best armors are here. I am Rocky the Armor artist.,"Лучшая броня — здесь. Я Рокки, мастер брони."
NPC_000358,Hey! Can you do anything about this?,Эй! Можешь что-нибудь с этим сделать?
NPC_000359,You have a good eye for great shields. And these are the best.,Ты явно знаешь как выбрать отличный щит. Как раз эти - самые лучшие.
NPC_000360,My name is Rocky Forward. I am the Armor Artist that runs this Armor shop! Ha ha ha!,Меня зовут Рокки Форвард. Я мастер брони и управляю этим магазином! Ха-ха-ха!
NPC_000361,Hope to see you soon alive! Ha ha ha!,"Надеюсь, при следующей встрече ты всё ещё будешь живой! Ха-ха-ха!"
NPC_000362,"Oh Hynan, I will follow your great will.","О, Хинан! Я буду следовать твоей великой воле."
NPC_000363,"When night falls and daylight disappears, the heroes will rise.","Когда наступит ночь и пропадёт последний лучик света, Герои восстанут."
NPC_000364,I am honoring the Ranger hero Hynan as one of the 8 Priests of Altar. I am in charge of passing on the will of the Ranger to you.,"Я, как один из 8 священников Альтара, почитаю Охотничьего героя Хинана. Я отвечаю за передачу воли Охотника тебе."
NPC_000365,May the blessing of Hynan be with you always.,Да пребудет благословение Хинана с тобой всегда.
NPC_000366,"You, who want to follow the Blade hero Heren, are you ready to follow the hero?","Ты, желающий следовать за Клинковым героем Хереном. Ты готов последовать за Героем?"
NPC_000367,The Clowns will have their amusement. And their amusement will destroy the world.,Клоуны получат свои развлечения. И эти развлечения уничтожат мир.
NPC_000368,"My name is Sencyrit Guardian. I am protecting the will of Heren, who is the Blade hero.","Меня зовут Сенсирит Страж. Я защищаю волю Херена, Клинькового героя."
NPC_000369,Heren will bless you forever.,Херен будет благословлять тебя вечно.
NPC_000370,"You, who want to follow the Psykeeper hero Offerep, do you honor the will of hero?","Ты, желающий следовать за Психическим героем Офферепом. Почитаешь ли ты волю Героя?"
NPC_000371,Everything will end like it began.,"Всё закончится так же, как и началось."
NPC_000372,"My name is Shyniff Guardian. I am protecting the will of Offerep, the Psykeeper hero.","Меня зовут Шинифф Страж. Я защищаю волю Офферепа, Психического героя."
NPC_000373,The spirit of Offerep will strengthen your soul.,Дух Офферепа укрепит твою душу.
NPC_000374,Everything you want is here in the Weapon Shop of Stima!,"Всё, что нужно — в оружейной лавке Стимы!"
NPC_000375,What would you do for me?,Какую услугу ты мне окажешь?
NPC_000376,"Being a travelling salesman was too hard so I settled here. My shop is still small, but I have a good feeling about this place.","Быть странствующим торговцем оказалось слишком хлопотным, поэтому я решил остановиться здесь. Лавочка всё ещё не поражает размерами, но у меня есть хорошее предчувствие насчёт этого места."
NPC_000377,My name is Stima Ogonel. I travel from place to place selling weapons. Nice to meet you.,Меня зовут Элла Огонел. Я путешествую с места на место и приторговываю оружием. Рада нашей встрече.
NPC_000378,It was very nice to meet you. I hope I can see you again.,"Я так рада встретить тебя. Надеюсь, как-нибудь ещё увидимся."
NPC_000379,Are you ready?,Ты готов?
NPC_000380,It is your duty!,Это твоя задача!
NPC_000381,I am a proud training instructor of Madrigal!,Я — гордый тренировочный инструктор Мадригала!
NPC_000382,I am here to show vagrants the way.,"Я здесь, чтобы показать бродягам путь."
NPC_000383,Attention! Salute!,Внимание! Приветствие!
NPC_000389,"You, who want to become the successor of the Elementor hero Lillip, do you believe in the will of the hero?","Ты, желающий стать преемником Элементального героя Лиллипа. Веруешь ли ты волю Героя?"
NPC_000390,You will be one of the 8 that watch the stars for a sign of their arrival.,"Ты будешь одним из 8, наблюдающих за звёздами в ожидании их пришествия."
NPC_000391,"My name is Wendien Guardian. I am protecting the will of Lillip, the Elementor hero.","Меня зовут Вендиен Страж. Я защищаю волю Лиллипа, Элементального героя."
NPC_000392,You will be enlightened with the wisdom of Lillip.,Тебя озарит мудрость Лиллипа.
NPC_000393,You will be enlightened with the wisdom of Lillip.,Тебя озарит мудрость Лиллипа.
NPC_000394,"A piece of advice? A Mercenary's weapon is their livelihood. You must dedicate your life to the blade, and in turn, it will protect you. ","Совет? Оружие наёмника — это его хлеб насущный. Ты должен посвятить жизнь клинку, и он, в свою очередь, будет тебя защищать."
NPC_000395,"Hello, I'm Andy Kimu, the Mercenary Master of Flarine. The pay is good, but they make me wear this ridiculous looking robe. It's so itchy! I stroke my beard all day just to keep my mind off of it.","Привет! Я Энди Киму, Наёмный Мастер Фларины. Плата хорошая, но они заставляют меня носить эту дурацкую мантию. Так чешется! Я целые день глажу бороду только чтобы не думать о ней."
NPC_000396,"Rhisis will be with you, always, young one.","Райсис всегда будет с тобой, юный друг."
NPC_000397,Hmm Aha! Why not ask the vagrants? Maybe they can handle this.,"Хмм-да! Почему бы не обратиться к бродягам? Возможно, они справятся."
NPC_000398,Merry Christmas! I hope everything goes well this time!,"С Рождеством! Надеюсь, на этот раз всё пройдёт хорошо!"
NPC_000399,My name is Saint Aramy and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you,"Меня зовут Сэнт Арамы, и я один из Санта-Клаутов Общества Рождества Мадригала. Приятно познакомиться"
NPC_000400,Hey! Merry Christmas!,Эй! С Рождеством!
NPC_000401,Hmm It is very hard to track Noie's Planet in the Amedus galaxy. Maybe I have to use the chaos theory.,Хммм... Довольно сложно отследить планету Нуара на небе... Возможно есть какая-то теория насчёт этого хаоса.
NPC_000402,"*Hmmm... carry the two, divide by zero, and subtract the square root of fourte... Wait a minute. Divide by zero? That's impossible! This would be so much easier if I had more than just this flimsy abacus.","Хммм.... Двойку переносим, делим на ноль, вычитаем квадратный корень из сорок... Так, секундочку! Делим на ноль? Это невозможно! Было бы куда проще, если бы у меня было что-то помощнее, чем эти хлипкие счеты."
NPC_000403,"Hi there! My name is Ata Milleniut and I am learning Astronomy from Noie, my mentor. Hey, do you think you could analyze this fractal curve?","Приветик! Меня зовут Ата Миллений, я учусь астрономии у Нуара. Ну, что можешь сказать насчёт этого фрактала?"
NPC_000404,Argh! Where was I? Distractions...,Аррррр! На чём я становился? Отвлекают тут всякие...
NPC_000405,Brothers! What should I do? Huh? Christmas.. Christmas will be Ruined!,Братья! Что делать? Тьфу? Рождество.. Рождество будет испорчено!
NPC_000406,I hope you have a wonderful Christmas!,Желаю чудесного Рождества!
NPC_000407,My name is Saint Atto and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you,"Меня зовут Сэнт Атто, и я один из Санта-Клаутов Общества Рождества Мадригала. Приятно познакомиться"
NPC_000408,Merry Christmas! Merry Christmas!,С Рождеством! С Рождеством!
NPC_000409,"The perfect shields of the Bobo family are only here, in the Shield Shop of Boboku!","Идеальные щиты семьи Бобо только здесь, в Щитовом магазине Бокуда!"
NPC_000410,What should I ask you to do?,Что бы мне тебя попросить?
NPC_000411,"You won't find a better armor selection in all of Flaris, I'll guarantee you that! ","Не найдёшь лучшей брони во всём Фларисе, это гарантирую!"
NPC_000412,"Who am I? You must be joking. I'm only the most famous armorer in Flarine! I'm Boboko Bobo and I run the Bobo family Armor Shop for new Mercenaries, Acrobats and Assists.","Кто я? Ты шутишь. Я всего лишь самый известный мастер брони в Фларине! Я Бобоко Бобо, управляю мазином брони семьи Бобо для наёмников, акробатов и помощников."
NPC_000413,Tell your friends buy Bobo Family Equipment!,Скажи своим друзьям — покупай снаряжение от Бобо!
NPC_000414,"Your weapon is looking a little dull there, friend. Thank Rhisis for you, I buy and sell weapons!","Ваше оружие немного потрепалось, друг. Скажи спасибо Райсис: я покупаю и продаю оружие!"
NPC_000415,Here you are. Please solve this as soon as possible.,"Держи. Пожалеуйста, реши это как можно скорее."
NPC_000416,"*sighs* Oh, sorry! I was daydreaming about Julia over there. She's so amazing! Hey, do you think a girl like her and a guy like me could ever be? What? How could she resist me?!","вздыхает* Ой, извини! Я мечтал о Джулии, которая там. Она просто невероятна! Слушай, ты не думаешь, что девушка вроде неё и парень вроде меня... Что? Как она может мне отказать?!?"
NPC_000417,"Greetings from the Bobo Family, stranger! I am Boboku Bobo. I run the Weapon Shop here in Flarine. Have a look around and don't forget to visit my brother's shops!","Приветствие от семьи Бобо, странник! Я Бокуда Бобо. Управляю Оружейным магазином в Фларине. Осмотрись, и загляни в магазины моих братьев!"
NPC_000418,Thanks for stopping by! Tell Julia I said hello!,"Спасибо, что заглянул! Скажи Джулии, что я спрашиваю!"
NPC_000419,"Do not worry, where there is a will, there is a way.","Не волнуйся, где есть желание — там есть и путь."
NPC_000420,Have you been a very good boy this year? Then you should be rewarded with a big present Ha ha ha,Ты был очень послушным этим годом? Тогда ты заслуживаешь большой подарок! Ха-ха-ха
NPC_000421,My name is Saint Buruto and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you,"Меня зовут Сэнт Бурото, и я один из Санта-Клаутов Общества Рождества Мадригала. Приятно познакомиться"
NPC_000422,Ha ha ha! Merry Christmas!,Ха-ха-ха! С Рождеством!
NPC_000423,"Mommy, I am hungry.","Мамочка, я хочу есть."
NPC_000424,"I moved here with my father I do not have citizenship yet, but I will very soon.","Переехал сюда с папой. Гражданства ещё нет, но очень скоро получу."
NPC_000425,"My name is ChiChi Horis, and this is my father Paul Horis.","Меня зовут ЧиЧи Хорис, а это мой папа Пол Хорис."
NPC_000426,Good bye,Пока!
NPC_000427,The new year has come!,Новый год уже здесь!
NPC_000428,"How strange, I cannot remember the Happy New Year song.",Странно... Не могу вспомнить новогоднюю песню.
NPC_000429,Happy new year!,С Новым годом!
NPC_000430,New year has come!,Наступил новый год!
NPC_000431,You will be happy with the leader of the chorus. That is me! My name is Monaco.,Ты будешь доволен руководителем хора. Это я! Меня зовут Монако.
NPC_000432,New year has come!,Наступил новый год!
NPC_000433,How strange I do not remember the Happy New Year song.,"Странно, я не помню новогоднюю песню."
NPC_000434,New year has come!,Наступил новый год!
NPC_000435,"How strange, I do not remember the Happy New Year song.","Странно, я не помню новогоднюю песню."
NPC_000436,"Trust in Aenn, and your path shall be lit with the light of a thousand candles.","Доверяй Анне, и твой путь озарится светом тысяч свечей."
NPC_000437,"The Heroes sacrificed themselves to defeat Shade, but she will one day return. We must prepare.","Герои пожертвовали собой, чтобы победить Шейд, но однажды она вернётся. Нам нужно готовиться."
NPC_000438,"My name is Clamb Cobonet, the Ringmaster Wise Man. I am here to preserve the legacy of Aenn, the Ringmaster Hero and to light the path for those that wish to follow in Aenn's footsteps. Have faith, young one, Aenn watches over you.","Меня зовут Кламб Кобоэнт, Мудрец Циркачей. Я здесь, чтобы сохранить наследие Анны, Циркового Героя, и осветить путь тем, кто желает последовать за Анной. Имей веру, юный друг, Анна следит за тобой."
NPC_000439,"Follow the path of Aenn, and you will never be forgotten.","Следуй по пути Анны, и тебя никогда не забудут."
NPC_000440,Bubble watches over all aspiring heroes. ,Бабл хранит всех начинающих героев.
NPC_000441,The shields of the Heroes have defended Madrigal from the wrath of Shade. We are forever grateful for their bravery and wish to preserve their memory for all time.,Щиты Героев защитили Мадригал от гнева Шейд. Мы навсегда благодарны за их храбрость и хотим сохранить их память на века.
NPC_000442,"My name is Cuarine Coexar and I am the Psykeeper Wise Man. I preserve the history of the Heroes and provide guidance for those wishing to follow the path Offerep, the Psykeeper Hero.","Меня зовут Куарин Коэсар, и я Мудрец Психика. Я сохраняю историю Героев и направляю тех, кто желает последовать за Офферепом, Психическим Героем."
NPC_000443,"Follow the path of the Heroes, and you will never lose your way.","Следуй по пути Героев, и ты никогда не заблудишься."
NPC_000444,A strange energy emanates from this fountain. What is it?,От этого фонтана исходит странная энергия. Что это?
NPC_000445,"We lie in wait, preparing for the worst, and hoping for a future to come when the heroes will arise once more.","Мы выжидаем, готовясь к худшему и надеясь на лучшее будущее, когда Герои придут на помощь."
NPC_000446,"My name is Cuzrill Rembright and I am the Elementor Wise Man. I preserve the history of the Heroes and provide guidance for those wishing to follow the path Lillip, the Elementor Hero.","Меня зовут Кузрилл Рембрайт, и я Мудрец Элементалист. Я сохраняю историю Героев и направляю тех, кто желает последовать за Лиллипом, Элементальным Героем."
NPC_000447,"Trust in the legacy of the Heroes, adventurer. For it is all that can save us now.","Доверяй наследию Героев, путешественник. Именно оно способно спасти нас сейчас."
NPC_000448,Welcome to #b#cff0000ffDior Station#nc#nb! You can find #b#cffff0000flying information#nc#nb here.,Добро пожаловать в #b#cff0000ffСтанцию Диора#nc#nb! Тут найдёте #b#cffff0000информацию о полётах#nc#nb.
NPC_000449,"Please, if you can help me, I will be in your debt.","Пожалуйста, если сможешь помочь, буду в долгу."
NPC_000450,My family has managed the Flarine Station for generations. I am proud to continue that tradition. ,"Моя семья веками управляет Станцией Фларина. Горжусь тем, что продолжаю эту традицию."
NPC_000451,"My name is Dior Christin. I've lived in Flarine all my life and I love this place. Look at me, I can't stop bouncing! Anyway, I manage the station here so let me know if you have any questions! ","Меня зовут Диора Кристи. Я живу в Фларине всю жизнь и обожаю это место. Только посмотри, я не могу перестать прыгать! Короче, я управляю этой станцией, так что обращайся, если будут вопросы!"
NPC_000452,"1. First, you'll need to buy a broom or a board and be at least level 20 in order to fly\n 2. Next, double-click the board or broom in your inventory or simply move it to a hot key to climb aboard.","Сначала нужно купить метлу или доску и достичь 20 уровня, чтобы полететь\n 2. Затем дважды кликни по доске или метле в инвентаре или перемести на клавишу быстрого доступа, чтобы сесть верхом."
NPC_000453,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.,"Нажмите Пробел, чтобы разогнать транспортное средство. Нажмите Пробел ещё раз во время движения, чтобы остановиться. Представьте себе, что ускоритель — это кнопка *Вперёд* и *Стоп*."
NPC_000454,"4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn.","Чтобы управлять направлением, удерживайте Правую клавишу мыши и наведите камеру туда, куда хотите повернуть.\n Альтернативно, используйте клавиши W, A, S, D."
NPC_000455,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.","Также можно дважды щёлкнуть правой кнопкой мыши, чтобы зафиксировать камеру за курсором. Это позволит управлять направлением, не зажимая правую кнопку. Дважды кликните ещё раз, чтобы отключить эффект."
NPC_000456,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,Любой может летать в Мадригале. Нужно лишь обзавестись летающим средством!\n 7. Существует множество марок и моделей. Поищайте в магазинах игроков или нажмите иконку Премиум-магазина рядом с кнопкой Старт.
NPC_000457,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!","Надеюсь, моя помощь была полезной. Теперь ты сам по себе! Встретимся в облаках!"
NPC_000458,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.",Периодически на пути попадутся назойливые маск-питомцы. Вы увидите красную рамку вокруг них.
NPC_000459,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ","Вы можете прицелиться по этим существам левой кнопкой мыши. Если потеряете их из виду, зелёная стрелка на краю экрана покажет направление."
NPC_000460,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.","Чтобы атаковать, подойдите поближе и нажмите левую кнопку мыши или клавишу Insert.\n 4. Если хотите следовать за монстром автоматически, нажмите клавишу Z."
NPC_000461,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,Маги и Акробаты могут стрелять с дистанции в полёте. Наёмникам и Поддержке придётся полагаться на ближний бой. Также используйте свои навыки!
NPC_000462,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!","После уничтожения летающего маск-питомца добыча будет автоматически добавлена в инвентарь. Если места нет, добыча пропадёт, будьте осторожны!"
NPC_000463,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.","Это всё для вашей подготовки к воздушным боям, кадет! Ещё одно... Не разбивайтесь! Хахаха, просто пилотское чувство юмора."
NPC_000464,Have fun out there and be safe! Don't forget to check your six!,Хорошо провести время! И будь осторожнее!
NPC_000465,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.","Удачи, путешественник! Если ещё будут вопросы о полётах - заходи."
NPC_000466,Why do we all have to wear the same outfit? ,Почему мы все должны одеваться одинаково?
NPC_000467,"Rhisis created the three Clown Gods; Shade, Iblis and Bubble and bestowed each of them with a different aspect of herself. Shade, infused with the Fear and Rage of Rhisis, nearly destroy our original home, Roika.","Райсис создала трёх Клоунесс Богов: Шейд, Иблис и Бабл, наделив каждого своим аспектом. Шейд, наполненная страхом и яростью Райсис, едва не уничтожила наш родной дом — Роайку."
NPC_000468,"I am Domek Ilujian, the Billposter Wise Man. I am here to record the history of the Billposter Hero, Roentel, and educate travelers on Madrigal's rich history.","Я — Домек Илиуджан, Мудрец Афишистов. Я записываю историю Героя-Афишиста Рентеля и рассказываю путешественникам о прошлом Мадригала."
NPC_000469,"Farewell, traveler. If we do not learn from our past, we are doomed to repeat it.","Прощай, странник. Если мы не будем учиться на прошлом, мы обречены его повторить."
NPC_000470,#b#cff8a004fCheck in here to review the weekly results of the #cfffc0000Guild Siege!#nc#nb,Здесь можно проверить еженедельные результаты #cfffc0000Осады Гильдий!#nc#nb
NPC_000471,Only the most cunning of guilds can hope to achieve victory in the Guild Sieges. Are you ready for the challenge?,Только самая хитрая гильдия способна победить в Осаде Гильдий. Ты готов к испытанию?
NPC_000472,"Hello, it's very nice to meet you! I am the Rewards Manager for the Guild Siege Center. I can reward prize money, return application fees, or even show you this week's ranking for the Guild Siege.","Привет! Рад познакомиться! Я менеджер наград Центра Осады Гильдий. Могу выдать призы, вернуть взносы или показать рейтинг текущей недели."
NPC_000473,Good luck to you! I hope I see you on the ranking charts!,Удачи! Надеюсь увидеть тебя в рейтинге!
NPC_000474,"Madrigal's ecosystem is truly fascinating! The more you discover, the greater the mystery!","Экосистема Мадригала по-настоящему удивительна! Чем больше её исследуешь, тем больше загадок!"
NPC_000475,"Researching Madrigal's vast ecosystem, particularly that of the Masquerpets, is very rewarding. I get to work outdoors, and examine all of the strange creatures created by the Clown Goddess of Fear and Rage, Shade.","Исследование огромной экосистемы Мадригала, особенно маск-питомцев, очень увлекательно. Я работаю на свежем воздухе и изучаю все странные существа, созданные Клоунессой Страх и Ярости — Шейд."
