Key,English,Russian
PROPMOVER_TXT_000924,Sergeant Bearnerky,Сильный грызли
PROPMOVER_TXT_000926,Captain Bearnerky,Громадный грызли
PROPMOVER_TXT_000928,General Bearnerky,Исполинский грызли
PROPMOVER_TXT_000930,Great Chef Muffrin,Маэстро Кромсатти
PROPMOVER_TXT_000932,Queen Popcrank,Клоунесса
PROPMOVER_TXT_000934,Baby Polar Bear,Белый мишка
PROPMOVER_TXT_000936,Polar Bear,Белый медведь
PROPMOVER_TXT_000946,Mailbox,Почтовый ящик
PROPMOVER_TXT_000950,Blue Meteonyker,Голубой Метеоникер
PROPMOVER_TXT_000954,Baby Penguin,Пингвиненок
PROPMOVER_TXT_000956,Baby Iguana,Крошка-игуана
PROPMOVER_TXT_000958,Baby Cobra,Крошка-кобра
PROPMOVER_TXT_000960,Egg,Яйцо
PROPMOVER_TXT_000962,White Tiger,Белый тигр
PROPMOVER_TXT_000966,Babari Lion,Варвар лев
PROPMOVER_TXT_000970,Rabbit,Кролик
PROPMOVER_TXT_000974,Dragon,Дракон
PROPMOVER_TXT_000978,Unicorn,Единорог
PROPMOVER_TXT_000982,Old Fox,Старый лис
PROPMOVER_TXT_000986,Griffin,Грифон
PROPMOVER_TXT_000987,Angel,Ангел
PROPMOVER_TXT_000988,King Crab,Король крабов
PROPMOVER_TXT_000996,Gambler,Игрок
PROPMOVER_TXT_000998,Hair Designer,Парикмахер Эдвард Депп
PROPMOVER_TXT_001000,Make-Up Artist,Визажист
PROPMOVER_TXT_001002,Pet Tamer,Укротитель
PROPMOVER_TXT_001010,Behemoth,Бегемот
PROPMOVER_TXT_001012,Hellion,Адский лев
PROPMOVER_TXT_001014,Jackalope,Шакалоп
PROPMOVER_TXT_001016,Bahamut,Бахамут
PROPMOVER_TXT_001018,Nightmare,Ночной кошмарь
PROPMOVER_TXT_001020,Reinecke,Хокаги
PROPMOVER_TXT_001022,Hippogryph,Гипогриф
PROPMOVER_TXT_001024,Cute Frog,Лягушонок
PROPMOVER_TXT_001026,Cute Hamburger,Крошка-бургер
PROPMOVER_TXT_001028,Baby Turtle,Черепашка
PROPMOVER_TXT_001034,Baby Chicken,Цыпленок
PROPMOVER_TXT_001036,Baby Cow,Теленок
PROPMOVER_TXT_001038,Baby Beagle,Щенок бигля
PROPMOVER_TXT_001040,Baby Blue Dragon,Синий дракончик
PROPMOVER_TXT_001042,Baby Hamster,Хомячок
PROPMOVER_TXT_001044,Baby Horse,Жеребенок
PROPMOVER_TXT_001046,Baby Monkey,Обезьянка
PROPMOVER_TXT_001048,Baby Pig,Поросенок
PROPMOVER_TXT_001050,Baby Rabbit,Крольчонок
PROPMOVER_TXT_001052,Cute Lamb,Ягненок
PROPMOVER_TXT_001054,Baby Tiger,Тигренок
PROPMOVER_TXT_001076,Small Maid Cardpuppet,Маленькая заводная кукла
PROPMOVER_TXT_001078,Small Mia,Юная Миа
PROPMOVER_TXT_001080,Baby Black Dragon,Черный дракончик
PROPMOVER_TXT_001196,Baby Yetti,Крошка-йети
PROPMOVER_TXT_001300,[Guildwar Manager] Frankie,Мастер войны Франц
PROPMOVER_TXT_001302,[Guildwar Manager] Donaris,Казначей Пенни
PROPMOVER_TXT_001304,[1vs1Guildwar Manager] Amos,Мастер войны Эрнест
PROPMOVER_TXT_001306,[1vs1Guildwar Manager] Annie,Казначей Анна
PROPMOVER_TXT_001308,[Arena Manager] Lay,Мастер арены Лай
PROPMOVER_TXT_001310,Mayor,Мэр
PROPMOVER_TXT_001318,English Bulldog,Английский бульдог
PROPMOVER_TXT_001320,Naughty Ghost,Маленькое привидение
PROPMOVER_TXT_001322,Baby Fu Lion,Маленькая ши-цза
PROPMOVER_TXT_001324,Smart Owl,Мудрая сова
PROPMOVER_TXT_001326,Patches,Пуговка
PROPMOVER_TXT_001328,Cute Robot,Крошка-робот
PROPMOVER_TXT_001330,Baby Bang,Крошка-Гром
PROPMOVER_TXT_001332,Baby Panda,Крошка-панда
PROPMOVER_TXT_001334,Red Armored Tigar,Тигра в красной броне
PROPMOVER_TXT_001336,Blue Armored Tigar,Тигра в синей броне
PROPMOVER_TXT_001338,Yellow Armored Tigar,Тигра в желтой броне
PROPMOVER_TXT_001446,Tommy Toucan,Туканчик Томми
PROPMOVER_TXT_001452,Johnny Four-Wheels,Крошка-трансформер
PROPMOVER_TXT_001460,Tiny Tanuki,Крошка-енот
PROPMOVER_TXT_001466,Inisis,Профессор Инесса
PROPMOVER_TXT_001496,Mini Santa,Мини-Санта
PROPMOVER_TXT_001498,Mini Snowman,Снеговичок
PROPMOVER_TXT_001504,Little Lykan,Маленький гау-вау
PROPMOVER_TXT_001554,Joey,Фенек Фенрис
PROPMOVER_TXT_001556,Spike,Куся
PROPMOVER_TXT_001558,Lumia,Снежанна
PROPMOVER_TXT_001560,Inspector Koko,Детектив Коалли
PROPMOVER_TXT_001564,Cheshire Cat,Чеширский кот
PROPMOVER_TXT_001566,The White Rabbit,Белый кролик
PROPMOVER_TXT_001568,Tiger Cub,Снежный барсик
PROPMOVER_TXT_001586,Bone Golem,Пти Жан-Петро
PROPMOVER_TXT_001588,Mocomochi,Крошка-кроллобок
PROPMOVER_TXT_001590,Soul Dancer,Мини-Элвис
PROPMOVER_TXT_001592,Clockworks Butler,Мистер Таймс
PROPMOVER_TXT_001628,[Village Chief] Huntrang,Вождь Раджакс
PROPMOVER_TXT_001630,[Quest Office] Miorang,Миоранг
PROPMOVER_TXT_001654,[Crackshooter Master] Meiarun,Миярун
PROPMOVER_TXT_001656,[Arcanist Master] Howrang,Сиам
PROPMOVER_TXT_001680,Cheirang,Ширра
PROPMOVER_TXT_001714,[Rock Scissor Paper NPC] Demian,Злыдень
PROPMOVER_TXT_001716,Chameleon,Хамелеон
PROPMOVER_TXT_001804,Braaaaains,Крошка-зомби
PROPMOVER_TXT_001814,Male Zombie,Восставший мертвец
PROPMOVER_TXT_001816,Female Zombie ,Восставшая покойница
PROPMOVER_TXT_001826,Big Red,Лутьеро
PROPMOVER_TXT_002000,Buur,Лемуррик
PROPMOVER_TXT_002002,Saphyryan,Сапфирион
PROPMOVER_TXT_002004,Gray Earl,Сэр Файв о'Клок
PROPMOVER_TXT_002006,Jack Frost,Зубастик
PROPMOVER_TXT_002008,Mr. Grinchie,Крошка-Гринч
PROPMOVER_TXT_002010,Rudolph,Крошка-Рудольф
PROPMOVER_TXT_002020,[Development Supervisor] Kim,Генеральный продюсер Яркой Страны
PROPMOVER_TXT_002026,Kuma,Медвежонок
PROPMOVER_TXT_002034,Usagi,Пушистый кролик
PROPMOVER_TXT_002036,Cooperative Donation NPC,Донна
PROPMOVER_TXT_002038,X900 EvilTron,Механический чертик
PROPMOVER_TXT_002040,Mister Grizz,Плюшевый мишка
PROPMOVER_TXT_002162,Lil' Potato,Прическа Куросаки Ичиго
PROPMOVER_TXT_002166,Friendly Baby Kargo,Шляпка Диско (Ж)
PROPMOVER_TXT_002170,Charming Babushka Doll,Чарующая Матрёшка
PROPMOVER_TXT_002232,Cute Baby Cat,Миленький котенок
PROPMOVER_TXT_002234,Little Muran,Маленькая Муран
PROPMOVER_TXT_002236,Baby Buur,Детеныш Буура
PROPMOVER_TXT_002238,Baby Ripper,Мини-жнец.
PROPMOVER_TXT_002240,Baby Gray Earl,Бергамотус
PROPMOVER_TXT_002242,Tamed Bolo,Домашний Боло
PROPMOVER_TXT_002282,Pink Mocomochi Pet,Розовый крошка-кроллобок
PROPMOVER_TXT_002284,Rainbow Mocomochi Pet,Радужный крошка-кроллобок
PROPMOVER_TXT_002286,Black Bulldog Pet,Чёрный бульдог
PROPMOVER_TXT_002288,Red Dragon Pet,Красный дракончик
PROPMOVER_TXT_002292,Blue Snowman Pet,Синий снеговичок
PROPMOVER_TXT_002142,Reonan,Протомантесума-дуэлянт
PROPMOVER_TXT_002144,Nerco,Нерко
PROPMOVER_TXT_002146,Hael,Хаэль
PROPMOVER_TXT_002148,Handel,Гандель
PROPMOVER_TXT_002150,Reodos,Реодос
PROPMOVER_TXT_002152,Zoro,Зоро
PROPMOVER_TXT_002154,Elaine,Элейна
PROPMOVER_TXT_002156,Ainher,Айнхер
PROPMOVER_TXT_002158,Sury,Сари
PROPMOVER_TXT_002230,Earl Vermelho,Красный Эрл
PROPMOVER_TXT_100000,Small Gorruda,Слабый злокрыл
PROPMOVER_TXT_100001,Gorruda,Злокрыл
PROPMOVER_TXT_100002,Captain Gorruda,Сильный злокрыл
PROPMOVER_TXT_100003,Giant Gorruda,Громадный злокрыл
PROPMOVER_TXT_100004,Young Fafnir,Детёныш фафнир
PROPMOVER_TXT_100005,Fafnir,Фафнир
PROPMOVER_TXT_100006,Grownup Fafnir,Взрослый фафнир
PROPMOVER_TXT_100007,Giant Fafnir,Гигантский фафнир
PROPMOVER_TXT_100008,Small Longwing,Слабый длиннокрыл
PROPMOVER_TXT_100009,Longwing,Длиннокрыл
PROPMOVER_TXT_100010,Captain Longwing,Сильный длиннокрыл
PROPMOVER_TXT_100011,Giant Longwing,Гигантский длиннокрыл
PROPMOVER_TXT_100012,Neparuba,Комарище
PROPMOVER_TXT_100013,Captain Neparuba,Сильное Комарище
PROPMOVER_TXT_100014,Boss Neparuba,Злое Комарище
PROPMOVER_TXT_100015,Giant Neparuba,Громадное Комарище
PROPMOVER_TXT_100016,Small Zenma,Слабый Нетопырь
PROPMOVER_TXT_100017,Zenma,Нетопырь
PROPMOVER_TXT_100018,Captain Zenma,Сильный Нетопырь
PROPMOVER_TXT_100019,Giant Zenma,Громадный Нетопырь
PROPMOVER_TXT_100020,Small Zendros,Слабый Призор
PROPMOVER_TXT_100021,Zendros,Призор
PROPMOVER_TXT_100022,Captain Zendros,Сильный Призор
PROPMOVER_TXT_100023,Giant Zendros,Гиганский Призор
PROPMOVER_TXT_100024,Small Medumet,Маленькая медуза
PROPMOVER_TXT_100025,Medumet,Медуза
PROPMOVER_TXT_100026,Captain Medumet,Капитан медуза
PROPMOVER_TXT_100027,Giant Medumet,Гигантская медуза
PROPMOVER_TXT_100028,Training Dummy,Манекен
PROPMOVER_TXT_100029,Fire Training Dummy,Огненный манекен
PROPMOVER_TXT_100030,Water Training Dummy,Водный манекен
PROPMOVER_TXT_100031,Earth Training Dummy,Земляной манекен
PROPMOVER_TXT_100032,Electric Training Dummy,Электрический манекен
PROPMOVER_TXT_100033,Wind Training Dummy,Воздушный манекен
PROPMOVER_TXT_100097,Violet Medumet,Лиловая Медуза
PROPMOVER_TXT_100063,Violet Leyena,Лиловая Лиена
PROPMOVER_TXT_100064,Violet Trangfoma,Лиловый Дезинфектор
PROPMOVER_TXT_100065,Violet Steam Walker,Лиловый Паробот
PROPMOVER_TXT_100068,Violet Steel Knight,Лиловый Курицырь
PROPMOVER_TXT_100069,Violet Nutty Wheel,Лиловый Шестекрут
PROPMOVER_TXT_100066,Violet Driller,Лиловый Бур
PROPMOVER_TXT_100067,Violet Volt,Лиловый Вольт
PROPMOVER_TXT_100070,Violet Elderguard,Лиловый Железный страж
PROPMOVER_TXT_100071,Violet Garbagespider,Лиловый Мусоробот
PROPMOVER_TXT_100072,Violet Crane Machinery,Лиловый Краноход
PROPMOVER_TXT_100074,Violet Greemong,Лиловый Илий
PROPMOVER_TXT_100076,Violet Nuctuvehicle,Лиловый Шлак
PROPMOVER_TXT_100075,Violet Carrierbomb,Лиловый Бомбот
PROPMOVER_TXT_100073,Violet Syliaca,Лиловая Зубатка
PROPMOVER_TXT_100078,Violet Zombiger,Лиловый Зомбойщик
PROPMOVER_TXT_100077,Violet Risem,Лиловый Каменталь
PROPMOVER_TXT_100086,Violet Grrr,Лиловый Гр-р
PROPMOVER_TXT_100091,Violet Dump,Лиловый Трактотрон
PROPMOVER_TXT_100085,Violet Nautrepy,Лиловая Белка-пилотяга
PROPMOVER_TXT_100082,Violet Boo,Лиловая Задушица
PROPMOVER_TXT_100079,Violet Hoppre,Лиловый Сарранч
PROPMOVER_TXT_100088,Violet Mushpoie,Лиловый Подгрызиновик
PROPMOVER_TXT_100081,Violet Iren,Лиловая Жужелица
PROPMOVER_TXT_100080,Violet Watangka,Лиловый Ва-танка
PROPMOVER_TXT_100087,Violet Antiquery,Лиловый Мутэнт
PROPMOVER_TXT_100083,Violet Luia,Лиловый Лавлин
PROPMOVER_TXT_100089,Violet Gongury,Лиловый Армадон
PROPMOVER_TXT_100084,Violet Shuhamma,Лиловый Сталефант
PROPMOVER_TXT_100092,Violet Kern,Лиловый Вогробушек
PROPMOVER_TXT_100090,Violet Glaphan,Лиловый Эктор
PROPMOVER_TXT_100094,Violet Chimeradon,Лиловый Химерадон
PROPMOVER_TXT_100095,Violet Bearnerky,Лиловый Грызли
PROPMOVER_TXT_100093,Violet Chef Muffrin,Лиловый Кромсатти
PROPMOVER_TXT_100096,Violet Popcrank,Лиловый Клоун
PROPMOVER_TXT_100034,Violet Aibatt,Лиловый Сглаз
PROPMOVER_TXT_100035,Violet Mushpang,Лиловая Сыробежка
PROPMOVER_TXT_100036,Violet Burudeng,Лиловый Жукорог
PROPMOVER_TXT_100038,Violet Pukepuke,Лиловый Вуки-туки
PROPMOVER_TXT_100037,Violet Peakyturtle,Лиловый Бронтодон
PROPMOVER_TXT_100039,Violet Demian,Лиловый Злыдень
PROPMOVER_TXT_100040,Violet Doridoma,Лиловый Конек
PROPMOVER_TXT_100041,Violet Lawolf,Лиловый Волкопард
PROPMOVER_TXT_100043,Violet Fefern,Лиловый Крыжорник
PROPMOVER_TXT_100042,Violet Nyangnyang,Лиловая Кисандра
PROPMOVER_TXT_100044,Violet Bang,Лиловый Гром
PROPMOVER_TXT_100099,Violet Mothbee,Лиловый Мухаон
PROPMOVER_TXT_100098,Violet Flybrigen,Лиловый Хвостокол
PROPMOVER_TXT_100100,Violet Rockepeller,Лиловый Пропеллац
PROPMOVER_TXT_100106,Violet Zendros,Лиловый Призор
PROPMOVER_TXT_100104,Violet Neparuba,Лиловая Комарище
PROPMOVER_TXT_100105,Violet Zenma,Лиловый Нетопырь
PROPMOVER_TXT_100103,Violet Longwing,Лиловый Длиннокрыл
PROPMOVER_TXT_100102,Violet Fafnir,Лиловый Фафнир
PROPMOVER_TXT_100101,Violet Gorruda,Лиловый Злокрыл
PROPMOVER_TXT_100058,Violet Tombstone Bearer,Лиловый Гробокоп
PROPMOVER_TXT_100060,Violet Scorpicon,Лиловый Скорпион
PROPMOVER_TXT_100059,Violet Basque,Лиловый Стрелорк
PROPMOVER_TXT_100061,Violet Prankster,Лиловый Проказник
PROPMOVER_TXT_100062,Violet Wheelem,Лиловый Ушатрон
PROPMOVER_TXT_100045,Violet Wagsaac,Лиловый Злопух
PROPMOVER_TXT_100047,Violet Mia,Лиловая  Миа
PROPMOVER_TXT_100048,Violet Mr. Pumpkin,Лиловый  Мистер Тыквер
PROPMOVER_TXT_100049,Violet Red Mantis,Лиловый  Красный богомол
PROPMOVER_TXT_100050,Violet Jack the Hammer,Лиловый  Кувалда Джек
PROPMOVER_TXT_100051,Violet Giggle Box,Лиловый Хохотун
PROPMOVER_TXT_100052,Violet Rock Muscle,Лиловый Камнетавр
PROPMOVER_TXT_100053,Violet Hobo,Лиловый Однорукий Бандит
PROPMOVER_TXT_100055,Violet Dumb Bull,Лиловый Быказа-рогазов
PROPMOVER_TXT_100056,Violet Totemia,Лиловый Истукан
PROPMOVER_TXT_100057,Violet Cardpuppet,Лиловая Заводная кукла
PROPMOVER_TXT_100046,Violet Flybat,Лиловый Циклопырь
PROPMOVER_TXT_100054,Violet Bucrow,Лиловый Тавродемон
PROPMOVER_TXT_100107,Baby Pink Cobra,Розовая змейка
PROPMOVER_TXT_100108,Baby Giant Aibatt,Айбаченок
PROPMOVER_TXT_100109,Baby Glaphan,Глафанчик
PROPMOVER_TXT_100110,Baby Longwing,Длиннокрылка
PROPMOVER_TXT_100111,Baby Saphyryan,Сапфириан
PROPMOVER_TXT_100112,Baby Mushpang,Сыробежачка
PROPMOVER_TXT_100113,Baby Wagsaac,Злопущенок
PROPMOVER_TXT_100114,Baby Steel Knight,Стальной рыцарек
PROPMOVER_TXT_100115,Baby Nautrepy,Белка летунчик
PROPMOVER_TXT_100116,Small Meteonyker,Метеонукерчик
PROPMOVER_TXT_100117,Berserk Meteonyker,Взбесившийся Метеоникер
PROPMOVER_TXT_100118,Cyclops X,Циклоп X
PROPMOVER_TXT_100119,Giant Cyclops X,Гигантский Циклоп X
PROPMOVER_TXT_100120,Katamaw,Катамау
PROPMOVER_TXT_100121,Zefus,Зефус
PROPMOVER_TXT_100122,Gruntizer,Gruntizer
PROPMOVER_TXT_100123,Obnis,Обнис
PROPMOVER_TXT_100124,Airon,Айран
PROPMOVER_TXT_100125,Kumah,Кумыс
PROPMOVER_TXT_100126,Haom,Хаом
PROPMOVER_TXT_100127,Scorched Meteonyker,Обожженный Метеоникер
PROPMOVER_TXT_100128,Red Meteonyker,Красный Метеоникер
PROPMOVER_TXT_100129,Baby Zendros,Призорчик
PROPMOVER_TXT_100130,Baby Dumb Bull,Бычок
PROPMOVER_TXT_100131,Baby Bearnerky,Грызлейчик
PROPMOVER_TXT_100132,Yetti,Йети
PROPMOVER_TXT_100133,Mutant Yetti,Мутант Йети
PROPMOVER_TXT_100134,Dark Yetti,Темный Йети
PROPMOVER_TXT_100135,Mad Yetti,Безумный Йети
PROPMOVER_TXT_100136,Violet Yetti,Лиловый Йети
PROPMOVER_TXT_100137,Augu,Аугу
PROPMOVER_TXT_100138,Mutant Augu,Мутант Аугу
PROPMOVER_TXT_100139,Ardent Augu,Пылкий Аугу
PROPMOVER_TXT_100140,Glacial Augu,Ледниковый Аугу
PROPMOVER_TXT_100141,Violet Augu,Лиловый Аугу
PROPMOVER_TXT_100142,Ghost of the Forgotten Prince,Призрак забытого принца
PROPMOVER_TXT_100143,Ghost of the Forgotten King,Призрак забытого короля
PROPMOVER_TXT_100144,Ghost of the Forgotten Emperor,Призрак забытого императора
PROPMOVER_TXT_100145,Ghost of the Forgotten Overlord,Призрак забытого Повелителя
PROPMOVER_TXT_100146,Violet Ghost of the Forgotten Monarch,Лиловый Призрак забытого Монарха
PROPMOVER_TXT_100147,Mammoth,Мамонт
PROPMOVER_TXT_100148,Cannibal Mammoth,Мамонт Ганибал
PROPMOVER_TXT_100149,Ancient Mammoth,Древний Мамонт
PROPMOVER_TXT_100150,Predator Mammoth,Мамонт-хищник
PROPMOVER_TXT_100151,Violet Mammoth,Лиловый Мамонт
PROPMOVER_TXT_100152,Gigaka,Гигака
PROPMOVER_TXT_100153,Mawrang,Мавроди
PROPMOVER_TXT_100154,Miriun,Мирумирей
PROPMOVER_TXT_100155,Auxilior,Ахульерий
PROPMOVER_TXT_100156,Blue Alien Octopus,Синий инопланетный осьминог
PROPMOVER_TXT_100157,Yellow Alien Octopus,Желтый инопланетный осьминог
PROPMOVER_TXT_100158,Red Alien Octopus,Красный инопланетный осьминог
PROPMOVER_TXT_100159,White Alien Octopus,Белый инопланетный осьминог
PROPMOVER_TXT_100160,Green Alien Octopus,Зеленый инопланетный осьминог
PROPMOVER_TXT_100161,Black Alien Octopus,Черный инопланетный осьминог
PROPMOVER_TXT_100162,Baby Peakyturtle,Донателла
PROPMOVER_TXT_100163,Baby Rock Muscle,Камчик
PROPMOVER_TXT_100164,Baby Giggle Box,Хохотунчик
PROPMOVER_TXT_100165,Baby Totemia,Истуканчик
PROPMOVER_TXT_100166,Baby Fafnir,Фафнирченок
PROPMOVER_TXT_100167,Baby Popcrank,Клоунчик
PROPMOVER_TXT_100168,Rookie Cloudberry Carrier,Новичок-разносчик облачных ягод
PROPMOVER_TXT_100169,Cloudberry Carrier,Перевозчик облачных ягод
PROPMOVER_TXT_100170,Lightberry Carrier,Носитель светлых ягод
PROPMOVER_TXT_100171,Rookie Exoberry Carrier,Перевозчик экзотических ягод-новичок
PROPMOVER_TXT_100172,Exoberry Carrier,Перевозчик экзотических  ягод
PROPMOVER_TXT_001068,Waforu,Вафори
PROPMOVER_TXT_001069,Mysterious Robed Girl,Таинственная девушка в мантии
PROPMOVER_TXT_001442,Lasa,Ласа
PROPMOVER_TXT_100173,Baby Giant Bang,Взрывченок
PROPMOVER_TXT_100174,Baby Burudeng,Жукченок
PROPMOVER_TXT_100175,Baby Iren,Комарик
PROPMOVER_TXT_100176,Baby Mushpoie,Мухоморчик
PROPMOVER_TXT_100177,Baby Flybrigen,Хвостокольчик
PROPMOVER_TXT_100178,Baby Nuctuvehicle,Шлакчик
PROPMOVER_TXT_100179,Criminal Medumet,Криминальная медуза
PROPMOVER_TXT_100180,Crystal Iphrine,Кристаллический Ифрин
PROPMOVER_TXT_100181,Yellow Teddy Bear,Желтый плюшевый мишка
PROPMOVER_TXT_100182,Blue Teddy Bear,Голубой плюшевый мишка
PROPMOVER_TXT_100183,Brown Teddy Bear,Коричневый плюшевый мишка
PROPMOVER_TXT_100184,Orange Teddy Bear,Оранжевый плюшевый мишка
PROPMOVER_TXT_100185,Black Teddy Bear,Черный плюшевый мишка
PROPMOVER_TXT_100186,White Teddy Bear,Белый плюшевый мишка
PROPMOVER_TXT_100187,Baby Doridoma,Горбунок
PROPMOVER_TXT_100188,Baby Mothbee,Мухаончик
PROPMOVER_TXT_100189,Baby Hobo,Дрочер
PROPMOVER_TXT_100190,Primgon,Примгон
PROPMOVER_TXT_100191,Blue Gummy Bear,Голубой мармеладный мишка
PROPMOVER_TXT_100192,Brown Gummy Bear,Коричневый мармеладный мишка
PROPMOVER_TXT_100193,Pink Gummy Bear,Розовый мармеладный мишка
PROPMOVER_TXT_100194,Red Gummy Bear,Красный мармеладный мишка
PROPMOVER_TXT_100195,Black Gummy Bear,Черный мармеладный мишка
PROPMOVER_TXT_100196,White Gummy Bear,Белый мармеладный мишка
PROPMOVER_TXT_100197,Baby Wild Rabbit,Кролика Роджер
PROPMOVER_TXT_100198,Puppy,Щенок
PROPMOVER_TXT_100199,Furious Mr. Pumpkin,Разъяренный мистер тыквер
PROPMOVER_TXT_100200,Deviant Mr. Pumpkin,Ненормальный мистер тыквер
PROPMOVER_TXT_100201,Baby Winged Sheep,Крылатая овца
PROPMOVER_TXT_100202,Teddy Bear,Медвежонок
PROPMOVER_TXT_100203,Kitty with Yellow Umbrella,Кошечка с желтым зонтиком
PROPMOVER_TXT_100204,Kitty with Green Umbrella,Кошечка с зеленым зонтиком
PROPMOVER_TXT_100205,Kitty with Pink Umbrella,Кошечка с розовым зонтиком
PROPMOVER_TXT_100206,Kitty with Purple Umbrella,Кошечка с фиолетовым зонтиком
PROPMOVER_TXT_100207,Kitty with Beige Umbrella,Кошечка с бежевым зонтиком
PROPMOVER_TXT_100208,Kitty with Grey Umbrella,Кошечка с серым зонтиком
PROPMOVER_TXT_100209,Halloween Ghost,Призрак Хэллоуина
PROPMOVER_TXT_100210,Lord Big Muscle,Лорд камнетавр
PROPMOVER_TXT_100211,Lord Krrr,Лорд крр
PROPMOVER_TXT_100212,Lord Mushmoot,Лорд Блуждающих грибов
PROPMOVER_TXT_100213,Lord Meteonyker,Лорд Метеоникер
PROPMOVER_TXT_100214,Lord Red Meteonyker,Лорд Красный Метеоникер
PROPMOVER_TXT_100215,Lord Pumpkin,Лоррд Мистер Тыквер
PROPMOVER_TXT_100216,Lord Lykanos,Лорд Люкан
PROPMOVER_TXT_100217,Lord Drakul,Граф Дракула
PROPMOVER_TXT_100219,Lord Ripper,Лорд Жнец
PROPMOVER_TXT_100220,Lord Mia,Лорд Миа
PROPMOVER_TXT_100221,Lord Iblis Leanes,Лорд Иблис Леанский
PROPMOVER_TXT_100222,Violet Halloween Puppet,Фиолетовая Хэллоуинская Кукла
PROPMOVER_TXT_100223,Orange Halloween Puppet,Оранжевая Хэллоуинская Кукла
PROPMOVER_TXT_100224,Beige Halloween Puppet,Бежевая Хэллоуинская Кукла
PROPMOVER_TXT_100225,Pink Halloween Puppet,Розовая Хэллоуинская Кукла
PROPMOVER_TXT_100226,Grey Halloween Puppet,Серая Хэллоуинская Кукла
PROPMOVER_TXT_100227,White Halloween Puppet,Белая Хэллоуинская Кукла
PROPMOVER_TXT_100228,Sport Pop Red Tiger,Красный Тигер
PROPMOVER_TXT_100229,Sport Pop Blue Tiger,Голубой Тигер
PROPMOVER_TXT_100230,Sport Pop Green Tiger,Зеленый Тигер
PROPMOVER_TXT_100231,Sport Pop Orange Tiger,Оранжевый Тигер
PROPMOVER_TXT_100232,Sport Pop Pink Tiger,Розовый Тигер
PROPMOVER_TXT_100233,Sport Pop Purple Tiger,Фиолетовый Тигер
PROPMOVER_TXT_100234,Purple Disco Poodle,Фиолетовый Диско-Пудель
PROPMOVER_TXT_100235,Green Disco Poodle,Зеленый Диско-Пудель
PROPMOVER_TXT_100236,Orange Disco Poodle,Оранжевйы Диско-Пудель
PROPMOVER_TXT_100237,Pink Disco Poodle,Розовый Диско-Пудель
PROPMOVER_TXT_100238,Black Disco Poodle,Черный Диско-Пудель
PROPMOVER_TXT_100239,Cyan Disco Poodle,Голубой Диско-Пудель
PROPMOVER_TXT_100240,Nine Tails,Курама
PROPMOVER_TXT_100241,Nero,Нерон
PROPMOVER_TXT_100242,Thief Santa Monster,Вор Санто Монстров
PROPMOVER_TXT_100243,Grumpy elf,Сварливый эльф
PROPMOVER_TXT_100250,Blue Winter Pixie,Синея Зимняя Фея
PROPMOVER_TXT_100251,Green Winter Pixie,Зеленая Зимняя Фея
PROPMOVER_TXT_100252,Purple Winter Pixie,Фиолетовая Зимняя Фея
PROPMOVER_TXT_100253,Cyan Winter Pixie,Голубая Зимняя Фея
PROPMOVER_TXT_100254,Black Winter Pixie,Черная Зимняя Фея
PROPMOVER_TXT_100255,White Winter Pixie,Белая Зимняя Фея
PROPMOVER_TXT_100256,Fu Lion King,Симба
PROPMOVER_TXT_100257,Black Winter Tiger,Черный Зимней Тигер
PROPMOVER_TXT_100258,Pink Winter Tiger,Розовый Зимней Тигер
PROPMOVER_TXT_100259,Green Winter Tiger ,Зеленый Зимней Тигер
PROPMOVER_TXT_100260,Purple Winter Tiger ,Фиолетовый Зимней Тигер
PROPMOVER_TXT_100261,Orange Winter Tiger ,Оранжевый Зимней Тигер
PROPMOVER_TXT_100262,Cyan Winter Tiger ,Голубой Зимней Тигер
PROPMOVER_TXT_100263,Tonge,Тонга
PROPMOVER_TXT_100264,Fox,Лиса
PROPMOVER_TXT_100265,Mermaid Beauty,Ведьма-глубин
PROPMOVER_TXT_100266,Overgrown Shark,Акула-переросток
PROPMOVER_TXT_100267,Grunt Gorilla,Хрюкающая горилла
PROPMOVER_TXT_100268,Overgrown Spider,Спайдопс
PROPMOVER_TXT_100269,Temple Guardian,Страж храма
PROPMOVER_TXT_100270,Sentient Tree Warrior,Разумный древесный воин
PROPMOVER_TXT_100271,Old Rut,Старый корень
PROPMOVER_TXT_100244,Skeletal Militant,Воинственный скелет
PROPMOVER_TXT_100245,Crystal Demon Lord,Хрустальный демон лорд
PROPMOVER_TXT_100246,Great Kraken,Великий Ктулху
PROPMOVER_TXT_100247,Siren,Сирена
PROPMOVER_TXT_100248,Lurking Merman,Луркер
PROPMOVER_TXT_100249,Cunning Merman,Хитрый водяной
PROPMOVER_TXT_001198,Great Catsy,Огромная кошка-жена
PROPMOVER_TXT_001200,Great Harpy,Огромная гарпия
PROPMOVER_TXT_001202,Great Gullah,Огромный тини
PROPMOVER_TXT_001204,Great Abraxas,Огромный аспид
PROPMOVER_TXT_001206,Great Hague,Огромная ведьма
PROPMOVER_TXT_001208,Great Tengu,Огромный тенгу
PROPMOVER_TXT_001210,Great Asterius,Огромный астарион
PROPMOVER_TXT_001212,Great Dantalian,Огромный колдун
PROPMOVER_TXT_001214,Great Gannessa,Огромный ганеш
PROPMOVER_TXT_001216,Great Asuras,Огромный асурас
