Key,English,Russian
PROPQUEST_DUNGEONANDPK_INC_000607,Do you see? They do not want anyone to interupt the revival of Iblis. We need to do something. We need to stop them!,"Понимаешь, что это значит? Они следят, чтобы никто не помешал воскрешению их хозяина!"
PROPQUEST_DUNGEONANDPK_INC_000608,Are you ready for one last journey into the dark?,"Думаю, ты не откажешься нанести Храму Ужосса еще один визит?"
PROPQUEST_DUNGEONANDPK_INC_000609,"I knew you would be. There is a masquerpet name Iblis Guardian. If you can defeat it, you can enter the altar.","Я знал, что ты не побоишься! В темноте Храма затаилась кошмарная марионетка - Ужассный страж. Его придется убить, чтобы пройти к алтарю."
PROPQUEST_DUNGEONANDPK_INC_000610,Are you serious? What could be more important than saving the world?,Шутишь? Что может быть важнее судьбы мира?
PROPQUEST_DUNGEONANDPK_INC_000611,"Great job, now you can enter the altar. I am counting on you to defeat the followers of Iblis... we all are. Go to the altar now.",Превосходно! Теперь ты сможешь пройти к алтарю и уничтожить последователей Ужосса. Помни: судьба мира в твоих руках.
PROPQUEST_DUNGEONANDPK_INC_000612,I do not know exactly where Iblis Guardian is. But we have to find it and destroy it.,"Я не знаю, где искать Ужассного стража. Но не убив его, к алтарю не пройти."
PROPQUEST_DUNGEONANDPK_INC_000613,Defeat Iblis Guardian and enter the altar.,"Чтобы пройти к алтарю, нужно убить Ужассного стража."
PROPQUEST_DUNGEONANDPK_INC_000615,If you can defeat the Iblis Guardian you can enter the altar.,Путь к алтарю преграждает Ужассный страж.
PROPQUEST_DUNGEONANDPK_INC_000625,Dekane Mine,Шахта Распада
PROPQUEST_DUNGEONANDPK_INC_000626,Iblis Temple,Храм Ужосса
PROPQUEST_DUNGEONANDPK_INC_000640,Bloody corridor,Кровавый тоннель
PROPQUEST_DUNGEONANDPK_INC_000641,Well... Not a bad deal... Can you collect 20 Blood Trillipy Shells and defeat a Mutant Keakoon Worker?,Хм… Недурная сделка… Соберёшь 20 панцирей кровавых хватоглотов и одолеешь Мутировавшего рабочего-свинa?
PROPQUEST_DUNGEONANDPK_INC_000642,"In that case...Hic, good luck.","В этом случае... Ладно, удачи."
PROPQUEST_DUNGEONANDPK_INC_000643,Hmm... the Hazardous Blood Trillipys are much stronger...,Хмм... Кровавые хватоглоты значительно сильнее...
PROPQUEST_DUNGEONANDPK_INC_000644,Thanks to you the extraction in this area will be much easier!,"Благодаря тебе, работать в этом районе стало куда проще!"
PROPQUEST_DUNGEONANDPK_INC_000645,Hmm... Despite your level the Hazardous Blood Trillipys are much stronger...,"Хмм... Несмотря на твой уровень, кровавые хватоглоты заметно сильнее..."
PROPQUEST_DUNGEONANDPK_INC_000646,Collect $QUEST_END_ITEM_COUNT$ loot from the Bloody Trilipy and kill $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$.,Собери $QUEST_END_ITEM_COUNT$ трофеев с кровавых хватоглотов и убей $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$.
PROPQUEST_DUNGEONANDPK_INC_000648,The bottom of the mine,Нижний уровень шахты
PROPQUEST_DUNGEONANDPK_INC_000649,"Hello, if you're here it's because you've defeated all the known monsters in the mine. I'm Dekane, the creator of this mine. Now that you've proven yourself, I'll be able to tell you the real problem that lies at the bottom of the mine. In a secret room sleep dragons from ancient times created by Shade ages ago.","Приветствую! Раз ты здесь, значит окрестности очищены от всех марионеток. Я Распад, создатель этой шахты. Ты доказал, чего стоишь, поэтому достоин рассказа о секретах этого места. В тайной комнате в глубинах шахты с самых древних времён спят драконы, когда-то созданные Тенью."
PROPQUEST_DUNGEONANDPK_INC_000650,Good luck!,Удачи!
PROPQUEST_DUNGEONANDPK_INC_000651,It is true that this is not an easy thing for an adventurer. Come and try your luck again when you are ready.,"Это и вправду непростая задача для искателя приключений. Возвращайся, когда будешь готов, и попробуй снова."
PROPQUEST_DUNGEONANDPK_INC_000652,So you really did kill them all... Thank you very much.,Так ты действительно со всеми ними расправился... Огромное спасибо.
PROPQUEST_DUNGEONANDPK_INC_000654,Collect 30 Blood Trillipy Shells from the Bloody Trillipy and kill 3 Mutant Keakoon Workers.,Собери 30 панцирей Кровавых Хватоглотов и убей 3 Мутировавших Рабочих Хряков.
PROPQUEST_DUNGEONANDPK_INC_000656,"To defeat them, you'll need a well-armed team. Ah, but there's one detail I forgot to mention. You'll need 1,000,000 Penya to open the door, but for now, collecting 30 Blood Trillipy Shells and defeating 3 Mutant Keakoon Workers will be enough. Are you ready to accept this challenge?","Чтобы одолеть их, тебе понадобится хорошо вооружённая команда. Ах да, ещё одна деталь, которую я забыл упомянуть: чтобы открыть дверь, понадобится 1 000 000 Пенья. Но пока достаточно собрать 30 панцирей Кровавых Хватоглотов и убить 3 Мутировавших Рабочих Хряков. Готов принять вызов?"
PROPQUEST_EILLUNQUESTS_INC_000001,Preparation,Подготовка
PROPQUEST_EILLUNQUESTS_INC_000002,Prepare yourself... The first boss approaches!,Приготовься… Первый босс на подходе!
PROPQUEST_EILLUNQUESTS_INC_000003,Recover your strength. Next wave incoming!,Набери сил. Вот-вот новая волна!
PROPQUEST_EILLUNQUESTS_INC_000004,Steel yourself for the second boss battle!,Сосредоточься — второй босс не за горами!
PROPQUEST_EILLUNQUESTS_INC_000005,Brace for impact. The third wave is coming!,Держись крепче. Третья волна приближается!
PROPQUEST_EILLUNQUESTS_INC_000006,The third boss emerges. Stay vigilant!,Третий босс на сцене. Не сбавляй бдительности!
PROPQUEST_EILLUNQUESTS_INC_000007,Prepare for the fourth assault!,Приготовься к четвёртому натиску!
PROPQUEST_EILLUNQUESTS_INC_000008,Another boss challenges you. Show your strength!,Ещё один босс вызвал тебя на бой. Покажи свою силу!
PROPQUEST_EILLUNQUESTS_INC_000009,One final wave awaits. Stand ready!,Последняя волна ждёт. Держись!
PROPQUEST_EILLUNQUESTS_INC_000010,The ultimate challenge awaits. Fight with all your might!,Финальное испытание ждёт. Сражайся во всю мощь!
PROPQUEST_EILLUNQUESTS_INC_000011,"Complete Dungeon ""Rescue [Eillun Farmer] Sprout""",Заверши подземелье «Спаси Эйлуна Фермера Почат»
PROPQUEST_EILLUNQUESTS_INC_000012,"Complete Dungeon ""Rescue [Eillun Farmer] Thorn""",Заверши подземелье «Спаси Эйлуна Фермера Шип»
PROPQUEST_EILLUNQUESTS_INC_000013,"Complete Dungeon ""Defend [Eillun Farmer] Dr. Root""",Заверши подземелье «Защити Эйлуна Фермера Доктора Рут»
PROPQUEST_EILLUNQUESTS_INC_000014,"Complete Dungeon ""Rescue [Eillun Farmer] Dr. Root""",Заверши подземелье «Спаси Эйлуна Фермера Доктора Рут»
