Key,English,Russian
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000125,The place where the Soulstone of the Elementor is kept.\nThe admirers of the hero Lillip\nmake a pilgrimage here every year.,"Алтарь, хранящий души факиров.\nПоследователи Гэндальфи приходят сюда каждый год,\nчтобы почтить память героя."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000126,Altar of Ranger,Алтарь стрелков
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000127,The place where the Soulstone of the Ranger is kept.\nThe admirers of the hero Hynan\nmake a pilgrimage here every year.,"Алтарь, хранящий души стрелков.\nПоследователи Робина Теля приходят сюда каждый год,\nчтобы почтить память героя."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000128,Altar of Billposter,Алтарь атлетов
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000129,The place where the Soulstone of the Billposter is kept.\nThe admirers of the hero Roentel\nmake a pilgrimage here every year.,"Алтарь, хранящий души атлетов.\nПоследователи Арнолли Терминатти приходят сюда каждый год,\nчтобы почтить память героя."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000130,Altar of Blade,Алтарь фехтовальщиков
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000131,The place where the Soulstone of the Blade is kept.\nThe admirers of the hero Heren\nmake a pilgrimage here every year.,"Алтарь, хранящий души фехтовальщиков.\nПоследователи Д'Артамиса приходят сюда каждый год,\nчтобы почтить память героя."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000132,Altar of Knight,Алтарь гладиаторов
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000133,The place where the Soulstone of the Knight is kept.\nThe admirers of the hero Billaon\nmake a pilgrimage  here every year.,The place where the Soulstone of the Knight is kept.\nThe admirers of the hero Billaon\nmake a pilgrimage  here every year.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000134,Kyon Soldiers,Киунские наемники
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000135,"The greatest soldiers in Madrigal.\nTheir numbers may not be very large,\nbut they are all highly-qualified warriors.","Лучшие бойцы Мадригала.\nВозможно их не так уж и много,\nно каждый - выдающийся воин."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000136,Darkon 2\nDarken,Даркон-2\nДаркенбург
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000137,Administrative City of Darkon.\nMost of the citizens are slightly hard of hearing\nbecause of the machine noise.,Главный город острова Даркон.\nБольшинство жителей слегка глуховаты\nиз-за постоянного грохота машин.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000138,Darkon 2\nCave of Envy,Даркон-2\nЭнейская пещера
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000139,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Пещера искусственного происхождения.\nПосле Часовой войны окрестности Даркенбурга\nзаполонили опасные марионетки и механизмы.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000140,Darkon 2\nCave of Envy,Даркон-2\nЭнейская пещера
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000141,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Пещера искусственного происхождения.\nПосле Часовой войны окрестности Даркенбурга\nзаполонили опасные марионетки и механизмы.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000142,Darkon 2\nCave of Envy,Даркон-2\nЭнейская пещера
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000143,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Пещера искусственного происхождения.\nПосле Часовой войны окрестности Даркенбурга\nзаполонили опасные марионетки и механизмы.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000144,Darkon 1\nKhipra,Даркон-1\nКипра
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000145,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,Все живое в этой области было уничтожено строителями\nпри возведении Эрониевой фактории неподалёку.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000146,Darkon 1\nGouthan Mountains,Даркон-1\nГутанские горы
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000147,The biggest mountains in Darkon.,Самые высокие горы Даркона.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000148,Darkon 1\nGouthan Mountains,Даркон-1\nГутанские горы
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000149,The biggest mountains in Darkon.,Самые высокие горы Даркона.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000150,Darkon 1\nKhipra,Даркон-1\nКипра
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000151,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,Все живое в этой области было уничтожено строителями\nпри возведении Эрониевой фактории неподалёку.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000152,Darkon 2\nThe Cage of Clockworks.,Даркон-2\nЧасовая клетка
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000153,Clockworks was sealed here after the Clockworks War.,Здесь со времен Часовой войны держат Часонизма.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000154,Flaris Observatory,Фларинтийская обсерватория
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000155,Lab of Wise-men,Секретная лаборатория
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000156,Saint City\nAncient Document Office,Санто\nАрхив
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000157,Saint City\nLittle Theater of Pepoview,Санто\n'Погорелый театр'
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000158,Darkon 1\nHideout of Hanoyan,Даркон-1\nЛогово нового Папаши Грома
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000159,Altar of Jester,Алтарь шутов
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000160,Darkon 3\nVillage of Kan,Даркон-3\nСтоянка 'Караванчика Хана'
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000161,Herneos,Herneos
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000162,"Herneos was a beautiful underwater haven with magnificent architecture.\n However, Shade's hand caused great disruption.","Herneos was a beautiful underwater haven with magnificent architecture.\n However, Shade's hand caused great disruption."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000163,Eillun,Eillun
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000164,Euphresia,Euphresia
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000165,"Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare.","Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare."
PROTOTYPE_WLD_000000,Prototype,Prototype
WDPROTOTYPE_WLD_000000,Unknown Place in Madrigal,Unknown Place in Madrigal
WDPROTOTYPE_WLD_000001,Only a Game Master can help you to leave.,Only a Game Master can help you to leave.
WDREALM_WLD_000000,This is a safe place.,Безопасное место.
WDREALM_WLD_000001,This is a safe place.,Безопасное место.
WDREALM_WLD_000002,This is a safe place.,This is a safe place.
WORLD_WDEVENT01_WDEVENT01_RGN_000000,You enter a battle zone!!!,Вы вошли в зону поединков!
WDHEAVEN06_1_WLD_000003,Secret Room,Secret Room
WDUPRESIA_WLD_000000,Euphresia,Euphresia
