Key,English,Vietnamese
TEXTCLIENT_WRONGUPLEVEL,Using wrong item to upgrade.,Sử dụng sai vật phẩm để nâng cấp
TEXTCLIENT_UPGRADE_MAXOVER,Can only upgrade up to Level 10.,Chỉ có thể nâng cấp lên đến Cấp 10.
TEXTCLIENT_ACCESSORY_MAXOVER,Jewelry can be upgraded to +20.,Trang sức có thể được nâng cấp lên +20.
TEXTCLIENT_UPGRADE_ERROR_WRONGUPLEVEL,Using wrong item to upgrade.,Sử dụng sai vật phẩm để nâng cấp
TEXTCLIENT_UPGRADE_ERROR_NOSUPSTONE,Not enough supplement item.,Không đủ vật phẩm bổ sung.
TEXTCLIENT_UPGRADE_FAIL,The upgrade has failed.,Nâng cấp không thành công.
TEXTCLIENT_UPGRADE_SUCCESSFUL,Upgrade Successful!,Nâng cấp thành công!
TEXTCLIENT_REMOVE_ERROR,That weapon is not possible to remove the element upgrading. Try again after checking.,Vũ khí đó không thể xóa nâng cấp nguyên tố. Hãy thử lại sau khi kiểm tra
TEXTCLIENT_REMOVE_ATTRIBUTE_CONFIRM,The element of weapon was removed.,Nguyên tố của vũ khí đã bị loại bỏ.
TEXTCLIENT_DEPEN_USE,This item takes effect once your character dies. Do you want to use it?,Vật phẩm này có hiệu lực sau khi nhân vật của bạn chết. Bạn có muốn sử dụng nó không?
TEXTCLIENT_SKILLINIT,This item resets your skills. Do you want to use this item?,Vật phẩm này thiết lập lại kỹ năng của bạn. Bạn có muốn sử dụng Vật phẩm này không?
TEXTCLIENT_ERROR_SKILLRECCURENCE,Your skill has already been reset.,Kỹ năng của bạn đã được đặt lại.
TEXTCLIENT_NOTUSEVAG,You can use this item after your 1st job change.,Bạn có thể sử dụng vật phẩm này sau lần thay đổi chức nghiệp đầu tiên của bạn.
TEXTCLIENT_CHECKEQUIP,Please unequip the item first.,Xin vui lòng tháo trang bị trước.
TEXTCLIENT_PK_BLINK_NO,You cannot use a blinkwing at Kebaras.,Bạn không thể sử dụng Blinkwing tại Kebaras.
TEXTCLIENT_BLINK_EVENT_NO,You cannot use a blinkwing during event.,Bạn không thể sử dụng Blinkwing trong suốt sự kiện
TEXTCLIENT_GUILDCOMBAT_NO_OUTWAR,You cannot use Blinkwings to escape the Guild Siege arena.,Bạn không thể sử dụng Blinkwings để thoát khỏi đấu trường Guild Siege.
TEXTCLIENT_ARENA_BLINKPOOL,You cannot use Blinkpool in the Arena.,Bạn không thể sử dụng Blinkpool trong Đấu trường
TEXTCLIENT_WARNINGCCLS,Your stats will reset after you change your job. Do you want to change your job?,Chỉ số của bạn sẽ đặt lại sau khi bạn thay đổi chức nghiệp của mình. Bạn có muốn thay đổi chức nghiệp của mình không?
TEXTCLIENT_CHANGECLASS,You successfully changed your Job to %s.,Bạn đã thay đổi thành công Chức nghiệp của mình thành %s.
TEXTCLIENT_RETURN_USEITEM,The item loses its potency 4 hours after being equipped if not returned to the inventory . Do you want to use the item?,Vật phẩm sẽ mất hiệu lực sau 4 giờ kể từ khi được trang bị nếu không được trả lại kho. Bạn có muốn sử dụng Vật phẩm này không?
TEXTCLIENT_LIMITZONE_USE,Unable to use item in the limit zone.,Không thể sử dụng vật phẩm trong vùng giới hạn.
TEXTCLIENT_ON_EVENT,The '%s' event is underway! Visit %s for event details!,Sự kiện '%s' đang được tiến hành! Truy cập %s để biết chi tiết sự kiện!
TEXTCLIENT_ON_EVENT_DESC,The '%s' event is underway! %s,Sự kiện '%s' đang được tiến hành! %s
TEXTCLIENT_START_EVENT,The '%s' event has just started. Visit %s for event details!,Sự kiện '%s' vừa bắt đầu. Truy cập %s để biết chi tiết sự kiện!
TEXTCLIENT_START_EVENT_DESC,The '%s' event has just started. %s,Sự kiện '%s' vừa bắt đầu. %s
TEXTCLIENT_END_EVENT,The '%s' event is over.,Sự kiện '%s' đã kết thúc
TEXTCLIENT_ARENA_DISABLED,Arena is not available on this channel.,Đấu trường không có sẵn trên kênh này.
TEXTCLIENT_CREATEMON_F_15,Summoning should be used on players that are 15 meters or closer to you.,Việc triệu hồi nên được sử dụng đối với những người chơi cách bạn từ 15 mét trở lên.
TEXTCLIENT_CREATEMON_F_AREA,You can not summon there.,Bạn không thể triệu hồi ở đó.
TEXTCLIENT_CREATEMON_S,You have summoned %s.,Bạn đã triệu hồi %s
TEXTCLIENT_PRIORITYSUMMONMOB,This monster was summoned by %s. You cannot attack it.,Con quái vật này đã được triệu hồi bởi %s. Bạn không thể tấn công nó.
TEXTCLIENT_CREATEMON_LIMIT,You cannot summon anymore monsters. Please wait and try again.,Bạn không thể triệu hồi quái vật nữa. Vui lòng đợi và thử lại.
TEXTCLIENT_GETPKPOINT,You recovered your Karma points by %d.,Bạn đã phục hồi điểm Karma của mình theo %d.
TEXTCLIENT_DECPKPOINT,%d Karma points have been reduced.,%d điểm Karma đã bị giảm.
TEXTCLIENT_PK_MARKETNOUSE,You cannot use stores if your Karma grade is Vicious.,Bạn không thể sử dụng các cửa hàng nếu loại Karma của bạn là Vicious.
TEXTCLIENT_PKDEAD,You have been slain by %s.,Bạn đã bị %s giết.
TEXTCLIENT_GETFAMEPOINT,You gained %d fame points.,Bạn đã đạt được %d điểm danh vọng.
TEXTCLIENT_DECFAMEPOINT,You lost %d fame points.,Bạn đã mất %d điểm danh vọng.
TEXTCLIENT_BANKWRONGPASS,Wrong password. Please try again.,Sai mật khẩu. Vui lòng thử lại
TEXTCLIENT_BANKFULL,The bank is full.,Ngân hàng đã đầy
TEXTCLIENT_PK_LEVEL_GAP,Unable to duel. Level gap is more than 30.,Không thể đấu tay đôi. Khoảng cách đẳng cấp là hơn 30.
TEXTCLIENT_PK_SAFETY_NO,You cannot duel in a safety zone.,Bạn không thể đấu tay đôi trong vùng an toàn.
TEXTCLIENT_PK_SAME_NO,You can duel only if the other player is in the same place as you.,Bạn chỉ có thể đấu tay đôi nếu người chơi khác ở cùng vị trí với bạn.
TEXTCLIENT_PK_CHANGEJOB_NO,You can only duel after your 1st job-change.,Bạn chỉ có thể đấu sau lần thay đổi chức nghiệp đầu tiên.
TEXTCLIENT_PK_PARTY_LIMIT,You cannot duel with party members.,Bạn không thể đấu tay đôi với các thành viên trong nhóm.
TEXTCLIENT_PK_MODE_REJECT,The other player is in duel rejection mode.,Người chơi khác đang ở chế độ từ chối đấu tay đôi.
TEXTCLIENT_DUELNO,%s refused to duel.,%s từ chối đấu tay đôi
TEXTCLIENT_DUELSTART,Duel with %s started!,Đấu tay đôi với %s bắt đầu
TEXTCLIENT_DUELCANCEL,The duel has been cancelled.,Đấu tay đôi đã bị hủy
TEXTCLIENT_PK_NO_IPARTYLEADER,You are not the Party leader.,Bạn không phải là trưởng nhóm
TEXTCLIENT_PK_NO_UPARTYLEADER,The other member is not the Party leader.,Thành viên còn lại không phải là Trưởng nhóm
TEXTCLIENT_PK_NO_DUEL,You cannot duel with the other player currently.,Bạn không thể đấu tay đôi với người chơi khác hiện tại.
TEXTCLIENT_PDSTART,Duel has started with %s party.,Đấu tay đôi đã bắt đầu với nhóm %s.
TEXTCLIENT_PVPLEAVE,"Party duel mode of %s was finished. If you join duel again, you will be penalized according to PK rules.","Chế độ đấu nhóm của %s đã kết thúc. Nếu bạn tham gia đấu một lần nữa, bạn sẽ bị phạt theo quy tắc PK."
TEXTCLIENT_PDCANCEL,Duel has been cancelled.,Đấu tay đôi đã bị hủy
TEXTCLIENT_PDVICTORY,You won the party duel.,Bạn đã thắng trong cuộc đấu nhóm
TEXTCLIENT_PDLOSE,You lost the party duel.,Bạn đã thua trong cuộc đấu nhóm
TEXTCLIENT_DONOTUSE_SHOP,You cannot use that item while using Hair Stylist or Plastic Surgeon.,Bạn không thể sử dụng vật phẩm đó khi đang sử dụng Nhà tạo mẫu tóc hoặc Bác sĩ phẫu thuật thẩm mỹ.
TEXTCLIENT_CASHSHOP_NOACCOUNT,You cannot use the Flyff Shop without account. Please link an account.,Bạn không thể sử dụng Của hàng Flyff mà không có tài khoản. Vui lòng liên kết một tài khoản.
TEXTCLIENT_CASHSHOP_INVALIDPRODUCT,This product is invalid.,Sản phẩm này không đúng
TEXTCLIENT_CASHSHOP_SERVEROFFLINE,Cannot use Flyff Shop because the server is offline.,Không thể sử dụng Của hàng Flyff vì máy chủ ngoại tuyến.
TEXTCLIENT_CASHSHOP_LACKCASH,You don't have enough money to purchase the item. Reload your account before purchasing.,Bạn không có đủ tiền để mua vật phẩm. Tải lại tài khoản của bạn trước khi mua.
TEXTCLIENT_CASHSHOP_PURCHASEEXCEED,You reached the maximum amount of purchases per character for this product.,Bạn đã đạt đến số lượng mua tối đa trên mỗi nhân vật cho sản phẩm này.
TEXTCLIENT_CASHSHOP_UNKNOWNERROR,"Unknown error, please try again.","Lỗi không xác định, vui lòng thử lại."
TEXTCLIENT_CASHSHOP_PURCHASESUCCESS,Thank you for your purchase! If the inventory is full please make room and login again to receive the item.,Cám ơn vì đã mua hàng! Nếu kho đầy vui lòng xếp chỗ và đăng nhập lại để nhận vật phẩm.
TEXTCLIENT_CASHSHOP_INVALIDPLAYER,The player is invalid and cannot use Flyff Shop.,Người chơi không hợp lệ và không thể sử dụng Của hàng Flyff
TEXTCLIENT_CASHSHOP_TIMEOVER,The operation is taking too much time. Please try again.,Hoạt động này mất quá nhiều thời gian. Vui lòng thử lại.
TEXTCLIENT_FATHER,#cff0000ff I am your father!#nc,#cff0000ff Tôi là bố của bạn! #nc
TEXTCLIENT_MOTHER,#cff0000ff I am your mother!#nc,#cff0000ff Tôi là mẹ của bạn! #nc
TEXTCLIENT_COMNOHAVECOM,Cannot cancel because you do not belong to a guild.,Không thể hủy vì bạn không thuộc bang hội
TEXTCLIENT_COMDELNOKINGPIN,Only the guild leader can disband the guild.,Chỉ có Bang chủ mới có thể giải tán Bang chủ.
TEXTCLIENT_GUILDWARREQLV6,Your guild level has to be higher than 5 to declare a guild duel.,Cấp độ bang hội của bạn phải cao hơn 5 để tuyên bố đấu bang hội.
TEXTCLIENT_GUILDWARSTILLNOWAR,Unable to declare war during guild duel.,Không thể tuyên chiến trong cuộc đấu bang hội.
TEXTCLIENT_GUILDWARNOTHINGGUILD,That Guild does not exist.,Bang hội đó không tồn tại.
TEXTCLIENT_GUILDWAROTHERLV6,Unable to declare a guild duel. Opposing guild level is below 6.,Không thể tuyên bố đấu bang hội. Cấp độ bang hội đối thủ dưới 6.
TEXTCLIENT_GUILDWARMASTEROFF,The opposing Guild Leader is offline.,Thủ lĩnh Bang hội đối lập đang ngoại tuyến.
TEXTCLIENT_GUILDWARMEMBER10,The opposing guild must have at least 10 members.,Bang hội đối lập phải có ít nhất 10 thành viên.
TEXTCLIENT_GUILDWAROTHERWAR,The other guild is already participating in a guild duel.,Bang hội khác đã tham gia vào một cuộc đấu bang hội.
TEXTCLIENT_GUILDWARDECLINED,Opposing guild leader declined the duel.,Bang chủ của Bang hội đối lập đã từ chối cuộc đấu.
TEXTCLIENT_GUILDWARNOFINDGUILD,Cannot find the guild that declared a guild duel.,Không thể tìm thấy Bang hội đã tuyên bố đấu Bang hội.
TEXTCLIENT_PK_NOFLIGHT_DURING,You cannot duel when only one player is flying.,Bạn không thể đấu tay đôi khi chỉ có một người chơi đang bay.
TEXTCLIENT_GUILDWARERRORDUEL,You cannot duel during a guild duel.,Bạn không thể đấu tay đôi trong cuộc đấu bang hội.
TEXTCLIENT_GUILDWARSTART,A guild duel has started between %s Guild and %s Guild.,Một cuộc đấu Bang hội đã bắt đầu giữa Bang hội %s và Bang hội %s
TEXTCLIENT_GUILDWARSTILL,A guild duel between %s Guild and %s Guild is in progress.,Một cuộc đấu giữa Bang hội %s và Bang hội %s đang diễn ra.
TEXTCLIENT_GUILDWARDOING,You are at war with another guild.,Bạn đang trong 1 cuộc chiến tranh với một bang hội khác
TEXTCLIENT_SHOUTAGREE,Shout messages allowed,Tin nhắn la hét được cho phép
TEXTCLIENT_SHOUTREFUSE,Shout messages refused,Tin nhắn la hét bị từ chối
TEXTCLIENT_GUILDWARWIN_MASTER,A Guild Leader has been killed!,Bang chủ của bang hội đã bị giết!
TEXTCLIENT_GUILDWARWIN_GIVEUP,Victory! Opponent guild has conceded.,Chiến thắng! Bang hội đối thủ đã nhượng bộ.
TEXTCLIENT_GUILDWARWIN_TIMEUP,Victory by default!,Chiến thắng theo mặc định!
TEXTCLIENT_GUILDWARWIN_KILLNUM,Victory due to number of opponents killed!,Chiến thắng do bởi số lượng đối thủ bị giết!
TEXTCLIENT_GUILDWARWIN,The guild duel between %s and %s has finished. The Guild %s has won. %s.,Trận đấu giữa %s và %s đã kết thúc. Bang hội %s đã thắng. %s
TEXTCLIENT_GUILDWARPEACE,%s and %s have agreed to a truce.,%s và %s đã đồng ý đình chiến.
TEXTCLIENT_GUILDWARDRAW,The guild duel between %s and %s resulted in a tie.,Đấu tay đôi giữa Bang hội %s và Bang hội %s dẫn đến kết quả hòa.
TEXTCLIENT_GUILDWARNOETC,You are either not participating in a guild duel or have already given up.,Bạn đang không tham gia cuộc đấu của bang hội hoặc đã bỏ cuộc.
TEXTCLIENT_GUILDWARGIVEUP,%s of %s Guild has given up.,%s của Bang hội %s đã bỏ cuộc.
TEXTCLIENT_GUILDWARPEACEDECLINED,Opposing guild declined the truce.,Bang hội đối lập đã từ chối thỏa thuận đình chiến
TEXTCLIENT_GUILDWARDEAD,"A warrior of %s Guild, %s, has been killed.","Chiến binh của Bang hội %s,%s, đã bị giết."
TEXTCLIENT_DISGUISE_DNT_WING,You cannot use a Trans and Glow item at the same time.,Bạn không thể sử dụng vật phẩm Chuyển đổi và Phát sáng cùng một lúc.
TEXTCLIENT_NOTUSESKILL_ITEMUSE,You used the same item earlier. Try again after its effects have worn off.,Bạn đã sử dụng cùng một vật phẩm trước đó. Hãy thử lại sau khi tác dụng của nó đã hết.
TEXTCLIENT_COUPLERING_ERR01,You have engraved the name '%s' on this ring. Give it to your sweetheart!,Bạn đã khắc tên '%s' trên chiếc nhẫn này. Tặng nó cho người yêu của bạn!
TEXTCLIENT_COUPLERING_CARVE,An engraving reads '%s'. Give it to your sweetheart!,Bản khắc ghi là '%s'. Tặng nó cho người yêu của bạn!
TEXTCLIENT_COUPLERING_NOTONLINE,The player with the name engraved on this ring is offline.,Người chơi có tên được khắc trên chiếc nhẫn này không trực tuyến.
TEXTCLIENT_COUPLERING_ERR02,You can not teleport to %s from here.,Bạn không thể truy cập %s từ đây.
TEXTCLIENT_COUPLERING_ERR03,You can not teleport to a player who is flying.,Bạn không thể đi đến những người đang bay.
TEXTCLIENT_RANDOMSCROLL_ERROR,This item can only be used on applicable weapons and armor.,Vật phẩm này chỉ có thể được sử dụng trên vũ khí và áo giáp hiện hành.
TEXTCLIENT_RANDOMSCROLL_CONFIRM,Do you want to apply a random stat upgrade to the following item?\n%s,Bạn có muốn áp dụng nâng cấp chỉ số ngẫu nhiên cho vật phẩm sau không?\n%s
TEXTCLIENT_RANDOMSCROLL_CONFIRM1,This will overwrite the previous random stat upgrade that was applied. Do you want to continue?,Điều này sẽ ghi đè nâng cấp chỉ số ngẫu nhiên trước đó đã được áp dụng. Bạn có muốn tiếp tục?
TEXTCLIENT_RANDOMSCROLL_SUCCESS,%s has been enchanted with %s +%d.,%s đã bị mê hoặc với %s +%d.
TEXTCLIENT_STATE_NOTUSE,You cannot use %s,Bạn không thể sử dụng %s
TEXTCLIENT_TRADE_NOTUSE,Trading,Giao dịch
TEXTCLIENT_TRADE_NOTUSE1,Because the person is trading.,Bởi vì có người đang giao dịch
TEXTCLIENT_DIE_NOTUSE,If the person is dead,Nếu người đang giao dịch đã chết
TEXTCLIENT_DIE_NOTUSE1,Because the person is dead,Bởi vì người đang giao dịch đã chết
TEXTCLIENT_VENDOR_NOTUSE,On opening a private shop,Mở một cửa hàng tư nhân
TEXTCLIENT_VENDOR_NOTUSE1,Because the person is on opening a private shop,Bởi vì người đó đang mở một cửa hàng tư nhân
TEXTCLIENT_ATTACK_NOTUSE,In Combat,trong cuộc chiến
TEXTCLIENT_ATTACK_NOTUSE1,Because the person is in combat.,Bởi vì có người đang chiến đấu.
TEXTCLIENT_FLY_NOTUSE,On flying,Đang bay
TEXTCLIENT_FLY_NOTUSE1,Because the person is flying.,Vì có người đang bay.
TEXTCLIENT_DUEL_NOTUSE,In Duel,Trong cuộc đấu tay đôi
TEXTCLIENT_DUEL_NOTUSE1,Because the person is in duel.,Bởi vì người đó đang đấu tay đôi.
TEXTCLIENT_GAME_EVENT_WORLD_NOTUSE,In event area,Trong khu vực sự kiện
TEXTCLIENT_PRISON_WORLD_NOTUSE,In Kebaras,Ở Kebaras
TEXTCLIENT_SUMMON_FRIEND_MY_NOUSE,You can not use item to yourself.,Bạn không thể sử dụng vật phẩm cho chính mình.
TEXTCLIENT_SUMMONFRIEND_NOUSER,%s is offline.,%s không trực tuyến
TEXTCLIENT_SUMMONFRIEND_NOTFRIEND,This player is not your friend or is blocked.,Người chơi này không phải là bạn của bạn hoặc bị chặn.
TEXTCLIENT_STATE_NOTSUMMON,You cannot summon %s,Bạn không thể triệu tập %s
TEXTCLIENT_STATE_NOTSUMMONOK,You cannot accept %s,Bạn không thể chấp nhận %s
TEXTCLIENT_WORLD_NOTUSE,Because you are in different areas,Bởi vì bạn ở những khu vực khác nhau
TEXTCLIENT_DUNGEON_NOTUSE,Because you are in a dungeon,Bởi vì bạn đang ở trong ngục tối
TEXTCLIENT_SUMMONFRIEND_CONFIRM,You have asked to summon %s,Bạn đã yêu cầu triệu tập %s
TEXTCLIENT_SUMMON_FRIEND_CANCEL,%s has cancelled the summon.,%s đã hủy lệnh triệu hồi.
TEXTCLIENT_SUMMONFRIEND_NOITEM,You don't have %s. You cannot summon %s.,Bạn không có %s. Bạn không thể triệu hồi %s.
TEXTCLIENT_SUMMON_SUCCESS1,You are summoned to %s,Bạn được triệu tập đến %s
TEXTCLIENT_SUMMON_SUCCESS,%s is summoned,%s được triệu tập
TEXTCLIENT_SUMMONPARTY_NOTTIME,You can not go.,Bạn không thể đi.
TEXTCLIENT_TROUPECREATE,Only the party leader can use this function.,Chỉ trưởng nhóm mới có thể sử dụng chức năng này.
TEXTCLIENT_ITEM_TRANSY,This item is not available. Please input another item.,Vật phẩm này không có sẵn. Vui lòng nhập một vật phẩm khác.
TEXTCLIENT_ITEM_TRANSY_NOT_LEVEL,Only %d-%d level items are usable.,Chỉ có thể sử dụng các vật phẩm cấp%d-%d.
TEXTCLIENT_ITEM_TRANSY_SUCCESS,The change from %s to %s was successful.,Thay đổi từ %s thành %s đã thành công.
TEXTCLIENT_GUILDCREATE,Only the guild master can use this function.,Chỉ có Bang chủ mới có thể sử dụng chức năng này.
TEXTCLIENT_CHANGENAME,Player name successfully changed.,Tên người chơi đã được thay đổi thành công.
TEXTCLIENT_MAP_MARK_MAX_NUMBER,You can't save your position any more. Please arrange your saved postion first and try again.,Bạn không thể lưu vị trí của mình nữa. Vui lòng sắp xếp vị trí đã lưu của bạn trước và thử lại.
TEXTCLIENT_UPGRADE_ERROR_NOUNICK,You cannot upgrade a unique item.,Bạn không thể nâng cấp một vật phẩm duy nhất.
TEXTCLIENT_NOTEQUALELEM,The attribute of %s and the applied attribute of the item are not the same.,Thuộc tính %s và thuộc tính áp dụng của vật phẩm không giống nhau.
TEXTCLIENT_NOTELEMENT,The attribute has not been applied to the selected item. Please finish the attribute refining first.,Thuộc tính chưa được áp dụng cho vật phẩm đã chọn. Vui lòng hoàn thành việc tinh chỉnh thuộc tính trước.
TEXTCLIENT_ALREADYELEM,Charge attribute has already been applied.,Thuộc tính đột kích đã được áp dụng.
TEXTCLIENT_REMOVEELEMENT,The attribute of the selected item has been deleted.,Thuộc tính của vật phẩm đã chọn đã bị xóa.
TEXTCLIENT_CHATSAMETEXT,Unable to enter the same sentence twice in a row.,Không thể nhập cùng một câu hai lần liên tiếp.
TEXTCLIENT_ERROR_CHATTING_1,The last message could not be transmitted due to chat spam limitations.,Không thể truyền tin nhắn cuối cùng do giới hạn về spam trò chuyện.
TEXTCLIENT_ERROR_CHATTING_3,Currently your chat has been blocked.(Remaining: %d minute %d second),Hiện tại cuộc trò chuyện của bạn đã bị chặn. (Còn lại: %d phút %d giây)
TEXTCLIENT_LIMIT_SHOUT,Shouting is only allowed 5 times per 60 seconds.,Chỉ được phép hét lên 5 lần mỗi 60 giây.
TEXTCLIENT_LIMIT_FULL_SHOUT,Shouting with Full Shout is only allowed once every 2 minutes.,Chỉ được phép hét với Hét Trọn Vẹn 2 phút một lần.
TEXTCLIENT_GUILDCOMBAT_NOT_GUILD_LEADER,You are not in a guild or are not the Guild Master.,Bạn không có Bang Hội hoặc bạn không phải là Bang Chủ
TEXTCLIENT_GUILDCOMBAT_REQUESTEND,Guild Siege is closed.,Guild Siege đã đóng.
TEXTCLIENT_GUILDCOMBAT_REQUEST_LEVEL,Your guild must be at least level %d to apply for the Guild Siege.,Cấp độ bang hội của bạn phải đạt ít nhất %d để đăng ký bao vây.
TEXTCLIENT_GUILDCOMBAT_REQUEST_BASEPENYA,It will cost you at least %d Penya to apply to the siege.,Bạn sẽ mất ít nhất %d penya để áp dụng cho cuộc bao vây
TEXTCLIENT_GUILDCOMBAT_REQUEST_PENYA,It will cost you %d Penya to apply to the siege.,Bạn sẽ phải trả %d penya để áp dụng cho cuộc bao vây.
TEXTCLIENT_GUILDCOMBAT_REQUEST_NOTPENYA,You can apply to the guild siege if you have the required Penya.,Bạn có thể áp dụng để bao vây bang hội nếu bạn có Penya cần thiết.
TEXTCLIENT_GUILDCOMBAT_APP_CONFIRM,Your previous bid was %d Penya. You have added %d Penya to increase your bid.,Bạn đã yêu cầu %d penya trước. Và sau đó bạn yêu cầu thêm %d penya.
TEXTCLIENT_GUILDCOMBAT_REQUEST_GUILDCOMBAT,You have successfully applied to the Guild Siege.,Bạn đã áp dụng thành công cuộc bao vây bang hội. Bạn có thể tổ chức nhập Bang hội từ 5 giờ chiều (PST) vào thứ Bảy hàng tuần.
TEXTCLIENT_GUILDCOMBAT_APP,Registration for Guild Siege has finished.,Đăng ký bao vây bang hội đã hoàn tất.
TEXTCLIENT_GUILDCOMBAT_NOT_USE,You cannot use it right now.,Bạn không thể sử dụng nó ngay bây giờ.
TEXTCLIENT_GUILDCOMBAT_NOTAPP,You did not apply for the Guild Siege.,Bạn đã không đăng ký Guild Siege.
TEXTCLIENT_GUILDCOMBAT_EXPENSE_RETURN,The application fee has been refunded.,Phí đăng ký sẽ được hoàn lại khi bạn không tham gia cuộc bao vây bang hội.
TEXTCLIENT_GUILDCOMBAT_CANCEL,Your guild's application for the Guild Siege has been canceled.,Cuộc bao vậy ban hội mà bạn tham gia đã bị hủy
TEXTCLIENT_GC_CANCELREQUEST,Guild Siege Application Refund,Hoàn vốn Penya
TEXTCLIENT_GC_CANCELREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application has been canceled, and the application fee has been refunded. Please note that a 20% commission has been deducted.\nHave a nice day!",Xin chào. Tôi là người quản lý bang hội tên là Donaris.\nTôi sẽ trả lại tiền cho bạn vì bạn đã đăng ký hủy. Tôi đã trích 20% như một khoản hoa hồng.\nChúc bạn ngày mới tốt lành!
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT,Today's Guild Siege will not be held due to lack of participants.,Today's Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_ENJOY,Have a good day!,Chúc bạn ngày mới tốt lành!
TEXTCLIENT_GUILDCOMBAT_JOIN_OK,You have qualified to enter the Guild Siege. Please complete your lineup setup in Flarine.,"Bạn đủ điều kiện để vào bao vây bang hội. Hãy hoàn thành ""xếp hàng cho cuộc bao vây bang hội"" ở Flaris ngay bây giờ."
TEXTCLIENT_GUILDCOMBAT_JOIN_CANCEL,"You did not qualify for this Guild Siege. Please try again next week. After the Guild Siege ends, you may reclaim the application fee in Flarine.","Bạn không đủ điều kiện. Hãy thử thách lại vào tuần sau. Sau khi hoàn thành guild siege, nhận phí đăng ký ở Flaris."
TEXTCLIENT_GUILDCOMBAT_OPEN_READY_MSG,The Guild Siege will begin soon. You will be automatically teleported to Flaris after %d seconds.,Bao vây bang hội sẽ sớm bắt đầu. Bạn sẽ được tự động dịch chuyển đến Flaris sau %d giây.
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG,You can now enter the Guild Siege arena through Franky in Flarine.,"Từ bây giờ, Franky ở Flarine có thể cho bạn vào đấu trường Bao vây bang hội"
TEXTCLIENT_GUILDCOMBAT_NOW_PLAYER_MAKEUP,You can now set up the Guild Siege lineup.,"Từ bây giờ, bạn có thể tổ chức lối vào bao vây bang hội"
TEXTCLIENT_GUILDCOMBAT_PLAYER_MAKEUP_FINISH,Lineup Setup Ends In,Thời gian tổ chức xếp hàng và chuẩn bị cho Bao vây bang hội
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE,Combat Starts In,Lịch bảo trì
TEXTCLIENT_GUILDCOMBAT_WAR_END,Combat Ends In,Kết thúc trận chiến
TEXTCLIENT_GUILDCOMBAT_EXIT_MSG,Teleporting to Flarine,Dịch chuyển đến Flaris
TEXTCLIENT_GUILDCOMBAT_JOIN_NOW,You can now enter the Guild Siege.,Chế độ Bao vây bang hội hiện đã có sẵn
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP,You cannot edit the lineup at this time.,"Hiện tại, bạn không thể sắp xếp một lối vào"
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP_FAIL,Your guild did not apply for the Guild Siege or was not accepted.,"Bạn đã không áp dụng cuộc bao vây bang hội hoặc, bạn không được chấp nhận tham gia cuộc bao vây bang hội."
TEXTCLIENT_GUILDCOMBAT_SELECTION_MAX,The number %d of people was exceeded.,Đã vượt quá số %d người.
TEXTCLIENT_GUILDCOMBAT_LIMIT_LEVEL_NOTICE,You should be over level %d for an entry.,Bạn phải trên cấp %d cho một mục nhập.
TEXTCLIENT_GUILDCOMBAT_ALREADY_ENTRY,Be registered. Register again.,Đã đăng ký. Đăng ký lại.
TEXTCLIENT_GUILDCOMBAT_MASTER_NOT_ASSIGN_DEFENDER,The Guild Master cannot be assigned as the Defender.,Bang chủ không thể là một người bảo vệ.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_MASTER,There is no Guild Master or Kingpin in the lineup.,Không có kingpin hoặc bang chủ trong tại lối vào
TEXTCLIENT_GUILDCOMBAT_NOT_ASSIGN_DEFENDER,No Defender has been assigned. Please select a Defender.,Không có hậu vệ. Chọn một hậu vệ.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_PLAYER,No participants have been selected. Please select participants.,Không có người tham gia. Chọn người tham gia.
TEXTCLIENT_GUILDCOMBAT_ENTER,The Guild Siege is now open.,Cuộc bao vây bang hội được tổ chức trong tuần này
TEXTCLIENT_GUILDCOMBAT_NOT_JOIN,Please join after a while.,Hãy tham gia sau một thời gian.
TEXTCLIENT_GUILDCOMBAT_NOT_OPEN,Preparations underway.,Công tác chuẩn bị đang được tiến hành.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_VAGRANT,Vagrants are not eligible for the Guild Siege. Please try again after your first job change.,Vagrant không đủ điều kiện để bao vây bang hội. Hãy thử lại sau khi thay đổi chức nghiệp đầu tiên của bạn.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_SPECIALIST,A character with third class is not eligible for Lv165 guild siege.,A character with third class is not eligible for Lv165 guild siege.
TEXTCLIENT_GUILDCOMBAT_WELCOME,Welcome to the Guild Siege.,Chào mừng bạn đến với Bao vây bang hội
TEXTCLIENT_GUILDCOMBAT_ZOOM_USE,You can zoom the camera using the [Scroll Lock] key.,Bạn có thể phóng to máy ảnh bằng cách nhấn phím [Scroll Lock].
