Key,English,Portuguese
PROPMOVER_TXT_000904,Iblis Dandysher,Iblis Dandysher
PROPMOVER_TXT_000906,Chitos,Chitos
PROPMOVER_TXT_000908,Clocks,Clocks
PROPMOVER_TXT_000910,Soldier Chimeradon,Quimeradon Soldado
PROPMOVER_TXT_000912,Brigadier Chimeradon,Quimeradon Brigadeiro
PROPMOVER_TXT_000914,Major Chimeradon,Quimeradon Major
PROPMOVER_TXT_000916,Lieutenant Chimeradon,Quimeradon Tenente
PROPMOVER_TXT_000918,General Chimeradon,Quimeradon General
PROPMOVER_TXT_000920,Private Bearnerky,Bearnerky Recruta
PROPMOVER_TXT_000922,Specialist Bearnerky,Bearnerky Especialista
PROPMOVER_TXT_000924,Sergeant Bearnerky,Bearnerky Sargento
PROPMOVER_TXT_000926,Captain Bearnerky,Bearnerky Capitão
PROPMOVER_TXT_000928,General Bearnerky,Bearnerky General
PROPMOVER_TXT_000930,Great Chef Muffrin,Chefe Muffrin Renomado
PROPMOVER_TXT_000932,Queen Popcrank,Popcrank Rainha
PROPMOVER_TXT_000934,Baby Polar Bear,Pequeno Urso Polar
PROPMOVER_TXT_000936,Polar Bear,Urso Polar
PROPMOVER_TXT_000946,Mailbox,Caixa Postal
PROPMOVER_TXT_000950,Blue Meteonyker,Blue Meteonyker
PROPMOVER_TXT_000954,Baby Penguin,Pinguim
PROPMOVER_TXT_000956,Baby Iguana,Iguana
PROPMOVER_TXT_000958,Baby Cobra,Cobrinha
PROPMOVER_TXT_000960,Egg,Ovo
PROPMOVER_TXT_000962,White Tiger,Tigre Branco
PROPMOVER_TXT_000966,Babari Lion,Leão-berbere
PROPMOVER_TXT_000970,Rabbit,Coelho
PROPMOVER_TXT_000974,Dragon,Dragão
PROPMOVER_TXT_000978,Unicorn,Unicórnio
PROPMOVER_TXT_000982,Old Fox,Raposa Antiga
PROPMOVER_TXT_000986,Griffin,Grifo
PROPMOVER_TXT_000987,Angel,Anjo
PROPMOVER_TXT_000988,King Crab,Caranguejo-Real
PROPMOVER_TXT_000996,Gambler,Apostador
PROPMOVER_TXT_000998,Hair Designer,Cabeleireiro
PROPMOVER_TXT_001000,Make-Up Artist,Maquiadora
PROPMOVER_TXT_001002,Pet Tamer,Domador
PROPMOVER_TXT_001010,Behemoth,Behemoth
PROPMOVER_TXT_001012,Hellion,Leão Infernal
PROPMOVER_TXT_001014,Jackalope,Jackalope
PROPMOVER_TXT_001016,Bahamut,Bahamute
PROPMOVER_TXT_001018,Nightmare,Pesadelo
PROPMOVER_TXT_001020,Reinecke,Reinecke
PROPMOVER_TXT_001022,Hippogryph,Hipogrifo
PROPMOVER_TXT_001024,Cute Frog,Sapinho
PROPMOVER_TXT_001026,Cute Hamburger,Hamburger Fofo
PROPMOVER_TXT_001028,Baby Turtle,Tartaruguinha
PROPMOVER_TXT_001034,Baby Chicken,Galinha
PROPMOVER_TXT_001036,Baby Cow,Vaquinha
PROPMOVER_TXT_001038,Baby Beagle,Beagle
PROPMOVER_TXT_001040,Baby Blue Dragon,Dragãozinho Azul
PROPMOVER_TXT_001042,Baby Hamster,Hamster
PROPMOVER_TXT_001044,Baby Horse,Pônei
PROPMOVER_TXT_001046,Baby Monkey,Macaquinho
PROPMOVER_TXT_001048,Baby Pig,Porquinho
PROPMOVER_TXT_001050,Baby Rabbit,Coelhinho
PROPMOVER_TXT_001052,Cute Lamb,Ovelhinha
PROPMOVER_TXT_001054,Baby Tiger,Pequeno Tigre
PROPMOVER_TXT_001076,Small Maid Cardpuppet,Cardpuppet Pequena
PROPMOVER_TXT_001078,Small Mia,Pequena Mia
PROPMOVER_TXT_001080,Baby Black Dragon,Dragãozinho Negro
PROPMOVER_TXT_001196,Baby Yetti,Yettinho
PROPMOVER_TXT_001300,[Guildwar Manager] Frankie,[Batalha de Guildas] Frankie
PROPMOVER_TXT_001302,[Guildwar Manager] Donaris,[Batalha de Guildas] Donaris
PROPMOVER_TXT_001304,[1vs1Guildwar Manager] Amos,[Batalha de Guildas 1vs1] Amos
PROPMOVER_TXT_001306,[1vs1Guildwar Manager] Annie,[Batalha de Guildas 1vs1] Annie
PROPMOVER_TXT_001308,[Arena Manager] Lay,[Supervisor da Arena] Ray
PROPMOVER_TXT_001310,Mayor,Prefeito
PROPMOVER_TXT_001318,English Bulldog,Buldogue Inglês
PROPMOVER_TXT_001320,Naughty Ghost,Fantasma
PROPMOVER_TXT_001322,Baby Fu Lion,"Shishi, o Leão Chinês"
PROPMOVER_TXT_001324,Smart Owl,Coruja Inteligente
PROPMOVER_TXT_001326,Patches,Patches
PROPMOVER_TXT_001328,Cute Robot,Robozinho
PROPMOVER_TXT_001330,Baby Bang,Banguinho
PROPMOVER_TXT_001332,Baby Panda,Pandinha
PROPMOVER_TXT_001334,Red Armored Tigar,Tigar Blindado Vermelho
PROPMOVER_TXT_001336,Blue Armored Tigar,Tigar Blindado Azul
PROPMOVER_TXT_001338,Yellow Armored Tigar,Tigar Blindado Amarelo
PROPMOVER_TXT_001446,Tommy Toucan,Zé Tucano
PROPMOVER_TXT_001452,Johnny Four-Wheels,Johnny Quatro-Rodas
PROPMOVER_TXT_001460,Tiny Tanuki,Pequeno Tanuki
PROPMOVER_TXT_001466,Inisis,Inisis
PROPMOVER_TXT_001496,Mini Santa,Noelzinho
PROPMOVER_TXT_001498,Mini Snowman,Bonequinho de Neve
PROPMOVER_TXT_001504,Little Lykan,Lykanzinho
PROPMOVER_TXT_001554,Joey,Joey
PROPMOVER_TXT_001556,Spike,Spike
PROPMOVER_TXT_001558,Lumia,Lumia
PROPMOVER_TXT_001560,Inspector Koko,Detetive Teddy
PROPMOVER_TXT_001564,Cheshire Cat,Gato Risonho
PROPMOVER_TXT_001566,The White Rabbit,O Coelho Branco
PROPMOVER_TXT_001568,Tiger Cub,Aoishiro
PROPMOVER_TXT_001586,Bone Golem,Golem Ossudo
PROPMOVER_TXT_001588,Mocomochi,Mocomochi
PROPMOVER_TXT_001590,Soul Dancer,Dançarino de Soul
PROPMOVER_TXT_001592,Clockworks Butler,Mordomo de Clockworks
PROPMOVER_TXT_001628,[Village Chief] Huntrang,[Chefe da Vila] Huntrang
PROPMOVER_TXT_001630,[Quest Office] Miorang,[Central de Quest] Miorang
PROPMOVER_TXT_001654,[Crackshooter Master] Meiarun,[Mestre Crackshooter] Meiarun
PROPMOVER_TXT_001656,[Arcanist Master] Howrang,[Mestre Arcanist] Howrang
PROPMOVER_TXT_001680,Cheirang,Cheirang
PROPMOVER_TXT_001714,[Rock Scissor Paper NPC] Demian,[Pedra-Papel-Tesoura] Demian
PROPMOVER_TXT_001716,Chameleon,Camaleão
PROPMOVER_TXT_001804,Braaaaains,Zumbi
PROPMOVER_TXT_001814,Male Zombie,Zumbi Masculino
PROPMOVER_TXT_001816,Female Zombie ,Zumbi Feminino
PROPMOVER_TXT_001826,Big Red,Vermelhão
PROPMOVER_TXT_002000,Buur,Buur
PROPMOVER_TXT_002002,Saphyryan,Saphyryan
PROPMOVER_TXT_002004,Gray Earl,Conde Cinzento
PROPMOVER_TXT_002006,Jack Frost,Pingente de Gelo
PROPMOVER_TXT_002008,Mr. Grinchie,Sr. Grinchie
PROPMOVER_TXT_002010,Rudolph,Rudolph
PROPMOVER_TXT_002020,[Development Supervisor] Kim,[Supervisor de Desenvolvimento] Kim
PROPMOVER_TXT_002026,Kuma,Kuma
PROPMOVER_TXT_002034,Usagi,Usagi
PROPMOVER_TXT_002036,Cooperative Donation NPC,NPC de Doação Cooperativa
PROPMOVER_TXT_002038,X900 EvilTron,Malvadão X900
PROPMOVER_TXT_002040,Mister Grizz,Senhor Grizz
PROPMOVER_TXT_002162,Lil' Potato,Batatinha
PROPMOVER_TXT_002166,Friendly Baby Kargo,Karguinho Amigável
PROPMOVER_TXT_002170,Charming Babushka Doll,Matriosca Encantadora
PROPMOVER_TXT_002232,Cute Baby Cat,Gatinha Fofinha
PROPMOVER_TXT_002234,Little Muran,Muranzinha
PROPMOVER_TXT_002236,Baby Buur,Buurzinho
PROPMOVER_TXT_002238,Baby Ripper,Pequeno Ceifador
PROPMOVER_TXT_002240,Baby Gray Earl,Conde Cinza
PROPMOVER_TXT_002242,Tamed Bolo,Bolo Bonzinho
PROPMOVER_TXT_002282,Pink Mocomochi Pet,Mocomochi Rosa
PROPMOVER_TXT_002284,Rainbow Mocomochi Pet,Mocomochi Arco-íris
PROPMOVER_TXT_002286,Black Bulldog Pet,Buldogue Preto
PROPMOVER_TXT_002288,Red Dragon Pet,Dragãozinho Vermelho
PROPMOVER_TXT_002292,Blue Snowman Pet,Boneco de Neve Azul
PROPMOVER_TXT_002142,Reonan,Reonan
PROPMOVER_TXT_002144,Nerco,Nerco
PROPMOVER_TXT_002146,Hael,Hael
PROPMOVER_TXT_002148,Handel,Handel
PROPMOVER_TXT_002150,Reodos,Reodos
PROPMOVER_TXT_002152,Zoro,Zoro
PROPMOVER_TXT_002154,Elaine,Elaine
PROPMOVER_TXT_002156,Ainher,Ainher
PROPMOVER_TXT_002158,Sury,Sury
PROPMOVER_TXT_002230,Earl Vermelho,Conde Vermelho
PROPMOVER_TXT_100000,Small Gorruda,Gorruda Pequeno
PROPMOVER_TXT_100001,Gorruda,Gorruda
PROPMOVER_TXT_100002,Captain Gorruda,Gorruda Capitão
PROPMOVER_TXT_100003,Giant Gorruda,Gorruda Gigante
PROPMOVER_TXT_100004,Young Fafnir,Jovem Fafnir
PROPMOVER_TXT_100005,Fafnir,Fafnir
PROPMOVER_TXT_100006,Grownup Fafnir,Fafnir Adulto
PROPMOVER_TXT_100007,Giant Fafnir,Fafnir Gigante
PROPMOVER_TXT_100008,Small Longwing,Longwing Pequeno
PROPMOVER_TXT_100009,Longwing,Longwing
PROPMOVER_TXT_100010,Captain Longwing,Longwing Capitão
PROPMOVER_TXT_100011,Giant Longwing,Longwing Gigante
PROPMOVER_TXT_100012,Neparuba,Neparuba
PROPMOVER_TXT_100013,Captain Neparuba,Neparuba Capitão
PROPMOVER_TXT_100014,Boss Neparuba,Neparuba Chefe
PROPMOVER_TXT_100015,Giant Neparuba,Neparuba Gigante
PROPMOVER_TXT_100016,Small Zenma,Zenma Pequeno
PROPMOVER_TXT_100017,Zenma,Zenma
PROPMOVER_TXT_100018,Captain Zenma,Zenma Capitão
PROPMOVER_TXT_100019,Giant Zenma,Zenma Gigante
PROPMOVER_TXT_100020,Small Zendros,Zendros Pequeno
PROPMOVER_TXT_100021,Zendros,Zendros
PROPMOVER_TXT_100022,Captain Zendros,Zendros Capitão
PROPMOVER_TXT_100023,Giant Zendros,Zendros Gigante
PROPMOVER_TXT_100024,Small Medumet,Medumet Pequeno
PROPMOVER_TXT_100025,Medumet,Medumet
PROPMOVER_TXT_100026,Captain Medumet,Medumet Capitão
PROPMOVER_TXT_100027,Giant Medumet,Medumet Gigante
PROPMOVER_TXT_100028,Training Dummy,Boneco de Treino
PROPMOVER_TXT_100029,Fire Training Dummy,[Fogo] Boneco de Treino
PROPMOVER_TXT_100030,Water Training Dummy,[Água] Boneco de Treino
PROPMOVER_TXT_100031,Earth Training Dummy,[Terra] Boneco de Treino
PROPMOVER_TXT_100032,Electric Training Dummy,[Eletricidade] Boneco de Treino
PROPMOVER_TXT_100033,Wind Training Dummy,[Vento] Boneco de Treino
PROPMOVER_TXT_100097,Violet Medumet,Medumet Violeta
PROPMOVER_TXT_100063,Violet Leyena,Leyena Violeta
PROPMOVER_TXT_100064,Violet Trangfoma,Trangfoma Violeta
PROPMOVER_TXT_100065,Violet Steam Walker,Andarilho a Vapor Violeta
PROPMOVER_TXT_100068,Violet Steel Knight,Cavaleiro de Aço Violeta
PROPMOVER_TXT_100069,Violet Nutty Wheel,Roda Maluca Violeta
PROPMOVER_TXT_100066,Violet Driller,Sondador Violeta
PROPMOVER_TXT_100067,Violet Volt,Volt Violeta
PROPMOVER_TXT_100070,Violet Elderguard,Guardião Ancião Violeta
PROPMOVER_TXT_100071,Violet Garbagespider,Lixeiranha Violeta
PROPMOVER_TXT_100072,Violet Crane Machinery,Máquina de Guindaste Violeta
PROPMOVER_TXT_100074,Violet Greemong,Greemong Violeta
PROPMOVER_TXT_100076,Violet Nuctuvehicle,Nuctuveículo Violeta
PROPMOVER_TXT_100075,Violet Carrierbomb,Carrierbomb Violeta
PROPMOVER_TXT_100073,Violet Syliaca,Syliaca Violeta
PROPMOVER_TXT_100078,Violet Zombiger,Zombiger Violeta
PROPMOVER_TXT_100077,Violet Risem,Risem Violeta
PROPMOVER_TXT_100086,Violet Grrr,Grrr Violeta
PROPMOVER_TXT_100091,Violet Dump,Dump Violeta
PROPMOVER_TXT_100085,Violet Nautrepy,Nautrepy Violeta
PROPMOVER_TXT_100082,Violet Boo,Boo Violeta
PROPMOVER_TXT_100079,Violet Hoppre,Hoppre Violeta
PROPMOVER_TXT_100088,Violet Mushpoie,Mushpoie Violeta
PROPMOVER_TXT_100081,Violet Iren,Iren Violeta
PROPMOVER_TXT_100080,Violet Watangka,Watangka Violeta
PROPMOVER_TXT_100087,Violet Antiquery,Antiquery Violeta
PROPMOVER_TXT_100083,Violet Luia,Luia Violeta
PROPMOVER_TXT_100089,Violet Gongury,Gongury Violeta
PROPMOVER_TXT_100084,Violet Shuhamma,Shuhamma Violeta
PROPMOVER_TXT_100092,Violet Kern,Kern Violeta
PROPMOVER_TXT_100090,Violet Glaphan,Glaphan Violeta
PROPMOVER_TXT_100094,Violet Chimeradon,Quimeradon Violeta
PROPMOVER_TXT_100095,Violet Bearnerky,Bearnerky Violeta
PROPMOVER_TXT_100093,Violet Chef Muffrin,Chef Muffrin Violeta
PROPMOVER_TXT_100096,Violet Popcrank,Popcrank Violeta
PROPMOVER_TXT_100034,Violet Aibatt,Aibatt Violeta
PROPMOVER_TXT_100035,Violet Mushpang,Mushpang Violeta
PROPMOVER_TXT_100036,Violet Burudeng,Burudeng Violeta
PROPMOVER_TXT_100038,Violet Pukepuke,Pukepuke Violeta
PROPMOVER_TXT_100037,Violet Peakyturtle,Peakyturtle Violeta
PROPMOVER_TXT_100039,Violet Demian,Demian Violeta
PROPMOVER_TXT_100040,Violet Doridoma,Doridoma Violeta
PROPMOVER_TXT_100041,Violet Lawolf,Lawolf Violeta
PROPMOVER_TXT_100043,Violet Fefern,Fefern Violeta
PROPMOVER_TXT_100042,Violet Nyangnyang,Nyangnyang Violeta
PROPMOVER_TXT_100044,Violet Bang,Bang Violeta
PROPMOVER_TXT_100099,Violet Mothbee,Maribelha Violeta
PROPMOVER_TXT_100098,Violet Flybrigen,Flybrigen Violeta
PROPMOVER_TXT_100100,Violet Rockepeller,Rockepeller Violeta
PROPMOVER_TXT_100106,Violet Zendros,Zendros Violeta
PROPMOVER_TXT_100104,Violet Neparuba,Neparuba Violeta
PROPMOVER_TXT_100105,Violet Zenma,Zenma Violeta
PROPMOVER_TXT_100103,Violet Longwing,Longwing Violeta
PROPMOVER_TXT_100102,Violet Fafnir,Fafnir Violeta
PROPMOVER_TXT_100101,Violet Gorruda,Gorruda Violeta
PROPMOVER_TXT_100058,Violet Tombstone Bearer,Portador de Lápide Violeta
PROPMOVER_TXT_100060,Violet Scorpicon,Scorpicon Violeta
PROPMOVER_TXT_100059,Violet Basque,Basque Violeta
PROPMOVER_TXT_100061,Violet Prankster,Prankster Violeta
PROPMOVER_TXT_100062,Violet Wheelem,Wheelem Violeta
PROPMOVER_TXT_100045,Violet Wagsaac,Wagsaac Violeta
PROPMOVER_TXT_100047,Violet Mia,Mia Violeta
PROPMOVER_TXT_100048,Violet Mr. Pumpkin,Sr. Abóbora Violeta
PROPMOVER_TXT_100049,Violet Red Mantis,Louva-deus Vermelho Violeta
PROPMOVER_TXT_100050,Violet Jack the Hammer,"Jack, o Martelo Violeta"
PROPMOVER_TXT_100051,Violet Giggle Box,Baú Risonho Violeta
PROPMOVER_TXT_100052,Violet Rock Muscle,Rock Muscle Violeta
PROPMOVER_TXT_100053,Violet Hobo,Hobo Violeta
PROPMOVER_TXT_100055,Violet Dumb Bull,Touro Tolo Violeta
PROPMOVER_TXT_100056,Violet Totemia,Totemia Violeta
PROPMOVER_TXT_100057,Violet Cardpuppet,Cardpuppet Violeta
PROPMOVER_TXT_100046,Violet Flybat,Flybat Violeta
PROPMOVER_TXT_100054,Violet Bucrow,Bucrow Violeta
PROPMOVER_TXT_100107,Baby Pink Cobra,Cobrinha Rosa
PROPMOVER_TXT_100108,Baby Giant Aibatt,Aibaittão
PROPMOVER_TXT_100109,Baby Glaphan,Glaphanzinho
PROPMOVER_TXT_100110,Baby Longwing,Longwinguinho
PROPMOVER_TXT_100111,Baby Saphyryan,Saphyryaninho
PROPMOVER_TXT_100112,Baby Mushpang,Mushpanguinho
PROPMOVER_TXT_100113,Baby Wagsaac,Wagsaackinho
PROPMOVER_TXT_100114,Baby Steel Knight,Cavaleirinho de Aço
PROPMOVER_TXT_100115,Baby Nautrepy,Nautrepynho
PROPMOVER_TXT_100116,Small Meteonyker,Meteonyker Pequeno
PROPMOVER_TXT_100117,Berserk Meteonyker,Meteonyker Furioso
PROPMOVER_TXT_100118,Cyclops X,Ciclope X
PROPMOVER_TXT_100119,Giant Cyclops X,Ciclope X Gigante
PROPMOVER_TXT_100120,Katamaw,Katamaw
PROPMOVER_TXT_100121,Zefus,Zefus
PROPMOVER_TXT_100122,Gruntizer,Gruntizer
PROPMOVER_TXT_100123,Obnis,Obnis
PROPMOVER_TXT_100124,Airon,Airon
PROPMOVER_TXT_100125,Kumah,Kumah
PROPMOVER_TXT_100126,Haom,Haom
PROPMOVER_TXT_100127,Scorched Meteonyker,Meteonyker Chamuscado
PROPMOVER_TXT_100128,Red Meteonyker,Meteonyker Vermelho
PROPMOVER_TXT_100129,Baby Zendros,Zendrinho
PROPMOVER_TXT_100130,Baby Dumb Bull,Tolinho
PROPMOVER_TXT_100131,Baby Bearnerky,Bearnerkynho
PROPMOVER_TXT_100132,Yetti,Yetti
PROPMOVER_TXT_100133,Mutant Yetti,Yetti Mutante
PROPMOVER_TXT_100134,Dark Yetti,Yetti Negro
PROPMOVER_TXT_100135,Mad Yetti,Yetti Furioso
PROPMOVER_TXT_100136,Violet Yetti,Yetti Violeta
PROPMOVER_TXT_100137,Augu,Augu
PROPMOVER_TXT_100138,Mutant Augu,Augu Mutante
PROPMOVER_TXT_100139,Ardent Augu,Augu Ardente
PROPMOVER_TXT_100140,Glacial Augu,Augu Glacial
PROPMOVER_TXT_100141,Violet Augu,Augu Violeta
PROPMOVER_TXT_100142,Ghost of the Forgotten Prince,Fantasma do Príncipe Esquecido
PROPMOVER_TXT_100143,Ghost of the Forgotten King,Fantasma do Rei Esquecido
PROPMOVER_TXT_100144,Ghost of the Forgotten Emperor,Fantasma do Imperador Esquecido
PROPMOVER_TXT_100145,Ghost of the Forgotten Overlord,Fantasma do Soberano Esquecido
PROPMOVER_TXT_100146,Violet Ghost of the Forgotten Monarch,Fantasma Violeta do Monarca Esquecido
PROPMOVER_TXT_100147,Mammoth,Mamute
PROPMOVER_TXT_100148,Cannibal Mammoth,Mamute Canibal
PROPMOVER_TXT_100149,Ancient Mammoth,Mamute Ancião
PROPMOVER_TXT_100150,Predator Mammoth,Mamute Predador
PROPMOVER_TXT_100151,Violet Mammoth,Mamute Violeta
PROPMOVER_TXT_100152,Gigaka,Gigaka
PROPMOVER_TXT_100153,Mawrang,Mawrang
PROPMOVER_TXT_100154,Miriun,Miriun
PROPMOVER_TXT_100155,Auxilior,Auxilior
PROPMOVER_TXT_100156,Blue Alien Octopus,Polvo Alienígena Azul
PROPMOVER_TXT_100157,Yellow Alien Octopus,Polvo Alienígena Amarelo
PROPMOVER_TXT_100158,Red Alien Octopus,Polvo Alienígena Vermelho
PROPMOVER_TXT_100159,White Alien Octopus,Polvo Alienígena Branco
PROPMOVER_TXT_100160,Green Alien Octopus,Polvo Alienígena Verde
PROPMOVER_TXT_100161,Black Alien Octopus,Polvo Alienígena Negro
PROPMOVER_TXT_100162,Baby Peakyturtle,Filhote de Peakyturtle
PROPMOVER_TXT_100163,Baby Rock Muscle,Rock Muscle Bebê
PROPMOVER_TXT_100164,Baby Giggle Box,Bauzinho Risonho
PROPMOVER_TXT_100165,Baby Totemia,Toteminha
PROPMOVER_TXT_100166,Baby Fafnir,Fafnirinho
PROPMOVER_TXT_100167,Baby Popcrank,Popcrankinho
PROPMOVER_TXT_100168,Rookie Cloudberry Carrier,Transportador Recruta de Baga Celeste
PROPMOVER_TXT_100169,Cloudberry Carrier,Transportador de Baga Celeste
PROPMOVER_TXT_100170,Lightberry Carrier,Transportador de Baga Clara
PROPMOVER_TXT_100171,Rookie Exoberry Carrier,Transportador Recruta de Baga Exótica
PROPMOVER_TXT_100172,Exoberry Carrier,Transportador de Baga Exótica
PROPMOVER_TXT_001068,Waforu,Waforu
PROPMOVER_TXT_001069,Mysterious Robed Girl,Garota de Túnica Misteriosa
PROPMOVER_TXT_001442,Lasa,Lasa
PROPMOVER_TXT_100173,Baby Giant Bang,Bangão
PROPMOVER_TXT_100174,Baby Burudeng,Burudenguinho
PROPMOVER_TXT_100175,Baby Iren,Ireninho
PROPMOVER_TXT_100176,Baby Mushpoie,Mushpoie Bebê
PROPMOVER_TXT_100177,Baby Flybrigen,Flybrigen Bebê
PROPMOVER_TXT_100178,Baby Nuctuvehicle,Mini Nuctuveículo
PROPMOVER_TXT_100179,Criminal Medumet,Medumet Criminoso
PROPMOVER_TXT_100180,Crystal Iphrine,Iphrine Cristal
PROPMOVER_TXT_100181,Yellow Teddy Bear,Ursinho Teddy Amarelo
PROPMOVER_TXT_100182,Blue Teddy Bear,Ursinho Teddy Azul
PROPMOVER_TXT_100183,Brown Teddy Bear,Ursinho Teddy Marrom
PROPMOVER_TXT_100184,Orange Teddy Bear,Ursinho Teddy Laranja
PROPMOVER_TXT_100185,Black Teddy Bear,Ursinho Teddy Preto
PROPMOVER_TXT_100186,White Teddy Bear,Ursinho Teddy Branco
PROPMOVER_TXT_100187,Baby Doridoma,Doridominha
PROPMOVER_TXT_100188,Baby Mothbee,Maribelhinha
PROPMOVER_TXT_100189,Baby Hobo,Hobinho
PROPMOVER_TXT_100190,Primgon,Primgon
PROPMOVER_TXT_100191,Blue Gummy Bear,Ursinho de Goma Azul
PROPMOVER_TXT_100192,Brown Gummy Bear,Ursinho de Goma Marrom
PROPMOVER_TXT_100193,Pink Gummy Bear,Ursinho de Goma Rosa
PROPMOVER_TXT_100194,Red Gummy Bear,Ursinho de Goma Vermelho
PROPMOVER_TXT_100195,Black Gummy Bear,Ursinho de Goma Preto
PROPMOVER_TXT_100196,White Gummy Bear,Ursinho de Goma Branco
PROPMOVER_TXT_100197,Baby Wild Rabbit,Coelho Selvagem
PROPMOVER_TXT_100198,Puppy,Cachorrinho
PROPMOVER_TXT_100199,Furious Mr. Pumpkin,Sr. Abóbora Furioso
PROPMOVER_TXT_100200,Deviant Mr. Pumpkin,Sr. Abóbora Divergente
PROPMOVER_TXT_100201,Baby Winged Sheep,Ovelha Alada
PROPMOVER_TXT_100202,Teddy Bear,Ursinho de Pelúcia
PROPMOVER_TXT_100203,Kitty with Yellow Umbrella,Gatinho com Guarda-chuva Amarelo
PROPMOVER_TXT_100204,Kitty with Green Umbrella,Gatinho com Guarda-chuva Verde
PROPMOVER_TXT_100205,Kitty with Pink Umbrella,Gatinho com Guarda-chuva Rosa
PROPMOVER_TXT_100206,Kitty with Purple Umbrella,Gatinho com Guarda-chuva Roxo
PROPMOVER_TXT_100207,Kitty with Beige Umbrella,Gatinho com Guarda-chuva Bege
PROPMOVER_TXT_100208,Kitty with Grey Umbrella,Gatinho com Guarda-chuva Cinza
PROPMOVER_TXT_100209,Halloween Ghost,Fantasma do Halloween
PROPMOVER_TXT_100210,Lord Big Muscle,"Lorde Musculão, o Assustador"
PROPMOVER_TXT_100211,Lord Krrr,"Lorde Krrr, o Amedrontador"
PROPMOVER_TXT_100212,Lord Mushmoot,"Lorde Mushmoot, o Horripilador"
PROPMOVER_TXT_100213,Lord Meteonyker,Lorde Meteonyker
PROPMOVER_TXT_100214,Lord Red Meteonyker,Lorde Meteonyker Vermelho
PROPMOVER_TXT_100215,Lord Pumpkin,Abóbora Lorde
PROPMOVER_TXT_100216,Lord Lykanos,Lorde Lykanos
PROPMOVER_TXT_100217,Lord Drakul,Lorde Drakul
PROPMOVER_TXT_100219,Lord Ripper,Ceifador Lorde
PROPMOVER_TXT_100220,Lord Mia,Lorde Mia
PROPMOVER_TXT_100221,Lord Iblis Leanes,Lorde Iblis Leanes
PROPMOVER_TXT_100222,Violet Halloween Puppet,Fantoche de Halloween Violeta
PROPMOVER_TXT_100223,Orange Halloween Puppet,Fantoche de Halloween Laranja
PROPMOVER_TXT_100224,Beige Halloween Puppet,Fantoche de Halloween Bege
PROPMOVER_TXT_100225,Pink Halloween Puppet,Fantoche de Halloween Rosa
PROPMOVER_TXT_100226,Grey Halloween Puppet,Fantoche de Halloween Cinza
PROPMOVER_TXT_100227,White Halloween Puppet,Fantoche de Halloween Branco
PROPMOVER_TXT_100228,Sport Pop Red Tiger,Tigre Esporte Pop Vermelho
PROPMOVER_TXT_100229,Sport Pop Blue Tiger,Tigre Esporte Pop Azul
PROPMOVER_TXT_100230,Sport Pop Green Tiger,Tigre Esporte Pop Verde
PROPMOVER_TXT_100231,Sport Pop Orange Tiger,Tigre Esporte Pop Laranja
PROPMOVER_TXT_100232,Sport Pop Pink Tiger,Tigre Esporte Pop Rosa
PROPMOVER_TXT_100233,Sport Pop Purple Tiger,Tigre Esporte Pop Roxo
PROPMOVER_TXT_100234,Purple Disco Poodle,Poodle da Discoteca Roxo
PROPMOVER_TXT_100235,Green Disco Poodle,Poodle da Discoteca Verde
PROPMOVER_TXT_100236,Orange Disco Poodle,Poodle da Discoteca Laranja
PROPMOVER_TXT_100237,Pink Disco Poodle,Poodle da Discoteca Rosa
PROPMOVER_TXT_100238,Black Disco Poodle,Poodle da Discoteca Preto
PROPMOVER_TXT_100239,Cyan Disco Poodle,Poodle da Discoteca Ciano
PROPMOVER_TXT_100240,Nine Tails,Nove Caudas
PROPMOVER_TXT_100241,Nero,Nero
PROPMOVER_TXT_100242,Thief Santa Monster,Monstro Papai Noel Impostor
PROPMOVER_TXT_100243,Grumpy elf,Duende Rabugento
PROPMOVER_TXT_100250,Blue Winter Pixie,Fada de Inverno Azul
PROPMOVER_TXT_100251,Green Winter Pixie,Fada de Inverno Verde
PROPMOVER_TXT_100252,Purple Winter Pixie,Fada de Inverno Roxa
PROPMOVER_TXT_100253,Cyan Winter Pixie,Fada de Inverno Ciano
PROPMOVER_TXT_100254,Black Winter Pixie,Fada de Inverno Negra
PROPMOVER_TXT_100255,White Winter Pixie,Fada de Inverno Branca
PROPMOVER_TXT_100256,Fu Lion King,Rei Leão Fu
PROPMOVER_TXT_100257,Black Winter Tiger,Tigrinho de Inverno Preto
PROPMOVER_TXT_100258,Pink Winter Tiger,Tigrinho de Inverno Rosa
PROPMOVER_TXT_100259,Green Winter Tiger ,Tigrinho de Inverno Verde
PROPMOVER_TXT_100260,Purple Winter Tiger ,Tigrinho de Inverno Roxo
PROPMOVER_TXT_100261,Orange Winter Tiger ,Tigrinho de Inverno Laranja
PROPMOVER_TXT_100262,Cyan Winter Tiger ,Tigrinho de Inverno Ciano
PROPMOVER_TXT_100263,Tonge,Tonge
PROPMOVER_TXT_100264,Fox,Raposa
PROPMOVER_TXT_100265,Mermaid Beauty,Bela Sereia
PROPMOVER_TXT_100266,Overgrown Shark,Tubarão Descomunal
PROPMOVER_TXT_100267,Grunt Gorilla,Gorila Grunhido
PROPMOVER_TXT_100268,Overgrown Spider,Aranha Descomunal
PROPMOVER_TXT_100269,Temple Guardian,O Guardião do Templo
