Key,English,Portuguese
TEXTCLIENT_BANKWRONGPASS,Wrong password. Please try again.,"Senha incorreta. Por favor, tente novamente."
TEXTCLIENT_BANKFULL,The bank is full.,O banco está cheio.
TEXTCLIENT_PK_LEVEL_GAP,Unable to duel. Level gap is more than 30.,Não é possível duelar. A diferença de nível é maior que 30.
TEXTCLIENT_PK_SAFETY_NO,You cannot duel in a safety zone.,Você não pode duelar em uma zona de segurança.
TEXTCLIENT_PK_SAME_NO,You can duel only if the other player is in the same place as you.,Você só pode duelar se o outro jogador estiver no mesmo lugar que você.
TEXTCLIENT_PK_CHANGEJOB_NO,You can only duel after your 1st job-change.,Você só pode duelar depois da sua 1ª troca de classe.
TEXTCLIENT_PK_PARTY_LIMIT,You cannot duel with party members.,Você não pode duelar com membros do grupo.
TEXTCLIENT_PK_MODE_REJECT,The other player is in duel rejection mode.,O outro jogador está no modo de rejeição de duelos.
TEXTCLIENT_DUELNO,%s refused to duel.,%s se recusou a duelar.
TEXTCLIENT_DUELSTART,Duel with %s started!,O duelo com %s começou!
TEXTCLIENT_DUELCANCEL,The duel has been cancelled.,O duelo foi cancelado.
TEXTCLIENT_PK_NO_IPARTYLEADER,You are not the Party leader.,Você não é o Líder do Grupo.
TEXTCLIENT_PK_NO_UPARTYLEADER,The other member is not the Party leader.,O outro membro não é o Líder do Grupo.
TEXTCLIENT_PK_NO_DUEL,You cannot duel with the other player currently.,Você não pode duelar com outro jogador no momento.
TEXTCLIENT_PDSTART,Duel has started with %s party.,O duelo com o grupo %s começou.
TEXTCLIENT_PVPLEAVE,"Party duel mode of %s was finished. If you join duel again, you will be penalized according to PK rules.","O modo de duelo do grupo de %s foi concluído. Se você entrar em um duelo novamente, será penalizado conforme as regras PK."
TEXTCLIENT_PDCANCEL,Duel has been cancelled.,O duelo foi cancelado.
TEXTCLIENT_PDVICTORY,You won the party duel.,Você venceu o duelo entre os grupos.
TEXTCLIENT_PDLOSE,You lost the party duel.,Você perdeu o duelo entre os grupos.
TEXTCLIENT_DONOTUSE_SHOP,You cannot use that item while using Hair Stylist or Plastic Surgeon.,Você não pode usar este item quando estiver usando o Cabelereiro ou o Cirurgião Plástico.
TEXTCLIENT_CASHSHOP_NOACCOUNT,You cannot use the Flyff Shop without account. Please link an account.,"Você não pode usar a Loja Flyff sem ter uma conta. Por favor, vincule uma conta."
TEXTCLIENT_CASHSHOP_INVALIDPRODUCT,This product is invalid.,Este produto é inválido.
TEXTCLIENT_CASHSHOP_SERVEROFFLINE,Cannot use Flyff Shop because the server is offline.,Não é possível usar a Loja Flyff porque o servidor está offline.
TEXTCLIENT_CASHSHOP_LACKCASH,You don't have enough money to purchase the item. Reload your account before purchasing.,Você não tem dinheiro suficiente para comprar o item. Recarregue sua conta antes de comprar.
TEXTCLIENT_CASHSHOP_PURCHASEEXCEED,You reached the maximum amount of purchases per character for this product.,Você atingiu a quantidade máxima de compras por personagem para este produto.
TEXTCLIENT_CASHSHOP_UNKNOWNERROR,"Unknown error, please try again.","Erro desconhecido, por favor tente novamente."
TEXTCLIENT_CASHSHOP_PURCHASESUCCESS,Thank you for your purchase! If the inventory is full please make room and login again to receive the item.,"Obrigado pela sua compra! Se o seu inventário estiver cheio, libere espaço e faça login novamente para receber o item."
TEXTCLIENT_CASHSHOP_INVALIDPLAYER,The player is invalid and cannot use Flyff Shop.,O jogador é inválido e não pode usar a Loja Flyff.
TEXTCLIENT_CASHSHOP_TIMEOVER,The operation is taking too much time. Please try again.,"A operação está demorando muito. Por favor, tente novamente."
TEXTCLIENT_FATHER,#cff0000ff I am your father!#nc,#cff0000ffI Eu sou seu pai!#nc
TEXTCLIENT_MOTHER,#cff0000ff I am your mother!#nc,#cff0000ffI Eu sou sua mãe!#nc
TEXTCLIENT_COMNOHAVECOM,Cannot cancel because you do not belong to a guild.,"Não é possível cancelar, pois você não pertence a uma guilda."
TEXTCLIENT_COMDELNOKINGPIN,Only the guild leader can disband the guild.,Apenas o líder da guilda pode separá-la.
TEXTCLIENT_GUILDWARREQLV6,Your guild level has to be higher than 5 to declare a guild duel.,"Para desafiar para um duelo de guildas, sua guilda deve ter um nível superior a 5."
TEXTCLIENT_GUILDWARSTILLNOWAR,Unable to declare war during guild duel.,Não é possível declarar guerra durante um duelo de guildas.
TEXTCLIENT_GUILDWARNOTHINGGUILD,That Guild does not exist.,A guilda não existe.
TEXTCLIENT_GUILDWAROTHERLV6,Unable to declare a guild duel. Opposing guild level is below 6.,Não é possível desafiar para um duelo de guildas. A guilda oponente tem um nível inferior a 6.
TEXTCLIENT_GUILDWARMASTEROFF,The opposing Guild Leader is offline.,O Mestre da guilda oponente está desconectado.
TEXTCLIENT_GUILDWARMEMBER10,The opposing guild must have at least 10 members.,"A guilda oponente deve ter, pelo menos, dez membros."
TEXTCLIENT_GUILDWAROTHERWAR,The other guild is already participating in a guild duel.,A outra guilda já está participando de um duelo de guildas.
TEXTCLIENT_GUILDWARDECLINED,Opposing guild leader declined the duel.,O Mestre da guilda oposta recusou o duelo.
TEXTCLIENT_GUILDWARNOFINDGUILD,Cannot find the guild that declared a guild duel.,Não é possível encontrar a guilda que desafiou para um duelo de guildas.
TEXTCLIENT_PK_NOFLIGHT_DURING,You cannot duel when only one player is flying.,Você não pode duelar quando apenas um jogador está voando.
TEXTCLIENT_GUILDWARERRORDUEL,You cannot duel during a guild duel.,Você não pode fazer isso durante um duelo de guildas.
TEXTCLIENT_GUILDWARSTART,A guild duel has started between %s Guild and %s Guild.,Um duelo entre as guildas %s e %s começou.
TEXTCLIENT_GUILDWARSTILL,A guild duel between %s Guild and %s Guild is in progress.,Um duelo entre as guildas %s e %s está em andamento.
TEXTCLIENT_GUILDWARDOING,You are at war with another guild.,Você está em guerra com outra guilda.
TEXTCLIENT_SHOUTAGREE,Shout messages allowed,Mensagens de grito permitidas
TEXTCLIENT_SHOUTREFUSE,Shout messages refused,Mensagens de grito recusadas
TEXTCLIENT_GUILDWARWIN_MASTER,A Guild Leader has been killed!,Um Líder de Guilda foi eliminado!
TEXTCLIENT_GUILDWARWIN_GIVEUP,Victory! Opponent guild has conceded.,Vitória! A guilda oponente se rendeu.
TEXTCLIENT_GUILDWARWIN_TIMEUP,Victory by default!,Vitória por desistência!
TEXTCLIENT_GUILDWARWIN_KILLNUM,Victory due to number of opponents killed!,Vitória por número de oponentes eliminados!
TEXTCLIENT_GUILDWARWIN,The guild duel between %s and %s has finished. The Guild %s has won. %s.,O duelo entre as guildas %s e %s terminou com a guilda %s vencendo com %s.
TEXTCLIENT_GUILDWARPEACE,%s and %s have agreed to a truce.,As guildas %s e %s concordaram em estabelecer uma trégua.
TEXTCLIENT_GUILDWARDRAW,The guild duel between %s and %s resulted in a tie.,O duelo entre as guildas %s e %s resultou em um empate.
TEXTCLIENT_GUILDWARNOETC,You are either not participating in a guild duel or have already given up.,Você não está participando de um duelo de guildas ou desistiu.
TEXTCLIENT_GUILDWARGIVEUP,%s of %s Guild has given up.,%s da guilda %s desistiu.
TEXTCLIENT_GUILDWARPEACEDECLINED,Opposing guild declined the truce.,A guilda oponente recusou a trégua.
TEXTCLIENT_GUILDWARDEAD,"A warrior of %s Guild, %s, has been killed.","Um guerreiro da Guilda %s,%s, foi eliminado."
TEXTCLIENT_DISGUISE_DNT_WING,You cannot use a Trans and Glow item at the same time.,Você não pode usar um item de Disfarce e Aura ao mesmo tempo.
TEXTCLIENT_NOTUSESKILL_ITEMUSE,You used the same item earlier. Try again after its effects have worn off.,"Você usou o mesmo item anteriormente. Após seus efeitos desaparecerem, tente novamente."
TEXTCLIENT_COUPLERING_ERR01,You have engraved the name '%s' on this ring. Give it to your sweetheart!,O nome %s foi esculpido neste anel. Dê para o seu amor!
TEXTCLIENT_COUPLERING_CARVE,An engraving reads '%s'. Give it to your sweetheart!,O nome de %s foi esculpido neste anel. Dê para o seu amor!
TEXTCLIENT_COUPLERING_NOTONLINE,The player with the name engraved on this ring is offline.,A pessoa cujo nome foi esculpido neste anel não está conectada.
TEXTCLIENT_COUPLERING_ERR02,You can not teleport to %s from here.,Você não pode ir para %s daqui.
TEXTCLIENT_COUPLERING_ERR03,You can not teleport to a player who is flying.,Você não pode ir até alguém que esteja voando.
TEXTCLIENT_RANDOMSCROLL_ERROR,This item can only be used on applicable weapons and armor.,O item pode ser usado somente para armas e armaduras.
TEXTCLIENT_RANDOMSCROLL_CONFIRM,Do you want to apply a random stat upgrade to the following item?\n%s,Você deseja aplicar um fortalecimento de atributo aleatório ao seguinte item?\n%s
TEXTCLIENT_RANDOMSCROLL_CONFIRM1,This will overwrite the previous random stat upgrade that was applied. Do you want to continue?,Isso substituirá o fortalecimento de atributo aleatório que foi aplicado anteriormente. Deseja continuar?
TEXTCLIENT_RANDOMSCROLL_SUCCESS,%s has been enchanted with %s +%d.,%s foi encantado com %s+%d.
TEXTCLIENT_STATE_NOTUSE,You cannot use %s,Você não pode usar %s
TEXTCLIENT_TRADE_NOTUSE,Trading,Negociar
TEXTCLIENT_TRADE_NOTUSE1,Because the person is trading.,Porque a pessoa está em uma negociação.
TEXTCLIENT_DIE_NOTUSE,If the person is dead,Se a pessoa está morta
TEXTCLIENT_DIE_NOTUSE1,Because the person is dead,Porque a pessoa está morta
TEXTCLIENT_VENDOR_NOTUSE,On opening a private shop,Na abertura de uma loja pessoal
TEXTCLIENT_VENDOR_NOTUSE1,Because the person is on opening a private shop,Porque a pessoa está abrindo uma loja pessoal
TEXTCLIENT_ATTACK_NOTUSE,In Combat,Em combate
TEXTCLIENT_ATTACK_NOTUSE1,Because the person is in combat.,Porque a pessoa está em combate.
TEXTCLIENT_FLY_NOTUSE,On flying,Em voo
TEXTCLIENT_FLY_NOTUSE1,Because the person is flying.,Porque a pessoa está em voo.
TEXTCLIENT_DUEL_NOTUSE,In Duel,Em duelo
TEXTCLIENT_DUEL_NOTUSE1,Because the person is in duel.,Porque a pessoa está em duelo.
TEXTCLIENT_GAME_EVENT_WORLD_NOTUSE,In event area,Na área do evento
TEXTCLIENT_PRISON_WORLD_NOTUSE,In Kebaras,Em Kebaras
TEXTCLIENT_SUMMON_FRIEND_MY_NOUSE,You can not use item to yourself.,Você não pode usar o item em você mesmo.
TEXTCLIENT_SUMMONFRIEND_NOUSER,%s is offline.,%s não está conectado.
TEXTCLIENT_SUMMONFRIEND_NOTFRIEND,This player is not your friend or is blocked.,Este jogador não é seu amigo ou está bloqueado.
TEXTCLIENT_STATE_NOTSUMMON,You cannot summon %s,Você não pode invocar %s
TEXTCLIENT_STATE_NOTSUMMONOK,You cannot accept %s,Você não pode aceitar %s
TEXTCLIENT_WORLD_NOTUSE,Because you are in different areas,Porque vocês estão em áreas diferentes
TEXTCLIENT_DUNGEON_NOTUSE,Because you are in a dungeon,Porque você está em uma masmorra
TEXTCLIENT_SUMMONFRIEND_CONFIRM,You have asked to summon %s,Você solicitou a invocação de %s.
TEXTCLIENT_SUMMON_FRIEND_CANCEL,%s has cancelled the summon.,%s cancelou a invocação.
TEXTCLIENT_SUMMONFRIEND_NOITEM,You don't have %s. You cannot summon %s.,"Você não tem %s. Portanto, não pode invocar %s."
TEXTCLIENT_SUMMON_SUCCESS1,You are summoned to %s,Você foi invocado pelo %s
TEXTCLIENT_SUMMON_SUCCESS,%s is summoned,%s foi invocado
TEXTCLIENT_SUMMONPARTY_NOTTIME,You can not go.,Você não pode ir.
TEXTCLIENT_TROUPECREATE,Only the party leader can use this function.,Apenas o líder do grupo pode utilizar essa função.
TEXTCLIENT_ITEM_TRANSY,This item is not available. Please input another item.,Este item não está disponível. Insira outro item.
TEXTCLIENT_ITEM_TRANSY_NOT_LEVEL,Only %d-%d level items are usable.,Apenas itens de nível %d~%d podem ser usados.
TEXTCLIENT_ITEM_TRANSY_SUCCESS,The change from %s to %s was successful.,A mudança de %s para %s foi efetuada com sucesso.
TEXTCLIENT_GUILDCREATE,Only the guild master can use this function.,Apenas o mestre da guilda pode usar esta função.
TEXTCLIENT_CHANGENAME,Player name successfully changed.,Nome de jogador alterado com sucesso.
TEXTCLIENT_MAP_MARK_MAX_NUMBER,You can't save your position any more. Please arrange your saved postion first and try again.,Você não pode mais salvar sua posição. Organize sua posição salva primeiro e tente novamente.
TEXTCLIENT_UPGRADE_ERROR_NOUNICK,You cannot upgrade a unique item.,Você não pode fortalecer um item exclusivo.
TEXTCLIENT_NOTEQUALELEM,The attribute of %s and the applied attribute of the item are not the same.,O atributo de %s e o atributo aplicado não são os mesmos.
TEXTCLIENT_NOTELEMENT,The attribute has not been applied to the selected item. Please finish the attribute refining first.,"O atributo não foi aplicado ao item selecionado. Por favor, termine o refinamento de atributos primeiro."
TEXTCLIENT_ALREADYELEM,Charge attribute has already been applied.,Mudança de atributo já foi aplicada.
TEXTCLIENT_REMOVEELEMENT,The attribute of the selected item has been deleted.,O atributo do item selecionado foi excluído.
TEXTCLIENT_CHATSAMETEXT,Unable to enter the same sentence twice in a row.,Não é possível digitar a mesma frase duas vezes seguidas.
TEXTCLIENT_ERROR_CHATTING_1,The last message could not be transmitted due to chat spam limitations.,A última mensagem não pôde ser transmitida devido a limitações de spam no chat.
TEXTCLIENT_ERROR_CHATTING_3,Currently your chat has been blocked.(Remaining: %d minute %d second),Seu chat está bloqueado no momento. [Tempo Restante: %d minuto(s) %d segundo(s)]
TEXTCLIENT_LIMIT_SHOUT,Shouting is only allowed 5 times per 60 seconds.,Gritar só é permitido 5 vezes a cada 60 segundos.
TEXTCLIENT_LIMIT_FULL_SHOUT,Shouting with Full Shout is only allowed once every 2 minutes.,Gritão só é permitido uma vez a cada 2 minutos.
TEXTCLIENT_GUILDCOMBAT_NOT_GUILD_LEADER,You are not in a guild or are not the Guild Master.,Ou você não tem uma guilda ou você não é o mestre da guilda.
TEXTCLIENT_GUILDCOMBAT_REQUESTEND,Guild Siege is closed.,A Batalha de Guildas está fechada.
TEXTCLIENT_GUILDCOMBAT_REQUEST_LEVEL,Your guild must be at least level %d to apply for the Guild Siege.,É necessário ter pelo menos nível de guilda %d para se inscrever na batalha.
TEXTCLIENT_GUILDCOMBAT_REQUEST_BASEPENYA,It will cost you at least %d Penya to apply to the siege.,Custará pelo menos %d penyas para se inscrever na batalha.
TEXTCLIENT_GUILDCOMBAT_REQUEST_PENYA,It will cost you %d Penya to apply to the siege.,Irá custar %d de penyas para se inscrever na batalha.
TEXTCLIENT_GUILDCOMBAT_REQUEST_NOTPENYA,You can apply to the guild siege if you have the required Penya.,Você pode se inscrever na batalha de guildas se tiver a Penya requerida.
TEXTCLIENT_GUILDCOMBAT_APP_CONFIRM,Your previous bid was %d Penya. You have added %d Penya to increase your bid.,Primeiro você solicitou %d Penyas. E então você solicitou %d Penyas adicionais.
TEXTCLIENT_GUILDCOMBAT_REQUEST_GUILDCOMBAT,You have successfully applied to the Guild Siege.,Você se inscreveu para a batalha de guildas com sucesso. Você pode organizar a sua equipe a partir das 17:00 (PST) todos os Sábados.
TEXTCLIENT_GUILDCOMBAT_APP,Registration for Guild Siege has finished.,A inscrição para a batalha de guildas terminou.
TEXTCLIENT_GUILDCOMBAT_NOT_USE,You cannot use it right now.,Você é possível usar neste momento.
TEXTCLIENT_GUILDCOMBAT_NOTAPP,You did not apply for the Guild Siege.,Você não se registrou para a Batalha de Guildas.
TEXTCLIENT_GUILDCOMBAT_EXPENSE_RETURN,The application fee has been refunded.,A taxa de inscrição é reembolsada quando houver falha na adesão da batalha de guildas.
TEXTCLIENT_GUILDCOMBAT_CANCEL,Your guild's application for the Guild Siege has been canceled.,A batalha de guildas ao qual você aderiu foi cancelada.
TEXTCLIENT_GC_CANCELREQUEST,Guild Siege Application Refund,Guild Siege Application Refund
TEXTCLIENT_GC_CANCELREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application has been canceled, and the application fee has been refunded. Please note that a 20% commission has been deducted.\nHave a nice day!","Olá. Me chamo Donaris, sou a responsável pelo gerenciamento das guildas.\nIrei devolver parte do seu dinheiro por causa do seu cancelamento. Eu deduzi 20% como comissão.\nTenha um bom dia!"
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT,Today's Guild Siege will not be held due to lack of participants.,Today's Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_ENJOY,Have a good day!,Tenha um bom dia!
TEXTCLIENT_GUILDCOMBAT_JOIN_OK,You have qualified to enter the Guild Siege. Please complete your lineup setup in Flarine.,"Você está apto a entrar na Batalha de Guildas. Por favor, defina a organização da equipe em Flarine."
TEXTCLIENT_GUILDCOMBAT_JOIN_CANCEL,"You did not qualify for this Guild Siege. Please try again next week. After the Guild Siege ends, you may reclaim the application fee in Flarine.","Você falhou na qualificação. Tente novamente na próxima semana. Após o fim da Batalha de Guildas, receba uma taxa de admissão de em Flarine."
TEXTCLIENT_GUILDCOMBAT_OPEN_READY_MSG,The Guild Siege will begin soon. You will be automatically teleported to Flaris after %d seconds.,A Batalha de Guildas será iniciada em breve. Você será teleportado(a) automaticamente para Flarine após %d segundo(s).
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG,You can now enter the Guild Siege arena through Franky in Flarine.,"De agora em diante, Frankie em Flarine pode permitir que você entre na arena da Batalha de Guildas."
TEXTCLIENT_GUILDCOMBAT_NOW_PLAYER_MAKEUP,You can now set up the Guild Siege lineup.,"De agora em diante, você pode organizar a equipe para a batalha de guildas."
TEXTCLIENT_GUILDCOMBAT_PLAYER_MAKEUP_FINISH,Lineup Setup Ends In,Tempo para organizar a equipe e se preparar para a Batalha de Guildas.
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE,Combat Starts In,Prepare-se! Iniciando batalha -
TEXTCLIENT_GUILDCOMBAT_WAR_END,Combat Ends In,Tempo Restante -
TEXTCLIENT_GUILDCOMBAT_EXIT_MSG,Teleporting to Flarine,Teleportando para Flaris
TEXTCLIENT_GUILDCOMBAT_JOIN_NOW,You can now enter the Guild Siege.,O modo de Batalha de Guildas está disponível.
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP,You cannot edit the lineup at this time.,"Por enquanto, você não pode organizar sua equipe."
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP_FAIL,Your guild did not apply for the Guild Siege or was not accepted.,Você não se inscreveu para a Batalha de Guildas ou não aceitou a participação na Batalha de Guildas.
TEXTCLIENT_GUILDCOMBAT_SELECTION_MAX,The number %d of people was exceeded.,O número de %d pessoas foi excedido.
TEXTCLIENT_GUILDCOMBAT_LIMIT_LEVEL_NOTICE,You should be over level %d for an entry.,Você deve estar em um nível superior a %d para entrar.
TEXTCLIENT_GUILDCOMBAT_ALREADY_ENTRY,Be registered. Register again.,Seja registrado. Registre-se novamente.
TEXTCLIENT_GUILDCOMBAT_MASTER_NOT_ASSIGN_DEFENDER,The Guild Master cannot be assigned as the Defender.,O Mestre da Guilda não pode ser o defensor.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_MASTER,There is no Guild Master or Kingpin in the lineup.,Não há um Chefe ou Mestre de Guilda na equipe.
TEXTCLIENT_GUILDCOMBAT_NOT_ASSIGN_DEFENDER,No Defender has been assigned. Please select a Defender.,Não há um Defensor. Selecione um Defensor.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_PLAYER,No participants have been selected. Please select participants.,Não há participantes. Selecione um participante.
TEXTCLIENT_GUILDCOMBAT_ENTER,The Guild Siege is now open.,A Batalha de Guildas será realizada essa semana.
TEXTCLIENT_GUILDCOMBAT_NOT_JOIN,Please join after a while.,"Por favor, junte-se após um tempo."
TEXTCLIENT_GUILDCOMBAT_NOT_OPEN,Preparations underway.,Preparações em andamento.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_VAGRANT,Vagrants are not eligible for the Guild Siege. Please try again after your first job change.,Não é permitido Vagrants na Batalha de Guildas. Tente novamente após escolher sua primeira classe.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_SPECIALIST,A character with third class is not eligible for Lv165 guild siege.,A character with third class is not eligible for Lv165 guild siege.
TEXTCLIENT_GUILDCOMBAT_WELCOME,Welcome to the Guild Siege.,Bem-vindo(a) à Batalha de Guildas.
TEXTCLIENT_GUILDCOMBAT_ZOOM_USE,You can zoom the camera using the [Scroll Lock] key.,Você pode dar zoom na câmera apertando a tecla [Scroll Lock].
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_MASTER,You are the Guild Master! Defeating the Defender grants 1 bonus point.,"Você é o Mestre da Guilda! Ao derrotar um Defensor, você receberá um bônus."
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_DEFENDER,"You are the Defender! If you are defeated, the enemy gains 1 bonus point.","Você é um Defensor! Se você for derrotado pelo inimigo, eles receberão um bônus."
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_GENERAL,Defeat your opponents for the glory of your guild! Defeating the Defender grants 1 bonus point.,"Derrote o seu oponente pela glória da sua guilda! Se derrotar um Defensor, você receberá um bônus."
TEXTCLIENT_GUILDCOMBAT_MASTER_MAP,You have entered the Guild Siege combat area!,"Parabéns, você recebeu o mapa da guilda!"
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE2,Combat will begin after the Preparation Phase. Prepare for battle!,O combate é iniciado logo após o período de preparo. Esteja pronto para a guerra!
TEXTCLIENT_GUILDCOMBAT_WAR,Start Combat,A Batalha Começou!
TEXTCLIENT_GUILDCOMBAT_POINT_MASTER,The Guild Master has gained %d points!,O mestre da guilda fez um abate e ganhou %d!
TEXTCLIENT_GUILDCOMBAT_POINT_GENERAL,Your guild has gained %d points!,Sua guilda fez um abate e ganhou %d!
TEXTCLIENT_GUILDCOMBAT_POINT_DEFENDER,Your defender is dead! %s guild has gained an extra point!,Seu defensor foi eliminado! A guilda %s ganhou pontos!
TEXTCLIENT_GUILDCOMBAT_POINT_REVIVAL,You gained %d resurrection points!,You gained %d resurrection points!
TEXTCLIENT_GUILDCOMBAT_WRONG_CHANNEL,You must be connected on Channel 1 to enter the Guild Siege.,Você deve estar conectado no Canal 1 para entrar na Batalha de Guildas.
TEXTCLIENT_GUILDCOMBAT_END,The Guild Siege has ended.,A Batalha de Guildas terminou.
TEXTCLIENT_GUILDCOMBAT_WINNER,This week's winning guild: %s.,A Guilda %s é a grande vencedora desta semana!
TEXTCLIENT_GUILDCOMBAT_WINNER1,MVP: %s.,%s é o MVP!
TEXTCLIENT_GUILDCOMBAT_WINNER2,Congratulations!,Parabéns!
TEXTCLIENT_GUILDCOMBAT_JOIN_LIMIT_TIME,Entry Phase Ends In,A Batalha de Guildas irá começar em
TEXTCLIENT_GUILDCOMBAT_NOT_INVITATION_GUILD,You can not invite someone to the guild while in Guild Siege.,Você não pode convidar alguém para a guilda durante a Batalha de Guildas.
TEXTCLIENT_GUILDCOMBAT_NOT_DISSOLVE_GUILD,You can disband a guild that has applied for a Guild Siege.,Você pode dispersar (disband) uma guilda que se inscreveu para a Batalha de guildas.
TEXTCLIENT_GUILDCOMBAT_NOT_LEAVE_GUILD,You can not quit from a guild while in Guild Siege.,Você não pode sair de uma guilda durante a Batalha de guildas.
TEXTCLIENT_GUILDCOMBAT_NO_MEMBER,Unable to use the member management function during Guild Siege.,Incapaz de usar a função de gerenciamento de membros durante a Batalha de Guildas.
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_LOGO,You cannot change your guild logo during Guild Siege.,Você não pode alterar a logo da guilda durante a Batalha de Guildas.
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_NAME,You cannot change your guild name during Guild Siege.,Você não pode alterar o nome da guilda durante a Batalha de Guildas.
TEXTCLIENT_GUILDCOMBAT_NOT_WAR,Unable to declare war during Guild Siege.,Incapaz de declarar guerra durante a Batalha de Guildas.
TEXTCLIENT_EVENT_STANDS_NOTUSEITEM,You cannot use items during the event.,Você não pode usar itens durante o evento.
TEXTCLIENT_EVENT_STANDS_NOTUSESKILL,You cannot use skills during the event.,Você não pode usar habilidades durante o evento.
TEXTCLIENT_EVENT_STANDS_NOTENCHANT,You cannot enchant during the event.,Você não pode encantar durante o evento.
TEXTCLIENT_EVENT_STANDS_NOTSHOUT,You cannot shout during the event.,Você não pode gritar durante o evento.
TEXTCLIENT_GUILDCOMBAT_NOT_GETITEM,That is unavailable during the Guild Siege.,Isso não está disponível durante a Batalha de Guildas.
TEXTCLIENT_GC_NOTREQUEST,Guild Siege Application Refund,Reembolso por falha de propostas para a Batalha de Guildas
TEXTCLIENT_GC_NOTREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application was unsuccessful, and the application fee has been refunded. Please note that a 2% commission has been deducted.\nWe hope to see you at the Guild Siege again.\nHave a nice day!","Olá. Eu sou a supervisora de guildas, Donaris.\nEu lhe darei parte do seu dinheiro de volta. Eu deduzi 2% como comissão.\nEspero te ver na Batalha de Guildas novamente.\nObrigada por seu interesse!"
TEXTCLIENT_GUILDCOMBAT_NOT_MVP,"You have already claimed the MVP reward, or you are not the MVP.","Você já recebeu o dinheiro do prêmio de MVP, ou você não é o MVP."
TEXTCLIENT_GUILDCOMBAT_JACKPOT_LIMIT,The Penya reward could not be delivered because it would exceed your inventory limit. Please contact a GM through helpshift to receive your reward. We apologize for the inconvenience.,"Como a quantia excede a quantidade de penya do inventário após adicionar o prêmio em dinheiro da batalha de guildas, por favor, peça para receber o prêmio em dinheiro ao GM no site. Desculpe pelo transtorno."
TEXTCLIENT_GUILDCOMBAT_MVP_PENYA,You have received %d Penya as the MVP. Congratulations!,Você recebeu %d de penyas como prêmio por ser MVP. Parabéns!
TEXTCLIENT_GUILDCOMBAT_WINNER_NOT_GUILD,"You have already received the reward, or you are not eligible to reclaim the application fee.",Você já recebeu o dinheiro do prêmio ou não é você quem deve receber a taxa de inscrição de volta.
TEXTCLIENT_GUILDCOMBAT_JACKPOT,You have received %d Penya as a Guild Siege reward. Congratulations!,Você recebeu %d de penyas como prêmio pela batalha de guildas. Parabéns!
TEXTCLIENT_GUILDCOMBAT_JACKPOT_CANCEL,You received %d Penya minus the amount you paid for the application.,Você recebeu %d de penyas menos o valor pago pela inscrição. 
TEXTCLIENT_BEAUTYSHOP_DISGUISE,You can't use this while a transy is in use.,Você não pode usar isso enquanto estiver com disfarce.
TEXTCLIENT_BANNED,This account is banned. Contact FlyFF Support for assistance.,Esta conta está banida. Contate o FlyFF Support para mais informações.
TEXTCLIENT_FORBIDDEN_AREA,You cannot go this way.,Você não pode ir por este caminho.
TEXTCLIENT_ACCOUNTNOTVERIFIED,Your account is not verified. Please check your mailbox.,"Sua conta não está verificada. Por favor, cheque sua caixa de entrada."
TEXTCLIENT_ACCOUNTBLOCKED,This character is blocked and cannot be accessed. Please contact the Flyff Universe customer service for more information.,Este personagem está bloqueado e não pode ser acessado. Entre em contato com o atendimento ao cliente do Flyff Universe para obter mais informações.
TEXTCLIENT_RECONNECT_QUESTION,Do you want to try to reconnect?,Deseja tentar a reconexão?
TEXTCLIENT_ROSHAMBO_STARTGUID1,You need a Rock-Paper-Scissors Coupon in order to play.,Você precisa de um cupom de Pedra-Papel-Tesoura para jogar.
TEXTCLIENT_MINIGAME_USING,You are playing a game now!,Você está jogando agora!
TEXTCLIENT_MINIGAME_ITEM_POST,Item / Penya was sent to your mailbox.,O Item / Penya foi enviado para sua caixa de correio.
TEXTCLIENT_ERROR_TRYLATER,Please try again later,"Por favor, tente novamente mais tarde"
TEXTCLIENT_ERROR_LACKITEM,You don't have the right item.,Você não tem o item certo.
TEXTCLIENT_EXCHANGE_SUCCESS,You have received %s x%d.,Você recebeu %s x%d.
TEXTCLIENT_REAPITEM_EVENT,You have received %s as a reward!,Você recebeu %s como recompensa!
