Key,English,Portuguese
ACHIEVEMENT_KILL_STEAMWALKER_LVL4,Steam Walker Slayer 4,Andarilho a Vapor Assassino 4
ACHIEVEMENT_KILL_STEAMWALKER_LVL5,Steam Walker Hunter,Andarilho a Vapor Caçador
ACHIEVEMENT_KILL_STEELKNIGHT_LVL1,Steel Knight Slayer 1,Cavaleiro de Aço Assassino 1
ACHIEVEMENT_KILL_STEELKNIGHT_LVL2,Steel Knight Slayer 2,Cavaleiro de Aço Assassino 2
ACHIEVEMENT_KILL_STEELKNIGHT_LVL3,Steel Knight Slayer 3,Cavaleiro de Aço Assassino 3
ACHIEVEMENT_KILL_STEELKNIGHT_LVL4,Steel Knight Slayer 4,Cavaleiro de Aço Assassino 4
ACHIEVEMENT_KILL_STEELKNIGHT_LVL5,Steel Knight Hunter,Cavaleiro de Aço Caçador
ACHIEVEMENT_KILL_ZOMBIGER_LVL1,Zombiger Slayer 1,Matador de Zombiger 1
ACHIEVEMENT_KILL_ZOMBIGER_LVL2,Zombiger Slayer 2,Matador de Zombiger 2
ACHIEVEMENT_KILL_ZOMBIGER_LVL3,Zombiger Slayer 3,Matador de Zombiger 3
ACHIEVEMENT_KILL_ZOMBIGER_LVL4,Zombiger Slayer 4,Matador de Zombiger 4
ACHIEVEMENT_KILL_ZOMBIGER_LVL5,Zombiger Hunter,Matador de Zombiger 1
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL1,Nuttywheel Slayer 1,Matador de Roda Maluca 1
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL2,Nuttywheel Slayer 2,Matador de Roda Maluca 2
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL3,Nuttywheel Slayer 3,Matador de Roda Maluca 3
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL4,Nuttywheel Slayer 4,Matador de Roda Maluca 4
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL5,Nuttywheel Hunter,Caçador de Roda Maluca
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL1,Nuctuvehicle Slayer 1,Matador de Nuctuveículo 1
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL2,Nuctuvehicle Slayer 2,Matador de Nuctuveículo 2
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL3,Nuctuvehicle Slayer 3,Matador de Nuctuveículo 3
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL4,Nuctuvehicle Slayer 4,Matador de Nuctuveículo 4
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL5,Nuctuvehicle Hunter,Caçador de Nuctuveículo
ACHIEVEMENT_KILL_DRILLER_LVL1,Driller Slayer 1,Matador de Sondador 1
ACHIEVEMENT_KILL_DRILLER_LVL2,Driller Slayer 2,Matador de Sondador 2
ACHIEVEMENT_KILL_DRILLER_LVL3,Driller Slayer 3,Matador de Sondador 3
ACHIEVEMENT_KILL_DRILLER_LVL4,Driller Slayer 4,Matador de Sondador 4
ACHIEVEMENT_KILL_DRILLER_LVL5,Driller Hunter,Caçador de Sondador
ACHIEVEMENT_KILL_RISEM_LVL1,Risem Slayer 1,Matador de Risem 1
ACHIEVEMENT_KILL_RISEM_LVL2,Risem Slayer 2,Matador de Risem 2
ACHIEVEMENT_KILL_RISEM_LVL3,Risem Slayer 3,Matador de Risem 3
ACHIEVEMENT_KILL_RISEM_LVL4,Risem Slayer 4,Matador de Risem 4
ACHIEVEMENT_KILL_RISEM_LVL5,Risem Hunter,Caçador de Risem
ACHIEVEMENT_KILL_GRRR_LVL1,Grrr Slayer 1,Matador de Grrr 1
ACHIEVEMENT_KILL_GRRR_LVL2,Grrr Slayer 2,Matador de Grrr 2
ACHIEVEMENT_KILL_GRRR_LVL3,Grrr Slayer 3,Matador de Grrr 3
ACHIEVEMENT_KILL_GRRR_LVL4,Grrr Slayer 4,Matador de Grrr 4
ACHIEVEMENT_KILL_GRRR_LVL5,Grrr Hunter,Caçador de Grrr
ACHIEVEMENT_KILL_VOLT_LVL1,Volt Slayer 1,Matador de Volt 1
ACHIEVEMENT_KILL_VOLT_LVL2,Volt Slayer 2,Matador de Volt 2
ACHIEVEMENT_KILL_VOLT_LVL3,Volt Slayer 3,Matador de Volt 3
ACHIEVEMENT_KILL_VOLT_LVL4,Volt Slayer 4,Matador de Volt 4
ACHIEVEMENT_KILL_VOLT_LVL5,Volt Hunter,Caçador de Volt
ACHIEVEMENT_KILL_ELDERGUARD_LVL1,Elderguard Slayer 1,Matador de Guardião Ancião 1
ACHIEVEMENT_KILL_ELDERGUARD_LVL2,Elderguard Slayer 2,Matador de Guardião Ancião 2
ACHIEVEMENT_KILL_ELDERGUARD_LVL3,Elderguard Slayer 3,Matador de Guardião Ancião 3
ACHIEVEMENT_KILL_ELDERGUARD_LVL4,Elderguard Slayer 4,Matador de Guardião Ancião 4
ACHIEVEMENT_KILL_ELDERGUARD_LVL5,Elderguard Hunter,Caçador de Guardião Ancião
ACHIEVEMENT_KILL_DUMP_LVL1,Dump Slayer 1,Matador de Dump 1
ACHIEVEMENT_KILL_DUMP_LVL2,Dump Slayer 2,Matador de Dump 2
ACHIEVEMENT_KILL_DUMP_LVL3,Dump Slayer 3,Matador de Dump 3
ACHIEVEMENT_KILL_DUMP_LVL4,Dump Slayer 4,Matador de Dump 4
ACHIEVEMENT_KILL_DUMP_LVL5,Dump Hunter,Caçador de Dump
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL1,Garbagespider Slayer 1,Matador de Lixeiranha 1
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL2,Garbagespider Slayer 2,Matador de Lixeiranha 2
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL3,Garbagespider Slayer 3,Matador de Lixeiranha 3
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL4,Garbagespider Slayer 4,Matador de Lixeiranha 4
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL5,Garbagespider Hunter,Caçador de Lixeiranha
ACHIEVEMENT_KILL_ZENMA_LVL1,Zenma Slayer 1,Matador de Zenma 1
ACHIEVEMENT_KILL_ZENMA_LVL2,Zenma Slayer 2,Matador de Zenma 2
ACHIEVEMENT_KILL_ZENMA_LVL3,Zenma Slayer 3,Matador de Zenma 3
ACHIEVEMENT_KILL_ZENMA_LVL4,Zenma Slayer 4,Matador de Zenma 4
ACHIEVEMENT_KILL_ZENMA_LVL5,Zenma Hunter,Caçador de Zenma
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL1,Crane Machinery Slayer 1,Matador de Máquina de Guindaste 1
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL2,Crane Machinery Slayer 2,Matador de Máquina de Guindaste 2
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL3,Crane Machinery Slayer 3,Matador de Máquina de Guindaste 3
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL4,Crane Machinery Slayer 4,Matador de Máquina de Guindaste 4
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL5,Crane Machinery Hunter,Caçador de Máquina de Guindaste
ACHIEVEMENT_KILL_NAUTREPY_LVL1,Nautrepy Slayer 1,Matador de Nautrepy 1
ACHIEVEMENT_KILL_NAUTREPY_LVL2,Nautrepy Slayer 2,Matador de Nautrepy 2
ACHIEVEMENT_KILL_NAUTREPY_LVL3,Nautrepy Slayer 3,Matador de Nautrepy 3
ACHIEVEMENT_KILL_NAUTREPY_LVL4,Nautrepy Slayer 4,Matador de Nautrepy 4
ACHIEVEMENT_KILL_NAUTREPY_LVL5,Nautrepy Hunter,Caçador de Neutrepy
ACHIEVEMENT_KILL_SYLIACA_LVL1,Syliaca Slayer 1,Matador de Syliaca 1
ACHIEVEMENT_KILL_SYLIACA_LVL2,Syliaca Slayer 2,Matador de Syliaca 2
ACHIEVEMENT_KILL_SYLIACA_LVL3,Syliaca Slayer 3,Matador de Syliaca 3
ACHIEVEMENT_KILL_SYLIACA_LVL4,Syliaca Slayer 4,Matador de Syliaca 4
ACHIEVEMENT_KILL_SYLIACA_LVL5,Syliaca Hunter,Caçador de Syliaca Hunter
ACHIEVEMENT_KILL_GREEMONG_LVL1,Greemong Slayer 1,Matador de Greemong 1
ACHIEVEMENT_KILL_GREEMONG_LVL2,Greemong Slayer 2,Matador de Greemong 2
ACHIEVEMENT_KILL_GREEMONG_LVL3,Greemong Slayer 3,Matador de Greemong 3
ACHIEVEMENT_KILL_GREEMONG_LVL4,Greemong Slayer 4,Matador de Greemong 4
ACHIEVEMENT_KILL_GREEMONG_LVL5,Greemong Hunter,Caçador de Greemong
ACHIEVEMENT_KILL_BOO_LVL1,Boo Slayer 1,Matador de Boo 1
ACHIEVEMENT_KILL_BOO_LVL2,Boo Slayer 2,Matador de Boo 2
ACHIEVEMENT_KILL_BOO_LVL3,Boo Slayer 3,Matador de Boo 3
ACHIEVEMENT_KILL_BOO_LVL4,Boo Slayer 4,Matador de Boo 4
ACHIEVEMENT_KILL_BOO_LVL5,Boo Hunter,Caçador de Boo
ACHIEVEMENT_KILL_CARRIERBOMB_LVL1,Carrierbomb Slayer 1,Matador de Carrierbomb 1
ACHIEVEMENT_KILL_CARRIERBOMB_LVL2,Carrierbomb Slayer 2,Matador de Carrierbomb 2
ACHIEVEMENT_KILL_CARRIERBOMB_LVL3,Carrierbomb Slayer 3,Matador de Carrierbomb 3
ACHIEVEMENT_KILL_CARRIERBOMB_LVL4,Carrierbomb Slayer 4,Matador de Carrierbomb 4
ACHIEVEMENT_KILL_CARRIERBOMB_LVL5,Carrierbomb Hunter,Caçador de Carrierbomb
ACHIEVEMENT_KILL_LONGWANG_LVL1,Longwing Slayer 1,Matador de Longwing 1
ACHIEVEMENT_KILL_LONGWANG_LVL2,Longwing Slayer 2,Matador de Longwing 2
ACHIEVEMENT_KILL_LONGWANG_LVL3,Longwing Slayer 3,Matador de Longwing 3
ACHIEVEMENT_KILL_LONGWANG_LVL4,Longwing Slayer 4,Matador de Longwing 4
ACHIEVEMENT_KILL_LONGWANG_LVL5,Longwing Hunter,Caçador de Longwing
ACHIEVEMENT_KILL_HOPPRE_LVL1,Hoppre Slayer 1,Matador de Hoppre 1
ACHIEVEMENT_KILL_HOPPRE_LVL2,Hoppre Slayer 2,Matador de Hoppre 2
ACHIEVEMENT_KILL_HOPPRE_LVL3,Hoppre Slayer 3,Matador de Hoppre 3
ACHIEVEMENT_KILL_HOPPRE_LVL4,Hoppre Slayer 4,Matador de Hoppre 4
ACHIEVEMENT_KILL_HOPPRE_LVL5,Hoppre Hunter,Caçador de Hoppre
ACHIEVEMENT_KILL_MUSHPOIE_LVL1,Mushpoie Slayer 1,Matador de Mushpoie 1
ACHIEVEMENT_KILL_MUSHPOIE_LVL2,Mushpoie Slayer 2,Matador de Mushpoie 2
ACHIEVEMENT_KILL_MUSHPOIE_LVL3,Mushpoie Slayer 3,Matador de Mushpoie 3
ACHIEVEMENT_KILL_MUSHPOIE_LVL4,Mushpoie Slayer 4,Matador de Mushpoie 4
ACHIEVEMENT_KILL_MUSHPOIE_LVL5,Mushpoie Hunter,Caçador de Mushpoie
ACHIEVEMENT_KILL_IREN_LVL1,Iren Slayer 1,Matador de Iren 1
ACHIEVEMENT_KILL_IREN_LVL2,Iren Slayer 2,Matador de Iren 2
ACHIEVEMENT_KILL_IREN_LVL3,Iren Slayer 3,Matador de Iren 3
ACHIEVEMENT_KILL_IREN_LVL4,Iren Slayer 4,Matador de Iren 4
ACHIEVEMENT_KILL_IREN_LVL5,Iren Hunter,Caçador de Iren
ACHIEVEMENT_KILL_WATANGKA_LVL1,Watangka Slayer 1,Matador de Watangka 1
ACHIEVEMENT_KILL_WATANGKA_LVL2,Watangka Slayer 2,Matador de Watangka 2
ACHIEVEMENT_KILL_WATANGKA_LVL3,Watangka Slayer 3,Matador de Watangka 3
ACHIEVEMENT_KILL_WATANGKA_LVL4,Watangka Slayer 4,Matador de Watangka 4
ACHIEVEMENT_KILL_WATANGKA_LVL5,Watangka Hunter,Caçador de Watangka
ACHIEVEMENT_KILL_FAFNIR_LVL1,Fafnir Slayer 1,Matador de Fafnir 1
ACHIEVEMENT_KILL_FAFNIR_LVL2,Fafnir Slayer 2,Matador de Fafnir 2
ACHIEVEMENT_KILL_FAFNIR_LVL3,Fafnir Slayer 3,Matador de Fafnir 3
ACHIEVEMENT_KILL_FAFNIR_LVL4,Fafnir Slayer 4,Matador de Fafnir 4
ACHIEVEMENT_KILL_FAFNIR_LVL5,Fafnir Hunter,Caçador de Fafnir
ACHIEVEMENT_KILL_ANTIQUERY_LVL1,Antiquery Slayer 1,Matador de Antiquery 1
ACHIEVEMENT_KILL_ANTIQUERY_LVL2,Antiquery Slayer 2,Matador de Antiquery 2
ACHIEVEMENT_KILL_ANTIQUERY_LVL3,Antiquery Slayer 3,Matador de Antiquery 3
ACHIEVEMENT_KILL_ANTIQUERY_LVL4,Antiquery Slayer 4,Matador de Antiquery 4
ACHIEVEMENT_KILL_ANTIQUERY_LVL5,Antiquery Hunter,Caçador de Antiquery
ACHIEVEMENT_KILL_LUIA_LVL1,Luia Slayer 1,Matador de Luia 1
ACHIEVEMENT_KILL_LUIA_LVL2,Luia Slayer 2,Matador de Luia 2
ACHIEVEMENT_KILL_LUIA_LVL3,Luia Slayer 3,Matador de Luia 3
ACHIEVEMENT_KILL_LUIA_LVL4,Luia Slayer 4,Matador de Luia 4
ACHIEVEMENT_KILL_LUIA_LVL5,Luia Hunter,Caçador de Luia
ACHIEVEMENT_KILL_GONGURY_LVL1,Gongury Slayer 1,Matador de Gongury 1
ACHIEVEMENT_KILL_GONGURY_LVL2,Gongury Slayer 2,Matador de Gongury 2
ACHIEVEMENT_KILL_GONGURY_LVL3,Gongury Slayer 3,Matador de Gongury 3
ACHIEVEMENT_KILL_GONGURY_LVL4,Gongury Slayer 4,Matador de Gongury 4
ACHIEVEMENT_KILL_GONGURY_LVL5,Gongury Hunter,Caçador de Gongury
ACHIEVEMENT_KILL_SHUHAMMA_LVL1,Shuhamma Slayer 1,Matador de Shuhamma 1
ACHIEVEMENT_KILL_SHUHAMMA_LVL2,Shuhamma Slayer 2,Matador de Shuhamma 2
ACHIEVEMENT_KILL_SHUHAMMA_LVL3,Shuhamma Slayer 3,Matador de Shuhamma 3
ACHIEVEMENT_KILL_SHUHAMMA_LVL4,Shuhamma Slayer 4,Matador de Shuhamma 4
ACHIEVEMENT_KILL_SHUHAMMA_LVL5,Shuhamma Hunter,Caçador de Shuhamma
ACHIEVEMENT_KILL_KERN_LVL1,Kern Slayer 1,Matador de Kern 1
ACHIEVEMENT_KILL_KERN_LVL2,Kern Slayer 2,Matador de Kern 2
ACHIEVEMENT_KILL_KERN_LVL3,Kern Slayer 3,Matador de Kern 3
ACHIEVEMENT_KILL_KERN_LVL4,Kern Slayer 4,Matador de Kern 4
ACHIEVEMENT_KILL_KERN_LVL5,Kern Hunter,Caçador de Kern
ACHIEVEMENT_KILL_GORRUDA_LVL1,Gorruda Slayer 1,Matador de Gorruda 1
ACHIEVEMENT_KILL_GORRUDA_LVL2,Gorruda Slayer 2,Matador de Gorruda 2
ACHIEVEMENT_KILL_GORRUDA_LVL3,Gorruda Slayer 3,Matador de Gorruda 3
ACHIEVEMENT_KILL_GORRUDA_LVL4,Gorruda Slayer 4,Matador de Gorruda 4
ACHIEVEMENT_KILL_GORRUDA_LVL5,Gorruda Hunter,Caçador de Gorruda
ACHIEVEMENT_KILL_GLAPHAN_LVL1,Glaphan Slayer 1,Matador de Glaphan 1
ACHIEVEMENT_KILL_GLAPHAN_LVL2,Glaphan Slayer 2,Matador de Glaphan 2
ACHIEVEMENT_KILL_GLAPHAN_LVL3,Glaphan Slayer 3,Matador de Glaphan 3
ACHIEVEMENT_KILL_GLAPHAN_LVL4,Glaphan Slayer 4,Matador de Glaphan 4
ACHIEVEMENT_KILL_GLAPHAN_LVL5,Glaphan Hunter,Caçador de Glaphan
ACHIEVEMENT_KILL_KIMERADON_LVL1,Chimeradon Slayer 1,Matador de Quimeradon 1
ACHIEVEMENT_KILL_KIMERADON_LVL2,Chimeradon Slayer 2,Matador de Quimeradon 2
ACHIEVEMENT_KILL_KIMERADON_LVL3,Chimeradon Slayer 3,Matador de Quimeradon 3
ACHIEVEMENT_KILL_KIMERADON_LVL4,Chimeradon Slayer 4,Matador de Quimeradon 4
ACHIEVEMENT_KILL_KIMERADON_LVL5,Chimeradon Hunter,Caçador de Quimeradon
ACHIEVEMENT_KILL_BEARNUCKY_LVL1,Bearnerky Slayer 1,Matador de Bearnerky 1
ACHIEVEMENT_KILL_BEARNUCKY_LVL2,Bearnerky Slayer 2,Matador de Bearnerky 2
ACHIEVEMENT_KILL_BEARNUCKY_LVL3,Bearnerky Slayer 3,Matador de Bearnerky 3
ACHIEVEMENT_KILL_BEARNUCKY_LVL4,Bearnerky Slayer 4,Matador de Bearnerky 4
ACHIEVEMENT_KILL_BEARNUCKY_LVL5,Bearnerky Hunter,Caçador de Bearnerky
ACHIEVEMENT_KILL_MUFFRIN_LVL1,Muffrin Slayer 1,Matador de Muffrin 1
ACHIEVEMENT_KILL_MUFFRIN_LVL2,Muffrin Slayer 2,Matador de Muffrin 2
ACHIEVEMENT_KILL_MUFFRIN_LVL3,Muffrin Slayer 3,Matador de Muffrin 3
ACHIEVEMENT_KILL_MUFFRIN_LVL4,Muffrin Slayer 4,Matador de Muffrin 4
ACHIEVEMENT_KILL_MUFFRIN_LVL5,Muffrin Hunter,Caçador de Muffrin
ACHIEVEMENT_KILL_POPCRANK_LVL1,Popcrank Slayer 1,Matador de Popcrank 1
ACHIEVEMENT_KILL_POPCRANK_LVL2,Popcrank Slayer 2,Matador de Popcrank 2
ACHIEVEMENT_KILL_POPCRANK_LVL3,Popcrank Slayer 3,Matador de Popcrank 3
ACHIEVEMENT_KILL_POPCRANK_LVL4,Popcrank Slayer 4,Matador de Popcrank 4
ACHIEVEMENT_KILL_POPCRANK_LVL5,Popcrank Hunter,Caçador de Popcrank
ACHIEVEMENT_KILL_CLOCKWORKS_LVL1,Clockworks Hunter 1,Caçador de Clockworks 1
ACHIEVEMENT_KILL_CLOCKWORKS_LVL2,Clockworks Hunter 2,Caçador de Clockworks 2
ACHIEVEMENT_KILL_CLOCKWORKS_LVL3,Clockworks Hunter 3,Caçador de Clockworks 3
ACHIEVEMENT_KILL_CLOCKWORKS_LVL4,Clockworks Hunter 4,Caçador de Clockworks 4
ACHIEVEMENT_KILL_CLOCKWORKS_LVL5,Clockworks Killer,Matador de Clockworks
ACHIEVEMENT_KILL_METEONYKER_LVL1,Meteonyker Hunter 1,Caçador de Meteonyker 1
ACHIEVEMENT_KILL_METEONYKER_LVL2,Meteonyker Hunter 2,Caçador de Meteonyker 2
ACHIEVEMENT_KILL_METEONYKER_LVL3,Meteonyker Hunter 3,Caçador de Meteonyker 3
ACHIEVEMENT_KILL_METEONYKER_LVL4,Meteonyker Hunter 4,Caçador de Meteonyker 4
ACHIEVEMENT_KILL_METEONYKER_LVL5,Meteonyker Killer,Matador de Meteonyker
ACHIEVEMENT_KILL_MEDUMET_LVL1,Medumet Slayer 1,Matador de Medumet 1
ACHIEVEMENT_KILL_MEDUMET_LVL2,Medumet Slayer 2,Matador de Medumet 2
ACHIEVEMENT_KILL_MEDUMET_LVL3,Medumet Slayer 3,Matador de Medumet 3
ACHIEVEMENT_KILL_MEDUMET_LVL4,Medumet Slayer 4,Matador de Medumet 4
ACHIEVEMENT_KILL_MEDUMET_LVL5,Medumet Hunter,Caçador de Medumet
ACHIEVEMENT_KILL_YETTI_LVL1,Yetti Slayer 1,Matador de Yetti 1
ACHIEVEMENT_KILL_YETTI_LVL2,Yetti Slayer 2,Matador de Yetti 2
ACHIEVEMENT_KILL_YETTI_LVL3,Yetti Slayer 3,Matador de Yetti 3
ACHIEVEMENT_KILL_YETTI_LVL4,Yetti Slayer 4,Matador de Yetti 4
ACHIEVEMENT_KILL_YETTI_LVL5,Yetti Hunter,Caçador de Yetti
ACHIEVEMENT_KILL_AUGU_LVL1,Augu Slayer 1,Matador de Augu 1
ACHIEVEMENT_KILL_AUGU_LVL2,Augu Slayer 2,Matador de Augu 2
ACHIEVEMENT_KILL_AUGU_LVL3,Augu Slayer 3,Matador de Augu 3
ACHIEVEMENT_KILL_AUGU_LVL4,Augu Slayer 4,Matador de Augu 4
ACHIEVEMENT_KILL_AUGU_LVL5,Augu Hunter,Caçador de Augu
ACHIEVEMENT_KILL_GHOSTKING_LVL1,Ghost King Slayer 1,Matador de Fantasma Esquecido 1
ACHIEVEMENT_KILL_GHOSTKING_LVL2,Ghost King Slayer 2,Matador de Fantasma Esquecido 2
ACHIEVEMENT_KILL_GHOSTKING_LVL3,Ghost King Slayer 3,Matador de Fantasma Esquecido 3
ACHIEVEMENT_KILL_GHOSTKING_LVL4,Ghost King Slayer 4,Matador de Fantasma Esquecido 4
ACHIEVEMENT_KILL_GHOSTKING_LVL5,Ghost King Hunter,Caçador de Fantasma Esquecido
ACHIEVEMENT_KILL_MAMMOTH_LVL1,Mammoth Slayer 1,Matador de Mamute 1
ACHIEVEMENT_KILL_MAMMOTH_LVL2,Mammoth Slayer 2,Matador de Mamute 2
ACHIEVEMENT_KILL_MAMMOTH_LVL3,Mammoth Slayer 3,Matador de Mamute 3
ACHIEVEMENT_KILL_MAMMOTH_LVL4,Mammoth Slayer 4,Matador de Mamute 4
ACHIEVEMENT_KILL_MAMMOTH_LVL5,Mammoth Hunter,Caçador de Mamute
ACHIEVEMENT_KILL_ATROX_LVL1,Atrox Slayer 1,Exterminador de Atrox 1
ACHIEVEMENT_KILL_ATROX_LVL2,Atrox Slayer 2,Exterminador de Atrox 2
ACHIEVEMENT_KILL_ATROX_LVL3,Atrox Slayer 3,Exterminador de Atrox 3
ACHIEVEMENT_KILL_ATROX_LVL4,Atrox Slayer 4,Exterminador de Atrox 4
ACHIEVEMENT_KILL_ATROX_LVL5,Atrox Hunter,Caçador de Atrox
ACHIEVEMENT_KILL_TIGAR_LVL1,Tigar Slayer 1,Exterminador de Tigar 1
ACHIEVEMENT_KILL_TIGAR_LVL2,Tigar Slayer 2,Exterminador de Tigar 2
ACHIEVEMENT_KILL_TIGAR_LVL3,Tigar Slayer 3,Exterminador de Tigar 3
ACHIEVEMENT_KILL_TIGAR_LVL4,Tigar Slayer 4,Exterminador de Tigar 4
ACHIEVEMENT_KILL_TIGAR_LVL5,Tigar Hunter,Caçador de Tigar
ACHIEVEMENT_KILL_MERAL_LVL1,Meral Slayer 1,Exterminador de Meral 1
ACHIEVEMENT_KILL_MERAL_LVL2,Meral Slayer 2,Exterminador de Meral 2
ACHIEVEMENT_KILL_MERAL_LVL3,Meral Slayer 3,Exterminador de Meral 3
ACHIEVEMENT_KILL_MERAL_LVL4,Meral Slayer 4,Exterminador de Meral 4
ACHIEVEMENT_KILL_MERAL_LVL5,Meral Hunter,Caçador de Meral
ACHIEVEMENT_KILL_KINGSTER_LVL1,Kingster Slayer 1,Exterminador de Kingster 1
ACHIEVEMENT_KILL_KINGSTER_LVL2,Kingster Slayer 2,Exterminador de Kingster 2
ACHIEVEMENT_KILL_KINGSTER_LVL3,Kingster Slayer 3,Exterminador de Kingster 3
ACHIEVEMENT_KILL_KINGSTER_LVL4,Kingster Slayer 4,Exterminador de Kingster 4
ACHIEVEMENT_KILL_KINGSTER_LVL5,Kingster Hunter,Caçador de Kingster
ACHIEVEMENT_KILL_CREPER_LVL1,Creper Slayer 1,Exterminador de Creper 1
ACHIEVEMENT_KILL_CREPER_LVL2,Creper Slayer 2,Exterminador de Creper 2
ACHIEVEMENT_KILL_CREPER_LVL3,Creper Slayer 3,Exterminador de Creper 3
ACHIEVEMENT_KILL_CREPER_LVL4,Creper Slayer 4,Exterminador de Creper 4
ACHIEVEMENT_KILL_CREPER_LVL5,Creper Hunter,Caçador de Creper
ACHIEVEMENT_KILL_NAGA_LVL1,Naga Slayer 1,Exterminador de Naga 1
ACHIEVEMENT_KILL_NAGA_LVL2,Naga Slayer 2,Exterminador de Naga 2
ACHIEVEMENT_KILL_NAGA_LVL3,Naga Slayer 3,Exterminador de Naga 3
ACHIEVEMENT_KILL_NAGA_LVL4,Naga Slayer 4,Exterminador de Naga 4
ACHIEVEMENT_KILL_NAGA_LVL5,Naga Hunter,Caçador de Naga
ACHIEVEMENT_KILL_DORIAN_LVL1,Dorian Slayer 1,Exterminador de Dorian 1
ACHIEVEMENT_KILL_DORIAN_LVL2,Dorian Slayer 2,Exterminador de Dorian 2
ACHIEVEMENT_KILL_DORIAN_LVL3,Dorian Slayer 3,Exterminador de Dorian 3
ACHIEVEMENT_KILL_DORIAN_LVL4,Dorian Slayer 4,Exterminador de Dorian 4
ACHIEVEMENT_KILL_DORIAN_LVL5,Dorian Hunter,Caçador de Dorian
ACHIEVEMENT_KILL_OKEAN_LVL1,Okean Slayer 1,Exterminador de Okean 1
ACHIEVEMENT_KILL_OKEAN_LVL2,Okean Slayer 2,Exterminador de Okean 2
ACHIEVEMENT_KILL_OKEAN_LVL3,Okean Slayer 3,Exterminador de Okean 3
ACHIEVEMENT_KILL_OKEAN_LVL4,Okean Slayer 4,Exterminador de Okean 4
ACHIEVEMENT_KILL_OKEAN_LVL5,Okean Hunter,Caçador de Okean
ACHIEVEMENT_KILL_KRAKEN_LVL1,Kraken Slayer 1,Exterminador de Kraken 1
ACHIEVEMENT_KILL_KRAKEN_LVL2,Kraken Slayer 2,Exterminador de Kraken 2
ACHIEVEMENT_KILL_KRAKEN_LVL3,Kraken Slayer 3,Exterminador de Kraken 3
ACHIEVEMENT_KILL_KRAKEN_LVL4,Kraken Slayer 4,Exterminador de Kraken 4
ACHIEVEMENT_KILL_KRAKEN_LVL5,Kraken Hunter,Caçador de Kraken
ACHIEVEMENT_KILL_DREADFIN_LVL1,Dreadfin Slayer 1,Dreadfin Slayer 1
ACHIEVEMENT_KILL_DREADFIN_LVL2,Dreadfin Slayer 2,Dreadfin Slayer 2
ACHIEVEMENT_KILL_DREADFIN_LVL3,Dreadfin Slayer 3,Dreadfin Slayer 3
ACHIEVEMENT_KILL_DREADFIN_LVL4,Dreadfin Slayer 4,Dreadfin Slayer 4
ACHIEVEMENT_KILL_DREADFIN_LVL5,Dreadfin Hunter,Dreadfin Hunter
ACHIEVEMENT_KILL_DREADSCALE_LVL1,Dreadscale Slayer 1,Dreadscale Slayer 1
ACHIEVEMENT_KILL_DREADSCALE_LVL2,Dreadscale Slayer 2,Dreadscale Slayer 2
ACHIEVEMENT_KILL_DREADSCALE_LVL3,Dreadscale Slayer 3,Dreadscale Slayer 3
ACHIEVEMENT_KILL_DREADSCALE_LVL4,Dreadscale Slayer 4,Dreadscale Slayer 4
ACHIEVEMENT_KILL_DREADSCALE_LVL5,Dreadscale Hunter,Dreadscale Hunter
ACHIEVEMENT_KILL_LUMINFIN_LVL1,Luminfin Slayer 1,Luminfin Slayer 1
ACHIEVEMENT_KILL_LUMINFIN_LVL2,Luminfin Slayer 2,Luminfin Slayer 2
ACHIEVEMENT_KILL_LUMINFIN_LVL3,Luminfin Slayer 3,Luminfin Slayer 3
ACHIEVEMENT_KILL_LUMINFIN_LVL4,Luminfin Slayer 4,Luminfin Slayer 4
ACHIEVEMENT_KILL_LUMINFIN_LVL5,Luminfin Hunter,Luminfin Hunter
ACHIEVEMENT_KILL_PUPPETWOLF_LVL1,Hundur Sharpfoot Slayer 1,Hundur Sharpfoot Slayer 1
ACHIEVEMENT_KILL_PUPPETWOLF_LVL2,Hundur Sharpfoot Slayer 2,Hundur Sharpfoot Slayer 2
ACHIEVEMENT_KILL_PUPPETWOLF_LVL3,Hundur Sharpfoot Slayer 3,Hundur Sharpfoot Slayer 3
