Key,English,Portuguese
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000122,Altar of Ringmaster,Altar do Ringmaster
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000123,The place where the Soulstone of the Ringmaster is kept.\nThe admirers of the hero Aenn\nmake a pilgrimage here every year.,Lugar onde a Pedra da Alma do Ringmaster é guardada..\nOs admiridores do Herói Aenn\nfaz perigrinação aqui todo ano.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000124,Altar of Elementor,Altar do Elementor
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000125,The place where the Soulstone of the Elementor is kept.\nThe admirers of the hero Lillip\nmake a pilgrimage here every year.,Lugar onde a Pedra da Alma do Elementor é guardada..\nOs admiridores do Herói Lillip\nfaz perigrinação aqui todo ano.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000126,Altar of Ranger,Altar do Ranger
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000127,The place where the Soulstone of the Ranger is kept.\nThe admirers of the hero Hynan\nmake a pilgrimage here every year.,Lugar onde a Pedra da Alma do Ranger é guardada.\nOs admiridores do Herói Hynan\nfaz perigrinação aqui todo ano.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000128,Altar of Billposter,Altar do Billposter
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000129,The place where the Soulstone of the Billposter is kept.\nThe admirers of the hero Roentel\nmake a pilgrimage here every year.,Lugar onde a Pedra da Alma do Billposter é guardada..\nOs admiridores do Herói Roentel\nfaz perigrinação aqui todo ano.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000130,Altar of Blade,Altar do Blade
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000131,The place where the Soulstone of the Blade is kept.\nThe admirers of the hero Heren\nmake a pilgrimage here every year.,Lugar onde a Pedra da Alma do Blade é guardada..\nOs admiridores do Herói Heren\nfaz perigrinação aqui todo ano.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000132,Altar of Knight,Altar do Knight
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000133,The place where the Soulstone of the Knight is kept.\nThe admirers of the hero Billaon\nmake a pilgrimage  here every year.,O lugar onde a Pedra da Alma do Knight é guardada.\nOs admiradores do Herói Billaon\nfazem peregrinação aqui todos os anos.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000134,Kyon Soldiers,Soldados Kyon
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000135,"The greatest soldiers in Madrigal.\nTheir numbers may not be very large,\nbut they are all highly-qualified warriors.","Os soldados mais poderosos de Madrigal.\nPode não haver muitos,\nmas todos são guerreiros altamente qualificados."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000136,Darkon 2\nDarken,Darkon 2\nDarken
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000137,Administrative City of Darkon.\nMost of the citizens are slightly hard of hearing\nbecause of the machine noise.,Cidade Administrativa de Darkon.\nA maioria dos cidadãos são meio surdos\ndevido o barulho constante das máquinas.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000138,Darkon 2\nCave of Envy,Darkon 2\nCaverna da Inveja
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000139,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Caverna Artificial.\nA área ao redor de Darken ficou infestada de Masquerpets\ndepois da Guerra de Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000140,Darkon 2\nCave of Envy,Darkon 2\nCaverna da Inveja
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000141,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Caverna Artificial.\nA área ao redor de Darken ficou infestada de Masquerpets\ndepois da Guerra de Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000142,Darkon 2\nCave of Envy,Darkon 2\nCaverna da Inveja
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000143,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Caverna Artificial.\nA área ao redor de Darken ficou infestada de Masquerpets\ndepois da Guerra de Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000144,Darkon 1\nKhipra,Darkon 1\nKhipra
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000145,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,A vida selvagem nessa área foi destruída pelo desenvolvimento humano\n e pela construção das Fábricas de Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000146,Darkon 1\nGouthan Mountains,Darkon 1\nMontanhas Gouthan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000147,The biggest mountains in Darkon.,As maiores montanhas em Darkon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000148,Darkon 1\nGouthan Mountains,Darkon 1\nMontanhas Gouthan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000149,The biggest mountains in Darkon.,As maiores montanhas em Darkon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000150,Darkon 1\nKhipra,Darkon 1\nKhipra
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000151,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,A vida selvagem nessa área foi destruída pelo desenvolvimento humano\n e pela construção das Fábricas de Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000152,Darkon 2\nThe Cage of Clockworks.,Darkon 2\nA Cela de Clockworks
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000153,Clockworks was sealed here after the Clockworks War.,Clockworks foi aprisionado aqui após a Guerra de Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000154,Flaris Observatory,Observatório de Flaris
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000155,Lab of Wise-men,Laboratório da Sociedade dos Sábios
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000156,Saint City\nAncient Document Office,Saint City\nEscritório de Documentos Antigos
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000157,Saint City\nLittle Theater of Pepoview,Saint City\nGrupo Teatral Pepoview
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000158,Darkon 1\nHideout of Hanoyan,Darkon 1\nEsconderijo de Hanoyan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000159,Altar of Jester,Altar do Jester
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000160,Darkon 3\nVillage of Kan,Darkon 3\nAldeia de Kan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000161,Herneos,Herneos
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000162,"Herneos was a beautiful underwater haven with magnificent architecture.\n However, Shade's hand caused great disruption.","Herneos era um paraíso no fundo do mar, com uma arquitetura de tirar o fôlego.\n Porém, a influência de shade acabou espalhando o caos."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000163,Eillun,Eillun
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000164,Euphresia,Euphresia
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000165,"Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare.","Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare."
PROTOTYPE_WLD_000000,Prototype,Protótipo
WDPROTOTYPE_WLD_000000,Unknown Place in Madrigal,Área Não Identificada em Madrigal
WDPROTOTYPE_WLD_000001,Only a Game Master can help you to leave.,Apenas um Mestre de Jogo pode ajudá-lo a sair.
WDREALM_WLD_000000,This is a safe place.,Este é um lugar seguro.
WDREALM_WLD_000001,This is a safe place.,Este é um lugar seguro.
WDREALM_WLD_000002,This is a safe place.,Este é um lugar seguro.
WORLD_WDEVENT01_WDEVENT01_RGN_000000,You enter a battle zone!!!,Você entrou em uma zona de batalha!!!
WDHEAVEN06_1_WLD_000003,Secret Room,Sala Secreta
WDUPRESIA_WLD_000000,Euphresia,Euphresia
