Key,English
ACHIEVEMENT_KILL_GREEMONG_LVL1,Greemong Slayer 1
ACHIEVEMENT_KILL_GREEMONG_LVL2,Greemong Slayer 2
ACHIEVEMENT_KILL_GREEMONG_LVL3,Greemong Slayer 3
ACHIEVEMENT_KILL_GREEMONG_LVL4,Greemong Slayer 4
ACHIEVEMENT_KILL_GREEMONG_LVL5,Greemong Hunter
ACHIEVEMENT_KILL_BOO_LVL1,Boo Slayer 1
ACHIEVEMENT_KILL_BOO_LVL2,Boo Slayer 2
ACHIEVEMENT_KILL_BOO_LVL3,Boo Slayer 3
ACHIEVEMENT_KILL_BOO_LVL4,Boo Slayer 4
ACHIEVEMENT_KILL_BOO_LVL5,Boo Hunter
ACHIEVEMENT_KILL_CARRIERBOMB_LVL1,Carrierbomb Slayer 1
ACHIEVEMENT_KILL_CARRIERBOMB_LVL2,Carrierbomb Slayer 2
ACHIEVEMENT_KILL_CARRIERBOMB_LVL3,Carrierbomb Slayer 3
ACHIEVEMENT_KILL_CARRIERBOMB_LVL4,Carrierbomb Slayer 4
ACHIEVEMENT_KILL_CARRIERBOMB_LVL5,Carrierbomb Hunter
ACHIEVEMENT_KILL_LONGWANG_LVL1,Longwing Slayer 1
ACHIEVEMENT_KILL_LONGWANG_LVL2,Longwing Slayer 2
ACHIEVEMENT_KILL_LONGWANG_LVL3,Longwing Slayer 3
ACHIEVEMENT_KILL_LONGWANG_LVL4,Longwing Slayer 4
ACHIEVEMENT_KILL_LONGWANG_LVL5,Longwing Hunter
ACHIEVEMENT_KILL_HOPPRE_LVL1,Hoppre Slayer 1
ACHIEVEMENT_KILL_HOPPRE_LVL2,Hoppre Slayer 2
ACHIEVEMENT_KILL_HOPPRE_LVL3,Hoppre Slayer 3
ACHIEVEMENT_KILL_HOPPRE_LVL4,Hoppre Slayer 4
ACHIEVEMENT_KILL_HOPPRE_LVL5,Hoppre Hunter
ACHIEVEMENT_KILL_MUSHPOIE_LVL1,Mushpoie Slayer 1
ACHIEVEMENT_KILL_MUSHPOIE_LVL2,Mushpoie Slayer 2
ACHIEVEMENT_KILL_MUSHPOIE_LVL3,Mushpoie Slayer 3
ACHIEVEMENT_KILL_MUSHPOIE_LVL4,Mushpoie Slayer 4
ACHIEVEMENT_KILL_MUSHPOIE_LVL5,Mushpoie Hunter
ACHIEVEMENT_KILL_IREN_LVL1,Iren Slayer 1
ACHIEVEMENT_KILL_IREN_LVL2,Iren Slayer 2
ACHIEVEMENT_KILL_IREN_LVL3,Iren Slayer 3
ACHIEVEMENT_KILL_IREN_LVL4,Iren Slayer 4
ACHIEVEMENT_KILL_IREN_LVL5,Iren Hunter
ACHIEVEMENT_KILL_WATANGKA_LVL1,Watangka Slayer 1
ACHIEVEMENT_KILL_WATANGKA_LVL2,Watangka Slayer 2
ACHIEVEMENT_KILL_WATANGKA_LVL3,Watangka Slayer 3
ACHIEVEMENT_KILL_WATANGKA_LVL4,Watangka Slayer 4
ACHIEVEMENT_KILL_WATANGKA_LVL5,Watangka Hunter
ACHIEVEMENT_KILL_FAFNIR_LVL1,Fafnir Slayer 1
ACHIEVEMENT_KILL_FAFNIR_LVL2,Fafnir Slayer 2
ACHIEVEMENT_KILL_FAFNIR_LVL3,Fafnir Slayer 3
ACHIEVEMENT_KILL_FAFNIR_LVL4,Fafnir Slayer 4
ACHIEVEMENT_KILL_FAFNIR_LVL5,Fafnir Hunter
ACHIEVEMENT_KILL_ANTIQUERY_LVL1,Antiquery Slayer 1
ACHIEVEMENT_KILL_ANTIQUERY_LVL2,Antiquery Slayer 2
ACHIEVEMENT_KILL_ANTIQUERY_LVL3,Antiquery Slayer 3
ACHIEVEMENT_KILL_ANTIQUERY_LVL4,Antiquery Slayer 4
ACHIEVEMENT_KILL_ANTIQUERY_LVL5,Antiquery Hunter
ACHIEVEMENT_KILL_LUIA_LVL1,Luia Slayer 1
ACHIEVEMENT_KILL_LUIA_LVL2,Luia Slayer 2
ACHIEVEMENT_KILL_LUIA_LVL3,Luia Slayer 3
ACHIEVEMENT_KILL_LUIA_LVL4,Luia Slayer 4
ACHIEVEMENT_KILL_LUIA_LVL5,Luia Hunter
ACHIEVEMENT_KILL_GONGURY_LVL1,Gongury Slayer 1
ACHIEVEMENT_KILL_GONGURY_LVL2,Gongury Slayer 2
ACHIEVEMENT_KILL_GONGURY_LVL3,Gongury Slayer 3
ACHIEVEMENT_KILL_GONGURY_LVL4,Gongury Slayer 4
ACHIEVEMENT_KILL_GONGURY_LVL5,Gongury Hunter
ACHIEVEMENT_KILL_SHUHAMMA_LVL1,Shuhamma Slayer 1
ACHIEVEMENT_KILL_SHUHAMMA_LVL2,Shuhamma Slayer 2
ACHIEVEMENT_KILL_SHUHAMMA_LVL3,Shuhamma Slayer 3
ACHIEVEMENT_KILL_SHUHAMMA_LVL4,Shuhamma Slayer 4
ACHIEVEMENT_KILL_SHUHAMMA_LVL5,Shuhamma Hunter
ACHIEVEMENT_KILL_KERN_LVL1,Kern Slayer 1
ACHIEVEMENT_KILL_KERN_LVL2,Kern Slayer 2
ACHIEVEMENT_KILL_KERN_LVL3,Kern Slayer 3
ACHIEVEMENT_KILL_KERN_LVL4,Kern Slayer 4
ACHIEVEMENT_KILL_KERN_LVL5,Kern Hunter
ACHIEVEMENT_KILL_GORRUDA_LVL1,Gorruda Slayer 1
ACHIEVEMENT_KILL_GORRUDA_LVL2,Gorruda Slayer 2
ACHIEVEMENT_KILL_GORRUDA_LVL3,Gorruda Slayer 3
ACHIEVEMENT_KILL_GORRUDA_LVL4,Gorruda Slayer 4
ACHIEVEMENT_KILL_GORRUDA_LVL5,Gorruda Hunter
ACHIEVEMENT_KILL_GLAPHAN_LVL1,Glaphan Slayer 1
ACHIEVEMENT_KILL_GLAPHAN_LVL2,Glaphan Slayer 2
ACHIEVEMENT_KILL_GLAPHAN_LVL3,Glaphan Slayer 3
ACHIEVEMENT_KILL_GLAPHAN_LVL4,Glaphan Slayer 4
ACHIEVEMENT_KILL_GLAPHAN_LVL5,Glaphan Hunter
ACHIEVEMENT_KILL_KIMERADON_LVL1,Chimeradon Slayer 1
ACHIEVEMENT_KILL_KIMERADON_LVL2,Chimeradon Slayer 2
ACHIEVEMENT_KILL_KIMERADON_LVL3,Chimeradon Slayer 3
ACHIEVEMENT_KILL_KIMERADON_LVL4,Chimeradon Slayer 4
ACHIEVEMENT_KILL_KIMERADON_LVL5,Chimeradon Hunter
ACHIEVEMENT_KILL_BEARNUCKY_LVL1,Bearnerky Slayer 1
ACHIEVEMENT_KILL_BEARNUCKY_LVL2,Bearnerky Slayer 2
ACHIEVEMENT_KILL_BEARNUCKY_LVL3,Bearnerky Slayer 3
ACHIEVEMENT_KILL_BEARNUCKY_LVL4,Bearnerky Slayer 4
ACHIEVEMENT_KILL_BEARNUCKY_LVL5,Bearnerky Hunter
ACHIEVEMENT_KILL_MUFFRIN_LVL1,Muffrin Slayer 1
ACHIEVEMENT_KILL_MUFFRIN_LVL2,Muffrin Slayer 2
ACHIEVEMENT_KILL_MUFFRIN_LVL3,Muffrin Slayer 3
ACHIEVEMENT_KILL_MUFFRIN_LVL4,Muffrin Slayer 4
ACHIEVEMENT_KILL_MUFFRIN_LVL5,Muffrin Hunter
ACHIEVEMENT_KILL_POPCRANK_LVL1,Popcrank Slayer 1
ACHIEVEMENT_KILL_POPCRANK_LVL2,Popcrank Slayer 2
ACHIEVEMENT_KILL_POPCRANK_LVL3,Popcrank Slayer 3
ACHIEVEMENT_KILL_POPCRANK_LVL4,Popcrank Slayer 4
ACHIEVEMENT_KILL_POPCRANK_LVL5,Popcrank Hunter
ACHIEVEMENT_KILL_CLOCKWORKS_LVL1,Clockworks Hunter 1
ACHIEVEMENT_KILL_CLOCKWORKS_LVL2,Clockworks Hunter 2
ACHIEVEMENT_KILL_CLOCKWORKS_LVL3,Clockworks Hunter 3
ACHIEVEMENT_KILL_CLOCKWORKS_LVL4,Clockworks Hunter 4
ACHIEVEMENT_KILL_CLOCKWORKS_LVL5,Clockworks Killer
ACHIEVEMENT_KILL_METEONYKER_LVL1,Meteonyker Hunter 1
ACHIEVEMENT_KILL_METEONYKER_LVL2,Meteonyker Hunter 2
ACHIEVEMENT_KILL_METEONYKER_LVL3,Meteonyker Hunter 3
ACHIEVEMENT_KILL_METEONYKER_LVL4,Meteonyker Hunter 4
ACHIEVEMENT_KILL_METEONYKER_LVL5,Meteonyker Killer
ACHIEVEMENT_KILL_MEDUMET_LVL1,Medumet Slayer 1
ACHIEVEMENT_KILL_MEDUMET_LVL2,Medumet Slayer 2
ACHIEVEMENT_KILL_MEDUMET_LVL3,Medumet Slayer 3
ACHIEVEMENT_KILL_MEDUMET_LVL4,Medumet Slayer 4
ACHIEVEMENT_KILL_MEDUMET_LVL5,Medumet Hunter
ACHIEVEMENT_KILL_YETTI_LVL1,Yetti Slayer 1
ACHIEVEMENT_KILL_YETTI_LVL2,Yetti Slayer 2
ACHIEVEMENT_KILL_YETTI_LVL3,Yetti Slayer 3
ACHIEVEMENT_KILL_YETTI_LVL4,Yetti Slayer 4
ACHIEVEMENT_KILL_YETTI_LVL5,Yetti Hunter
ACHIEVEMENT_KILL_AUGU_LVL1,Augu Slayer 1
ACHIEVEMENT_KILL_AUGU_LVL2,Augu Slayer 2
ACHIEVEMENT_KILL_AUGU_LVL3,Augu Slayer 3
ACHIEVEMENT_KILL_AUGU_LVL4,Augu Slayer 4
ACHIEVEMENT_KILL_AUGU_LVL5,Augu Hunter
ACHIEVEMENT_KILL_GHOSTKING_LVL1,Ghost King Slayer 1
ACHIEVEMENT_KILL_GHOSTKING_LVL2,Ghost King Slayer 2
ACHIEVEMENT_KILL_GHOSTKING_LVL3,Ghost King Slayer 3
ACHIEVEMENT_KILL_GHOSTKING_LVL4,Ghost King Slayer 4
ACHIEVEMENT_KILL_GHOSTKING_LVL5,Ghost King Hunter
ACHIEVEMENT_KILL_MAMMOTH_LVL1,Mammoth Slayer 1
ACHIEVEMENT_KILL_MAMMOTH_LVL2,Mammoth Slayer 2
ACHIEVEMENT_KILL_MAMMOTH_LVL3,Mammoth Slayer 3
ACHIEVEMENT_KILL_MAMMOTH_LVL4,Mammoth Slayer 4
ACHIEVEMENT_KILL_MAMMOTH_LVL5,Mammoth Hunter
ACHIEVEMENT_KILL_ATROX_LVL1,Atrox Slayer 1
ACHIEVEMENT_KILL_ATROX_LVL2,Atrox Slayer 2
ACHIEVEMENT_KILL_ATROX_LVL3,Atrox Slayer 3
ACHIEVEMENT_KILL_ATROX_LVL4,Atrox Slayer 4
ACHIEVEMENT_KILL_ATROX_LVL5,Atrox Hunter
ACHIEVEMENT_KILL_TIGAR_LVL1,Tigar Slayer 1
ACHIEVEMENT_KILL_TIGAR_LVL2,Tigar Slayer 2
ACHIEVEMENT_KILL_TIGAR_LVL3,Tigar Slayer 3
ACHIEVEMENT_KILL_TIGAR_LVL4,Tigar Slayer 4
ACHIEVEMENT_KILL_TIGAR_LVL5,Tigar Hunter
ACHIEVEMENT_KILL_MERAL_LVL1,Meral Slayer 1
ACHIEVEMENT_KILL_MERAL_LVL2,Meral Slayer 2
ACHIEVEMENT_KILL_MERAL_LVL3,Meral Slayer 3
ACHIEVEMENT_KILL_MERAL_LVL4,Meral Slayer 4
ACHIEVEMENT_KILL_MERAL_LVL5,Meral Hunter
ACHIEVEMENT_KILL_KINGSTER_LVL1,Kingster Slayer 1
ACHIEVEMENT_KILL_KINGSTER_LVL2,Kingster Slayer 2
ACHIEVEMENT_KILL_KINGSTER_LVL3,Kingster Slayer 3
ACHIEVEMENT_KILL_KINGSTER_LVL4,Kingster Slayer 4
ACHIEVEMENT_KILL_KINGSTER_LVL5,Kingster Hunter
ACHIEVEMENT_KILL_CREPER_LVL1,Creper Slayer 1
ACHIEVEMENT_KILL_CREPER_LVL2,Creper Slayer 2
ACHIEVEMENT_KILL_CREPER_LVL3,Creper Slayer 3
ACHIEVEMENT_KILL_CREPER_LVL4,Creper Slayer 4
ACHIEVEMENT_KILL_CREPER_LVL5,Creper Hunter
ACHIEVEMENT_KILL_NAGA_LVL1,Naga Slayer 1
ACHIEVEMENT_KILL_NAGA_LVL2,Naga Slayer 2
ACHIEVEMENT_KILL_NAGA_LVL3,Naga Slayer 3
ACHIEVEMENT_KILL_NAGA_LVL4,Naga Slayer 4
ACHIEVEMENT_KILL_NAGA_LVL5,Naga Hunter
ACHIEVEMENT_KILL_DORIAN_LVL1,Dorian Slayer 1
ACHIEVEMENT_KILL_DORIAN_LVL2,Dorian Slayer 2
ACHIEVEMENT_KILL_DORIAN_LVL3,Dorian Slayer 3
ACHIEVEMENT_KILL_DORIAN_LVL4,Dorian Slayer 4
ACHIEVEMENT_KILL_DORIAN_LVL5,Dorian Hunter
ACHIEVEMENT_KILL_OKEAN_LVL1,Okean Slayer 1
ACHIEVEMENT_KILL_OKEAN_LVL2,Okean Slayer 2
ACHIEVEMENT_KILL_OKEAN_LVL3,Okean Slayer 3
ACHIEVEMENT_KILL_OKEAN_LVL4,Okean Slayer 4
ACHIEVEMENT_KILL_OKEAN_LVL5,Okean Hunter
ACHIEVEMENT_KILL_KRAKEN_LVL1,Kraken Slayer 1
ACHIEVEMENT_KILL_KRAKEN_LVL2,Kraken Slayer 2
ACHIEVEMENT_KILL_KRAKEN_LVL3,Kraken Slayer 3
ACHIEVEMENT_KILL_KRAKEN_LVL4,Kraken Slayer 4
ACHIEVEMENT_KILL_KRAKEN_LVL5,Kraken Hunter
ACHIEVEMENT_KILL_DREADFIN_LVL1,Dreadfin Slayer 1
ACHIEVEMENT_KILL_DREADFIN_LVL2,Dreadfin Slayer 2
ACHIEVEMENT_KILL_DREADFIN_LVL3,Dreadfin Slayer 3
ACHIEVEMENT_KILL_DREADFIN_LVL4,Dreadfin Slayer 4
ACHIEVEMENT_KILL_DREADFIN_LVL5,Dreadfin Hunter
ACHIEVEMENT_KILL_DREADSCALE_LVL1,Dreadscale Slayer 1
ACHIEVEMENT_KILL_DREADSCALE_LVL2,Dreadscale Slayer 2
ACHIEVEMENT_KILL_DREADSCALE_LVL3,Dreadscale Slayer 3
ACHIEVEMENT_KILL_DREADSCALE_LVL4,Dreadscale Slayer 4
ACHIEVEMENT_KILL_DREADSCALE_LVL5,Dreadscale Hunter
ACHIEVEMENT_KILL_LUMINFIN_LVL1,Luminfin Slayer 1
ACHIEVEMENT_KILL_LUMINFIN_LVL2,Luminfin Slayer 2
ACHIEVEMENT_KILL_LUMINFIN_LVL3,Luminfin Slayer 3
ACHIEVEMENT_KILL_LUMINFIN_LVL4,Luminfin Slayer 4
ACHIEVEMENT_KILL_LUMINFIN_LVL5,Luminfin Hunter
ACHIEVEMENT_KILL_PUPPETWOLF_LVL1,Hundur Sharpfoot Slayer 1
ACHIEVEMENT_KILL_PUPPETWOLF_LVL2,Hundur Sharpfoot Slayer 2
ACHIEVEMENT_KILL_PUPPETWOLF_LVL3,Hundur Sharpfoot Slayer 3
ACHIEVEMENT_KILL_PUPPETWOLF_LVL4,Hundur Sharpfoot Slayer 4
ACHIEVEMENT_KILL_PUPPETWOLF_LVL5,Hundur Sharpfoot Hunter
ACHIEVEMENT_KILL_RYSENTRY_LVL1,Samoset Slayer 1
ACHIEVEMENT_KILL_RYSENTRY_LVL2,Samoset Slayer 2
ACHIEVEMENT_KILL_RYSENTRY_LVL3,Samoset Slayer 3
ACHIEVEMENT_KILL_RYSENTRY_LVL4,Samoset Slayer 4
ACHIEVEMENT_KILL_RYSENTRY_LVL5,Samoset Hunter
ACHIEVEMENT_KILL_RYGUARD_LVL1,Kyouchish Slayer 1
ACHIEVEMENT_KILL_RYGUARD_LVL2,Kyouchish Slayer 2
ACHIEVEMENT_KILL_RYGUARD_LVL3,Kyouchish Slayer 3
ACHIEVEMENT_KILL_RYGUARD_LVL4,Kyouchish Slayer 4
ACHIEVEMENT_KILL_RYGUARD_LVL5,Kyouchish Hunter
ACHIEVEMENT_KILL_RYARCHER_LVL1,Kanonicus Slayer 1
ACHIEVEMENT_KILL_RYARCHER_LVL2,Kanonicus Slayer 2
ACHIEVEMENT_KILL_RYARCHER_LVL3,Kanonicus Slayer 3
ACHIEVEMENT_KILL_RYARCHER_LVL4,Kanonicus Slayer 4
ACHIEVEMENT_KILL_RYARCHER_LVL5,Kanonicus Hunter
ACHIEVEMENT_KILL_RYMAGI_LVL1,Mage Redcloud Slayer 1
ACHIEVEMENT_KILL_RYMAGI_LVL2,Mage Redcloud Slayer 2
ACHIEVEMENT_KILL_RYMAGI_LVL3,Mage Redcloud Slayer 3
ACHIEVEMENT_KILL_RYMAGI_LVL4,Mage Redcloud Slayer 4
ACHIEVEMENT_KILL_RYMAGI_LVL5,Mage Redcloud Hunter
ACHIEVEMENT_KILL_RYWARRIOR_LVL1,Taiaha Slayer 1
ACHIEVEMENT_KILL_RYWARRIOR_LVL2,Taiaha Slayer 2
ACHIEVEMENT_KILL_RYWARRIOR_LVL3,Taiaha Slayer 3
ACHIEVEMENT_KILL_RYWARRIOR_LVL4,Taiaha Slayer 4
ACHIEVEMENT_KILL_RYWARRIOR_LVL5,Taiaha Hunter
ACHIEVEMENT_KILL_SKELWOLF_LVL1,Hellhound Slayer 1
ACHIEVEMENT_KILL_SKELWOLF_LVL2,Hellhound Slayer 2
ACHIEVEMENT_KILL_SKELWOLF_LVL3,Hellhound Slayer 3
ACHIEVEMENT_KILL_SKELWOLF_LVL4,Hellhound Slayer 4
ACHIEVEMENT_KILL_SKELWOLF_LVL5,Hellhound Hunter
ACHIEVEMENT_KILL_RYBARGA_LVL1,Chief Keokuk Slayer 1
ACHIEVEMENT_KILL_RYBARGA_LVL2,Chief Keokuk Slayer 2
ACHIEVEMENT_KILL_RYBARGA_LVL3,Chief Keokuk Slayer 3
ACHIEVEMENT_KILL_RYBARGA_LVL4,Chief Keokuk Slayer 4
ACHIEVEMENT_KILL_RYBARGA_LVL5,Chief Keokuk Hunter
ACHIEVEMENT_KILL_REDMETEONYKER_LVL1,Red Meteonyker Hunter 1
ACHIEVEMENT_KILL_REDMETEONYKER_LVL2,Red Meteonyker Hunter 2
ACHIEVEMENT_KILL_REDMETEONYKER_LVL3,Red Meteonyker Hunter 3
ACHIEVEMENT_KILL_REDMETEONYKER_LVL4,Red Meteonyker Hunter 4
ACHIEVEMENT_KILL_REDMETEONYKER_LVL5,Red Meteonyker Killer
ACHIEVEMENT_KILL_CAVEMANCHIEF_LVL1,Caveman Chief Hunter 1
ACHIEVEMENT_KILL_CAVEMANCHIEF_LVL2,Caveman Chief Hunter 2
ACHIEVEMENT_KILL_CAVEMANCHIEF_LVL3,Caveman Chief Hunter 3
ACHIEVEMENT_KILL_CAVEMANCHIEF_LVL4,Caveman Chief Hunter 4
ACHIEVEMENT_KILL_CAVEMANCHIEF_LVL5,Caveman Chief Killer
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_LVL1,Temple Guardian Hunter 1
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_LVL2,Temple Guardian Hunter 2
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_LVL3,Temple Guardian Hunter 3
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_LVL4,Temple Guardian Hunter 4
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_LVL5,Temple Guardian Killer
ACHIEVEMENT_KILL_GREATKRAKEN_LVL1,Great Kraken Hunter 1
ACHIEVEMENT_KILL_GREATKRAKEN_LVL2,Great Kraken Hunter 2
ACHIEVEMENT_KILL_GREATKRAKEN_LVL3,Great Kraken Hunter 3
ACHIEVEMENT_KILL_GREATKRAKEN_LVL4,Great Kraken Hunter 4
ACHIEVEMENT_KILL_GREATKRAKEN_LVL5,Great Kraken Killer
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_LVL1,Pyramid Guardian Hunter 1
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_LVL2,Pyramid Guardian Hunter 2
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_LVL3,Pyramid Guardian Hunter 3
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_LVL4,Pyramid Guardian Hunter 4
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_LVL5,Pyramid Guardian Killer
ACHIEVEMENT_KILL_CRYSTALDEVIL_LVL1,Crystal Demon Lord Hunter 1
ACHIEVEMENT_KILL_CRYSTALDEVIL_LVL2,Crystal Demon Lord Hunter 2
ACHIEVEMENT_KILL_CRYSTALDEVIL_LVL3,Crystal Demon Lord Hunter 3
ACHIEVEMENT_KILL_CRYSTALDEVIL_LVL4,Crystal Demon Lord Hunter 4
ACHIEVEMENT_KILL_CRYSTALDEVIL_LVL5,Crystal Demon Lord Killer
ACHIEVEMENT_KILL_BEASTKINGKHAN_LVL1,Beast King Khan Hunter 1
ACHIEVEMENT_KILL_BEASTKINGKHAN_LVL2,Beast King Khan Hunter 2
ACHIEVEMENT_KILL_BEASTKINGKHAN_LVL3,Beast King Khan Hunter 3
ACHIEVEMENT_KILL_BEASTKINGKHAN_LVL4,Beast King Khan Hunter 4
ACHIEVEMENT_KILL_BEASTKINGKHAN_LVL5,Beast King Khan Killer
ACHIEVEMENT_KILL_SHADEKRITON_LVL1,[Shade Lieutenant] Kriton Hunter 1
ACHIEVEMENT_KILL_SHADEKRITON_LVL2,[Shade Lieutenant] Kriton Hunter 2
ACHIEVEMENT_KILL_SHADEKRITON_LVL3,[Shade Lieutenant] Kriton Hunter 3
ACHIEVEMENT_KILL_SHADEKRITON_LVL4,[Shade Lieutenant] Kriton Hunter 4
ACHIEVEMENT_KILL_SHADEKRITON_LVL5,[Shade Lieutenant] Kriton Killer
ACHIEVEMENT_KILL_BEHEMOTH03_LVL1,[God of Death] Demonic Ankou Hunter 1
ACHIEVEMENT_KILL_BEHEMOTH03_LVL2,[God of Death] Demonic Ankou Hunter 2
ACHIEVEMENT_KILL_BEHEMOTH03_LVL3,[God of Death] Demonic Ankou Hunter 3
ACHIEVEMENT_KILL_BEHEMOTH03_LVL4,[God of Death] Demonic Ankou Hunter 4
ACHIEVEMENT_KILL_BEHEMOTH03_LVL5,[God of Death] Demonic Ankou Killer
ACHIEVEMENT_MONSTER_DESC_COMMON,Defeat these monsters to gain a permanent damage bonus against them.
ACHIEVEMENT_KILL_AIBATT_TITLE,Twinkle Star
ACHIEVEMENT_KILL_MUSHPANG_TITLE,Fun Guy
ACHIEVEMENT_KILL_BURUDENG_TITLE,Horned
ACHIEVEMENT_KILL_PUKEPUKE_TITLE,Hillbilly
ACHIEVEMENT_KILL_PEAKYTURTLE_TITLE,Snapper
ACHIEVEMENT_KILL_DEMIAN_TITLE,Rebel
ACHIEVEMENT_KILL_DORIDOMA_TITLE,Seahorserider
ACHIEVEMENT_KILL_LAWOLF_TITLE,Alpha
ACHIEVEMENT_KILL_FEFERN_TITLE,Botanist
ACHIEVEMENT_KILL_NYANGNYANG_TITLE,Cute
ACHIEVEMENT_KILL_BANG_TITLE,Banger
ACHIEVEMENT_KILL_MOTHBEE_TITLE,Mothbeeter
ACHIEVEMENT_KILL_WAGSAAC_TITLE,Sweet
ACHIEVEMENT_KILL_FLYBAT_TITLE,Batboy
ACHIEVEMENT_KILL_MIA_TITLE,Shackled
ACHIEVEMENT_KILL_MRPUMPKIN_TITLE,Scarecrow
ACHIEVEMENT_KILL_REDMANTIS_TITLE,Predator
ACHIEVEMENT_KILL_ZENDROS_TITLE,Evil Eye
ACHIEVEMENT_KILL_JACKTHEHAMMER_TITLE,Jacked
ACHIEVEMENT_KILL_GIGGLEBOX_TITLE,Treasure Hunter
ACHIEVEMENT_KILL_ROCKMUSCLE_TITLE,Rock Solid
ACHIEVEMENT_KILL_BUCROW_TITLE,Banished
ACHIEVEMENT_KILL_NEPARUBA_TITLE,Buzzkill
ACHIEVEMENT_KILL_HOBO_TITLE,Vagabond
ACHIEVEMENT_KILL_DUMBBULL_TITLE,Matador
ACHIEVEMENT_KILL_TOTEMIA_TITLE,Totem
ACHIEVEMENT_KILL_CARDPUPPET_TITLE,Marionette
ACHIEVEMENT_KILL_FLBYRIGEN_TITLE,Angler
ACHIEVEMENT_KILL_TOMBSTONEBEARER_TITLE,Undertaker
ACHIEVEMENT_KILL_SCOPICON_TITLE,Toxic
ACHIEVEMENT_KILL_BASQUE_TITLE,Gunner
ACHIEVEMENT_KILL_PRANKSTER_TITLE,Prankster
ACHIEVEMENT_KILL_ROCKEPELLER_TITLE,Sky Patrol
ACHIEVEMENT_KILL_WHEELEM_TITLE,Speedy
ACHIEVEMENT_KILL_LEYENA_TITLE,Ravenous
ACHIEVEMENT_KILL_TRANGFOMA_TITLE,Charged
ACHIEVEMENT_KILL_STEAMWALKER_TITLE,Steampunk
ACHIEVEMENT_KILL_STEELKNIGHT_TITLE,Metalhead
ACHIEVEMENT_KILL_ZOMBIGER_TITLE,Golddigger
ACHIEVEMENT_KILL_NUTTYWHEEL_TITLE,Steamroller
ACHIEVEMENT_KILL_NUCTUVEHICLE_TITLE,Radioactive
ACHIEVEMENT_KILL_DRILLER_TITLE,Screwed
ACHIEVEMENT_KILL_RISEM_TITLE,Elemental
ACHIEVEMENT_KILL_GRRR_TITLE,Troll
ACHIEVEMENT_KILL_VOLT_TITLE,Zapped
ACHIEVEMENT_KILL_ELDERGUARD_TITLE,Guardian
ACHIEVEMENT_KILL_DUMP_TITLE,Tired
ACHIEVEMENT_KILL_GARBAGEPIDER_TITLE,Scrapper
ACHIEVEMENT_KILL_ZENMA_TITLE,Punk
ACHIEVEMENT_KILL_CRANEMACHINERY_TITLE,Demolisher
ACHIEVEMENT_KILL_NAUTREPY_TITLE,Ace
ACHIEVEMENT_KILL_SYLIACA_TITLE,Fisherman
ACHIEVEMENT_KILL_GREEMONG_TITLE,Disgusted
ACHIEVEMENT_KILL_BOO_TITLE,Boo
ACHIEVEMENT_KILL_CARRIERBOMB_TITLE,Defuser
ACHIEVEMENT_KILL_LONGWANG_TITLE,Devilish
ACHIEVEMENT_KILL_HOPPRE_TITLE,Exterminator
ACHIEVEMENT_KILL_MUSHPOIE_TITLE,Spore Collector
ACHIEVEMENT_KILL_IREN_TITLE,Bloodsucker
ACHIEVEMENT_KILL_WATANGKA_TITLE,Shaman
ACHIEVEMENT_KILL_FAFNIR_TITLE,Eggcelent
ACHIEVEMENT_KILL_ANTIQUERY_TITLE,Lumberjack
ACHIEVEMENT_KILL_LUIA_TITLE,Phoenix
ACHIEVEMENT_KILL_GONGURY_TITLE,Full Metal
ACHIEVEMENT_KILL_SHUHAMMA_TITLE,Destroyer
ACHIEVEMENT_KILL_KERN_TITLE,Rockstar
ACHIEVEMENT_KILL_GORRUDA_TITLE,Ancient
ACHIEVEMENT_KILL_GLAPHAN_TITLE,Haunted
ACHIEVEMENT_KILL_KIMERADON_TITLE,Chimera
ACHIEVEMENT_KILL_BEARNUCKY_TITLE,Cuddly
ACHIEVEMENT_KILL_MUFFRIN_TITLE,Souperman
ACHIEVEMENT_KILL_POPCRANK_TITLE,Nightmare
ACHIEVEMENT_KILL_CLOCKWORKS_TITLE,Guardian of Madrigal
ACHIEVEMENT_KILL_METEONYKER_TITLE,Dragonslayer
ACHIEVEMENT_KILL_MEDUMET_TITLE,Bot
ACHIEVEMENT_KILL_YETTI_TITLE,Bigfoot
ACHIEVEMENT_KILL_GHOSTKING_TITLE,Reaper
ACHIEVEMENT_KILL_MAMMOTH_TITLE,Prehistoric
ACHIEVEMENT_KILL_AUGU_TITLE,Sushi Chef
ACHIEVEMENT_KILL_ATROX_TITLE,Antlion
ACHIEVEMENT_KILL_TIGAR_TITLE,Vicious
ACHIEVEMENT_KILL_MERAL_TITLE,Pirate
ACHIEVEMENT_KILL_KINGSTER_TITLE,Boiled
