Key,English,French
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000123,The place where the Soulstone of the Ringmaster is kept.\nThe admirers of the hero Aenn\nmake a pilgrimage here every year.,Grand lieu de pèlerinage des admirateurs du Prêtre nommé Aenn.\nLa Pierre d'âme de ce Héros y est précieusement conservée.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000124,Altar of Elementor,Autel de l'Elémentaliste
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000125,The place where the Soulstone of the Elementor is kept.\nThe admirers of the hero Lillip\nmake a pilgrimage here every year.,Grand lieu de pèlerinage des admirateurs de l'Elémentaliste nommé Lillip.\nLa Pierre d'âme de ce Héros y est précieusement conservée.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000126,Altar of Ranger,Autel du Ranger
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000127,The place where the Soulstone of the Ranger is kept.\nThe admirers of the hero Hynan\nmake a pilgrimage here every year.,Grand lieu de pèlerinage des admirateurs du Ranger nommé Hynan.\nLa Pierre d'âme de ce Héros y est précieusement conservée.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000128,Altar of Billposter,Autel du Moine
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000129,The place where the Soulstone of the Billposter is kept.\nThe admirers of the hero Roentel\nmake a pilgrimage here every year.,Grand lieu de pèlerinage des admirateurs du Moine nommé Roentel.\nLa Pierre d'âme de ce Héros y est précieusement conservée.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000130,Altar of Blade,Autel de l'Assassin
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000131,The place where the Soulstone of the Blade is kept.\nThe admirers of the hero Heren\nmake a pilgrimage here every year.,Grand lieu de pèlerinage des admirateurs de l'Assassin nommé Heren.\nLa Pierre d'âme de ce Héros y est précieusement conservée.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000132,Altar of Knight,Autel du Chevalier
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000133,The place where the Soulstone of the Knight is kept.\nThe admirers of the hero Billaon\nmake a pilgrimage  here every year.,Lieu où la Pierre d'âme du Chevalier est conservée.\nLes admirateurs du héros Billein\ny font un pèlerinage annuel.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000134,Kyon Soldiers,Soldats de Kyon
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000135,"The greatest soldiers in Madrigal.\nTheir numbers may not be very large,\nbut they are all highly-qualified warriors.","Le meilleur escadron de soldats de Madrigal.\nBien que peu nombreux,\nces soldats sont tous hautement qualifiés."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000136,Darkon 2\nDarken,Darkon 2\nDarken
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000137,Administrative City of Darkon.\nMost of the citizens are slightly hard of hearing\nbecause of the machine noise.,Ville administrative de Darkon.\nLa majorité des citoyens souffrent de troubles de l'audition\nen raison du vacarme des machines.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000138,Darkon 2\nCave of Envy,Darkon 2\nCaverne de l'Envie
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000139,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Une grotte artificielle\nLa zone autour de Darken est devenue le repaire des monstres\naprès la Guerre du Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000140,Darkon 2\nCave of Envy,Darkon 2\nCaverne de l'Envie
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000141,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Une grotte artificielle\nLa zone autour de Darken est devenue le repaire des monstres\naprès la Guerre du Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000142,Darkon 2\nCave of Envy,Darkon 2\nCaverne de l'Envie
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000143,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Une grotte artificielle\nLa zone autour de Darken est devenue le repaire des monstres\naprès la Guerre du Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000144,Darkon 1\nKhipra,Darkon 1\nKhipRa
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000145,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,La nature avoisinante est en train de dépérir\nà cause du développement de l'usine produisant les Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000146,Darkon 1\nGouthan Mountains,Darkon 1\nMontagnes de Gouthan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000147,The biggest mountains in Darkon.,La plus importante montagne de Darkon
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000148,Darkon 1\nGouthan Mountains,Darkon 1\nMontagnes de Gouthan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000149,The biggest mountains in Darkon.,La plus importante montagne de Darkon
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000150,Darkon 1\nKhipra,Darkon 1\nKhipRa
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000151,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,La nature avoisinante est en train de dépérir\nà cause du développement de l'usine produisant les Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000152,Darkon 2\nThe Cage of Clockworks.,Darkon 2\nCage de Clockworks
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000153,Clockworks was sealed here after the Clockworks War.,La cage où Clockworks fut enfermé après la Guerre.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000154,Flaris Observatory,Observatoire de Flaris
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000155,Lab of Wise-men,Laboratoire des Sages
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000156,Saint City\nAncient Document Office,Saincity\nBureau des documents anciens
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000157,Saint City\nLittle Theater of Pepoview,Saincity\nThéâtre de Pepole
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000158,Darkon 1\nHideout of Hanoyan,Darkon 1\nRepaire de Hanoyan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000159,Altar of Jester,Autel du Jester
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000160,Darkon 3\nVillage of Kan,Darkon 3\nVillage de Kan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000161,Herneos,Herneos
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000162,"Herneos was a beautiful underwater haven with magnificent architecture.\n However, Shade's hand caused great disruption.","Herneos était un magnifique havre sous-marin à l'architecture splendide.\n Cependant, Shade a provoqué des dérèglements."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000163,Eillun,Eillun
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000164,Euphresia,Euphresia
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000165,"Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare.","Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare."
PROTOTYPE_WLD_000000,Prototype,Prototype
WDPROTOTYPE_WLD_000000,Unknown Place in Madrigal,Endroit inconnu sur Madrigal
WDPROTOTYPE_WLD_000001,Only a Game Master can help you to leave.,Seul un Maître de Jeu peut vous aider à sortir.
WDREALM_WLD_000000,This is a safe place.,Cet endroit semble sûr…
WDREALM_WLD_000001,This is a safe place.,Cet endroit semble sûr…
WDREALM_WLD_000002,This is a safe place.,Cet endroit semble sûr…
WORLD_WDEVENT01_WDEVENT01_RGN_000000,You enter a battle zone!!!,Bienvenue dans la zone de combat !
WDHEAVEN06_1_WLD_000003,Secret Room,Chambres Secrètes
WDUPRESIA_WLD_000000,Euphresia,Euphresia
