Key,English,German
PROPSKILL_TXT_000276,Piercing Arrow,Piercing Arrow
PROPSKILL_TXT_000277,Fires a powerful arrow that pierces through enemies in a line.,Verstärkter Pfeilangriff.
PROPSKILL_TXT_000278,Poison Arrow,Poison Arrow
PROPSKILL_TXT_000279,"Shoots a poison-tipped arrow at the enemy, inflicting poison damage over time.",Den Gegner mit einem vergifteten Pfeil angreifen.
PROPSKILL_TXT_000280,Silent Arrow,Silent Arrow
PROPSKILL_TXT_000281,Attacks the enemy and prevents them from casting spells.,"Der Gegner wird daran gehindert, einen Zauberspruch zu vollenden."
PROPSKILL_TXT_000282,Nature,Nature
PROPSKILL_TXT_000283,"Attunes you to nature, heightening your senses to increase Magic Resistance and Bow Range.","Schärft die Sinne für die Natur, um die Magieabwehr und Bogenreichweite zu erhöhen."
PROPSKILL_TXT_000284,Triple Shot,Triple Shot
PROPSKILL_TXT_000285,Fires a volley of arrows that stuns the target.,Schießt drei Pfeile gleichzeitig. Betäubt das Ziel.
PROPSKILL_TXT_000286,Flash,Flash
PROPSKILL_TXT_000287,Blinded by the flash of light.,Die Augen können wegen einem starken Blitz nicht geöffnet werden.
PROPSKILL_TXT_000288,Single Stun,Stun Single
PROPSKILL_TXT_000290,Stun Group,Betäubt eine Gruppe von Gegnern
PROPSKILL_TXT_000291,You are stunned and cannot move.,Ihr seid betäubt und könnt euch nicht bewegen.
PROPSKILL_TXT_000292,Damage,Damage
PROPSKILL_TXT_000294,Atk. Counter,Attack Counter
PROPSKILL_TXT_000295,Attack just as an enemy attacks.,"Erhöht die Angriffsstärke, wenn man ein Yoyo benutzt."
PROPSKILL_TXT_000296,Knockback,Knock Back
PROPSKILL_TXT_000297,Pushes the enemy back.,Den Gegner wegdrücken. 
PROPSKILL_TXT_000298,Burningfield,Burning Field
PROPSKILL_TXT_000299,"Ignites the ground, creating a burning field that deals damage over time to enemies standing on it.",Den Gegner kontinuierlich mit einer Feuerflut angreifen.
PROPSKILL_TXT_000300,Poison,Poison
PROPSKILL_TXT_000301,"You are poisoned, suffering damage over time and reduced HP Restoration.",Den Gegner kontinuierlich mit Gift für eine bestimmte Zeit angreifen.
PROPSKILL_TXT_000302,Stun,Stun
PROPSKILL_TXT_000303,You are stunned and cannot move.,Du bist betäubt und kannst dich nicht bewegen.
PROPSKILL_TXT_000304,Bleeding,Blutung
PROPSKILL_TXT_000305,"You are bleeding, suffering damage over time and reduced Attack Speed and Casting Speed.",Den Gegner kontinuierlich durch Blutung für eine bestimmte Zeit Schaden zufügen.
PROPSKILL_TXT_000306,Steal HP,HP stehlen
PROPSKILL_TXT_000307,Drains life from an enemy.,Vom Feind Lebensenergie absaugen.
PROPSKILL_TXT_000308,Swordcross,Swordcross
PROPSKILL_TXT_000310,Poison Sting,Poison Sting
PROPSKILL_TXT_000313,Damages an enemy over time.,Dem Gegner über Zeit kontinuierlich Schaden zufügen.
PROPSKILL_TXT_000314,Chill of Death,Kältes des Todes
PROPSKILL_TXT_000315,"You are chilled, suffering reduced Attack Speed and Casting Speed.",Verringert die Angriffsgeschwindigkeit und erhöht die Wirkzeit.
PROPSKILL_TXT_000319,You fainted.,Du fällst in Ohnmacht.
PROPSKILL_TXT_000320,Krrr's Poison,Krrr's Poison
PROPSKILL_TXT_000324,Berserker Mushroom,The Madness of a Poisonous Mushroom
PROPSKILL_TXT_000325,Increases Attack and Attack Speed.,Verringern der Angriffsstärke und das Angriffstempo.
PROPSKILL_TXT_000326,Protective Tree Bark,The Protection to use the Bark of a Tree
PROPSKILL_TXT_000327,Reduces incoming damage by wrapping your body in tree bark.,Verringern der körperlichen Angriffsstärke durch das Verstecken des Körpers in der Rinde eines Baums.
PROPSKILL_TXT_000328,Buff Break,Buff Break
PROPSKILL_TXT_000330,Buff Break X,Buff Break X
PROPSKILL_TXT_000350,Burn,Burn
PROPSKILL_TXT_000351,Damages the target continuously over time.,Fügt dem Ziel über einen gewissen Zeitraum nach und nach Schaden zu.
PROPSKILL_TXT_000380,Shield Bash,Shield Strike
PROPSKILL_TXT_000381,"Strikes the target with your shield, with a chance to stun. Requires a shield.",Schlage mit deinem Schild zu. Kann das Ziel betäuben. Ein Schild muss ausgerüstet sein.
PROPSKILL_TXT_000378,Grand Rage,Grand Rage
PROPSKILL_TXT_000379,A powerful one-handed attack that recovers FP equal to 5% of the damage dealt.,"Starker einhändiger Angriff, der 5 % des verursachten Schadens in vom Feind gestohlene FP umwandelt."
PROPSKILL_TXT_000384,Heart of Fury,Heart of Fury
PROPSKILL_TXT_000385,Enhances combat ability at the cost of 1% of your maximum FP per strike. Damage is increased by 10% of your maximum FP. Requires a one-handed weapon.,Erhöht die Kampffähigkeit auf Kosten von 1% der maximalen FP pro Schlag. Der Schaden wird um 10% der maximalen FP erhöht. Erfordert eine einhändige Waffe.
PROPSKILL_TXT_100000,Moon Beam,Moon Beam
PROPSKILL_TXT_100001,"Calls upon the moon to afflict the target, dealing damage over time and making them more susceptible to all incoming damage.",Benutze die Kraft des Mondes um dein Ziel zu schwächen. Der Schaden auf das Ziel wird erhöht während der Debuff aktiv ist.
PROPSKILL_TXT_100002,Shade's Support,Shade's Support
PROPSKILL_TXT_100003,Protects the monster from stun and rooting debuffs.,Schützt das Monster vor Betäubungen und anderen Kontrollfähigkeiten.
PROPSKILL_TXT_100004,Shade's Boost,Shade's Verstärkung
PROPSKILL_TXT_100005,Increases the monster's movement speed.,Erhöht die Geschwindigkeit des Monsters
PROPSKILL_TXT_100006,Dragon's Grace,Gunst des Drachens
PROPSKILL_TXT_100007,"Empowered by your dragon, gaining increased Attack.",Die Gunst des Drachens erweckt deinen Angriff
PROPSKILL_TXT_100008,Lion's Grace,Gunst des Löwens
PROPSKILL_TXT_100009,"Empowered by your lion, gaining increased max HP.",Die Gunst des Löwens erweckt deine Gesundheit
PROPSKILL_TXT_100010,Tiger's Grace,Gunst des Tigers
PROPSKILL_TXT_100011,"Empowered by your tiger, gaining increased Critical Damage.",Die Gunst des Tigers erweckt deinen kritischen Schaden
PROPSKILL_TXT_100012,Fox's Grace,Gunst des Fuchses
PROPSKILL_TXT_100013,"Empowered by your fox, gaining increased Attack and Casting Speed.",Die Gunst des Fuchses erweckt deinen Fähigkeitsschaden und Zaubergeschwindigkeit
PROPSKILL_TXT_100014,Rabbit's Grace,Gunst des Hasen
PROPSKILL_TXT_100015,"Empowered by your rabbit, gaining increased Speed.",Die Gunst des Hasen erweckt deine Geschwindigkeit
PROPSKILL_TXT_100016,Griffin's Grace,Gunst des Greifs
PROPSKILL_TXT_100017,"Empowered by your griffin, taking reduced Incoming Damage.",Die Gunst des Greifs erweckt deine Abwehr gegenüber Schaden
PROPSKILL_TXT_100018,Unicorn's Grace,Gunst des Einhorns
PROPSKILL_TXT_100019,"Empowered by your unicorn, gaining increased Block.",Die Gunst des Einhorns erweckt deine Blockrate
PROPSKILL_TXT_100020,Angel's Grace,Gunst des Engels
PROPSKILL_TXT_100021,"Empowered by your angel, gaining increased Critical Damage.",Die Gunst des Engels erweckt deinen kritischen Schaden
PROPSKILL_TXT_100022,King Crab's Grace,Gunst der Königskrabbe
PROPSKILL_TXT_100023,"Empowered by your king crab, gaining increased Block Penetration.",Die Gunst der Königskrabbe erweckt deine Blockdurchdringung
PROPSKILL_TXT_100024,Call of Fury,Ruf der Wut
PROPSKILL_TXT_100025,Lets out a furious shout that forces the target enemy and surrounding enemies to focus their attacks on you.,"Ein schriller Ruf, der das Ziel ablenkt und diesen, sowie benachbarte Gegner zwingt, dich anzugreifen."
PROPSKILL_TXT_100026,Heart of Sacrifice,Herz der Aufopferung
PROPSKILL_TXT_100027,Redirects damage taken by the target player to yourself.,Leite den von einem Zielspieler erlittenen Schaden auf dich selbst um.
PROPSKILL_TXT_000392,Rending Entry,Zerreißender Einbruch
PROPSKILL_TXT_000393,"Blink to a target point, damaging nearby enemies with a chance to immobilize them. If an enemy is defeated by this attack, Rending Entry's cooldown is reset.","Teleportiere dich an die Position, auf die du mit dem Cursor klickst, und füge Feinden in der Nähe Schaden zu. Chance, den Feind zu verlangsamen. Wenn ein Feind durch diesen Angriff stirbt, wird die Abklingzeit von ""Zerreißender Einbruch"" zurückgesetzt."
PROPSKILL_TXT_000394,Barrier of Life,Barriere des Lebens
PROPSKILL_TXT_000395,Grants the target a barrier that causes all incoming hits to be blocked for a short duration.,Das Ziel wird den nächsten Treffer auf jeden Fall blocken.
PROPSKILL_TXT_000430,Gravity Well,Schwerkraft-Quelle
PROPSKILL_TXT_000431,Creates a gravity well at a target point that greatly slows enemies within the area.,"Erzeugt an der Position des Mauszeigers eine Schwerkraft-Quelle, die Feinde in diesem Bereich erheblich verlangsamt."
PROPSKILL_TXT_000440,Eye of the Storm,Auge des Sturms
PROPSKILL_TXT_000441,"Summons a violent storm around you that pushes enemies back on contact, forming a barrier that prevents enemies from approaching.","Beschwöre einen Tornado um dich herum, der Feinde in der Nähe zurückdrängt und eine Barriere bildet, die verhindert, dass dich jemand erreicht."
PROPSKILL_TXT_000424,Sury's Tenacity,Surys Hartnäckigkeit
PROPSKILL_TXT_000425,"Grants immunity to crowd control and increased incoming healing, but prevents skill usage.","Werde immun gegen Crowd Control, verliere dafür aber die Fähigkeit, Fertigkeiten zu wirken, und erhalte mehr Heilung."
PROPSKILL_TXT_000400,Jester's Blast,Explosion des Narren
PROPSKILL_TXT_000401,"Plants a time bomb on the target enemy that explodes after a short delay, damaging the target enemy and surrounding enemies. Recasting the skill on the same target triggers an early detonation with reduced damage and range.","Plants a time bomb on the target enemy that explodes after a short delay, damaging the target enemy and surrounding enemies. Recasting the skill on the same target triggers an early detonation with reduced damage and range."
PROPSKILL_TXT_000402,Boomburst,Bumm-Bumm
PROPSKILL_TXT_000403,"Fires a long-range projectile that detonates on impact, knocking down the target enemy and surrounding enemies.","Weitreichender Schuss, der eine Schockwelle in einem Gebiet um das Ziel herum aussendet. Dieser Angriff wirft Feinde um das betroffene Ziel herum zu Boden."
PROPSKILL_TXT_000404,Raon's Fire,Raons Feuer
PROPSKILL_TXT_000405,Reduces fire resistance by 20%.,Reduziert den Feuerwiderstand um 20%.
PROPSKILL_TXT_000406,Herness' Water,Herness' Wasser
PROPSKILL_TXT_000407,Reduces water resistance by 20%.,Verringert die Wasserfestigkeit um 20%.
PROPSKILL_TXT_000408,Ishirut's Spark,Funke von Ishirut
PROPSKILL_TXT_000409,Reduces electric resistance by 20%.,Reduziert den elektrischen Widerstand um 20%.
PROPSKILL_TXT_000410,Shelid's Earth,Shelids Erde
PROPSKILL_TXT_000411,Reduces earth resistance by 20%.,Reduziert den Erdwiderstand um 20%.
PROPSKILL_TXT_000412,Ipuli's Breath,Ipulis Atem
PROPSKILL_TXT_000413,Reduces wind resistance by 20%.,Reduziert den Windwiderstand um 20%.
PROPSKILL_TXT_100028,Lifesteal,Lebensentzug
PROPSKILL_TXT_100029,Mysterious Energy,Mysteriöse Energie
PROPSKILL_TXT_100030,A mysterious magic energy is preventing you from moving.,"Eine geheimnisvolle magische Energie hindert dich daran, dich zu bewegen."
PROPSKILL_TXT_100031,Bolstered,Gepolstert
PROPSKILL_TXT_100032,Your defenses are enhanced.,Deine Verteidigung ist verstärkt.
PROPSKILL_TXT_100033,Explode,Explodieren
PROPSKILL_TXT_100034,Curse of the Drowned Rangda,Fluch des ertrunkenen Rangda
PROPSKILL_TXT_100035,"Monsters have increased attack, but take increased damage.",Monster haben einen erhöhten Angriffswert und einen erhöhten Schaden.
PROPSKILL_TXT_100036,Shade's Cruel Bargain,Shades grausamer Handel
PROPSKILL_TXT_100037,"Monsters explode on death, but have an increased drop rate.","Alle Monster explodieren beim Tod, haben aber eine höhere Drop-Rate."
PROPSKILL_TXT_100038,Iblis Touched,Von Ivillis berührt
PROPSKILL_TXT_100039,"Monsters reflect damage, but have an increased drop rate.","Monster reflektieren Schaden, haben aber eine höhere Drop-Rate."
PROPSKILL_TXT_100040,Rhisis' Assistance,Rhisis Unterstützung
PROPSKILL_TXT_100041,"Monsters regenerate a percentage of their HP per second, but grant increased EXP.","Monster regenerieren einen bestimmten Prozentsatz ihrer Gesundheit pro Sekunde, geben aber mehr Erfahrung."
PROPSKILL_TXT_100042,"Monsters have increased movement speed, but take increased damage.","Die Monster haben eine höhere Geschwindigkeit, aber auch mehr Schaden erlitten."
PROPSKILL_TXT_100043,Dagger from Within,Dolch von innen
PROPSKILL_TXT_100044,"Monsters have increased Critical Chance, but grant increased EXP.","Monster haben mehr kritische Chancen, geben aber auch mehr Erfahrung."
PROPSKILL_TXT_100045,Phantom Pain,Phantomschmerz
PROPSKILL_TXT_100046,"Monsters have a chance to strike twice, but have an increased drop rate.","Monster haben eine Chance, zweimal zuzuschlagen, haben aber eine höhere Drop-Rate."
PROPSKILL_TXT_100047,Drain of Iblis,Ivillis Tiefgang
PROPSKILL_TXT_100048,"Monsters gain lifesteal, but take increased damage.","Monster haben Lebensentzug, aber erhöhten eingehenden Schaden."
PROPSKILL_TXT_100049,Shade's Adrenaline,Shades Adrenalin
PROPSKILL_TXT_100050,"Monsters have increased Attack Speed, but have an increased drop rate.","Monster greifen schneller an, haben aber eine höhere Drop-Rate."
PROPSKILL_TXT_100051,Life-linked,Verbundenes Leben
PROPSKILL_TXT_100052,This entity cannot be defeated while its life-linked target remains above a certain HP threshold.,"Diese Entität stirbt erst, wenn der Lebenslink des Ziels unter eine bestimmte HP-Schwelle fällt."
PROPSKILL_TXT_100053,Kraken's Revenge,Rache des Kraken
PROPSKILL_TXT_100054,Rapidly regenerating HP due to rage.,Rasche Wiederherstellung der Gesundheit als Folge von Wut.
PROPSKILL_TXT_100055,Ice Patch,Eisfläche
PROPSKILL_TXT_100056,Slowed by an ice patch.,Verlangsamt durch eine Eisfläche
PROPSKILL_TXT_100057,Chill of the Ghostly Emperor,Kälte des Geisterkaisers
PROPSKILL_TXT_100058,The dungeon is covered in patches of ice that slow you down. Increased drop rate.,"Der Dungeon ist mit Eisflächen bedeckt, die die Geschwindigkeit verringern. Mehr Drop-Rate."
PROPSKILL_TXT_100059,Webbed,Vernetzt
PROPSKILL_TXT_100060,A sticky web slows your movement.,Ein klebriges Netz verlangsamt deine Bewegungen.
PROPSKILL_TXT_100061,Battered,Geschlagen
PROPSKILL_TXT_100062,A brutal strike has shattered your defenses. You take more damage than usual.,Ein brutaler Schlag hat deine Verteidigung durchbrochen. Du hast mehr Schaden genommen als sonst.
PROPSKILL_TXT_100063,Poisoned,Vergiftet
PROPSKILL_TXT_100064,Reduces your HP Restoration.,Menge der erhaltenen Heilung wurde reduziert.
PROPSKILL_TXT_100065,Misty Touch,Nebelhafte Berührung
PROPSKILL_TXT_100066,Reduces your accuracy.,Verringert die Trefferchance.
PROPSKILL_TXT_100067,Hardened Carapace,Gehärterer Panzer
PROPSKILL_TXT_100068,"The enemy anticipates your movements, reducing damage taken from your attacks.",Der Feind kennt deine Bewegungen und ist resistent gegen deine Angriffe.
PROPSKILL_TXT_100069,Mind Shatter,Geist zerschmettern
PROPSKILL_TXT_100070,"Your concentration has been shattered, reducing your magic damage.","Alle Konzentration ist unterbrochen. Deine Fähigkeit, Magie zu wecken, wurde reduziert."
PROPSKILL_TXT_100071,Undying,Unsterblich
PROPSKILL_TXT_100072,Life-linked to another entity.,Mit diesem Leben ist eine Entität verbunden.
PROPSKILL_TXT_100073,Reflective Shell,Reflektierender Panzer
PROPSKILL_TXT_100074,A portion of the damage you deal to this monster is reflected back to you.,"Ein Teil des Schadens, der diesem Monster zugefügt wird, wird auf dich zurückgeworfen."
PROPSKILL_TXT_100075,Siren's Call,Ruf der Sirene
PROPSKILL_TXT_100076,"The Siren draws you closer. Her pain is your pain, redirecting a portion of any damage dealt to her to you.",Die Sirene zieht dich näher heran. Dein Schmerz ist ihr Schmerz.
PROPSKILL_TXT_100077,Double Vision,Doppelsicht
PROPSKILL_TXT_100078,"Your perception fractures. You take double damage, but your damage against monsters is doubled.",Du siehst doppelt. Und fühlst doppelt.
PROPSKILL_TXT_100079,Pack Tactics,Pack-Taktiken
PROPSKILL_TXT_100080,This monster gains increased Attack while fighting alongside allies.,Dieses Monster bleibt dem Rudel treu.
PROPSKILL_TXT_100081,"You are caught in a gravitational well, suffering damage over time and greatly reduced movement speed.",Eine Schwerkraft-Quelle verlangsamt und schädigt dich erheblich.
PROPSKILL_TXT_100082,"This monster steals your life force, but takes 5% more damage.","Dieses Monster stiehlt deine Lebenskraft, nimmt aber 5% mehr Schaden."
PROPSKILL_TXT_100083,Curse of the Demon Lord,Fluch des Dämonenlords
PROPSKILL_TXT_100084,"The Demon Lord has cursed you with overwhelming exhaustion, greatly reducing Speed, Attack Speed, and Casting Speed, and lowering all stats.",Der Dämonenlord had dich mit einem überwältigendem Gefühl der Erschöpfung verflucht.
PROPSKILL_TXT_100085,Blessing of the Golden Aibatt,Gefühl der Großzügigkeit
PROPSKILL_TXT_100086,"Blessed by the Golden Aibatt's generosity, this monster grants 10% increased EXP and drop rates when defeated.",Dieses Monster ist großzügig und hat einen erhöhten Drop & Exp Bonus von 10%.
PROPSKILL_TXT_100087,Shade's Swiftness,Iblis' Tapferkeit
PROPSKILL_TXT_100088,"Shade is a powerful god of fear and rage, and they grant this buff to players by imbuing them with a gust of wind that enhances their reflexes and allows them to move faster.","Shade ist ein mächtiger Gott der Angst und des Zorns, der den Spielern diesen Stärkungszauber verleiht, indem er sie mit einem Windstoß ausstattet, der ihre Reflexe verbessert und sie schneller laufen lässt."
PROPSKILL_TXT_100089,Iblis' Fortitude,Iblis' Tapferkeit
PROPSKILL_TXT_100090,"Iblis is a revered god of apathy and neutrality, and they grant this buff to players by infusing them with a burst of life energy that increases their maximum health and allows them to withstand more damage.","Iblis ist ein verehrter Gott der Apathie und Neutralität, der den Spielern diesen Buff gewährt, indem er sie mit einem Schub an Lebensenergie versorgt, der ihre maximale Gesundheit erhöht und sie in die Lage versetzt, mehr Schaden zu ertragen."
PROPSKILL_TXT_100091,Bubble's Bulwark,Bubble's Bollwerk
PROPSKILL_TXT_100092,"Bubble is a legendary god of joy and purity, and they grant this buff to players by creating a powerful shield that provides an extra layer of defense against enemy attacks.","Bubble ist ein legendärer Gott der Freude und der Reinheit. Er verleiht den Spielern diesen Buff, indem er einen mächtigen Schild erschafft, der eine zusätzliche Verteidigungsschicht gegen feindliche Angriffe bietet."
PROPSKILL_TXT_100093,Guild's Enhancement,Gildenverbesserung
PROPSKILL_TXT_100094,Donate G-Tokens to your guild and upgrade this enhancement's level!,Spende G-Token an deine Gilde und erhöhe das Level dieser Verbesserung!
PROPSKILL_TXT_100095,Spiritual Overcharge,Spirituelle Überladungs-Chance
PROPSKILL_TXT_100096,Healing Grace,Heilende Gnade Chance
PROPSKILL_TXT_100097,Prankster's Escape,Pranksters Fluchtmöglichkeit
PROPSKILL_TXT_100098,Last Stand,Letzte Gelegenheit Chance
PROPSKILL_TXT_100099,Aura Burst,Aura Ausbruch Chance
PROPSKILL_TXT_100100,Supercharged,Supergeladen
PROPSKILL_TXT_100101,Crackling energy envelops the target. Increases the Drop Chance and Experience of this monster by 10%.,Crackling energy envelops the target. Increases the Drop Chance and Experience of this monster by 10%.
PROPSKILL_TXT_100102,Static,Statik
PROPSKILL_TXT_100103,Sparks of power drain your strength. Run away to prevent it from spreading!,"Funken der Macht zehren an deinen Kräften. Lauf weg, um eine Ausbreitung zu verhindern!"
PROPSKILL_TXT_100104,Tethered,Gefesselt
PROPSKILL_TXT_100105,You are bound by a tether! Create distance to break it!,"Du bist gefesselt! Entferne dich, um die Fesseln zu lösen!"
PROPSKILL_TXT_100106,Slowed,Verlangsamt
PROPSKILL_TXT_100107,Waterbomb,Wasserbombe Chance
PROPSKILL_TXT_100108,Jungle Fever,Dschungelfieber
PROPSKILL_TXT_100109,"A disease spreads through your body. Hopefully, the fever breaks.",Die Krankheit breitet sich in deinem Körper aus. Hoffentlich geht das Fieber zurück.
PROPSKILL_TXT_100110,PlayPark's Launch Buff,PlayPark's Launch Buff
PROPSKILL_TXT_100111,Enjoy increased Experience and Drops up to Level 119!,Genieße mehr Erfahrung und Drops bis zu Level 119!
PROPSKILL_TXT_100112,Artifact Power,Artifact Power
PROPSKILL_TXT_100113,"Your team's control over artifacts empowers you, increasing your damage against Kalgas!",Die Artefakt-Anzahl meines Teams fügt Kalgas Schaden hinzu!
PROPSKILL_TXT_100114,Kalgas Poison,Kalgas Poison
PROPSKILL_TXT_100115,Poison spreads through your body.,Gift breitet sich durch deinen Körper aus.
PROPSKILL_TXT_100116,Kalgas' Dominance,Kalgas' Dominance
PROPSKILL_TXT_100117,The enemy team has claimed total dominance! Your team cannot damage Kalgas until an artifact is reclaimed.,"Dein Team wird dominiert! Besiege ein Artefakt, um Kraft zurückzugewinnen!"
PROPSKILL_TXT_100118,2nd Anniversary Guild's Enhancement,2nd Anniversary Guild's Enhancement
PROPSKILL_TXT_100119,Donate 2nd Anniversary Tokens to your guild and upgrade this enhancement's level!,Spende 2nd Anniversary Tokens an deine Gilde und verbessere die Stufe dieser Verbesserung!
PROPSKILL_TXT_100120,Poison (From Weapon),Poison (From Weapon)
PROPSKILL_TXT_100121,Stun (From Weapon),Stun (From Weapon)
PROPSKILL_TXT_100122,Bleeding (From Weapon),Bleeding (From Weapon)
PROPSKILL_TXT_100123,Increases FP and MP Restoration by 10% for you and your partner for 10 minutes.,FP- und MP-Erholungsmenge wird 10 Minuten lang um 10% erhöht.
PROPSKILL_TXT_100124,Madrigal Stroll,Madrigal Stroll
PROPSKILL_TXT_100125,Increases movement speed by 5% for you and your partner for 10 minutes.,Bewegungsgeschwindigkeit wird 10 Minuten lang um 5% erhöht.
PROPSKILL_TXT_100126,Field Outing,Field Outing
PROPSKILL_TXT_100127,Reload the Experience Lock Gauge by 5% of the maximum.,Lade die Erfahrungssperre um 5% des Maximums auf.
PROPSKILL_TXT_100128,Party Together,Party Together
PROPSKILL_TXT_100129,Increases party experience by 10% for 30 minutes while you and your partner are in the same party.,"Gruppenerfahrung wird 30 Minuten lang um 10% erhöht. Kann nur verwendet werden und ist nur wirksam, wenn beide Mitglieder in derselben Gruppe sind."
PROPSKILL_TXT_100130,Golden Luck,Golden Luck
PROPSKILL_TXT_100131,Increases drop rate and Penya gained by 5% for you and your partner for 10 minutes.,Drop- und Penya-Menge wird 10 Minuten lang um 5% erhöht.
PROPSKILL_TXT_100132,Stamina Boost,Stamina Boost
PROPSKILL_TXT_100133,Increases all stats by 5 for you and your partner for 10 minutes.,Alle Werte werden 10 Minuten lang um 5 erhöht.
PROPSKILL_TXT_100134,Sky's Blessing,Sky's Blessing
PROPSKILL_TXT_100135,Increases flight speed by 3 km/h for you and your partner for 5 minutes.,Grundfluggeschwindigkeit wird 5 Minuten lang um 3 km/h erhöht.
PROPSKILL_TXT_100136,Cheer of Love,Cheer of Love
PROPSKILL_TXT_100137,"Cheered on by your partner, your EXP rate is increased by 5%.","+5% Erfahrung, gewährt von deinem Partner."
PROPSKILL_TXT_100138,Happy Jump,Happy Jump
PROPSKILL_TXT_100139,Increases Jump Height by 50 for you and your partner for 10 minutes.,Sprunghöhe wird 10 Minuten lang um 50 erhöht.
PROPSKILL_TXT_100140,Swift Recovery,Swift Recovery
PROPSKILL_TXT_100141,Herb Gathering,Herb Gathering
PROPSKILL_TXT_100142,Gather various herbs.,Sammeln verschiedener Kräuter. 
PROPSKILL_TXT_100143,Wood Cutting,Wood Cutting
PROPSKILL_TXT_100144,Cut down trees.,Bäume fällen.
PROPSKILL_TXT_100145,Mining,Mining
PROPSKILL_TXT_100146,Mine various ores and gems.,Abbau verschiedener Erze und Edelsteine.
PROPSKILL_TXT_100147,Fishing,Fishing
PROPSKILL_TXT_100148,Catch various fish.,Fangen verschiedener Fische.
PROPSKILL_TXT_100149,Cooking,Cooking
PROPSKILL_TXT_100150,Cook various foods.,Zubereiten verschiedener Speisen.
PROPSKILL_TXT_100151,Alchemy,Alchemy
PROPSKILL_TXT_100152,Produce various potions.,Herstellen verschiedener Tränke.
PROPSKILL_TXT_100153,Carpentry,Carpentry
PROPSKILL_TXT_100154,Craft furniture and other items.,Anfertigen von Möbeln und anderen Gegenständen.
PROPSKILL_TXT_100155,Smithing,Smithing
PROPSKILL_TXT_100156,Create various accessories.,Herstellen verschiedener Accessoires.
PROPSKILL_TXT_FWC_202501,Grinder's Blessing,Grinder's Blessing
PROPSKILL_TXT_FWC_202502,Madrigal's elites guide you!,Madrigals Elite leitet dich!
PROPSKILL_TXT_FWC_202503,Bubble's Fortune,Bubble's Fortune
PROPSKILL_TXT_FWC_202504,Madrigal's most fortunate guide you!,Madrigals Glücklichste leiten dich!
PROPSKILL_TXT_150000,Harlequin's Greeting,Harlequin's Greeting
PROPSKILL_TXT_150001,"Perform a quick step, teleporting behind your target with a swift attack.",Führe einen schnellen Schritt aus und teleportiere dich mit einem flinken Angriff hinter dein Ziel.
PROPSKILL_TXT_150002,Shadow Attack,Shadow Attack
PROPSKILL_TXT_150003,"Teleport instantly to the rear of your target to deal damage. If used while invisible, the next auto attack within three seconds will be a critical hit, and the cooldown will be reduced.","Teleportiere dich sofort hinter dein Ziel, um Schaden zu verursachen. Wenn du die Fähigkeit unsichtbar verwendest, wird der nächste automatische Angriff innerhalb von drei Sekunden ein kritischer Treffer sein und die Abklingzeit wird reduziert."
PROPSKILL_TXT_150004,Range Increase,Range Increase
PROPSKILL_TXT_150005,Harlequin's Charge,Harlequin's Charge
PROPSKILL_TXT_150006,Gather strength to perform a powerful charging attack against a single enemy.,"Sammle Kraft, um einen mächtigen aufgeladenen Angriff gegen einen einzelnen Gegner auszuführen."
PROPSKILL_TXT_150007,Increased Damage,Increased Damage
PROPSKILL_TXT_150008,Reduced Charge Time,Reduced Charge Time
PROPSKILL_TXT_150009,Reduced Cooldown,Reduced Cooldown
PROPSKILL_TXT_150010,Alter Ego,Alter Ego
PROPSKILL_TXT_150011,"Become invisible and spawn a clone at your position which runs in a random direction, reflects damage, and explodes upon death.","Werde unsichtbar und erschaffe einen Klon an deiner Position, der in eine zufällige Richtung läuft, Schaden reflektiert und beim Tod explodiert."
PROPSKILL_TXT_150012,Maintain Ego,Maintain Ego
PROPSKILL_TXT_150014,Special Yo-Yo Mastery,Special Yo-Yo Mastery
PROPSKILL_TXT_150015,"Increases auto attack damage, multistrike chance, and Yo-Yo range when used.","Erhöht automatischen Angriffsschaden, Mehrfachtreffchance und Yo-Yo-Reichweite bei Verwendung."
PROPSKILL_TXT_150016,Auto Attack,Automatisch angreifen
PROPSKILL_TXT_150017,Range,Range
PROPSKILL_TXT_150018,Multistrike,Multistrike
PROPSKILL_TXT_150019,Critical Yo-Yo Mastery,Critical Yo-Yo Mastery
PROPSKILL_TXT_150020,String Yo-Yo Mastery,String Yo-Yo Mastery
PROPSKILL_TXT_150021,Critical Stab,Critical Stab
PROPSKILL_TXT_150022,"Your critical chance is lowered, but critical damage is increased.","Deine kritische Trefferchance wird verringert, aber kritischer Schaden wird erhöht."
PROPSKILL_TXT_150024,Increased Duration,Increased Duration
PROPSKILL_TXT_150026,Shadow Strike,Shadow Strike
PROPSKILL_TXT_150027,Attacking from behind while invisible deals additional damage.,Angriffe von hinten während du unsichtbar bist verursachen zusätzlichen Schaden.
PROPSKILL_TXT_150028,Agility,Agility
PROPSKILL_TXT_150029,Movement speed temporarily increases after leaving invisibility.,"Bewegungsgeschwindigkeit wird vorübergehend erhöht, nachdem du die Unsichtbarkeit verlässt."
PROPSKILL_TXT_150030,Concentration [Nen],Concentration [Nen]
