Key,English,German
PROPMOVER_TXT_000936,Polar Bear,Polar Bear
PROPMOVER_TXT_000946,Mailbox,Briefkasten
PROPMOVER_TXT_000950,Blue Meteonyker,Blue Meteonyker
PROPMOVER_TXT_000954,Baby Penguin,Baby Penguin
PROPMOVER_TXT_000956,Baby Iguana,Baby Iguana
PROPMOVER_TXT_000958,Baby Cobra,Baby Cobra
PROPMOVER_TXT_000960,Egg,Egg
PROPMOVER_TXT_000962,White Tiger,White Tiger
PROPMOVER_TXT_000966,Babari Lion,Hell Lion
PROPMOVER_TXT_000970,Rabbit,Rabbit
PROPMOVER_TXT_000974,Dragon,Dragon
PROPMOVER_TXT_000978,Unicorn,Unicorn
PROPMOVER_TXT_000982,Old Fox,Old fox
PROPMOVER_TXT_000986,Griffin,[General] Hippogriph
PROPMOVER_TXT_000987,Angel,Angel
PROPMOVER_TXT_000988,King Crab,Königskrabbe
PROPMOVER_TXT_000996,Gambler,Glücksspieler
PROPMOVER_TXT_000998,Hair Designer,Edward der Friseur
PROPMOVER_TXT_001000,Make-Up Artist,Roobie
PROPMOVER_TXT_001002,Pet Tamer,Pet Tamer
PROPMOVER_TXT_001010,Behemoth,Behemoth
PROPMOVER_TXT_001012,Hellion,Hellion
PROPMOVER_TXT_001014,Jackalope,Jackalope
PROPMOVER_TXT_001016,Bahamut,Bahamut
PROPMOVER_TXT_001018,Nightmare,Alptraum
PROPMOVER_TXT_001020,Reinecke,Reinecke
PROPMOVER_TXT_001022,Hippogryph,Hippogryph
PROPMOVER_TXT_001024,Cute Frog,Baby Frog
PROPMOVER_TXT_001026,Cute Hamburger,Delicious Hamburger
PROPMOVER_TXT_001028,Baby Turtle,Baby Turtle
PROPMOVER_TXT_001034,Baby Chicken,Brave Chicken
PROPMOVER_TXT_001036,Baby Cow,Baby Cow
PROPMOVER_TXT_001038,Baby Beagle,Beagle
PROPMOVER_TXT_001040,Baby Blue Dragon,Baby Dragon
PROPMOVER_TXT_001042,Baby Hamster,Baby Hamster
PROPMOVER_TXT_001044,Baby Horse,Pony
PROPMOVER_TXT_001046,Baby Monkey,Joker Monkey
PROPMOVER_TXT_001048,Baby Pig,Piggy
PROPMOVER_TXT_001050,Baby Rabbit,Baby Rabbit
PROPMOVER_TXT_001052,Cute Lamb,Baby Lamb
PROPMOVER_TXT_001054,Baby Tiger,Baby Tiger
PROPMOVER_TXT_001076,Small Maid Cardpuppet,Little Maid Cardpuppet
PROPMOVER_TXT_001078,Small Mia,Little Mia
PROPMOVER_TXT_001080,Baby Black Dragon,Brave Black Dragon
PROPMOVER_TXT_001196,Baby Yetti,Baby Yetti
PROPMOVER_TXT_001300,[Guildwar Manager] Frankie,[Guild War Verwalter] Frankie
PROPMOVER_TXT_001302,[Guildwar Manager] Donaris,[Guild War Verwalterin] Donaris
PROPMOVER_TXT_001304,[1vs1Guildwar Manager] Amos,[1vs1 Guild War Verwalter] Amos
PROPMOVER_TXT_001306,[1vs1Guildwar Manager] Annie,[1vs1 Guild War Verwalterin] Anny
PROPMOVER_TXT_001308,[Arena Manager] Lay,[PvP Arena Verwalter] Ray
PROPMOVER_TXT_001310,Mayor,Bürgermeister
PROPMOVER_TXT_001318,English Bulldog,Angry Bulldog
PROPMOVER_TXT_001320,Naughty Ghost,Cheeky Ghost
PROPMOVER_TXT_001322,Baby Fu Lion,Stone Lion
PROPMOVER_TXT_001324,Smart Owl,Clever Owl
PROPMOVER_TXT_001326,Patches,Broken Doll
PROPMOVER_TXT_001328,Cute Robot,Funny Robot
PROPMOVER_TXT_001330,Baby Bang,Tamed Bang
PROPMOVER_TXT_001332,Baby Panda,Baby Panda
PROPMOVER_TXT_001334,Red Armored Tigar,Tamed Little Tigar
PROPMOVER_TXT_001336,Blue Armored Tigar,Tamed Tigar
PROPMOVER_TXT_001338,Yellow Armored Tigar,Tamed Captain Tigar
PROPMOVER_TXT_001446,Tommy Toucan,Baby Amazon Parrot
PROPMOVER_TXT_001452,Johnny Four-Wheels,Beetlebot 
PROPMOVER_TXT_001460,Tiny Tanuki,Gentle Raccoon
PROPMOVER_TXT_001466,Inisis,Inisis
PROPMOVER_TXT_001496,Mini Santa,Mini Santa
PROPMOVER_TXT_001498,Mini Snowman,Mini Snowman
PROPMOVER_TXT_001504,Little Lykan,Hybrid Lycan
PROPMOVER_TXT_001554,Joey,Baby Fennek
PROPMOVER_TXT_001556,Spike,Baby Dobermann
PROPMOVER_TXT_001558,Lumia,Azria Spirit
PROPMOVER_TXT_001560,Inspector Koko,Dr. Koatson
PROPMOVER_TXT_001564,Cheshire Cat,Cheeky Cat
PROPMOVER_TXT_001566,The White Rabbit,The White Rabbit
PROPMOVER_TXT_001568,Tiger Cub,White Tiger
PROPMOVER_TXT_001586,Bone Golem,Revived Skeleton
PROPMOVER_TXT_001588,Mocomochi,Baby Mochomochi
PROPMOVER_TXT_001590,Soul Dancer,Dancing Pet
PROPMOVER_TXT_001592,Clockworks Butler,Clockworks Butler
PROPMOVER_TXT_001628,[Village Chief] Huntrang,Huntran
PROPMOVER_TXT_001630,[Quest Office] Miorang,Mioran
PROPMOVER_TXT_001654,[Crackshooter Master] Meiarun,Merun
PROPMOVER_TXT_001656,[Arcanist Master] Howrang,Horan
PROPMOVER_TXT_001680,Cheirang,Cheiran
PROPMOVER_TXT_001714,[Rock Scissor Paper NPC] Demian,[Schere-Stein-Papier NPC] Demian
PROPMOVER_TXT_001716,Chameleon,Chameleon
PROPMOVER_TXT_001804,Braaaaains,Little Zombie
PROPMOVER_TXT_001814,Male Zombie,Mr Zombie
PROPMOVER_TXT_001816,Female Zombie ,Mrs Zombie
PROPMOVER_TXT_001826,Big Red,Cute Red Pang
PROPMOVER_TXT_002000,Buur,Buur
PROPMOVER_TXT_002002,Saphyryan,Saphyryan
PROPMOVER_TXT_002004,Gray Earl,Gray Earl
PROPMOVER_TXT_002006,Jack Frost,Little Snowmonster
PROPMOVER_TXT_002008,Mr. Grinchie,The Grinch
PROPMOVER_TXT_002010,Rudolph,Rudolph
PROPMOVER_TXT_002020,[Development Supervisor] Kim,[Personal Assistent] Günni K
PROPMOVER_TXT_002026,Kuma,Cute Bear
PROPMOVER_TXT_002034,Usagi,Cute Rabbit Spirit
PROPMOVER_TXT_002036,Cooperative Donation NPC,Gemeinschaftsspende NPC
PROPMOVER_TXT_002038,X900 EvilTron,Robot Demon
PROPMOVER_TXT_002040,Mister Grizz,Mister Grizz
PROPMOVER_TXT_002162,Lil' Potato,Potato
PROPMOVER_TXT_002166,Friendly Baby Kargo,Cute Baby Draco
PROPMOVER_TXT_002170,Charming Babushka Doll,Cute Matryoshka 
PROPMOVER_TXT_002232,Cute Baby Cat,Cute Baby Cat
PROPMOVER_TXT_002234,Little Muran,Cute Little Kitty
PROPMOVER_TXT_002236,Baby Buur,Baby Fluffy
PROPMOVER_TXT_002238,Baby Ripper,Baby Ripper 
PROPMOVER_TXT_002240,Baby Gray Earl,Baby Mr Tea
PROPMOVER_TXT_002242,Tamed Bolo,Tamed Bolo
PROPMOVER_TXT_002282,Pink Mocomochi Pet,Rosa Mocomochi Pet
PROPMOVER_TXT_002284,Rainbow Mocomochi Pet,Regenbogen Mocomochi Pet
PROPMOVER_TXT_002286,Black Bulldog Pet,Schwarze Bulldogge
PROPMOVER_TXT_002288,Red Dragon Pet,Roter Drachen
PROPMOVER_TXT_002292,Blue Snowman Pet,Blaues Schnee Pet
PROPMOVER_TXT_002142,Reonan,Reonan
PROPMOVER_TXT_002144,Nerco,Nerco
PROPMOVER_TXT_002146,Hael,Hael
PROPMOVER_TXT_002148,Handel,Handel
PROPMOVER_TXT_002150,Reodos,Reodos
PROPMOVER_TXT_002152,Zoro,Zoro
PROPMOVER_TXT_002154,Elaine,Elaine
PROPMOVER_TXT_002156,Ainher,Ainher
PROPMOVER_TXT_002158,Sury,Sury
PROPMOVER_TXT_002230,Earl Vermelho,Earl Vermelho
PROPMOVER_TXT_100000,Small Gorruda,Small Gorruda
PROPMOVER_TXT_100001,Gorruda,Gorruda
PROPMOVER_TXT_100002,Captain Gorruda,Captain Gorruda
PROPMOVER_TXT_100003,Giant Gorruda,Giant Gorruda
PROPMOVER_TXT_100004,Young Fafnir,Young Fafnir
PROPMOVER_TXT_100005,Fafnir,Fafnir
PROPMOVER_TXT_100006,Grownup Fafnir,Grownup Fafnir
PROPMOVER_TXT_100007,Giant Fafnir,Giant Fafnir
PROPMOVER_TXT_100008,Small Longwing,Small Longwing
PROPMOVER_TXT_100009,Longwing,Longwing
PROPMOVER_TXT_100010,Captain Longwing,Captain Longwing
PROPMOVER_TXT_100011,Giant Longwing,Giant Longwing
PROPMOVER_TXT_100012,Neparuba,Neparuba
PROPMOVER_TXT_100013,Captain Neparuba,Captain Neparuba
PROPMOVER_TXT_100014,Boss Neparuba,Boss Neparuba
PROPMOVER_TXT_100015,Giant Neparuba,Giant Neparuba
PROPMOVER_TXT_100016,Small Zenma,Small Zenma
PROPMOVER_TXT_100017,Zenma,Zenma
PROPMOVER_TXT_100018,Captain Zenma,Captain Zenma
PROPMOVER_TXT_100019,Giant Zenma,Giant Zenma
PROPMOVER_TXT_100020,Small Zendros,Small Zendros
PROPMOVER_TXT_100021,Zendros,Zendros
PROPMOVER_TXT_100022,Captain Zendros,Captain Zendros
PROPMOVER_TXT_100023,Giant Zendros,Giant Zendros
PROPMOVER_TXT_100024,Small Medumet,Small Medumet
PROPMOVER_TXT_100025,Medumet,Medumet
PROPMOVER_TXT_100026,Captain Medumet,Captain Medumet
PROPMOVER_TXT_100027,Giant Medumet,Giant Medumet
PROPMOVER_TXT_100028,Training Dummy,Training Dummy
PROPMOVER_TXT_100029,Fire Training Dummy,Fire Training Dummy
PROPMOVER_TXT_100030,Water Training Dummy,Water Training Dummy
PROPMOVER_TXT_100031,Earth Training Dummy,Earth Training Dummy
PROPMOVER_TXT_100032,Electric Training Dummy,Electric Training Dummy
PROPMOVER_TXT_100033,Wind Training Dummy,Wind Training Dummy
PROPMOVER_TXT_100097,Violet Medumet,Violet Medumet
PROPMOVER_TXT_100063,Violet Leyena,Violet Leyena
PROPMOVER_TXT_100064,Violet Trangfoma,Violet Trangfoma
PROPMOVER_TXT_100065,Violet Steam Walker,Violet Steam Walker
PROPMOVER_TXT_100068,Violet Steel Knight,Violet Steel Knight
PROPMOVER_TXT_100069,Violet Nutty Wheel,Violet Nutty Wheel
PROPMOVER_TXT_100066,Violet Driller,Violet Driller
PROPMOVER_TXT_100067,Violet Volt,Violet Volt
PROPMOVER_TXT_100070,Violet Elderguard,Violet Elderguard
PROPMOVER_TXT_100071,Violet Garbagespider,Violet Garbagespider
PROPMOVER_TXT_100072,Violet Crane Machinery,Violet Crane Machinery
PROPMOVER_TXT_100074,Violet Greemong,Violet Greemong
PROPMOVER_TXT_100076,Violet Nuctuvehicle,Violet Nuctuvehicle
PROPMOVER_TXT_100075,Violet Carrierbomb,Violet Carrierbomb
PROPMOVER_TXT_100073,Violet Syliaca,Violet Syliaca
PROPMOVER_TXT_100078,Violet Zombiger,Violet Zombiger
PROPMOVER_TXT_100077,Violet Risem,Violet Risem
PROPMOVER_TXT_100086,Violet Grrr,Violet Grrr
PROPMOVER_TXT_100091,Violet Dump,Violet Dump
PROPMOVER_TXT_100085,Violet Nautrepy,Violet Nautrepy
PROPMOVER_TXT_100082,Violet Boo,Violet Boo
PROPMOVER_TXT_100079,Violet Hoppre,Violet Hoppre
PROPMOVER_TXT_100088,Violet Mushpoie,Violet Mushpoie
PROPMOVER_TXT_100081,Violet Iren,Violet Iren
PROPMOVER_TXT_100080,Violet Watangka,Violet Watangka
PROPMOVER_TXT_100087,Violet Antiquery,Violet Antiquery
PROPMOVER_TXT_100083,Violet Luia,Violet Luia
PROPMOVER_TXT_100089,Violet Gongury,Violet Gongury
PROPMOVER_TXT_100084,Violet Shuhamma,Violet Shuhamma
PROPMOVER_TXT_100092,Violet Kern,Violet Kern
PROPMOVER_TXT_100090,Violet Glaphan,Violet Glaphan
PROPMOVER_TXT_100094,Violet Chimeradon,Violet Chimeradon
PROPMOVER_TXT_100095,Violet Bearnerky,Violet Bearnerky
PROPMOVER_TXT_100093,Violet Chef Muffrin,Violet Chef Muffrin
PROPMOVER_TXT_100096,Violet Popcrank,Violet Popcrank
PROPMOVER_TXT_100034,Violet Aibatt,Violet Aibatt
PROPMOVER_TXT_100035,Violet Mushpang,Violet Mushpang
PROPMOVER_TXT_100036,Violet Burudeng,Violet Burudeng
PROPMOVER_TXT_100038,Violet Pukepuke,Violet Pukepuke
PROPMOVER_TXT_100037,Violet Peakyturtle,Violet Peakyturtle
PROPMOVER_TXT_100039,Violet Demian,Violet Demian
PROPMOVER_TXT_100040,Violet Doridoma,Violet Doridoma
PROPMOVER_TXT_100041,Violet Lawolf,Violet Lawolf
PROPMOVER_TXT_100043,Violet Fefern,Violet Fefern
PROPMOVER_TXT_100042,Violet Nyangnyang,Violet Nyangnyang
PROPMOVER_TXT_100044,Violet Bang,Violet Bang
PROPMOVER_TXT_100099,Violet Mothbee,Violet Mothbee
PROPMOVER_TXT_100098,Violet Flybrigen,Violet Flybrigen
PROPMOVER_TXT_100100,Violet Rockepeller,Violet Rockepeller
PROPMOVER_TXT_100106,Violet Zendros,Violet Zendros
PROPMOVER_TXT_100104,Violet Neparuba,Violet Neparuba
PROPMOVER_TXT_100105,Violet Zenma,Violet Zenma
PROPMOVER_TXT_100103,Violet Longwing,Violet Longwing
PROPMOVER_TXT_100102,Violet Fafnir,Violet Fafnir
PROPMOVER_TXT_100101,Violet Gorruda,Violet Gorruda
PROPMOVER_TXT_100058,Violet Tombstone Bearer,Violet Tombstone Bearer
PROPMOVER_TXT_100060,Violet Scorpicon,Violet Scorpicon
PROPMOVER_TXT_100059,Violet Basque,Violet Basque
PROPMOVER_TXT_100061,Violet Prankster,Violet Prankster
PROPMOVER_TXT_100062,Violet Wheelem,Violet Wheelem
PROPMOVER_TXT_100045,Violet Wagsaac,Violet Wagsaac
PROPMOVER_TXT_100047,Violet Mia,Violet Mia
PROPMOVER_TXT_100048,Violet Mr. Pumpkin,Violet Mr. Pumpkin
PROPMOVER_TXT_100049,Violet Red Mantis,Violet Red Mantis
PROPMOVER_TXT_100050,Violet Jack the Hammer,Violet Jack the Hammer
PROPMOVER_TXT_100051,Violet Giggle Box,Violet Giggle Box
PROPMOVER_TXT_100052,Violet Rock Muscle,Violet Rock Muscle
PROPMOVER_TXT_100053,Violet Hobo,Violet Hobo
PROPMOVER_TXT_100055,Violet Dumb Bull,Violet Dumb Bull
PROPMOVER_TXT_100056,Violet Totemia,Violet Totemia
PROPMOVER_TXT_100057,Violet Cardpuppet,Violet Cardpuppet
PROPMOVER_TXT_100046,Violet Flybat,Violet Flybat
PROPMOVER_TXT_100054,Violet Bucrow,Violet Bucrow
PROPMOVER_TXT_100107,Baby Pink Cobra,Baby Pink Cobra
PROPMOVER_TXT_100108,Baby Giant Aibatt,Baby Giant Aibatt
PROPMOVER_TXT_100109,Baby Glaphan,Baby Glaphan
PROPMOVER_TXT_100110,Baby Longwing,Baby Longwing
PROPMOVER_TXT_100111,Baby Saphyryan,Baby Saphyryan
PROPMOVER_TXT_100112,Baby Mushpang,Baby Mushpang
PROPMOVER_TXT_100113,Baby Wagsaac,Baby Wagsaac
PROPMOVER_TXT_100114,Baby Steel Knight,Baby Steel Knight
PROPMOVER_TXT_100115,Baby Nautrepy,Baby Nautrepy
PROPMOVER_TXT_100116,Small Meteonyker,Small Meteonyker
PROPMOVER_TXT_100117,Berserk Meteonyker,Berserk Meteonyker
PROPMOVER_TXT_100118,Cyclops X,Cyclops X
PROPMOVER_TXT_100119,Giant Cyclops X,Giant Cyclops X
PROPMOVER_TXT_100120,Katamaw,Katamaw
PROPMOVER_TXT_100121,Zefus,Zefus
PROPMOVER_TXT_100122,Gruntizer,Gruntizer
PROPMOVER_TXT_100123,Obnis,Obnis
PROPMOVER_TXT_100124,Airon,Airon
PROPMOVER_TXT_100125,Kumah,Kumah
PROPMOVER_TXT_100126,Haom,Haom
PROPMOVER_TXT_100127,Scorched Meteonyker,Scorched Meteonyker
PROPMOVER_TXT_100128,Red Meteonyker,Red Meteonyker
PROPMOVER_TXT_100129,Baby Zendros,Baby Zendros
PROPMOVER_TXT_100130,Baby Dumb Bull,Baby Dumb Bull
PROPMOVER_TXT_100131,Baby Bearnerky,Baby Bearnerky
PROPMOVER_TXT_100132,Yetti,Yeti
PROPMOVER_TXT_100133,Mutant Yetti,Mutant Yeti
PROPMOVER_TXT_100134,Dark Yetti,Dark Yeti
PROPMOVER_TXT_100135,Mad Yetti,Mad Yeti
PROPMOVER_TXT_100136,Violet Yetti,Violet Yeti
PROPMOVER_TXT_100137,Augu,Augu
PROPMOVER_TXT_100138,Mutant Augu,Mutant Augu
PROPMOVER_TXT_100139,Ardent Augu,Ardent Augu
PROPMOVER_TXT_100140,Glacial Augu,Glacial Augu
PROPMOVER_TXT_100141,Violet Augu,Violet Augu
PROPMOVER_TXT_100142,Ghost of the Forgotten Prince,Ghost of the Forgotten Prince
PROPMOVER_TXT_100143,Ghost of the Forgotten King,Ghost of the Forgotten King
PROPMOVER_TXT_100144,Ghost of the Forgotten Emperor,Ghost of the Forgotten Emperor
PROPMOVER_TXT_100145,Ghost of the Forgotten Overlord,Ghost of the Forgotten Overlord
PROPMOVER_TXT_100146,Violet Ghost of the Forgotten Monarch,Violet Ghost of the Forgotten Monarch
PROPMOVER_TXT_100147,Mammoth,Mammoth
PROPMOVER_TXT_100148,Cannibal Mammoth,Cannibal Mammoth
PROPMOVER_TXT_100149,Ancient Mammoth,Ancient Mammoth
PROPMOVER_TXT_100150,Predator Mammoth,Predator Mammoth
PROPMOVER_TXT_100151,Violet Mammoth,Violet Mammoth
PROPMOVER_TXT_100152,Gigaka,Gizaka
PROPMOVER_TXT_100153,Mawrang,Maran
PROPMOVER_TXT_100154,Miriun,Miriun
PROPMOVER_TXT_100155,Auxilior,Auxilior
PROPMOVER_TXT_100156,Blue Alien Octopus,Blue Alien Octopus
PROPMOVER_TXT_100157,Yellow Alien Octopus,Yellow Alien Octopus
PROPMOVER_TXT_100158,Red Alien Octopus,Red Alien Octopus
PROPMOVER_TXT_100159,White Alien Octopus,White Alien Octopus
PROPMOVER_TXT_100160,Green Alien Octopus,Green Alien Octopus
PROPMOVER_TXT_100161,Black Alien Octopus,Black Alien Octopus
PROPMOVER_TXT_100162,Baby Peakyturtle,Baby Peakyturtle
PROPMOVER_TXT_100163,Baby Rock Muscle,Baby Rock Muscle
PROPMOVER_TXT_100164,Baby Giggle Box,Baby Giggle Box
PROPMOVER_TXT_100165,Baby Totemia,Baby Totemia
PROPMOVER_TXT_100166,Baby Fafnir,Baby Fafnir
PROPMOVER_TXT_100167,Baby Popcrank,Baby Popcrank
PROPMOVER_TXT_100168,Rookie Cloudberry Carrier,Rookie Cloudberry Carrie
PROPMOVER_TXT_100169,Cloudberry Carrier,Cloudberry Carrier
PROPMOVER_TXT_100170,Lightberry Carrier,Lightberry Carrier
PROPMOVER_TXT_100171,Rookie Exoberry Carrier,Rookie Exoberry Carrier
PROPMOVER_TXT_100172,Exoberry Carrier,Exoberry Carrier
PROPMOVER_TXT_001068,Waforu,Waforu
PROPMOVER_TXT_001069,Mysterious Robed Girl,Geheimnisvolle Nonne
PROPMOVER_TXT_001442,Lasa,Lasa
PROPMOVER_TXT_100173,Baby Giant Bang,Baby Giant Bang
PROPMOVER_TXT_100174,Baby Burudeng,Baby Burudeng
PROPMOVER_TXT_100175,Baby Iren,Baby Iren
PROPMOVER_TXT_100176,Baby Mushpoie,Baby Mushpoie
PROPMOVER_TXT_100177,Baby Flybrigen,Baby Flybrigen
PROPMOVER_TXT_100178,Baby Nuctuvehicle,Baby Nuctuvehicle
PROPMOVER_TXT_100179,Criminal Medumet,Criminal Medumet
PROPMOVER_TXT_100180,Crystal Iphrine,Crystal Iphrine
PROPMOVER_TXT_100181,Yellow Teddy Bear,Yellow Teddy Bear
PROPMOVER_TXT_100182,Blue Teddy Bear,Blue Teddy Bear
PROPMOVER_TXT_100183,Brown Teddy Bear,Brown Teddy Bear
PROPMOVER_TXT_100184,Orange Teddy Bear,Orange Teddy Bear
PROPMOVER_TXT_100185,Black Teddy Bear,Black Teddy Bear
PROPMOVER_TXT_100186,White Teddy Bear,White Teddy Bear
PROPMOVER_TXT_100187,Baby Doridoma,Baby Doridoma
PROPMOVER_TXT_100188,Baby Mothbee,Baby Mothbee
PROPMOVER_TXT_100189,Baby Hobo,Baby Hobo
PROPMOVER_TXT_100190,Primgon,Primgon
PROPMOVER_TXT_100191,Blue Gummy Bear,Blue Gummy Bear
PROPMOVER_TXT_100192,Brown Gummy Bear,Brown Gummy Bear
PROPMOVER_TXT_100193,Pink Gummy Bear,Pink Gummy Bear
PROPMOVER_TXT_100194,Red Gummy Bear,Red Gummy Bear
PROPMOVER_TXT_100195,Black Gummy Bear,Black Gummy Bear
PROPMOVER_TXT_100196,White Gummy Bear,White Gummy Bear
PROPMOVER_TXT_100197,Baby Wild Rabbit,Baby Wild Rabbit
PROPMOVER_TXT_100198,Puppy,Puppy
PROPMOVER_TXT_100199,Furious Mr. Pumpkin,Furious Mr. Pumpkin
PROPMOVER_TXT_100200,Deviant Mr. Pumpkin,Deviant Mr. Pumpkin
PROPMOVER_TXT_100201,Baby Winged Sheep,Baby Winged Sheep
PROPMOVER_TXT_100202,Teddy Bear,Teddy Bear
PROPMOVER_TXT_100203,Kitty with Yellow Umbrella,Kitty with Yellow Umbrella
PROPMOVER_TXT_100204,Kitty with Green Umbrella,Kitty with Green Umbrella
PROPMOVER_TXT_100205,Kitty with Pink Umbrella,Kitty with Pink Umbrella
PROPMOVER_TXT_100206,Kitty with Purple Umbrella,Kitty with Purple Umbrella
PROPMOVER_TXT_100207,Kitty with Beige Umbrella,Kitty with Beige Umbrella
PROPMOVER_TXT_100208,Kitty with Grey Umbrella,Kitty with Grey Umbrella
PROPMOVER_TXT_100209,Halloween Ghost,Halloween Ghost
PROPMOVER_TXT_100210,Lord Big Muscle,Lord Big Muscle
PROPMOVER_TXT_100211,Lord Krrr,Lord Krrr
PROPMOVER_TXT_100212,Lord Mushmoot,Lord Mushmoot
PROPMOVER_TXT_100213,Lord Meteonyker,Lord Meteonyker
PROPMOVER_TXT_100214,Lord Red Meteonyker,Lord Red Meteonyker
PROPMOVER_TXT_100215,Lord Pumpkin,Lord Pumpkin
PROPMOVER_TXT_100216,Lord Lykanos,Lord Lykanos
PROPMOVER_TXT_100217,Lord Drakul,Lord Drakul
PROPMOVER_TXT_100219,Lord Ripper,Lord Ripper
PROPMOVER_TXT_100220,Lord Mia,Lord Mia
PROPMOVER_TXT_100221,Lord Iblis Leanes,Lord Iblis Leanes
PROPMOVER_TXT_100222,Violet Halloween Puppet,Violet Halloween Puppet
PROPMOVER_TXT_100223,Orange Halloween Puppet,Orange Halloween Puppet
PROPMOVER_TXT_100224,Beige Halloween Puppet,Beige Halloween Puppet
PROPMOVER_TXT_100225,Pink Halloween Puppet,Pink Halloween Puppet
PROPMOVER_TXT_100226,Grey Halloween Puppet,Grey Halloween Puppet
PROPMOVER_TXT_100227,White Halloween Puppet,White Halloween Puppet
PROPMOVER_TXT_100228,Sport Pop Red Tiger,Sport Pop Red Tiger
PROPMOVER_TXT_100229,Sport Pop Blue Tiger,Sport Pop Blue Tiger
PROPMOVER_TXT_100230,Sport Pop Green Tiger,Sport Pop Green Tiger
PROPMOVER_TXT_100231,Sport Pop Orange Tiger,Sport Pop Orange Tiger
PROPMOVER_TXT_100232,Sport Pop Pink Tiger,Sport Pop Pink Tiger
PROPMOVER_TXT_100233,Sport Pop Purple Tiger,Sport Pop Purple Tiger
PROPMOVER_TXT_100234,Purple Disco Poodle,Purple Disco Poodle
PROPMOVER_TXT_100235,Green Disco Poodle,Green Disco Poodle
PROPMOVER_TXT_100236,Orange Disco Poodle,Orange Disco Poodle
PROPMOVER_TXT_100237,Pink Disco Poodle,Pink Disco Poodle
PROPMOVER_TXT_100238,Black Disco Poodle,Black Disco Poodle
PROPMOVER_TXT_100239,Cyan Disco Poodle,Cyan Disco Poodle
PROPMOVER_TXT_100240,Nine Tails,Nine Tails
PROPMOVER_TXT_100241,Nero,Nero
PROPMOVER_TXT_100242,Thief Santa Monster,Thief Santa Monster
PROPMOVER_TXT_100243,Grumpy elf,Grumpy elf
PROPMOVER_TXT_100250,Blue Winter Pixie,Blue Winter Pixie
PROPMOVER_TXT_100251,Green Winter Pixie,Green Winter Pixie
PROPMOVER_TXT_100252,Purple Winter Pixie,Purple Winter Pixie
PROPMOVER_TXT_100253,Cyan Winter Pixie,Cyan Winter Pixie
PROPMOVER_TXT_100254,Black Winter Pixie,Black Winter Pixie
PROPMOVER_TXT_100255,White Winter Pixie,White Winter Pixie
PROPMOVER_TXT_100256,Fu Lion King,Fu Lion King
PROPMOVER_TXT_100257,Black Winter Tiger,Black Winter Tiger
PROPMOVER_TXT_100258,Pink Winter Tiger,Pink Winter Tiger
PROPMOVER_TXT_100259,Green Winter Tiger ,Green Winter Tiger 
PROPMOVER_TXT_100260,Purple Winter Tiger ,Purple Winter Tiger 
PROPMOVER_TXT_100261,Orange Winter Tiger ,Orange Winter Tiger
PROPMOVER_TXT_100262,Cyan Winter Tiger ,Cyan Winter Tiger 
PROPMOVER_TXT_100263,Tonge,Tonge
PROPMOVER_TXT_100264,Fox,Fuchs
PROPMOVER_TXT_100265,Mermaid Beauty,Meerjungfrau-Schönheit
PROPMOVER_TXT_100266,Overgrown Shark,Übergroßer Hai
PROPMOVER_TXT_100267,Grunt Gorilla,Grunt-Gorilla
PROPMOVER_TXT_100268,Overgrown Spider,Übergroße Spinne
PROPMOVER_TXT_100269,Temple Guardian,Tempelwächter
PROPMOVER_TXT_100270,Sentient Tree Warrior,Empfindsamer Baumkrieger
PROPMOVER_TXT_100271,Old Rut,Alte Spur
PROPMOVER_TXT_100244,Skeletal Militant,Skelettkrieger
PROPMOVER_TXT_100245,Crystal Demon Lord,Kristalldämonenfürst
PROPMOVER_TXT_100246,Great Kraken,Great Kraken
PROPMOVER_TXT_100247,Siren,Siren
PROPMOVER_TXT_100248,Lurking Merman,Lauernder Wassermann
PROPMOVER_TXT_100249,Cunning Merman,Gerissener Wassermann
PROPMOVER_TXT_001198,Great Catsy,Mutant Catsy
PROPMOVER_TXT_001200,Great Harpy,Mutant Devia
PROPMOVER_TXT_001202,Great Gullah,Mutant Gullah
PROPMOVER_TXT_001204,Great Abraxas,Mutant Abraxas
PROPMOVER_TXT_001206,Great Hague,Mutant Hague
PROPMOVER_TXT_001208,Great Tengu,Mutant Tote
PROPMOVER_TXT_001210,Great Asterius,Mutant Asterius
PROPMOVER_TXT_001212,Great Dantalian,Mutant Dantalian
PROPMOVER_TXT_001214,Great Gannessa,Mutant Gannessa
PROPMOVER_TXT_001216,Great Asuras,Great Asuras
PROPMOVER_TXT_001180,Small Nyx,Small Nymph
PROPMOVER_TXT_001182,Nyx,Nymph
PROPMOVER_TXT_001184,Captain Nyx,Captain Nymph
PROPMOVER_TXT_001186,Asmodan,Lucifer
PROPMOVER_TXT_001100,Small Harpy,Small Devia
PROPMOVER_TXT_001102,Harpy,Devia
PROPMOVER_TXT_001104,Captain Harpy,Captain Devia
PROPMOVER_TXT_001106,Giant Harpy,Giant Devia
PROPMOVER_TXT_001108,Small Gullah,Small Gullah
PROPMOVER_TXT_001110,Gullah,Gullah
PROPMOVER_TXT_001112,Captain Gullah,Captain Gullah
PROPMOVER_TXT_001114,Giant Gullah,Giant Gullah
PROPMOVER_TXT_001116,Small Abraxas,Small Abraxas
PROPMOVER_TXT_001118,Abraxas,Abraxas
