Key,English,Traditional_Chinese
PROPMOVER_TXT_000924,Sergeant Bearnerky,嗜血獨眼野熊
PROPMOVER_TXT_000926,Captain Bearnerky,狂暴獨眼野熊
PROPMOVER_TXT_000928,General Bearnerky,獨眼野熊王
PROPMOVER_TXT_000930,Great Chef Muffrin,廚子麻普
PROPMOVER_TXT_000932,Queen Popcrank,詭異小丑
PROPMOVER_TXT_000934,Baby Polar Bear,可愛北極熊
PROPMOVER_TXT_000936,Polar Bear,北極熊
PROPMOVER_TXT_000946,Mailbox,信箱
PROPMOVER_TXT_000950,Blue Meteonyker,湛藍流星領主
PROPMOVER_TXT_000954,Baby Penguin,可愛企鵝
PROPMOVER_TXT_000956,Baby Iguana,可愛鬣蜥
PROPMOVER_TXT_000958,Baby Cobra,可愛眼鏡蛇
PROPMOVER_TXT_000960,Egg,寶貝蛋
PROPMOVER_TXT_000962,White Tiger,孟加拉虎
PROPMOVER_TXT_000966,Babari Lion,巴巴里獅
PROPMOVER_TXT_000970,Rabbit,雪兔
PROPMOVER_TXT_000974,Dragon,草原幼龍
PROPMOVER_TXT_000978,Unicorn,獨角獸
PROPMOVER_TXT_000982,Old Fox,九尾狐
PROPMOVER_TXT_000986,Griffin,幼年獅鳩
PROPMOVER_TXT_000987,Angel,天使
PROPMOVER_TXT_000988,King Crab,帝王蟹
PROPMOVER_TXT_000996,Gambler,賭博師
PROPMOVER_TXT_000998,Hair Designer,髮型設計師
PROPMOVER_TXT_001000,Make-Up Artist,化妝師
PROPMOVER_TXT_001002,Pet Tamer,召喚獸訓練師
PROPMOVER_TXT_001010,Behemoth,夜牙
PROPMOVER_TXT_001012,Hellion,煉獄獅
PROPMOVER_TXT_001014,Jackalope,夢幻小兔
PROPMOVER_TXT_001016,Bahamut,巴哈姆特
PROPMOVER_TXT_001018,Nightmare,獨角夢靨
PROPMOVER_TXT_001020,Reinecke,九尾銀狐
PROPMOVER_TXT_001022,Hippogryph,格弗昂
PROPMOVER_TXT_001024,Cute Frog,可愛青蛙
PROPMOVER_TXT_001026,Cute Hamburger,可愛漢堡
PROPMOVER_TXT_001028,Baby Turtle,可愛烏龜
PROPMOVER_TXT_001034,Baby Chicken,可愛小雞
PROPMOVER_TXT_001036,Baby Cow,可愛哞哞
PROPMOVER_TXT_001038,Baby Beagle,可愛獵犬
PROPMOVER_TXT_001040,Baby Blue Dragon,蒼藍幼龍
PROPMOVER_TXT_001042,Baby Hamster,貪吃的黃金鼠
PROPMOVER_TXT_001044,Baby Horse,可愛小馬
PROPMOVER_TXT_001046,Baby Monkey,可愛猴子
PROPMOVER_TXT_001048,Baby Pig,愛裝無辜的小豬
PROPMOVER_TXT_001050,Baby Rabbit,可愛兔兔
PROPMOVER_TXT_001052,Cute Lamb,可愛綿羊
PROPMOVER_TXT_001054,Baby Tiger,勇猛的老虎
PROPMOVER_TXT_001076,Small Maid Cardpuppet,可愛發條娃娃
PROPMOVER_TXT_001078,Small Mia,無辜的米兒
PROPMOVER_TXT_001080,Baby Black Dragon,黑曜幼龍
PROPMOVER_TXT_001196,Baby Yetti,小雪人
PROPMOVER_TXT_001300,[Guildwar Manager] Frankie,[公會對戰管理員] 法蘭奇
PROPMOVER_TXT_001302,[Guildwar Manager] Donaris,[公會對戰管理員] 多娜利司
PROPMOVER_TXT_001304,[1vs1Guildwar Manager] Amos,[1vs1 公會對戰管理員] 阿摩司
PROPMOVER_TXT_001306,[1vs1Guildwar Manager] Annie,[1vs1 公會對戰管理員] 艾妮
PROPMOVER_TXT_001308,[Arena Manager] Lay,[自由競技場管理員] 雷伊
PROPMOVER_TXT_001310,Mayor,市長
PROPMOVER_TXT_001318,English Bulldog,兇猛牛頭犬
PROPMOVER_TXT_001320,Naughty Ghost,頑皮幽靈
PROPMOVER_TXT_001322,Baby Fu Lion,石獅子
PROPMOVER_TXT_001324,Smart Owl,伶俐的貓頭鷹
PROPMOVER_TXT_001326,Patches,可愛縫製娃娃
PROPMOVER_TXT_001328,Cute Robot,可愛羅伯特
PROPMOVER_TXT_001330,Baby Bang,可愛崩崩
PROPMOVER_TXT_001332,Baby Panda,可愛熊貓
PROPMOVER_TXT_001334,Red Armored Tigar,赤甲泰格虎
PROPMOVER_TXT_001336,Blue Armored Tigar,蒼甲泰格虎
PROPMOVER_TXT_001338,Yellow Armored Tigar,金甲泰格虎
PROPMOVER_TXT_001446,Tommy Toucan,可愛鸚鵡
PROPMOVER_TXT_001452,Johnny Four-Wheels,大搜取機
PROPMOVER_TXT_001460,Tiny Tanuki,勇猛的卡頓
PROPMOVER_TXT_001466,Inisis,伊尼斯
PROPMOVER_TXT_001496,Mini Santa,聖誕老人
PROPMOVER_TXT_001498,Mini Snowman,冬季雪人
PROPMOVER_TXT_001504,Little Lykan,小拉肯
PROPMOVER_TXT_001554,Joey,沙漠狐狸
PROPMOVER_TXT_001556,Spike,勇猛獵犬
PROPMOVER_TXT_001558,Lumia,小雪女
PROPMOVER_TXT_001560,Inspector Koko,笨笨無尾熊
PROPMOVER_TXT_001564,Cheshire Cat,咧嘴貓
PROPMOVER_TXT_001566,The White Rabbit,小白兔
PROPMOVER_TXT_001568,Tiger Cub,可愛白虎
PROPMOVER_TXT_001586,Bone Golem,巫毒傀儡娃
PROPMOVER_TXT_001588,Mocomochi,摩可摩奇
PROPMOVER_TXT_001590,Soul Dancer,開心的舞者
PROPMOVER_TXT_001592,Clockworks Butler,發條管家
PROPMOVER_TXT_001628,[Village Chief] Huntrang,[村長] 魂鬥郎
PROPMOVER_TXT_001630,[Quest Office] Miorang,[委託所] 米奧朗
PROPMOVER_TXT_001654,[Crackshooter Master] Meiarun,[爆裂射手教官] 梅伊亞倫
PROPMOVER_TXT_001656,[Arcanist Master] Howrang,[魔導士教官] 夏巫郎
PROPMOVER_TXT_001680,Cheirang,琪朗
PROPMOVER_TXT_001714,[Rock Scissor Paper NPC] Demian,[剪刀，石頭，布 NPC] 頑童丹丹
PROPMOVER_TXT_001716,Chameleon,變色龍
PROPMOVER_TXT_001804,Braaaaains,小僵屍
PROPMOVER_TXT_001814,Male Zombie,男屍屍
PROPMOVER_TXT_001816,Female Zombie ,女屍屍
PROPMOVER_TXT_001826,Big Red,紅胖胖
PROPMOVER_TXT_002000,Buur,刺果獸
PROPMOVER_TXT_002002,Saphyryan,冰原狼
PROPMOVER_TXT_002004,Gray Earl,格雷伯爵
PROPMOVER_TXT_002006,Jack Frost,可愛雪人
PROPMOVER_TXT_002008,Mr. Grinchie,聖誕精靈
PROPMOVER_TXT_002010,Rudolph,可愛魯道夫
PROPMOVER_TXT_002020,[Development Supervisor] Kim,守護金總監
PROPMOVER_TXT_002026,Kuma,可愛熊寶
PROPMOVER_TXT_002034,Usagi,可愛小兔精靈
PROPMOVER_TXT_002036,Cooperative Donation NPC,合作捐贈 NPC
PROPMOVER_TXT_002038,X900 EvilTron,邪惡機械兔
PROPMOVER_TXT_002040,Mister Grizz,可愛泰迪熊
PROPMOVER_TXT_002162,Lil' Potato,小薯仔
PROPMOVER_TXT_002166,Friendly Baby Kargo,可愛卡勒古先生
PROPMOVER_TXT_002170,Charming Babushka Doll,瑪特羅斯奇
PROPMOVER_TXT_002232,Cute Baby Cat,可愛小貓
PROPMOVER_TXT_002234,Little Muran,嬌小可愛小貓咪
PROPMOVER_TXT_002236,Baby Buur,刺果獸寶寶
PROPMOVER_TXT_002238,Baby Ripper,鐮刀死神寶寶
PROPMOVER_TXT_002240,Baby Gray Earl,小灰伯爵
PROPMOVER_TXT_002242,Tamed Bolo,溫馴的哈薩拉
PROPMOVER_TXT_002282,Pink Mocomochi Pet,櫻粉摩可摩奇
PROPMOVER_TXT_002284,Rainbow Mocomochi Pet,彩虹摩可摩奇寵物
PROPMOVER_TXT_002286,Black Bulldog Pet,墨黑牛頭犬
PROPMOVER_TXT_002288,Red Dragon Pet,赤焰小龍
PROPMOVER_TXT_002292,Blue Snowman Pet,冰藍雪人
PROPMOVER_TXT_002142,Reonan,雷奧南
PROPMOVER_TXT_002144,Nerco,尼羅可
PROPMOVER_TXT_002146,Hael,哈爾
PROPMOVER_TXT_002148,Handel,賀丹爾
PROPMOVER_TXT_002150,Reodos,列奧德斯
PROPMOVER_TXT_002152,Zoro,索羅
PROPMOVER_TXT_002154,Elaine,耶拉伊
PROPMOVER_TXT_002156,Ainher,愛內爾
PROPMOVER_TXT_002158,Sury,修利
PROPMOVER_TXT_002230,Earl Vermelho,伯爵維爾梅略
PROPMOVER_TXT_100000,Small Gorruda,格魯達嘍囉
PROPMOVER_TXT_100001,Gorruda,格魯達
PROPMOVER_TXT_100002,Captain Gorruda,格魯達頭目
PROPMOVER_TXT_100003,Giant Gorruda,巨型格魯達
PROPMOVER_TXT_100004,Young Fafnir,小法夫尼爾
PROPMOVER_TXT_100005,Fafnir,法夫尼爾
PROPMOVER_TXT_100006,Grownup Fafnir,成人法夫尼爾
PROPMOVER_TXT_100007,Giant Fafnir,巨型法夫尼爾
PROPMOVER_TXT_100008,Small Longwing,小長翼
PROPMOVER_TXT_100009,Longwing,長翼
PROPMOVER_TXT_100010,Captain Longwing,長翼頭目
PROPMOVER_TXT_100011,Giant Longwing,巨型長翼
PROPMOVER_TXT_100012,Neparuba,尼帕魯巴
PROPMOVER_TXT_100013,Captain Neparuba,尼帕魯巴頭目
PROPMOVER_TXT_100014,Boss Neparuba,尼帕魯巴魔王
PROPMOVER_TXT_100015,Giant Neparuba,巨型尼帕魯巴
PROPMOVER_TXT_100016,Small Zenma,紅蠍尖牙嘍囉
PROPMOVER_TXT_100017,Zenma,紅蠍尖牙
PROPMOVER_TXT_100018,Captain Zenma,紅蠍尖牙頭目
PROPMOVER_TXT_100019,Giant Zenma,巨型紅蠍尖牙
PROPMOVER_TXT_100020,Small Zendros,曾德羅斯嘍囉
PROPMOVER_TXT_100021,Zendros,曾德羅斯
PROPMOVER_TXT_100022,Captain Zendros,曾德羅斯頭目
PROPMOVER_TXT_100023,Giant Zendros,巨型曾德羅斯
PROPMOVER_TXT_100024,Small Medumet,美杜梅嘍囉
PROPMOVER_TXT_100025,Medumet,美杜梅
PROPMOVER_TXT_100026,Captain Medumet,美杜梅頭目
PROPMOVER_TXT_100027,Giant Medumet,巨型美杜梅
PROPMOVER_TXT_100028,Training Dummy,訓練假人
PROPMOVER_TXT_100029,Fire Training Dummy,消防訓練假人
PROPMOVER_TXT_100030,Water Training Dummy,水上訓練假人
PROPMOVER_TXT_100031,Earth Training Dummy,地面訓練假人
PROPMOVER_TXT_100032,Electric Training Dummy,雷電訓練假人
PROPMOVER_TXT_100033,Wind Training Dummy,風訓練假人
PROPMOVER_TXT_100097,Violet Medumet,邪惡美杜梅
PROPMOVER_TXT_100063,Violet Leyena,邪惡萊耶娜
PROPMOVER_TXT_100064,Violet Trangfoma,邪惡電工兵
PROPMOVER_TXT_100065,Violet Steam Walker,邪惡蒸氣機械
PROPMOVER_TXT_100068,Violet Steel Knight,邪惡騎士機械
PROPMOVER_TXT_100069,Violet Nutty Wheel,邪惡刀牙機械
PROPMOVER_TXT_100066,Violet Driller,邪惡暴鑽機械
PROPMOVER_TXT_100067,Violet Volt,邪惡機械戰車
PROPMOVER_TXT_100070,Violet Elderguard,邪惡戰士機械
PROPMOVER_TXT_100071,Violet Garbagespider,邪惡清道夫機械
PROPMOVER_TXT_100072,Violet Crane Machinery,邪惡工程機械
PROPMOVER_TXT_100074,Violet Greemong,邪惡史萊膿
PROPMOVER_TXT_100076,Violet Nuctuvehicle,邪惡礦車獸
PROPMOVER_TXT_100075,Violet Carrierbomb,邪惡轟炸兵
PROPMOVER_TXT_100073,Violet Syliaca,邪惡獅頭魚
PROPMOVER_TXT_100078,Violet Zombiger,邪惡腐屍礦工
PROPMOVER_TXT_100077,Violet Risem,邪惡石妖
PROPMOVER_TXT_100086,Violet Grrr,邪惡咕噥
PROPMOVER_TXT_100091,Violet Dump,邪惡牛頭火燄車
PROPMOVER_TXT_100085,Violet Nautrepy,邪惡酷帥鼠
PROPMOVER_TXT_100082,Violet Boo,邪惡兩棲毒花
PROPMOVER_TXT_100079,Violet Hoppre,邪惡假面蝗蟲
PROPMOVER_TXT_100088,Violet Mushpoie,邪惡大魔菇菇
PROPMOVER_TXT_100081,Violet Iren,邪惡刀尾蚊
PROPMOVER_TXT_100080,Violet Watangka,邪惡哇噹卡
PROPMOVER_TXT_100087,Violet Antiquery,邪惡樹精
PROPMOVER_TXT_100083,Violet Luia,邪惡赤焰鳳凰
PROPMOVER_TXT_100089,Violet Gongury,邪惡劍尾龜
PROPMOVER_TXT_100084,Violet Shuhamma,邪惡槌頭機械象
PROPMOVER_TXT_100092,Violet Kern,邪惡炎王
PROPMOVER_TXT_100090,Violet Glaphan,邪惡巫獸皮皮
PROPMOVER_TXT_100094,Violet Chimeradon,邪惡變種蝙蝠
PROPMOVER_TXT_100095,Violet Bearnerky,邪惡獨眼野熊
PROPMOVER_TXT_100093,Violet Chef Muffrin,邪惡廚子麻普
PROPMOVER_TXT_100096,Violet Popcrank,邪惡詭異小丑
PROPMOVER_TXT_100034,Violet Aibatt,邪惡獨眼蝙蝠
PROPMOVER_TXT_100035,Violet Mushpang,邪惡咚咚菇
PROPMOVER_TXT_100036,Violet Burudeng,邪惡藍甲蟲
PROPMOVER_TXT_100038,Violet Pukepuke,邪惡噗卡噗卡
PROPMOVER_TXT_100037,Violet Peakyturtle,邪惡尖刺犰狳
PROPMOVER_TXT_100039,Violet Demian,邪惡丹丹
PROPMOVER_TXT_100040,Violet Doridoma,邪惡多魯
PROPMOVER_TXT_100041,Violet Lawolf,邪惡布魯狼
PROPMOVER_TXT_100043,Violet Fefern,邪惡蜥蜴草
PROPMOVER_TXT_100042,Violet Nyangnyang,邪惡喵娘
PROPMOVER_TXT_100044,Violet Bang,邪惡崩崩
PROPMOVER_TXT_100099,Violet Mothbee,邪惡魔斯蜂空軍
PROPMOVER_TXT_100098,Violet Flybrigen,邪惡骷髏魔翼
PROPMOVER_TXT_100100,Violet Rockepeller,邪惡飛行胖波尼
PROPMOVER_TXT_100106,Violet Zendros,邪惡曾德羅斯
PROPMOVER_TXT_100104,Violet Neparuba,邪惡尼帕魯巴
PROPMOVER_TXT_100105,Violet Zenma,邪惡紅蠍尖牙
PROPMOVER_TXT_100103,Violet Longwing,邪惡長翼
PROPMOVER_TXT_100102,Violet Fafnir,邪惡法夫尼爾
PROPMOVER_TXT_100101,Violet Gorruda,邪惡格魯達
PROPMOVER_TXT_100058,Violet Tombstone Bearer,邪惡苦命超人
PROPMOVER_TXT_100060,Violet Scorpicon,邪惡血紅蠍
PROPMOVER_TXT_100059,Violet Basque,邪惡巴斯克
PROPMOVER_TXT_100061,Violet Prankster,邪惡小丑術士
PROPMOVER_TXT_100062,Violet Wheelem,邪惡單輪機器人
PROPMOVER_TXT_100045,Violet Wagsaac,邪惡拳頭花
PROPMOVER_TXT_100047,Violet Mia,邪惡米兒
PROPMOVER_TXT_100048,Violet Mr. Pumpkin,邪惡南瓜先生
PROPMOVER_TXT_100049,Violet Red Mantis,邪惡赤螳螂
PROPMOVER_TXT_100050,Violet Jack the Hammer,邪惡傑克槌
PROPMOVER_TXT_100051,Violet Giggle Box,邪惡整人箱
PROPMOVER_TXT_100052,Violet Rock Muscle,邪惡牛唄唄
PROPMOVER_TXT_100053,Violet Hobo,邪惡獨刀
PROPMOVER_TXT_100055,Violet Dumb Bull,邪惡哞哞
PROPMOVER_TXT_100056,Violet Totemia,邪惡疊疊樂
PROPMOVER_TXT_100057,Violet Cardpuppet,邪惡發條娃娃
PROPMOVER_TXT_100046,Violet Flybat,邪惡獨眼血蝙蝠
PROPMOVER_TXT_100054,Violet Bucrow,邪惡赤焰巴斯克
PROPMOVER_TXT_100107,Baby Pink Cobra,粉櫻眼鏡蛇寶貝
PROPMOVER_TXT_100108,Baby Giant Aibatt,巨型獨眼蝙蝠寶貝
PROPMOVER_TXT_100109,Baby Glaphan,巫獸皮皮寶貝
PROPMOVER_TXT_100110,Baby Longwing,長翼寶貝
PROPMOVER_TXT_100111,Baby Saphyryan,冰原狼寶貝
PROPMOVER_TXT_100112,Baby Mushpang,咚咚菇寶貝
PROPMOVER_TXT_100113,Baby Wagsaac,拳頭花寶貝
PROPMOVER_TXT_100114,Baby Steel Knight,機械小騎士
PROPMOVER_TXT_100115,Baby Nautrepy,酷帥鼠寶貝
PROPMOVER_TXT_100116,Small Meteonyker,地炎飛龍嘍囉
PROPMOVER_TXT_100117,Berserk Meteonyker,狂暴地炎飛龍
PROPMOVER_TXT_100118,Cyclops X,士兵熔岩巨人
PROPMOVER_TXT_100119,Giant Cyclops X,超級熔岩巨人
PROPMOVER_TXT_100120,Katamaw,卡塔毛
PROPMOVER_TXT_100121,Zefus,澤弗斯
PROPMOVER_TXT_100122,Gruntizer,咕嚕咕嚕
PROPMOVER_TXT_100123,Obnis,巫斯尼
PROPMOVER_TXT_100124,Airon,艾倫
PROPMOVER_TXT_100125,Kumah,庫瑪
PROPMOVER_TXT_100126,Haom,豪姆
PROPMOVER_TXT_100127,Scorched Meteonyker,燒焦的地炎飛龍
PROPMOVER_TXT_100128,Red Meteonyker,炙焰飛龍
PROPMOVER_TXT_100129,Baby Zendros,可愛曾德羅斯
PROPMOVER_TXT_100130,Baby Dumb Bull,可愛哞哞
PROPMOVER_TXT_100131,Baby Bearnerky,可愛獨眼野熊
PROPMOVER_TXT_100132,Yetti,喵喵
PROPMOVER_TXT_100133,Mutant Yetti,變異喵喵
PROPMOVER_TXT_100134,Dark Yetti,暗黑喵喵
PROPMOVER_TXT_100135,Mad Yetti,生氣喵喵
PROPMOVER_TXT_100136,Violet Yetti,邪惡喵喵
PROPMOVER_TXT_100137,Augu,奧古
PROPMOVER_TXT_100138,Mutant Augu,變異奧古
PROPMOVER_TXT_100139,Ardent Augu,熱心奧古
PROPMOVER_TXT_100140,Glacial Augu,冰川奧古
PROPMOVER_TXT_100141,Violet Augu,邪惡奧古
PROPMOVER_TXT_100142,Ghost of the Forgotten Prince,被遺忘的王子幽靈
PROPMOVER_TXT_100143,Ghost of the Forgotten King,被遺忘的國王幽靈
PROPMOVER_TXT_100144,Ghost of the Forgotten Emperor,被遺忘的皇帝幽靈
PROPMOVER_TXT_100145,Ghost of the Forgotten Overlord,被遺忘的霸主幽靈
PROPMOVER_TXT_100146,Violet Ghost of the Forgotten Monarch,邪惡被遺忘君主幽靈
PROPMOVER_TXT_100147,Mammoth,巨獸
PROPMOVER_TXT_100148,Cannibal Mammoth,食人巨獸
PROPMOVER_TXT_100149,Ancient Mammoth,遠古巨獸
PROPMOVER_TXT_100150,Predator Mammoth,獵食巨獸
PROPMOVER_TXT_100151,Violet Mammoth,邪惡巨獸
PROPMOVER_TXT_100152,Gigaka,機嘎卡
PROPMOVER_TXT_100153,Mawrang,馬巫郎
PROPMOVER_TXT_100154,Miriun,美立安
PROPMOVER_TXT_100155,Auxilior,輔助者
PROPMOVER_TXT_100156,Blue Alien Octopus,星藍外星章魚
PROPMOVER_TXT_100157,Yellow Alien Octopus,電光外星章魚
PROPMOVER_TXT_100158,Red Alien Octopus,赤焰外星章魚
PROPMOVER_TXT_100159,White Alien Octopus,月白外星章魚
PROPMOVER_TXT_100160,Green Alien Octopus,翠綠外星章魚
PROPMOVER_TXT_100161,Black Alien Octopus,黑墨外星章魚
PROPMOVER_TXT_100162,Baby Peakyturtle,可愛尖刺犰狳
PROPMOVER_TXT_100163,Baby Rock Muscle,可愛牛唄唄
PROPMOVER_TXT_100164,Baby Giggle Box,可愛整人箱
PROPMOVER_TXT_100165,Baby Totemia,可愛疊疊樂
PROPMOVER_TXT_100166,Baby Fafnir,可愛法夫尼爾
PROPMOVER_TXT_100167,Baby Popcrank,詭異小丑寶寶
PROPMOVER_TXT_100168,Rookie Cloudberry Carrier,菜鳥雲朵莓運送者
PROPMOVER_TXT_100169,Cloudberry Carrier,雲朵莓運送者
PROPMOVER_TXT_100170,Lightberry Carrier,燈莓運送者
PROPMOVER_TXT_100171,Rookie Exoberry Carrier,菜鳥外莓運送者
PROPMOVER_TXT_100172,Exoberry Carrier,外莓運送者
PROPMOVER_TXT_001068,Waforu,瓦普勒
PROPMOVER_TXT_001069,Mysterious Robed Girl,黎席斯的使者‧潔米
PROPMOVER_TXT_001442,Lasa,拉薩
PROPMOVER_TXT_100173,Baby Giant Bang,笨笨巨型崩崩寶貝
PROPMOVER_TXT_100174,Baby Burudeng,藍甲蟲寶貝
PROPMOVER_TXT_100175,Baby Iren,刀尾蚊寶貝
PROPMOVER_TXT_100176,Baby Mushpoie,魔人菇菇寶貝
PROPMOVER_TXT_100177,Baby Flybrigen,骷髏魔翼寶貝
PROPMOVER_TXT_100178,Baby Nuctuvehicle,輪椅獸寶貝
PROPMOVER_TXT_100179,Criminal Medumet,犯罪美杜梅
PROPMOVER_TXT_100180,Crystal Iphrine,水晶伊芙琳
PROPMOVER_TXT_100181,Yellow Teddy Bear,蜂蜜泰迪熊
PROPMOVER_TXT_100182,Blue Teddy Bear,海藍泰迪熊
PROPMOVER_TXT_100183,Brown Teddy Bear,栗棕泰迪熊
PROPMOVER_TXT_100184,Orange Teddy Bear,橙糖泰迪熊
PROPMOVER_TXT_100185,Black Teddy Bear,黑曜泰迪熊
PROPMOVER_TXT_100186,White Teddy Bear,雪白泰迪熊
PROPMOVER_TXT_100187,Baby Doridoma,多魯寶貝
PROPMOVER_TXT_100188,Baby Mothbee,魔斯蜂空軍寶貝
PROPMOVER_TXT_100189,Baby Hobo,獨刀寶貝
PROPMOVER_TXT_100190,Primgon,普里貢
PROPMOVER_TXT_100191,Blue Gummy Bear,藍莓軟糖熊
PROPMOVER_TXT_100192,Brown Gummy Bear,焦糖軟糖熊
PROPMOVER_TXT_100193,Pink Gummy Bear,草莓軟糖熊
PROPMOVER_TXT_100194,Red Gummy Bear,櫻桃軟糖熊
PROPMOVER_TXT_100195,Black Gummy Bear,黑糖軟糖熊
PROPMOVER_TXT_100196,White Gummy Bear,牛奶軟糖熊
PROPMOVER_TXT_100197,Baby Wild Rabbit,小野兔
PROPMOVER_TXT_100198,Puppy,小狗
PROPMOVER_TXT_100199,Furious Mr. Pumpkin,憤怒的南瓜先生
PROPMOVER_TXT_100200,Deviant Mr. Pumpkin,怪異的南瓜先生
PROPMOVER_TXT_100201,Baby Winged Sheep,飛翅小羊
PROPMOVER_TXT_100202,Teddy Bear,泰迪熊
PROPMOVER_TXT_100203,Kitty with Yellow Umbrella,向陽傘小貓
PROPMOVER_TXT_100204,Kitty with Green Umbrella,青葉傘小貓
PROPMOVER_TXT_100205,Kitty with Pink Umbrella,櫻粉傘小貓
PROPMOVER_TXT_100206,Kitty with Purple Umbrella,紫藤傘小貓
PROPMOVER_TXT_100207,Kitty with Beige Umbrella,奶茶傘小貓
PROPMOVER_TXT_100208,Kitty with Grey Umbrella,霧灰傘小貓
PROPMOVER_TXT_100209,Halloween Ghost,萬聖節鬼
PROPMOVER_TXT_100210,Lord Big Muscle,大肌肉男
PROPMOVER_TXT_100211,Lord Krrr,咕噥王首領
PROPMOVER_TXT_100212,Lord Mushmoot,恐怖的菇菇首領
PROPMOVER_TXT_100213,Lord Meteonyker,地炎飛龍首領
PROPMOVER_TXT_100214,Lord Red Meteonyker,炙焰飛龍首領
PROPMOVER_TXT_100215,Lord Pumpkin,南瓜首領
PROPMOVER_TXT_100216,Lord Lykanos,拉易卡諾斯首領
PROPMOVER_TXT_100217,Lord Drakul,靈魂吸血鬼首領
PROPMOVER_TXT_100219,Lord Ripper,阿雷娜使臣首領
PROPMOVER_TXT_100220,Lord Mia,米兒首領
PROPMOVER_TXT_100221,Lord Iblis Leanes,伊普里司地穴首領
PROPMOVER_TXT_100222,Violet Halloween Puppet,紫夜萬聖木偶
PROPMOVER_TXT_100223,Orange Halloween Puppet,南瓜萬聖木偶
PROPMOVER_TXT_100224,Beige Halloween Puppet,奶霜萬聖木偶
PROPMOVER_TXT_100225,Pink Halloween Puppet,粉糖萬聖木偶
PROPMOVER_TXT_100226,Grey Halloween Puppet,霧灰萬聖木偶
PROPMOVER_TXT_100227,White Halloween Puppet,幽白萬聖木偶
PROPMOVER_TXT_100228,Sport Pop Red Tiger,潮動紅虎
PROPMOVER_TXT_100229,Sport Pop Blue Tiger,潮動藍虎
PROPMOVER_TXT_100230,Sport Pop Green Tiger,潮動綠虎
PROPMOVER_TXT_100231,Sport Pop Orange Tiger,潮動橘虎
PROPMOVER_TXT_100232,Sport Pop Pink Tiger,潮動粉虎
PROPMOVER_TXT_100233,Sport Pop Purple Tiger,潮動紫虎
PROPMOVER_TXT_100234,Purple Disco Poodle,迪斯可紫貴賓
PROPMOVER_TXT_100235,Green Disco Poodle,迪斯可綠貴賓
PROPMOVER_TXT_100236,Orange Disco Poodle,迪斯可橘貴賓
PROPMOVER_TXT_100237,Pink Disco Poodle,迪斯可粉貴賓
PROPMOVER_TXT_100238,Black Disco Poodle,迪斯可黑貴賓
PROPMOVER_TXT_100239,Cyan Disco Poodle,迪斯可青貴賓
PROPMOVER_TXT_100240,Nine Tails,九尾
PROPMOVER_TXT_100241,Nero,尼諾
PROPMOVER_TXT_100242,Thief Santa Monster,小偷聖誕老人怪物
PROPMOVER_TXT_100243,Grumpy elf,脾氣暴躁的小精靈
PROPMOVER_TXT_100250,Blue Winter Pixie,冰藍冬季精靈
PROPMOVER_TXT_100251,Green Winter Pixie,松綠冬季精靈
PROPMOVER_TXT_100252,Purple Winter Pixie,紫晶冬季精靈
PROPMOVER_TXT_100253,Cyan Winter Pixie,霜青冬季精靈
PROPMOVER_TXT_100254,Black Winter Pixie,夜影冬季精靈
PROPMOVER_TXT_100255,White Winter Pixie,雪白冬季精靈
PROPMOVER_TXT_100256,Fu Lion King,福氣獅子王
PROPMOVER_TXT_100257,Black Winter Tiger,夜影冬季虎
PROPMOVER_TXT_100258,Pink Winter Tiger,粉雪冬季虎
PROPMOVER_TXT_100259,Green Winter Tiger ,松綠冬季虎
PROPMOVER_TXT_100260,Purple Winter Tiger ,紫晶冬季虎
PROPMOVER_TXT_100261,Orange Winter Tiger ,暖橘冬季虎
PROPMOVER_TXT_100262,Cyan Winter Tiger ,霜青冬季虎
PROPMOVER_TXT_100263,Tonge,通格
PROPMOVER_TXT_100264,Fox,狐狸
PROPMOVER_TXT_100265,Mermaid Beauty,美人魚
PROPMOVER_TXT_100266,Overgrown Shark,發育過度鯊魚
PROPMOVER_TXT_100267,Grunt Gorilla,咕嚕大猩猩
PROPMOVER_TXT_100268,Overgrown Spider,發育過度蜘蛛
PROPMOVER_TXT_100269,Temple Guardian,聖殿守護者
PROPMOVER_TXT_100270,Sentient Tree Warrior,有情樹戰士
PROPMOVER_TXT_100271,Old Rut,舊車轍
PROPMOVER_TXT_100244,Skeletal Militant,冥骸武士
PROPMOVER_TXT_100245,Crystal Demon Lord,晶獄魔皇
PROPMOVER_TXT_100246,Great Kraken,大克拉肯
PROPMOVER_TXT_100247,Siren,賽伊蓮
PROPMOVER_TXT_100248,Lurking Merman,潛伏人魚
PROPMOVER_TXT_100249,Cunning Merman,狡猾的人魚
PROPMOVER_TXT_001198,Great Catsy,變種凱西貓
PROPMOVER_TXT_001200,Great Harpy,變種神鷹
PROPMOVER_TXT_001202,Great Gullah,變種原野之靈
PROPMOVER_TXT_001204,Great Abraxas,變種飛蛾
PROPMOVER_TXT_001206,Great Hague,變種女巫
PROPMOVER_TXT_001208,Great Tengu,變種圖特
PROPMOVER_TXT_001210,Great Asterius,變種羊首獅身
PROPMOVER_TXT_001212,Great Dantalian,變種泰坦利安
PROPMOVER_TXT_001214,Great Gannessa,變種卡內薩
PROPMOVER_TXT_001216,Great Asuras,變種阿修羅
PROPMOVER_TXT_001180,Small Nyx,小魔鬼部下
