Key,English,Filipino
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000111,There is a blue glow to the air.\nThe creatures here survive by eating Erons and wandering travelers.\nYou can see the mutant tree Heldonose on the west end.\nThis tree produces Erons.,May bughaw na liwanag sa hangin.\nNabubuhay ang mga nilalang dito sa pagkain ng Erons at mga naglalagalag na manlalakbay.\nMakikita mo ang mutant tree na Heldonose sa kanlurang dulo.\nAng punong ito ang gumagawa ng mga Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000112,Darkon 3\nMiddle Cendil,Darkon 3\nGitnang Cendil
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000113,Unknown powerful energy exists in this district.\nNobody wants to know where the power came from.,Di-matukoy na malakas na enerhiya ang umiiral sa distritong ito.\nWalang sinumang gustong malaman kung saan nanggaling ang kapangyarihan.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000114,Darkon 3\nEastern Cendil,Darkon 3\nSilangang Cendil
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000115,Mileng is a holy place surrounded by giant trees shaped like mushrooms.,Ang Mileng ay isang banal na lugar na napapaligiran ng mga higanteng punong hugis-kabute.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000116,Mileng,Mileng
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000117,Mileng is a holy place surrounded by giant trees shaped like mushrooms.\nThe Heroes of Madrigal won their first victory here.,Ang Mileng ay isang banal na lugar na napapaligiran ng mga higanteng punong hugis-kabute.\nDito nakuha ng mga Bayani ng Madrigal ang una nilang tagumpay.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000118,Darkon 3\nGuardiane,Darkon 3\nGuardiane
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000119,This is a place of Guardians.\nThe final battle in the Hero War happened here\nAdventurers who wish to follow the will of heroes come here.,Ito ay pook ng mga Guardian.\nDito naganap ang huling labanan sa Digmaan ng mga Bayani.\nDumadayo rito ang mga adventurer na gustong sumunod sa kalooban ng mga bayani.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000120,Darkon 3\nRoom of Guardian,Darkon 3\nPuwang ng Tagapangalaga
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000121,There is a monster called Venel Guardian protecting the symbol of the wisdom of the heroes.,Mayroong isang halimaw na tinatawag na Venel Guardian na nagpoprotekta sa simbolo ng karunungan ng mga bayani.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000122,Altar of Ringmaster,Altar ng Ringmaster
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000123,The place where the Soulstone of the Ringmaster is kept.\nThe admirers of the hero Aenn\nmake a pilgrimage here every year.,Ang lugar kung saan nakalagay ang Soulstone ng Ringmaster.\nAng mga humahanga sa bayaning si Aenn\ngumawa ng peregrinasyon dito taun-taon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000124,Altar of Elementor,Altar ng Elementor
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000125,The place where the Soulstone of the Elementor is kept.\nThe admirers of the hero Lillip\nmake a pilgrimage here every year.,Ang lugar kung saan nakalagay ang Soulstone ng Elementor.\nAng mga humahanga sa bayaning si Lillip\ngumawa ng peregrinasyon dito taun-taon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000126,Altar of Ranger,Altar ng Ranger
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000127,The place where the Soulstone of the Ranger is kept.\nThe admirers of the hero Hynan\nmake a pilgrimage here every year.,Ang lugar kung saan nakalagay ang Soulstone ng Ranger.\nAng mga humahanga sa bayaning si Hynan\ngumawa ng peregrinasyon dito taun-taon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000128,Altar of Billposter,Altar ng Billposter
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000129,The place where the Soulstone of the Billposter is kept.\nThe admirers of the hero Roentel\nmake a pilgrimage here every year.,Ang lugar kung saan nakalagay ang Soulstone ng Billposter.\nAng mga humahanga sa bayaning si Roentel\ngumawa ng peregrinasyon dito taun-taon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000130,Altar of Blade,Altar ng Blade
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000131,The place where the Soulstone of the Blade is kept.\nThe admirers of the hero Heren\nmake a pilgrimage here every year.,Ang lugar kung saan nakalagay ang Soulstone ng Blade.\nAng mga humahanga sa bayaning si Heren\ngumawa ng peregrinasyon dito taun-taon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000132,Altar of Knight,Altar ng Knight
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000133,The place where the Soulstone of the Knight is kept.\nThe admirers of the hero Billaon\nmake a pilgrimage  here every year.,Ang lugar kung saan nakalagay ang Soulstone ng Knight.\nAng mga humahanga sa bayaning si Billaon\ngumawa ng peregrinasyon  dito bawat taon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000134,Kyon Soldiers,Mga Sundalo ng Kyon
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000135,"The greatest soldiers in Madrigal.\nTheir numbers may not be very large,\nbut they are all highly-qualified warriors.","Sila ang pinakadakilang mga sundalo sa Madrigal.\nMaaaring hindi kalakihan ang kanilang bilang,\nngunit pawang mahuhusay at bihasang mandirigma silang lahat."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000136,Darkon 2\nDarken,Darkon 2\nDarken
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000137,Administrative City of Darkon.\nMost of the citizens are slightly hard of hearing\nbecause of the machine noise.,Administratibong Lungsod ng Darkon.\nKaramihan sa mga mamamayan ay medyo mahirap ang pandinig\ndahil sa ingay ng makina.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000138,Darkon 2\nCave of Envy,Darkon 2\nKuweba ng Inggit
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000139,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Artipisyal na kuweba.\nAng lugar sa paligid ng Darken ay napuno ng Masquerpets\npagkatapos ng Clockworks War.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000140,Darkon 2\nCave of Envy,Darkon 2\nKuweba ng Inggit
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000141,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Artipisyal na kuweba.\nAng lugar sa paligid ng Darken ay napuno ng Masquerpets\npagkatapos ng Clockworks War.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000142,Darkon 2\nCave of Envy,Darkon 2\nKuweba ng Inggit
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000143,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Artipisyal na kuweba.\nAng lugar sa paligid ng Darken ay napuno ng Masquerpets\npagkatapos ng Clockworks war.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000144,Darkon 1\nKhipra,Darkon 1\nKhipra
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000145,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,Nasira ang likas na yaman sa paligid ng lugar na ito habang itinatayo ang kalapit na Pabrika ng Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000146,Darkon 1\nGouthan Mountains,Darkon 1\nKabundukan ng Gouthan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000147,The biggest mountains in Darkon.,Ang pinakamalaking kabundukan sa Darkon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000148,Darkon 1\nGouthan Mountains,Darkon 1\nKabundukan ng Gouthan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000149,The biggest mountains in Darkon.,Ang pinakamalaking kabundukan sa Darkon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000150,Darkon 1\nKhipra,Darkon 1\nKhipra
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000151,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,Nasira ang likas na yaman sa paligid ng lugar na ito habang itinatayo ang kalapit na Pabrika ng Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000152,Darkon 2\nThe Cage of Clockworks.,Darkon 2\nAng Kulungan ng Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000153,Clockworks was sealed here after the Clockworks War.,Ang Clockworks ay nakulong dito pagkatapos ng Clockworks War.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000154,Flaris Observatory,Obserbatoryo ng Flaris
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000155,Lab of Wise-men,Lab ng Wise-men
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000156,Saint City\nAncient Document Office,Saint City\nTanggapan ng mga Sinaunang Dokumento
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000157,Saint City\nLittle Theater of Pepoview,Saint City\nMunting Teatro ng Pepoview
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000158,Darkon 1\nHideout of Hanoyan,Darkon 1\nTaguan ni Hanoyan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000159,Altar of Jester,Altar ng Jester
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000160,Darkon 3\nVillage of Kan,Darkon 3\nNayon ng Kan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000161,Herneos,Herneos
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000162,"Herneos was a beautiful underwater haven with magnificent architecture.\n However, Shade's hand caused great disruption.",Ang Herneos ay isang napakagandang kanlungan sa ilalim ng dagat na may kahanga-hangang arkitektura.\nNgunit nagdulot ng matinding pagkawasak ang kamay ni Shade.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000163,Eillun,Eillun
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000164,Euphresia,Euphresia
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000165,"Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare.","Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare."
PROTOTYPE_WLD_000000,Prototype,Prototipo
WDPROTOTYPE_WLD_000000,Unknown Place in Madrigal,Hindi Kilalang Lugar sa Madrigal
WDPROTOTYPE_WLD_000001,Only a Game Master can help you to leave.,Tanging Game Master lang ang makakatulong sa iyong makaalis.
WDREALM_WLD_000000,This is a safe place.,Ito ay ligtas na lugar.
WDREALM_WLD_000001,This is a safe place.,Ito ay ligtas na lugar.
WDREALM_WLD_000002,This is a safe place.,Ito ay ligtas na lugar.
WORLD_WDEVENT01_WDEVENT01_RGN_000000,You enter a battle zone!!!,Pumasok ka sa pook ng labanan!!!
WDHEAVEN06_1_WLD_000003,Secret Room,Lihim na Silid
WDUPRESIA_WLD_000000,Euphresia,Euphresia
