Key,English,Filipino
UI_GUILDCOMBAT_LOG_GUILD,[%s],[%s]
UI_GUILDCOMBAT_LOG1,Basic Point +2,Pangunahing punto +2
UI_GUILDCOMBAT_LOG2,Guild Master Bonus +1,Bonus ng Punong-Guild +1
UI_GUILDCOMBAT_LOG3,Defender Bonus +1,Bonus ng Tagapagtanggol +1
UI_GUILDCOMBAT_LOG4,Kill bonus +1,Bonus sa Pagpatay +1
UI_GUILDCOMBAT_LOG5,Resurrecting Bonus +1,Bonus sa Muling Pagkabuhay +1
UI_GUILDCOMBAT_LOG6,Killing streak Bonus +%d,Bonus sa Sunod-sunod na Pagpatay +%d
UI_GUILDCOMBAT_LOG_POINT,(%d grade),(%d Antas)
UI_GUILDCOMBAT_LOG_ATTACK,Attack,Atake
UI_GUILDBANK_GUILDCOMBAT_CLOAK_TIP,Create a Dragon Cloak (Requires winning the Guild Siege),Paglikha ng Balabal ng Dragon (Ang kondisyon: Para sa guild na mananalo sa digmaan ng mga guild)
UI_GUILDBANK_GUILDCOMBAT_CREATE_CLOAK,"Creating a Dragon Cloak costs 10,000 Penya. Create it now?","Kailangan ng 10,000 penya upang lumikha ng Balabal ng Dragon. Gusto mo bang likhain ito?"
UI_GUILDCOMBAT_RANKING_TITLE,Guild Siege Player Rankings,Ranggo ng Miyembro ng Guild
UI_GUILDCOMBAT_RANKING_RANK,Rank,Ranggo
UI_GUILDCOMBAT_RANKING_POINT,Points,Antas
UI_WORLD_DEVICEMOTION_TIP,Motion,Mosyon
UI_WORLD_TURBO_TIP,Fuel,Fuel
UI_NAVIGATOR_SHIP,Ship,Barko
UI_OPTION_TOON_STYLE,Outline,Bangkas
UI_OPTION_RIM_OUTLINE,Rim Outlines,Mga Kontur ng Gilid
UI_APP_WIKI_TIP,Browse the Flyffipedia,Kumuha ng tulong mula sa Wiki
UI_ROSHAMBO_OPEN_CONFIRM,I challenge you to a game of Rock-Paper-Scissors!,Hinahamon kita sa isang laro ng Bato-Papel-Gunting!
UI_ROSHAMBO_TITLE,Rock-Paper-Scissors,Bato-bato-pete
UI_ROSHAMBO_VS,VS,VS
UI_ROSHAMBO_SCISSOR,Scissors,Gunting
UI_ROSHAMBO_ROCK,Rock,Bato
UI_ROSHAMBO_PAPER,Paper,Papel
UI_ROSHAMBO_WINNINGCOUNT,%d win(s),%d panalo
UI_ROSHAMBO_DEFEAT,You Lose!,Natalo ka!
UI_ROSHAMBO_WIN_TITLE,You Win!,Nanalo ka!
UI_ROSHAMBO_WIN_END,End,Wakas
UI_ROSHAMBO_WIN_NEXT,Next,Susunod
UI_ROSHAMBO_WIN_MSG,"Press ""End"" to claim your current prize and stop playing, or press ""Next"" to keep playing for more prizes.",Pindutin ang END kung nais mong kunin ang iyong kasalukuyang premyo at itigil ang paglalaro - o pindutin ang NEXT para magpatuloy sa paglalaro at manalo pa ng mas maraming premyo. -
UI_ROSHAMBO_WIN_MSG2,"Note: If you keep playing, you will forfeit your current prize.",Paalala: Hindi mo matatanggap ang iyong kasalukuyang premyo kung pipiliin mong magpatuloy sa paglalaro.
UI_ROSHAMBO_WIN_MSG3,"Congratulations, you won %d time(s)! You receive %s x%d.","Binabati kita, nanalo ka ng %d beses! Natanggap mo ang %s x%d."
UI_EXCHANGE_COUNT_TITLE,Input Item Quantity,Ipasok ang dami ng item
UI_EXCHANGE_COUNT_MSG,How many?,Ilan?
UI_EXCHANGE_COUNT_LABEL,Number:,Bilang:
UI_TOOLTIP_PET_REAR,[Raised Pet],[Pinagyatas na Alagang Hayop]
UI_TOOLTIP_PET_PICKUP,[Pickup Pet],[Pumupulot na Alagang Hayop]
UI_PET_GRADE_0,Egg,Itlog
UI_PET_GRADE_1,F Tier,F Antas
UI_PET_GRADE_2,E Tier,E Antas
UI_PET_GRADE_3,D Tier,D Antas
UI_PET_GRADE_4,C Tier,C Antas
UI_PET_GRADE_5,B Tier,B Antas
UI_PET_GRADE_6,A Tier,A Antas
UI_PET_GRADE_7,S Tier,S Antas
UI_PET_EXP_MAX,EXP: 99.99%,EXP: 99.99%
UI_PET_EXP,EXP: %.2f%%,EXP: %.2f%%
UI_TOOLTIP_ABILITY,Bonus,Bonus
UI_PET_HP,Energy: %d / %d,Enerhiya: %d / %d
UI_PET_LEVEL,Lv%d,Lv%d
UI_PET_DEAD,(DEAD),(PATAY)
UI_PET_REROLL_TIER,Scroll-rerolled tier:,Scroll-rerolled na antas:
UI_TARGET_CLEAR,Clear target,Alisin ang target
UI_OPTION_TAB_UI,Interface,Interface
UI_OPTION_AUTO_ATTACK,Auto Attack,Awtomatikong Atake
UI_OPTION_FIXED_CAMERA,Fixed Camera,Nakapirming Kamera
UI_OPTION_OTHER_DAMAGES,Display All Damage,Ipakita ang lahat ng pinsala
UI_OPTION_HIDE_OTHER_PLAYERS,Hide Other Players,Itago ang ibang manlalaro
UI_OPTION_TRANSPARENT_CHAT,Transparent chat,Transparent chat
UI_OPTION_RIGHT_CLICK_MENU,Right-Click Player Menu,Pinduting ang Player Pakanan
UI_OPTION_TOP_PLAYER_GAUGES,MP & FP Gauges,Sukatan ng MP & FP
UI_OPTION_TOP_PLAYER_GAUGES_TIP,Enables FP & MP gauges above the player.,Pinapagana ang FP & MP gauges sa itaas ng manlalaro.
UI_OPTION_SELECT_PETS,Select Pets,Pumili ng Alagang Hayop
UI_FACE_SHOP_TITLE,Plastic Surgery,Operasyong Plastik
UI_FACE_SHOP_BASE_FACE,Current Face,Palakaibigang Mukha
UI_FACE_SHOP_NEW_FACE,New Face,Bagong Mukha
UI_TOOLTIP_SPELL_RANGE,Spell Range: %d,Range ng Spell: %d
UI_TOOLTIP_COMBO_TYPE,Combo: %s,Kombinasyon: %s
UI_TOOLTIP_COMBO_STEP,Starter,Hakbang
UI_TOOLTIP_COMBO_CIRCLE,Link,Bilog
UI_TOOLTIP_COMBO_FINISH,Finisher,Tapos
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d,Pangunahing Pinsala: %d ~ %d
UI_TOOLTIP_DMG_MUL,Damage Multiplier: %.2f,Damage Multiplier: %.2f
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling,Pagsusukat ng Atake
UI_TOOLTIP_SCALE_HEAL,Heal Scaling,Pagsusukat ng Pagpapagaling
UI_TOOLTIP_SCALE_TIME,Time Scaling,Pagsusukat ng Oras
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling,Pagsusukat ng Pagbaba ng Oras ng Pagcha-charge
UI_TOOLTIP_SCALE_PARAM,Scaling,Pagsusukat
UI_TOOLTIP_SCALE_PARAM_PER,per,bawat
UI_TOOLTIP_SCALE_PARAM_MAX,max,pinakamalaki
UI_TOOLTIP_PVP,PvP,PvP
UI_TOOLTIP_PVE,PvE,PvE
UI_TOOLTIP_AROUND,Around,Mga paligid
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,Pangunahing Pagpapagaling: %d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,Pangunahing MP Pagpapagaling: %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,Pangunahing FP Pagpapagaling: %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,Pangunahing Oras: %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PvP & Giants),/ %.2d:%.2d (PVP & Higante)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,Posibilidad: %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PvP & Giants),/ %d%% (PVP & Higante)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Posibilidad ng Knockdown: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,Cooldown: %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PvP),/ %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PvP),Cooldown: %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(Pagkatapos ng Pag-expire)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,Oras ng Pag-cast: %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,Oras ng Pagcha-charge: %.2d:%.2d
UI_NEWCHAR_FACE,Face,Mukha
UI_NEWCHAR_HAIR,Hair,Buhok
UI_NEWCHAR_HAIR_COLOR,Hair Color,Kulay ng Buhok
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press Scroll Lock to cycle zoom levels.,%dX Zoom. Pindutin ang Scroll Lock Key upang i-toggle.
UI_KEYBIND_CHAR_CONTROL,Movement Keys,Mga pindutan ng Paggalaw
UI_KEYBIND_MOVE_FORWARD,Move Forward,Sumulong
UI_KEYBIND_MOVE_BACKWARD,Move Backward,Umatras
UI_KEYBIND_TURN_LEFT,Turn Left,Liko Pakaliwa
UI_KEYBIND_TURN_RIGHT,Turn Right,Liko Pakanan
UI_KEYBIND_JUMP,Jump,Talon
UI_KEYBIND_WALK,Toggle Run/Walk,Isalin ang Tumakbo/Maglakad
UI_KEYBIND_SKILL_COMBO,Action Slot,Slot ng Aksyon
UI_KEYBIND_CLEAR_TARGET,Clear Target,Alisin ang Target
UI_KEYBIND_TRACE_TARGET,Follow Target,Sundan ang Target
UI_KEYBIND_SELECT_TARGET,Cycle Targets (PvP),Piliin ang PVP Target
UI_KEYBIND_APPLETS,Windows,Mga Bintana
UI_KEYBIND_CAMERA,Camera Controls,Kontrol ng Kamera
UI_KEYBIND_CAMERA_LEFT,Rotate Left,Ikutin Pakaliwa
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,Ikutin Pakanan
UI_KEYBIND_CAMERA_UP,Rotate Up,Ikutin Pataas
UI_KEYBIND_CAMERA_DOWN,Rotate Down,Ikutin Pababa
UI_KEYBIND_ZOOM_IN,Zoom In,Palaparin
UI_KEYBIND_ZOOM_OUT,Zoom Out,Palihisin
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,Isalin ang zoom
UI_KEYBIND_TASKBAR,Taskbar Functions,Mga Gawain sa Taskbar
UI_KEYBIND_TASKBAR_N,Taskbar %d,Bar ng gawain %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,Slot ng Bar ng Gawain %d
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,2nd Slot ng Bar ng Gawain %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,3rd Slot ng Bar ng Gawain %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,Karagdagang Taskbars
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,I-toggle ang buong-screen
UI_KEYBIND_MAIN_MENU,Main Menu,Pangunahing Menu
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,Itago/Ipakita ang UI
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,Modo ng Pagkuha ng Larawan ng Screen
UI_KEYBIND_GAME,Game Functions,Mga Gawain sa Laro
UI_KEYBIND_NONE,Not Bound,Hindi Nakatalaga
UI_KEYBIND_UNBIND,Unbind key,Alisin ang pagtatalaga ng pindutan
UI_KEYBIND_TITLE,Keys,Mga Pindutan
UI_KEYBIND_RESET,Reset,I-reset
UI_UPGRADECARD_TITLE,Upgrade Suit Socket Cards,Pag-upgrade ng Socket Card
UI_UPGRADECARD_REGISTER,Insert suit cards.,Irehistro ang materyal na card.
UI_UPGRADECARD_INFO,Fuse 10 suit cards for a chance to get 1 higher-grade card.,Pagsamahin ang 10 materyal na card upang makakuha ng 1 mas mataas na grado na card.
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reroll,Pag-resuffle ng Weapon Socket Card
UI_RESHUFFLECARD_REGISTER,Insert weapon cards to use as materials.,Irehistro ang materyal na card ng sandata.
UI_RESHUFFLECARD_INFO,Fuse 3 weapon cards to receive 1 card of the same grade.,Pagsamahin ang 3 materyal na card ng sandata upang makakuha ng 1 card na may parehong grado.
UI_RESHUFFLECARD_CONFIRM,Rerolling will consume the material cards. Proceed?,"Kung i-resuffle mo ang mga card, ang mga card na ginamit bilang materyales ay mawawala.\nGusto mo bang magpatuloy?"
UI_CONVERTSOULLINK_TITLE,Convert to Soul-Linked,I-convert ang soul link
UI_CONVERTSOULLINK_INFO,"The item will become soul-linked and can no longer be sold to NPCs. You can use this process to stack identical items that otherwise cannot be stacked due to differing properties. Note: Soul-linked items cannot be traded, and this action cannot be undone.",Maaari mong i-convert ang item sa isang soul-linked na uri.
UI_CONVERTSOULLINK_CONFIRM,This action cannot be undone.\nProceed?,Ang na-convert na item ay hindi na maibabalik.\nGusto mo bang magpatuloy?
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,Ang item na ito ay hindi maaaring i-convert.
UI_GUILD_SCROLLGADD_CONFIRM,This scroll permanently increases your guild's member limit by 5. It only applies to your current guild and will not affect any guild you join later. Use it now?,Ang scroll ay permanenteng magpapataas ng bilang ng mga miyembro na maaari mong magkaroon sa isang guild ng 5. Kung sumali ka sa ibang guild - wala itong epekto sa bagong guild. Kumpirma mo ba ang paggamit?
UI_GUILD_TOOLTIP_EXP,EXP:,EXP:
UI_GUILD_TOOLTIP_GOLD,Penya:,Penya:
UI_GUILD_TOOLTIP_LEVEL,#bNext level: %d#nb,#bSusunod na Antas %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,Palitan ang Channel
UI_CHANGECHANNEL_MSG,Select channel:,Pumili ng channel:
UI_REPORT_TITLE,Report,Isumbong
UI_REPORT_PLAYER_LABEL,Player,Manlalaro
UI_REPORT_REASON_LABEL,Reason,Dahilan
UI_REPORT_MESSAGE_LABEL,Message,Mensahe
UI_REPORT_SEND,Send,Ipadala
UI_REPORT_REASON0,Botting,Pagbo-bot
UI_REPORT_REASON1,Real money transfer,Paglilipat ng totoong pera
UI_REPORT_REASON2,Cheating / hacking,Panlilinlang / pag-hack
UI_REPORT_REASON3,Bad behavior,Masamang pag-uugali
UI_REPORT_REASON4,Insults,Pang-iinsulto
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,Sigurado ka bang gusto mong i-report si %s?\n\nAng pang-aabuso sa tampok na ito ay maaaring magresulta sa pagbawal ng iyong account.
UI_APP_ACHIEVEMENTS_TIP,View your achievements.,Ipinapakita ang Menu ng Mga Nakamit.
UI_ACHIEVEMENTS_TITLE,Achievements,Mga Nakamit
UI_ACHIEVEMENTS_GENERAL_TAB,General,Pangkalahatan
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,Halimaw
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,Mga Ginagamit
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,Mga Titulo at Badge
UI_ACHIEVEMENTS_EVENTS_TAB,Events,Mga Kaganapan
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,Panahon ng paglalaro
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Login Streak,Sunod-sunod na pag-login
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Login Rewards,Gantimpala sa Pag-login
UI_ACHIEVEMENTS_DESCRIPTION,Description,Paglalarawan
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.,Ang nakamit na ito ay naka-bind sa iyong account.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.,Halimaw na dapat patayin: %s.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETITEMS,Item(s) to use: %s.,Item na dapat gamitin: %s.
UI_ACHIEVEMENTS_REWARD,Reward List,Listahan ng Gantimpala
UI_ACHIEVEMENTS_REWARD_TITLE,Title: #b%s#nb,Title: #b%s#nb
UI_ACHIEVEMENTS_REWARD_LEVEL,Level %d,Antas %d
UI_ACHIEVEMENTS_REWARD_CLAIMED,Claimed,Inaangkin
UI_ACHIEVEMENTS_REWARD_GOLD,Penya:,Penya:
UI_ACHIEVEMENTS_REWARD_ITEM,Item(s): %s,Item(s): %s
UI_ACHIEVEMENTS_REWARD_ATK,Increased Attack against target(s): %d%%,Antas ng pag-atake sa target o mga target: %d%%
UI_ACHIEVEMENTS_PROGRESSION,Achievement Progress,Pag-usad
UI_ACHIEVEMENTS_CARD_LEVEL,Level %d,Antas %d
UI_ACHIEVEMENTS_CARD_BONUS,Attack +%s%%,Pag-atake +%s%%
UI_ACHIEVEMENTS_NOTITLE,(No Title),Walang Titulo
UI_ACHIEVEMENTS_NOTITLE_DESCRIPTION,Hide your title.,Huwag ipakita ang anumang titulo.
UI_ACHIEVEMENTS_PVPTITLE,PvP Title,PVP Titulo
UI_ACHIEVEMENTS_PVPTITLE_CURRENT,"(Currently ""%s"")","(Kasalukuyang ""%s"")"
UI_ACHIEVEMENTS_PVPTITLE_DESCRIPTION,Display your current PvP title.,Ipakita ang iyong kasalukuyang pamagat sa PVP
UI_ACHIEVEMENTS_TITLES_SELECT,Apply,Pumili
UI_ACHIEVEMENTS_TITLES_FROM,Unlocked By,Mula
UI_ACHIEVEMENTS_CLAIMBTN,Claim,Inaangkin
UI_ACHIEVEMENTS_CLAIMTIP,Claim your rewards,Tanggapin ang iyong mga gantimpala!
UI_ACHIEVEMENTS_CLAIMTIP_RAND,Try your luck and see what you get today!,Paikutin ang gulong! Swertehin ka ba ngayon?
UI_ACHIEVEMENTS_AVAILABLE,Available,Magagamit
UI_ACHIEVEMENTS_COMPLETED,This achievement has been completed!,Natapos na ang tagumpay na ito!
UI_TOOLTIP_PARTY_LEVEL,Required Party Level: %d,Kailangang Antas ng Party: %d
UI_TOOLTIP_PARTY_POINTS,Required Points: %d,Kailangang Puntos: %d
UI_PARTY_PERMANENT_CONFIRM,This scroll will transform your party into a permanent party. Offline members will no longer be removed automatically. This scroll applies only to your current party and will not affect any party you create or join later. Use it now?,Hindi na awtomatikong matatanggal sa party ang mga miyembro kapag offline sila. Kung gagawa ka ng bagong party o sasali sa isa pa - hindi ito makaaapekto sa bagong party. Kinukumpirma mo ba ang paggamit?
UI_PARTY_PERMANENT,Permanent Party,Permanenteng Partido
UI_SEARCHPARTY_TITLE,Search Party,Hanapin ang Party
UI_SEARCHGUILD_TITLE,Search Guild,Hanapin ang Guild
UI_GROUPSEARCH,Search,Hanapin
UI_TOOLTIP_TRANSMUTE,Transmutation:,Pagbabagong-anyo:
UI_TOOLTIP_RARITY,Rarity:,Kakaibang yaman:
UI_TOOLTIP_RARITY_NORMAL,Common,Karaniwan
UI_TOOLTIP_RARITY_RARE,Uncommon,Hindi Karaniwan
UI_TOOLTIP_RARITY_STRONG,Rare,Bihira
UI_TOOLTIP_RARITY_UNIQUE,Unique,Natatangi
UI_TOOLTIP_RARITY_VERYRARE,Very Rare,Napakabihira
UI_TOOLTIP_RARITY_ULTIMATE,Ultimate,Ultimato
UI_WORLD_CASTING,Casting,Pag-cast
UI_WORLD_HARVESTING,Harvesting,Pag-aani
UI_WORLD_OPENING,Opening,Pagbubukas
UI_WORLD_CHARGING,Charging,Pag-charge
UI_NAVIGATOR_LOCALTIME,Local Time,Oras ng Lokal
UI_NAVIGATOR_SERVERTIME,Server Time,Oras ng Server
UI_NAVIGATOR_MADRIGALTIME,Madrigal Time,Oras ng Madrigal
UI_UPGRADESAFE_STOP,Stop,Hinto
UI_UPGRADESAFE_RESET,Reset,I-reset
UI_UPGRADESAFE_MATERIAL_NORMAL,Power Dice,Makapangyarihang Dadu
UI_UPGRADESAFE_MATERIAL_ULTIMATE,Sunstone,Bato ng Araw
UI_UPGRADESAFE_MATERIAL_ELEMENT,Card,Kard
UI_UPGRADESAFE_COST,#b%s#nb per attempt,#b%s#nb bawat pagtatangka
UI_UPGRADESAFE_TARGET_PIERCING,Piercing Goal,Layuning Butas
UI_UPGRADESAFE_TARGET,Upgrade Goal,Layuning Pag-upgrade
UI_UPGRADESAFE_CURRENT_PIERCING,~Piercings~,~Butas~
UI_UPGRADESAFE_CURRENT,~Current Value~,~Kasalukuyang Halaga~
UI_SEARCHGROUP_MODE_NO,Not Listed,Hindi matagpuan
UI_SEARCHGROUP_MODE_CONFIRM,Requires Leader Approval,Pag-apruba ng Lider
UI_SEARCHGROUP_MODE_FREE,Open to Anyone,Malayang sumali
UI_GROUPSEARCH_REFRESH,Refresh,I-refresh
UI_GROUPSEARCH_FILTER,Filter:,Salain:
UI_GROUPSEARCH_SORT,Sort:,Ayusin:
UI_GROUPSEARCH_PARTYNAME,Party Name,Pangalan ng Party
UI_GROUPSEARCH_GUILDNAME,Guild Name,Pangalan ng Guild
UI_GROUPSEARCH_LEADER,Leader,Lider
UI_GROUPSEARCH_MASTER,Master,Guro
UI_GROUPSEARCH_LEVEL,Level,Lebel
UI_GROUPSEARCH_MEMBERS,Members,Mga Miyembro
UI_GROUPSEARCH_BUFFS,Buffs,Buffs
UI_GROUPSEARCH_LEADERLEVEL,Leader Level,Lebel ng Lider
UI_GROUPSEARCH_LEADERNAME,Leader Name,Pangalan ng Lider
UI_GROUPSEARCH_MASTERLEVEL,Master Level,Lebel ng Master
UI_GROUPSEARCH_MASTERNAME,Master Name,Pangalan ng Master
UI_GROUPSEARCH_ALL,All,Lahat
UI_GROUPSEARCH_FRIENDS,Friend Leaders,Kaibigang Lider
UI_GROUPSEARCH_STRANGERS,Non-Friend Leaders,Dayuhang Lider
UI_GROUPSEARCH_MASTERFRIENDS,Friend Masters,Kaibigang Guro
UI_GROUPSEARCH_MASTERSTRANGERS,Non-Friend Masters,Dayuhang Guro
UI_GROUPSEARCH_JOIN,Join,Sumali
UI_GROUPSEARCH_LEADERAPPROVAL,Your request must be approved by the leader.,Ang iyong kahilingan ay dapat aprubahan ng Lider
UI_GROUPSEARCH_MASTERAPPROVAL,Your request must be approved by the master.,Ang iyong kahilingan ay dapat aprubahan ng Guro
UI_PARTY_JOINQUESTION,%s wants to join your party. Accept the request?,%s nais sumali sa iyong party. Tinatanggap mo ba?
UI_GUILD_SEARCHNOTICE,Advertisement,Paunawa sa Paghahanap
UI_GUILD_SEARCHNOTICE_TIP,Setup your guild's notice in the Guild Finder,I-setup ang paunawa sa Paghahanap ng Guild.
UI_DAMAGEMETER_RESET,Reset Damage Statistics,I-reset ang Estadistika ng Pinsala
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d,Estadistika ng Pinsala %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No,Lumilipad: Hindi
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics,Ipakita/Itago ang Estadistika ng Pinsala
UI_SHOP_QUICK_SELL,Quick Sell,Mabilis na Pagbenta
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.,Mabilis na ibenta ang isang kategorya ng mga item.
UI_SHOP_BUY_BACK,Buy Back,Bumili Muli
UI_SHOP_BUY_BACK_TIP,Buy back items you recently sold by mistake.,Bumili muli ng mga item na kamakailan mo lang naibenta sa pagkakamali.
UI_SHOP_QUICK_SELL_CONFIRM,Sell,Ibenta
UI_SHOP_QUICK_SELL_TOTAL,Total:,Kabuuan:
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,Hindi Karaniwan at Mas Mababa
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,Bihira at Mas Mababa
UI_SHOP_QUICK_SELL_FOOD,Food,Pagkain
UI_SHOP_QUICK_SELL_POTION,Potion,Inumin
UI_SHOP_BACK_TITLE,Buy back item,Bumili Muli ng Item
UI_SHOP_BACK_CONFIRM,Buy this item back for %s Penya?,Gusto mo bang bilhin muli ang item para sa %s penya?
UI_TOOLTIP_BOWRANGE,Bow Range,Saklaw ng Pana
UI_TOOLTIP_SKILLUP,Skill Damage,Pinsala ng Kasanayan
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage,Pinsala ng Kasanayan sa 1v1
UI_TOOLTIP_HEALUP,Healing,Pagpapagaling
UI_TOOLTIP_SKILLRANGE,Skill Range,Saklaw ng Kasanayan
UI_MAP_MENU,Menu,Menu
UI_MAP_MENU_TIP,Hide/Show the menu,Itago/Ipakita ang menu
UI_TOOLTIP_RESTOREUP,HP Restoration,Pagpapanumbalik ng HP
UI_OPTION_FRAMERATE,FPS,FPS
UI_OPTION_FRAMERATE_TIP,Frames Per Second,Mga kuadro bawat segundo
UI_OPTION_FRAMERATE_SYNC,VSync,VSync
UI_WORLD_FLY_EQUIP,Fly,Lumipad
UI_WORLD_FLY_UNEQUIP,Land,Lumapag
UI_WORLD_PARTY,Party x%d,Partido x%d
UI_WORLD_BUFF,Buff x%d,Palakasin x%d
UI_QUESTGOAL_MOBILE,Quest,Misyon
UI_INPUT_NUMBER,Input a number,Ipasok ang isang numero
UI_SKILL_CLOSED,Closed,Nakasara
UI_SKILL_POINT_COST,Point Cost,Gastos ng Punto
UI_SKILL_ADD_COMBO,Add to Combo,Idagdag sa Combo
UI_SKILL_COMBO,Combo Bar,Bar ng Combo
UI_CASHSHOP_PENYA_ONLY,Penya Only,Penya Lamang
UI_CASHSHOP_PENYA,Penya,Penya
UI_CASHSHOP_PENYA_VIP,Penya (VIP),Penya (VIP)
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.,Ang item na ito #bhindi maaaring ipagpalit o ibenta#nb.
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.,Ang pagbili na ito ay #bhindi isang item#nb.
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist,Kritikal na Paglaban
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction,Pagbawas ng Pinsala sa PvP
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction,Pagbawas ng Pinsala sa PvE
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance,Paglaban sa Mahika
UI_TOOLTIP_DST_PVP_DMG,PvP Damage,Pinsala sa PvP
UI_TOOLTIP_DST_PVE_DMG,PvE Damage,Pinsala sa PvE
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage,Asalraalaikum Pinsala
UI_TOOLTIP_WALL_LIVES,Number of lives: %d,Bilang ng buhay: %d
UI_BUFF_REMOVE_TITLE,Cancel Buff,I-cancel ang buff
UI_BUFF_REMOVE_QUESTION,Remove the buff #b%s#nb? This action cannot be undone.,Gusto mo bang alisin ang Buff #b%s#nb? Hindi ito maaaring bawiin.
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PvP),Sinalamin na pinsala: %d%% / %d%% (PVP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PvP),Probabilidad ng Pagkabigla(PVP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PvE),Probabilidad ng Pagkabigla(PVE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability,Probabilidad ng Pagkalason
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability,Probabilidad ng Pagnanakaw ng HP
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability,Probabilidad ng Pagnanakaw ng MP
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability,Probabilidad ng Pagnanakaw ng FP
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability,Probabilidad ng Pagdurugo
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP,HP ng Mga Miyembro ng Partido
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds,DoT Tick: %s Segundo
UI_TOOLTIP_MAXHIT,Max Targets: %d,Pinakamataas na Target: %d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PvP),Pinakamataas na Target: %d / %d (PVP)
UI_PRIVATE_SHOP_OK,Shop,Tindahan
