Key,English,Filipino
TEXTCLIENT_DECPKPOINT,%d Karma points have been reduced.,%d Karma points have been reduced.
TEXTCLIENT_PK_MARKETNOUSE,You cannot use stores if your Karma grade is Vicious.,You cannot use stores if your Karma grade is Vicious.
TEXTCLIENT_PKDEAD,You have been slain by %s.,You have been slain by %s.
TEXTCLIENT_GETFAMEPOINT,You gained %d fame points.,You gained %d fame points.
TEXTCLIENT_DECFAMEPOINT,You lost %d fame points.,You lost %d fame points.
TEXTCLIENT_BANKWRONGPASS,Wrong password. Please try again.,Wrong password. Please try again.
TEXTCLIENT_BANKFULL,The bank is full.,The bank is full.
TEXTCLIENT_PK_LEVEL_GAP,Unable to duel. Level gap is more than 30.,Unable to duel. Level gap is more than 30.
TEXTCLIENT_PK_SAFETY_NO,You cannot duel in a safety zone.,You cannot duel in a safety zone.
TEXTCLIENT_PK_SAME_NO,You can duel only if the other player is in the same place as you.,You can duel only if the other player is in the same place as you.
TEXTCLIENT_PK_CHANGEJOB_NO,You can only duel after your 1st job-change.,You can only duel after your 1st job-change.
TEXTCLIENT_PK_PARTY_LIMIT,You cannot duel with party members.,You cannot duel with party members.
TEXTCLIENT_PK_MODE_REJECT,The other player is in duel rejection mode.,The other player is in duel rejection mode.
TEXTCLIENT_DUELNO,%s refused to duel.,%s refused to duel.
TEXTCLIENT_DUELSTART,Duel with %s started!,Duel with %s started!
TEXTCLIENT_DUELCANCEL,The duel has been cancelled.,The duel has been cancelled.
TEXTCLIENT_PK_NO_IPARTYLEADER,You are not the Party leader.,You are not the Party leader.
TEXTCLIENT_PK_NO_UPARTYLEADER,The other member is not the Party leader.,The other member is not the Party leader.
TEXTCLIENT_PK_NO_DUEL,You cannot duel with the other player currently.,You cannot duel with the other player currently.
TEXTCLIENT_PDSTART,Duel has started with %s party.,Duel has started with %s party.
TEXTCLIENT_PVPLEAVE,"Party duel mode of %s was finished. If you join duel again, you will be penalized according to PK rules.","Party duel mode of %s was finished. If you join duel again, you will be penalized according to PK rules."
TEXTCLIENT_PDCANCEL,Duel has been cancelled.,Duel has been cancelled.
TEXTCLIENT_PDVICTORY,You won the party duel.,You won the party duel.
TEXTCLIENT_PDLOSE,You lost the party duel.,You lost the party duel.
TEXTCLIENT_DONOTUSE_SHOP,You cannot use that item while using Hair Stylist or Plastic Surgeon.,You cannot use that item while using Hair Stylist or Plastic Surgeon.
TEXTCLIENT_CASHSHOP_NOACCOUNT,You cannot use the Flyff Shop without account. Please link an account.,You cannot use the Flyff Shop without account. Please link an account.
TEXTCLIENT_CASHSHOP_INVALIDPRODUCT,This product is invalid.,This product is invalid.
TEXTCLIENT_CASHSHOP_SERVEROFFLINE,Cannot use Flyff Shop because the server is offline.,Cannot use Flyff Shop because the server is offline.
TEXTCLIENT_CASHSHOP_LACKCASH,You don't have enough money to purchase the item. Reload your account before purchasing.,You don't have enough money to purchase the item. Reload your account before purchasing.
TEXTCLIENT_CASHSHOP_PURCHASEEXCEED,You reached the maximum amount of purchases per character for this product.,You reached the maximum amount of purchases per character for this product.
TEXTCLIENT_CASHSHOP_UNKNOWNERROR,"Unknown error, please try again.","Hindi alam na error, pakisubukan ulit."
TEXTCLIENT_CASHSHOP_PURCHASESUCCESS,Thank you for your purchase! If the inventory is full please make room and login again to receive the item.,Thank you for your purchase! If the inventory is full please make room and login again to receive the item.
TEXTCLIENT_CASHSHOP_INVALIDPLAYER,The player is invalid and cannot use Flyff Shop.,The player is invalid and cannot use Flyff Shop.
TEXTCLIENT_CASHSHOP_TIMEOVER,The operation is taking too much time. Please try again.,The operation is taking too much time. Please try again.
TEXTCLIENT_FATHER,#cff0000ff I am your father!#nc,#cff0000ff I am your father!#nc
TEXTCLIENT_MOTHER,#cff0000ff I am your mother!#nc,#cff0000ff I am your mother!#nc
TEXTCLIENT_COMNOHAVECOM,Cannot cancel because you do not belong to a guild.,Cannot cancel because you do not belong to a guild.
TEXTCLIENT_COMDELNOKINGPIN,Only the guild leader can disband the guild.,Only the guild leader can disband the guild.
TEXTCLIENT_GUILDWARREQLV6,Your guild level has to be higher than 5 to declare a guild duel.,Your guild level has to be higher than 5 to declare a guild duel.
TEXTCLIENT_GUILDWARSTILLNOWAR,Unable to declare war during guild duel.,Unable to declare war during guild duel.
TEXTCLIENT_GUILDWARNOTHINGGUILD,That Guild does not exist.,That Guild does not exist.
TEXTCLIENT_GUILDWAROTHERLV6,Unable to declare a guild duel. Opposing guild level is below 6.,Unable to declare a guild duel. Opposing guild level is below 6.
TEXTCLIENT_GUILDWARMASTEROFF,The opposing Guild Leader is offline.,The opposing Guild Leader is offline.
TEXTCLIENT_GUILDWARMEMBER10,The opposing guild must have at least 10 members.,The opposing guild must have at least 10 members.
TEXTCLIENT_GUILDWAROTHERWAR,The other guild is already participating in a guild duel.,The other guild is already participating in a guild duel.
TEXTCLIENT_GUILDWARDECLINED,Opposing guild leader declined the duel.,Opposing guild leader declined the duel.
TEXTCLIENT_GUILDWARNOFINDGUILD,Cannot find the guild that declared a guild duel.,Cannot find the guild that declared a guild duel.
TEXTCLIENT_PK_NOFLIGHT_DURING,You cannot duel when only one player is flying.,You cannot duel when only one player is flying.
TEXTCLIENT_GUILDWARERRORDUEL,You cannot duel during a guild duel.,You cannot duel during a guild duel.
TEXTCLIENT_GUILDWARSTART,A guild duel has started between %s Guild and %s Guild.,A guild duel has started between %s Guild and %s Guild.
TEXTCLIENT_GUILDWARSTILL,A guild duel between %s Guild and %s Guild is in progress.,A guild duel between %s Guild and %s Guild is in progress.
TEXTCLIENT_GUILDWARDOING,You are at war with another guild.,You are at war with another guild.
TEXTCLIENT_SHOUTAGREE,Shout messages allowed,Shout messages allowed
TEXTCLIENT_SHOUTREFUSE,Shout messages refused,Shout messages refused
TEXTCLIENT_GUILDWARWIN_MASTER,A Guild Leader has been killed!,A Guild Leader has been killed!
TEXTCLIENT_GUILDWARWIN_GIVEUP,Victory! Opponent guild has conceded.,Victory! Opponent guild has conceded.
TEXTCLIENT_GUILDWARWIN_TIMEUP,Victory by default!,Victory by default!
TEXTCLIENT_GUILDWARWIN_KILLNUM,Victory due to number of opponents killed!,Victory due to number of opponents killed!
TEXTCLIENT_GUILDWARWIN,The guild duel between %s and %s has finished. The Guild %s has won. %s.,The guild duel between %s and %s has finished. The Guild %s has won. %s.
TEXTCLIENT_GUILDWARPEACE,%s and %s have agreed to a truce.,%s and %s have agreed to a truce.
TEXTCLIENT_GUILDWARDRAW,The guild duel between %s and %s resulted in a tie.,The guild duel between %s and %s resulted in a tie.
TEXTCLIENT_GUILDWARNOETC,You are either not participating in a guild duel or have already given up.,You are either not participating in a guild duel or have already given up.
TEXTCLIENT_GUILDWARGIVEUP,%s of %s Guild has given up.,%s of %s Guild has given up.
TEXTCLIENT_GUILDWARPEACEDECLINED,Opposing guild declined the truce.,Opposing guild declined the truce.
TEXTCLIENT_GUILDWARDEAD,"A warrior of %s Guild, %s, has been killed.","A warrior of %s Guild, %s, has been killed."
TEXTCLIENT_DISGUISE_DNT_WING,You cannot use a Trans and Glow item at the same time.,You cannot use a Trans and Glow item at the same time.
TEXTCLIENT_NOTUSESKILL_ITEMUSE,You used the same item earlier. Try again after its effects have worn off.,You used the same item earlier. Try again after its effects have worn off.
TEXTCLIENT_COUPLERING_ERR01,You have engraved the name '%s' on this ring. Give it to your sweetheart!,You have engraved the name '%s' on this ring. Give it to your sweetheart!
TEXTCLIENT_COUPLERING_CARVE,An engraving reads '%s'. Give it to your sweetheart!,An engraving reads '%s'. Give it to your sweetheart!
TEXTCLIENT_COUPLERING_NOTONLINE,The player with the name engraved on this ring is offline.,The player with the name engraved on this ring is offline.
TEXTCLIENT_COUPLERING_ERR02,You can not teleport to %s from here.,You can not teleport to %s from here.
TEXTCLIENT_COUPLERING_ERR03,You can not teleport to a player who is flying.,You can not teleport to a player who is flying.
TEXTCLIENT_RANDOMSCROLL_ERROR,This item can only be used on applicable weapons and armor.,This item can only be used on applicable weapons and armor.
TEXTCLIENT_RANDOMSCROLL_CONFIRM,Do you want to apply a random stat upgrade to the following item?\n%s,Do you want to apply a random stat upgrade to the following item?\n%s
TEXTCLIENT_RANDOMSCROLL_CONFIRM1,This will overwrite the previous random stat upgrade that was applied. Do you want to continue?,This will overwrite the previous random stat upgrade that was applied. Do you want to continue?
TEXTCLIENT_RANDOMSCROLL_SUCCESS,%s has been enchanted with %s +%d.,%s has been enchanted with %s +%d.
TEXTCLIENT_STATE_NOTUSE,You cannot use %s,You cannot use %s
TEXTCLIENT_TRADE_NOTUSE,Trading,Trading
TEXTCLIENT_TRADE_NOTUSE1,Because the person is trading.,Because the person is trading.
TEXTCLIENT_DIE_NOTUSE,If the person is dead,If the person is dead
TEXTCLIENT_DIE_NOTUSE1,Because the person is dead,Because the person is dead
TEXTCLIENT_VENDOR_NOTUSE,On opening a private shop,On opening a private shop
TEXTCLIENT_VENDOR_NOTUSE1,Because the person is on opening a private shop,Because the person is on opening a private shop
TEXTCLIENT_ATTACK_NOTUSE,In Combat,In Combat
TEXTCLIENT_ATTACK_NOTUSE1,Because the person is in combat.,Because the person is in combat.
TEXTCLIENT_FLY_NOTUSE,On flying,On flying
TEXTCLIENT_FLY_NOTUSE1,Because the person is flying.,Because the person is flying.
TEXTCLIENT_DUEL_NOTUSE,In Duel,In Duel
TEXTCLIENT_DUEL_NOTUSE1,Because the person is in duel.,Because the person is in duel.
TEXTCLIENT_GAME_EVENT_WORLD_NOTUSE,In event area,In event area
TEXTCLIENT_PRISON_WORLD_NOTUSE,In Kebaras,In Kebaras
TEXTCLIENT_SUMMON_FRIEND_MY_NOUSE,You can not use item to yourself.,You can not use item to yourself.
TEXTCLIENT_SUMMONFRIEND_NOUSER,%s is offline.,%s is offline.
TEXTCLIENT_SUMMONFRIEND_NOTFRIEND,This player is not your friend or is blocked.,This player is not your friend or is blocked.
TEXTCLIENT_STATE_NOTSUMMON,You cannot summon %s,You cannot summon %s
TEXTCLIENT_STATE_NOTSUMMONOK,You cannot accept %s,You cannot accept %s
TEXTCLIENT_WORLD_NOTUSE,Because you are in different areas,Because you are in different areas
TEXTCLIENT_DUNGEON_NOTUSE,Because you are in a dungeon,Because you are in a dungeon
TEXTCLIENT_SUMMONFRIEND_CONFIRM,You have asked to summon %s,You have asked to summon %s
TEXTCLIENT_SUMMON_FRIEND_CANCEL,%s has cancelled the summon.,%s has cancelled the summon.
TEXTCLIENT_SUMMONFRIEND_NOITEM,You don't have %s. You cannot summon %s.,You don't have %s. You cannot summon %s.
TEXTCLIENT_SUMMON_SUCCESS1,You are summoned to %s,You are summoned to %s
TEXTCLIENT_SUMMON_SUCCESS,%s is summoned,%s is summoned
TEXTCLIENT_SUMMONPARTY_NOTTIME,You can not go.,You can not go.
TEXTCLIENT_TROUPECREATE,Only the party leader can use this function.,Only the party leader can use this function.
TEXTCLIENT_ITEM_TRANSY,This item is not available. Please input another item.,This item is not available. Please input another item.
TEXTCLIENT_ITEM_TRANSY_NOT_LEVEL,Only %d-%d level items are usable.,Only %d-%d level items are usable.
TEXTCLIENT_ITEM_TRANSY_SUCCESS,The change from %s to %s was successful.,The change from %s to %s was successful.
TEXTCLIENT_GUILDCREATE,Only the guild master can use this function.,Only the guild master can use this function.
TEXTCLIENT_CHANGENAME,Player name successfully changed.,Player name successfully changed.
TEXTCLIENT_MAP_MARK_MAX_NUMBER,You can't save your position any more. Please arrange your saved postion first and try again.,You can't save your position any more. Please arrange your saved postion first and try again.
TEXTCLIENT_UPGRADE_ERROR_NOUNICK,You cannot upgrade a unique item.,You cannot upgrade a unique item.
TEXTCLIENT_NOTEQUALELEM,The attribute of %s and the applied attribute of the item are not the same.,The attribute of %s and the applied attribute of the item are not the same.
TEXTCLIENT_NOTELEMENT,The attribute has not been applied to the selected item. Please finish the attribute refining first.,The attribute has not been applied to the selected item. Please finish the attribute refining first.
TEXTCLIENT_ALREADYELEM,Charge attribute has already been applied.,Charge attribute has already been applied.
TEXTCLIENT_REMOVEELEMENT,The attribute of the selected item has been deleted.,The attribute of the selected item has been deleted.
TEXTCLIENT_CHATSAMETEXT,Unable to enter the same sentence twice in a row.,Unable to enter the same sentence twice in a row.
TEXTCLIENT_ERROR_CHATTING_1,The last message could not be transmitted due to chat spam limitations.,The last message could not be transmitted due to chat spam limitations.
TEXTCLIENT_ERROR_CHATTING_3,Currently your chat has been blocked.(Remaining: %d minute %d second),Currently your chat has been blocked.(Remaining: %d minute %d second)
TEXTCLIENT_LIMIT_SHOUT,Shouting is only allowed 5 times per 60 seconds.,Shouting is only allowed 5 times per 60 seconds.
TEXTCLIENT_LIMIT_FULL_SHOUT,Shouting with Full Shout is only allowed once every 2 minutes.,Shouting with Full Shout is only allowed once every 2 minutes.
TEXTCLIENT_GUILDCOMBAT_NOT_GUILD_LEADER,You are not in a guild or are not the Guild Master.,You are not in a guild or are not the Guild Master.
TEXTCLIENT_GUILDCOMBAT_REQUESTEND,Guild Siege is closed.,Guild Siege is closed.
TEXTCLIENT_GUILDCOMBAT_REQUEST_LEVEL,Your guild must be at least level %d to apply for the Guild Siege.,Your guild must be at least level %d to apply for the Guild Siege.
TEXTCLIENT_GUILDCOMBAT_REQUEST_BASEPENYA,It will cost you at least %d Penya to apply to the siege.,It will cost you at least %d Penya to apply to the siege.
TEXTCLIENT_GUILDCOMBAT_REQUEST_PENYA,It will cost you %d Penya to apply to the siege.,It will cost you %d Penya to apply to the siege.
TEXTCLIENT_GUILDCOMBAT_REQUEST_NOTPENYA,You can apply to the guild siege if you have the required Penya.,You can apply to the guild siege if you have the required Penya.
TEXTCLIENT_GUILDCOMBAT_APP_CONFIRM,Your previous bid was %d Penya. You have added %d Penya to increase your bid.,Your previous bid was %d Penya. You have added %d Penya to increase your bid.
TEXTCLIENT_GUILDCOMBAT_REQUEST_GUILDCOMBAT,You have successfully applied to the Guild Siege.,You have successfully applied to the Guild Siege.
TEXTCLIENT_GUILDCOMBAT_APP,Registration for Guild Siege has finished.,Registration for Guild Siege has finished.
TEXTCLIENT_GUILDCOMBAT_NOT_USE,You cannot use it right now.,You cannot use it right now.
TEXTCLIENT_GUILDCOMBAT_NOTAPP,You did not apply for the Guild Siege.,You did not apply for the Guild Siege.
TEXTCLIENT_GUILDCOMBAT_EXPENSE_RETURN,The application fee has been refunded.,The application fee has been refunded.
TEXTCLIENT_GUILDCOMBAT_CANCEL,Your guild's application for the Guild Siege has been canceled.,Your guild's application for the Guild Siege has been canceled.
TEXTCLIENT_GC_CANCELREQUEST,Guild Siege Application Refund,Guild Siege Application Refund
TEXTCLIENT_GC_CANCELREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application has been canceled, and the application fee has been refunded. Please note that a 20% commission has been deducted.\nHave a nice day!","Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application has been canceled, and the application fee has been refunded. Please note that a 20% commission has been deducted.\nHave a nice day!"
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT,Today's Guild Siege will not be held due to lack of participants.,Today's Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_ENJOY,Have a good day!,Have a good day!
TEXTCLIENT_GUILDCOMBAT_JOIN_OK,You have qualified to enter the Guild Siege. Please complete your lineup setup in Flarine.,You have qualified to enter the Guild Siege. Please complete your lineup setup in Flarine.
TEXTCLIENT_GUILDCOMBAT_JOIN_CANCEL,"You did not qualify for this Guild Siege. Please try again next week. After the Guild Siege ends, you may reclaim the application fee in Flarine.","You did not qualify for this Guild Siege. Please try again next week. After the Guild Siege ends, you may reclaim the application fee in Flarine."
TEXTCLIENT_GUILDCOMBAT_OPEN_READY_MSG,The Guild Siege will begin soon. You will be automatically teleported to Flaris after %d seconds.,The Guild Siege will begin soon. You will be automatically teleported to Flaris after %d seconds.
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG,You can now enter the Guild Siege arena through Franky in Flarine.,You can now enter the Guild Siege arena through Franky in Flarine.
TEXTCLIENT_GUILDCOMBAT_NOW_PLAYER_MAKEUP,You can now set up the Guild Siege lineup.,You can now set up the Guild Siege lineup.
TEXTCLIENT_GUILDCOMBAT_PLAYER_MAKEUP_FINISH,Lineup Setup Ends In,Lineup Setup Ends In
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE,Combat Starts In,Combat Starts In
TEXTCLIENT_GUILDCOMBAT_WAR_END,Combat Ends In,Combat Ends In
TEXTCLIENT_GUILDCOMBAT_EXIT_MSG,Teleporting to Flarine,Teleporting to Flarine
TEXTCLIENT_GUILDCOMBAT_JOIN_NOW,You can now enter the Guild Siege.,You can now enter the Guild Siege.
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP,You cannot edit the lineup at this time.,You cannot edit the lineup at this time.
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP_FAIL,Your guild did not apply for the Guild Siege or was not accepted.,Your guild did not apply for the Guild Siege or was not accepted.
TEXTCLIENT_GUILDCOMBAT_SELECTION_MAX,The number %d of people was exceeded.,The number %d of people was exceeded.
TEXTCLIENT_GUILDCOMBAT_LIMIT_LEVEL_NOTICE,You should be over level %d for an entry.,You should be over level %d for an entry.
TEXTCLIENT_GUILDCOMBAT_ALREADY_ENTRY,Be registered. Register again.,Be registered. Register again.
TEXTCLIENT_GUILDCOMBAT_MASTER_NOT_ASSIGN_DEFENDER,The Guild Master cannot be assigned as the Defender.,The Guild Master cannot be assigned as the Defender.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_MASTER,There is no Guild Master or Kingpin in the lineup.,There is no Guild Master or Kingpin in the lineup.
TEXTCLIENT_GUILDCOMBAT_NOT_ASSIGN_DEFENDER,No Defender has been assigned. Please select a Defender.,No Defender has been assigned. Please select a Defender.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_PLAYER,No participants have been selected. Please select participants.,No participants have been selected. Please select participants.
TEXTCLIENT_GUILDCOMBAT_ENTER,The Guild Siege is now open.,The Guild Siege is now open.
TEXTCLIENT_GUILDCOMBAT_NOT_JOIN,Please join after a while.,Please join after a while.
TEXTCLIENT_GUILDCOMBAT_NOT_OPEN,Preparations underway.,Preparations underway.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_VAGRANT,Vagrants are not eligible for the Guild Siege. Please try again after your first job change.,Vagrants are not eligible for the Guild Siege. Please try again after your first job change.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_SPECIALIST,A character with third class is not eligible for Lv165 guild siege.,A character with third class is not eligible for Lv165 guild siege.
TEXTCLIENT_GUILDCOMBAT_WELCOME,Welcome to the Guild Siege.,Welcome to the Guild Siege.
TEXTCLIENT_GUILDCOMBAT_ZOOM_USE,You can zoom the camera using the [Scroll Lock] key.,You can zoom the camera using the [Scroll Lock] key.
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_MASTER,You are the Guild Master! Defeating the Defender grants 1 bonus point.,You are the Guild Master! Defeating the Defender grants 1 bonus point.
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_DEFENDER,"You are the Defender! If you are defeated, the enemy gains 1 bonus point.","You are the Defender! If you are defeated, the enemy gains 1 bonus point."
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_GENERAL,Defeat your opponents for the glory of your guild! Defeating the Defender grants 1 bonus point.,Defeat your opponents for the glory of your guild! Defeating the Defender grants 1 bonus point.
TEXTCLIENT_GUILDCOMBAT_MASTER_MAP,You have entered the Guild Siege combat area!,You have entered the Guild Siege combat area!
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE2,Combat will begin after the Preparation Phase. Prepare for battle!,Combat will begin after the Preparation Phase. Prepare for battle!
TEXTCLIENT_GUILDCOMBAT_WAR,Start Combat,Simulan ang labanan
TEXTCLIENT_GUILDCOMBAT_POINT_MASTER,The Guild Master has gained %d points!,The Guild Master has gained %d points!
TEXTCLIENT_GUILDCOMBAT_POINT_GENERAL,Your guild has gained %d points!,Your guild has gained %d points!
TEXTCLIENT_GUILDCOMBAT_POINT_DEFENDER,Your defender is dead! %s guild has gained an extra point!,Your defender is dead! %s guild has gained an extra point!
TEXTCLIENT_GUILDCOMBAT_POINT_REVIVAL,You gained %d resurrection points!,You gained %d resurrection points!
TEXTCLIENT_GUILDCOMBAT_WRONG_CHANNEL,You must be connected on Channel 1 to enter the Guild Siege.,You must be connected on Channel 1 to enter the Guild Siege.
TEXTCLIENT_GUILDCOMBAT_END,The Guild Siege has ended.,The Guild Siege has ended.
TEXTCLIENT_GUILDCOMBAT_WINNER,This week's winning guild: %s.,This week's winning guild: %s.
TEXTCLIENT_GUILDCOMBAT_WINNER1,MVP: %s.,MVP: %s.
TEXTCLIENT_GUILDCOMBAT_WINNER2,Congratulations!,Congratulations!
TEXTCLIENT_GUILDCOMBAT_JOIN_LIMIT_TIME,Entry Phase Ends In,Entry Phase Ends In
TEXTCLIENT_GUILDCOMBAT_NOT_INVITATION_GUILD,You can not invite someone to the guild while in Guild Siege.,You can not invite someone to the guild while in Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NOT_DISSOLVE_GUILD,You can disband a guild that has applied for a Guild Siege.,You can disband a guild that has applied for a Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NOT_LEAVE_GUILD,You can not quit from a guild while in Guild Siege.,You can not quit from a guild while in Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NO_MEMBER,Unable to use the member management function during Guild Siege.,Unable to use the member management function during Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_LOGO,You cannot change your guild logo during Guild Siege.,You cannot change your guild logo during Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_NAME,You cannot change your guild name during Guild Siege.,You cannot change your guild name during Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NOT_WAR,Unable to declare war during Guild Siege.,Unable to declare war during Guild Siege.
TEXTCLIENT_EVENT_STANDS_NOTUSEITEM,You cannot use items during the event.,You cannot use items during the event.
TEXTCLIENT_EVENT_STANDS_NOTUSESKILL,You cannot use skills during the event.,You cannot use skills during the event.
TEXTCLIENT_EVENT_STANDS_NOTENCHANT,You cannot enchant during the event.,You cannot enchant during the event.
TEXTCLIENT_EVENT_STANDS_NOTSHOUT,You cannot shout during the event.,You cannot shout during the event.
TEXTCLIENT_GUILDCOMBAT_NOT_GETITEM,That is unavailable during the Guild Siege.,That is unavailable during the Guild Siege.
TEXTCLIENT_GC_NOTREQUEST,Guild Siege Application Refund,Guild Siege Application Refund
TEXTCLIENT_GC_NOTREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application was unsuccessful, and the application fee has been refunded. Please note that a 2% commission has been deducted.\nWe hope to see you at the Guild Siege again.\nHave a nice day!","Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application was unsuccessful, and the application fee has been refunded. Please note that a 2% commission has been deducted.\nWe hope to see you at the Guild Siege again.\nHave a nice day!"
TEXTCLIENT_GUILDCOMBAT_NOT_MVP,"You have already claimed the MVP reward, or you are not the MVP.","You have already claimed the MVP reward, or you are not the MVP."
TEXTCLIENT_GUILDCOMBAT_JACKPOT_LIMIT,The Penya reward could not be delivered because it would exceed your inventory limit. Please contact a GM through helpshift to receive your reward. We apologize for the inconvenience.,The Penya reward could not be delivered because it would exceed your inventory limit. Please contact a GM through helpshift to receive your reward. We apologize for the inconvenience.
TEXTCLIENT_GUILDCOMBAT_MVP_PENYA,You have received %d Penya as the MVP. Congratulations!,You have received %d Penya as the MVP. Congratulations!
TEXTCLIENT_GUILDCOMBAT_WINNER_NOT_GUILD,"You have already received the reward, or you are not eligible to reclaim the application fee.","You have already received the reward, or you are not eligible to reclaim the application fee."
TEXTCLIENT_GUILDCOMBAT_JACKPOT,You have received %d Penya as a Guild Siege reward. Congratulations!,You have received %d Penya as a Guild Siege reward. Congratulations!
TEXTCLIENT_GUILDCOMBAT_JACKPOT_CANCEL,You received %d Penya minus the amount you paid for the application.,You received %d Penya minus the amount you paid for the application.
TEXTCLIENT_BEAUTYSHOP_DISGUISE,You can't use this while a transy is in use.,You can't use this while a transy is in use.
TEXTCLIENT_BANNED,This account is banned. Contact FlyFF Support for assistance.,This account is banned. Contact FlyFF Support for assistance.
TEXTCLIENT_FORBIDDEN_AREA,You cannot go this way.,You cannot go this way.
TEXTCLIENT_ACCOUNTNOTVERIFIED,Your account is not verified. Please check your mailbox.,Your account is not verified. Please check your mailbox.
TEXTCLIENT_ACCOUNTBLOCKED,This character is blocked and cannot be accessed. Please contact the Flyff Universe customer service for more information.,This character is blocked and cannot be accessed. Please contact the Flyff Universe customer service for more information.
TEXTCLIENT_RECONNECT_QUESTION,Do you want to try to reconnect?,Do you want to try to reconnect?
TEXTCLIENT_ROSHAMBO_STARTGUID1,You need a Rock-Paper-Scissors Coupon in order to play.,You need a Rock-Paper-Scissors Coupon in order to play.
TEXTCLIENT_MINIGAME_USING,You are playing a game now!,You are playing a game now!
TEXTCLIENT_MINIGAME_ITEM_POST,Item / Penya was sent to your mailbox.,Item / Penya was sent to your mailbox.
TEXTCLIENT_ERROR_TRYLATER,Please try again later,Please try again later
TEXTCLIENT_ERROR_LACKITEM,You don't have the right item.,You don't have the right item.
TEXTCLIENT_EXCHANGE_SUCCESS,You have received %s x%d.,You have received %s x%d.
TEXTCLIENT_REAPITEM_EVENT,You have received %s as a reward!,You have received %s as a reward!
TEXTCLIENT_DISCONNECTED_CHEAT,"You have been disconnected from server due to abnormal detected activity. A GM will analyse the report and may decide to ban your account. If you think this is an error, please fill out a bug report indicating exactly what you were doing in game before this message. Thank you.","You have been disconnected from server due to abnormal detected activity. A GM will analyse the report and may decide to ban your account. If you think this is an error, please fill out a bug report indicating exactly what you were doing in game before this message. Thank you."
TEXTCLIENT_DISCONNECTED_HACK,Your character has been banned because the system detected a cheating software. A partial copy of your client memory has been stored as legal proof. You can create a new character and stop using any external tool. Thank you.,Your character has been banned because the system detected a cheating software. A partial copy of your client memory has been stored as legal proof. You can create a new character and stop using any external tool. Thank you.
TEXTCLIENT_CASHMAP_MAPITEMUSE,"If you use the torch, you will be able to see this map. Continue?","If you use the torch, you will be able to see this map. Continue?"
TEXTCLIENT_PET_NOWUSE,You already have a pet summoned.,You already have a pet summoned.
TEXTCLIENT_CHAOTIC_NO_FLY,A character with a bad Disposition cannot fly.,A character with a bad Disposition cannot fly.
TEXTCLIENT_SERVERTEST,[Notice] This is a test! Server will close in %s and characters will be deleted.,[Notice] This is a test! Server will close in %s and characters will be deleted.
TEXTCLIENT_EARLY_ACCESS,[Notice] This is the Early Access! Server stability issues and bugs can occur.,[Notice] This is the Early Access! Server stability issues and bugs can occur.
TEXTCLIENT_ALERT_NO_PK,[Notice] A GM (Game Master) will never ask for your Account or Bank Password.,[Notice] A GM (Game Master) will never ask for your Account or Bank Password.
TEXTCLIENT_ALERT_PK,[Notice] Do not lend or let a player borrow your items. If they do not give the item back it is lost forever.,[Notice] Do not lend or let a player borrow your items. If they do not give the item back it is lost forever.
TEXTCLIENT_ERROR_DISTANCE,You are too far from the target.,You are too far from the target.
TEXTCLIENT_GUILDCOMBAT_KILLING_STREAK,%s is on a killing spree!,%s is on a killing spree!
TEXTCLIENT_GUILDCOMBAT_RAMPAGE,%s is on a rampage!,%s is on a rampage!
TEXTCLIENT_GUILDCOMBAT_UNSTOPPABLE,%s is unstoppable!,%s is unstoppable!
TEXTCLIENT_GROUPQUEST_KILL_TIMER,%d minute(s) remaining to kill the boss,%d minute(s) remaining to kill the boss
TEXTCLIENT_GROUPQUEST_KILL,%s killed the %s!,%s killed the %s!
TEXTCLIENT_GROUPQUEST_KILL_GUILD,%s from Guild %s killed the %s!,%s from Guild %s killed the %s!
TEXTCLIENT_GROUPQUEST_LOOT_TIMER,%d minute(s) remaining to loot the items,%d minute(s) remaining to loot the items
