Key,English,Filipino
NPC_000407,My name is Saint Atto and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you,Ako si Saint Atto at isa ako sa mga Santa ng Madrigal Christmas Society. Ikinagagalak kitang makilala.
NPC_000408,Merry Christmas! Merry Christmas!,Maligayang Pasko! Maligayang Pasko!
NPC_000409,"The perfect shields of the Bobo family are only here, in the Shield Shop of Boboku!","Ang perpektong kalasag ng pamilya Bobo ay nandito lang, sa Shield Shop ni Boboku!"
NPC_000410,What should I ask you to do?,Ano ang dapat kong ipagawa sa'yo?
NPC_000411,"You won't find a better armor selection in all of Flaris, I'll guarantee you that! ","Hindi ka makakakita ng mas mahusay na koleksyon ng baluti sa buong Flaris, siguradong sinasabi ko 'yan!"
NPC_000412,"Who am I? You must be joking. I'm only the most famous armorer in Flarine! I'm Boboko Bobo and I run the Bobo family Armor Shop for new Mercenaries, Acrobats and Assists.","Sino ako? Siguro nagbibiro ka. Ako ang pinakasikat na armorer sa Flarine! Ako si Boboko Bobo at pinapatakbo ko ang Bobo family Armor Shop para sa mga bagong Mercenaries, Acrobats, at Assists."
NPC_000413,Tell your friends buy Bobo Family Equipment!,Sabihin mo sa mga kaibigan mo na bumili sa Bobo Family Equipment!
NPC_000414,"Your weapon is looking a little dull there, friend. Thank Rhisis for you, I buy and sell weapons!","Medyo mapurol na ang sandata mo, kaibigan. Salamat kay Rhisis, bumibili at nagbebenta ako ng sandata!"
NPC_000415,Here you are. Please solve this as soon as possible.,Hetong ito. Pakiayos ito sa lalong madaling panahon.
NPC_000416,"*sighs* Oh, sorry! I was daydreaming about Julia over there. She's so amazing! Hey, do you think a girl like her and a guy like me could ever be? What? How could she resist me?!","*sighs* Ay, pasensya! Naglalangoy lang ang isip ko kay Julia d'yan. Ang ganda niya! Sa palagay mo, pwede ba ang isang tulad ko sa kanya? Ano? Paano niya ako tatanggihan?!"
NPC_000417,"Greetings from the Bobo Family, stranger! I am Boboku Bobo. I run the Weapon Shop here in Flarine. Have a look around and don't forget to visit my brother's shops!","Paabot mula sa Pamilya Bobo, dayo! Ako si Boboku Bobo. Ako ang may-ari ng Weapon Shop dito sa Flarine. Silipin mo at huwag kalimutang bisitahin ang mga tindahan ng kapatid ko!"
NPC_000418,Thanks for stopping by! Tell Julia I said hello!,Salamat sa pagdaan! Sabihin mo kay Julia na kumusta ako!
NPC_000419,"Do not worry, where there is a will, there is a way.","Huwag mag-alala—kung may kalooban, may paraan."
NPC_000420,Have you been a very good boy this year? Then you should be rewarded with a big present Ha ha ha,Nagpakabait ka ba ngayong taon? Dapat kang bigyan ng malaking regalo Ha ha ha
NPC_000421,My name is Saint Buruto and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you,Ako si Saint Buruto at isa ako sa mga Santa ng Madrigal Christmas Society. Ikinagagalak kitang makilala.
NPC_000422,Ha ha ha! Merry Christmas!,Ha ha ha! Maligayang Pasko!
NPC_000423,"Mommy, I am hungry.","Mama, gutom na ako."
NPC_000424,"I moved here with my father I do not have citizenship yet, but I will very soon.","Dumating kami rito kasama ang ama ko. Wala pa akong citizenship, pero malapit na."
NPC_000425,"My name is ChiChi Horis, and this is my father Paul Horis.","Ako si ChiChi Horis, at ito ang ama ko na si Paul Horis."
NPC_000426,Good bye,Paalam
NPC_000427,The new year has come!,Dumating na ang bagong taon!
NPC_000428,"How strange, I cannot remember the Happy New Year song.","Ang kakaiba, hindi ko maalala ang Happy New Year song."
NPC_000429,Happy new year!,Maligayang bagong taon!
NPC_000430,New year has come!,Dumating na ang bagong taon!
NPC_000431,You will be happy with the leader of the chorus. That is me! My name is Monaco.,Masaya ka sa lider ng koro. Ako 'yon! Ang pangalan ko ay Monaco.
NPC_000432,New year has come!,Dumating na ang bagong taon!
NPC_000433,How strange I do not remember the Happy New Year song.,"Ang kakaiba, hindi ko maalala ang Happy New Year song."
NPC_000434,New year has come!,Dumating na ang bagong taon!
NPC_000435,"How strange, I do not remember the Happy New Year song.","Ang kakaiba, hindi ko maalala ang Happy New Year song."
NPC_000436,"Trust in Aenn, and your path shall be lit with the light of a thousand candles.","Magtiwala ka kay Aenn, at ang landas mo'y susiwin ng ilaw na parang isang libong kandila."
NPC_000437,"The Heroes sacrificed themselves to defeat Shade, but she will one day return. We must prepare.","Nag-alay ng sarili ang mga Hero para talunin si Shade, pero isang araw babalik siya. Kailangan tayong maghanda."
NPC_000438,"My name is Clamb Cobonet, the Ringmaster Wise Man. I am here to preserve the legacy of Aenn, the Ringmaster Hero and to light the path for those that wish to follow in Aenn's footsteps. Have faith, young one, Aenn watches over you.","Ako si Clamb Cobonet, ang Ringmaster Wise Man. Nandito ako para pangalagaan ang pamana ni Aenn, ang Ringmaster Hero, at ilawan ang landas para sa mga gustong sumunod sa yapak ni Aenn. Magtiwala ka, batang nasa pag-asa—binabantayan ka ni Aenn."
NPC_000439,"Follow the path of Aenn, and you will never be forgotten.","Sundan ang landas ni Aenn, at hindi ka malilimot."
NPC_000440,Bubble watches over all aspiring heroes. ,Binabantayan ni Bubble ang lahat ng mga nagsusumikap maging bayani.
NPC_000441,The shields of the Heroes have defended Madrigal from the wrath of Shade. We are forever grateful for their bravery and wish to preserve their memory for all time.,Ang mga kalasag ng mga Hero ang nagligtas sa Madrigal mula sa poot ni Shade. Habambuhay kaming nagpapasalamat sa kanilang tapang at nais naming pangalagaan ang kanilang alaala.
NPC_000442,"My name is Cuarine Coexar and I am the Psykeeper Wise Man. I preserve the history of the Heroes and provide guidance for those wishing to follow the path Offerep, the Psykeeper Hero.","Ako si Cuarine Coexar at ako ang Psykeeper Wise Man. Pinangangalagaan ko ang kasaysayan ng mga Hero at nagbibigay ng gabay sa mga nais sundan ang landas ni Offerep, ang Psykeeper Hero."
NPC_000443,"Follow the path of the Heroes, and you will never lose your way.","Sundan ang landas ng mga Hero, at hindi ka mawawala sa daan."
NPC_000444,A strange energy emanates from this fountain. What is it?,May kakaibang enerhiya na nagmumula sa fountain na ito. Ano kaya iyon?
NPC_000445,"We lie in wait, preparing for the worst, and hoping for a future to come when the heroes will arise once more.","Naghihintay kami, naghahanda para sa pinakamalala, at umaasang darating muli ang panahon kapag babangon ang mga bayani."
NPC_000446,"My name is Cuzrill Rembright and I am the Elementor Wise Man. I preserve the history of the Heroes and provide guidance for those wishing to follow the path Lillip, the Elementor Hero.","Ako si Cuzrill Rembright at ako ang Elementor Wise Man. Pinangangalagaan ko ang kasaysayan ng mga Hero at nagbibigay ng gabay sa mga nais sundan ang landas ni Lillip, ang Elementor Hero."
NPC_000447,"Trust in the legacy of the Heroes, adventurer. For it is all that can save us now.","Magtiwala ka sa pamana ng mga Hero, adventurer. Sapagkat ito na lang ang makapagliligtas sa atin ngayon."
NPC_000448,Welcome to #b#cff0000ffDior Station#nc#nb! You can find #b#cffff0000flying information#nc#nb here.,Maligayang pagdating sa #b#cff0000ffDior Station#nc#nb! Makakakita ka ng #b#cffff0000impormasyon sa paglipad#nc#nb dito.
NPC_000449,"Please, if you can help me, I will be in your debt.","Pakiusap, kung maaari mo akong tulungan, utang na loob ko iyon."
NPC_000450,My family has managed the Flarine Station for generations. I am proud to continue that tradition. ,Ang pamilya ko ang namamahala sa Flarine Station mula pa sa mga henerasyon. Ipinagmamalaki kong ipagpatuloy ang tradisyong iyon.
NPC_000451,"My name is Dior Christin. I've lived in Flarine all my life and I love this place. Look at me, I can't stop bouncing! Anyway, I manage the station here so let me know if you have any questions! ","Ako si Dior Christin. Buhay na buhay ako sa Flarine at mahal ko ang lugar na ito. Tingnan mo ako—hindi ako mapigil sa pagtalon! Gayunpaman, pinamamahalaan ko ang istasyon dito kaya sabihin mo lang kung may mga tanong ka!"
NPC_000452,"1. First, you'll need to buy a broom or a board and be at least level 20 in order to fly\n 2. Next, double-click the board or broom in your inventory or simply move it to a hot key to climb aboard.","1. Una, kailangan mong bumili ng walis o board at dapat nasa level 20 ka para makalipad\n 2. Sunod, i-double-click ang board o walis sa iyong imbentaryo o ilagay sa hotkey para makasakay."
NPC_000453,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.,3. Pindutin ang Space Bar para pabilisin ang iyong sasakyang panglipad. Pindutin ulit ang Space Bar habang gumagalaw para huminto. Isipin mo ang accelerator na parang toggle button para sa Go at Stop.
NPC_000454,"4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn.","4. Para mag-navigate, puwede mong i-hold ang Right Mouse Button at i-anggulo ang camera sa direksyong gusto mong puntahan.\n Alternatively, puwede mo ring gamitin ang mga kontrol na W, A, S at D para lumiko."
NPC_000455,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.","5. Dagdag pa, i-tap nang dalawang beses ang Right Mouse Button para i-lock ang camera sa mouse pointer. Makakapag-navigate ka nang hindi hinahawakan ang right mouse button. I-double click ulit para i-off ang effect."
NPC_000456,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,6. Kahit sino puwedeng lumipad sa Madrigal. Kailangan mo lang kumuha ng sasakyang panglipad!\n 7. Maraming klase at modelo ng sasakyang panglipad. Subukan mong mamili sa player shops o i-click ang Use Premium Item Shop icon sa tabi ng Start Button.
NPC_000457,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!","Sana nakatulong ang impormasyon ko. Bahala ka na sa ere, aviator! Kita-kits sa mga ulap!"
NPC_000458,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.","1. Paminsan-minsan, makakasalubong mo ang mga nakakainis na masquerpet habang lumilipad. Makikita mo silang napapapalibutan ng pulang kahon."
NPC_000459,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ","2. Maaari mong i-target ang mga nilalang na ito gamit ang Left Mouse Button. Kung mawala sila sa paningin habang lumilipad, lilitaw ang berdeng palaso sa gilid ng screen para ituro kung saan ka dapat lumiko."
NPC_000460,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.","3. Para atakihin ang nilalang, lumapit hangga't maaari at pindutin ang Left Mouse Button o ang Insert Key.\n 4. Kung gusto mong awtomatikong sundan ang halimaw, pindutin ang Z Key."
NPC_000461,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,5. Ang mga Magician at Acrobats ay puwedeng tumira mula sa malayo habang nasa ere. Ang mga Mercenary at Assists ay umaasa sa melee attacks. Maaari mo ring gamitin ang iyong mga skill!
NPC_000462,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!","6. Kapag sinira mo ang isang lumilipad na masquerpet, awtomatikong mapupunta sa imbentaryo mo ang anumang mahuhulog na loot. Kapag puno ang imbentaryo, mawawala ang loot—mag-ingat!"
NPC_000463,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.","7. Tapos na ang iyong pagsasanay sa labanang paglipad, kadete! Isang paalala lang... Huwag kang madurog at masunog! Hahaha, kaunting biro ng piloto."
NPC_000464,Have fun out there and be safe! Don't forget to check your six!,Mag-enjoy ka at mag-ingat! Huwag kalimutang tingnan ang likod mo!
NPC_000465,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.","Paalam, adventurer! Bisitahin mo ulit ako kung may tanong ka tungkol sa paglipad."
NPC_000466,Why do we all have to wear the same outfit? ,Bakit kailangan nating magsuot ng parehong kasuotan?
NPC_000467,"Rhisis created the three Clown Gods; Shade, Iblis and Bubble and bestowed each of them with a different aspect of herself. Shade, infused with the Fear and Rage of Rhisis, nearly destroy our original home, Roika.","Nilalang ni Rhisis ang tatlong Clown Gods; sina Shade, Iblis at Bubble at binigyan siya ng iba’t ibang anyo. Si Shade, punong-puno ng Takot at Galit ni Rhisis, muntik nang wasakin ang ating orihinal na tahanang Roika."
NPC_000468,"I am Domek Ilujian, the Billposter Wise Man. I am here to record the history of the Billposter Hero, Roentel, and educate travelers on Madrigal's rich history.","Ako si Domek Ilujian, ang Billposter Wise Man. Nandito ako para itala ang kasaysayan ng Billposter Hero na si Roentel, at turuan ang mga manlalakbay tungkol sa mayamang kasaysayan ng Madrigal."
NPC_000469,"Farewell, traveler. If we do not learn from our past, we are doomed to repeat it.","Paalam, manlalakbay. Kung hindi natin matututuhan ang nakaraan, gagawin natin muli ang mga pagkakamali nito."
NPC_000470,#b#cff8a004fCheck in here to review the weekly results of the #cfffc0000Guild Siege!#nc#nb,#b#cff8a004fTingnan dito para balikan ang lingguhang resulta ng #cfffc0000Guild Siege!#nc#nb
NPC_000471,Only the most cunning of guilds can hope to achieve victory in the Guild Sieges. Are you ready for the challenge?,Tanging mga tusong guild lamang ang maaaring umani ng tagumpay sa Guild Sieges. Handa ka na ba sa hamon?
NPC_000472,"Hello, it's very nice to meet you! I am the Rewards Manager for the Guild Siege Center. I can reward prize money, return application fees, or even show you this week's ranking for the Guild Siege.","Kamusta, ikinagagalak kitang makilala! Ako ang Rewards Manager para sa Guild Siege Center. Maaari kitang bigyan ng premyong pera, ibalik ang application fees, o ipakita ang ranggo ngayong linggo para sa Guild Siege."
NPC_000473,Good luck to you! I hope I see you on the ranking charts!,Good luck sa'yo! Sana makita kita sa mga chart ng ranggo!
NPC_000474,"Madrigal's ecosystem is truly fascinating! The more you discover, the greater the mystery!",Sobrang kahanga-hanga ang ecosystem ng Madrigal! Lalo kang magiging mausisa habang nadidiskubre mo pa!
NPC_000475,"Researching Madrigal's vast ecosystem, particularly that of the Masquerpets, is very rewarding. I get to work outdoors, and examine all of the strange creatures created by the Clown Goddess of Fear and Rage, Shade.","Napakabunga ng pananaliksik sa ecosystem ng Madrigal, lalo na ng mga Masquerpets. Masaya ako na nagtatrabaho sa labas at sinusuri ang mga kakaibang nilalang na nilikha ng Clown Goddess ng Takot at Galit, si Shade."
NPC_000476,"My name is Dr. Estly and I am studying Madrigal's Ecosystem with my 2 brothers. Have you ever heard of Clockworks? He is the most amazing creature I have ever had the chance to study! Very, very dangerous, though.",Ako si Dr. Estly at pinag-aaralan ko ang Ecosystem ng Madrigal kasama ang aking dalawang kapatid. Narinig mo na ba si Clockworks? Siya ang pinaka-kamangha-manghang nilalang na nasaksihan ko—napakadelikado.
NPC_000477,"Thanks for stopping by, friend. Let me know if you ever need any information on a specific creature.","Salamat sa pagdaan, kaibigan. Sabihin mo lang kung kailangan mo ng impormasyon tungkol sa isang partikular na nilalang."
NPC_000478,"Assists are way better than Mercenaries! Quiet Mustang! *chuckles* Hey you, c'mere if you want to learn about Assists!","Mas magaling ang Assists kaysa sa Mercenaries! Tahimik ka, Mustang! *tawa* Hoy, halika dito kung gusto mong matuto tungkol sa Assists!"
NPC_000479,"What is that crazy Mustang babbling about now... Ah, no matter. Every party needs an Assist. Any schmuck can wack a monster in the head, but we can do that AND play a support role! Do you like popularity? Than this is the job for you!","Ano ang pinagsasalitaan ng baliw na Mustang ngayon... Ah, basta na lang. Kailangan ng bawat party ang isang Assist. Kahit sino puwedeng hampasin ang halimaw sa ulo, pero kami ang puwedeng gawin iyon at tumulong pa! Gusto mo ba ng kasikatan? Ito ang trabahong para sa'yo!"
NPC_000480,"I am Captain Elic Eward of the Madrigal Job Training Center. If you want to become an Assist, I can help you.","Ako si Captain Elic Eward ng Madrigal Job Training Center. Kung gusto mong maging Assist, tutulungan kita."
NPC_000481,"Remember, every party needs an Assist! Don't leave home without us!","Tandaan, kailangan ng bawat party ang Assist! Huwag umalis na wala kami!"
NPC_000482,Yay! I am so happy! Bubble smiles on us!,Yehey! Ang saya ko! Ngumingiti si Bubble sa atin!
NPC_000483,"I may not look like much, but I'm very powerful. I'm ready for anything! The Soldiers of Kion will prevail!","Maaaring hindi ako mukhang malaki, pero malakas ako. Handa na ako sa kahit ano! Mananalo ang Soldiers of Kion!"
NPC_000484,"My name is Eoners Archer and I am one of the hired soldiers of Kion. We are here to protect the citizens of Flarine, as long as the money is right. \n*wink*",Ako si Eoners Archer at isa ako sa mga hired soldiers ng Kion. Nandito kami para protektahan ang mga mamamayan ng Flarine—kung tama lang ang bayad. \n*wink*
NPC_000485,Love to Kion!!,Pagmamahal para sa Kion!!
NPC_000486,"Welcome to Flarine! Please, enjoy your stay!",Maligayang pagdating sa Flarine! Sana mag-enjoy ka!
NPC_000487,"Flarine is the capital city of Madrigal. It may be a small city, but it's certainly the most beautiful. Feel free to come see me if you ever need anything.","Ang Flarine ang kabisera ng Madrigal. Maliit man, ito ang pinakamaganda. Bisitahin mo ako kung kailangan mo ng tulong."
NPC_000488,I am the mayor of Flarine. The well-being of the citizens is my highest priority. Is there anything I can help you with?,Ako ang mayor ng Flarine. Ang kapakanan ng mga mamamayan ang una kong prayoridad. May maitutulong ba ako?
NPC_000489,#b#cff8a004fWe have a #cfffc0000Guild Siege #b#cff8a004fevery Saturday. Speak to the Guild Siege Managers for more information!#nc#nb,#b#cff8a004fMayroon kaming #cfffc0000Guild Siege #b#cff8a004fbawat Sabado. Kausapin ang Guild Siege Managers para sa karagdagang impormasyon!#nc#nb
NPC_000493,"*scribbles* Ah, yes! This is good stuff... I'm such a great writer! Now I just need a good protagonist...","*isinasaisip* Ah, oo! Maganda ito... Ang husay ko sa pagsusulat! Kailangan ko na lang ng mahusay na pangunahing tauhan..."
NPC_000494,"I am writing one of my best novels yet! It's action-packed, fast paced, dark, and even a little scary! It's about this hero who enters a dark cave and... well wait, if I tell you, you might steal my idea! Who are you anyway!?","Gumagawa ako ng isa sa pinakamahusay kong nobela! Action-packed, mabilis, madilim, at nakakatakot din! Tungkol ito sa bayani na pumapasok sa madilim na kuweba at... sandali, baka nakawin mo ang ideya ko kung sabihin ko! Sino ka ba naman?!"
NPC_000495,Pleased to meet you! My name is Gergantes Hambert. I live here in Flarine and I love it. I am a famous novelist as well as the Chairman of the Publication Society. Do you like to read?,Ikinagagalak kitang makilala! Ako si Gergantes Hambert. Nakatira ako dito sa Flarine at mahal ko ang lugar na ito. Ako rin ang Chairman ng Publication Society. Mahilig ka bang magbasa?
NPC_000496,"My next novel will be a best seller, I'm sure! Keep an eye out for it!",Sigurado akong best-seller ang susunod kong nobela! Bantayan mo 'yan!
NPC_000497,"We, the Soldiers of Kion, are family! ","Kami, ang Soldiers of Kion, ay parang pamilya!"
NPC_000498,"Don't speak to me as if you know me, stranger. I am the most feared martial artist in all of Madrigal. I can take you down with one finger!","Huwag mo akong kausapin na parang kilala mo ako, dayo. Ako ang pinaka-natatakot na martial artist sa buong Madrigal. Kaya kitang pabagsakin ng isang daliri!"
NPC_000499,"My name is Ghalade Elore, if you must know. I am one of the hired Kion Soldiers for Flarine. I am a legend in the world of martial arts, as I've followed in the footsteps of Roentel. Don't cross me.","Ako si Ghalade Elore—isa sa mga hired Kion Soldiers para sa Flarine. Legenda ako sa martial arts, sinusundan ang yapak ni Roentel. Huwag mo akong galawin."
NPC_000500,Glory to Kion,Kaluwalhatian para sa Kion
NPC_000501,Tucani! Would you PLEASE stop singing that stupid song? I have a headache...,Tucani! Puwede bang itigil mo na yang nakakainis na kantang 'yan? Masakit ulo ko...
NPC_000502,"Humans look down us because we used to do their work for them. But as 'smart' as humans may be, we are far stronger. We are by no means, inferior. Understand?","Mina-maliitin kami ng mga tao dahil dati kami ang gumagawa ng kanilang trabaho. Pero kahit 'matalino' ang mga tao, mas malakas kami. Hindi kami inferior. Naiintindihan mo?"
NPC_000503,"Yeah, not gonna happen. If you didn't already figure it out, we don't particularly like you people. So unless you have some sort of business to discuss, I suggest you leave. Now.","Oo, hindi mangyayari. Kung hindi mo pa napapansin, hindi talaga namin kayo gusto. Kaya kung wala kang negosyo, mas mabuting umalis ka. Ngayon."
NPC_000504,It's about time you left...,Panahon na para umalis ka...
NPC_000505,Only the bravest of adventurers should dare to enter. Are you prepared?,Tanging pinakamatapang na adventurer ang dapat pumasok. Handa ka na ba?
NPC_000506,"You are brave, young one. Go with honor.","Matapang ka, batang nasa pag-asa. Humayo nang may karangalan."
NPC_000507,"If you have any doubts whatsoever, you should just quit now. Too much blood has been spilled already over all of this.","Kung nag-aalinlangan ka, mas mabuting umatras ka na. Sobrang dugo na ang natapon dahil dito."
NPC_000508,You are indeed foolish if you think you can go in there alone. You must bring friends if you wish to have a even a small chance at victory.,Totoong hangal ka kung akala mo makakapasok mag-isa. Kailangan mo ng mga kaibigan para kahit maliit na tsansa lamang ng tagumpay.
NPC_000509,You are not yet ready to challenge the beast within this lair. You are foolish if you think I would allow you to enter.,Hindi ka pa handa para hamunin ang halimaw sa loob ng yungib na ito. Hangal ka kung akala mo papayagan kitang pumasok.
NPC_000510,Travel to Northern Flarine and speak with the Novelist there. I cannot help you. ,Pumunta ka sa Northern Flarine at kausapin ang Novelist doon. Hindi kita matutulungan.
NPC_000511,"No, not yet. You are not qualified to challenge this creature yet. Now please, leave in peace.",Hindi pa. Hindi ka pa kwalipikadong hamunin ang nilalang na ito. Umalis ka na nang mapayapa.
NPC_000512,"So you want to know who I am, my child? I exist... and yet, I do not exist. That is all you need to know and I will tell you no more.","Gusto mo bang malaman kung sino ako, anak? Umiiral ako... at gayun din, hindi ako umiiral. Iyon lang ang kailangan mong malaman at wala na akong sasabihin pa."
NPC_000513,"Farewell, brave one.","Paalam, magiting."
NPC_000514,"Worry not, Hormes. We will not fail. ","Huwag kang mag-alala, Hormes. Hindi tayo magpapahuli."
NPC_000515,"It's hard to interpret the ancient texts. They are extremely old and in poor condition. What we have discerned, is that the fight for peace is far from over, and we must prepare ourselves for what's coming.","Mahirap intindihin ang mga sinaunang teksto. Napakamatanda at sira na ng kondisyon. Ang napag-alaman namin: malayo pa ang laban para sa kapayapaan, at kailangang maghanda tayo sa darating."
NPC_000516,"My name is Guabrill Elldoradin, the Blade Wise Man. We've all come together to guide to adventurer's such as your self on the path of the Heroes. Will you stand up for Madrigal, young one?","Ako si Guabrill Elldoradin, ang Blade Wise Man. Nagkakaisa kami para gabayan ang mga adventurer na katulad mo sa landas ng mga Hero. Tatayo ka ba para sa Madrigal, batang nasa pag-asa?"
NPC_000517,The Heroes will never be forgotten. Stories of their sacrifice will be told for generations to come.,Hindi malilimot ang mga Hero. Ang kanilang mga sakripisyo ay ikukuwento sa susunod na mga henerasyon.
NPC_000518,"#b#cff8a004fWelcome, competitors! The #cfff60000Guild Siege Application Center #cff8a004fis open for business!#nc#nb","#b#cff8a004fMaligayang pagdating, mga kalahok! Ang #cfff60000Guild Siege Application Center #cff8a004fyay bukas na!#nc#nb"
NPC_000519,"If your guild has reached the point where you think you have the strength and numbers to compete against another guild, then you’re in the right place. Prove to everyone that you’re able to become a legend like Badza! ","Kung sa palagay ng guild mo na may lakas at bilang na kayong makipagsabayan sa ibang guild, nasa tamang lugar ka. Patunayan mong kaya mong maging alamat tulad ni Badza!"
NPC_000520,"It's a pleasure to make your acquaintance. I am the Guild Siege Master of Flarine. Speak with me if you need general Guild Siege information, want to apply, form your party, or enter the arena.","Ikinalulugod kitang makilala. Ako ang Guild Siege Master ng Flarine. Kausapin ako kung kailangan mo ng pangkalahatang impormasyon tungkol sa Guild Siege, mag-apply, bumuo ng party, o pumasok sa arena."
NPC_000521,For Glory!,Para sa Karangalan!
NPC_000522,I smell human... gross!,Naamoy ko ang amoy ng tao... kadiri!
NPC_000523,"We are superior to humans in all ways. You're lucky I'm even speaking to you. Now, what is it you want? Can't you see I'm busy?",Nangunguna kami sa lahat ng aspeto laban sa tao. Buti na lang at pinag-uusapan pa kita. Ano ang gusto mo? Hindi mo ba nakikita na abala ako?
NPC_000524,"Who wants to know? You? Haha! Right, like I owe you anything at all, human. Why don't you make like a tree, and get out of here?","Sino'ng nagtatanong? Ikaw? Hahaha! Parang may utang pa ako sayo, tao. Bakit hindi ka na lang umalis?"
NPC_000525,"Thanks for leaving, chump!","Salamat sa pag-alis, tanga!"
NPC_000526,"So you want to know who I am, my child? I exist... and yet, I do not exist. That is all you need to know and I will tell you no more.","Gusto mo bang malaman kung sino ako, anak? Umiiral ako... at gayun din, hindi ako umiiral. Iyon lang ang kailangan mong malaman at wala na akong sasabihin pa."
NPC_000527,"Shade will return, this much is certain. We can only hope to be ready for her.","Babalik si Shade, tiyak iyon. Hangad lang namin na maging handa tayo."
NPC_000528,"We await the day of our impending doom. The day will come, and pass. We must stand together.","Naghihintay kami sa araw ng nalalapit na kapahamakan. Darating ang araw, at lilipas. Dapat tayong magkaisa."
NPC_000529,"My name is Hormes Kudo, the Knight Wise Man. I lead those who wish to become a Knight successor, and I help to preserve the memory of the Heroes.","Ako si Hormes Kudo, ang Knight Wise Man. Pinamumunuan ko ang mga nais maging Knight successor at tumutulong panatilihin ang alaala ng mga Hero."
NPC_000530,Rhisis watch over you.,Bantayan ka ni Rhisis.
NPC_000531,Draw your weapon and cut down everything that stands in your way! A Mercenary fears nothing!,Bunot ang sandata at putulin ang lahat ng nakahahadlang sa'yo! Walang kinatatakutan ang isang Mercenary!
NPC_000532,"The three most important things for a successful Mercenary are instinct, courage, and level headedness. If you possess these qualities, then you have what it takes to be a Mercenary.","Ang tatlong pinakamahahalagang bagay para maging matagumpay na Mercenary ay instinct, tapang, at kalmadong pag-iisip. Kung taglay mo ito, handa ka na maging Mercenary."
NPC_000533,"Hello, my friend. It is my pleasure to make your acquaintance. My name is Hyuit Jenive and I am a sergeant of the Madrigal Job Training Center. I help train Vagrants to become Mercenaries, after Mustang signs off on them, of course. ","Kumusta, kaibigan. Ikinagagalak kitang makilala. Ako si Hyuit Jenive, isang sergeant sa Madrigal Job Training Center. Tinutulungan kong mag-training ng Vagrants para maging Mercenaries, kapag pumayag si Mustang, siyempre."
NPC_000534,"Keep your pride, courage and hope!","Panatilihin ang iyong dangal, tapang at pag-asa!"
NPC_000535,"Welcome! If you need any help or information, please don't hesitate to ask.","Maligayang pagdating! Kung kailangan mo ng tulong o impormasyon, huwag mag-atubiling magtanong."
NPC_000539,"Hi there, I have a quest for you!","Hoy, may quest ako para sa'yo!"
NPC_000540,Welcome to Madrigal. You look lost! Is there anything I can help you with?,Maligayang pagdating sa Madrigal. Mukhang nawawala ka! May maitulong ba ako?
NPC_000541,"I am Is, and I am one of the guides in Flarine City. If you need any help or information, just ask me or my twin sisters!","Ako si Is, isa sa mga guide sa Flarine City. Kung kailangan mo ng tulong o impormasyon, tanungin mo lang ako o ang kambal kong magkakapatid!"
NPC_000542,"There are several of us throughout Flarine and we all look alike so try not to get confused, tee hee! We confuse ourselves sometimes so it's alright if you do.",Marami kaming katulad na tao sa Flarine kaya huwag malito. Minsan kami mismo naguguluhan—okay lang 'yan kung mangyari sayo.
NPC_000543,"Anyway, stop by and see me anytime if you need any help or information. That's what we're all here for!",Bumisita ka lang kung kailangan mo ng tulong o impormasyon. Nandito kami para sa'yo!
NPC_000544,"Flarine is the most beautiful city in Madrigal, in my humble opinion. It's always spring here and I love it. Just be careful of all the Masquerpets outside the city.","Para sa akin, ang Flarine ang pinakamagandang lungsod sa Madrigal. Parang tag-init palagi rito at mahal ko ito. Mag-ingat lang sa mga Masquerpets sa labas ng lungsod."
NPC_000545,"If you're going to explore the wilds of Flaris, make sure you stock up on supplies from one of our many vendors here before you leave. ","Kung mag-eexplore ka sa wilds ng Flaris, siguraduhing kumuha ka ng suplay mula sa isa sa maraming tindahan rito bago ka umalis."
