Key,English,Filipino
CHARACTER_INC_150048,Jarl (Dying),Jarl (Naghihingalo)
CHARACTER_INC_150049,[PTS Manager] Mewdev,[Tagapamahala ng PTS] Mewdev
CHARACTER_INC_150050,Miorang,Miorang
CHARACTER_INC_150051,Cheirang,Cheirang
CHARACTER_INC_150052,[Village Chief] Huntrang,[Pinuno ng Nayon] Huntrang
CHARACTER_INC_150053,[Arena Manager] Aerin,[Tagapamahala ng Arena] Aerin
CHARACTER_INC_150100,[Event] Getcha,[Event] Getcha
CHARACTER_INC_150054,[Lv165 Guild Siege Manager] Prune,[Lv165 Guild Siege Manager] Prune
CHARACTER_INC_155001,[Captain] Baron,[Captain] Baron
CHARACTER_INC_155002,[Eillun Farmer] Sprout,[Eillun Farmer] Sprout
CHARACTER_INC_155003,[Eillun Farmer] Thorn,[Eillun Farmer] Thorn
CHARACTER_INC_155004,[Eillun Farmer] Dr. Root,[Eillun Farmer] Dr. Root
CHARACTER_INC_155005,Musha,Musha
