Key,English,Filipino
ACHIEVEMENT_KILL_LEYENA_LVL1,Leyena Slayer 1,Tagapatay ng Leyena 1
ACHIEVEMENT_KILL_LEYENA_LVL2,Leyena Slayer 2,Tagapatay ng Leyena 2
ACHIEVEMENT_KILL_LEYENA_LVL3,Leyena Slayer 3,Tagapatay ng Leyena 3
ACHIEVEMENT_KILL_LEYENA_LVL4,Leyena Slayer 4,Tagapatay ng Leyena 4
ACHIEVEMENT_KILL_LEYENA_LVL5,Leyena Hunter,Tagapanghuli ng Leyena
ACHIEVEMENT_KILL_TRANGFOMA_LVL1,Trangfoma Slayer 1,Tagapatay ng Trangfoma 1
ACHIEVEMENT_KILL_TRANGFOMA_LVL2,Trangfoma Slayer 2,Tagapatay ng Trangfoma 2
ACHIEVEMENT_KILL_TRANGFOMA_LVL3,Trangfoma Slayer 3,Tagapatay ng Trangfoma 3
ACHIEVEMENT_KILL_TRANGFOMA_LVL4,Trangfoma Slayer 4,Tagapatay ng Trangfoma 4
ACHIEVEMENT_KILL_TRANGFOMA_LVL5,Trangfoma Hunter,Tagapanghuli ng Trangfoma
ACHIEVEMENT_KILL_STEAMWALKER_LVL1,Steam Walker Slayer 1,Tagapatay ng Steam Walker 1
ACHIEVEMENT_KILL_STEAMWALKER_LVL2,Steam Walker Slayer 2,Tagapatay ng Steam Walker 2
ACHIEVEMENT_KILL_STEAMWALKER_LVL3,Steam Walker Slayer 3,Tagapatay ng Steam Walker 3
ACHIEVEMENT_KILL_STEAMWALKER_LVL4,Steam Walker Slayer 4,Tagapatay ng Steam Walker 4
ACHIEVEMENT_KILL_STEAMWALKER_LVL5,Steam Walker Hunter,Tagapanghuli ng Steam Walker
ACHIEVEMENT_KILL_STEELKNIGHT_LVL1,Steel Knight Slayer 1,Tagapatay ng Steel Knight 1
ACHIEVEMENT_KILL_STEELKNIGHT_LVL2,Steel Knight Slayer 2,Tagapatay ng Steel Knight 2
ACHIEVEMENT_KILL_STEELKNIGHT_LVL3,Steel Knight Slayer 3,Tagapatay ng Steel Knight 3
ACHIEVEMENT_KILL_STEELKNIGHT_LVL4,Steel Knight Slayer 4,Tagapatay ng Steel Knight 4
ACHIEVEMENT_KILL_STEELKNIGHT_LVL5,Steel Knight Hunter,Tagapanghuli ng Steel Knight
ACHIEVEMENT_KILL_ZOMBIGER_LVL1,Zombiger Slayer 1,Tagapatay ng Zombiger 1
ACHIEVEMENT_KILL_ZOMBIGER_LVL2,Zombiger Slayer 2,Tagapatay ng Zombiger 2
ACHIEVEMENT_KILL_ZOMBIGER_LVL3,Zombiger Slayer 3,Tagapatay ng Zombiger 3
ACHIEVEMENT_KILL_ZOMBIGER_LVL4,Zombiger Slayer 4,Tagapatay ng Zombiger 4
ACHIEVEMENT_KILL_ZOMBIGER_LVL5,Zombiger Hunter,Tagapatay ng Zombiger 1
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL1,Nuttywheel Slayer 1,Tagapatay ng Nuttywheel 1
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL2,Nuttywheel Slayer 2,Tagapatay ng Nuttywheel 2
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL3,Nuttywheel Slayer 3,Tagapatay ng Nuttywheel 3
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL4,Nuttywheel Slayer 4,Tagapatay ng Nuttywheel 4
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL5,Nuttywheel Hunter,Tagapanghuli ng Nuttywheel
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL1,Nuctuvehicle Slayer 1,Tagapatay ng Nuctuvehicle 1
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL2,Nuctuvehicle Slayer 2,Tagapatay ng Nuctuvehicle 2
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL3,Nuctuvehicle Slayer 3,Tagapatay ng Nuctuvehicle 3
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL4,Nuctuvehicle Slayer 4,Tagapatay ng Nuctuvehicle 4
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL5,Nuctuvehicle Hunter,Tagapanghuli ng Nuctuvehicle
ACHIEVEMENT_KILL_DRILLER_LVL1,Driller Slayer 1,Tagapatay ng Driller 1
ACHIEVEMENT_KILL_DRILLER_LVL2,Driller Slayer 2,Tagapatay ng Driller 2
ACHIEVEMENT_KILL_DRILLER_LVL3,Driller Slayer 3,Tagapatay ng Driller 3
ACHIEVEMENT_KILL_DRILLER_LVL4,Driller Slayer 4,Tagapatay ng Driller 4
ACHIEVEMENT_KILL_DRILLER_LVL5,Driller Hunter,Tagapanghuli ng Driller
ACHIEVEMENT_KILL_RISEM_LVL1,Risem Slayer 1,Tagapatay ng Risem 1
ACHIEVEMENT_KILL_RISEM_LVL2,Risem Slayer 2,Tagapatay ng Risem 2
ACHIEVEMENT_KILL_RISEM_LVL3,Risem Slayer 3,Tagapatay ng Risem 3
ACHIEVEMENT_KILL_RISEM_LVL4,Risem Slayer 4,Tagapatay ng Risem 4
ACHIEVEMENT_KILL_RISEM_LVL5,Risem Hunter,Tagapanghuli ng Risem
ACHIEVEMENT_KILL_GRRR_LVL1,Grrr Slayer 1,Tagapatay ng Grrr 1
ACHIEVEMENT_KILL_GRRR_LVL2,Grrr Slayer 2,Tagapatay ng Grrr 2
ACHIEVEMENT_KILL_GRRR_LVL3,Grrr Slayer 3,Tagapatay ng Grrr 3
ACHIEVEMENT_KILL_GRRR_LVL4,Grrr Slayer 4,Tagapatay ng Grrr 4
ACHIEVEMENT_KILL_GRRR_LVL5,Grrr Hunter,Tagapanghuli ng Grrr
ACHIEVEMENT_KILL_VOLT_LVL1,Volt Slayer 1,Tagapatay ng Volt 1
ACHIEVEMENT_KILL_VOLT_LVL2,Volt Slayer 2,Tagapatay ng Volt 2
ACHIEVEMENT_KILL_VOLT_LVL3,Volt Slayer 3,Tagapatay ng Volt 3
ACHIEVEMENT_KILL_VOLT_LVL4,Volt Slayer 4,Tagapatay ng Volt 4
ACHIEVEMENT_KILL_VOLT_LVL5,Volt Hunter,Tagapanghuli ng Volt
ACHIEVEMENT_KILL_ELDERGUARD_LVL1,Elderguard Slayer 1,Tagapatay ng Elderguard 1
ACHIEVEMENT_KILL_ELDERGUARD_LVL2,Elderguard Slayer 2,Tagapatay ng Elderguard 2
ACHIEVEMENT_KILL_ELDERGUARD_LVL3,Elderguard Slayer 3,Tagapatay ng Elderguard 3
ACHIEVEMENT_KILL_ELDERGUARD_LVL4,Elderguard Slayer 4,Tagapatay ng Elderguard 4
ACHIEVEMENT_KILL_ELDERGUARD_LVL5,Elderguard Hunter,Tagapanghuli ng Elderguard
ACHIEVEMENT_KILL_DUMP_LVL1,Dump Slayer 1,Tagapatay ng Dump 1
ACHIEVEMENT_KILL_DUMP_LVL2,Dump Slayer 2,Tagapatay ng Dump 2
ACHIEVEMENT_KILL_DUMP_LVL3,Dump Slayer 3,Tagapatay ng Dump 3
ACHIEVEMENT_KILL_DUMP_LVL4,Dump Slayer 4,Tagapatay ng Dump 4
ACHIEVEMENT_KILL_DUMP_LVL5,Dump Hunter,Tagapanghuli ng Dump
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL1,Garbagespider Slayer 1,Tagapatay ng Garbagespider 1
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL2,Garbagespider Slayer 2,Tagapatay ng Garbagespider 2
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL3,Garbagespider Slayer 3,Tagapatay ng Garbagespider 3
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL4,Garbagespider Slayer 4,Tagapatay ng Garbagespider 4
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL5,Garbagespider Hunter,Tagapanghuli ng Garbagespider
ACHIEVEMENT_KILL_ZENMA_LVL1,Zenma Slayer 1,Tagapatay ng Zenma 1
ACHIEVEMENT_KILL_ZENMA_LVL2,Zenma Slayer 2,Tagapatay ng Zenma 2
ACHIEVEMENT_KILL_ZENMA_LVL3,Zenma Slayer 3,Tagapatay ng Zenma 3
ACHIEVEMENT_KILL_ZENMA_LVL4,Zenma Slayer 4,Tagapatay ng Zenma 4
ACHIEVEMENT_KILL_ZENMA_LVL5,Zenma Hunter,Tagapanghuli ng Zenma
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL1,Crane Machinery Slayer 1,Tagapatay ng Crane Machinery 1
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL2,Crane Machinery Slayer 2,Tagapatay ng Crane Machinery 2
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL3,Crane Machinery Slayer 3,Tagapatay ng Crane Machinery 3
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL4,Crane Machinery Slayer 4,Tagapatay ng Crane Machinery 4
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL5,Crane Machinery Hunter,Tagapanghuli ng Crane Machinery
ACHIEVEMENT_KILL_NAUTREPY_LVL1,Nautrepy Slayer 1,Tagapatay ng Nautrepy 1
ACHIEVEMENT_KILL_NAUTREPY_LVL2,Nautrepy Slayer 2,Tagapatay ng Nautrepy 2
ACHIEVEMENT_KILL_NAUTREPY_LVL3,Nautrepy Slayer 3,Tagapatay ng Nautrepy 3
ACHIEVEMENT_KILL_NAUTREPY_LVL4,Nautrepy Slayer 4,Tagapatay ng Nautrepy 4
ACHIEVEMENT_KILL_NAUTREPY_LVL5,Nautrepy Hunter,Tagapanghuli ng Nautrepy
ACHIEVEMENT_KILL_SYLIACA_LVL1,Syliaca Slayer 1,Tagapatay ng Syliaca 1
ACHIEVEMENT_KILL_SYLIACA_LVL2,Syliaca Slayer 2,Tagapatay ng Syliaca 2
ACHIEVEMENT_KILL_SYLIACA_LVL3,Syliaca Slayer 3,Tagapatay ng Syliaca 3
ACHIEVEMENT_KILL_SYLIACA_LVL4,Syliaca Slayer 4,Tagapatay ng Syliaca 4
ACHIEVEMENT_KILL_SYLIACA_LVL5,Syliaca Hunter,Tagapanghuli ng Syliaca
ACHIEVEMENT_KILL_GREEMONG_LVL1,Greemong Slayer 1,Tagapatay ng Greemong 1
ACHIEVEMENT_KILL_GREEMONG_LVL2,Greemong Slayer 2,Tagapatay ng Greemong 2
ACHIEVEMENT_KILL_GREEMONG_LVL3,Greemong Slayer 3,Tagapatay ng Greemong 3
ACHIEVEMENT_KILL_GREEMONG_LVL4,Greemong Slayer 4,Tagapatay ng Greemong 4
ACHIEVEMENT_KILL_GREEMONG_LVL5,Greemong Hunter,Tagapanghuli ng Greemong
ACHIEVEMENT_KILL_BOO_LVL1,Boo Slayer 1,Tagapatay ng Boo 1
ACHIEVEMENT_KILL_BOO_LVL2,Boo Slayer 2,Tagapatay ng Boo 2
ACHIEVEMENT_KILL_BOO_LVL3,Boo Slayer 3,Tagapatay ng Boo 3
ACHIEVEMENT_KILL_BOO_LVL4,Boo Slayer 4,Tagapatay ng Boo 4
ACHIEVEMENT_KILL_BOO_LVL5,Boo Hunter,Tagapanghuli ng Boo
ACHIEVEMENT_KILL_CARRIERBOMB_LVL1,Carrierbomb Slayer 1,Tagapatay ng Carrierbomb 1
ACHIEVEMENT_KILL_CARRIERBOMB_LVL2,Carrierbomb Slayer 2,Tagapatay ng Carrierbomb 2
ACHIEVEMENT_KILL_CARRIERBOMB_LVL3,Carrierbomb Slayer 3,Tagapatay ng Carrierbomb 3
ACHIEVEMENT_KILL_CARRIERBOMB_LVL4,Carrierbomb Slayer 4,Tagapatay ng Carrierbomb 4
ACHIEVEMENT_KILL_CARRIERBOMB_LVL5,Carrierbomb Hunter,Tagapanghuli ng Carrierbomb
ACHIEVEMENT_KILL_LONGWANG_LVL1,Longwing Slayer 1,Tagapatay ng Longwing 1
ACHIEVEMENT_KILL_LONGWANG_LVL2,Longwing Slayer 2,Tagapatay ng Longwing 2
ACHIEVEMENT_KILL_LONGWANG_LVL3,Longwing Slayer 3,Tagapatay ng Longwing 3
ACHIEVEMENT_KILL_LONGWANG_LVL4,Longwing Slayer 4,Tagapatay ng Longwing 4
ACHIEVEMENT_KILL_LONGWANG_LVL5,Longwing Hunter,Tagapanghuli ng Longwing
ACHIEVEMENT_KILL_HOPPRE_LVL1,Hoppre Slayer 1,Tagapatay ng Hoppre 1
ACHIEVEMENT_KILL_HOPPRE_LVL2,Hoppre Slayer 2,Tagapatay ng Hoppre 2
ACHIEVEMENT_KILL_HOPPRE_LVL3,Hoppre Slayer 3,Tagapatay ng Hoppre 3
ACHIEVEMENT_KILL_HOPPRE_LVL4,Hoppre Slayer 4,Tagapatay ng Hoppre 4
ACHIEVEMENT_KILL_HOPPRE_LVL5,Hoppre Hunter,Tagapanghuli ng Hoppre
ACHIEVEMENT_KILL_MUSHPOIE_LVL1,Mushpoie Slayer 1,Tagapatay ng Mushpoie 1
ACHIEVEMENT_KILL_MUSHPOIE_LVL2,Mushpoie Slayer 2,Tagapatay ng Mushpoie 2
ACHIEVEMENT_KILL_MUSHPOIE_LVL3,Mushpoie Slayer 3,Tagapatay ng Mushpoie 3
ACHIEVEMENT_KILL_MUSHPOIE_LVL4,Mushpoie Slayer 4,Tagapatay ng Mushpoie 4
ACHIEVEMENT_KILL_MUSHPOIE_LVL5,Mushpoie Hunter,Tagapanghuli ng Mushpoie
ACHIEVEMENT_KILL_IREN_LVL1,Iren Slayer 1,Tagapatay ng Iren 1
ACHIEVEMENT_KILL_IREN_LVL2,Iren Slayer 2,Tagapatay ng Iren 2
ACHIEVEMENT_KILL_IREN_LVL3,Iren Slayer 3,Tagapatay ng Iren 3
ACHIEVEMENT_KILL_IREN_LVL4,Iren Slayer 4,Tagapatay ng Iren 4
ACHIEVEMENT_KILL_IREN_LVL5,Iren Hunter,Tagapanghuli ng Iren
ACHIEVEMENT_KILL_WATANGKA_LVL1,Watangka Slayer 1,Tagapatay ng Watangka 1
ACHIEVEMENT_KILL_WATANGKA_LVL2,Watangka Slayer 2,Tagapatay ng Watangka 2
ACHIEVEMENT_KILL_WATANGKA_LVL3,Watangka Slayer 3,Tagapatay ng Watangka 3
ACHIEVEMENT_KILL_WATANGKA_LVL4,Watangka Slayer 4,Tagapatay ng Watangka 4
ACHIEVEMENT_KILL_WATANGKA_LVL5,Watangka Hunter,Tagapanghuli ng Watangka
ACHIEVEMENT_KILL_FAFNIR_LVL1,Fafnir Slayer 1,Tagapatay ng Fafnir 1
ACHIEVEMENT_KILL_FAFNIR_LVL2,Fafnir Slayer 2,Tagapatay ng Fafnir 2
ACHIEVEMENT_KILL_FAFNIR_LVL3,Fafnir Slayer 3,Tagapatay ng Fafnir 3
ACHIEVEMENT_KILL_FAFNIR_LVL4,Fafnir Slayer 4,Tagapatay ng Fafnir 4
ACHIEVEMENT_KILL_FAFNIR_LVL5,Fafnir Hunter,Tagapanghuli ng Fafnir
ACHIEVEMENT_KILL_ANTIQUERY_LVL1,Antiquery Slayer 1,Tagapatay ng Antiquery 1
ACHIEVEMENT_KILL_ANTIQUERY_LVL2,Antiquery Slayer 2,Tagapatay ng Antiquery 2
ACHIEVEMENT_KILL_ANTIQUERY_LVL3,Antiquery Slayer 3,Tagapatay ng Antiquery 3
ACHIEVEMENT_KILL_ANTIQUERY_LVL4,Antiquery Slayer 4,Tagapatay ng Antiquery 4
ACHIEVEMENT_KILL_ANTIQUERY_LVL5,Antiquery Hunter,Tagapanghuli ng Antiquery
ACHIEVEMENT_KILL_LUIA_LVL1,Luia Slayer 1,Tagapatay ng Luia 1
ACHIEVEMENT_KILL_LUIA_LVL2,Luia Slayer 2,Tagapatay ng Luia 2
ACHIEVEMENT_KILL_LUIA_LVL3,Luia Slayer 3,Tagapatay ng Luia 3
ACHIEVEMENT_KILL_LUIA_LVL4,Luia Slayer 4,Tagapatay ng Luia 4
ACHIEVEMENT_KILL_LUIA_LVL5,Luia Hunter,Tagapanghuli ng Luia
ACHIEVEMENT_KILL_GONGURY_LVL1,Gongury Slayer 1,Tagapatay ng Gongury 1
ACHIEVEMENT_KILL_GONGURY_LVL2,Gongury Slayer 2,Tagapatay ng Gongury 2
ACHIEVEMENT_KILL_GONGURY_LVL3,Gongury Slayer 3,Tagapatay ng Gongury 3
ACHIEVEMENT_KILL_GONGURY_LVL4,Gongury Slayer 4,Tagapatay ng Gongury 4
ACHIEVEMENT_KILL_GONGURY_LVL5,Gongury Hunter,Tagapanghuli ng Gongury
ACHIEVEMENT_KILL_SHUHAMMA_LVL1,Shuhamma Slayer 1,Tagapatay ng Shuhamma 1
ACHIEVEMENT_KILL_SHUHAMMA_LVL2,Shuhamma Slayer 2,Tagapatay ng Shuhamma 2
ACHIEVEMENT_KILL_SHUHAMMA_LVL3,Shuhamma Slayer 3,Tagapatay ng Shuhamma 3
ACHIEVEMENT_KILL_SHUHAMMA_LVL4,Shuhamma Slayer 4,Tagapatay ng Shuhamma 4
ACHIEVEMENT_KILL_SHUHAMMA_LVL5,Shuhamma Hunter,Tagapanghuli ng Shuhamma
ACHIEVEMENT_KILL_KERN_LVL1,Kern Slayer 1,Tagapatay ng Kern 1
ACHIEVEMENT_KILL_KERN_LVL2,Kern Slayer 2,Tagapatay ng Kern 2
ACHIEVEMENT_KILL_KERN_LVL3,Kern Slayer 3,Tagapatay ng Kern 3
ACHIEVEMENT_KILL_KERN_LVL4,Kern Slayer 4,Tagapatay ng Kern 4
ACHIEVEMENT_KILL_KERN_LVL5,Kern Hunter,Tagapanghuli ng Kern
ACHIEVEMENT_KILL_GORRUDA_LVL1,Gorruda Slayer 1,Tagapatay ng Gorruda 1
ACHIEVEMENT_KILL_GORRUDA_LVL2,Gorruda Slayer 2,Tagapatay ng Gorruda 2
ACHIEVEMENT_KILL_GORRUDA_LVL3,Gorruda Slayer 3,Tagapatay ng Gorruda 3
ACHIEVEMENT_KILL_GORRUDA_LVL4,Gorruda Slayer 4,Tagapatay ng Gorruda 4
ACHIEVEMENT_KILL_GORRUDA_LVL5,Gorruda Hunter,Tagapanghuli ng Gorruda
ACHIEVEMENT_KILL_GLAPHAN_LVL1,Glaphan Slayer 1,Tagapatay ng Glaphan 1
ACHIEVEMENT_KILL_GLAPHAN_LVL2,Glaphan Slayer 2,Tagapatay ng Glaphan 2
ACHIEVEMENT_KILL_GLAPHAN_LVL3,Glaphan Slayer 3,Tagapatay ng Glaphan 3
ACHIEVEMENT_KILL_GLAPHAN_LVL4,Glaphan Slayer 4,Tagapatay ng Glaphan 4
ACHIEVEMENT_KILL_GLAPHAN_LVL5,Glaphan Hunter,Tagapanghuli ng Glaphan
ACHIEVEMENT_KILL_KIMERADON_LVL1,Chimeradon Slayer 1,Tagapatay ng Chimeradon 1
ACHIEVEMENT_KILL_KIMERADON_LVL2,Chimeradon Slayer 2,Tagapatay ng Chimeradon 2
ACHIEVEMENT_KILL_KIMERADON_LVL3,Chimeradon Slayer 3,Tagapatay ng Chimeradon 3
ACHIEVEMENT_KILL_KIMERADON_LVL4,Chimeradon Slayer 4,Tagapatay ng Chimeradon 4
ACHIEVEMENT_KILL_KIMERADON_LVL5,Chimeradon Hunter,Tagapanghuli ng Chimeradon
ACHIEVEMENT_KILL_BEARNUCKY_LVL1,Bearnerky Slayer 1,Tagapatay ng Bearnerky 1
ACHIEVEMENT_KILL_BEARNUCKY_LVL2,Bearnerky Slayer 2,Tagapatay ng Bearnerky 2
ACHIEVEMENT_KILL_BEARNUCKY_LVL3,Bearnerky Slayer 3,Tagapatay ng Bearnerky 3
ACHIEVEMENT_KILL_BEARNUCKY_LVL4,Bearnerky Slayer 4,Tagapatay ng Bearnerky 4
ACHIEVEMENT_KILL_BEARNUCKY_LVL5,Bearnerky Hunter,Tagapanghuli ng Bearnerky
ACHIEVEMENT_KILL_MUFFRIN_LVL1,Muffrin Slayer 1,Tagapatay ng Muffrin 1
ACHIEVEMENT_KILL_MUFFRIN_LVL2,Muffrin Slayer 2,Tagapatay ng Muffrin 2
ACHIEVEMENT_KILL_MUFFRIN_LVL3,Muffrin Slayer 3,Tagapatay ng Muffrin 3
ACHIEVEMENT_KILL_MUFFRIN_LVL4,Muffrin Slayer 4,Tagapatay ng Muffrin 4
ACHIEVEMENT_KILL_MUFFRIN_LVL5,Muffrin Hunter,Tagapanghuli ng Muffrin
ACHIEVEMENT_KILL_POPCRANK_LVL1,Popcrank Slayer 1,Tagapatay ng Popcrank 1
ACHIEVEMENT_KILL_POPCRANK_LVL2,Popcrank Slayer 2,Tagapatay ng Popcrank 2
ACHIEVEMENT_KILL_POPCRANK_LVL3,Popcrank Slayer 3,Tagapatay ng Popcrank 3
ACHIEVEMENT_KILL_POPCRANK_LVL4,Popcrank Slayer 4,Tagapatay ng Popcrank 4
ACHIEVEMENT_KILL_POPCRANK_LVL5,Popcrank Hunter,Tagapanghuli ng Popcrank
ACHIEVEMENT_KILL_CLOCKWORKS_LVL1,Clockworks Hunter 1,Tagapanghuli ng Clockworks 1
ACHIEVEMENT_KILL_CLOCKWORKS_LVL2,Clockworks Hunter 2,Tagapanghuli ng Clockworks 2
ACHIEVEMENT_KILL_CLOCKWORKS_LVL3,Clockworks Hunter 3,Tagapanghuli ng Clockworks 3
ACHIEVEMENT_KILL_CLOCKWORKS_LVL4,Clockworks Hunter 4,Tagapanghuli ng Clockworks 4
ACHIEVEMENT_KILL_CLOCKWORKS_LVL5,Clockworks Killer,Tagapatay ng Clockworks
ACHIEVEMENT_KILL_METEONYKER_LVL1,Meteonyker Hunter 1,Tagapanghuli ng Meteonyker 1
ACHIEVEMENT_KILL_METEONYKER_LVL2,Meteonyker Hunter 2,Tagapanghuli ng Meteonyker 2
ACHIEVEMENT_KILL_METEONYKER_LVL3,Meteonyker Hunter 3,Tagapanghuli ng Meteonyker 3
ACHIEVEMENT_KILL_METEONYKER_LVL4,Meteonyker Hunter 4,Tagapanghuli ng Meteonyker 4
ACHIEVEMENT_KILL_METEONYKER_LVL5,Meteonyker Killer,Tagapatay ng Meteonyker
ACHIEVEMENT_KILL_MEDUMET_LVL1,Medumet Slayer 1,Tagapatay ng Medumet 1
ACHIEVEMENT_KILL_MEDUMET_LVL2,Medumet Slayer 2,Tagapatay ng Medumet 2
ACHIEVEMENT_KILL_MEDUMET_LVL3,Medumet Slayer 3,Tagapatay ng Medumet 3
ACHIEVEMENT_KILL_MEDUMET_LVL4,Medumet Slayer 4,Tagapatay ng Medumet 4
ACHIEVEMENT_KILL_MEDUMET_LVL5,Medumet Hunter,Tagapanghuli ng Medumet
ACHIEVEMENT_KILL_YETTI_LVL1,Yetti Slayer 1,Tagapatay ng Yetti 1
ACHIEVEMENT_KILL_YETTI_LVL2,Yetti Slayer 2,Tagapatay ng Yetti 2
ACHIEVEMENT_KILL_YETTI_LVL3,Yetti Slayer 3,Tagapatay ng Yetti 3
ACHIEVEMENT_KILL_YETTI_LVL4,Yetti Slayer 4,Tagapatay ng Yetti 4
ACHIEVEMENT_KILL_YETTI_LVL5,Yetti Hunter,Tagapanghuli ng Yetti
ACHIEVEMENT_KILL_AUGU_LVL1,Augu Slayer 1,Tagapatay ng Augu 1
ACHIEVEMENT_KILL_AUGU_LVL2,Augu Slayer 2,Tagapatay ng Augu 2
ACHIEVEMENT_KILL_AUGU_LVL3,Augu Slayer 3,Tagapatay ng Augu 3
ACHIEVEMENT_KILL_AUGU_LVL4,Augu Slayer 4,Tagapatay ng Augu 4
ACHIEVEMENT_KILL_AUGU_LVL5,Augu Hunter,Tagapanghuli ng Augu
ACHIEVEMENT_KILL_GHOSTKING_LVL1,Ghost King Slayer 1,Tagapatay ng Ghost King 1
ACHIEVEMENT_KILL_GHOSTKING_LVL2,Ghost King Slayer 2,Tagapatay ng Ghost King 2
ACHIEVEMENT_KILL_GHOSTKING_LVL3,Ghost King Slayer 3,Tagapatay ng Ghost King 3
ACHIEVEMENT_KILL_GHOSTKING_LVL4,Ghost King Slayer 4,Tagapatay ng Ghost King 4
ACHIEVEMENT_KILL_GHOSTKING_LVL5,Ghost King Hunter,Tagapanghuli ng Ghost King
ACHIEVEMENT_KILL_MAMMOTH_LVL1,Mammoth Slayer 1,Tagapatay ng Mammoth 1
ACHIEVEMENT_KILL_MAMMOTH_LVL2,Mammoth Slayer 2,Tagapatay ng Mammoth 2
ACHIEVEMENT_KILL_MAMMOTH_LVL3,Mammoth Slayer 3,Tagapatay ng Mammoth 3
ACHIEVEMENT_KILL_MAMMOTH_LVL4,Mammoth Slayer 4,Tagapatay ng Mammoth 4
ACHIEVEMENT_KILL_MAMMOTH_LVL5,Mammoth Hunter,Tagapanghuli ng Mammoth
ACHIEVEMENT_KILL_ATROX_LVL1,Atrox Slayer 1,Tagapatay ng Atrox 1
ACHIEVEMENT_KILL_ATROX_LVL2,Atrox Slayer 2,Tagapatay ng Atrox 2
ACHIEVEMENT_KILL_ATROX_LVL3,Atrox Slayer 3,Tagapatay ng Atrox 3
ACHIEVEMENT_KILL_ATROX_LVL4,Atrox Slayer 4,Tagapatay ng Atrox 4
ACHIEVEMENT_KILL_ATROX_LVL5,Atrox Hunter,Tagapanghuli ng Atrox
ACHIEVEMENT_KILL_TIGAR_LVL1,Tigar Slayer 1,Tagapatay ng Tigar 1
ACHIEVEMENT_KILL_TIGAR_LVL2,Tigar Slayer 2,Tagapatay ng Tigar 2
ACHIEVEMENT_KILL_TIGAR_LVL3,Tigar Slayer 3,Tagapatay ng Tigar 3
ACHIEVEMENT_KILL_TIGAR_LVL4,Tigar Slayer 4,Tagapatay ng Tigar 4
ACHIEVEMENT_KILL_TIGAR_LVL5,Tigar Hunter,Tagapanghuli ng Tigar
ACHIEVEMENT_KILL_MERAL_LVL1,Meral Slayer 1,Tagapatay ng Meral 1
ACHIEVEMENT_KILL_MERAL_LVL2,Meral Slayer 2,Tagapatay ng Meral 2
ACHIEVEMENT_KILL_MERAL_LVL3,Meral Slayer 3,Tagapatay ng Meral 3
ACHIEVEMENT_KILL_MERAL_LVL4,Meral Slayer 4,Tagapatay ng Meral 4
ACHIEVEMENT_KILL_MERAL_LVL5,Meral Hunter,Tagapanghuli ng Meral
ACHIEVEMENT_KILL_KINGSTER_LVL1,Kingster Slayer 1,Tagapatay ng Kingster 1
ACHIEVEMENT_KILL_KINGSTER_LVL2,Kingster Slayer 2,Tagapatay ng Kingster 2
ACHIEVEMENT_KILL_KINGSTER_LVL3,Kingster Slayer 3,Tagapatay ng Kingster 3
ACHIEVEMENT_KILL_KINGSTER_LVL4,Kingster Slayer 4,Tagapatay ng Kingster 4
ACHIEVEMENT_KILL_KINGSTER_LVL5,Kingster Hunter,Tagapanghuli ng Kingster
ACHIEVEMENT_KILL_CREPER_LVL1,Creper Slayer 1,Tagapatay ng Creper 1
ACHIEVEMENT_KILL_CREPER_LVL2,Creper Slayer 2,Tagapatay ng Creper 2
ACHIEVEMENT_KILL_CREPER_LVL3,Creper Slayer 3,Tagapatay ng Creper 3
ACHIEVEMENT_KILL_CREPER_LVL4,Creper Slayer 4,Tagapatay ng Creper 4
ACHIEVEMENT_KILL_CREPER_LVL5,Creper Hunter,Tagapanghuli ng Creper
ACHIEVEMENT_KILL_NAGA_LVL1,Naga Slayer 1,Tagapatay ng Naga 1
ACHIEVEMENT_KILL_NAGA_LVL2,Naga Slayer 2,Tagapatay ng Naga 2
ACHIEVEMENT_KILL_NAGA_LVL3,Naga Slayer 3,Tagapatay ng Naga 3
ACHIEVEMENT_KILL_NAGA_LVL4,Naga Slayer 4,Tagapatay ng Naga 4
ACHIEVEMENT_KILL_NAGA_LVL5,Naga Hunter,Tagapanghuli ng Naga
ACHIEVEMENT_KILL_DORIAN_LVL1,Dorian Slayer 1,Tagapatay ng Dorian 1
ACHIEVEMENT_KILL_DORIAN_LVL2,Dorian Slayer 2,Tagapatay ng Dorian 2
ACHIEVEMENT_KILL_DORIAN_LVL3,Dorian Slayer 3,Tagapatay ng Dorian 3
