Key,English,Italian
NPC_000369,Heren will bless you forever.,Heren will bless you forever.
NPC_000370,"You, who want to follow the Psykeeper hero Offerep, do you honor the will of hero?","You, who want to follow the Psykeeper hero Offerep, do you honor the will of hero?"
NPC_000371,Everything will end like it began.,Everything will end like it began.
NPC_000372,"My name is Shyniff Guardian. I am protecting the will of Offerep, the Psykeeper hero.","My name is Shyniff Guardian. I am protecting the will of Offerep, the Psykeeper hero."
NPC_000373,The spirit of Offerep will strengthen your soul.,The spirit of Offerep will strengthen your soul.
NPC_000374,Everything you want is here in the Weapon Shop of Stima!,Everything you want is here in the Weapon Shop of Stima!
NPC_000375,What would you do for me?,What would you do for me?
NPC_000376,"Being a travelling salesman was too hard so I settled here. My shop is still small, but I have a good feeling about this place.","Being a travelling salesman was too hard so I settled here. My shop is still small, but I have a good feeling about this place."
NPC_000377,My name is Stima Ogonel. I travel from place to place selling weapons. Nice to meet you.,My name is Stima Ogonel. I travel from place to place selling weapons. Nice to meet you.
NPC_000378,It was very nice to meet you. I hope I can see you again.,It was very nice to meet you. I hope I can see you again.
NPC_000379,Are you ready?,Are you ready?
NPC_000380,It is your duty!,It is your duty!
NPC_000381,I am a proud training instructor of Madrigal!,I am a proud training instructor of Madrigal!
NPC_000382,I am here to show vagrants the way.,I am here to show vagrants the way.
NPC_000383,Attention! Salute!,Attention! Salute!
NPC_000389,"You, who want to become the successor of the Elementor hero Lillip, do you believe in the will of the hero?","You, who want to become the successor of the Elementor hero Lillip, do you believe in the will of the hero?"
NPC_000390,You will be one of the 8 that watch the stars for a sign of their arrival.,You will be one of the 8 that watch the stars for a sign of their arrival.
NPC_000391,"My name is Wendien Guardian. I am protecting the will of Lillip, the Elementor hero.","My name is Wendien Guardian. I am protecting the will of Lillip, the Elementor hero."
NPC_000392,You will be enlightened with the wisdom of Lillip.,You will be enlightened with the wisdom of Lillip.
NPC_000393,You will be enlightened with the wisdom of Lillip.,You will be enlightened with the wisdom of Lillip.
NPC_000394,"A piece of advice? A Mercenary's weapon is their livelihood. You must dedicate your life to the blade, and in turn, it will protect you. ","A piece of advice? A Mercenary's weapon is their livelihood. You must dedicate your life to the blade, and in turn, it will protect you. "
NPC_000395,"Hello, I'm Andy Kimu, the Mercenary Master of Flarine. The pay is good, but they make me wear this ridiculous looking robe. It's so itchy! I stroke my beard all day just to keep my mind off of it.","Hello, I'm Andy Kimu, the Mercenary Master of Flarine. The pay is good, but they make me wear this ridiculous looking robe. It's so itchy! I stroke my beard all day just to keep my mind off of it."
NPC_000396,"Rhisis will be with you, always, young one.","Rhisis will be with you, always, young one."
NPC_000397,Hmm Aha! Why not ask the vagrants? Maybe they can handle this.,Hmm Aha! Why not ask the vagrants? Maybe they can handle this.
NPC_000398,Merry Christmas! I hope everything goes well this time!,Merry Christmas! I hope everything goes well this time!
NPC_000399,My name is Saint Aramy and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you,My name is Saint Aramy and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you
NPC_000400,Hey! Merry Christmas!,Hey! Merry Christmas!
NPC_000401,Hmm It is very hard to track Noie's Planet in the Amedus galaxy. Maybe I have to use the chaos theory.,Hmm It is very hard to track Noie's Planet in the Amedus galaxy. Maybe I have to use the chaos theory.
NPC_000402,"*Hmmm... carry the two, divide by zero, and subtract the square root of fourte... Wait a minute. Divide by zero? That's impossible! This would be so much easier if I had more than just this flimsy abacus.","*Hmmm... carry the two, divide by zero, and subtract the square root of fourte... Wait a minute. Divide by zero? That's impossible! This would be so much easier if I had more than just this flimsy abacus."
NPC_000403,"Hi there! My name is Ata Milleniut and I am learning Astronomy from Noie, my mentor. Hey, do you think you could analyze this fractal curve?","Hi there! My name is Ata Milleniut and I am learning Astronomy from Noie, my mentor. Hey, do you think you could analyze this fractal curve?"
NPC_000404,Argh! Where was I? Distractions...,Argh! Where was I? Distractions...
NPC_000405,Brothers! What should I do? Huh? Christmas.. Christmas will be Ruined!,Brothers! What should I do? Huh? Christmas.. Christmas will be Ruined!
NPC_000406,I hope you have a wonderful Christmas!,I hope you have a wonderful Christmas!
NPC_000407,My name is Saint Atto and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you,My name is Saint Atto and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you
NPC_000408,Merry Christmas! Merry Christmas!,Merry Christmas! Merry Christmas!
NPC_000409,"The perfect shields of the Bobo family are only here, in the Shield Shop of Boboku!","The perfect shields of the Bobo family are only here, in the Shield Shop of Boboku!"
NPC_000410,What should I ask you to do?,What should I ask you to do?
NPC_000411,"You won't find a better armor selection in all of Flaris, I'll guarantee you that! ","You won't find a better armor selection in all of Flaris, I'll guarantee you that! "
NPC_000412,"Who am I? You must be joking. I'm only the most famous armorer in Flarine! I'm Boboko Bobo and I run the Bobo family Armor Shop for new Mercenaries, Acrobats and Assists.","Who am I? You must be joking. I'm only the most famous armorer in Flarine! I'm Boboko Bobo and I run the Bobo family Armor Shop for new Mercenaries, Acrobats and Assists."
NPC_000413,Tell your friends buy Bobo Family Equipment!,Tell your friends buy Bobo Family Equipment!
NPC_000414,"Your weapon is looking a little dull there, friend. Thank Rhisis for you, I buy and sell weapons!","Your weapon is looking a little dull there, friend. Thank Rhisis for you, I buy and sell weapons!"
NPC_000415,Here you are. Please solve this as soon as possible.,Here you are. Please solve this as soon as possible.
NPC_000416,"*sighs* Oh, sorry! I was daydreaming about Julia over there. She's so amazing! Hey, do you think a girl like her and a guy like me could ever be? What? How could she resist me?!","*sighs* Oh, sorry! I was daydreaming about Julia over there. She's so amazing! Hey, do you think a girl like her and a guy like me could ever be? What? How could she resist me?!"
NPC_000417,"Greetings from the Bobo Family, stranger! I am Boboku Bobo. I run the Weapon Shop here in Flarine. Have a look around and don't forget to visit my brother's shops!","Greetings from the Bobo Family, stranger! I am Boboku Bobo. I run the Weapon Shop here in Flarine. Have a look around and don't forget to visit my brother's shops!"
NPC_000418,Thanks for stopping by! Tell Julia I said hello!,Thanks for stopping by! Tell Julia I said hello!
NPC_000419,"Do not worry, where there is a will, there is a way.","Do not worry, where there is a will, there is a way."
NPC_000420,Have you been a very good boy this year? Then you should be rewarded with a big present Ha ha ha,Have you been a very good boy this year? Then you should be rewarded with a big present Ha ha ha
NPC_000421,My name is Saint Buruto and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you,My name is Saint Buruto and I am one of the Santa's in the Madrigal Christmas Society. Nice to meet you
NPC_000422,Ha ha ha! Merry Christmas!,Ha ha ha! Merry Christmas!
NPC_000423,"Mommy, I am hungry.","Mommy, I am hungry."
NPC_000424,"I moved here with my father I do not have citizenship yet, but I will very soon.","I moved here with my father I do not have citizenship yet, but I will very soon."
NPC_000425,"My name is ChiChi Horis, and this is my father Paul Horis.","My name is ChiChi Horis, and this is my father Paul Horis."
NPC_000426,Good bye,Good bye
NPC_000427,The new year has come!,The new year has come!
NPC_000428,"How strange, I cannot remember the Happy New Year song.","How strange, I cannot remember the Happy New Year song."
NPC_000429,Happy new year!,Happy new year!
NPC_000430,New year has come!,New year has come!
NPC_000431,You will be happy with the leader of the chorus. That is me! My name is Monaco.,You will be happy with the leader of the chorus. That is me! My name is Monaco.
NPC_000432,New year has come!,New year has come!
NPC_000433,How strange I do not remember the Happy New Year song.,How strange I do not remember the Happy New Year song.
NPC_000434,New year has come!,New year has come!
NPC_000435,"How strange, I do not remember the Happy New Year song.","How strange, I do not remember the Happy New Year song."
NPC_000436,"Trust in Aenn, and your path shall be lit with the light of a thousand candles.","Trust in Aenn, and your path shall be lit with the light of a thousand candles."
NPC_000437,"The Heroes sacrificed themselves to defeat Shade, but she will one day return. We must prepare.","The Heroes sacrificed themselves to defeat Shade, but she will one day return. We must prepare."
NPC_000438,"My name is Clamb Cobonet, the Ringmaster Wise Man. I am here to preserve the legacy of Aenn, the Ringmaster Hero and to light the path for those that wish to follow in Aenn's footsteps. Have faith, young one, Aenn watches over you.","My name is Clamb Cobonet, the Ringmaster Wise Man. I am here to preserve the legacy of Aenn, the Ringmaster Hero and to light the path for those that wish to follow in Aenn's footsteps. Have faith, young one, Aenn watches over you."
NPC_000439,"Follow the path of Aenn, and you will never be forgotten.","Follow the path of Aenn, and you will never be forgotten."
NPC_000440,Bubble watches over all aspiring heroes. ,Bubble watches over all aspiring heroes. 
NPC_000441,The shields of the Heroes have defended Madrigal from the wrath of Shade. We are forever grateful for their bravery and wish to preserve their memory for all time.,The shields of the Heroes have defended Madrigal from the wrath of Shade. We are forever grateful for their bravery and wish to preserve their memory for all time.
NPC_000442,"My name is Cuarine Coexar and I am the Psykeeper Wise Man. I preserve the history of the Heroes and provide guidance for those wishing to follow the path Offerep, the Psykeeper Hero.","My name is Cuarine Coexar and I am the Psykeeper Wise Man. I preserve the history of the Heroes and provide guidance for those wishing to follow the path Offerep, the Psykeeper Hero."
NPC_000443,"Follow the path of the Heroes, and you will never lose your way.","Follow the path of the Heroes, and you will never lose your way."
NPC_000444,A strange energy emanates from this fountain. What is it?,A strange energy emanates from this fountain. What is it?
NPC_000445,"We lie in wait, preparing for the worst, and hoping for a future to come when the heroes will arise once more.","We lie in wait, preparing for the worst, and hoping for a future to come when the heroes will arise once more."
NPC_000446,"My name is Cuzrill Rembright and I am the Elementor Wise Man. I preserve the history of the Heroes and provide guidance for those wishing to follow the path Lillip, the Elementor Hero.","My name is Cuzrill Rembright and I am the Elementor Wise Man. I preserve the history of the Heroes and provide guidance for those wishing to follow the path Lillip, the Elementor Hero."
NPC_000447,"Trust in the legacy of the Heroes, adventurer. For it is all that can save us now.","Trust in the legacy of the Heroes, adventurer. For it is all that can save us now."
NPC_000448,Welcome to #b#cff0000ffDior Station#nc#nb! You can find #b#cffff0000flying information#nc#nb here.,Welcome to #b#cff0000ffDior Station#nc#nb! You can find #b#cffff0000flying information#nc#nb here.
NPC_000449,"Please, if you can help me, I will be in your debt.","Please, if you can help me, I will be in your debt."
NPC_000450,My family has managed the Flarine Station for generations. I am proud to continue that tradition. ,My family has managed the Flarine Station for generations. I am proud to continue that tradition. 
NPC_000451,"My name is Dior Christin. I've lived in Flarine all my life and I love this place. Look at me, I can't stop bouncing! Anyway, I manage the station here so let me know if you have any questions! ","My name is Dior Christin. I've lived in Flarine all my life and I love this place. Look at me, I can't stop bouncing! Anyway, I manage the station here so let me know if you have any questions! "
NPC_000452,"1. First, you'll need to buy a broom or a board and be at least level 20 in order to fly\n 2. Next, double-click the board or broom in your inventory or simply move it to a hot key to climb aboard.","1. First, you'll need to buy a broom or a board and be at least level 20 in order to fly\n 2. Next, double-click the board or broom in your inventory or simply move it to a hot key to climb aboard."
NPC_000453,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.
NPC_000454,"4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn.","4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn."
NPC_000455,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.","5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect."
NPC_000456,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.
NPC_000457,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!","I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!"
NPC_000458,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.","1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them."
NPC_000459,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ","2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. "
NPC_000460,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.","3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key."
NPC_000461,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!
NPC_000462,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!","6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!"
NPC_000463,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.","7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor."
NPC_000464,Have fun out there and be safe! Don't forget to check your six!,Have fun out there and be safe! Don't forget to check your six!
NPC_000465,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.","Goodbye, adventurer! Feel free to stop by again if you have any questions about flying."
NPC_000466,Why do we all have to wear the same outfit? ,Why do we all have to wear the same outfit? 
NPC_000467,"Rhisis created the three Clown Gods; Shade, Iblis and Bubble and bestowed each of them with a different aspect of herself. Shade, infused with the Fear and Rage of Rhisis, nearly destroy our original home, Roika.","Rhisis created the three Clown Gods; Shade, Iblis and Bubble and bestowed each of them with a different aspect of herself. Shade, infused with the Fear and Rage of Rhisis, nearly destroy our original home, Roika."
NPC_000468,"I am Domek Ilujian, the Billposter Wise Man. I am here to record the history of the Billposter Hero, Roentel, and educate travelers on Madrigal's rich history.","I am Domek Ilujian, the Billposter Wise Man. I am here to record the history of the Billposter Hero, Roentel, and educate travelers on Madrigal's rich history."
NPC_000469,"Farewell, traveler. If we do not learn from our past, we are doomed to repeat it.","Farewell, traveler. If we do not learn from our past, we are doomed to repeat it."
NPC_000470,#b#cff8a004fCheck in here to review the weekly results of the #cfffc0000Guild Siege!#nc#nb,#b#cff8a004fCheck in here to review the weekly results of the #cfffc0000Guild Siege!#nc#nb
NPC_000471,Only the most cunning of guilds can hope to achieve victory in the Guild Sieges. Are you ready for the challenge?,Only the most cunning of guilds can hope to achieve victory in the Guild Sieges. Are you ready for the challenge?
NPC_000472,"Hello, it's very nice to meet you! I am the Rewards Manager for the Guild Siege Center. I can reward prize money, return application fees, or even show you this week's ranking for the Guild Siege.","Hello, it's very nice to meet you! I am the Rewards Manager for the Guild Siege Center. I can reward prize money, return application fees, or even show you this week's ranking for the Guild Siege."
NPC_000473,Good luck to you! I hope I see you on the ranking charts!,Good luck to you! I hope I see you on the ranking charts!
NPC_000474,"Madrigal's ecosystem is truly fascinating! The more you discover, the greater the mystery!","Madrigal's ecosystem is truly fascinating! The more you discover, the greater the mystery!"
NPC_000475,"Researching Madrigal's vast ecosystem, particularly that of the Masquerpets, is very rewarding. I get to work outdoors, and examine all of the strange creatures created by the Clown Goddess of Fear and Rage, Shade.","Researching Madrigal's vast ecosystem, particularly that of the Masquerpets, is very rewarding. I get to work outdoors, and examine all of the strange creatures created by the Clown Goddess of Fear and Rage, Shade."
NPC_000476,"My name is Dr. Estly and I am studying Madrigal's Ecosystem with my 2 brothers. Have you ever heard of Clockworks? He is the most amazing creature I have ever had the chance to study! Very, very dangerous, though.","My name is Dr. Estly and I am studying Madrigal's Ecosystem with my 2 brothers. Have you ever heard of Clockworks? He is the most amazing creature I have ever had the chance to study! Very, very dangerous, though."
NPC_000477,"Thanks for stopping by, friend. Let me know if you ever need any information on a specific creature.","Thanks for stopping by, friend. Let me know if you ever need any information on a specific creature."
NPC_000478,"Assists are way better than Mercenaries! Quiet Mustang! *chuckles* Hey you, c'mere if you want to learn about Assists!","Assists are way better than Mercenaries! Quiet Mustang! *chuckles* Hey you, c'mere if you want to learn about Assists!"
NPC_000479,"What is that crazy Mustang babbling about now... Ah, no matter. Every party needs an Assist. Any schmuck can wack a monster in the head, but we can do that AND play a support role! Do you like popularity? Than this is the job for you!","What is that crazy Mustang babbling about now... Ah, no matter. Every party needs an Assist. Any schmuck can wack a monster in the head, but we can do that AND play a support role! Do you like popularity? Than this is the job for you!"
NPC_000480,"I am Captain Elic Eward of the Madrigal Job Training Center. If you want to become an Assist, I can help you.","I am Captain Elic Eward of the Madrigal Job Training Center. If you want to become an Assist, I can help you."
NPC_000481,"Remember, every party needs an Assist! Don't leave home without us!","Remember, every party needs an Assist! Don't leave home without us!"
NPC_000482,Yay! I am so happy! Bubble smiles on us!,Yay! I am so happy! Bubble smiles on us!
NPC_000483,"I may not look like much, but I'm very powerful. I'm ready for anything! The Soldiers of Kion will prevail!","I may not look like much, but I'm very powerful. I'm ready for anything! The Soldiers of Kion will prevail!"
NPC_000484,"My name is Eoners Archer and I am one of the hired soldiers of Kion. We are here to protect the citizens of Flarine, as long as the money is right. \n*wink*","My name is Eoners Archer and I am one of the hired soldiers of Kion. We are here to protect the citizens of Flarine, as long as the money is right. \n*wink*"
NPC_000485,Love to Kion!!,Love to Kion!!
NPC_000486,"Welcome to Flarine! Please, enjoy your stay!","Welcome to Flarine! Please, enjoy your stay!"
NPC_000487,"Flarine is the capital city of Madrigal. It may be a small city, but it's certainly the most beautiful. Feel free to come see me if you ever need anything.","Flarine is the capital city of Madrigal. It may be a small city, but it's certainly the most beautiful. Feel free to come see me if you ever need anything."
NPC_000488,I am the mayor of Flarine. The well-being of the citizens is my highest priority. Is there anything I can help you with?,I am the mayor of Flarine. The well-being of the citizens is my highest priority. Is there anything I can help you with?
NPC_000489,#b#cff8a004fWe have a #cfffc0000Guild Siege #b#cff8a004fevery Saturday. Speak to the Guild Siege Managers for more information!#nc#nb,#b#cff8a004fWe have a #cfffc0000Guild Siege #b#cff8a004fevery Saturday. Speak to the Guild Siege Managers for more information!#nc#nb
NPC_000493,"*scribbles* Ah, yes! This is good stuff... I'm such a great writer! Now I just need a good protagonist...","*scribbles* Ah, yes! This is good stuff... I'm such a great writer! Now I just need a good protagonist..."
NPC_000494,"I am writing one of my best novels yet! It's action-packed, fast paced, dark, and even a little scary! It's about this hero who enters a dark cave and... well wait, if I tell you, you might steal my idea! Who are you anyway!?","I am writing one of my best novels yet! It's action-packed, fast paced, dark, and even a little scary! It's about this hero who enters a dark cave and... well wait, if I tell you, you might steal my idea! Who are you anyway!?"
NPC_000495,Pleased to meet you! My name is Gergantes Hambert. I live here in Flarine and I love it. I am a famous novelist as well as the Chairman of the Publication Society. Do you like to read?,Pleased to meet you! My name is Gergantes Hambert. I live here in Flarine and I love it. I am a famous novelist as well as the Chairman of the Publication Society. Do you like to read?
NPC_000496,"My next novel will be a best seller, I'm sure! Keep an eye out for it!","My next novel will be a best seller, I'm sure! Keep an eye out for it!"
NPC_000497,"We, the Soldiers of Kion, are family! ","We, the Soldiers of Kion, are family! "
NPC_000498,"Don't speak to me as if you know me, stranger. I am the most feared martial artist in all of Madrigal. I can take you down with one finger!","Don't speak to me as if you know me, stranger. I am the most feared martial artist in all of Madrigal. I can take you down with one finger!"
NPC_000499,"My name is Ghalade Elore, if you must know. I am one of the hired Kion Soldiers for Flarine. I am a legend in the world of martial arts, as I've followed in the footsteps of Roentel. Don't cross me.","My name is Ghalade Elore, if you must know. I am one of the hired Kion Soldiers for Flarine. I am a legend in the world of martial arts, as I've followed in the footsteps of Roentel. Don't cross me."
NPC_000500,Glory to Kion,Glory to Kion
NPC_000501,Tucani! Would you PLEASE stop singing that stupid song? I have a headache...,Tucani! Would you PLEASE stop singing that stupid song? I have a headache...
NPC_000502,"Humans look down us because we used to do their work for them. But as 'smart' as humans may be, we are far stronger. We are by no means, inferior. Understand?","Humans look down us because we used to do their work for them. But as 'smart' as humans may be, we are far stronger. We are by no means, inferior. Understand?"
NPC_000503,"Yeah, not gonna happen. If you didn't already figure it out, we don't particularly like you people. So unless you have some sort of business to discuss, I suggest you leave. Now.","Yeah, not gonna happen. If you didn't already figure it out, we don't particularly like you people. So unless you have some sort of business to discuss, I suggest you leave. Now."
NPC_000504,It's about time you left...,It's about time you left...
NPC_000505,Only the bravest of adventurers should dare to enter. Are you prepared?,Only the bravest of adventurers should dare to enter. Are you prepared?
NPC_000506,"You are brave, young one. Go with honor.","You are brave, young one. Go with honor."
NPC_000507,"If you have any doubts whatsoever, you should just quit now. Too much blood has been spilled already over all of this.","If you have any doubts whatsoever, you should just quit now. Too much blood has been spilled already over all of this."
NPC_000508,You are indeed foolish if you think you can go in there alone. You must bring friends if you wish to have a even a small chance at victory.,You are indeed foolish if you think you can go in there alone. You must bring friends if you wish to have a even a small chance at victory.
NPC_000509,You are not yet ready to challenge the beast within this lair. You are foolish if you think I would allow you to enter.,You are not yet ready to challenge the beast within this lair. You are foolish if you think I would allow you to enter.
NPC_000510,Travel to Northern Flarine and speak with the Novelist there. I cannot help you. ,Travel to Northern Flarine and speak with the Novelist there. I cannot help you. 
NPC_000511,"No, not yet. You are not qualified to challenge this creature yet. Now please, leave in peace.","No, not yet. You are not qualified to challenge this creature yet. Now please, leave in peace."
NPC_000512,"So you want to know who I am, my child? I exist... and yet, I do not exist. That is all you need to know and I will tell you no more.","So you want to know who I am, my child? I exist... and yet, I do not exist. That is all you need to know and I will tell you no more."
NPC_000513,"Farewell, brave one.","Farewell, brave one."
NPC_000514,"Worry not, Hormes. We will not fail. ","Worry not, Hormes. We will not fail. "
NPC_000515,"It's hard to interpret the ancient texts. They are extremely old and in poor condition. What we have discerned, is that the fight for peace is far from over, and we must prepare ourselves for what's coming.","It's hard to interpret the ancient texts. They are extremely old and in poor condition. What we have discerned, is that the fight for peace is far from over, and we must prepare ourselves for what's coming."
NPC_000516,"My name is Guabrill Elldoradin, the Blade Wise Man. We've all come together to guide to adventurer's such as your self on the path of the Heroes. Will you stand up for Madrigal, young one?","My name is Guabrill Elldoradin, the Blade Wise Man. We've all come together to guide to adventurer's such as your self on the path of the Heroes. Will you stand up for Madrigal, young one?"
NPC_000517,The Heroes will never be forgotten. Stories of their sacrifice will be told for generations to come.,The Heroes will never be forgotten. Stories of their sacrifice will be told for generations to come.
NPC_000518,"#b#cff8a004fWelcome, competitors! The #cfff60000Guild Siege Application Center #cff8a004fis open for business!#nc#nb","#b#cff8a004fWelcome, competitors! The #cfff60000Guild Siege Application Center #cff8a004fis open for business!#nc#nb"
NPC_000519,"If your guild has reached the point where you think you have the strength and numbers to compete against another guild, then you’re in the right place. Prove to everyone that you’re able to become a legend like Badza! ","If your guild has reached the point where you think you have the strength and numbers to compete against another guild, then you’re in the right place. Prove to everyone that you’re able to become a legend like Badza! "
NPC_000520,"It's a pleasure to make your acquaintance. I am the Guild Siege Master of Flarine. Speak with me if you need general Guild Siege information, want to apply, form your party, or enter the arena.","It's a pleasure to make your acquaintance. I am the Guild Siege Master of Flarine. Speak with me if you need general Guild Siege information, want to apply, form your party, or enter the arena."
NPC_000521,For Glory!,For Glory!
NPC_000522,I smell human... gross!,I smell human... gross!
NPC_000523,"We are superior to humans in all ways. You're lucky I'm even speaking to you. Now, what is it you want? Can't you see I'm busy?","We are superior to humans in all ways. You're lucky I'm even speaking to you. Now, what is it you want? Can't you see I'm busy?"
NPC_000524,"Who wants to know? You? Haha! Right, like I owe you anything at all, human. Why don't you make like a tree, and get out of here?","Who wants to know? You? Haha! Right, like I owe you anything at all, human. Why don't you make like a tree, and get out of here?"
NPC_000525,"Thanks for leaving, chump!","Thanks for leaving, chump!"
NPC_000526,"So you want to know who I am, my child? I exist... and yet, I do not exist. That is all you need to know and I will tell you no more.","So you want to know who I am, my child? I exist... and yet, I do not exist. That is all you need to know and I will tell you no more."
NPC_000527,"Shade will return, this much is certain. We can only hope to be ready for her.","Shade will return, this much is certain. We can only hope to be ready for her."
NPC_000528,"We await the day of our impending doom. The day will come, and pass. We must stand together.","We await the day of our impending doom. The day will come, and pass. We must stand together."
NPC_000529,"My name is Hormes Kudo, the Knight Wise Man. I lead those who wish to become a Knight successor, and I help to preserve the memory of the Heroes.","My name is Hormes Kudo, the Knight Wise Man. I lead those who wish to become a Knight successor, and I help to preserve the memory of the Heroes."
NPC_000530,Rhisis watch over you.,Rhisis watch over you.
NPC_000531,Draw your weapon and cut down everything that stands in your way! A Mercenary fears nothing!,Draw your weapon and cut down everything that stands in your way! A Mercenary fears nothing!
NPC_000532,"The three most important things for a successful Mercenary are instinct, courage, and level headedness. If you possess these qualities, then you have what it takes to be a Mercenary.","The three most important things for a successful Mercenary are instinct, courage, and level headedness. If you possess these qualities, then you have what it takes to be a Mercenary."
NPC_000533,"Hello, my friend. It is my pleasure to make your acquaintance. My name is Hyuit Jenive and I am a sergeant of the Madrigal Job Training Center. I help train Vagrants to become Mercenaries, after Mustang signs off on them, of course. ","Hello, my friend. It is my pleasure to make your acquaintance. My name is Hyuit Jenive and I am a sergeant of the Madrigal Job Training Center. I help train Vagrants to become Mercenaries, after Mustang signs off on them, of course. "
NPC_000534,"Keep your pride, courage and hope!","Keep your pride, courage and hope!"
NPC_000535,"Welcome! If you need any help or information, please don't hesitate to ask.","Welcome! If you need any help or information, please don't hesitate to ask."
NPC_000539,"Hi there, I have a quest for you!","Hi there, I have a quest for you!"
NPC_000540,Welcome to Madrigal. You look lost! Is there anything I can help you with?,Welcome to Madrigal. You look lost! Is there anything I can help you with?
NPC_000541,"I am Is, and I am one of the guides in Flarine City. If you need any help or information, just ask me or my twin sisters!","I am Is, and I am one of the guides in Flarine City. If you need any help or information, just ask me or my twin sisters!"
NPC_000542,"There are several of us throughout Flarine and we all look alike so try not to get confused, tee hee! We confuse ourselves sometimes so it's alright if you do.","There are several of us throughout Flarine and we all look alike so try not to get confused, tee hee! We confuse ourselves sometimes so it's alright if you do."
NPC_000543,"Anyway, stop by and see me anytime if you need any help or information. That's what we're all here for!","Anyway, stop by and see me anytime if you need any help or information. That's what we're all here for!"
NPC_000544,"Flarine is the most beautiful city in Madrigal, in my humble opinion. It's always spring here and I love it. Just be careful of all the Masquerpets outside the city.","Flarine is the most beautiful city in Madrigal, in my humble opinion. It's always spring here and I love it. Just be careful of all the Masquerpets outside the city."
NPC_000545,"If you're going to explore the wilds of Flaris, make sure you stock up on supplies from one of our many vendors here before you leave. ","If you're going to explore the wilds of Flaris, make sure you stock up on supplies from one of our many vendors here before you leave. "
NPC_000546,"There are many shops in the city that sell everything from food and drink, to weapons and armor. Have a look around to see what we have available!","There are many shops in the city that sell everything from food and drink, to weapons and armor. Have a look around to see what we have available!"
NPC_000547,"You can also purchase exotic items from the many private shops in the area. These shops are usually run by other adventurers, such as yourself.","You can also purchase exotic items from the many private shops in the area. These shops are usually run by other adventurers, such as yourself."
NPC_000548,People from all over Madrigal visit this city every day to shop and enjoy the sights. It is so beautiful here. Is there anything else I can assist you with? ,People from all over Madrigal visit this city every day to shop and enjoy the sights. It is so beautiful here. Is there anything else I can assist you with? 
NPC_000549,"If your Health Points (HP) reach zero, you will die. Not to worry, though, you have several options when this happens.","If your Health Points (HP) reach zero, you will die. Not to worry, though, you have several options when this happens."
