Key,English,Italian
TEXTCLIENT_ON_EVENT,The '%s' event is underway! Visit %s for event details!,L'evento '%s' è in corso! Visita %s per i dettagli dell'evento!
TEXTCLIENT_ON_EVENT_DESC,The '%s' event is underway! %s,L'evento '%s' è in corso! %s
TEXTCLIENT_START_EVENT,The '%s' event has just started. Visit %s for event details!,L'evento '%s' è appena iniziato. Visitate %s per i dettagli dell'evento!
TEXTCLIENT_START_EVENT_DESC,The '%s' event has just started. %s,L'evento '%s' è appena iniziato. %s
TEXTCLIENT_END_EVENT,The '%s' event is over.,L'evento '%s' è terminato.
TEXTCLIENT_ARENA_DISABLED,Arena is not available on this channel.,L'Arena non è disponibile su questo canale.
TEXTCLIENT_CREATEMON_F_15,Summoning should be used on players that are 15 meters or closer to you.,L'evocazione deve essere utilizzata su giocatori che si trovano a 15 metri o più vicini a voi.
TEXTCLIENT_CREATEMON_F_AREA,You can not summon there.,Non è possibile evocare lì.
TEXTCLIENT_CREATEMON_S,You have summoned %s.,Hai evocato %s.
TEXTCLIENT_PRIORITYSUMMONMOB,This monster was summoned by %s. You cannot attack it.,Questo mostro è stato evocato da %s. Non è possibile attaccarlo.
TEXTCLIENT_CREATEMON_LIMIT,You cannot summon anymore monsters. Please wait and try again.,Non puoi evocare altri mostri. Attendere e riprovare.
TEXTCLIENT_GETPKPOINT,You recovered your Karma points by %d.,Hai recuperato i punti Karma di %d.
TEXTCLIENT_DECPKPOINT,%d Karma points have been reduced.,%d Punti karma sono stati sottratti.
TEXTCLIENT_PK_MARKETNOUSE,You cannot use stores if your Karma grade is Vicious.,Non puoi utilizzare i negozi se il proprio grado di Karma è Demoniaco.
TEXTCLIENT_PKDEAD,You have been slain by %s.,Sei stato ucciso da %s.
TEXTCLIENT_GETFAMEPOINT,You gained %d fame points.,Hai guadagnato %d punti fama.
TEXTCLIENT_DECFAMEPOINT,You lost %d fame points.,Hai perso %d punti fama.
TEXTCLIENT_BANKWRONGPASS,Wrong password. Please try again.,Password errata. Riprovare.
TEXTCLIENT_BANKFULL,The bank is full.,La banca è piena.
TEXTCLIENT_PK_LEVEL_GAP,Unable to duel. Level gap is more than 30.,Impossibile duellare. Il divario di livello è superiore a 30.
TEXTCLIENT_PK_SAFETY_NO,You cannot duel in a safety zone.,Non si può duellare in una zona di sicurezza.
TEXTCLIENT_PK_SAME_NO,You can duel only if the other player is in the same place as you.,Si può duellare solo se l'altro giocatore si trova nella tua stessa zona.
TEXTCLIENT_PK_CHANGEJOB_NO,You can only duel after your 1st job-change.,Si può duellare solo dopo il primo cambio di mestiere.
TEXTCLIENT_PK_PARTY_LIMIT,You cannot duel with party members.,Non si può duellare con i membri del gruppo.
TEXTCLIENT_PK_MODE_REJECT,The other player is in duel rejection mode.,L'altro giocatore è in modalità di rifiuto del duello.
TEXTCLIENT_DUELNO,%s refused to duel.,%s ha rifiutato di duellare.
TEXTCLIENT_DUELSTART,Duel with %s started!,Il duello con %s è iniziato!
TEXTCLIENT_DUELCANCEL,The duel has been cancelled.,Il duello è stato annullato.
TEXTCLIENT_PK_NO_IPARTYLEADER,You are not the Party leader.,Non sei il Leader del Gruppo.
TEXTCLIENT_PK_NO_UPARTYLEADER,The other member is not the Party leader.,L'altro membro non è il Leader del Gruppo.
TEXTCLIENT_PK_NO_DUEL,You cannot duel with the other player currently.,Al momento non puoi duellare con l'altro giocatore.
TEXTCLIENT_PDSTART,Duel has started with %s party.,Il duello è iniziato con il gruppo %s.
TEXTCLIENT_PVPLEAVE,"Party duel mode of %s was finished. If you join duel again, you will be penalized according to PK rules.","La modalità duello di gruppo di %s è terminata. Se ti unisci di nuovo al duello, sarai penalizzato secondo le regole PK."
TEXTCLIENT_PDCANCEL,Duel has been cancelled.,Il duello è stato annullato.
TEXTCLIENT_PDVICTORY,You won the party duel.,Hai vinto il duello di party.
TEXTCLIENT_PDLOSE,You lost the party duel.,Hai perso il duello di party.
TEXTCLIENT_DONOTUSE_SHOP,You cannot use that item while using Hair Stylist or Plastic Surgeon.,Non puoi utilizzare quest'oggetto mentre usi il Parrucchiere o il Chirurgo Plastico.
TEXTCLIENT_CASHSHOP_NOACCOUNT,You cannot use the Flyff Shop without account. Please link an account.,Non puoi utilizzare il Negozio Flyff senza un account. Per favore collegati con un account.
TEXTCLIENT_CASHSHOP_INVALIDPRODUCT,This product is invalid.,Questo prodotto è invalido.
TEXTCLIENT_CASHSHOP_SERVEROFFLINE,Cannot use Flyff Shop because the server is offline.,Non puoi utilizzare il Negozio Flyff perchè i server sono offline.
TEXTCLIENT_CASHSHOP_LACKCASH,You don't have enough money to purchase the item. Reload your account before purchasing.,Non hai abbastanza soldi per comprare quest'oggetto. Aggiorna il tuo account prima di acquistare.
TEXTCLIENT_CASHSHOP_PURCHASEEXCEED,You reached the maximum amount of purchases per character for this product.,Hai raggiunto il numero massimo di acquisti per personaggio per questo prodotto.
TEXTCLIENT_CASHSHOP_UNKNOWNERROR,"Unknown error, please try again.","Errore sconosciuto, si prega di riprovare."
TEXTCLIENT_CASHSHOP_PURCHASESUCCESS,Thank you for your purchase! If the inventory is full please make room and login again to receive the item.,Grazie per il tuo acquisto! Se il tuo inventario è pieno per favore libera uno spazio e rilogga per ricevere l'oggetto comprato.
TEXTCLIENT_CASHSHOP_INVALIDPLAYER,The player is invalid and cannot use Flyff Shop.,Il Giocatore risulta non valido e non può usare il Negozio Flyff.
TEXTCLIENT_CASHSHOP_TIMEOVER,The operation is taking too much time. Please try again.,L'operazione sta richiedendo troppo tempo. Per favore riprova.
TEXTCLIENT_FATHER,#cff0000ff I am your father!#nc,#cff0000ff Sono tuo padre!#nc
TEXTCLIENT_MOTHER,#cff0000ff I am your mother!#nc,#cff0000ff Sono tua madre!#nc
TEXTCLIENT_COMNOHAVECOM,Cannot cancel because you do not belong to a guild.,Non puoi annullare perché non appartieni a una gilda.
TEXTCLIENT_COMDELNOKINGPIN,Only the guild leader can disband the guild.,Solo il capo della gilda può dismetterla.
TEXTCLIENT_GUILDWARREQLV6,Your guild level has to be higher than 5 to declare a guild duel.,Il tuo livello di gilda deve essere superiore a 5 per dichiarare un duello di gilda.
TEXTCLIENT_GUILDWARSTILLNOWAR,Unable to declare war during guild duel.,Impossibile dichiarare guerra durante il duello di gilda.
TEXTCLIENT_GUILDWARNOTHINGGUILD,That Guild does not exist.,Questa gilda non esiste.
TEXTCLIENT_GUILDWAROTHERLV6,Unable to declare a guild duel. Opposing guild level is below 6.,Impossibile dichiarare un duello di gilda. Il livello della gilda avversaria è inferiore a 6.
TEXTCLIENT_GUILDWARMASTEROFF,The opposing Guild Leader is offline.,Il Capo della Gilda avversaria è offline.
TEXTCLIENT_GUILDWARMEMBER10,The opposing guild must have at least 10 members.,La gilda avversaria deve avere almeno 10 membri.
TEXTCLIENT_GUILDWAROTHERWAR,The other guild is already participating in a guild duel.,L'altra gilda sta già partecipando a un duello di gilda.
TEXTCLIENT_GUILDWARDECLINED,Opposing guild leader declined the duel.,Il capo della gilda avversaria ha rifiutato il duello.
TEXTCLIENT_GUILDWARNOFINDGUILD,Cannot find the guild that declared a guild duel.,Non è stato possibile trovare la gilda che ha dichiarato un duello di gilda.
TEXTCLIENT_PK_NOFLIGHT_DURING,You cannot duel when only one player is flying.,Non puoi duellare quando solo un giocatore sta volando.
TEXTCLIENT_GUILDWARERRORDUEL,You cannot duel during a guild duel.,Non si può duellare durante un duello di gilda.
TEXTCLIENT_GUILDWARSTART,A guild duel has started between %s Guild and %s Guild.,È iniziato un duello tra la Gilda %s e la Gilda %s.
TEXTCLIENT_GUILDWARSTILL,A guild duel between %s Guild and %s Guild is in progress.,È in corso un duello tra la gilda %s e la gilda %s.
TEXTCLIENT_GUILDWARDOING,You are at war with another guild.,Siete in guerra con un'altra gilda.
TEXTCLIENT_SHOUTAGREE,Shout messages allowed,Sono consentiti i messaggi grido
TEXTCLIENT_SHOUTREFUSE,Shout messages refused,Messaggi grido rifiutati
TEXTCLIENT_GUILDWARWIN_MASTER,A Guild Leader has been killed!,Un Capo di Gilda è stato ucciso!
TEXTCLIENT_GUILDWARWIN_GIVEUP,Victory! Opponent guild has conceded.,Vittoria! La gilda avversaria si è arresa.
TEXTCLIENT_GUILDWARWIN_TIMEUP,Victory by default!,Vittoria per default!
TEXTCLIENT_GUILDWARWIN_KILLNUM,Victory due to number of opponents killed!,Vittoria per numero di avversari uccisi!
TEXTCLIENT_GUILDWARWIN,The guild duel between %s and %s has finished. The Guild %s has won. %s.,Il duello di gilda tra %s e %s è terminato. La Gilda %s ha vinto. %s.
TEXTCLIENT_GUILDWARPEACE,%s and %s have agreed to a truce.,%s e %s hanno concordato una tregua.
TEXTCLIENT_GUILDWARDRAW,The guild duel between %s and %s resulted in a tie.,Il duello di gilda tra %s e %s si è concluso con un pareggio.
TEXTCLIENT_GUILDWARNOETC,You are either not participating in a guild duel or have already given up.,O non stai partecipando a un duello di gilda o hai già rinunciato.
TEXTCLIENT_GUILDWARGIVEUP,%s of %s Guild has given up.,%s della Gilda %s si è arreso.
TEXTCLIENT_GUILDWARPEACEDECLINED,Opposing guild declined the truce.,La gilda avversaria ha rifiutato la tregua.
TEXTCLIENT_GUILDWARDEAD,"A warrior of %s Guild, %s, has been killed.","Un guerriero della Gilda %s, %s, è stato ucciso."
TEXTCLIENT_DISGUISE_DNT_WING,You cannot use a Trans and Glow item at the same time.,Non puoi utilizzare contemporaneamente un oggetto Trans e un oggetto Glow.
TEXTCLIENT_NOTUSESKILL_ITEMUSE,You used the same item earlier. Try again after its effects have worn off.,Hai usato lo stesso oggetto in precedenza. Riprova dopo che i suoi effetti si sono esauriti.
TEXTCLIENT_COUPLERING_ERR01,You have engraved the name '%s' on this ring. Give it to your sweetheart!,Su questo anello avete inciso il nome '%s'. Regalalo alla tua dolce metà!
TEXTCLIENT_COUPLERING_CARVE,An engraving reads '%s'. Give it to your sweetheart!,Un'incisione recita '%s'. Regalalo alla tua dolce metà!
TEXTCLIENT_COUPLERING_NOTONLINE,The player with the name engraved on this ring is offline.,Il giocatore con il nome inciso su questo anello non è online.
TEXTCLIENT_COUPLERING_ERR02,You can not teleport to %s from here.,Non puoi teletrasportarti a %s da qui.
TEXTCLIENT_COUPLERING_ERR03,You can not teleport to a player who is flying.,Non si può andare da chi sta volando.
TEXTCLIENT_RANDOMSCROLL_ERROR,This item can only be used on applicable weapons and armor.,Questo oggetto può essere utilizzato solo su armi e armature applicabili.
TEXTCLIENT_RANDOMSCROLL_CONFIRM,Do you want to apply a random stat upgrade to the following item?\n%s,Vuoi applicare un potenziamento casuale delle statistiche al seguente oggetto?\n%s
TEXTCLIENT_RANDOMSCROLL_CONFIRM1,This will overwrite the previous random stat upgrade that was applied. Do you want to continue?,In questo modo si sovrascrive il precedente aggiornamento casuale delle statistiche che era stato applicato. Volete continuare?
TEXTCLIENT_RANDOMSCROLL_SUCCESS,%s has been enchanted with %s +%d.,%s è stato incantato con %s +%d.
TEXTCLIENT_STATE_NOTUSE,You cannot use %s,Non puoi utilizzare %s
TEXTCLIENT_TRADE_NOTUSE,Trading,Scambio
TEXTCLIENT_TRADE_NOTUSE1,Because the person is trading.,Perché la persona fa trading.
TEXTCLIENT_DIE_NOTUSE,If the person is dead,Se la persona è morta
TEXTCLIENT_DIE_NOTUSE1,Because the person is dead,Perché la persona è morta
TEXTCLIENT_VENDOR_NOTUSE,On opening a private shop,All'apertura di un negozio privato
TEXTCLIENT_VENDOR_NOTUSE1,Because the person is on opening a private shop,Perché la persona sta aprendo un negozio privato
TEXTCLIENT_ATTACK_NOTUSE,In Combat,In Combattimento
TEXTCLIENT_ATTACK_NOTUSE1,Because the person is in combat.,Perché la persona è in combattimento.
TEXTCLIENT_FLY_NOTUSE,On flying,In volo
TEXTCLIENT_FLY_NOTUSE1,Because the person is flying.,Perché la persona sta volando.
TEXTCLIENT_DUEL_NOTUSE,In Duel,In Duello
TEXTCLIENT_DUEL_NOTUSE1,Because the person is in duel.,Perché la persona è in duello.
TEXTCLIENT_GAME_EVENT_WORLD_NOTUSE,In event area,Nell'area evento
TEXTCLIENT_PRISON_WORLD_NOTUSE,In Kebaras,A Kebaras
TEXTCLIENT_SUMMON_FRIEND_MY_NOUSE,You can not use item to yourself.,Non puoi utilizzare l'oggetto per se stessi.
TEXTCLIENT_SUMMONFRIEND_NOUSER,%s is offline.,%s non è online.
TEXTCLIENT_SUMMONFRIEND_NOTFRIEND,This player is not your friend or is blocked.,Questo giocatore non è tuo amico o è bloccato.
TEXTCLIENT_STATE_NOTSUMMON,You cannot summon %s,Non puoi evocare %s
TEXTCLIENT_STATE_NOTSUMMONOK,You cannot accept %s,Non puoi accettare %s
TEXTCLIENT_WORLD_NOTUSE,Because you are in different areas,Perché siete in aree diverse
TEXTCLIENT_DUNGEON_NOTUSE,Because you are in a dungeon,Perché sei in una caverna
TEXTCLIENT_SUMMONFRIEND_CONFIRM,You have asked to summon %s,Hai chiesto di convocare %s
TEXTCLIENT_SUMMON_FRIEND_CANCEL,%s has cancelled the summon.,%s ha annullato la convocazione.
TEXTCLIENT_SUMMONFRIEND_NOITEM,You don't have %s. You cannot summon %s.,Non hai %s. Non puoi evocare %s.
TEXTCLIENT_SUMMON_SUCCESS1,You are summoned to %s,Sei stato convocato a %s
TEXTCLIENT_SUMMON_SUCCESS,%s is summoned,%s è convocato
TEXTCLIENT_SUMMONPARTY_NOTTIME,You can not go.,Non puoi andare.
TEXTCLIENT_TROUPECREATE,Only the party leader can use this function.,Solo il leader del gruppo può utilizzare questa funzione.
TEXTCLIENT_ITEM_TRANSY,This item is not available. Please input another item.,Quest'oggetto non è disponibile. Si prega di inserirne un altro.
TEXTCLIENT_ITEM_TRANSY_NOT_LEVEL,Only %d-%d level items are usable.,Solamente oggetti dal %d al %d sono utilizzabili.
TEXTCLIENT_ITEM_TRANSY_SUCCESS,The change from %s to %s was successful.,Il passaggio da %s a %s è riuscito.
TEXTCLIENT_GUILDCREATE,Only the guild master can use this function.,Solo il leader della gilda può usare questa funzione.
TEXTCLIENT_CHANGENAME,Player name successfully changed.,Nome del giocatore cambiato con successo.
TEXTCLIENT_MAP_MARK_MAX_NUMBER,You can't save your position any more. Please arrange your saved postion first and try again.,Non puoi più salvare la tua posizione. Trova prima la tua posizione salvata e riprova.
TEXTCLIENT_UPGRADE_ERROR_NOUNICK,You cannot upgrade a unique item.,Non puoi migliorare un oggetto unico.
TEXTCLIENT_NOTEQUALELEM,The attribute of %s and the applied attribute of the item are not the same.,L'attributo di %s e l'attributo dell'elemento inserito non sono gli stessi.
TEXTCLIENT_NOTELEMENT,The attribute has not been applied to the selected item. Please finish the attribute refining first.,L'attributo non è stato applicato all'oggetto selezionato. Completa prima la raffinazione dell'attributo.
TEXTCLIENT_ALREADYELEM,Charge attribute has already been applied.,Il cambio di attributo è già stato applicato.
TEXTCLIENT_REMOVEELEMENT,The attribute of the selected item has been deleted.,L'attributo dell'oggetto selezionato è stato eliminato.
TEXTCLIENT_CHATSAMETEXT,Unable to enter the same sentence twice in a row.,Impossibile inserire la stessa frase due volte di seguito.
TEXTCLIENT_ERROR_CHATTING_1,The last message could not be transmitted due to chat spam limitations.,Non è stato possibile trasmettere l'ultimo messaggio a causa delle limitazioni sullo spam nella chat.
TEXTCLIENT_ERROR_CHATTING_3,Currently your chat has been blocked.(Remaining: %d minute %d second),La tua chat è stata bloccata.(Rimanente: %d minuti %d secondi)
TEXTCLIENT_LIMIT_SHOUT,Shouting is only allowed 5 times per 60 seconds.,È consentito urlare solo 5 volte ogni 60 secondi.
TEXTCLIENT_LIMIT_FULL_SHOUT,Shouting with Full Shout is only allowed once every 2 minutes.,L'urlo con l'Urlo Assoluto è consentito solo una volta ogni 2 minuti.
TEXTCLIENT_GUILDCOMBAT_NOT_GUILD_LEADER,You are not in a guild or are not the Guild Master.,O non hai una gilda o non sei il leader della gilda.
TEXTCLIENT_GUILDCOMBAT_REQUESTEND,Guild Siege is closed.,L'Assedio alla Gilda è chiuso.
TEXTCLIENT_GUILDCOMBAT_REQUEST_LEVEL,Your guild must be at least level %d to apply for the Guild Siege.,Il tuo livello di gilda deve essere almeno %d per poterti candidare all'assedio.
TEXTCLIENT_GUILDCOMBAT_REQUEST_BASEPENYA,It will cost you at least %d Penya to apply to the siege.,L'applicazione all'assedio costerà almeno %d penya
TEXTCLIENT_GUILDCOMBAT_REQUEST_PENYA,It will cost you %d Penya to apply to the siege.,L'applicazione all'assedio costerà almeno %d penya
TEXTCLIENT_GUILDCOMBAT_REQUEST_NOTPENYA,You can apply to the guild siege if you have the required Penya.,Puoi candidarti all'assedio della gilda se hai i Penya richiesti.
TEXTCLIENT_GUILDCOMBAT_APP_CONFIRM,Your previous bid was %d Penya. You have added %d Penya to increase your bid.,Prima hai chiesto %d penya. E poi ha chiesto altri %d penya.
TEXTCLIENT_GUILDCOMBAT_REQUEST_GUILDCOMBAT,You have successfully applied to the Guild Siege.,Avete fatto domanda per l'assedio della gilda. È possibile organizzare l'ingresso della gilda a partire dalle 17:00 (PST) di ogni sabato.
TEXTCLIENT_GUILDCOMBAT_APP,Registration for Guild Siege has finished.,La registrazione per l'assedio della gilda è terminata.
TEXTCLIENT_GUILDCOMBAT_NOT_USE,You cannot use it right now.,Non puoi utilizzarlo in questo momento.
TEXTCLIENT_GUILDCOMBAT_NOTAPP,You did not apply for the Guild Siege.,Non ti sei registrato per l'Assedio della Gilda.
TEXTCLIENT_GUILDCOMBAT_EXPENSE_RETURN,The application fee has been refunded.,La quota di iscrizione viene rimborsata se non si riesce a partecipare all'assedio della gilda.
TEXTCLIENT_GUILDCOMBAT_CANCEL,Your guild's application for the Guild Siege has been canceled.,L'assedio della gilda a cui ti sei unito è stato annullato.
TEXTCLIENT_GC_CANCELREQUEST,Guild Siege Application Refund,Rimborso Penya
TEXTCLIENT_GC_CANCELREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application has been canceled, and the application fee has been refunded. Please note that a 20% commission has been deducted.\nHave a nice day!",Salve. Sono un manager di gilda di nome Donaris.\nLe restituirò il denaro a causa della sua cancellazione. Ho detratto il 20% come commissione.\nBuona giornata!
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT,Today's Guild Siege will not be held due to lack of participants.,L'Assedio della Gilda di oggi non avrà luogo a causa della mancanza di partecipanti.
TEXTCLIENT_GUILDCOMBAT_ENJOY,Have a good day!,Buona giornata!
TEXTCLIENT_GUILDCOMBAT_JOIN_OK,You have qualified to enter the Guild Siege. Please complete your lineup setup in Flarine.,Ti sei qualificato per partecipare all'Assedio della Gilda. Completa la configurazione della tua formazione su Flarine.
TEXTCLIENT_GUILDCOMBAT_JOIN_CANCEL,"You did not qualify for this Guild Siege. Please try again next week. After the Guild Siege ends, you may reclaim the application fee in Flarine.","Non sei qualificato per questo Assedio della Gilda. Riprova la settimana dopo. Al termine dell'Assedio della Gilda, potrai recuperare la quota di iscrizione in Flarine."
TEXTCLIENT_GUILDCOMBAT_OPEN_READY_MSG,The Guild Siege will begin soon. You will be automatically teleported to Flaris after %d seconds.,L'Assedio della Gilda inizierà presto. Sarete teletrasportati automaticamente a Flaris dopo %d secondi.
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG,You can now enter the Guild Siege arena through Franky in Flarine.,"D'ora in poi, Franky a Flarine potrà farvi entrare nell'arena Assedio della Gilda."
TEXTCLIENT_GUILDCOMBAT_NOW_PLAYER_MAKEUP,You can now set up the Guild Siege lineup.,"D'ora in poi, è possibile organizzare la partecipazione all'assedio della gilda."
TEXTCLIENT_GUILDCOMBAT_PLAYER_MAKEUP_FINISH,Lineup Setup Ends In,È tempo di organizzare lo schieramento e di prepararsi all'Assedio della Gilda.
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE,Combat Starts In,Combat Starts In
TEXTCLIENT_GUILDCOMBAT_WAR_END,Combat Ends In,Termina il combattimento
TEXTCLIENT_GUILDCOMBAT_EXIT_MSG,Teleporting to Flarine,Teletrasporto a Flaris
TEXTCLIENT_GUILDCOMBAT_JOIN_NOW,You can now enter the Guild Siege.,La modalità Assedio della Gilda è ora disponibile.
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP,You cannot edit the lineup at this time.,"Per ora, non puoi cambiare una partecipazione."
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP_FAIL,Your guild did not apply for the Guild Siege or was not accepted.,"Non ti sei iscritto all'assedio della gilda, oppure non sei stato accettato a partecipare."
TEXTCLIENT_GUILDCOMBAT_SELECTION_MAX,The number %d of people was exceeded.,È stato superato il numero %d di persone.
TEXTCLIENT_GUILDCOMBAT_LIMIT_LEVEL_NOTICE,You should be over level %d for an entry.,Dovresti superare il livello %d per entrare.
TEXTCLIENT_GUILDCOMBAT_ALREADY_ENTRY,Be registered. Register again.,Registrati. Registrarsi di nuovo.
TEXTCLIENT_GUILDCOMBAT_MASTER_NOT_ASSIGN_DEFENDER,The Guild Master cannot be assigned as the Defender.,Il Capo Gilda non può essere un difensore.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_MASTER,There is no Guild Master or Kingpin in the lineup.,Non c'è un boss o un capo gilda nell'iscrizione.
TEXTCLIENT_GUILDCOMBAT_NOT_ASSIGN_DEFENDER,No Defender has been assigned. Please select a Defender.,Non c'è nessun difensore. Selezionare un difensore.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_PLAYER,No participants have been selected. Please select participants.,Non c'è nessun partecipante. Selezionare il partecipante.
TEXTCLIENT_GUILDCOMBAT_ENTER,The Guild Siege is now open.,L'assedio della gilda si tiene per questa settimana.
TEXTCLIENT_GUILDCOMBAT_NOT_JOIN,Please join after a while.,Si prega di unirsi fra poco.
TEXTCLIENT_GUILDCOMBAT_NOT_OPEN,Preparations underway.,Preparativi in corso.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_VAGRANT,Vagrants are not eligible for the Guild Siege. Please try again after your first job change.,Un vagrant non è idoneo per l'Assedio della Gilda. Riprova dopo il primo cambio di classe.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_SPECIALIST,A character with third class is not eligible for Lv165 guild siege.,A character with third class is not eligible for Lv165 guild siege.
TEXTCLIENT_GUILDCOMBAT_WELCOME,Welcome to the Guild Siege.,Benvenuti all'Assedio della Gilda.
TEXTCLIENT_GUILDCOMBAT_ZOOM_USE,You can zoom the camera using the [Scroll Lock] key.,È possibile zoomare con la telecamera premendo il tasto [Blocco scorrimento].
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_MASTER,You are the Guild Master! Defeating the Defender grants 1 bonus point.,"Sei il capo della gilda! Sconfiggendo il difensore, otterrete un bonus."
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_DEFENDER,"You are the Defender! If you are defeated, the enemy gains 1 bonus point.","Sei un difensore! Se il nemico vi sconfigge, otterrà un bonus."
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_GENERAL,Defeat your opponents for the glory of your guild! Defeating the Defender grants 1 bonus point.,"Sconfiggi il tuo avversario per la gloria della tua gilda! Sconfiggendo il difensore, otterrete un bonus."
TEXTCLIENT_GUILDCOMBAT_MASTER_MAP,You have entered the Guild Siege combat area!,"Congratulazioni, hai ottenuto la mappa della gilda!"
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE2,Combat will begin after the Preparation Phase. Prepare for battle!,Il combattimento inizia subito dopo la manutenzione del server. Preparati alla guerra!
TEXTCLIENT_GUILDCOMBAT_WAR,Start Combat,Inizio del combattimento
TEXTCLIENT_GUILDCOMBAT_POINT_MASTER,The Guild Master has gained %d points!,Il capo gilda ha ottenuto %d!
TEXTCLIENT_GUILDCOMBAT_POINT_GENERAL,Your guild has gained %d points!,La tua gilda ha ottenuto %d!
TEXTCLIENT_GUILDCOMBAT_POINT_DEFENDER,Your defender is dead! %s guild has gained an extra point!,Il tuo difensore è morto! La gilda %s ha guadagnato punti!
TEXTCLIENT_GUILDCOMBAT_POINT_REVIVAL,You gained %d resurrection points!,You gained %d resurrection points!
TEXTCLIENT_GUILDCOMBAT_WRONG_CHANNEL,You must be connected on Channel 1 to enter the Guild Siege.,Per accedere all'Assedio della Gilda è necessario essere collegati al Canale 1.
TEXTCLIENT_GUILDCOMBAT_END,The Guild Siege has ended.,L'Assedio della Gilda è terminato.
TEXTCLIENT_GUILDCOMBAT_WINNER,This week's winning guild: %s.,La gilda vincitrice di questa settimana: gilda %s.
TEXTCLIENT_GUILDCOMBAT_WINNER1,MVP: %s.,L'MVP è %s.
TEXTCLIENT_GUILDCOMBAT_WINNER2,Congratulations!,Congratulazioni!
TEXTCLIENT_GUILDCOMBAT_JOIN_LIMIT_TIME,Entry Phase Ends In,Limite di tempo
TEXTCLIENT_GUILDCOMBAT_NOT_INVITATION_GUILD,You can not invite someone to the guild while in Guild Siege.,Non puoi invitare qualcuno nella gilda mentre si è in un Assedio della Gilda.
TEXTCLIENT_GUILDCOMBAT_NOT_DISSOLVE_GUILD,You can disband a guild that has applied for a Guild Siege.,È possibile sciogliere una gilda che ha richiesto un Assedio della Gilda.
TEXTCLIENT_GUILDCOMBAT_NOT_LEAVE_GUILD,You can not quit from a guild while in Guild Siege.,Non puoi abbandonare una gilda durante l'Assedio della Gilda.
TEXTCLIENT_GUILDCOMBAT_NO_MEMBER,Unable to use the member management function during Guild Siege.,Impossibile utilizzare la funzione di gestione dei membri durante l'Assedio della Gilda.
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_LOGO,You cannot change your guild logo during Guild Siege.,Non puoi cambiare il logo della gilda durante l'Assedio della Gilda.
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_NAME,You cannot change your guild name during Guild Siege.,Non puoi cambiare il nome della gilda durante l'Assedio della Gilda.
TEXTCLIENT_GUILDCOMBAT_NOT_WAR,Unable to declare war during Guild Siege.,Impossibile dichiarare guerra durante l'Assedio della Gilda.
TEXTCLIENT_EVENT_STANDS_NOTUSEITEM,You cannot use items during the event.,Non puoi utilizzare gli oggetti durante l'evento.
TEXTCLIENT_EVENT_STANDS_NOTUSESKILL,You cannot use skills during the event.,Non puoi utilizzare le abilità durante l'evento.
TEXTCLIENT_EVENT_STANDS_NOTENCHANT,You cannot enchant during the event.,Non puoi incantare durante l'evento.
TEXTCLIENT_EVENT_STANDS_NOTSHOUT,You cannot shout during the event.,Non si può gridare durante l'evento.
TEXTCLIENT_GUILDCOMBAT_NOT_GETITEM,That is unavailable during the Guild Siege.,Non è disponile durante l'Assedio della Gilda.
TEXTCLIENT_GC_NOTREQUEST,Guild Siege Application Refund,Rimborso per il fallimento di una gara d'appalto per l'assedio della gilda
TEXTCLIENT_GC_NOTREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application was unsuccessful, and the application fee has been refunded. Please note that a 2% commission has been deducted.\nWe hope to see you at the Guild Siege again.\nHave a nice day!",Salve. Sono un manager di gilda di nome Donaris.\nVi restituirò parte del vostro denaro. Ho detratto il 2% come commissione.\nSpero di rivedervi all'Assedio della Gilda.\nGrazie per il vostro interesse
TEXTCLIENT_GUILDCOMBAT_NOT_MVP,"You have already claimed the MVP reward, or you are not the MVP.",Avete già ricevuto il premio in denaro per l'MVP o non siete MVP.
TEXTCLIENT_GUILDCOMBAT_JACKPOT_LIMIT,The Penya reward could not be delivered because it would exceed your inventory limit. Please contact a GM through helpshift to receive your reward. We apologize for the inconvenience.,"Poiché l'importo supera i penya dell'inventario dopo l'aggiunta del premio dell'assedio della gilda, si prega di chiedere di ottenere la vincita al GM sul sito web. Ci scusiamo per l'inconveniente."
TEXTCLIENT_GUILDCOMBAT_MVP_PENYA,You have received %d Penya as the MVP. Congratulations!,Hai ricevuto %d penya come MVP. Congratulazioni!
