Key,English,Italian
UI_TOOLTIP_COMBO_TYPE,Combo: %s,Combo: %s
UI_TOOLTIP_COMBO_STEP,Starter,Passo
UI_TOOLTIP_COMBO_CIRCLE,Link,Cerchio
UI_TOOLTIP_COMBO_FINISH,Finisher,Fine
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d,Danno base: %d ~ %d
UI_TOOLTIP_DMG_MUL,Damage Multiplier: %.2f,Damage Multiplier: %.2f
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling,Scalabilità Attacco
UI_TOOLTIP_SCALE_HEAL,Heal Scaling,Scalabilità Cura
UI_TOOLTIP_SCALE_TIME,Time Scaling,Scalabilità Tempo
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling,Dic. Scala dei tempi di ricarica
UI_TOOLTIP_SCALE_PARAM,Scaling,Scalabilità
UI_TOOLTIP_SCALE_PARAM_PER,per,per
UI_TOOLTIP_SCALE_PARAM_MAX,max,max
UI_TOOLTIP_PVP,PvP,PvP
UI_TOOLTIP_PVE,PvE,PvE
UI_TOOLTIP_AROUND,Around,Intorno
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,Guarigione base: %d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,Guarigione MP base: %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,Guarigione FP base: %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,Ora di base: %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PvP & Giants),/ %.2d:%.2d (PVP e Giganti)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,Probabilità: %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PvP & Giants),/ %d%% (PVP & Giganti)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Probabilità di Abbattimento: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,Tempo di ricarica: %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PvP),/ %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PvP),Tempo di ricarica: %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(Dopo la scadenza)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,Tempo di lancio: %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,Tempo di ricarica: %.2d:%.2d
UI_NEWCHAR_FACE,Face,Volto
UI_NEWCHAR_HAIR,Hair,Capelli
UI_NEWCHAR_HAIR_COLOR,Hair Color,Colore dei capelli
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press Scroll Lock to cycle zoom levels.,Zoom %dX. Premere il tasto Bloc Scorr per attivare/disattivare.
UI_KEYBIND_CHAR_CONTROL,Movement Keys,Tasti di movimento
UI_KEYBIND_MOVE_FORWARD,Move Forward,Avanti
UI_KEYBIND_MOVE_BACKWARD,Move Backward,Indietro
UI_KEYBIND_TURN_LEFT,Turn Left,Girare a sinistra
UI_KEYBIND_TURN_RIGHT,Turn Right,Girare a destra
UI_KEYBIND_JUMP,Jump,Saltare
UI_KEYBIND_WALK,Toggle Run/Walk,Attiva/Disattiva corsa/camminata
UI_KEYBIND_SKILL_COMBO,Action Slot,Slot Azione
UI_KEYBIND_CLEAR_TARGET,Clear Target,Bersaglio chiaro
UI_KEYBIND_TRACE_TARGET,Follow Target,Segui bersaglio
UI_KEYBIND_SELECT_TARGET,Cycle Targets (PvP),Seleziona bersaglio PVP
UI_KEYBIND_APPLETS,Windows,Finestre
UI_KEYBIND_CAMERA,Camera Controls,Controllo Camera
UI_KEYBIND_CAMERA_LEFT,Rotate Left,Ruota a sinistra
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,Ruota a destra
UI_KEYBIND_CAMERA_UP,Rotate Up,Ruota verso l'alto
UI_KEYBIND_CAMERA_DOWN,Rotate Down,Ruota verso il basso
UI_KEYBIND_ZOOM_IN,Zoom In,Avvicina
UI_KEYBIND_ZOOM_OUT,Zoom Out,Allontana
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,Attiva/disattiva zoom
UI_KEYBIND_TASKBAR,Taskbar Functions,Funzioni della Barra delle Applicazioni
UI_KEYBIND_TASKBAR_N,Taskbar %d,Barra delle Applicazioni %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,Slot della Barra delle Applicazioni %d
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,2° Slot della Barra %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,3° Slot della Barra %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,Barre delle Applicazioni Aggiuntive
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,Attiva/disattiva schermo intero
UI_KEYBIND_MAIN_MENU,Main Menu,Menu principale
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,Nascondi/Mostra interfaccia utente
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,Modalità screenshot
UI_KEYBIND_GAME,Game Functions,Funzioni di Gioco
UI_KEYBIND_NONE,Not Bound,Non vincolato
UI_KEYBIND_UNBIND,Unbind key,Sblocca la chiave
UI_KEYBIND_TITLE,Keys,Chiavi
UI_KEYBIND_RESET,Reset,Reimposta
UI_UPGRADECARD_TITLE,Upgrade Suit Socket Cards,Potenziamento Carte Socket Armatura
UI_UPGRADECARD_REGISTER,Insert suit cards.,Inserisci carte armatura.
UI_UPGRADECARD_INFO,Fuse 10 suit cards for a chance to get 1 higher-grade card.,Fusione di 10 carte materiale per ottenere 1 carta di grado superiore.
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reroll,Reroll Carte Socket Arma
UI_RESHUFFLECARD_REGISTER,Insert weapon cards to use as materials.,Inserisci carte arma come materiali.
UI_RESHUFFLECARD_INFO,Fuse 3 weapon cards to receive 1 card of the same grade.,Fusione di 3 carte materiale arma per ottenere 1 carta dello stesso grado.
UI_RESHUFFLECARD_CONFIRM,Rerolling will consume the material cards. Proceed?,Il reroll consumerà le carte materiale. Procedere?
UI_CONVERTSOULLINK_TITLE,Convert to Soul-Linked,Converti Legato all'Anima
UI_CONVERTSOULLINK_INFO,"The item will become soul-linked and can no longer be sold to NPCs. You can use this process to stack identical items that otherwise cannot be stacked due to differing properties. Note: Soul-linked items cannot be traded, and this action cannot be undone.",È possibile convertire l'oggetto in un tipo legato all'Anima.
UI_CONVERTSOULLINK_CONFIRM,This action cannot be undone.\nProceed?,L'oggetto convertito non può essere restituito. Vuoi continuare?
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,Questo oggetto non può essere convertito.
UI_GUILD_SCROLLGADD_CONFIRM,This scroll permanently increases your guild's member limit by 5. It only applies to your current guild and will not affect any guild you join later. Use it now?,"La pergamena aumenterà in modo permanente di 5 il numero di membri che puoi avere in una gilda. Se ti unisci a un'altra gilda, non avrà alcun effetto sulla nuova gilda. Confermi l'uso?"
UI_GUILD_TOOLTIP_EXP,EXP:,EXP:
UI_GUILD_TOOLTIP_GOLD,Penya:,Penya:
UI_GUILD_TOOLTIP_LEVEL,#bNext level: %d#nb,#bLivello successivo %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,Cambia Canale
UI_CHANGECHANNEL_MSG,Select channel:,Seleziona canale:
UI_REPORT_TITLE,Report,Segnalazione
UI_REPORT_PLAYER_LABEL,Player,Giocatore
UI_REPORT_REASON_LABEL,Reason,Motivo
UI_REPORT_MESSAGE_LABEL,Message,Messaggio
UI_REPORT_SEND,Send,Invia
UI_REPORT_REASON0,Botting,Botting
UI_REPORT_REASON1,Real money transfer,Trasferimento di denaro reale
UI_REPORT_REASON2,Cheating / hacking,Barare / hackerare
UI_REPORT_REASON3,Bad behavior,Cattivo comportamento
UI_REPORT_REASON4,Insults,Insulti
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,Sei sicuro di voler segnalare %s?\n\nL'uso improprio di questa funzione potrebbe comportare il blocco del tuo account.
UI_APP_ACHIEVEMENTS_TIP,View your achievements.,Visualizza il menu Obiettivi.
UI_ACHIEVEMENTS_TITLE,Achievements,Obiettivi
UI_ACHIEVEMENTS_GENERAL_TAB,General,Generale
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,Mostri
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,Materiali di Consumo
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,Titoli e Distintivi
UI_ACHIEVEMENTS_EVENTS_TAB,Events,Eventi
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,Tempo di gioco
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Login Streak,Serie di Accessi
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Login Rewards,Premi Accessi
UI_ACHIEVEMENTS_DESCRIPTION,Description,Descrizione
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.,Questo obiettivo è legato al tuo account.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.,Mostro/i da uccidere: %s.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETITEMS,Item(s) to use: %s.,Oggetto/i da usare: %s.
UI_ACHIEVEMENTS_REWARD,Reward List,Elenco dei Premi
UI_ACHIEVEMENTS_REWARD_TITLE,Title: #b%s#nb,Titolo: #b%s#nb
UI_ACHIEVEMENTS_REWARD_LEVEL,Level %d,Livello %d
UI_ACHIEVEMENTS_REWARD_CLAIMED,Claimed,Rivendicato
UI_ACHIEVEMENTS_REWARD_GOLD,Penya:,Penya:
UI_ACHIEVEMENTS_REWARD_ITEM,Item(s): %s,Oggetti: %s
UI_ACHIEVEMENTS_REWARD_ATK,Increased Attack against target(s): %d%%,Tasso di attacco sul bersaglio/i: %d%%
UI_ACHIEVEMENTS_PROGRESSION,Achievement Progress,Progressione
UI_ACHIEVEMENTS_CARD_LEVEL,Level %d,Livello %d
UI_ACHIEVEMENTS_CARD_BONUS,Attack +%s%%,Attacco +%s%%
UI_ACHIEVEMENTS_NOTITLE,(No Title),Nessun Titolo
UI_ACHIEVEMENTS_NOTITLE_DESCRIPTION,Hide your title.,Non mostrare alcun titolo.
UI_ACHIEVEMENTS_PVPTITLE,PvP Title,Titolo PVP
UI_ACHIEVEMENTS_PVPTITLE_CURRENT,"(Currently ""%s"")",(Attualmente “%s”)
UI_ACHIEVEMENTS_PVPTITLE_DESCRIPTION,Display your current PvP title.,Mostra il tuo titolo PVP attuale.
UI_ACHIEVEMENTS_TITLES_SELECT,Apply,Seleziona
UI_ACHIEVEMENTS_TITLES_FROM,Unlocked By,Da
UI_ACHIEVEMENTS_CLAIMBTN,Claim,Richiedi
UI_ACHIEVEMENTS_CLAIMTIP,Claim your rewards,Ricevi i tuoi premi!
UI_ACHIEVEMENTS_CLAIMTIP_RAND,Try your luck and see what you get today!,Gira la ruota! Sarai fortunato oggi?
UI_ACHIEVEMENTS_AVAILABLE,Available,Disponibile
UI_ACHIEVEMENTS_COMPLETED,This achievement has been completed!,Questo obiettivo è stato completato!
UI_TOOLTIP_PARTY_LEVEL,Required Party Level: %d,Livello di Gruppo Richiesto: %d
UI_TOOLTIP_PARTY_POINTS,Required Points: %d,Punti Richiesti: %d
UI_PARTY_PERMANENT_CONFIRM,This scroll will transform your party into a permanent party. Offline members will no longer be removed automatically. This scroll applies only to your current party and will not affect any party you create or join later. Use it now?,"I membri del tuo gruppo non verranno più espulsi automaticamente quando sono offline. Se crei o ti unisci a un altro gruppo, ciò non avrà alcun effetto sul nuovo gruppo. Confermi l'uso?"
UI_PARTY_PERMANENT,Permanent Party,Gruppo Permanente
UI_SEARCHPARTY_TITLE,Search Party,Cerca Gruppi
UI_SEARCHGUILD_TITLE,Search Guild,Cerca Gilda
UI_GROUPSEARCH,Search,Cerca
UI_TOOLTIP_TRANSMUTE,Transmutation:,Trasmutazione:
UI_TOOLTIP_RARITY,Rarity:,Rarità:
UI_TOOLTIP_RARITY_NORMAL,Common,Comune
UI_TOOLTIP_RARITY_RARE,Uncommon,Non comune
UI_TOOLTIP_RARITY_STRONG,Rare,Raro
UI_TOOLTIP_RARITY_UNIQUE,Unique,Unico
UI_TOOLTIP_RARITY_VERYRARE,Very Rare,Molto Raro
UI_TOOLTIP_RARITY_ULTIMATE,Ultimate,Ultimo
UI_WORLD_CASTING,Casting,Lancio
UI_WORLD_HARVESTING,Harvesting,Raccolta
UI_WORLD_OPENING,Opening,Apertura
UI_WORLD_CHARGING,Charging,Ricarica
UI_NAVIGATOR_LOCALTIME,Local Time,Ora Locale
UI_NAVIGATOR_SERVERTIME,Server Time,Ora Server
UI_NAVIGATOR_MADRIGALTIME,Madrigal Time,Ora Madrigal
UI_UPGRADESAFE_STOP,Stop,Ferma
UI_UPGRADESAFE_RESET,Reset,Reimposta
UI_UPGRADESAFE_MATERIAL_NORMAL,Power Dice,Dado di Potenza
UI_UPGRADESAFE_MATERIAL_ULTIMATE,Sunstone,Pietrasola
UI_UPGRADESAFE_MATERIAL_ELEMENT,Card,Carta
UI_UPGRADESAFE_COST,#b%s#nb per attempt,#b%s#nb per tentativo
UI_UPGRADESAFE_TARGET_PIERCING,Piercing Goal,Obiettivo di Perciamento
UI_UPGRADESAFE_TARGET,Upgrade Goal,Obiettivo di Potenziamento
UI_UPGRADESAFE_CURRENT_PIERCING,~Piercings~,~Percia~
UI_UPGRADESAFE_CURRENT,~Current Value~,~Valore Attuale~
UI_SEARCHGROUP_MODE_NO,Not Listed,Non reperibile
UI_SEARCHGROUP_MODE_CONFIRM,Requires Leader Approval,Approvazione del leader
UI_SEARCHGROUP_MODE_FREE,Open to Anyone,Partecipa liberamente
UI_GROUPSEARCH_REFRESH,Refresh,Aggiorna
UI_GROUPSEARCH_FILTER,Filter:,Filtro:
UI_GROUPSEARCH_SORT,Sort:,Ordina:
UI_GROUPSEARCH_PARTYNAME,Party Name,Nome del Gruppo
UI_GROUPSEARCH_GUILDNAME,Guild Name,Nome della Gilda
UI_GROUPSEARCH_LEADER,Leader,Capo
UI_GROUPSEARCH_MASTER,Master,Maestro
UI_GROUPSEARCH_LEVEL,Level,Livello
UI_GROUPSEARCH_MEMBERS,Members,Membri
UI_GROUPSEARCH_BUFFS,Buffs,Buff
UI_GROUPSEARCH_LEADERLEVEL,Leader Level,Livello Capo
UI_GROUPSEARCH_LEADERNAME,Leader Name,Nome Capo
UI_GROUPSEARCH_MASTERLEVEL,Master Level,Livello Maestro
UI_GROUPSEARCH_MASTERNAME,Master Name,Nome Maestro
UI_GROUPSEARCH_ALL,All,Tutti
UI_GROUPSEARCH_FRIENDS,Friend Leaders,Amici Capi
UI_GROUPSEARCH_STRANGERS,Non-Friend Leaders,Sconosciuti Capi
UI_GROUPSEARCH_MASTERFRIENDS,Friend Masters,Amici Maestri
UI_GROUPSEARCH_MASTERSTRANGERS,Non-Friend Masters,Sconosciuti Maestri
UI_GROUPSEARCH_JOIN,Join,Unisciti
UI_GROUPSEARCH_LEADERAPPROVAL,Your request must be approved by the leader.,La tua richiesta deve essere approvata dal Capo
UI_GROUPSEARCH_MASTERAPPROVAL,Your request must be approved by the master.,La tua richiesta deve essere approvata dal Maestro
UI_PARTY_JOINQUESTION,%s wants to join your party. Accept the request?,%s vuole unirsi al tuo gruppo. Accetti?
UI_GUILD_SEARCHNOTICE,Advertisement,Avviso di Cerca
UI_GUILD_SEARCHNOTICE_TIP,Setup your guild's notice in the Guild Finder,Imposta l'avviso nella Cerca della Gilda.
UI_DAMAGEMETER_RESET,Reset Damage Statistics,Reimposta Statistiche Danni
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d,Statistiche Danni %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No,Volo: No
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics,Mostra/nascondi Statistiche Danni
UI_SHOP_QUICK_SELL,Quick Sell,Vendita Rapida
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.,Vendi rapidamente una categoria di oggetti.
UI_SHOP_BUY_BACK,Buy Back,Riacquisto
UI_SHOP_BUY_BACK_TIP,Buy back items you recently sold by mistake.,Riacquista gli oggetti che hai venduto per errore di recente.
UI_SHOP_QUICK_SELL_CONFIRM,Sell,Vendi
UI_SHOP_QUICK_SELL_TOTAL,Total:,Totale:
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,Non Comune e Inferiore
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,Raro e Inferiore
UI_SHOP_QUICK_SELL_FOOD,Food,Cibo
UI_SHOP_QUICK_SELL_POTION,Potion,Pozione
UI_SHOP_BACK_TITLE,Buy back item,Riacquista oggetto
UI_SHOP_BACK_CONFIRM,Buy this item back for %s Penya?,Vuoi riacquistare l'oggetto per %s penya?
UI_TOOLTIP_BOWRANGE,Bow Range,Gamma di Arco
UI_TOOLTIP_SKILLUP,Skill Damage,Danno Abilità
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage,Danno Abilità 1v1
UI_TOOLTIP_HEALUP,Healing,Guarigione
UI_TOOLTIP_SKILLRANGE,Skill Range,Gamma di Abilità
UI_MAP_MENU,Menu,Menu
UI_MAP_MENU_TIP,Hide/Show the menu,Nascondi/Mostra il menu
UI_TOOLTIP_RESTOREUP,HP Restoration,HP Ripristino
UI_OPTION_FRAMERATE,FPS,FPS
UI_OPTION_FRAMERATE_TIP,Frames Per Second,Fotogrammi per Secondo
UI_OPTION_FRAMERATE_SYNC,VSync,VSync
UI_WORLD_FLY_EQUIP,Fly,Vola
UI_WORLD_FLY_UNEQUIP,Land,Atterra
UI_WORLD_PARTY,Party x%d,Gruppo x%d
UI_WORLD_BUFF,Buff x%d,Buff x%d
UI_QUESTGOAL_MOBILE,Quest,Missione
UI_INPUT_NUMBER,Input a number,Inserisci un numero
UI_SKILL_CLOSED,Closed,Chiuso
UI_SKILL_POINT_COST,Point Cost,Costo in punti
UI_SKILL_ADD_COMBO,Add to Combo,Aggiungi alla combo
UI_SKILL_COMBO,Combo Bar,Barra Combo
UI_CASHSHOP_PENYA_ONLY,Penya Only,Solo Penya
UI_CASHSHOP_PENYA,Penya,Penya
UI_CASHSHOP_PENYA_VIP,Penya (VIP),Penya (VIP)
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.,Questo oggetto #bnon può essere scambiato o venduto#nb.
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.,Questo acquisto #bnon è un oggetto#nb.
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist,Resistenza Critica
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction,Riduzione Danni PvP
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction,Riduzione Danni PvE
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance,Resistenza Magica
UI_TOOLTIP_DST_PVP_DMG,PvP Damage,Danni PvP
UI_TOOLTIP_DST_PVE_DMG,PvE Damage,Danni PvE
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage,Danni Asalraalaikum
UI_TOOLTIP_WALL_LIVES,Number of lives: %d,Numero di vite: %d
UI_BUFF_REMOVE_TITLE,Cancel Buff,Annulla Buff
UI_BUFF_REMOVE_QUESTION,Remove the buff #b%s#nb? This action cannot be undone.,Confermi la rimozione del Buff #b%s#nb? Non è possibile annullare questa azione.
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PvP),Danno Riflesso: %d%% / %d%% (PVP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PvP),Probabilità di Stordimento (PVP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PvE),Probabilità di Stordimento (PVE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability,Probabilità di Veleno
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability,Probabilità di Rubare HP
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability,Probabilità di Rubare MP
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability,Probabilità di Rubare FP
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability,Probabilità di Sanguinamento
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP,Membri del Gruppo HP
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds,DoT Tick: %s Secondi
UI_TOOLTIP_MAXHIT,Max Targets: %d,Bersagli massimi: %d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PvP),Bersagli massimi: %d / %d (PVP)
UI_PRIVATE_SHOP_OK,Shop,Negozio
UI_PRIVATE_SHOP_OK_TIP,Open a Personal Shop,Apri un Negozio Personale
UI_PRIVATE_SHOP_VENDOR,Vendor,Venditore
UI_PRIVATE_SHOP_VENDOR_TIP,Create a vendor to sell your items for you,Crea un venditore che venderà i tuoi oggetti per te
UI_PRIVATE_SHOP_VENDOR_OPEN,Ready to create a vendor?,Vuoi creare un venditore?
UI_PRIVATE_SHOP_VENDOR_SKIN,Vendor Shop Skin:,Skin negozio venditore:
UI_TIMEINFO_TITLE,Info,Info
UI_TIMEINFO_SERVER,Current Server,Server Attuale
UI_TIMEINFO_TIME,Current Time,Ora Attuale
UI_TIMEINFO_CONNECTION,Connection Time,Ora di Connessione
UI_TIMEINFO_SESSION,Session Duration,Durata della Sessione
UI_CHAT_TITLE,Chat,Chat
UI_CHAT_FILTERS,Filters,Filtri
UI_CHAT_VIEW_LANGUAGES,View Languages,Visualizza Lingue
UI_CHAT_YOUR_LANGUAGE,Your Language,La tua Lingua
UI_INVENTORY_CONVERT_SOULLINK,Convert to Soul-Linked,Converti Legato all'Anima
UI_INVENTORY_PUTCHAT,Link in Chat,Link nella chat
UI_INVENTORY_LOCK,Mark Favorite,Aggiungi ai Preferiti
UI_INVENTORY_UNLOCK,Unmark Favorite,Rimuovi dai Preferiti
UI_APP_EXTRABAG_TIP,Open the compact inventory view.,Apre una seconda vista del tuo inventario.
UI_INVENTORY_TAB_ALL,All,Tutto
UI_INVENTORY_TAB_GENERAL,General,Generale
UI_INVENTORY_TAB_PET,Pet,Animale Domestico
UI_INVENTORY_TAB_CLOTH,Cloth,Tessuto
UI_INVENTORY_TAB_QUEST,Quest,Missione
UI_INVENTORY_DROP,Drop,Rilascia
UI_INVENTORY_DELETE_BTN,Delete,Elimina
UI_INVENTORY_ACTION_USE,Use,Usa
UI_INVENTORY_ACTION_EQUIP,Equip,Equipaggia
UI_TOOLTIP_UNSELLABLE,Cannot be sold to NPCs.,Non vendibile agli NPC.
UI_UPGRADE_PROB,Success: #b%s#nb,Successo: #b%s#nb
UI_OPTION_ADVANCEDSHADERS,Advanced Shaders,Shader Avanzati
UI_OPTION_BLOOM,Bloom,Bloom
UI_OPTION_DOF,Depth of Field,Profondità di Campo
UI_OPTION_SSAO,SSAO,SSAO
UI_OPTION_VLIGHT,Volumetric Light,Luce Volumetrica
UI_OPTION_WATERQUALITY,Water Quality,Qualità dell'Acqua
UI_OPTION_WATERQUALITY_TIP,Adjusts water reflection quality and resolution.,Modifica la qualità e la risoluzione del riflesso.
UI_OPTION_BLOOMQUALITY,Bloom Quality,Qualità dell'Effetto Bloom
UI_OPTION_BLOOMQUALITY_TIP,Adjusts bloom blur size and intensity.,Modifica la dimensione e l'intensità dell'effetto bloom.
UI_OPTION_COLORBLIND,Colorblind Mode,Modalità Daltonismo
UI_OPTION_COLORBLIND_TIP,Changes the colorblind filter mode.,Modifica la modalità del filtro per il daltonismo.
UI_OPTION_CAMERAFOCUS,Camera Focus,Messa a Fuoco della Camera
UI_OPTION_CAMERAFOCUSINFO,Toggles automatic camera zoom and focus when interacting with objects and NPCs.,Attiva/disattiva lo zoom automatico e la messa a fuoco della telecamera quando si interagisce con oggetti e NPC.
UI_MESSAGE_TIME,%s Ago,%s fa
UI_MESSAGE_CLEAR,Clear messages,Messaggi chiari
UI_INSTANTMSG_TITLE_TIP,Manage your Messages,Gestisci i tuoi messaggi
UI_CHARINFO_PARAM_BEFORE,#b[Before Stat Changes]#nb,#b[Prima delle modifiche alle statistiche]#nb
UI_CHARINFO_PARAM_AFTER,#b[After Stat Changes]#nb,#b[Dopo le modifiche alle statistiche]#nb
UI_CHARINFO_PARAM_BASE,From Stats:,Da Statistiche:
UI_CHARINFO_PARAM_CUSTOM,From Buffs and Equipment:,Da Buff e Equipaggiamento:
UI_WORLD_COMBO,COMBO,COMBO
UI_BOUNTYINPUT_TITLE,Register Bounty,Registra Taglia
UI_BOUNTYINPUT_HEADER,You can register a bounty on the last player who killed you. Other players can track the target on the PK channel. The bounty is awarded to the player who kills the target. Minimum bounty: %s Penya.,"Sei sicuro di voler registrare una taglia? (Sarà visibile nell'elenco delle taglie, ricompensa minima %s Penya)"
UI_BOUNTYINPUT_CONFIRM,"Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? Once placed, the bounty cannot be canceled.",Sei sicuro di voler registrare una taglia di #b%s Penya#nb su #b%s#nb? Questa operazione non può essere annullata.
UI_BOUNTYINPUT_REGISTER,Register,Registra
UI_BOUNTYINPUT_FEE,+%s%% Fee,+ %s%% Commissione
UI_BOUNTYINPUT_TOTAL,%s Penya,%s Penya
UI_BOUNTYINPUT_LABEL_NAME,Target,Taglia
UI_BOUNTYINPUT_LABEL_DURATION,Duration,Durata
UI_BOUNTYINPUT_LABEL_REWARD,Bounty,Premio
UI_BOUNTYINPUT_LABEL_TOTAL,Total,Totale
UI_BOUNTYINPUT_LABEL_COMMENT,Comment,Commento
UI_BOUNTYLIST_TITLE,Bounty List,Elenco Taglie
UI_BOUNTYLIST_HEADER_NAME,Target,Nome
UI_BOUNTYLIST_HEADER_LEVEL,Level,Livello
UI_BOUNTYLIST_HEADER_REWARD,Bounty,Premio
UI_BOUNTYLIST_HEADER_TIMELEFT,Time left,Tempo rimanente
UI_BOUNTYLIST_HEADER_COMMENT,Comment,Commento
UI_BOUNTYPOS_TITLE,Get Target's Location,Posizione della Taglia
UI_BOUNTYPOS_FEE,Pay %s Penya to see %s's current location?,Sei sicuro di voler pagare %s Penya per vedere la posizione di %s?
UI_APP_GACHA_TIP,Open the Gacha window.,Visualizza il Menu Gacha.
UI_GACHA_TITLE,Gacha,Gacha
UI_GACHA_OPEN,Open,Apri
UI_GACHA_QUANTITY_MAX,Max,Max
UI_GACHA_RESET,Reset,Reimposta
UI_GACHA_DESC_EMPTY,"Drag and drop an item pack, gift box, gacha box or housing pack into the item slot to view its contents.","Trascina e rilascia un pacchetto oggetti, una confezione regalo, una confezione gacha o un pacchetto alloggiamento nello slot oggetti."
UI_GACHA_DESC_ITEMPACK,"When opening the package, you will receive #ball#nb items from the list below. You can open multiple packages in a row.",All'apertura del pacchetto riceverai #btutti#nb gli oggetti elencati di seguito. Puoi aprire più pacchetti di seguito.
UI_GACHA_DESC_GIFTBOX,"When opening the box, you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.",Quando apri la scatola riceverai #buno#nb degli oggetti elencati di seguito in base alle probabilità. Puoi aprire più scatole di seguito.
