Key,English,Indonesian
PROPITEM_TXT_400387,Echo of Herness,Echo of Herness
PROPITEM_TXT_400388,Quest Item: An echo of an ancient god. You can still feel power emanating from this relic.,Item Quest: Gema dari dewa kuno. Anda masih bisa merasakan kekuatan yang terpancar dari relik ini.
PROPITEM_TXT_400389,Bearnerky Fang,Bearnerky Fang
PROPITEM_TXT_400390,Quest Item: The fang of a mighty Bearnerky. Only seasoned heroes could pull one of these from a Bearnerky's mouth.,Item Quest: Taring Bearnerky yang perkasa. Hanya pahlawan berpengalaman yang bisa menarik salah satunya dari mulut Bearnerky.
PROPITEM_TXT_400391,Muffrin Bucket,Muffrin Bucket
PROPITEM_TXT_400392,"Quest Item: Muffrins carry these around to store their food, and use as a blunt weapon against their foes.","Item Quest: Muffrin membawa ini untuk menyimpan makanan mereka, dan digunakan sebagai senjata tumpul melawan musuh mereka."
PROPITEM_TXT_400393,Smelted Steel,Smelted Steel
PROPITEM_TXT_400394,Quest Item: Steel smelted by an expert craftsman. Can be used to craft basic armor and weapons for adventurers.,Barang Quest: Baja yang dilebur oleh pengrajin ahli. Dapat digunakan untuk membuat armor dasar dan senjata untuk para petualang.
PROPITEM_TXT_400395,Vial of Purple Mist,Vial of Purple Mist
PROPITEM_TXT_400396,Quest Item: A vial of swirling purple mist. The mist seems to be connected to Purple Magic.,Item Quest: Sebuah botol kabut ungu berputar-putar. Kabut itu sepertinya terhubung dengan Sihir Ungu.
PROPITEM_TXT_400397,Purple Essence,Purple Essence
PROPITEM_TXT_400398,Quest Item: The leftover residue left behind in an area tainted by Purple Magic.,Item Quest: Residu sisa yang tertinggal di area yang tercemar oleh Purple Magic.
PROPITEM_TXT_200307,Sul Bim Set (M),Sul Bim Set (M)
PROPITEM_TXT_200308,Sul Bim Set for male characters.,Sul Bim Set untuk karakter laki-laki.
PROPITEM_TXT_200309,Sul Bim Set (F),Sul Bim Set (F)
PROPITEM_TXT_200310,Sul Bim Set for female characters.,Sul Bim Set untuk karakter wanita.
PROPITEM_TXT_200311,Chipao Panda Set (M),Chipao Panda Set (M)
PROPITEM_TXT_200312,Chipao Panda Set for male characters.,Chipao Panda Set untuk karakter pria.
PROPITEM_TXT_200313,Chipao Panda Set (F),Chipao Panda Set (F)
PROPITEM_TXT_200314,Chipao Panda Set for female characters.,Chipao Panda Set untuk karakter wanita.
PROPITEM_TXT_200315,Lunar Scroll Package,Paket Lunar Scroll
PROPITEM_TXT_200316,"A package containing 15 Upcut Stone, 15 Vital Drink X or Refresher Hold, 20 Scroll of Return and a Lunar Costume Select Box. All items are also linked.","Sebuah paket berisi 15 Upcut Stone, 15 Vital Drink X atau Refresher Hold, 20 Scroll of Return dan Lunar Costume Select Box. Semua item juga ditautkan."
PROPITEM_TXT_200317,Lunar Smelting Scroll Package A,Paket A Lunar Smelting Scroll
PROPITEM_TXT_200318,"A package containing 25 Scroll of SProtect, 25 Scroll of Weapon Bonus and a Lunar Costume Select Box. All items are also linked.","Sebuah paket berisi 25 Scroll of SProtect, 25 Scroll of Weapon Bonus dan Lunar Costume Select Box. Semua item juga ditautkan."
PROPITEM_TXT_200319,Lunar Smelting Scroll Package B,Paket B Lunar Smelting Scroll
PROPITEM_TXT_200320,"A package containing 25 Scroll of GProtect, 45 Scroll of AProtect and a Lunar Costume Select Box. All items are also linked.","Sebuah paket berisi 25 Gulir GProtect, 45 Gulir AProtect dan Kotak Pilih Kostum Bulan. Semua item juga ditautkan."
PROPITEM_TXT_200322,Lunar Costume Select Box,Lunar Costume Select Box
PROPITEM_TXT_200323,Happy new Lunar Year! Choose the set you want and be proud to show it to the world!,Selamat Tahun Baru Imlek! Pilih set yang anda inginkan dan bangga menunjukkannya kepada dunia!
PROPITEM_TXT_200324,Flux Guild Cloak,Flux Guild Cloak
PROPITEM_TXT_200325,Winter Casual 10% Black Set,Winter Casual 10% Set Hitam
PROPITEM_TXT_200326,Winter Casual Black Hat (M),Winter Casual Black Hat (M)
PROPITEM_TXT_200327,Winter Casual Black Suit (M),Winter Casual Black Suit (M)
PROPITEM_TXT_200328,Winter Casual Black Hands (M),Winter Casual Black Hands (M)
PROPITEM_TXT_200329,Winter Casual Black Shoes (M),Winter Casual Black Shoes (M)
PROPITEM_TXT_200330,Winter Casual Black Backpack,Ransel Hitam Winter Casual
PROPITEM_TXT_200331,Winter Casual 10% Black Set (M),Winter Casual 10% Black Set (M)
PROPITEM_TXT_200332,The Winter Casual 10% Black Set for male characters.,The Winter Casual 10% Black Set untuk karakter pria.
PROPITEM_TXT_200333,Winter Casual Black Hat (F),Winter Casual Black Hat (F)
PROPITEM_TXT_200334,Winter Casual Black Suit (F),Winter Casual Black Suit (F)
PROPITEM_TXT_200335,Winter Casual Black Hands (F),Winter Casual Black Hands (F)
PROPITEM_TXT_200336,Winter Casual Black Shoes (F),Winter Casual Black Shoes (F)
PROPITEM_TXT_200337,Winter Casual 10% Black Set (F),Winter Casual 10% Black Set (F)
PROPITEM_TXT_200338,The Winter Casual 10% Black Set for female characters.,The Winter Casual 10% Black Set untuk karakter wanita.
PROPITEM_TXT_200339,Winter Casual 8% Pink Set,Winter Casual 8% Set Merah Muda
PROPITEM_TXT_200340,Winter Casual Pink Hat (M),Winter Casual Pink Hat (M)
PROPITEM_TXT_200341,Winter Casual Pink Suit (M),Winter Casual Pink Suit (M)
PROPITEM_TXT_200342,Winter Casual Pink Hands (M),Winter Casual Pink Hands (M)
PROPITEM_TXT_200343,Winter Casual Pink Shoes (M),Winter Casual Pink Shoes (M)
PROPITEM_TXT_200344,Winter Casual Pink Backpack,Winter Casual Pink Backpack
PROPITEM_TXT_200345,Winter Casual 8% Pink Set (M),Winter Casual 8% Set Merah muda (M)
PROPITEM_TXT_200346,The Winter Casual 8% Pink Set for male characters.,The Winter Casual 8% Pink Set untuk karakter pria.
PROPITEM_TXT_200347,Winter Casual Pink Hat (F),Winter Casual Pink Hat (F)
PROPITEM_TXT_200348,Winter Casual Pink Suit (F),Winter Casual Pink Suit (F)
PROPITEM_TXT_200349,Winter Casual Pink Hands (F),Winter Casual Pink Hands (F)
PROPITEM_TXT_200350,Winter Casual Pink Shoes (F),Winter Casual Pink Shoes (F)
PROPITEM_TXT_200351,Winter Casual 8% Pink Set (F),Winter Casual 8% Pink Set (F)
PROPITEM_TXT_200352,The Winter Casual 8% Pink Set for female characters.,The Winter Casual 8% Pink Set untuk karakter wanita.
PROPITEM_TXT_200353,Winter Casual 6% Green Set,Winter Casual 6% Green Set
PROPITEM_TXT_200354,Winter Casual Green Hat (M),Winter Casual Green Hat (M)
PROPITEM_TXT_200355,Winter Casual Green Suit (M),Winter Casual Green Suit (M)
PROPITEM_TXT_200356,Winter Casual Green Hands (M),Winter Casual Green Hands (M)
PROPITEM_TXT_200357,Winter Casual Green Shoes (M),Winter Casual Green Shoes (M)
PROPITEM_TXT_200358,Winter Casual Green Backpack,Winter Casual Green Backpack
PROPITEM_TXT_200359,Winter Casual 6% Green Set (M),Winter Casual 6% Green Set (M)
PROPITEM_TXT_200360,The Winter Casual 6% Green Set for male characters.,The Winter Casual 6% Green Set untuk karakter pria.
PROPITEM_TXT_200361,Winter Casual Green Hat (F),Winter Casual Green Hat (F)
PROPITEM_TXT_200362,Winter Casual Green Suit (F),Winter Casual Green Suit (F)
PROPITEM_TXT_200363,Winter Casual Green Hands (F),Winter Casual Green Hands (F)
PROPITEM_TXT_200364,Winter Casual Green Shoes (F),Winter Casual Green Shoes (F)
PROPITEM_TXT_200365,Winter Casual 6% Green Set (F),Winter Casual 6% Green Set (F)
PROPITEM_TXT_200366,The Winter Casual 6% Green Set for female characters.,The Winter Casual 6% Green Set untuk karakter wanita.
PROPITEM_TXT_200367,Winter Casual 4% Purple Set,Winter Casual 4% Purple Set
PROPITEM_TXT_200368,Winter Casual Purple Hat (M),Winter Casual Purple Hat (M)
PROPITEM_TXT_200369,Winter Casual Purple Suit (M),Winter Casual Purple Suit (M)
PROPITEM_TXT_200370,Winter Casual Purple Hands (M),Winter Casual Purple Hands (M)
PROPITEM_TXT_200371,Winter Casual Purple Shoes (M),Winter Casual Purple Shoes (M)
PROPITEM_TXT_200372,Winter Casual Purple Backpack,Winter Casual Purple Backpack
PROPITEM_TXT_200373,Winter Casual 4% Purple Set (M),Winter Casual 4% Purple Set (M)
PROPITEM_TXT_200374,The Winter Casual 4% Purple Set for male characters.,The Winter Casual 4% Purple Set untuk karakter pria.
PROPITEM_TXT_200375,Winter Casual Purple Hat (F),Winter Casual Purple Hat (F)
PROPITEM_TXT_200376,Winter Casual Purple Suit (F),Winter Casual Purple Suit (F)
PROPITEM_TXT_200377,Winter Casual Purple Hands (F),Winter Casual Purple Hands (F)
PROPITEM_TXT_200378,Winter Casual Purple Shoes (F),Winter Casual Purple Shoes (F)
PROPITEM_TXT_200379,Winter Casual 4% Purple Set (F),Winter Casual 4% Purple Set (F)
PROPITEM_TXT_200380,The Winter Casual 4% Purple Set for female characters.,The Winter Casual 4% Purple Set untuk karakter wanita.
PROPITEM_TXT_200381,Winter Casual 2% Orange Set,Winter Casual 2% Orange Set
PROPITEM_TXT_200382,Winter Casual Orange Hat (M),Winter Casual Orange Hat (M)
PROPITEM_TXT_200383,Winter Casual Orange Suit (M),Winter Casual Orange Suit (M)
PROPITEM_TXT_200384,Winter Casual Orange Hands (M),Winter Casual Orange Hands (M)
PROPITEM_TXT_200385,Winter Casual Orange Shoes (M),Winter Casual Orange Shoes (M)
PROPITEM_TXT_200386,Winter Casual Orange Backpack,Winter Casual Orange Backpack
PROPITEM_TXT_200387,Winter Casual 2% Orange Set (M),Winter Casual 2% Orange Set (M)
PROPITEM_TXT_200388,The Winter Casual 2% Orange Set for male characters.,The Winter Casual 2% Orange Set untuk karakter pria.
PROPITEM_TXT_200389,Winter Casual Orange Hat (F),Winter Casual Orange Hat (F)
PROPITEM_TXT_200390,Winter Casual Orange Suit (F),Winter Casual Orange Suit (F)
PROPITEM_TXT_200391,Winter Casual Orange Hands (F),Winter Casual Orange Hands (F)
PROPITEM_TXT_200392,Winter Casual Orange Shoes (F),Winter Casual Orange Shoes (F)
PROPITEM_TXT_200393,Winter Casual 2% Orange Set (F),Winter Casual 2% Orange Set (F)
PROPITEM_TXT_200394,The Winter Casual 2% Orange Set for female characters.,The Winter Casual 2% Orange Set untuk karakter wanita.
PROPITEM_TXT_200395,Winter Casual 2% Cyan Set,Winter Casual 2% Cyan Set
PROPITEM_TXT_200396,Winter Casual Cyan Hat (M),Winter Casual Cyan Hat (M)
PROPITEM_TXT_200397,Winter Casual Cyan Suit (M),Winter Casual Cyan Suit (M)
PROPITEM_TXT_200398,Winter Casual Cyan Hands (M),Winter Casual Cyan Hands (M)
PROPITEM_TXT_200399,Winter Casual Cyan Shoes (M),Winter Casual Cyan Shoes (M)
PROPITEM_TXT_200400,Winter Casual Cyan Backpack,Winter Casual Cyan Backpack
PROPITEM_TXT_200401,Winter Casual 2% Cyan Set (M),Winter Casual 2% Cyan Set (M)
PROPITEM_TXT_200402,The Winter Casual 2% Cyan Set for male characters.,The Winter Casual 2% Cyan Set untuk karakter pria.
PROPITEM_TXT_200403,Winter Casual Cyan Hat (F),Winter Casual Cyan Hat (F)
PROPITEM_TXT_200404,Winter Casual Cyan Suit (F),Winter Casual Cyan Suit (F)
PROPITEM_TXT_200405,Winter Casual Cyan Hands (F),Winter Casual Cyan Hands (F)
PROPITEM_TXT_200406,Winter Casual Cyan Shoes (F),Winter Casual Cyan Shoes (F)
PROPITEM_TXT_200407,Winter Casual 2% Cyan Set (F),Winter Casual 2% Cyan Set (F)
PROPITEM_TXT_200408,The Winter Casual 2% Cyan Set for female characters.,The Winter Casual 2% Cyan Set untuk karakter wanita.
PROPITEM_TXT_200409,Black Winter Tiger,Black Winter Tiger
PROPITEM_TXT_200410,A cuttle little bear going to follow you everywhere!,Seekor beruang kecil akan mengikutimu kemana-mana!
PROPITEM_TXT_200411,Pink Winter Tiger,Pink Winter Tiger
PROPITEM_TXT_200412,Green Winter Tiger,Green Winter Tiger
PROPITEM_TXT_200413,Purple Winter Tiger,Purple Winter Tiger
PROPITEM_TXT_200414,Orange Winter Tiger,Orange Winter Tiger
PROPITEM_TXT_200415,Cyan Winter Tiger,Cyan Winter Tiger
PROPITEM_TXT_200416,Winter Casual Lucky Box,Winter Casual Lucky Box
PROPITEM_TXT_200417,This box contains a Winter Casual Set with Speed bonus. You can select your gender after opening the Lucky Box.,Kotak ini berisi Winter Casual Set dengan bonus Kecepatan. Anda dapat memilih jenis kelamin anda setelah membuka Lucky Box.
PROPITEM_TXT_009766,Kung Fu Set (M),Kung Fu Set (M)
PROPITEM_TXT_017249,Casual Hanbok Set (M),Casual Hanbok Set (M)
PROPITEM_TXT_017250,Can be exchanged for a Casual Hanbok Set (Male).,Bisa ditukarkan dengan Casual Hanbok Set (Pria)
PROPITEM_TXT_017251,Casual Hanbok Set (F),Casual Hanbok Set (F)
PROPITEM_TXT_017252,Can be exchanged for a Casual Hanbok Set (Female).,Dapat ditukarkan dengan Casual Hanbok Set (Female).
PROPITEM_TXT_200418,Chocolate Lucky Box,Chocolate Lucky Box
PROPITEM_TXT_200419,This box was obtained by exchanging Letters to Cupid! Open it to get random rewards!,Kotak ini diperoleh dengan menukar Letter ke Cupid! Buka untuk mendapatkan hadiah secara acak!
PROPITEM_TXT_200420,Regular Chocolate,Regular Chocolate
PROPITEM_TXT_200421,Strawberry Chocolate,Strawberry Chocolate
PROPITEM_TXT_200422,This strawberry flavoured chocolate will grant you +5 STR for 15 minutes.,Cokelat rasa stroberi ini akan memberimu +5 STR selama 15 menit.
PROPITEM_TXT_200423,Kiwi Chocolate,Kiwi Chocolate
PROPITEM_TXT_200424,This kiwi flavoured chocolate will grant you +5 DEX for 15 minutes.,Cokelat rasa kiwi ini akan memberi anda +5 DEX selama 15 menit.
PROPITEM_TXT_200425,Blueberry Chocolate,Blueberry Chocolate
PROPITEM_TXT_200426,This blueberry flavoured chocolate will grant you +5 INT for 15 minutes.,Cokelat rasa blueberry ini akan memberi anda +5 INT selama 15 menit.
PROPITEM_TXT_200427,Lemon Chocolate,Lemon Chocolate
PROPITEM_TXT_200428,This lemon flavoured chocolate will grant you +5 STA for 15 minutes.,Cokelat rasa lemon ini akan memberi anda +5 STA selama 15 menit.
PROPITEM_TXT_200429,Valentine's Day Letter,Valentine's Day Letter
PROPITEM_TXT_200430,This anonymous love letter has been lost! Bring it to Cupid so he can give it to his recipient!,Surat cinta anonim ini telah hilang! Bawa ke Cupid agar dia bisa memberikannya kepada penerimanya!
PROPITEM_TXT_200431,Old Broom,Old Broom
PROPITEM_TXT_200432,Swift Broom,Swift Broom
PROPITEM_TXT_200433,Spirited Broom,Spirited Broom
PROPITEM_TXT_200434,Apprentice Broom,Apprentice Broom
PROPITEM_TXT_200435,Earth-Mother Broom,Earth-Mother Broom
PROPITEM_TXT_200436,Rangda Broom,Rangda Broom
PROPITEM_TXT_200437,Great Wizard Broom,Great Wizard Broom
PROPITEM_TXT_200438,Archangel Broom,Archangel Broom
PROPITEM_TXT_200439,Fox,Fox
PROPITEM_TXT_200440,A cute Fox that follows its master around and picks up dropped items.,Seekor Rubah lucu yang mengikuti tuannya dan mengambil barang yang jatuh.
PROPITEM_TXT_200441,Tonge Cage,Tonge Cage
PROPITEM_TXT_200442,"The extremely rare, limited Tonge. Besides all the benefits he definitely gives a confidence boost!","Lidah terbatas yang sangat langka. Selain semua manfaatnya, dia pasti memberikan dorongan kepercayaan diri!"
PROPITEM_TXT_130001,Piccolo's Giveaway,Piccolo's Giveaway
PROPITEM_TXT_130002,A special gift for lucky players watching Piccolo's streams!,Hadiah spesial untuk pemain beruntung yang menonton streaming Piccolo!
PROPITEM_TXT_130003,Mushpang Cap,Mushpang Cap
PROPITEM_TXT_130004,Pukepuke Hat,Pukepuke Hat
PROPITEM_TXT_130005,Hael's Swords (Cloak),Hael's Swords (Cloak)
PROPITEM_TXT_130006,The Blade Hero's Swords. You can wear them on a belt!,Pedang Pahlawan Blade. Anda bisa memakainya di ikat pinggang!
PROPITEM_TXT_130007,Skeleton General Wings,Skeleton General Wings
PROPITEM_TXT_130008,Crystal Demon Lord Cloak,Crystal Demon Lord Cloak
PROPITEM_TXT_130009,Crystal Demon Sword,Crystal Demon Sword
PROPITEM_TXT_130010,Crystal Demon Big Sword,Crystal Demon Big Sword
PROPITEM_TXT_130011,PK Demon Wings (7 Days),PK Demon Wings (7 Hari)
PROPITEM_TXT_130012,A strong reward for a strong champion.,Hadiah yang kuat untuk juara yang kuat.
PROPITEM_TXT_130013,Cage Key (Low),Cage Key (Low)
PROPITEM_TXT_130014,Used to unlock low-type pet cages.,Digunakan untuk membuka kandang hewan peliharaan tipe rendah.
PROPITEM_TXT_130015,Cage Key (Mid),Cage Key (Mid)
PROPITEM_TXT_130016,Used to unlock mid-type pet cages.,Digunakan untuk membuka kandang hewan peliharaan tipe menengah.
PROPITEM_TXT_130017,Cage Key (High),Cage Key (High)
PROPITEM_TXT_130018,Used to unlock high-type pet cages.,Digunakan untuk membuka kandang hewan peliharaan tipe tinggi.
PROPITEM_TXT_130019,Wild Yetti Hammer,Wild Yetti Hammer
PROPITEM_TXT_130020,Quest Item: A hammer commonly wielded by wild Yetti,Item Quest: Sebuah palu yang biasa dipegang oleh Yetti liar
PROPITEM_TXT_130021,Hound Harness,Hound Harness
PROPITEM_TXT_130022,Quest Item: A sturdy harness worn by devil hounds.,Item Quest: Baju zirah kokoh yang dikenakan oleh devil hounds.
PROPITEM_TXT_130023,Clockworks Core,Clockworks Core
PROPITEM_TXT_130024,"Quest Item: An energy core capable of powering the ultimate weapon, Clockworks.","Item Quest: Inti energi yang mampu menggerakkan senjata pamungkas, Clockworks."
PROPITEM_TXT_130025,Mushpoie Cap,Mushpoie Cap
PROPITEM_TXT_130026,Adorned Mushpoie Cap,Adorned Mushpoie Cap
PROPITEM_TXT_130027,Adorned Mushpang Cap,Adorned Mushpang Cap
PROPITEM_TXT_130028,Wagsaac Cap,Wagsaac Cap
PROPITEM_TXT_130029,Popcrank Cap,Popcrank Cap
PROPITEM_TXT_130030,Adorned Popcrank Cap,Adorned Popcrank Cap
PROPITEM_TXT_130031,Muffrin Cap,Muffrin Cap
PROPITEM_TXT_230000,Dungeon Coins,Dungeon Coins
PROPITEM_TXT_230001,Used to enter dungeons.,Used to enter dungeons.
PROPITEM_TXT_130032,PK Chromatic Wings (7 Days),PK Chromatic Wings (7 Hari)
PROPITEM_TXT_130033,Shine like you're worth it.,Bersinar seperti anda layak mendapatkannya.
PROPITEM_TXT_130034,Glaphan Cap,Glaphan Cap
PROPITEM_TXT_130035,Watangka Mask,Watangka Mask
PROPITEM_TXT_130036,Adorned Watangka Mask,Adorned Watangka Mask
PROPITEM_TXT_130037,Regal Kumai Yo-Yo,Regal Kumai Yo-Yo
PROPITEM_TXT_130038,Radioactive Long Legs Bow,Radioactive Long Legs Bow
PROPITEM_TXT_130039,Skeleton General Bow,Skeleton General Bow
PROPITEM_TXT_130040,Nightmist Knuckle,Nightmist Knuckle
PROPITEM_TXT_130041,Larva Carapace Shield,Larva Carapace Shield
PROPITEM_TXT_130042,Skeleton General Axe,Skeleton General Axe
PROPITEM_TXT_130043,Queen Long Legs Bow,Queen Long Legs Bow
PROPITEM_TXT_130044,Skeleton General Big Axe,Skeleton General Big Axe
PROPITEM_TXT_130045,Tombstone Bearer Head,Tombstone Bearer Head
PROPITEM_TXT_130046,Temple Guardian Horns,Temple Guardian Horns
PROPITEM_TXT_130047,Giant Turtle Shield,Giant Turtle Shield
PROPITEM_TXT_130048,Skeletal Militant Sword,Skeletal Militant Sword
PROPITEM_TXT_130049,Skeletal Militant Big Sword,Skeletal Militant Big Sword
PROPITEM_TXT_130050,Skeletal Militant Shield,Skeletal Militant Shield
PROPITEM_TXT_130053,Hael's Letter,Hael's Letter
PROPITEM_TXT_130054,"Hidden Quest Item: In his letter, Hael explains the pain of losing his memory to an old friend. Unfortunately, he never wrote who the letter was to.","Hidden Quest Item: Didalam suratnya, Hael menjelaskan kesedihannya karena dia telah kehilangan ingatan ke teman lamanya. Sayangnya, dia tidak pernah menuliskan kepada siapa surat itu ditujukan."
PROPITEM_TXT_130055,Hael's Map,Hael's Map
PROPITEM_TXT_130056,Hidden Quest Item: A mysterious map Reonan found hidden with Hael's Letter. Holes are torn in the map by The Middle of Leren Mountains and the Saint Tree.,Hidden Quest Item: Sebuah peta misterius yang ditemukan Reonan tersembunyi bersama Hael's Letter. Terdapat sobekan lubang di area The Middle of Leren Mountains dan the Saint Tree.
PROPITEM_TXT_130057,Aura of Shade,Aura of Shade
PROPITEM_TXT_130058,Quest Item: A strange object that appears to glow when near a ritual of dark magic.,Quest Item: Sebuah objek aneh yang bersinar muncul disekitar ritual of dark magic.
PROPITEM_TXT_130059,Corrupted Aura of Shade,Corrupted Aura of Shade
PROPITEM_TXT_130060,Quest Item: A potent object drenched in the corrupted power of purple magic.,Quest Item: Sebuah objek keras yang basah didalam power of purple magic yang rusak.
PROPITEM_TXT_130061,Elixir of Cleansing,Elixir of Cleansing
PROPITEM_TXT_130062,Hidden Quest Item: A potent elixir that can cure the negative effects of purple magic.,Hidden Quest Item: Sebuah elixir yang keras dapat menyembuhkan efek negatif dari purple magic.
PROPITEM_TXT_110000,Foxy 10% Orange Set,Set Oranye 10% Foxy
PROPITEM_TXT_110001,Foxy Orange Hat (M),Foxy Orange Hat (M)
PROPITEM_TXT_110002,Foxy Orange Suit (M),Foxy Orange Suit (M)
PROPITEM_TXT_110004,Foxy Orange Shoes (M),Foxy Orange Shoes (M)
PROPITEM_TXT_110005,Foxy Orange Backpack,Foxy Orange Backpack
PROPITEM_TXT_110006,Foxy Orange Mask,Foxy Orange Mask
PROPITEM_TXT_110007,Foxy 10% Orange Set (M),Foxy 10% Oranye Set (L)
PROPITEM_TXT_110008,The Foxy 10% Orange Set for male characters.,The Foxy 10% Orange Set untuk karakter pria.
PROPITEM_TXT_110009,Foxy Orange Hat (F),Foxy Orange Hat (F)
PROPITEM_TXT_110010,Foxy Orange Suit (F),Foxy Orange Suit (F)
PROPITEM_TXT_110012,Foxy Orange Shoes (F),Foxy Orange Shoes (F)
PROPITEM_TXT_110013,Foxy 10% Orange Set (F),Foxy 10% Orange Set (F)
PROPITEM_TXT_110014,The Foxy 10% Orange Set for female characters.,The Foxy 10% Orange Set untuk karakter wanita.
PROPITEM_TXT_110015,Foxy 10% Black Set,Set Hitam Foxy 10%.
PROPITEM_TXT_110016,Foxy Black Hat (M),Foxy Black Hat (M)
PROPITEM_TXT_110017,Foxy Black Suit (M),Foxy Black Suit (M)
PROPITEM_TXT_110019,Foxy Black Shoes (M),Foxy Black Shoes (M)
PROPITEM_TXT_110020,Foxy Black Backpack,Foxy Black Backpack
PROPITEM_TXT_110021,Foxy Black Mask,Foxy Black Mask
PROPITEM_TXT_110022,Foxy 10% Black Set (M),Set Hitam Foxy 10% (M)
PROPITEM_TXT_110023,The Foxy 10% Black Set for male characters.,The Foxy 10% Black Set untuk karakter pria.
PROPITEM_TXT_110024,Foxy Black Hat (F),Foxy Black Hat (F)
PROPITEM_TXT_110025,Foxy Black Suit (F),Foxy Black Suit (F)
PROPITEM_TXT_110027,Foxy Black Shoes (F),Foxy Black Shoes (F)
PROPITEM_TXT_110028,Foxy 10% Black Set (F),Foxy 10% Black Set (F)
PROPITEM_TXT_110029,The Foxy 10% Black Set for female characters.,The Foxy 10% Black Set untuk karakter wanita.
PROPITEM_TXT_110030,Foxy 8% Blue Set,Set Biru Foxy 8%.
PROPITEM_TXT_110031,Foxy Blue Hat (M),Foxy Blue Hat (M)
PROPITEM_TXT_110032,Foxy Blue Suit (M),Foxy Blue Suit (M)
PROPITEM_TXT_110034,Foxy Blue Shoes (M),Foxy Blue Shoes (M)
PROPITEM_TXT_110035,Foxy Blue Backpack,Foxy Blue Backpack
PROPITEM_TXT_110036,Foxy Blue Mask,Foxy Blue Mask
PROPITEM_TXT_110037,Foxy 8% Blue Set (M),Foxy 8% Set Biru (M)
PROPITEM_TXT_110038,The Foxy 8% Blue Set for male characters.,Set Biru Foxy 8% untuk karakter pria.
PROPITEM_TXT_110039,Foxy Blue Hat (F),Foxy Blue Hat (F)
PROPITEM_TXT_110040,Foxy Blue Suit (F),Foxy Blue Suit (F)
PROPITEM_TXT_110042,Foxy Blue Shoes (F),Foxy Blue Shoes (F)
PROPITEM_TXT_110043,Foxy 8% Blue Set (F),Foxy 8% Set Biru (F)
PROPITEM_TXT_110044,The Foxy 8% Blue Set for female characters.,Set Biru Foxy 8% untuk karakter wanita.
PROPITEM_TXT_110045,Foxy 6% Green Set,Foxy 6% Set Hijau
PROPITEM_TXT_110046,Foxy Green Hat (M),Foxy Green Hat (M)
PROPITEM_TXT_110047,Foxy Green Suit (M),Foxy Green Suit (M)
PROPITEM_TXT_110049,Foxy Green Shoes (M),Foxy Green Shoes (M)
PROPITEM_TXT_110050,Foxy Green Backpack,Foxy Green Backpack
PROPITEM_TXT_110051,Foxy Green Mask,Foxy Green Mask
PROPITEM_TXT_110052,Foxy 6% Green Set (M),Set Hijau Foxy 6% (M)
PROPITEM_TXT_110053,The Foxy 6% Green Set for male characters.,The Foxy 6% Green Set untuk karakter pria.
PROPITEM_TXT_110054,Foxy Green Hat (F),Foxy Green Hat (F)
PROPITEM_TXT_110055,Foxy Green Suit (F),Foxy Green Suit (F)
PROPITEM_TXT_110057,Foxy Green Shoes (F),Foxy Green Shoes (F)
PROPITEM_TXT_110058,Foxy 6% Green Set (F),Foxy 6% Green Set (F)
PROPITEM_TXT_110059,The Foxy 6% Green Set for female characters.,The Foxy 6% Green Set untuk karakter wanita.
PROPITEM_TXT_110060,Foxy 4% Pink Set,Foxy 4% Pink Set
PROPITEM_TXT_110061,Foxy Pink Hat (M),Foxy Pink Hat (M)
PROPITEM_TXT_110062,Foxy Pink Suit (M),Foxy Pink Suit (M)
PROPITEM_TXT_110064,Foxy Pink Shoes (M),Foxy Pink Shoes (M)
PROPITEM_TXT_110065,Foxy Pink Backpack,Foxy Pink Backpack
PROPITEM_TXT_110066,Foxy Pink Mask,Foxy Pink Mask
PROPITEM_TXT_110067,Foxy 4% Pink Set (M),Foxy 4% Pink Set (M)
PROPITEM_TXT_110068,The Foxy 4% Pink Set for male characters.,The Foxy 4% Pink Set untuk karakter pria.
PROPITEM_TXT_110069,Foxy Pink Hat (F),Foxy Pink Hat (F)
PROPITEM_TXT_110070,Foxy Pink Suit (F),Foxy Pink Suit (F)
PROPITEM_TXT_110072,Foxy Pink Shoes (F),Foxy Pink Shoes (F)
PROPITEM_TXT_110073,Foxy 4% Pink Set (F),Set Foxy 4% Merah Muda (F)
PROPITEM_TXT_110074,The Foxy 4% Pink Set for female characters.,The Foxy 4% Pink Set untuk karakter wanita.
PROPITEM_TXT_110075,Foxy 2% Purple Set,Set Ungu Foxy 2%.
PROPITEM_TXT_110076,Foxy Purple Hat (M),Foxy Purple Hat (M)
PROPITEM_TXT_110077,Foxy Purple Suit (M),Foxy Purple Suit (M)
PROPITEM_TXT_110079,Foxy Purple Shoes (M),Foxy Purple Shoes (M)
PROPITEM_TXT_110080,Foxy Purple Backpack,Foxy Purple Backpack
PROPITEM_TXT_110081,Foxy Purple Mask,Foxy Purple Mask
PROPITEM_TXT_110082,Foxy 2% Purple Set (M),Foxy 2% Ungu Set (M)
PROPITEM_TXT_110083,The Foxy 2% Purple Set for male characters.,Set Ungu Foxy 2% untuk karakter pria.
PROPITEM_TXT_110084,Foxy Purple Hat (F),Foxy Purple Hat (F)
PROPITEM_TXT_110085,Foxy Purple Suit (F),Foxy Purple Suit (F)
PROPITEM_TXT_110087,Foxy Purple Shoes (F),Foxy Purple Shoes (F)
