Key,English,Indonesian
TUTORIAL_TRADE_CONTENT,"#b#cff0000ff■ 1:1 Trade#nb#nc\nIt is a method of trade when you give and take items or Penya with other character. [[#cffff0000Left click#nc on other|#cffff0000Touch#nc another]] character and choose Trade menu. It will ask other character if he wants to trade.\n\n#b#cff0000ff■ Private shop#nb#nc\nYou can sell your items to other players. When you [[press|touch]] Start button, menu will show and when you choose private shop, private shop window will show. You can register name of shop and the items you want to sell then [[click|touch]] OK button to start the private shop. If NPC is placed near by you, private shop will not open.","#b#cff0000ff■ 1:1 Trade#nb#nc\nIni adalah metode perdagangan ketika Anda memberi dan mengambil item atau penya dengan karakter lain. [[#cffff0000Left click#nc on other|#cffff0000Touch#nc another]] character dan pilih menu Trade. Ini akan menanyakan karakter lain apakah dia ingin berdagang.\n\n#b#cff0000ff■ Private shop#nb#nc\nAnda dapat menjual item Anda ke pemain lain. Ketika Anda [[press|touch]] Start button, menu akan ditampilkan dan ketika Anda memilih toko pribadi, jendela toko pribadi akan ditampilkan. Anda dapat mendaftarkan nama toko dan barang yang ingin Anda jual kemudian [[click|touch]] OK button untuk memulai toko pribadi. Jika NPC ditempatkan di dekat Anda, toko pribadi tidak akan buka."
TUTORIAL_PRIVATE_SHOP_TEXT,Got items you don't need? Start a #bprivate shop#nb and sell them to other players!\n\n[[Click the Menu button and click Private Shop in the menu|Tap the Private Shop button at the top]].\n\n#cffff0000Clearing requirement: Open the Private Shop window,Got items you don't need? Start a #bprivate shop#nb and sell them to other players!\n\n[[Click the Menu button and click Private Shop in the menu|Tap the Private Shop button at the top]].\n\n#cffff0000Clearing requirement: Open the Private Shop window
TUTORIAL_CHARACTER_MENU_TEXT,"[[Left click on|Tapping on]] another player brings up a #bcontextual menu#nb.\n\nOptions include Trade, Add to messenger, Party Invite, Guild Invite, Follow, Duel, and Cheer. \n\nAttack is also available in PK channels.","[[Left click on|Tapping on]] another player brings up a #bcontextual menu#nb.\n\nOptions include Trade, Add to messenger, Party Invite, Guild Invite, Follow, Duel, and Cheer. \n\nAttack is also available in PK channels."
TUTORIAL_CHARACTER_MENU_TITLE,Character Menu,Character Menu
TUTORIAL_CHARACTER_MENU_CONTENT,"#b#cff0000ff■ Character Menu#nb#nc\nWhen you [[#cffff0000Left click#nc to other|#cffff0000Touch#nc another]] character, variety of menu will show. Trade, Add to messenger, Invite to party, Follow, View equipment and Aid will be in the menu, so use it when you need it.","#b#cff0000ff■ Character Menu#nb#nc\nWhen you [[#cffff0000Left click#nc to other|#cffff0000Touch#nc another]] character, variasi menu akan ditampilkan. Trade, Add to messenger, Invite to party, Follow, View equipment dan Aid akan ada di menu, jadi gunakan saat Anda membutuhkannya."
TUTORIAL_SKILL_WINDOW_TEXT,You unlocked your #bfirst skill#nb!\n\n[[Press 'K'|Touch Skills in main menu]] to open #bSkill tree#nb window.\n\n#cffff0000Clear Condition: [[Hot Key 'K'|Open Skill window]],Anda mengunlock #bfirst skill#nb!\n\n[[Press 'K'|Touch Skills in main menu]] to open #bSkill tree#nb window.\n\n#cffff0000Clear Condition: [[Hot Key 'K'|Open Skill window]]
TUTORIAL_SKILL_POINT_TEXT,Now [[click on|touch]] the icon of #b#cff2fbe6dClean Hit#nc#nb skill.\n\nUse #b+ button#nb to attribute skill points to the skill and #bFinish#nb button to confirm changes.\n\n#cffff0000Clear Condition: Use skill points,Sekarang[[click on|touch]] the icon of #b#cff2fbe6dClean Hit#nc#nb skill.\n\nUse #b+ button#nb untuk mengonfirmasi perubahan.\n\n#cffff0000Clear Condition: Gunakan poin skill 
TUTORIAL_USE_SKILL_TEXT,You are now ready to #buse the skill#nb.\n\nDrag the #b#cff2fbe6dClean Hit#nc#nb icon to #bQuick Slot#nb.\n\n[[Click on|Touch]] a monster you want to #battack#nb and [[click on|touch]] the skill icon to trigger it.\n\n#cffff0000Clear Condition: Use a skill,Anda sekarang siap untuk #buse the skill#nb.\n\nDrag the #b#cff2fbe6dClean Hit#nc#nb icon to #bQuick Slot#nb.\n\n[[Click on|Touch]] monster yang ingin kamu #battack#nb and [[click on|touch]] the skill icon to trigger it.\n\n#cffff0000Clear Condition: Gunakan skill
TUTORIAL_INSERT_SKILL_COMBO_TEXT,You unlocked your #bsecond skill#nb.\n\nYou can use the #b[[Action Slot|Combo Bar]]#nb to trigger a sequence of skills.\n\n[[Double click on a skill icon in Skill tree window or drag it to the Action Slot to append a skill to the Action Slot.|Touch #bAdd to Combo#nb button in the Skill window to append a skill to the combo bar.]]\n\n#cffff0000Clear Condition: Append a skill to [[Action Slot|Combo Bar]],Anda mengunlock #bsecond skill#nb.\n\nAnda dapat menggunakan  #b[[Action Slot|Combo Bar]]#nb untuk memicu urutan keterampilan.\n\n[[Double click on a skill icon in Skill tree window or drag it to the Action Slot untuk menambahkan skill ke Action Slot.| Sentuh tombol #bAdd to Combo#nb di jendela Skill untuk menambahkan skill ke combo bar.]]\n\n#cffff0000Clear Condition: Tambahkan skill ke [[Action Slot|Combo Bar]]
TUTORIAL_USE_SKILL_COMBO_TEXT,[[Click on the S icon on left of Action Slot to trigger the sequence of skills. You can also use 'C' shortcut key.|Touch the #bCombo#nb button to trigger the sequence of skills.]]\n\n#cffff0000Clear Condition: Use [[Action Slot|Combo Bar]],[[Click on the S icon on left of Action Slot untuk memicu urutan keterampilan. Anda juga dapat menggunakan tombol pintas 'C'.| Sentuh tombol #bCombo#nb button to trigger the sequence of skills.]]\n\n#cffff0000Clear Condition: Use [[Action Slot|Combo Bar]]
TUTORIAL_STATUS_TEXT,"Leaving the town? You are going to #bfight monsters#nb!\n\nIf you want to check the #bstatus#nb of your character [[press 'T' to view the status window|just look at the top left part of the screen]].\n\nYou will see info such as #bHP, MP, FP, and Exp#nb.[[\n\n#cffff0000Clear Condition: Hot Key 'T'|]]","Meninggalkan kota? Anda akan #bfight monsters#nb!\n\nJika Anda ingin memeriksa #bstatus#nb of your character [[press 'T' to view the status window|just look at the top left part of the screen]].\n\nAnda akan melihat info seperti #bHP, MP, FP, and Exp#nb.[[\n\n#cffff0000Clear Condition: Hot Key 'T'|]]"
TUTORIAL_STATUS_TITLE,Status Window,Status Window
TUTORIAL_STATUS_CONTENT,"#b#cff0000ff■ Status Window#nb#nc\nYou can check HP, MP, FP, Exp of your character.[[\nShortcut key is T.|]]","#b#cff0000ff■ Status Window#nb#nc\nAnda dapat memeriksa HP, MP, FP, Exp karakter Anda. [[\nTombol pintasan adalah T.|]]"
TUTORIAL_PARTY_MEMBER_TEXT,Is it tough to hunt alone? Then #bmake a party#nb with others.\n\nIt will be easier for you to kill boss monsters together with your party members.\n\nUse\n#cffff0000/partyinvite CharacterName\n#ncto invite a party member.\n\nYou start with a basic party and it will level the longer you continue to hunt together.,Apakah sulit berburu sendirian? Kemudian #bmake a party#nb dengan orang lain.\n\nAkan lebih mudah bagimu untuk membunuh monster bos bersama dengan anggota party kamu.\n\nPenggunaan\n#cffff0000/partyinvite CharacterName\n#ncto mengundang anggota partai.\n\nAnda mulai dengan basic party dan itu akan menyamakan kedudukan semakin lama Anda terus berburu bersama.
TUTORIAL_PARTY_TEXT,You can check information about your Party in the party window by [[pressing 'P'|touching #bParty#nb on the left]].\n\nYou can check your party member's level and class.\n\n#cffff0000Clear Condition: [[Hot Key 'P'|Open Party window]],Anda dapat memeriksa informasi tentang Party Anda di party window dengan [[pressing 'P'|touching #bParty#nb on the left]].\n\nAnda dapat memeriksa level dan kelas anggota partai Anda.\n\n#cffff0000Clear Condition: [[Hot Key 'P'|Open Party window]]
TUTORIAL_PARTY_TITLE,Party,Party
TUTORIAL_PARTY_CONTENT,"#b#cff0000ff■ Party#nb#nc\nA Party is a group consisting of at least 2 players. Players in a Party can attack the same monster and pick-up each others items. Players near each other share the Exp points gained from defeated monsters. Item and Exp distribution can be adjusted by the Party Leader.\n Slaying monsters together levels the Party. Once the Party Level hits level 10, it can be changed into an Advanced Party to bestow special skills on the Party Leader.\n You can invite other players into your party by [[rightclicking|touching]] their character and choosing #iInvite to Party#ni, or by typing #cffff0000/partyinvite [character name]#nc in chat.\n \n #b#cff0000ff■ Party window#nb#nc Here you can see information about the Party Members, as well as Party Settings.[[\n Shortcut key is P.|]]","#b#cff0000ff■ Party#nb#nc\nParty adalah grup yang terdiri dari minimal 2 pemain. Pemain dalam party bisa menyerang monster yang sama dan saling mengambil item. Pemain yang berdekatan satu sama lain berbagi poin Exp yang diperoleh dari monster yang dikalahkan. Distribusi Item dan Exp dapat disesuaikan oleh Ketua Partai.\n  Membunuh monster bersama-sama meratakan Party. Setelah Level Party mencapai level 10, itu dapat diubah menjadi Partai Lanjutan untuk memberikan keterampilan khusus pada Pemimpin Partai.\n Anda dapat mengundang pemain lain ke dalam pesta Anda dengan [[rightclicking|touching]] karakter mereka dan memilih #iInvite to Party#ni, or by typing #cffff0000/partyinvite [character name]#nc di chat.\n \n #b#cff0000ff■ Party window#nb#nc Di sini Anda dapat melihat informasi tentang Anggota Party, serta Pengaturan Party.[[\n Tombol pintasan adalah P.|]]"
TUTORIAL_FIGHT_TEXT,You have everything to #bfight#nb now!\n\n[[Click on|Touch]] a monster to select it. Then [[click on|touch]] it again to start attacking. Don't forget to use #bfood items#nb to recover your hit points when your HP bar is low or you will #bdie#nb.\n\n[[Click on|Touch]] the ground if you want to #bcancel an attack#nb. Good luck!,Anda memiliki segalanya untuk #bfight#nb sekarang!\n\n[[Click on|Touch]] monster untuk memilihnya. Kemudian [[click on|touch]] lagi untuk mulai menyerang. Jangan lupa untuk menggunakan item #bfood#nb untuk memulihkan poin hit Anda saat bilah HP Anda rendah atau Anda akan #bdie#nb.\n\n[[Click on|Touch]] tanah jika Anda ingin #bcancel an attack#nb. Semoga sukses!
CLIENT_GUIDE_INC_000031,"You gain 1 Cheer Point for every hour you play Flyff.\nTo cheer another player, select their character and click the Cheer icon in the Emotes window (Hotkey: O). You can also click a nearby character and select Cheer from the interaction menu.\nCheered characters receive +5% EXP for 10 minutes.",Kamu mendapatkan 1 cheer point untuk setiap jam kamu bermain Flyff. \nKlik karakter lain dan klik cheer icon di tombol kiri Motion Window (Hot Key 'O') atau Alt + Mouse untuk menghibur karakter lain. \nCheered characters akan memiliki tambahan + 5% Exp rate selama 10 menit.
CLIENT_TUTORIAL_TITLE_000016,Cheer,Cheer
CLIENT_TUTORIAL_CONTENT_000016,"#b#cff0000ff■ Cheer#nb#nc\nYou gain 1 Cheer Point for every hour you play. To cheer other player, select their character and click the Cheer icon in the Emotes window (Hotkey: O). You can also click a nearby character and select Cheer from the interaction menu. Cheered characters receive +5% EXP for 10 minutes.","#b#cff0000ff■ Cheer#nb#nc\nKamu bisa mendapatkan cheer point setiap 1 jam kamu terhubung ke permainan. Untuk cheer karakter lain, pilih karakter yang ingin kamu cheer dan buka motion window(Tombol Shortcut O) atau Alt + Klik kiri pada karakter dan pilih cheer menu. Karakter yang mendapatkan cheer mendapatkan 5% Exp increase selama 10 menit."
CLIENT_GUIDE_INC_000028,"Not enough space in your inventory? Don't worry.\nYou can use your Bank by talking to the [Public Office] NPC in each town. Make sure to click Deposit from the NPC menu.\nYou can meet the NPC in Flaris by heading south, Julia is next to the mail box.\n\n#cffff0000Clear Condition: Open Bank Window","Tidak cukup ruang di inventory milikmu? Jangan khawatir.\nKamu dapat menggunakan Bank dengan berbicara dengan [Public Office] NPC di setiap kota. Pastikan untuk mengklik deposit dari menu NPC.\nKamu dapat bertemu NPC di Flaris dengan menuju ke selatan, Julia berada di sebelah kotak surat.\n\n#cffff0000Clear Condition: Open Bank Window"
CLIENT_TUTORIAL_TITLE_000013,Deposit Method,Deposit Method
CLIENT_TUTORIAL_CONTENT_000013,#b#cff0000ff■ Bank#nb#nc\nYou can use bank by clicking on public office NPC in each village. Click on deposit menu from public office NPC.,#b#cff0000ff■ Bank#nb#nc\nAnda dapat menggunakan bank dengan mengklik NPC kantor publik di setiap desa. Klik menu deposit dari NPC kantor publik.
TUTORIAL_QUEST_BEGIN,You have a new quest!\n\nTalk to #b#cffa0a0ff%s#nc#nb to start the quest #b%s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb.,Kamu memiliki quest baru!\n\nBicara kepada #b#cffa0a0ff%s#nc#nb untuk memulai quest #b%s#nb!\n\nCek map dan ikuti #petunjuk yang berada diatas kepalamu#nb.
TUTORIAL_QUEST_END,Great work! You've completed the #b'%s'#nb quest!\n\nNow speak to #b#cffa0a0ff%s#nc#nb to #bcollect your rewards#nb and carry on with your adventure.\n\nConsult the map and #bfollow the arrow#nb above you to find your way.,Great work! You've completed the #b'%s'#nb quest!\n\nNow speak to #b#cffa0a0ff%s#nc#nb to #bcollect your rewards#nb and carry on with your adventure.\n\nConsult the map and #bfollow the arrow#nb above you to find your way.
TUTORIAL_QUEST_KILL,This quest requires you to kill #b#cffc32f07%dx#nc %s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach them.,Quest ini menyuruhmu untuk membunuh #b#cffc32f07%dx#nc %s#nb!\n\nCek pada map dan ikuti #petunjuk yang berada diatas kepalamu#nb untuk mengejar mereka.
TUTORIAL_QUEST_ITEM,This quest requires you to gather #b#cffc32f07%dx#nc %s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach the area.\n\nThen find and #b[[click on|touch]] the items#nb to pick them from the ground.,Quest ini menyuruhmu untuk mengumpulkan #b#cffc32f07%dx#nc %s#nb!\n\nCek pada map dan ikuti #petunjuk yang berada diatas kepalamu#nb untuk mencapai area.\n\nKemudian temukan dan #b[[click on|touch]] the items#nb untuk mengambilnya di permukaan.
TUTORIAL_QUEST_BOOTY,This quest requires you to collect #b#cffc32f07%dx#nc %s#nb from #b%s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach the area.\n\nThen #bdefeat the monsters#nb to collect the items.,Quest ini menyuruhmu untuk mengumpulkan #b#cffc32f07%dx#nc %s#nb dari #b%s#nb!\n\nCek pada map dan ikuti #petunjuk yang berada diatas kepalamu#nb untuk mencapai area.\n\nLalu #bdefeat the monsters#nb untuk mendapatkan item.
