Key,English,Indonesian
PROPQUEST_DUNGEONANDPK_INC_000591,There is a copy of the Iblis Revelation in the Iblis Temple. Bring a rubbed copy of it.,Ada salinan Iblis Revelation di Iblis Temple. Bawa salinan itu.
PROPQUEST_DUNGEONANDPK_INC_000593,The Revival,The Revival
PROPQUEST_DUNGEONANDPK_INC_000594,What should we do?! What should we do?!,Apa yang harus kita lakukan?! Apa yang harus kita lakukan?!
PROPQUEST_DUNGEONANDPK_INC_000595,I read the revelation and it speaks of the revival of Iblis as the trigger to the end of the world!,Aku membaca wahyu tersebut dan itu berbicara tentang kebangkitan Iblis sebagai pemicu akhir dunia!
PROPQUEST_DUNGEONANDPK_INC_000596,"If this is true, we have to stop it! This could be worse than the Hero Wars of long ago.","Jika ini benar, kita harus menghentikannya! Ini bisa lebih buruk daripada Hero Wars di masa lalu."
PROPQUEST_DUNGEONANDPK_INC_000597,You told me that you saw new types of masquerpets while you were getting the revelation right? I think that maybe…,"Kamu mengatakan kepadaku bahwa kamu melihat jenis topeng baru saat kamu mendapatkan wahyu, kan? Saya pikir mungkin…"
PROPQUEST_DUNGEONANDPK_INC_000598,...they are the scouts of the army of Iblis. It looks like we may have to work together for a little while longer. Are you willing to help?,..mereka adalah pengintai tentara Iblis. Sepertinya kita mungkin harus bekerja sama untuk beberapa saat lagi. Apakah kamu bersedia membantu?
PROPQUEST_DUNGEONANDPK_INC_000599,Excellent. Go in to the temple and gather any information you can about the strange masquerpets.,Bagus sekali. Pergilah ke kuil dan kumpulkan informasi apa pun yang kamu bisa tentang topeng aneh itu.
PROPQUEST_DUNGEONANDPK_INC_000600,What?! Are you really going to stand by and let the world end?,Apa?! Apakah kamu benar-benar akan menunggu dan membiarkan dunia berakhir?
PROPQUEST_DUNGEONANDPK_INC_000601,"Hmm... Iblis Crasher... So, that is one of the masquerpets? Alright, give me some time to study this information. Thank you.","Hmm.. Iblis Crasher.. Jadi, itu salah satu topengnya? Baiklah, beri aku waktu untuk mempelajari informasi ini. Terima kasih."
PROPQUEST_DUNGEONANDPK_INC_000602,Any information about any Masquerpets is good.,Informasi apa pun tentang Masquerpets apa pun bagus.
PROPQUEST_DUNGEONANDPK_INC_000603,Go into the temple and gather any information you can.,Pergilah ke dalam kuil dan kumpulkan informasi apapun yang kamu bisa.
PROPQUEST_DUNGEONANDPK_INC_000605,Into the Dark,Into the Dark
PROPQUEST_DUNGEONANDPK_INC_000606,Hi. I have studied the information you brought me and I have found that there is an altar in the Iblis Temple. There is also evidence that there are masquerpets guarding the altar.,Hai. Aku telah mempelajari informasi yang kamu berikan kepadaku dan aku telah menemukan bahwa ada sebuah altar di Iblis Temple. Ada juga bukti bahwa ada topeng yang menjaga altar.
PROPQUEST_DUNGEONANDPK_INC_000607,Do you see? They do not want anyone to interupt the revival of Iblis. We need to do something. We need to stop them!,Apakah kamu lihat? Mereka tidak ingin ada orang yang mengganggu kebangkitan Iblis. Kita perlu melakukan sesuatu. Kita harus menghentikan mereka!
PROPQUEST_DUNGEONANDPK_INC_000608,Are you ready for one last journey into the dark?,Apakah kamu siap untuk satu perjalanan terakhir ke dalam kegelapan?
PROPQUEST_DUNGEONANDPK_INC_000609,"I knew you would be. There is a masquerpet name Iblis Guardian. If you can defeat it, you can enter the altar.","Aku tahu kamu akan begitu. Ada topeng bernama Iblis Guardian. Jika kamu bisa mengalahkannya, kamu bisa memasuki altar."
PROPQUEST_DUNGEONANDPK_INC_000610,Are you serious? What could be more important than saving the world?,Apakah kamu serius? Apa yang bisa lebih penting daripada menyelamatkan dunia?
PROPQUEST_DUNGEONANDPK_INC_000611,"Great job, now you can enter the altar. I am counting on you to defeat the followers of Iblis... we all are. Go to the altar now.","Kerja bagus, sekarang kamu bisa memasuki altar. Aku mengandalkanmu untuk mengalahkan para pengikut Iblis... kita semua. Pergi ke altar sekarang."
PROPQUEST_DUNGEONANDPK_INC_000612,I do not know exactly where Iblis Guardian is. But we have to find it and destroy it.,Aku tidak tahu persis di mana Iblis Guardian berada. Tapi kita harus menemukannya dan menghancurkannya.
PROPQUEST_DUNGEONANDPK_INC_000613,Defeat Iblis Guardian and enter the altar.,Kalahkan Iblis Guardian dan masuk ke altar.
PROPQUEST_DUNGEONANDPK_INC_000615,If you can defeat the Iblis Guardian you can enter the altar.,Jika kamu bisa mengalahkan Iblis Guardian kamu bisa memasuki altar.
PROPQUEST_DUNGEONANDPK_INC_000625,Dekane Mine,Dekane Mine
PROPQUEST_DUNGEONANDPK_INC_000626,Iblis Temple,Iblis Temple
PROPQUEST_DUNGEONANDPK_INC_000640,Bloody corridor,Bloody corridor
PROPQUEST_DUNGEONANDPK_INC_000641,Well... Not a bad deal... Can you collect 20 Blood Trillipy Shells and defeat a Mutant Keakoon Worker?,Yah... Bukan kesepakatan yang buruk... Bisakah Anda mengumpulkan 20 Blood Trillipy Shells dan mengalahkan Mutant Keakoon Worker?
PROPQUEST_DUNGEONANDPK_INC_000642,"In that case...Hic, good luck.","Kalau begitu... Hic, semoga berhasil."
PROPQUEST_DUNGEONANDPK_INC_000643,Hmm... the Hazardous Blood Trillipys are much stronger...,Hmm... Hazardous Blood Trillipys jauh lebih kuat...
PROPQUEST_DUNGEONANDPK_INC_000644,Thanks to you the extraction in this area will be much easier!,"Berkat kamu, ekstraksi di area ini akan jauh lebih mudah!"
PROPQUEST_DUNGEONANDPK_INC_000645,Hmm... Despite your level the Hazardous Blood Trillipys are much stronger...,"Hmm... Terlepas dari levelmu, Hazardous Blood Trillipys jauh lebih kuat..."
PROPQUEST_DUNGEONANDPK_INC_000646,Collect $QUEST_END_ITEM_COUNT$ loot from the Bloody Trilipy and kill $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$.,Kumpulkan $QUEST_END_ITEM_COUNT$ jarahan dari Bloody Trilipy dan Bunuh $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$.
PROPQUEST_DUNGEONANDPK_INC_000648,The bottom of the mine,Bagian bawah tambang
PROPQUEST_DUNGEONANDPK_INC_000649,"Hello, if you're here it's because you've defeated all the known monsters in the mine. I'm Dekane, the creator of this mine. Now that you've proven yourself, I'll be able to tell you the real problem that lies at the bottom of the mine. In a secret room sleep dragons from ancient times created by Shade ages ago.","Halo, jika kamu di sini, itu karena kamu telah mengalahkan semua monster yang dikenal di tambang. Aku Dekane, pencipta tambang ini. Sekarang setelah kamu membuktikan diri, aku akan memberi tahu kamu masalah sebenarnya yang ada di dasar tambang. Di ruang rahasia naga tidur dari zaman kuno yang diciptakan oleh Shade berabad-abad yang lalu."
PROPQUEST_DUNGEONANDPK_INC_000650,Good luck!,Semoga berhasil!
PROPQUEST_DUNGEONANDPK_INC_000651,It is true that this is not an easy thing for an adventurer. Come and try your luck again when you are ready.,Memang benar bahwa ini bukan hal yang mudah bagi seorang petualang. Datanglah dan coba keberuntunganmu lagi ketika kamu siap.
PROPQUEST_DUNGEONANDPK_INC_000652,So you really did kill them all... Thank you very much.,Jadi kamu benar-benar membunuh mereka semua... Terima kasih banyak.
PROPQUEST_DUNGEONANDPK_INC_000654,Collect 30 Blood Trillipy Shells from the Bloody Trillipy and kill 3 Mutant Keakoon Workers.,Kumpulkan 30 Blood Trillipy Shells dari Bloody Trilipy dan bunuh 3 Mutant Keakoon Workers.
PROPQUEST_DUNGEONANDPK_INC_000656,"To defeat them, you'll need a well-armed team. Ah, but there's one detail I forgot to mention. You'll need 1,000,000 Penya to open the door, but for now, collecting 30 Blood Trillipy Shells and defeating 3 Mutant Keakoon Workers will be enough. Are you ready to accept this challenge?","Untuk mengalahkan mereka, Anda membutuhkan tim yang bersenjata lengkap. Ah, tapi ada satu detail yang lupa saya sebutkan. Anda akan membutuhkan 1.000.000 Penya untuk membuka pintu, tetapi untuk saat ini, mengumpulkan 30 Blood Trillipy Shells dan mengalahkan 3 Mutant Keakoon Workers sudah cukup. Apakah Anda siap untuk menerima tantangan ini?"
PROPQUEST_EILLUNQUESTS_INC_000001,Preparation,Preparation
PROPQUEST_EILLUNQUESTS_INC_000002,Prepare yourself... The first boss approaches!,Prepare yourself... The first boss approaches!
PROPQUEST_EILLUNQUESTS_INC_000003,Recover your strength. Next wave incoming!,Recover your strength. Next wave incoming!
PROPQUEST_EILLUNQUESTS_INC_000004,Steel yourself for the second boss battle!,Steel yourself for the second boss battle!
PROPQUEST_EILLUNQUESTS_INC_000005,Brace for impact. The third wave is coming!,Brace for impact. The third wave is coming!
PROPQUEST_EILLUNQUESTS_INC_000006,The third boss emerges. Stay vigilant!,The third boss emerges. Stay vigilant!
PROPQUEST_EILLUNQUESTS_INC_000007,Prepare for the fourth assault!,Prepare for the fourth assault!
PROPQUEST_EILLUNQUESTS_INC_000008,Another boss challenges you. Show your strength!,Another boss challenges you. Show your strength!
PROPQUEST_EILLUNQUESTS_INC_000009,One final wave awaits. Stand ready!,One final wave awaits. Stand ready!
PROPQUEST_EILLUNQUESTS_INC_000010,The ultimate challenge awaits. Fight with all your might!,The ultimate challenge awaits. Fight with all your might!
PROPQUEST_EILLUNQUESTS_INC_000011,"Complete Dungeon ""Rescue [Eillun Farmer] Sprout""","Complete Dungeon ""Rescue [Eillun Farmer] Sprout"""
PROPQUEST_EILLUNQUESTS_INC_000012,"Complete Dungeon ""Rescue [Eillun Farmer] Thorn""","Complete Dungeon ""Rescue [Eillun Farmer] Thorn"""
PROPQUEST_EILLUNQUESTS_INC_000013,"Complete Dungeon ""Defend [Eillun Farmer] Dr. Root""","Complete Dungeon ""Defend [Eillun Farmer] Dr. Root"""
PROPQUEST_EILLUNQUESTS_INC_000014,"Complete Dungeon ""Rescue [Eillun Farmer] Dr. Root""","Complete Dungeon ""Rescue [Eillun Farmer] Dr. Root"""
