Key,English,Indonesian
UI_GUILDCOMBAT_CANCEL_TITLE,Cancel Guild Siege Application,Guild Siege - Pembatalan Aplikasi
UI_GUILDCOMBAT_CANCEL_MSG,Withdraw your application for the Guild Siege?,Apa kamu akan mengundurkan diri dari Guild Siege?
UI_GUILDCOMBAT_SELECT_TITLE,Guild Siege Lineup,Tetapkan Daftar Masuk untuk Guild Siege
UI_GUILDCOMBAT_SELECT_CONNECTED,Online Guild Members,Anggota Guild yang Terhubung
UI_GUILDCOMBAT_SELECT_ENTRANT,Lineup,Daftar Peserta
UI_GUILDCOMBAT_SELECT_RIGHT_TIP,Add the selected member to the lineup,Tambahkan Anggota Guild yang terhubung ke daftar peserta.
UI_GUILDCOMBAT_SELECT_LEFT_TIP,Remove the selected member from the lineup,Hapus Anggota Guild dari daftar peserta.
UI_GUILDCOMBAT_SELECT_UP_TIP,Move the selected member up in the lineup,Atur anggota Guild yang dipilih ke sisi atas.
UI_GUILDCOMBAT_SELECT_DOWN_TIP,Move the selected member down in the lineup,Atur anggota Guild yang dipilih ke sisi bawah.
UI_GUILDCOMBAT_SELECT_COMPLETE,Confirm,Confirm
UI_GUILDCOMBAT_SELECT_COMPLETE_TIP,Save and confirm the lineup,Lengkapi daftar entri.
UI_GUILDCOMBAT_SELECT_DEFENDER,Defender,Defender
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP,Designate the selected member as Defender,Pilih Defender
UI_GUILDCOMBAT_SELECT_REMAKE,Reset,Reset
UI_GUILDCOMBAT_SELECT_REMAKE_TIP,Reset the lineup,Buat ulang daftar entri.
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP2,Opponents gain 1 bonus point when your guild's Defender is killed.,Lawan akan mendapatkan poin bonus saat Guild Defender kamu terbunuh.
UI_GUILDCOMBAT_SELECT_INFO,Register your team. Starting team: %d members (Max participants: %d),Daftarkan tim kamu. Mulai %d anggota (Maksimum %d)
UI_GUILDCOMBAT_SELECT_ENTRANT_TIP,Set your lineup here. The first 6 members in the lineup will enter the Guild Siege combat area first.,5 anggota terpilih akan bergabung dengan Guild Siege terlebih dahulu. Silakan buat daftar peserta.
UI_GUILDCOMBAT_SELECT_REMAKE_MAKEUP,Reset your lineup and start over?,Ingin mengatur barisan untuk Guild Siege kembali?
UI_GUILDCOMBAT_TELE_TITLE,Guild Siege Entry,Panduan Guild Siege
UI_GUILDCOMBAT_TELE_MSG,Guild Siege entry is now open. Teleport to the entry NPC?,Arena telah dibuka. Apakah Anda ingin berteleportasi ke arena Guild Siege?
UI_GUILDCOMBAT_JOIN_TITLE,Enter Guild Siege Arena,Memasuki Arena Guild Siege
UI_GUILDCOMBAT_JOIN_MSG,Enter the Guild Siege Arena now?,Apakah kamu bergabung dengan Guild Siege?
UI_NETWORK_ERROR_TITLE,Network Error,Kesalahan Jaringan
UI_NETWORK_ERROR_MSG,"A network error happened, please check your connection and login again.","Terjadi kesalahan jaringan, harap periksa koneksi dan mencoba login kembali."
UI_GUILDCOMBAT_JOINWAR_TITLE,Select Entry Zone,Lokasi Resurrection
UI_GUILDCOMBAT_JOINWAR_1_TIP,You have entered zone 1.,Kamu telah memasuki area pertama.
UI_GUILDCOMBAT_JOINWAR_2_TIP,You have entered zone 2.,Kamu telah memasuki area kedua.
UI_GUILDCOMBAT_JOINWAR_3_TIP,You have entered zone 3.,Kamu telah memasuki area ketiga.
UI_GUILDCOMBAT_JOINWAR_4_TIP,You have entered zone 4.,Kamu telah memasuki area keempat.
UI_GUILDCOMBAT_JOINWAR_5_TIP,You have entered zone 5.,You have entered zone 5.
UI_GUILDCOMBAT_JOINWAR_6_TIP,You have entered zone 6.,You have entered zone 6.
UI_GUILDCOMBAT_JOINWAR_7_TIP,You have entered zone 7.,You have entered zone 7.
UI_GUILDCOMBAT_JOINWAR_8_TIP,You have entered zone 8.,You have entered zone 8.
UI_GUILDCOMBAT_JOINWAR_SELECT,Select the zone you wish to enter.,Pilih area yang ingin kamu masuki.
UI_GUILDCOMBAT_JOINWAR_MSG,"In %d seconds, you will enter zone %s.","Setelah %d, kamu masuk %s."
UI_GUILDCOMBAT_JOINWAR_RANDOM,Random,Random
UI_CHAT_ADMIN,[Admin] %s,[Admin] %s
UI_GUILDCOMBAT_RATE,Guild Rankings,Rank Sekarang
UI_GUILDCOMBAT_PERSON_RATE,Player Rankings,Rank individu
UI_TOOLTIP_EXPBOX,#b%s's EXP box#nb\nTime left: %s,#b%s's exp box#nb\nWaktu tersisa: %s
UI_GUILDCOMBAT_JOIN_READY,You will enter the combat area when one of your guildmates is defeated.,Dapat memasuki saat salah satu teman guild dikalahkan.
UI_GUILDCOMBAT_JOIN_READY2,Prepare yourself!,Bersiap!
UI_GUILDCOMBAT_LOG_REALTIME,[%s]%s [%s] defeated [%s]%s [%s] and gained %d points.,[%s]%s [%s] telah mengalahkan [%s]%s [%s] dan mendapatkan %d poin.
UI_GUILDCOMBAT_LOG_MASTER,Guild Master,Guild Master
UI_GUILDCOMBAT_LOG_DEFENDER,Defender,Defender
UI_GUILDCOMBAT_RESULT_TITLE,Guild Siege Results,Guild & Ranking Anggota
UI_GUILDCOMBAT_RESULT_GUILD,Guild Rankings,Guild Rankings
UI_GUILDCOMBAT_RESULT_MEMBER,Player Rankings,Ranking Anggota
UI_GUILDCOMBAT_RESULT_RANK,Rankings,Rank Gabungan
UI_GUILDCOMBAT_RESULT_LOG,Battle Log,Battle Log
UI_GUILDCOMBAT_LOG_GUILD,[%s],[%s]
UI_GUILDCOMBAT_LOG1,Basic Point +2,Basic Point +2
UI_GUILDCOMBAT_LOG2,Guild Master Bonus +1,Guild Master Bonus +1
UI_GUILDCOMBAT_LOG3,Defender Bonus +1,Defender Bonus +1
UI_GUILDCOMBAT_LOG4,Kill bonus +1,Kill bonus +1
UI_GUILDCOMBAT_LOG5,Resurrecting Bonus +1,Resurrecting Bonus +1
UI_GUILDCOMBAT_LOG6,Killing streak Bonus +%d,Killing streak Bonus +%d
UI_GUILDCOMBAT_LOG_POINT,(%d grade),(%d grade)
UI_GUILDCOMBAT_LOG_ATTACK,Attack,Attack
UI_GUILDBANK_GUILDCOMBAT_CLOAK_TIP,Create a Dragon Cloak (Requires winning the Guild Siege),Membuat Dragon Cloak (Syarat: Untuk Guild yang memenangkan Guild War).
UI_GUILDBANK_GUILDCOMBAT_CREATE_CLOAK,"Creating a Dragon Cloak costs 10,000 Penya. Create it now?","Perlu 10,000 Penya untuk membuat Dragon Cloak. Apakah kamu ingin melanjutkan?"
UI_GUILDCOMBAT_RANKING_TITLE,Guild Siege Player Rankings,Rangking Anggota Guild
UI_GUILDCOMBAT_RANKING_RANK,Rank,Rank
UI_GUILDCOMBAT_RANKING_POINT,Points,Points
UI_WORLD_DEVICEMOTION_TIP,Motion,Motion
UI_WORLD_TURBO_TIP,Fuel,Fuel
UI_NAVIGATOR_SHIP,Ship,Ship
UI_OPTION_TOON_STYLE,Outline,Outline
UI_OPTION_RIM_OUTLINE,Rim Outlines,Rim Outlines
UI_APP_WIKI_TIP,Browse the Flyffipedia,Dapatkan bantuan dari Wiki
UI_ROSHAMBO_OPEN_CONFIRM,I challenge you to a game of Rock-Paper-Scissors!,Aku menantangmu bermain Rock-Paper-Scissors!
UI_ROSHAMBO_TITLE,Rock-Paper-Scissors,Rock-Paper-Scissors
UI_ROSHAMBO_VS,VS,VS
UI_ROSHAMBO_SCISSOR,Scissors,Scissors
UI_ROSHAMBO_ROCK,Rock,Rock
UI_ROSHAMBO_PAPER,Paper,Paper
UI_ROSHAMBO_WINNINGCOUNT,%d win(s),%d menang(s)
UI_ROSHAMBO_DEFEAT,You Lose!,Kamu Kalah!
UI_ROSHAMBO_WIN_TITLE,You Win!,Kamu menang!
UI_ROSHAMBO_WIN_END,End,End
UI_ROSHAMBO_WIN_NEXT,Next,Selanjutnya
UI_ROSHAMBO_WIN_MSG,"Press ""End"" to claim your current prize and stop playing, or press ""Next"" to keep playing for more prizes.","Tekan END jika kamu ingin berhenti dan mengklaim hadiah yang telah didapat, Tekan NEXT untuk melanjutkan dengan lebih banyak hadiah -"
UI_ROSHAMBO_WIN_MSG2,"Note: If you keep playing, you will forfeit your current prize.",Harap Dicatat: Kamu tidak akan menerima hadiah yang telah didapatkan jika memilih untuk terus bermain.
UI_ROSHAMBO_WIN_MSG3,"Congratulations, you won %d time(s)! You receive %s x%d.","Selamat, kamu menang %d kali! Kamu menerima %s x%d."
UI_EXCHANGE_COUNT_TITLE,Input Item Quantity,Masukkan jumlah barang
UI_EXCHANGE_COUNT_MSG,How many?,Berapa banyak?
UI_EXCHANGE_COUNT_LABEL,Number:,Number:
UI_TOOLTIP_PET_REAR,[Raised Pet],[Raised Pet]
UI_TOOLTIP_PET_PICKUP,[Pickup Pet],[Pickup Pet]
UI_PET_GRADE_0,Egg,Telur
UI_PET_GRADE_1,F Tier,F Tier
UI_PET_GRADE_2,E Tier,E Tier
UI_PET_GRADE_3,D Tier,D Tier
UI_PET_GRADE_4,C Tier,C Tier
UI_PET_GRADE_5,B Tier,B Tier
UI_PET_GRADE_6,A Tier,A Tier
UI_PET_GRADE_7,S Tier,S Tier
UI_PET_EXP_MAX,EXP: 99.99%,EXP: 99.99%
UI_PET_EXP,EXP: %.2f%%,EXP: %.2f%%
UI_TOOLTIP_ABILITY,Bonus,Bonus
UI_PET_HP,Energy: %d / %d,Energy: %d / %d
UI_PET_LEVEL,Lv%d,Lv%d
UI_PET_DEAD,(DEAD),(MATI)
UI_PET_REROLL_TIER,Scroll-rerolled tier:,Scroll-rerolled tier:
UI_TARGET_CLEAR,Clear target,Bersihkan target
UI_OPTION_TAB_UI,Interface,Interface
UI_OPTION_AUTO_ATTACK,Auto Attack,Auto Attack
UI_OPTION_FIXED_CAMERA,Fixed Camera,Fixed Camera
UI_OPTION_OTHER_DAMAGES,Display All Damage,Tampilkan semua damage
UI_OPTION_HIDE_OTHER_PLAYERS,Hide Other Players,Sembunyikan Player lain
UI_OPTION_TRANSPARENT_CHAT,Transparent chat,Transparan chat
UI_OPTION_RIGHT_CLICK_MENU,Right-Click Player Menu,Klik kanan pada menu player
UI_OPTION_TOP_PLAYER_GAUGES,MP & FP Gauges,Bar MP & FP
UI_OPTION_TOP_PLAYER_GAUGES_TIP,Enables FP & MP gauges above the player.,Tampilkan Bar FP & MP di atas player.
UI_OPTION_SELECT_PETS,Select Pets,Pilih Hewan Peliharaan
UI_FACE_SHOP_TITLE,Plastic Surgery,Plastic Surgery
UI_FACE_SHOP_BASE_FACE,Current Face,Current Face
UI_FACE_SHOP_NEW_FACE,New Face,New Face
UI_TOOLTIP_SPELL_RANGE,Spell Range: %d,Spell Range: %d
UI_TOOLTIP_COMBO_TYPE,Combo: %s,Kombo: %s
UI_TOOLTIP_COMBO_STEP,Starter,Starter
UI_TOOLTIP_COMBO_CIRCLE,Link,Link
UI_TOOLTIP_COMBO_FINISH,Finisher,Finisher
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d,Base Damage: %d ~ %d
UI_TOOLTIP_DMG_MUL,Damage Multiplier: %.2f,Damage Multiplier: %.2f
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling,Attack Scaling
UI_TOOLTIP_SCALE_HEAL,Heal Scaling,Heal Scaling
UI_TOOLTIP_SCALE_TIME,Time Scaling,Time Scaling
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling,Dec. Charging Time Scaling
UI_TOOLTIP_SCALE_PARAM,Scaling,Scaling
UI_TOOLTIP_SCALE_PARAM_PER,per,per
UI_TOOLTIP_SCALE_PARAM_MAX,max,max
UI_TOOLTIP_PVP,PvP,PvP
UI_TOOLTIP_PVE,PvE,PvE
UI_TOOLTIP_AROUND,Around,Around
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,Base Heal: %d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,Base MP Heal: %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,Base FP Heal: %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,Base Time: %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PvP & Giants),/ %.2d:%.2d (PvP & Giants)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,Probability: %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PvP & Giants),/ %d%% (PvP & Giants)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Knockdown Probability: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,Cooldown: %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PvP),/ %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PvP),Cooldown: %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(After Expiry)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,Casting Time: %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,Charging Time: %.2d:%.2d
UI_NEWCHAR_FACE,Face,Muka
UI_NEWCHAR_HAIR,Hair,Rambut
UI_NEWCHAR_HAIR_COLOR,Hair Color,Warna Rambut
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press Scroll Lock to cycle zoom levels.,%dX Zoom. Tekan Tombol Scroll Lock untuk beralih.
UI_KEYBIND_CHAR_CONTROL,Movement Keys,Movement Keys
UI_KEYBIND_MOVE_FORWARD,Move Forward,Move Forward
UI_KEYBIND_MOVE_BACKWARD,Move Backward,Move Backward
UI_KEYBIND_TURN_LEFT,Turn Left,Turn Left
UI_KEYBIND_TURN_RIGHT,Turn Right,Turn Right
UI_KEYBIND_JUMP,Jump,Lompat
UI_KEYBIND_WALK,Toggle Run/Walk,Toggle Run/Walk
UI_KEYBIND_SKILL_COMBO,Action Slot,Action Slot
UI_KEYBIND_CLEAR_TARGET,Clear Target,Clear Target
UI_KEYBIND_TRACE_TARGET,Follow Target,Follow Target
UI_KEYBIND_SELECT_TARGET,Cycle Targets (PvP),Cycle Targets (PvP)
UI_KEYBIND_APPLETS,Windows,Windows
UI_KEYBIND_CAMERA,Camera Controls,Camera Controls
UI_KEYBIND_CAMERA_LEFT,Rotate Left,Rotate Left
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,Rotate Right
UI_KEYBIND_CAMERA_UP,Rotate Up,Rotate Up
UI_KEYBIND_CAMERA_DOWN,Rotate Down,Rotate Down
UI_KEYBIND_ZOOM_IN,Zoom In,Zoom In
UI_KEYBIND_ZOOM_OUT,Zoom Out,Zoom Out
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,Toggle Zoom
UI_KEYBIND_TASKBAR,Taskbar Functions,Taskbar Functions
UI_KEYBIND_TASKBAR_N,Taskbar %d,Taskbar %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,Taskbar Slot %d
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,2nd Bar Slot %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,3rd Bar Slot %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,Additional Taskbars
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,Toggle Fullscreen
UI_KEYBIND_MAIN_MENU,Main Menu,Main Menu
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,Hide/Show UI
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,Screenshot Mode
UI_KEYBIND_GAME,Game Functions,Game Functions
UI_KEYBIND_NONE,Not Bound,Not Bound
UI_KEYBIND_UNBIND,Unbind key,Unbind key
UI_KEYBIND_TITLE,Keys,Keys
UI_KEYBIND_RESET,Reset,Reset
UI_UPGRADECARD_TITLE,Upgrade Suit Socket Cards,Upgrade Suit Socket Cards
UI_UPGRADECARD_REGISTER,Insert suit cards.,Insert suit cards.
UI_UPGRADECARD_INFO,Fuse 10 suit cards for a chance to get 1 higher-grade card.,Fuse 10 kartu material untuk menerima 1 higher-grade card.
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reroll,Weapon Socket Card Reroll
UI_RESHUFFLECARD_REGISTER,Insert weapon cards to use as materials.,Mendaftarkan kartu bahan senjata.
UI_RESHUFFLECARD_INFO,Fuse 3 weapon cards to receive 1 card of the same grade.,Gabungkan 3 kartu bahan senjata untuk mendapatkan 1 kartu dengan kelas yang sama.
UI_RESHUFFLECARD_CONFIRM,Rerolling will consume the material cards. Proceed?,"Jika Anda mengocok ulang kartu, kartu yang digunakan sebagai bahan akan hilang.\nApakah Anda ingin melanjutkan?"
UI_CONVERTSOULLINK_TITLE,Convert to Soul-Linked,Convert to Soul-Linked
UI_CONVERTSOULLINK_INFO,"The item will become soul-linked and can no longer be sold to NPCs. You can use this process to stack identical items that otherwise cannot be stacked due to differing properties. Note: Soul-linked items cannot be traded, and this action cannot be undone.",Anda dapat mengonversi item menjadi tipe soul-linked.
UI_CONVERTSOULLINK_CONFIRM,This action cannot be undone.\nProceed?,Barang yang telah dikonversi tidak dapat dikembalikan.\nApakah Anda ingin melanjutkan?
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,Item ini tidak dapat dikonversi.
UI_GUILD_SCROLLGADD_CONFIRM,This scroll permanently increases your guild's member limit by 5. It only applies to your current guild and will not affect any guild you join later. Use it now?,"Scroll akan secara permanen meningkatkan jumlah member yang bisa kamu miliki di guild sebesar 5. Jika kamu bergabung dengan guild lain, itu tidak akan berpengaruh pada guild baru. Apakah Anda mengkonfirmasi penggunaannya?"
UI_GUILD_TOOLTIP_EXP,EXP:,EXP:
UI_GUILD_TOOLTIP_GOLD,Penya:,Penya:
UI_GUILD_TOOLTIP_LEVEL,#bNext level: %d#nb,#bNext level: %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,Ubah Channel
UI_CHANGECHANNEL_MSG,Select channel:,Pilih channel:
UI_REPORT_TITLE,Report,Report
UI_REPORT_PLAYER_LABEL,Player,Pemain
UI_REPORT_REASON_LABEL,Reason,Alasan
UI_REPORT_MESSAGE_LABEL,Message,Pesan
UI_REPORT_SEND,Send,Kirim
UI_REPORT_REASON0,Botting,Botting
UI_REPORT_REASON1,Real money transfer,Real money transfer
UI_REPORT_REASON2,Cheating / hacking,Cheating / hacking
UI_REPORT_REASON3,Bad behavior,Perilaku buruk
UI_REPORT_REASON4,Insults,Insults
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,Apakah Anda yakin ingin melaporkan %s?\n\nPenyalahgunaan fitur ini dapat mengakibatkan akun Anda diblokir.
UI_APP_ACHIEVEMENTS_TIP,View your achievements.,View your achievements.
UI_ACHIEVEMENTS_TITLE,Achievements,Achievements
UI_ACHIEVEMENTS_GENERAL_TAB,General,General
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,Monsters
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,Consumables
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,Titles & Badges
UI_ACHIEVEMENTS_EVENTS_TAB,Events,Events
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,Play time
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Login Streak,Login Streak
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Login Rewards,Login Rewards
UI_ACHIEVEMENTS_DESCRIPTION,Description,Deskripsi
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.,Achievement ini terikat pada akun Anda.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.,Monster untuk membunuh: %s.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETITEMS,Item(s) to use: %s.,Item yang akan digunakan: %s.
UI_ACHIEVEMENTS_REWARD,Reward List,Reward List
UI_ACHIEVEMENTS_REWARD_TITLE,Title: #b%s#nb,Title: #b%s#nb
UI_ACHIEVEMENTS_REWARD_LEVEL,Level %d,Level %d
UI_ACHIEVEMENTS_REWARD_CLAIMED,Claimed,Claimed
UI_ACHIEVEMENTS_REWARD_GOLD,Penya:,Penya:
UI_ACHIEVEMENTS_REWARD_ITEM,Item(s): %s,Item(s): %s
UI_ACHIEVEMENTS_REWARD_ATK,Increased Attack against target(s): %d%%,Increased Attack against target(s): %d%%
UI_ACHIEVEMENTS_PROGRESSION,Achievement Progress,Achievement Progress
UI_ACHIEVEMENTS_CARD_LEVEL,Level %d,Level %d
UI_ACHIEVEMENTS_CARD_BONUS,Attack +%s%%,Attack +%s%%
UI_ACHIEVEMENTS_NOTITLE,(No Title),(No Title)
UI_ACHIEVEMENTS_NOTITLE_DESCRIPTION,Hide your title.,Jangan menunjukkan title apa pun.
UI_ACHIEVEMENTS_PVPTITLE,PvP Title,PvP Title
UI_ACHIEVEMENTS_PVPTITLE_CURRENT,"(Currently ""%s"")","(Currently ""%s"")"
UI_ACHIEVEMENTS_PVPTITLE_DESCRIPTION,Display your current PvP title.,Tunjukkan title PVP Anda saat ini.
UI_ACHIEVEMENTS_TITLES_SELECT,Apply,Pilih
UI_ACHIEVEMENTS_TITLES_FROM,Unlocked By,Dari
UI_ACHIEVEMENTS_CLAIMBTN,Claim,Claim
UI_ACHIEVEMENTS_CLAIMTIP,Claim your rewards,Terima hadiah Anda!
UI_ACHIEVEMENTS_CLAIMTIP_RAND,Try your luck and see what you get today!,Putar rodanya! Apakah Anda akan beruntung hari ini?
UI_ACHIEVEMENTS_AVAILABLE,Available,Available
UI_ACHIEVEMENTS_COMPLETED,This achievement has been completed!,Achievement ini telah selesai!
UI_TOOLTIP_PARTY_LEVEL,Required Party Level: %d,Tingkat Party yang Diperlukan: %d
UI_TOOLTIP_PARTY_POINTS,Required Points: %d,Poin yang Diperlukan: %d
UI_PARTY_PERMANENT_CONFIRM,This scroll will transform your party into a permanent party. Offline members will no longer be removed automatically. This scroll applies only to your current party and will not affect any party you create or join later. Use it now?,"Anggota party Anda tidak akan lagi dikeluarkan secara otomatis saat mereka offline. Jika Anda membuat atau bergabung dengan pihak lain, itu tidak akan berpengaruh pada partai baru. Apakah Anda mengkonfirmasi penggunaannya?"
UI_PARTY_PERMANENT,Permanent Party,Permanent Party
UI_SEARCHPARTY_TITLE,Search Party,Cari Party
UI_SEARCHGUILD_TITLE,Search Guild,Cari Guild
UI_GROUPSEARCH,Search,Cari
UI_TOOLTIP_TRANSMUTE,Transmutation:,Transmutasi:
UI_TOOLTIP_RARITY,Rarity:,Rarity:
UI_TOOLTIP_RARITY_NORMAL,Common,Common
UI_TOOLTIP_RARITY_RARE,Uncommon,Uncommon
UI_TOOLTIP_RARITY_STRONG,Rare,Rare
UI_TOOLTIP_RARITY_UNIQUE,Unique,Unique
UI_TOOLTIP_RARITY_VERYRARE,Very Rare,Very Rare
UI_TOOLTIP_RARITY_ULTIMATE,Ultimate,Ultimate
UI_WORLD_CASTING,Casting,Casting
UI_WORLD_HARVESTING,Harvesting,Harvesting
UI_WORLD_OPENING,Opening,Opening
UI_WORLD_CHARGING,Charging,Charging
UI_NAVIGATOR_LOCALTIME,Local Time,Waktu Lokal
UI_NAVIGATOR_SERVERTIME,Server Time,Waktu Server
UI_NAVIGATOR_MADRIGALTIME,Madrigal Time,Waktu Madrigal
UI_UPGRADESAFE_STOP,Stop,Stop
UI_UPGRADESAFE_RESET,Reset,Reset
UI_UPGRADESAFE_MATERIAL_NORMAL,Power Dice,Power Dice
UI_UPGRADESAFE_MATERIAL_ULTIMATE,Sunstone,Sunstone
UI_UPGRADESAFE_MATERIAL_ELEMENT,Card,Kartu
UI_UPGRADESAFE_COST,#b%s#nb per attempt,#b%s#nb per attempt
UI_UPGRADESAFE_TARGET_PIERCING,Piercing Goal,Piercing Goal
UI_UPGRADESAFE_TARGET,Upgrade Goal,Upgrade Goal
UI_UPGRADESAFE_CURRENT_PIERCING,~Piercings~,~Piercings~
UI_UPGRADESAFE_CURRENT,~Current Value~,~Current Value~
UI_SEARCHGROUP_MODE_NO,Not Listed,Not Listed
UI_SEARCHGROUP_MODE_CONFIRM,Requires Leader Approval,Requires Leader Approval
UI_SEARCHGROUP_MODE_FREE,Open to Anyone,Open to Anyone
UI_GROUPSEARCH_REFRESH,Refresh,Refresh
UI_GROUPSEARCH_FILTER,Filter:,Filter:
UI_GROUPSEARCH_SORT,Sort:,Sort:
UI_GROUPSEARCH_PARTYNAME,Party Name,Nama Party
UI_GROUPSEARCH_GUILDNAME,Guild Name,Nama Guild
UI_GROUPSEARCH_LEADER,Leader,Leader
UI_GROUPSEARCH_MASTER,Master,Master
UI_GROUPSEARCH_LEVEL,Level,Level
UI_GROUPSEARCH_MEMBERS,Members,Anggota
UI_GROUPSEARCH_BUFFS,Buffs,Buffs
UI_GROUPSEARCH_LEADERLEVEL,Leader Level,Leader Level
UI_GROUPSEARCH_LEADERNAME,Leader Name,Nama Pemimpin
UI_GROUPSEARCH_MASTERLEVEL,Master Level,Master Level
UI_GROUPSEARCH_MASTERNAME,Master Name,Master Name
UI_GROUPSEARCH_ALL,All,Semua
UI_GROUPSEARCH_FRIENDS,Friend Leaders,Friend Leaders
UI_GROUPSEARCH_STRANGERS,Non-Friend Leaders,Non-Friend Leaders
UI_GROUPSEARCH_MASTERFRIENDS,Friend Masters,Friend Masters
UI_GROUPSEARCH_MASTERSTRANGERS,Non-Friend Masters,Non-Friend Masters
UI_GROUPSEARCH_JOIN,Join,Ikut
UI_GROUPSEARCH_LEADERAPPROVAL,Your request must be approved by the leader.,Request Anda harus disetujui oleh Leader
UI_GROUPSEARCH_MASTERAPPROVAL,Your request must be approved by the master.,Request Anda harus disetujui oleh Master
UI_PARTY_JOINQUESTION,%s wants to join your party. Accept the request?,%s ingin bergabung dengan party Anda. Apakah Anda menerima?
UI_GUILD_SEARCHNOTICE,Advertisement,Advertisement
UI_GUILD_SEARCHNOTICE_TIP,Setup your guild's notice in the Guild Finder,Siapkan pemberitahuan di Guild Search.
UI_DAMAGEMETER_RESET,Reset Damage Statistics,Reset Damage Statistics
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d,Damage Stats %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No,Flying: No
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics,Show/hide Damage Statistics
UI_SHOP_QUICK_SELL,Quick Sell,Quick Sell
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.,Jual kategori barang dengan cepat.
UI_SHOP_BUY_BACK,Buy Back,Buy Back
UI_SHOP_BUY_BACK_TIP,Buy back items you recently sold by mistake.,Beli kembali barang yang baru-baru ini Anda jual secara tidak sengaja.
UI_SHOP_QUICK_SELL_CONFIRM,Sell,Jual
UI_SHOP_QUICK_SELL_TOTAL,Total:,Total:
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,Uncommon & Lower
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,Rare & Lower
UI_SHOP_QUICK_SELL_FOOD,Food,Makanan
UI_SHOP_QUICK_SELL_POTION,Potion,Potion
UI_SHOP_BACK_TITLE,Buy back item,Buy back item
UI_SHOP_BACK_CONFIRM,Buy this item back for %s Penya?,Apakah Anda ingin membeli kembali barang tersebut dengan harga %s penya?
UI_TOOLTIP_BOWRANGE,Bow Range,Bow Range
UI_TOOLTIP_SKILLUP,Skill Damage,Skill Damage
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage,1v1 Skill Damage
UI_TOOLTIP_HEALUP,Healing,Healing
UI_TOOLTIP_SKILLRANGE,Skill Range,Skill Range
UI_MAP_MENU,Menu,Menu
UI_MAP_MENU_TIP,Hide/Show the menu,Hide/Show the menu
