Key,English,Indonesian
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000120,Darkon 3\nRoom of Guardian,Darkon 3\nRoom of Guardian
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000121,There is a monster called Venel Guardian protecting the symbol of the wisdom of the heroes.,Ada monster bernama Venel Guardian yang melindungi simbol kebijaksanaan para heroes..
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000122,Altar of Ringmaster,Altar of Ringmaster
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000123,The place where the Soulstone of the Ringmaster is kept.\nThe admirers of the hero Aenn\nmake a pilgrimage here every year.,Tempat dimana Soulstone of the Ringmaster disimpan.\nPengagum Hero Aenn\nmelakukan ziarah di sini setiap tahun.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000124,Altar of Elementor,Altar of Elementor
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000125,The place where the Soulstone of the Elementor is kept.\nThe admirers of the hero Lillip\nmake a pilgrimage here every year.,Tempat dimana Soulstone of the Elementor disimpan.\nPengagum Hero Lilip\nmelakukan ziarah di sini setiap tahun.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000126,Altar of Ranger,Altar of Ranger
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000127,The place where the Soulstone of the Ranger is kept.\nThe admirers of the hero Hynan\nmake a pilgrimage here every year.,Tempat dimana Soulstone of the Ranger disimpan.\nPengagum Hero Hynan\nmelakukan ziarah di sini setiap tahun.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000128,Altar of Billposter,Altar of Billposter
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000129,The place where the Soulstone of the Billposter is kept.\nThe admirers of the hero Roentel\nmake a pilgrimage here every year.,Tempat dimana Soulstone of the Billposter disimpan.\nPengagum Hero Roentel\nmelakukan ziarah di sini setiap tahun.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000130,Altar of Blade,Altar of Blade
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000131,The place where the Soulstone of the Blade is kept.\nThe admirers of the hero Heren\nmake a pilgrimage here every year.,Tempat dimana Soulstone of the Blade disimpan.\nPengagum Hero Heren\nmelakukan ziarah di sini setiap tahun.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000132,Altar of Knight,Altar of Knight
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000133,The place where the Soulstone of the Knight is kept.\nThe admirers of the hero Billaon\nmake a pilgrimage  here every year.,Tempat dimana Soulstone of the Knight disimpan.\nPengagum hero Billeien\nmelakukan ziarah di sini setiap tahun. 
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000134,Kyon Soldiers,Kyon Soldiers
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000135,"The greatest soldiers in Madrigal.\nTheir numbers may not be very large,\nbut they are all highly-qualified warriors.","Prajurit terhebat di Madrigal.\nJumlah mereka mungkin tidak terlalu besar,\ntapi mereka semua adalah prajurit yang kuat."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000136,Darkon 2\nDarken,Darkon 2\nDarken
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000137,Administrative City of Darkon.\nMost of the citizens are slightly hard of hearing\nbecause of the machine noise.,Administratif City of Darkon.\nSebagian besar warga sedikit sulit mendengar\nkarena suara mesin yang berisik.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000138,Darkon 2\nCave of Envy,Darkon 2\nCave of Envy
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000139,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Goa buatan.\nArea di sekitar Darken menjadi penuh dengan Masquerpet\nsetelah Clockworks War.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000140,Darkon 2\nCave of Envy,Darkon 2\nCave of Envy
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000141,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Goa buatan.\nArea di sekitar Darken menjadi penuh dengan Masquerpet\nsetelah Clockworks War.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000142,Darkon 2\nCave of Envy,Darkon 2\nCave of Envy
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000143,Artificial cave.\nThe area surrounding Darken became infested with Masquerpets\nafter the Clockworks War.,Goa buatan.\nArea di sekitar Darken menjadi penuh dengan Masquerpet\nsetelah Clockworks War.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000144,Darkon 1\nKhipra,Darkon 1\nKhipra
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000145,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,Kehidupan liar di sekitar area ini dihancurkan oleh pengembang\nsaat membangun Erons Factory.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000146,Darkon 1\nGouthan Mountains,Darkon 1\nGunung Gouthan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000147,The biggest mountains in Darkon.,Gunung terbesar di Darkon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000148,Darkon 1\nGouthan Mountains,Darkon 1\nGunung Gouthan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000149,The biggest mountains in Darkon.,Gunung terbesar di Darkon.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000150,Darkon 1\nKhipra,Darkon 1\nKhipra
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000151,The wildlife around this area was destroyed during\nthe construction of the nearby Erons Factory.,Kehidupan liar di sekitar area ini dihancurkan oleh pengembang\nsaat membangun Erons Factory.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000152,Darkon 2\nThe Cage of Clockworks.,Darkon 2\nThe Cage of Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000153,Clockworks was sealed here after the Clockworks War.,Clockworks disegel di sini setelah Clockworks War.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000154,Flaris Observatory,Flaris Observatory
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000155,Lab of Wise-men,Lab of Wise-men
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000156,Saint City\nAncient Document Office,Saint City\nAncient Document Office
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000157,Saint City\nLittle Theater of Pepoview,Saint City\nLittle Theater of Pepoview
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000158,Darkon 1\nHideout of Hanoyan,Darkon 1\nHideout of Hanoyan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000159,Altar of Jester,Altar of Jester
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000160,Darkon 3\nVillage of Kan,Darkon 3\nVillage of Kan
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000161,Herneos,Herneos
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000162,"Herneos was a beautiful underwater haven with magnificent architecture.\n However, Shade's hand caused great disruption.","Herneos was a beautiful underwater haven with magnificent architecture.\n However, Shade's hand caused great disruption."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000163,Eillun,Eillun
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000164,Euphresia,Euphresia
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000165,"Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare.","Euphresia was a magical, dreamlike wetland where giant glowing mushrooms and enchanted fauna thrived in perfect harmony.\nHowever, Rhisis' ancient anger unleashed a dark corruption upon the soil, twisting the peaceful forest into a treacherous, spore-choked nightmare."
PROTOTYPE_WLD_000000,Prototype,Prototype
WDPROTOTYPE_WLD_000000,Unknown Place in Madrigal,Tempat tak dikenal di Madrigal
WDPROTOTYPE_WLD_000001,Only a Game Master can help you to leave.,Hanya Game Master yang dapat membantumu untuk pergi.
WDREALM_WLD_000000,This is a safe place.,Ini adalah tempat yang aman.
WDREALM_WLD_000001,This is a safe place.,Ini adalah tempat yang aman.
WDREALM_WLD_000002,This is a safe place.,Ini adalah tempat yang aman.
WORLD_WDEVENT01_WDEVENT01_RGN_000000,You enter a battle zone!!!,Kamu memasuki Zona Battle!!
WDHEAVEN06_1_WLD_000003,Secret Room,Secret Room
WDUPRESIA_WLD_000000,Euphresia,Euphresia
