Key,English,Indonesian
TEXTCLIENT_DECPKPOINT,%d Karma points have been reduced.,%d Karma poin telah berkurang.
TEXTCLIENT_PK_MARKETNOUSE,You cannot use stores if your Karma grade is Vicious.,Tidak dapat mengakses store ketika karma mu tinggi.
TEXTCLIENT_PKDEAD,You have been slain by %s.,Kami telah dikalahkan oleh %s.
TEXTCLIENT_GETFAMEPOINT,You gained %d fame points.,Kamu mendapatkan %d Fame Poin.
TEXTCLIENT_DECFAMEPOINT,You lost %d fame points.,Kamu kehilangan %d Fame poin.
TEXTCLIENT_BANKWRONGPASS,Wrong password. Please try again.,Password salah. Silakan coba lagi.
TEXTCLIENT_BANKFULL,The bank is full.,Bank penuh.
TEXTCLIENT_PK_LEVEL_GAP,Unable to duel. Level gap is more than 30.,Tidak dapat memulai Duel. Perbedaan level lebih dari 30.
TEXTCLIENT_PK_SAFETY_NO,You cannot duel in a safety zone.,Kamu tidak dapat memulai Duel didalam Safety Zone.
TEXTCLIENT_PK_SAME_NO,You can duel only if the other player is in the same place as you.,Kamu dapat memulai Duel dengan Player lain yang berada dilokasi yang sama.
TEXTCLIENT_PK_CHANGEJOB_NO,You can only duel after your 1st job-change.,Kamu hanya dapat memulai Duel setelah 1st Job Change.
TEXTCLIENT_PK_PARTY_LIMIT,You cannot duel with party members.,Kamu tidak dapat memulai Duel dengan anggota Party.
TEXTCLIENT_PK_MODE_REJECT,The other player is in duel rejection mode.,Player sedang mengaktifkan Duel Rejection Mode.
TEXTCLIENT_DUELNO,%s refused to duel.,%s Menolak ajakan Duel.
TEXTCLIENT_DUELSTART,Duel with %s started!,Duel dengan %s dimulai!
TEXTCLIENT_DUELCANCEL,The duel has been cancelled.,Duel telah dibatalkan.
TEXTCLIENT_PK_NO_IPARTYLEADER,You are not the Party leader.,Kamu bukanlah Party Leader.
TEXTCLIENT_PK_NO_UPARTYLEADER,The other member is not the Party leader.,Anggota lain bukan Party Leader.
TEXTCLIENT_PK_NO_DUEL,You cannot duel with the other player currently.,Saat ini kamu tidak dapat memulai Duel dengan Player lain.
TEXTCLIENT_PDSTART,Duel has started with %s party.,Duel telah dimulai dengan %s party.
TEXTCLIENT_PVPLEAVE,"Party duel mode of %s was finished. If you join duel again, you will be penalized according to PK rules.","Party Duel Mode dengan %s telah selesai. Kalau kamu bergabung kembali dalam Duel, kamu akan mendapatkan Penalty PK."
TEXTCLIENT_PDCANCEL,Duel has been cancelled.,Duel telah dibatalkan.
TEXTCLIENT_PDVICTORY,You won the party duel.,Kamu memenangkan Party Duel.
TEXTCLIENT_PDLOSE,You lost the party duel.,Kamu kalah dalam Party Duel.
TEXTCLIENT_DONOTUSE_SHOP,You cannot use that item while using Hair Stylist or Plastic Surgeon.,Kamu tidak dapat menggunakan Item tersebut saat sedang memakai Hair Stylist atau Plastic Surgeon.
TEXTCLIENT_CASHSHOP_NOACCOUNT,You cannot use the Flyff Shop without account. Please link an account.,Kamu tidak dapat menggunakan fitur Flyff Shop tanpa mengubungkan Account. Silakan hubungkan Account terlebih dahulu.
TEXTCLIENT_CASHSHOP_INVALIDPRODUCT,This product is invalid.,Produk ini tidak valid.
TEXTCLIENT_CASHSHOP_SERVEROFFLINE,Cannot use Flyff Shop because the server is offline.,"Server sedang Offline, tidak dapat mengakses Flyff Shop."
TEXTCLIENT_CASHSHOP_LACKCASH,You don't have enough money to purchase the item. Reload your account before purchasing.,Kamu tidak memiliki cukup Kredit untuk membeli item. Mohon isi Saldo anda terlebih dahulu.
TEXTCLIENT_CASHSHOP_PURCHASEEXCEED,You reached the maximum amount of purchases per character for this product.,Kamu telah mancapai batas maksimum pembelian perkarakter untuk produk ini.
TEXTCLIENT_CASHSHOP_UNKNOWNERROR,"Unknown error, please try again.","Kesalahan tidak diketahui, harap coba lagi."
TEXTCLIENT_CASHSHOP_PURCHASESUCCESS,Thank you for your purchase! If the inventory is full please make room and login again to receive the item.,"Terima kasih atas pembeliannya! Jika inventory penuh, mohon kosongkan beberapa ruangan dan mencoba login kembali untuk menerima item."
TEXTCLIENT_CASHSHOP_INVALIDPLAYER,The player is invalid and cannot use Flyff Shop.,"ID Player tidak valid, tidak dapat mengakses Flyff Shop."
TEXTCLIENT_CASHSHOP_TIMEOVER,The operation is taking too much time. Please try again.,Proses terlalu memakan banyak waktu. Silakan coba lagi.
TEXTCLIENT_FATHER,#cff0000ff I am your father!#nc,#cff0000ff Aku adalah Ayahmu!#nc
TEXTCLIENT_MOTHER,#cff0000ff I am your mother!#nc,#cff0000ff Aku adalah Ibumu!#nc
TEXTCLIENT_COMNOHAVECOM,Cannot cancel because you do not belong to a guild.,Tidak dapat dibatalkan karena kamu tidak memiliki Guild.
TEXTCLIENT_COMDELNOKINGPIN,Only the guild leader can disband the guild.,Guild hanya dapat dibubarkan oleh Guild Leader.
TEXTCLIENT_GUILDWARREQLV6,Your guild level has to be higher than 5 to declare a guild duel.,Guildmu harus diatas Level 5 jika ingin mendeklarasikan Guild Duel.
TEXTCLIENT_GUILDWARSTILLNOWAR,Unable to declare war during guild duel.,Tidak dapat mendeklarasikan War pada saat Guild Duel.
TEXTCLIENT_GUILDWARNOTHINGGUILD,That Guild does not exist.,Guild tidak ditemukan.
TEXTCLIENT_GUILDWAROTHERLV6,Unable to declare a guild duel. Opposing guild level is below 6.,Tidak dapat mendeklarasikan Guild Duel pada Guild dibawah Level 6.
TEXTCLIENT_GUILDWARMASTEROFF,The opposing Guild Leader is offline.,Guild Leader lawan sedang Offline.
TEXTCLIENT_GUILDWARMEMBER10,The opposing guild must have at least 10 members.,Guild lawan harus memiliki minimum 10 anggota.
TEXTCLIENT_GUILDWAROTHERWAR,The other guild is already participating in a guild duel.,Guild lain telah berpartisipasi dalam Guild Duel.
TEXTCLIENT_GUILDWARDECLINED,Opposing guild leader declined the duel.,Guild Leader lawan menolak Duel.
TEXTCLIENT_GUILDWARNOFINDGUILD,Cannot find the guild that declared a guild duel.,Tidak dapat menemukan Guild yang mendeklarasikan Guild Duel.
TEXTCLIENT_PK_NOFLIGHT_DURING,You cannot duel when only one player is flying.,Kamu tidak dapat Duel jika hanya satu player yang terbang.
TEXTCLIENT_GUILDWARERRORDUEL,You cannot duel during a guild duel.,Kamu tidak dapat memulai Duel Selama Guild Duel.
TEXTCLIENT_GUILDWARSTART,A guild duel has started between %s Guild and %s Guild.,Guild Duel telah dimulai antara Guild %s dan Guild %s.
TEXTCLIENT_GUILDWARSTILL,A guild duel between %s Guild and %s Guild is in progress.,Guild Duel antara Guild %s dan Guild %s sedang berlangsung.
TEXTCLIENT_GUILDWARDOING,You are at war with another guild.,Kamu sedang berperang dengan Guild lain.
TEXTCLIENT_SHOUTAGREE,Shout messages allowed,Shout Messages diijinkan.
TEXTCLIENT_SHOUTREFUSE,Shout messages refused,Shout Messages ditolak.
TEXTCLIENT_GUILDWARWIN_MASTER,A Guild Leader has been killed!,Guild Leader telah terbunuh!
TEXTCLIENT_GUILDWARWIN_GIVEUP,Victory! Opponent guild has conceded.,Kemenangan! Guild musuh telah menyerah.
TEXTCLIENT_GUILDWARWIN_TIMEUP,Victory by default!,Kemenangan secara default!
TEXTCLIENT_GUILDWARWIN_KILLNUM,Victory due to number of opponents killed!,Kemenangan karena jumlah lawan yang terbunuh!
TEXTCLIENT_GUILDWARWIN,The guild duel between %s and %s has finished. The Guild %s has won. %s.,Guild Duel antara %s dan %s telah selesai. Guild %s memenangkannya. %s.
TEXTCLIENT_GUILDWARPEACE,%s and %s have agreed to a truce.,%s dan %s setuju untuk gencatan senjata.
TEXTCLIENT_GUILDWARDRAW,The guild duel between %s and %s resulted in a tie.,Guild Duel antara %s dan %s berakhir seimbang.
TEXTCLIENT_GUILDWARNOETC,You are either not participating in a guild duel or have already given up.,Kamu sedang tidak berpartisipasi di Guild Duel atau telah menyerah.
TEXTCLIENT_GUILDWARGIVEUP,%s of %s Guild has given up.,%s dari %s Guild telah menyerah.
TEXTCLIENT_GUILDWARPEACEDECLINED,Opposing guild declined the truce.,Guild lawan menolak gencatan senjata.
TEXTCLIENT_GUILDWARDEAD,"A warrior of %s Guild, %s, has been killed.","Warrior dari Guild %s, %s, telah dikalahkan."
TEXTCLIENT_DISGUISE_DNT_WING,You cannot use a Trans and Glow item at the same time.,Kamut tidak dapat menggunakan Trans dan Glow item secara bersamaan.
TEXTCLIENT_NOTUSESKILL_ITEMUSE,You used the same item earlier. Try again after its effects have worn off.,Kamu telah menggunakan item tersebut. Silakan coba lagi saat durasi efeknya habis.
TEXTCLIENT_COUPLERING_ERR01,You have engraved the name '%s' on this ring. Give it to your sweetheart!,Kamu telah mengukir nama '%s' pada Ring ini. Berikan ke orang tersayangmu!
TEXTCLIENT_COUPLERING_CARVE,An engraving reads '%s'. Give it to your sweetheart!,Sebuah ukiran bertuliskan '%s'. Berikan ke orang tersayangmu!
TEXTCLIENT_COUPLERING_NOTONLINE,The player with the name engraved on this ring is offline.,Player dengan nama yang terukir pada Ring ini sedang Offline.
TEXTCLIENT_COUPLERING_ERR02,You can not teleport to %s from here.,Kamu tidak dapat pergi ke %s dari sini.
TEXTCLIENT_COUPLERING_ERR03,You can not teleport to a player who is flying.,Kamu tidak dapat menuju Player yang sedang mode terbang.
TEXTCLIENT_RANDOMSCROLL_ERROR,This item can only be used on applicable weapons and armor.,Item ini hanya dapat digunakan pada Weapon dan Armor yang masih berlaku.
TEXTCLIENT_RANDOMSCROLL_CONFIRM,Do you want to apply a random stat upgrade to the following item?\n%s,Apa kamu ingin menerapkan Random Stat Upgrade pada item ini?\n%s
TEXTCLIENT_RANDOMSCROLL_CONFIRM1,This will overwrite the previous random stat upgrade that was applied. Do you want to continue?,Ini akan menimpa Random Stat Upgrade yang sudah ada. Apa kamu mau melanjutkannya?
TEXTCLIENT_RANDOMSCROLL_SUCCESS,%s has been enchanted with %s +%d.,%s telah di enchant dengan %s +%d.
TEXTCLIENT_STATE_NOTUSE,You cannot use %s,Kamu tidak dapat menggunakan %s
TEXTCLIENT_TRADE_NOTUSE,Trading,Trading
TEXTCLIENT_TRADE_NOTUSE1,Because the person is trading.,Karena orang itu sedang melakukan Trade.
TEXTCLIENT_DIE_NOTUSE,If the person is dead,If the person is dead
TEXTCLIENT_DIE_NOTUSE1,Because the person is dead,Karena orang itu mati.
TEXTCLIENT_VENDOR_NOTUSE,On opening a private shop,On opening a private shop
TEXTCLIENT_VENDOR_NOTUSE1,Because the person is on opening a private shop,Karena orang itu sedang membuka Private Shop
TEXTCLIENT_ATTACK_NOTUSE,In Combat,In Combat
TEXTCLIENT_ATTACK_NOTUSE1,Because the person is in combat.,Karena orang itu sedang dalam pertarungan.
TEXTCLIENT_FLY_NOTUSE,On flying,On flying
TEXTCLIENT_FLY_NOTUSE1,Because the person is flying.,Karena orang itu sedang terbang.
TEXTCLIENT_DUEL_NOTUSE,In Duel,In Duel
TEXTCLIENT_DUEL_NOTUSE1,Because the person is in duel.,Karena orang itu sedang dalam Duel.
TEXTCLIENT_GAME_EVENT_WORLD_NOTUSE,In event area,Dalam area Event
TEXTCLIENT_PRISON_WORLD_NOTUSE,In Kebaras,Dalam Kebaras
TEXTCLIENT_SUMMON_FRIEND_MY_NOUSE,You can not use item to yourself.,Kamu tidak dapat menggunakan item itu pada dirimu sendiri.
TEXTCLIENT_SUMMONFRIEND_NOUSER,%s is offline.,%s sedang Offline.
TEXTCLIENT_SUMMONFRIEND_NOTFRIEND,This player is not your friend or is blocked.,Player ini tidak ada dalam Friendlist atau telah di Blacklist.
TEXTCLIENT_STATE_NOTSUMMON,You cannot summon %s,Kamu tidak dapat summon %s
TEXTCLIENT_STATE_NOTSUMMONOK,You cannot accept %s,Kamu tidak dapat menerima %s
TEXTCLIENT_WORLD_NOTUSE,Because you are in different areas,Karena kamu berada di area yang berbeda
TEXTCLIENT_DUNGEON_NOTUSE,Because you are in a dungeon,Karena kamu berada dalam dungeon.
TEXTCLIENT_SUMMONFRIEND_CONFIRM,You have asked to summon %s,Kamu telah diminta untuk summon %s
TEXTCLIENT_SUMMON_FRIEND_CANCEL,%s has cancelled the summon.,%s telah membatalkan summon.
TEXTCLIENT_SUMMONFRIEND_NOITEM,You don't have %s. You cannot summon %s.,Tidak memiliki %s. Kamu tidak dapat summon %s.
TEXTCLIENT_SUMMON_SUCCESS1,You are summoned to %s,Kamu di summon ke %s
TEXTCLIENT_SUMMON_SUCCESS,%s is summoned,%s telah di summon
TEXTCLIENT_SUMMONPARTY_NOTTIME,You can not go.,Kamu tidak dapat pergi.
TEXTCLIENT_TROUPECREATE,Only the party leader can use this function.,Hanya Party Leader yang dapat menggunakan fungsi ini.
TEXTCLIENT_ITEM_TRANSY,This item is not available. Please input another item.,Item ini tidak tersedia. Silakan masukkan item lain.
TEXTCLIENT_ITEM_TRANSY_NOT_LEVEL,Only %d-%d level items are usable.,Hanya %d-%d level item yang bisa digunakan.
TEXTCLIENT_ITEM_TRANSY_SUCCESS,The change from %s to %s was successful.,Pergantian dari %s ke %s sukses.
TEXTCLIENT_GUILDCREATE,Only the guild master can use this function.,Hanya Guild Master yang dapat menggunakan fungsi ini.
TEXTCLIENT_CHANGENAME,Player name successfully changed.,Nama Player berhasil diubah.
TEXTCLIENT_MAP_MARK_MAX_NUMBER,You can't save your position any more. Please arrange your saved postion first and try again.,Kamu tidak dapat menyimpan posisi lagi. Silakan atur posisi yang telah disimpan dan mencoba kembali.
TEXTCLIENT_UPGRADE_ERROR_NOUNICK,You cannot upgrade a unique item.,Kamu tidak dapat mengupgrade Unique Item.
TEXTCLIENT_NOTEQUALELEM,The attribute of %s and the applied attribute of the item are not the same.,Atribut %s dan atribut item yang diterapkan tidak sama.
TEXTCLIENT_NOTELEMENT,The attribute has not been applied to the selected item. Please finish the attribute refining first.,Atribut belum diterapkan ke item yang dipilih. Harap selesaikan refining atribut terlebih dahulu.
TEXTCLIENT_ALREADYELEM,Charge attribute has already been applied.,Biaya attribute telah diterapkan.
TEXTCLIENT_REMOVEELEMENT,The attribute of the selected item has been deleted.,Atribut item yang dipilih telah dihapus.
TEXTCLIENT_CHATSAMETEXT,Unable to enter the same sentence twice in a row.,Tidak dapat memasukkan kalimat yang sama dua kali berturut-turut.
TEXTCLIENT_ERROR_CHATTING_1,The last message could not be transmitted due to chat spam limitations.,Pesan terakhir tidak dapat dikirim karena adanya batasan Spam Chat..
TEXTCLIENT_ERROR_CHATTING_3,Currently your chat has been blocked.(Remaining: %d minute %d second),Saat ini Chat Anda telah diblokir.(Sisa: %d menit %d detik)
TEXTCLIENT_LIMIT_SHOUT,Shouting is only allowed 5 times per 60 seconds.,Shouting hanya diperbolehkan 5 kali per 60 detik.
TEXTCLIENT_LIMIT_FULL_SHOUT,Shouting with Full Shout is only allowed once every 2 minutes.,Shouting dengan fitur Full Shout hanya diperbolehkan sekali setiap 2 menit.
TEXTCLIENT_GUILDCOMBAT_NOT_GUILD_LEADER,You are not in a guild or are not the Guild Master.,Kamu sedang tidak bergabung dengan guild atau kamu bukanlah Guild Master.
TEXTCLIENT_GUILDCOMBAT_REQUESTEND,Guild Siege is closed.,Guild Siege telah ditutup.
TEXTCLIENT_GUILDCOMBAT_REQUEST_LEVEL,Your guild must be at least level %d to apply for the Guild Siege.,Level Guild minimal harus %d untuk dapat melakukan Siege.
TEXTCLIENT_GUILDCOMBAT_REQUEST_BASEPENYA,It will cost you at least %d Penya to apply to the siege.,Kamu akan dikenakan biaya setidaknya %d penya untuk mendaftar ke Siege.
TEXTCLIENT_GUILDCOMBAT_REQUEST_PENYA,It will cost you %d Penya to apply to the siege.,Kamu akan dikenakan biaya %d penya untuk mendaftar ke Siege.
TEXTCLIENT_GUILDCOMBAT_REQUEST_NOTPENYA,You can apply to the guild siege if you have the required Penya.,Kamu dapat mendaftar ke Guild Siege jika kamu memiliki Penya yang diperlukan.
TEXTCLIENT_GUILDCOMBAT_APP_CONFIRM,Your previous bid was %d Penya. You have added %d Penya to increase your bid.,Kamu telah meminta %d penya terlebih dahulu. Dan kemudian kamu meminta tambahan %d penya.
TEXTCLIENT_GUILDCOMBAT_REQUEST_GUILDCOMBAT,You have successfully applied to the Guild Siege.,Kamu telah berhasil mendaftar ke Guild Siege. Kamu dapat mengatur masuknya Guild mulai pukul 5 pm (PST) setiap hari Sabtu.
TEXTCLIENT_GUILDCOMBAT_APP,Registration for Guild Siege has finished.,Registrasi untuk Guild Siege telah selesai.
TEXTCLIENT_GUILDCOMBAT_NOT_USE,You cannot use it right now.,Kamu tidak dapat menggunakannya sekarang.
TEXTCLIENT_GUILDCOMBAT_NOTAPP,You did not apply for the Guild Siege.,Kamu tidak terdaftar pada Guild Siege.
TEXTCLIENT_GUILDCOMBAT_EXPENSE_RETURN,The application fee has been refunded.,Biaya akan dikembalikan jika kamu gagal bergabung dengan Guild Siege.
TEXTCLIENT_GUILDCOMBAT_CANCEL,Your guild's application for the Guild Siege has been canceled.,Guid Siege yang kamu ikuti telah dibatalkan.
TEXTCLIENT_GC_CANCELREQUEST,Guild Siege Application Refund,Guild Siege Application Refund
TEXTCLIENT_GC_CANCELREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application has been canceled, and the application fee has been refunded. Please note that a 20% commission has been deducted.\nHave a nice day!","Halo. Aku Guild Manager Donaris.\nKarena telah dibatalkan, aku akan mengembalikan uangmu setelah dikurangi 20% sebagai komisi.\nSemoga harimu menyenangkan!"
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT,Today's Guild Siege will not be held due to lack of participants.,Today's Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_ENJOY,Have a good day!,Semoga harimu menyenangkan!
TEXTCLIENT_GUILDCOMBAT_JOIN_OK,You have qualified to enter the Guild Siege. Please complete your lineup setup in Flarine.,"Kamu memenuhi syarat untuk memasuki Guild siege. Silakan selesaikan ""Line up for Guild Siege"" di Flaris sekarang."
TEXTCLIENT_GUILDCOMBAT_JOIN_CANCEL,"You did not qualify for this Guild Siege. Please try again next week. After the Guild Siege ends, you may reclaim the application fee in Flarine.","Kamu gagal memenuhi syarat. Silakan coba lagi minggu depan. Setelah menyelesaikan Guild Siege, terima biaya masuk di Flaris."
TEXTCLIENT_GUILDCOMBAT_OPEN_READY_MSG,The Guild Siege will begin soon. You will be automatically teleported to Flaris after %d seconds.,Guild Siege segera dimulai. Kamu akan diteleport secara otomatis ke flaris dalam %d detik.
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG,You can now enter the Guild Siege arena through Franky in Flarine.,"Mulai sekarang, Franky di Flarine bisa membiarkanmu masuk ke arena Guild Siege."
TEXTCLIENT_GUILDCOMBAT_NOW_PLAYER_MAKEUP,You can now set up the Guild Siege lineup.,"Mulai sekarang, kamu dapat mengatur masuknya Guild Siege."
TEXTCLIENT_GUILDCOMBAT_PLAYER_MAKEUP_FINISH,Lineup Setup Ends In,Saatnya mengatur barisan dan persiapan Guild Siege.
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE,Combat Starts In,Guild Siege dimulai dalam
TEXTCLIENT_GUILDCOMBAT_WAR_END,Combat Ends In,Combat Ends In
TEXTCLIENT_GUILDCOMBAT_EXIT_MSG,Teleporting to Flarine,Teleporting to Flarine
TEXTCLIENT_GUILDCOMBAT_JOIN_NOW,You can now enter the Guild Siege.,Mode Guild Siege sekarang tersedia.
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP,You cannot edit the lineup at this time.,"Untuk saat ini, Kamu tidak dapat mengatur entri."
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP_FAIL,Your guild did not apply for the Guild Siege or was not accepted.,"Anda tidak menerapkan guild siege atau, Anda tidak diterima untuk menghadiri guild siege."
TEXTCLIENT_GUILDCOMBAT_SELECTION_MAX,The number %d of people was exceeded.,Jumlah orang yang %d terlampaui.
TEXTCLIENT_GUILDCOMBAT_LIMIT_LEVEL_NOTICE,You should be over level %d for an entry.,Kamu harus melebihi level %d untuk sebuah entri.
TEXTCLIENT_GUILDCOMBAT_ALREADY_ENTRY,Be registered. Register again.,Terdaftar. Daftar lagi.
TEXTCLIENT_GUILDCOMBAT_MASTER_NOT_ASSIGN_DEFENDER,The Guild Master cannot be assigned as the Defender.,Guild Master tidak bisa menjadi defender.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_MASTER,There is no Guild Master or Kingpin in the lineup.,Tidak ada kingpin atau master guild dalam sebuah entri.
TEXTCLIENT_GUILDCOMBAT_NOT_ASSIGN_DEFENDER,No Defender has been assigned. Please select a Defender.,Tidak ada defender. Pilih defender.
TEXTCLIENT_GUILDCOMBAT_HAVENOT_PLAYER,No participants have been selected. Please select participants.,Tidak ada peserta. Pilih peserta.
TEXTCLIENT_GUILDCOMBAT_ENTER,The Guild Siege is now open.,Guild siege diadakan untuk minggu ini.
TEXTCLIENT_GUILDCOMBAT_NOT_JOIN,Please join after a while.,Silakan bergabung setelah beberapa saat.
TEXTCLIENT_GUILDCOMBAT_NOT_OPEN,Preparations underway.,Persiapan sedang berlangsung.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_VAGRANT,Vagrants are not eligible for the Guild Siege. Please try again after your first job change.,Gelandangan tidak memenuhi syarat untuk pengepungan guild. Coba lagi setelah kesempatan job pertama Anda.
TEXTCLIENT_GUILDCOMBAT_NOTENTER_SPECIALIST,A character with third class is not eligible for Lv165 guild siege.,A character with third class is not eligible for Lv165 guild siege.
TEXTCLIENT_GUILDCOMBAT_WELCOME,Welcome to the Guild Siege.,Selamat datang di Pengepungan Guild.
TEXTCLIENT_GUILDCOMBAT_ZOOM_USE,You can zoom the camera using the [Scroll Lock] key.,Anda dapat memperbesar kamera dengan menekan tombol [Scroll Lock].
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_MASTER,You are the Guild Master! Defeating the Defender grants 1 bonus point.,"Kamu adalah master guild! Mengalahkan defender, Anda akan mendapatkan bonus."
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_DEFENDER,"You are the Defender! If you are defeated, the enemy gains 1 bonus point.","Anda defender! Jika Anda dikalahkan oleh musuh, mereka akan mendapatkan bonus."
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_GENERAL,Defeat your opponents for the glory of your guild! Defeating the Defender grants 1 bonus point.,"Kalahkan lawanmu untuk kemuliaan guildmu! Mengalahkan defender, Anda akan mendapatkan bonus."
TEXTCLIENT_GUILDCOMBAT_MASTER_MAP,You have entered the Guild Siege combat area!,"Selamat, Anda mendapatkan peta guild!"
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE2,Combat will begin after the Preparation Phase. Prepare for battle!,Pertempuran dimulai tepat setelah pemeliharaan server. Bersiaplah untuk perang!
TEXTCLIENT_GUILDCOMBAT_WAR,Start Combat,Start Combat
TEXTCLIENT_GUILDCOMBAT_POINT_MASTER,The Guild Master has gained %d points!,Master guild telah memperoleh %d!
TEXTCLIENT_GUILDCOMBAT_POINT_GENERAL,Your guild has gained %d points!,Guildmu telah mendapatkan %d!
TEXTCLIENT_GUILDCOMBAT_POINT_DEFENDER,Your defender is dead! %s guild has gained an extra point!,Defendermu sudah mati! %s guild telah mendapatkan poin!
TEXTCLIENT_GUILDCOMBAT_POINT_REVIVAL,You gained %d resurrection points!,You gained %d resurrection points!
TEXTCLIENT_GUILDCOMBAT_WRONG_CHANNEL,You must be connected on Channel 1 to enter the Guild Siege.,Kamu harus terhubung di Channel 1 untuk masuk ke Guild Siege.
TEXTCLIENT_GUILDCOMBAT_END,The Guild Siege has ended.,Guild Siege telah berakhir.
TEXTCLIENT_GUILDCOMBAT_WINNER,This week's winning guild: %s.,Guild pemenang untuk minggu ini: %s guild.
TEXTCLIENT_GUILDCOMBAT_WINNER1,MVP: %s.,MVP adalah %s.
TEXTCLIENT_GUILDCOMBAT_WINNER2,Congratulations!,Selamat!
TEXTCLIENT_GUILDCOMBAT_JOIN_LIMIT_TIME,Entry Phase Ends In,Entry Phase Ends In
TEXTCLIENT_GUILDCOMBAT_NOT_INVITATION_GUILD,You can not invite someone to the guild while in Guild Siege.,Kamu tidak bisa mengundang seseorang ke guild saat berada di Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NOT_DISSOLVE_GUILD,You can disband a guild that has applied for a Guild Siege.,Kamu bisa membubarkan guild yang telah mengajukan Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NOT_LEAVE_GUILD,You can not quit from a guild while in Guild Siege.,Kamu tidak bisa berhenti dari guild saat berada di Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NO_MEMBER,Unable to use the member management function during Guild Siege.,Tidak dapat menggunakan fungsi manajemen anggota selama Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_LOGO,You cannot change your guild logo during Guild Siege.,Kamu tidak dapat mengubah logo guild selama Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_NAME,You cannot change your guild name during Guild Siege.,Kamu tidak dapat mengubah nama guild selama Guild Siege.
TEXTCLIENT_GUILDCOMBAT_NOT_WAR,Unable to declare war during Guild Siege.,Tidak dapat menyatakan perang selama Guild Siege.
TEXTCLIENT_EVENT_STANDS_NOTUSEITEM,You cannot use items during the event.,Kamu tidak dapat menggunakan item selama acara.
TEXTCLIENT_EVENT_STANDS_NOTUSESKILL,You cannot use skills during the event.,Kamu tidak dapat menggunakan skills selama acara.
TEXTCLIENT_EVENT_STANDS_NOTENCHANT,You cannot enchant during the event.,Kamu tidak dapat enchant selama acara.
TEXTCLIENT_EVENT_STANDS_NOTSHOUT,You cannot shout during the event.,Kamu tidak bisa shout selama acara berlangsung.
TEXTCLIENT_GUILDCOMBAT_NOT_GETITEM,That is unavailable during the Guild Siege.,Itu tidak tersedia selama Guild Siege.
TEXTCLIENT_GC_NOTREQUEST,Guild Siege Application Refund,Refund dari kegagalan tender untuk guild siege
TEXTCLIENT_GC_NOTREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application was unsuccessful, and the application fee has been refunded. Please note that a 2% commission has been deducted.\nWe hope to see you at the Guild Siege again.\nHave a nice day!",Halo. Aku seorang manajer guild bernama Donaris.\nAku akan mengembalikan sebagian uangmu. Aku telah mengurangi 2% sebagai komisi.\nAku berharap dapat melihatmu di Guild Siege lagi.\nTerima kasih atas minatmu
TEXTCLIENT_GUILDCOMBAT_NOT_MVP,"You have already claimed the MVP reward, or you are not the MVP.","Kamu telah menerima hadiah uang untuk MVP atau, Kamu bukan MVP."
TEXTCLIENT_GUILDCOMBAT_JACKPOT_LIMIT,The Penya reward could not be delivered because it would exceed your inventory limit. Please contact a GM through helpshift to receive your reward. We apologize for the inconvenience.,"Karena jumlahnya melebihi penya persediaan setelah menambahkan hadiah uang guild siege, silakan minta untuk mendapatkan hadiah uang kepada GM di situs web. Maaf atas ketidaknyamanannya."
TEXTCLIENT_GUILDCOMBAT_MVP_PENYA,You have received %d Penya as the MVP. Congratulations!,Kamu telah menerima %d penya sebagai MVP. Selamat!
TEXTCLIENT_GUILDCOMBAT_WINNER_NOT_GUILD,"You have already received the reward, or you are not eligible to reclaim the application fee.","Kamu telah menerima hadiah uang atau, Kamu bukan orang yang perlu menerima biaya aplikasi kembali."
TEXTCLIENT_GUILDCOMBAT_JACKPOT,You have received %d Penya as a Guild Siege reward. Congratulations!,Kamu menerima %d penya sebagai hadiah uang untuk pengepungan guild. Selamat!
TEXTCLIENT_GUILDCOMBAT_JACKPOT_CANCEL,You received %d Penya minus the amount you paid for the application.,Kamu menerima %d penya dikurangi jumlah yang Kamu bayarkan untuk aplikasi.
TEXTCLIENT_BEAUTYSHOP_DISGUISE,You can't use this while a transy is in use.,Kamu tidak dapat menggunakan ini saat transy sedang digunakan.
