Key,English,Polish
UI_GUILDCOMBAT_SELECT_TITLE,Guild Siege Lineup,Ustaw kolejność wejść na Oblężenie Gildii
UI_GUILDCOMBAT_SELECT_CONNECTED,Online Guild Members,Połączeni Członkowie Gildii
UI_GUILDCOMBAT_SELECT_ENTRANT,Lineup,Lista Uczestników
UI_GUILDCOMBAT_SELECT_RIGHT_TIP,Add the selected member to the lineup,Dodaj połączonego Członka Gildii to listy uczestników.
UI_GUILDCOMBAT_SELECT_LEFT_TIP,Remove the selected member from the lineup,Usuń połączonego Członka Gildii z listy uczestników.
UI_GUILDCOMBAT_SELECT_UP_TIP,Move the selected member up in the lineup,Przenieś wybranego członka Gildii na górę.
UI_GUILDCOMBAT_SELECT_DOWN_TIP,Move the selected member down in the lineup,Przenieś wybranego członka Gildii na dół.
UI_GUILDCOMBAT_SELECT_COMPLETE,Confirm,Zakończ
UI_GUILDCOMBAT_SELECT_COMPLETE_TIP,Save and confirm the lineup,Dokończ listę uczestników.
UI_GUILDCOMBAT_SELECT_DEFENDER,Defender,Obrońca
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP,Designate the selected member as Defender,Wybierz obrońcę
UI_GUILDCOMBAT_SELECT_REMAKE,Reset,Przerób
UI_GUILDCOMBAT_SELECT_REMAKE_TIP,Reset the lineup,Przerób listę uczestników.
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP2,Opponents gain 1 bonus point when your guild's Defender is killed.,Przeciwnicy otrzymają dodatkowe punkty za zabicie Obrońcy twojej Gildii.
UI_GUILDCOMBAT_SELECT_INFO,Register your team. Starting team: %d members (Max participants: %d),Zarejestruj drużynę. Startujący uczestnicy: %d. (Maksimum %d)
UI_GUILDCOMBAT_SELECT_ENTRANT_TIP,Set your lineup here. The first 6 members in the lineup will enter the Guild Siege combat area first.,5-ciu wybranych graczy dołączy do Oblężenia Gildii jako pierwsi. Utwórz listę uczestników.
UI_GUILDCOMBAT_SELECT_REMAKE_MAKEUP,Reset your lineup and start over?,Czy chcesz przeorganizować listę uczestników?
UI_GUILDCOMBAT_TELE_TITLE,Guild Siege Entry,Wstęp to Oblężenia Gildii.
UI_GUILDCOMBAT_TELE_MSG,Guild Siege entry is now open. Teleport to the entry NPC?,Rozpoczęto wchodzenie. Czy teleportować Cię na Arenę Oblężenia Gildii?
UI_GUILDCOMBAT_JOIN_TITLE,Enter Guild Siege Arena,Wchodzisz na Arenę
UI_GUILDCOMBAT_JOIN_MSG,Enter the Guild Siege Arena now?,Czy dołączasz do Oblężenia Gildii?
UI_NETWORK_ERROR_TITLE,Network Error,Błąd Sieci
UI_NETWORK_ERROR_MSG,"A network error happened, please check your connection and login again.","Nastąpił Błąd Sieciowy, sprawdź swoje połączenie i zaloguj się ponownie."
UI_GUILDCOMBAT_JOINWAR_TITLE,Select Entry Zone,Miejsce Wskrzeszenia
UI_GUILDCOMBAT_JOINWAR_1_TIP,You have entered zone 1.,Wchodzisz na 1-szą arenę.
UI_GUILDCOMBAT_JOINWAR_2_TIP,You have entered zone 2.,Wchodzisz na 2-gą arenę.
UI_GUILDCOMBAT_JOINWAR_3_TIP,You have entered zone 3.,Wchodzisz na 3-cią arenę.
UI_GUILDCOMBAT_JOINWAR_4_TIP,You have entered zone 4.,Wchodzisz na 4-tą arenę.
UI_GUILDCOMBAT_JOINWAR_5_TIP,You have entered zone 5.,You have entered zone 5.
UI_GUILDCOMBAT_JOINWAR_6_TIP,You have entered zone 6.,You have entered zone 6.
UI_GUILDCOMBAT_JOINWAR_7_TIP,You have entered zone 7.,You have entered zone 7.
UI_GUILDCOMBAT_JOINWAR_8_TIP,You have entered zone 8.,You have entered zone 8.
UI_GUILDCOMBAT_JOINWAR_SELECT,Select the zone you wish to enter.,Wybierz swój punkt wejścia.
UI_GUILDCOMBAT_JOINWAR_MSG,"In %d seconds, you will enter zone %s.","Wchodzisz zaraz po %d, %s."
UI_GUILDCOMBAT_JOINWAR_RANDOM,Random,Losowo
UI_CHAT_ADMIN,[Admin] %s,[Admin] %s
UI_GUILDCOMBAT_RATE,Guild Rankings,Obecna Ranga:
UI_GUILDCOMBAT_PERSON_RATE,Player Rankings,Indywidualna Ranga:
UI_TOOLTIP_EXPBOX,#b%s's EXP box#nb\nTime left: %s,#bSkrzynka Dośw. %s#nb\nPozostały czas: %s
UI_GUILDCOMBAT_JOIN_READY,You will enter the combat area when one of your guildmates is defeated.,Dołączysz gdy któryś z kolegów z Gildii zginie.
UI_GUILDCOMBAT_JOIN_READY2,Prepare yourself!,Przygotuj się!
UI_GUILDCOMBAT_LOG_REALTIME,[%s]%s [%s] defeated [%s]%s [%s] and gained %d points.,[%s]%s [%s] właśnie zabił/a [%s]%s [%s] i otrzymał/a %d punkty.
UI_GUILDCOMBAT_LOG_MASTER,Guild Master,Mistrz Gildii
UI_GUILDCOMBAT_LOG_DEFENDER,Defender,Obrońca
UI_GUILDCOMBAT_RESULT_TITLE,Guild Siege Results,Ranking Gildii i jej Członków
UI_GUILDCOMBAT_RESULT_GUILD,Guild Rankings,Ranking Gildii
UI_GUILDCOMBAT_RESULT_MEMBER,Player Rankings,Ranking Członków Gildii
UI_GUILDCOMBAT_RESULT_RANK,Rankings,Ranking Wspólny
UI_GUILDCOMBAT_RESULT_LOG,Battle Log,Rejestr Walki
UI_GUILDCOMBAT_LOG_GUILD,[%s],[%s]
UI_GUILDCOMBAT_LOG1,Basic Point +2,Zwykłe Punkty +2
UI_GUILDCOMBAT_LOG2,Guild Master Bonus +1,Bonus Mistrza Gildii +1
UI_GUILDCOMBAT_LOG3,Defender Bonus +1,Bonus Obrońcy +1
UI_GUILDCOMBAT_LOG4,Kill bonus +1,Bonus za zabicie +1
UI_GUILDCOMBAT_LOG5,Resurrecting Bonus +1,Bonus za Wskrzeszenie +1
UI_GUILDCOMBAT_LOG6,Killing streak Bonus +%d,Bonus za serię zabić +%d
UI_GUILDCOMBAT_LOG_POINT,(%d grade),(%d stopień)
UI_GUILDCOMBAT_LOG_ATTACK,Attack,Atakuj
UI_GUILDBANK_GUILDCOMBAT_CLOAK_TIP,Create a Dragon Cloak (Requires winning the Guild Siege),Tworzenie Peleryny Smoka (Warunek: Tylko dla Gildii która wygrała wojnę).
UI_GUILDBANK_GUILDCOMBAT_CREATE_CLOAK,"Creating a Dragon Cloak costs 10,000 Penya. Create it now?","Stworzenie Peleryny Smoka kosztuje 10,000 Penya. Czy chcesz taką stworzyć?"
UI_GUILDCOMBAT_RANKING_TITLE,Guild Siege Player Rankings,Ranking Członków Gildii
UI_GUILDCOMBAT_RANKING_RANK,Rank,Ranga
UI_GUILDCOMBAT_RANKING_POINT,Points,Stopień
UI_WORLD_DEVICEMOTION_TIP,Motion,Ruch
UI_WORLD_TURBO_TIP,Fuel,Paliwo
UI_NAVIGATOR_SHIP,Ship,Statek
UI_OPTION_TOON_STYLE,Outline,Kontury
UI_OPTION_RIM_OUTLINE,Rim Outlines,Rim Outlines
UI_APP_WIKI_TIP,Browse the Flyffipedia,Sięgnij po pomoc Wiki
UI_ROSHAMBO_OPEN_CONFIRM,I challenge you to a game of Rock-Paper-Scissors!,Wyzywam Cię na pojedynek w Kamień-Papier-Nożyce!
UI_ROSHAMBO_TITLE,Rock-Paper-Scissors,Kamień-Papier-Nożyce
UI_ROSHAMBO_VS,VS,VS
UI_ROSHAMBO_SCISSOR,Scissors,Nożyce
UI_ROSHAMBO_ROCK,Rock,Kamień
UI_ROSHAMBO_PAPER,Paper,Papier
UI_ROSHAMBO_WINNINGCOUNT,%d win(s),Wygrane: %d
UI_ROSHAMBO_DEFEAT,You Lose!,Przegrywasz!
UI_ROSHAMBO_WIN_TITLE,You Win!,Wygrywasz!
UI_ROSHAMBO_WIN_END,End,Koniec
UI_ROSHAMBO_WIN_NEXT,Next,Dalej
UI_ROSHAMBO_WIN_MSG,"Press ""End"" to claim your current prize and stop playing, or press ""Next"" to keep playing for more prizes.","Naciśnij KONIEC by otrzymać obecną nagrodę i zakończyć grę, albo DALEJ by spróbować o wyższą nagrodę."
UI_ROSHAMBO_WIN_MSG2,"Note: If you keep playing, you will forfeit your current prize.",Uwaga: Nie otrzymasz obecnej nagrody jeśli będziesz grać dalej.
UI_ROSHAMBO_WIN_MSG3,"Congratulations, you won %d time(s)! You receive %s x%d.","Gratulacje, ilość wygranych: %d! Otrzymujesz %s x%d."
UI_EXCHANGE_COUNT_TITLE,Input Item Quantity,Wprowadź ilość przedmiotów
UI_EXCHANGE_COUNT_MSG,How many?,Ile?
UI_EXCHANGE_COUNT_LABEL,Number:,Ilość:
UI_TOOLTIP_PET_REAR,[Raised Pet],[Wychowany Zwierzak]
UI_TOOLTIP_PET_PICKUP,[Pickup Pet],[Zwierzak Zbierający]
UI_PET_GRADE_0,Egg,Jajko
UI_PET_GRADE_1,F Tier,Poziom F
UI_PET_GRADE_2,E Tier,Poziom E
UI_PET_GRADE_3,D Tier,Poziom D
UI_PET_GRADE_4,C Tier,Poziom C
UI_PET_GRADE_5,B Tier,Poziom B
UI_PET_GRADE_6,A Tier,Poziom A
UI_PET_GRADE_7,S Tier,Poziom S
UI_PET_EXP_MAX,EXP: 99.99%,Dośw: 99.99%
UI_PET_EXP,EXP: %.2f%%,Dośw: %.2f%%
UI_TOOLTIP_ABILITY,Bonus,Bonus
UI_PET_HP,Energy: %d / %d,HP: %d / %d
UI_PET_LEVEL,Lv%d,Pz%d
UI_PET_DEAD,(DEAD),(MARTWY)
UI_PET_REROLL_TIER,Scroll-rerolled tier:,Scroll-rerolled tier:
UI_TARGET_CLEAR,Clear target,Odznacz Cel
UI_OPTION_TAB_UI,Interface,Interfejs
UI_OPTION_AUTO_ATTACK,Auto Attack,Automatyczny atak
UI_OPTION_FIXED_CAMERA,Fixed Camera,Stała Kamera
UI_OPTION_OTHER_DAMAGES,Display All Damage,Pokazuj wszystkie obrażenia
UI_OPTION_HIDE_OTHER_PLAYERS,Hide Other Players,Schowaj innych graczy
UI_OPTION_TRANSPARENT_CHAT,Transparent chat,Transparentny chat
UI_OPTION_RIGHT_CLICK_MENU,Right-Click Player Menu,Menu prawego przycisku gracza
UI_OPTION_TOP_PLAYER_GAUGES,MP & FP Gauges,Wskaźniki MP i FP
UI_OPTION_TOP_PLAYER_GAUGES_TIP,Enables FP & MP gauges above the player.,Dodaje wskaźniki FP i MP nad graczem.
UI_OPTION_SELECT_PETS,Select Pets,Select Pets
UI_FACE_SHOP_TITLE,Plastic Surgery,Chirurgia Plastyczna
UI_FACE_SHOP_BASE_FACE,Current Face,Przyjacielska Twarz
UI_FACE_SHOP_NEW_FACE,New Face,Nowa Twarz
UI_TOOLTIP_SPELL_RANGE,Spell Range: %d,Zasięg Umiej.: %d
UI_TOOLTIP_COMBO_TYPE,Combo: %s,Kombo: %s
UI_TOOLTIP_COMBO_STEP,Starter,Krok
UI_TOOLTIP_COMBO_CIRCLE,Link,Okrąg
UI_TOOLTIP_COMBO_FINISH,Finisher,Zakończ
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d,Podst. Obrażenia: %d ~%d
UI_TOOLTIP_DMG_MUL,Damage Multiplier: %.2f,Damage Multiplier: %.2f
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling,Wzrost Ataku
UI_TOOLTIP_SCALE_HEAL,Heal Scaling,Wzrost Leczenia
UI_TOOLTIP_SCALE_TIME,Time Scaling,Wzrost Czasu
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling,Dec. Charging Time Scaling
UI_TOOLTIP_SCALE_PARAM,Scaling,Wzrost
UI_TOOLTIP_SCALE_PARAM_PER,per,z
UI_TOOLTIP_SCALE_PARAM_MAX,max,Maks
UI_TOOLTIP_PVP,PvP,PvP
UI_TOOLTIP_PVE,PvE,PvE
UI_TOOLTIP_AROUND,Around,Około
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,Podst. Leczenie: %d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,Base MP Heal: %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,Base FP Heal: %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,Base Time: %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PvP & Giants),/ %.2d:%.2d (PVP)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,Szansa: %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PvP & Giants),/ %d%% (PVP)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Knockdown Probability: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,Czas odnowienia: %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PvP),/ %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PvP),Cooldown: %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(After Expiry)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,Czas Rzucania: %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,Charging Time: %.2d:%.2d
UI_NEWCHAR_FACE,Face,Twarz
UI_NEWCHAR_HAIR,Hair,Włosy
UI_NEWCHAR_HAIR_COLOR,Hair Color,Kolor Włosów
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press Scroll Lock to cycle zoom levels.,%dX Przybliżenie. Naciśnij Scroll Lock by wł/wył.
UI_KEYBIND_CHAR_CONTROL,Movement Keys,Klawisze Ruchu
UI_KEYBIND_MOVE_FORWARD,Move Forward,Ruch Do Przodu
UI_KEYBIND_MOVE_BACKWARD,Move Backward,Ruch Do Tyłu
UI_KEYBIND_TURN_LEFT,Turn Left,Obróć w Lewo
UI_KEYBIND_TURN_RIGHT,Turn Right,Obróć w Prawo
UI_KEYBIND_JUMP,Jump,Skok
UI_KEYBIND_WALK,Toggle Run/Walk,Przełącz Bieg/Spacer
UI_KEYBIND_SKILL_COMBO,Action Slot,Okno Kombinacji
UI_KEYBIND_CLEAR_TARGET,Clear Target,Odznacz Cel
UI_KEYBIND_TRACE_TARGET,Follow Target,Podążaj
UI_KEYBIND_SELECT_TARGET,Cycle Targets (PvP),Wybierz Cel PVP
UI_KEYBIND_APPLETS,Windows,Okna
UI_KEYBIND_CAMERA,Camera Controls,Kontrola Kamery
UI_KEYBIND_CAMERA_LEFT,Rotate Left,Obróć w Lewo
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,Obróć w Prawo
UI_KEYBIND_CAMERA_UP,Rotate Up,Obróć w Górę
UI_KEYBIND_CAMERA_DOWN,Rotate Down,Obróć w Dół
UI_KEYBIND_ZOOM_IN,Zoom In,Przybliż
UI_KEYBIND_ZOOM_OUT,Zoom Out,Oddal
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,Przełącz Przybliżenie
UI_KEYBIND_TASKBAR,Taskbar Functions,Funkcje Paska Podręcznego
UI_KEYBIND_TASKBAR_N,Taskbar %d,Pasek Podręczny %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,Slot %d Paska Podręcznego
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,Drugie miejsce na pasku %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,Trzecie miejsce na pasku %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,Dodatkowe paski zadań
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,Przełącz Pełny Ekran
UI_KEYBIND_MAIN_MENU,Main Menu,Menu Główne
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,Pokaż/Schowaj Interfejs
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,Tryb zrzutu ekranu
UI_KEYBIND_GAME,Game Functions,Funkcje Gry
UI_KEYBIND_NONE,Not Bound,Niepowiązany
UI_KEYBIND_UNBIND,Unbind key,Usuń skrót klawisz.
UI_KEYBIND_TITLE,Keys,Klawisze
UI_KEYBIND_RESET,Reset,Resetuj
UI_UPGRADECARD_TITLE,Upgrade Suit Socket Cards,Ulepszenie Kart Gniazda
UI_UPGRADECARD_REGISTER,Insert suit cards.,Wybierz kartę bazową.
UI_UPGRADECARD_INFO,Fuse 10 suit cards for a chance to get 1 higher-grade card.,Połącz 10 kart bazowych by uzyskać 1 kartę wyższego stopnia.
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reroll,Weapon Socket Card Reroll
UI_RESHUFFLECARD_REGISTER,Insert weapon cards to use as materials.,Insert weapon cards to use as materials.
UI_RESHUFFLECARD_INFO,Fuse 3 weapon cards to receive 1 card of the same grade.,Fuse 3 weapon cards to receive 1 card of the same grade.
UI_RESHUFFLECARD_CONFIRM,Rerolling will consume the material cards. Proceed?,Rerolling will consume the material cards. Proceed?
UI_CONVERTSOULLINK_TITLE,Convert to Soul-Linked,Convert to Soul-Linked
UI_CONVERTSOULLINK_INFO,"The item will become soul-linked and can no longer be sold to NPCs. You can use this process to stack identical items that otherwise cannot be stacked due to differing properties. Note: Soul-linked items cannot be traded, and this action cannot be undone.","The item will become soul-linked and can no longer be sold to NPCs. You can use this process to stack identical items that otherwise cannot be stacked due to differing properties. Note: Soul-linked items cannot be traded, and this action cannot be undone."
UI_CONVERTSOULLINK_CONFIRM,This action cannot be undone.\nProceed?,This action cannot be undone.\nProceed?
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,This item cannot be converted.
UI_GUILD_SCROLLGADD_CONFIRM,This scroll permanently increases your guild's member limit by 5. It only applies to your current guild and will not affect any guild you join later. Use it now?,"Ten Zwój permanentnie zwiększy maksymalną ilość członków Gildii o 5. Jeśli dołączysz do innej Gildii, ten efekt nie przejdzie za tobą. Czy na pewno użyć go na tej Gildii?"
UI_GUILD_TOOLTIP_EXP,EXP:,Dośw:
UI_GUILD_TOOLTIP_GOLD,Penya:,Penya:
UI_GUILD_TOOLTIP_LEVEL,#bNext level: %d#nb,#bNastępny Poziom %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,Zmień Kanał
UI_CHANGECHANNEL_MSG,Select channel:,Wybierz Kanał:
UI_REPORT_TITLE,Report,Wyślij Raport
UI_REPORT_PLAYER_LABEL,Player,Gracz
UI_REPORT_REASON_LABEL,Reason,Powód
UI_REPORT_MESSAGE_LABEL,Message,Wiadomość
UI_REPORT_SEND,Send,Wyślij
UI_REPORT_REASON0,Botting,Botting
UI_REPORT_REASON1,Real money transfer,Przekaz prawdziwych pieniędzy
UI_REPORT_REASON2,Cheating / hacking,Oszukiwanie / Hackowanie
UI_REPORT_REASON3,Bad behavior,Złe zachowanie
UI_REPORT_REASON4,Insults,Wyzwiska
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,Czy na pewno zgłosić %s?\n\nNadużywanie tej funkcji w niewłaściwym celu może doprowadzić do zablokowania twojego konta.
UI_APP_ACHIEVEMENTS_TIP,View your achievements.,Pokazuje menu Osiągnięć.
UI_ACHIEVEMENTS_TITLE,Achievements,Osiągnięcia
UI_ACHIEVEMENTS_GENERAL_TAB,General,General
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,Potwory
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,Zużywalne
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,Tytuły i Odznaki
UI_ACHIEVEMENTS_EVENTS_TAB,Events,Wydarzenia
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,Czas Gry
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Login Streak,Seria logowań
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Login Rewards,Logowań ogółem
UI_ACHIEVEMENTS_DESCRIPTION,Description,Opis
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.,To osiągnięcie jest połączone z Twoim kontem.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.,Potworów do zabicia: %s.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETITEMS,Item(s) to use: %s.,Przedmiotów do użycia: %s.
UI_ACHIEVEMENTS_REWARD,Reward List,Lista Nagród:
UI_ACHIEVEMENTS_REWARD_TITLE,Title: #b%s#nb,Tytuł: #b%s#nb
UI_ACHIEVEMENTS_REWARD_LEVEL,Level %d,Poziom %d
UI_ACHIEVEMENTS_REWARD_CLAIMED,Claimed,Otrzymane
UI_ACHIEVEMENTS_REWARD_GOLD,Penya:,Penya:
UI_ACHIEVEMENTS_REWARD_ITEM,Item(s): %s,Przedmiot(y): %s
UI_ACHIEVEMENTS_REWARD_ATK,Increased Attack against target(s): %d%%,Ilość ataków na cel(e): %d%%
UI_ACHIEVEMENTS_PROGRESSION,Achievement Progress,Postęp
UI_ACHIEVEMENTS_CARD_LEVEL,Level %d,Poziom %d
UI_ACHIEVEMENTS_CARD_BONUS,Attack +%s%%,Atak +%s%%
UI_ACHIEVEMENTS_NOTITLE,(No Title),Bez Tytułu
UI_ACHIEVEMENTS_NOTITLE_DESCRIPTION,Hide your title.,Nie pokazuj tytułów.
UI_ACHIEVEMENTS_PVPTITLE,PvP Title,Tytuł PVP
UI_ACHIEVEMENTS_PVPTITLE_CURRENT,"(Currently ""%s"")","(Obecnie ""%s"")"
UI_ACHIEVEMENTS_PVPTITLE_DESCRIPTION,Display your current PvP title.,Pokazuj obecny tytuł PVP.
UI_ACHIEVEMENTS_TITLES_SELECT,Apply,Wybierz
UI_ACHIEVEMENTS_TITLES_FROM,Unlocked By,Z
UI_ACHIEVEMENTS_CLAIMBTN,Claim,Otrzymaj
UI_ACHIEVEMENTS_CLAIMTIP,Claim your rewards,Odbierz swoje nagrody!
UI_ACHIEVEMENTS_CLAIMTIP_RAND,Try your luck and see what you get today!,Obróć kołem! Czujesz się dzisiaj szczęściarzem?
UI_ACHIEVEMENTS_AVAILABLE,Available,Dostępny
UI_ACHIEVEMENTS_COMPLETED,This achievement has been completed!,To osiągnięcie zostało ukończone!
UI_TOOLTIP_PARTY_LEVEL,Required Party Level: %d,Wymagany Poziom Drużyny: %d
UI_TOOLTIP_PARTY_POINTS,Required Points: %d,Wymagane Punkty: %d
UI_PARTY_PERMANENT_CONFIRM,This scroll will transform your party into a permanent party. Offline members will no longer be removed automatically. This scroll applies only to your current party and will not affect any party you create or join later. Use it now?,Członkowie obecnej drużyny nie będą już więcej wyrzucani gdy są offline. Ten efekt nie może być przeniesiony na inną drużynę i skończy się jeśli odejdziesz lub dołączysz do innej drużyny. Na pewno użyć?
UI_PARTY_PERMANENT,Permanent Party,Stała Drużyna
UI_SEARCHPARTY_TITLE,Search Party,Szukaj Drużyny
UI_SEARCHGUILD_TITLE,Search Guild,Szukaj Gildii
UI_GROUPSEARCH,Search,Szukaj
UI_TOOLTIP_TRANSMUTE,Transmutation:,Transmutation:
UI_TOOLTIP_RARITY,Rarity:,Rzadkość:
UI_TOOLTIP_RARITY_NORMAL,Common,Pospolite
UI_TOOLTIP_RARITY_RARE,Uncommon,Nieczęste
UI_TOOLTIP_RARITY_STRONG,Rare,Rzadkie
UI_TOOLTIP_RARITY_UNIQUE,Unique,Unikatowe
UI_TOOLTIP_RARITY_VERYRARE,Very Rare,Niespotykane
UI_TOOLTIP_RARITY_ULTIMATE,Ultimate,Ultimate
UI_WORLD_CASTING,Casting,Rzucanie
UI_WORLD_HARVESTING,Harvesting,Harvesting
UI_WORLD_OPENING,Opening,Opening
UI_WORLD_CHARGING,Charging,Charging
UI_NAVIGATOR_LOCALTIME,Local Time,Czas Lokalny
UI_NAVIGATOR_SERVERTIME,Server Time,Czas Serwera
UI_NAVIGATOR_MADRIGALTIME,Madrigal Time,Madrigal Time
UI_UPGRADESAFE_STOP,Stop,Stop
UI_UPGRADESAFE_RESET,Reset,Resetuj
UI_UPGRADESAFE_MATERIAL_NORMAL,Power Dice,Kostki Mocy
UI_UPGRADESAFE_MATERIAL_ULTIMATE,Sunstone,Sunstone
UI_UPGRADESAFE_MATERIAL_ELEMENT,Card,Karta
UI_UPGRADESAFE_COST,#b%s#nb per attempt,#b%s#nb za każdą próbę
UI_UPGRADESAFE_TARGET_PIERCING,Piercing Goal,Ilość Gniazd na Koniec
UI_UPGRADESAFE_TARGET,Upgrade Goal,Ulepszenie na Koniec
UI_UPGRADESAFE_CURRENT_PIERCING,~Piercings~,~Wydrążanie Gniazd~
UI_UPGRADESAFE_CURRENT,~Current Value~,~Obecna Wartość~
UI_SEARCHGROUP_MODE_NO,Not Listed,Nie można znaleźć
UI_SEARCHGROUP_MODE_CONFIRM,Requires Leader Approval,Wymaga Zgody
UI_SEARCHGROUP_MODE_FREE,Open to Anyone,Otwarte Przyjęcia
UI_GROUPSEARCH_REFRESH,Refresh,Odśwież
UI_GROUPSEARCH_FILTER,Filter:,Filtr:
UI_GROUPSEARCH_SORT,Sort:,Sortuj:
UI_GROUPSEARCH_PARTYNAME,Party Name,Nazwa Drużyny
UI_GROUPSEARCH_GUILDNAME,Guild Name,Nazwa Gildii
UI_GROUPSEARCH_LEADER,Leader,Dowódca
UI_GROUPSEARCH_MASTER,Master,Mistrz
UI_GROUPSEARCH_LEVEL,Level,Poziom
UI_GROUPSEARCH_MEMBERS,Members,Członkowie
UI_GROUPSEARCH_BUFFS,Buffs,Buffy
UI_GROUPSEARCH_LEADERLEVEL,Leader Level,Poziom Dowódcy
UI_GROUPSEARCH_LEADERNAME,Leader Name,Imię Dowódcy
UI_GROUPSEARCH_MASTERLEVEL,Master Level,Poziom Mistrza
UI_GROUPSEARCH_MASTERNAME,Master Name,Imię Mistrza
UI_GROUPSEARCH_ALL,All,Wszystko
UI_GROUPSEARCH_FRIENDS,Friend Leaders,Znajomi Dowódcy
UI_GROUPSEARCH_STRANGERS,Non-Friend Leaders,Nieznani Dowódcy
UI_GROUPSEARCH_MASTERFRIENDS,Friend Masters,Znajomi Mistrzowie
UI_GROUPSEARCH_MASTERSTRANGERS,Non-Friend Masters,Nieznani Mistrzowie
UI_GROUPSEARCH_JOIN,Join,Dołącz
UI_GROUPSEARCH_LEADERAPPROVAL,Your request must be approved by the leader.,Twoja prośba musi być przyjęta przez Dowódcę
UI_GROUPSEARCH_MASTERAPPROVAL,Your request must be approved by the master.,Twoja prośba musi być przyjęta przez Mistrza
UI_PARTY_JOINQUESTION,%s wants to join your party. Accept the request?,%s chce dołączyć do Drużyny. Zgadzasz się?
UI_GUILD_SEARCHNOTICE,Advertisement,Ogłoszenie Szukania
UI_GUILD_SEARCHNOTICE_TIP,Setup your guild's notice in the Guild Finder,Ustaw ogłoszenie w Wyszukiwarce Gildii
UI_DAMAGEMETER_RESET,Reset Damage Statistics,Resetuj Statystyki Obrażeń
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d,Statystka Obrażeń %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No,Latając: Nie
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics,Pokaż/Schowaj Statystyki Obrażeń
UI_SHOP_QUICK_SELL,Quick Sell,Szybka Sprzedaż
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.,Szybko sprzedaj przedmioty wg kategorii.
UI_SHOP_BUY_BACK,Buy Back,Odkup
UI_SHOP_BUY_BACK_TIP,Buy back items you recently sold by mistake.,Odkup przedmioty właśnie sprzedane przez pomyłkę.
UI_SHOP_QUICK_SELL_CONFIRM,Sell,Sprzedaj
UI_SHOP_QUICK_SELL_TOTAL,Total:,Razem:
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,Nieczęste i Niżej
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,Rzadkie i Niżej
