Key,English,Polish
CHARACTER_INC_150047,Mysterious Adventurer,Tajemniczy Poszukiwacz Przygód
CHARACTER_INC_150048,Jarl (Dying),Jarl (Umierający)
CHARACTER_INC_150049,[PTS Manager] Mewdev,[Kierownik PTS] Mewdev
CHARACTER_INC_150050,Miorang,Miorang
CHARACTER_INC_150051,Cheirang,[Poczta] Cheirang
CHARACTER_INC_150052,[Village Chief] Huntrang,[Wódz Wioski] Huntrang
CHARACTER_INC_150053,[Arena Manager] Aerin,[Kierownik Areny] Aerin
CHARACTER_INC_150100,[Event] Getcha,[Event] Getcha
CHARACTER_INC_150054,[Lv165 Guild Siege Manager] Prune,[Lv165 Guild Siege Manager] Prune
CHARACTER_INC_155001,[Captain] Baron,[Captain] Baron
CHARACTER_INC_155002,[Eillun Farmer] Sprout,[Eillun Farmer] Sprout
CHARACTER_INC_155003,[Eillun Farmer] Thorn,[Eillun Farmer] Thorn
CHARACTER_INC_155004,[Eillun Farmer] Dr. Root,[Eillun Farmer] Dr. Root
CHARACTER_INC_155005,Musha,Musha
