Key,English,Polish
TUTORIAL_TRADE_TEXT,"You can use #b1 on 1 trade#nb to exchange items and Penya. Simply [[Left click on a|tap on another]] player, and select #b'Trade'#nb from the menu.","You can use #b1 on 1 trade#nb to exchange items and Penya. Simply [[Left click on a|tap on another]] player, and select #b'Trade'#nb from the menu."
TUTORIAL_TRADE_TITLE,Trade,Handel
TUTORIAL_TRADE_CONTENT,"#b#cff0000ff■ 1:1 Trade#nb#nc\nIt is a method of trade when you give and take items or Penya with other character. [[#cffff0000Left click#nc on other|#cffff0000Touch#nc another]] character and choose Trade menu. It will ask other character if he wants to trade.\n\n#b#cff0000ff■ Private shop#nb#nc\nYou can sell your items to other players. When you [[press|touch]] Start button, menu will show and when you choose private shop, private shop window will show. You can register name of shop and the items you want to sell then [[click|touch]] OK button to start the private shop. If NPC is placed near by you, private shop will not open.","#b#cff0000ff■ Handel#nb#nc\nJest to sposób na wymianę, kiedy dajesz, wymieniasz się przedmiotami lub penya z innym graczem. [[#cffff0000Kliknij lewym przyciskiem#nc na innym|#cffff0000Dotknij#nc innego]] graczu i wybierz z menu Handluj. Tym sposobem zapytasz innego gracza, czy chce rozpocząć handel.\n\n#b#cff0000ff■ Sklep prywatny#nb#nc\nMożesz sprzedawać swoje przedmioty innym graczom. Po [[naciśnięciu|dotknięciu]] przycisku Głównego Menu pojawi się lista, z której możesz wybrać okno Sklepu Prywatnego. Możesz zarejestrować nazwę swojego sklepu i przedmioty, które chcesz sprzedać, [[kliknij|dotknij]] OK, aby uruchomić Prywatny Sklep. Jeśli w pobliżu znajduje się NPC, nie będziesz mógł otworzyć sklepu."
TUTORIAL_PRIVATE_SHOP_TEXT,Got items you don't need? Start a #bprivate shop#nb and sell them to other players!\n\n[[Click the Menu button and click Private Shop in the menu|Tap the Private Shop button at the top]].\n\n#cffff0000Clearing requirement: Open the Private Shop window,Got items you don't need? Start a #bprivate shop#nb and sell them to other players!\n\n[[Click the Menu button and click Private Shop in the menu|Tap the Private Shop button at the top]].\n\n#cffff0000Clearing requirement: Open the Private Shop window
TUTORIAL_CHARACTER_MENU_TEXT,"[[Left click on|Tapping on]] another player brings up a #bcontextual menu#nb.\n\nOptions include Trade, Add to messenger, Party Invite, Guild Invite, Follow, Duel, and Cheer. \n\nAttack is also available in PK channels.","[[Left click on|Tapping on]] another player brings up a #bcontextual menu#nb.\n\nOptions include Trade, Add to messenger, Party Invite, Guild Invite, Follow, Duel, and Cheer. \n\nAttack is also available in PK channels."
TUTORIAL_CHARACTER_MENU_TITLE,Character Menu,Menu Postaci
TUTORIAL_CHARACTER_MENU_CONTENT,"#b#cff0000ff■ Character Menu#nb#nc\nWhen you [[#cffff0000Left click#nc to other|#cffff0000Touch#nc another]] character, variety of menu will show. Trade, Add to messenger, Invite to party, Follow, View equipment and Aid will be in the menu, so use it when you need it.","#b#cff0000ff■ Menu Postaci#nb#nc\nKiedy [[#cffff0000klikniesz lewym przyciskiem#nc na inną|#cffff0000dotkniesz#nc inną]] postać, pojawi się menu z listą opcji. Handel, Dodaj do komunikatora, Zaproś do drużyny, Śledź, Zobacz wyposażenie, są dostępne do wyboru z listy menu, gdy ich potrzebujesz, możesz je użyć."
TUTORIAL_SKILL_WINDOW_TEXT,You unlocked your #bfirst skill#nb!\n\n[[Press 'K'|Touch Skills in main menu]] to open #bSkill tree#nb window.\n\n#cffff0000Clear Condition: [[Hot Key 'K'|Open Skill window]],Udało Ci się odblokować #bpierwszą umiejętność#nb!\n\n[[Naciśnij 'K'|Dotknij Umiejętności w menu głównym]] aby otworzyć okno #bUmiejętności#nb.\n\n#cffff0000Spełnij warunek: [[Naciślij klawisz 'K'|Otwórz okno Umiejętności]]
TUTORIAL_SKILL_POINT_TEXT,Now [[click on|touch]] the icon of #b#cff2fbe6dClean Hit#nc#nb skill.\n\nUse #b+ button#nb to attribute skill points to the skill and #bFinish#nb button to confirm changes.\n\n#cffff0000Clear Condition: Use skill points,Teraz [[kliknij|dotknij]] ikonę umiejętności #b#cff2fbe6dCzyste Cięcie#nc#nb.\n\nUżyj przycisku #b+ button#nb aby przypisać punkty do umiejętności i przycisku #bZakończ#nb aby potwierdzić zmiany.\n\n#cffff0000Spełnij warunek: Użyj punktów Umiejętności
TUTORIAL_USE_SKILL_TEXT,You are now ready to #buse the skill#nb.\n\nDrag the #b#cff2fbe6dClean Hit#nc#nb icon to #bQuick Slot#nb.\n\n[[Click on|Touch]] a monster you want to #battack#nb and [[click on|touch]] the skill icon to trigger it.\n\n#cffff0000Clear Condition: Use a skill,"Jesteś teraz gotowy, aby #bwykorzystać umiejętność#nb.\n\nPrzeciągnij ikonę #b#cff2fbe6dCzyste Cięcie#nc#nb do #bQuick Slot#nb.\n\n[[Kliknij|Dotknij]] potwora, którego chcesz #batakować#nb, następnie [[kliknij|dotknij]] ikonę umiejętności, aby go zaatakować przy pomocy umiejętności.\n\n#cffff0000Spełnij warunek: użyj Umiejętności"
TUTORIAL_INSERT_SKILL_COMBO_TEXT,You unlocked your #bsecond skill#nb.\n\nYou can use the #b[[Action Slot|Combo Bar]]#nb to trigger a sequence of skills.\n\n[[Double click on a skill icon in Skill tree window or drag it to the Action Slot to append a skill to the Action Slot.|Touch #bAdd to Combo#nb button in the Skill window to append a skill to the combo bar.]]\n\n#cffff0000Clear Condition: Append a skill to [[Action Slot|Combo Bar]],"Udało Ci się odblokować #bdrugą umiejętność#nb.\n\nMożesz użyć #b[[Okna Kombinacji|Paska Kombinacji]]#nb aby uruchomić sekwencję umiejętności.\n\n[[Kliknij dwukrotnie ikonę umiejętności w oknie Drzewa Umiejętności lub przeciągnij ją do Okna Kombinacji , aby dodać umiejętność do Okna Kombinacji.|Dotknij przycisku #bDodaj do Kombinacji#nb w oknie Umiejętności, aby dodać umiejętność do Paska Kombinacji.]]\n\n#cffff0000Spełnij warunek: Dodaj umiejętność do [[Okna Kombinacji|Paska Kombinacji]]"
TUTORIAL_USE_SKILL_COMBO_TEXT,[[Click on the S icon on left of Action Slot to trigger the sequence of skills. You can also use 'C' shortcut key.|Touch the #bCombo#nb button to trigger the sequence of skills.]]\n\n#cffff0000Clear Condition: Use [[Action Slot|Combo Bar]],"[[Kliknij ikonę S po lewej stronie pola kombinacji, aby uruchomić sekwencję umiejętności. Możesz także użyć klawisza 'C'.||Dotknij przycisku #bKombinacji#nb by uruchomić sekwencję umiejętności.]]\n\n#cffff0000Spełnij warunek: Użyj [[Okna Kombinacji|Paska Kombinacji]]"
TUTORIAL_STATUS_TEXT,"Leaving the town? You are going to #bfight monsters#nb!\n\nIf you want to check the #bstatus#nb of your character [[press 'T' to view the status window|just look at the top left part of the screen]].\n\nYou will see info such as #bHP, MP, FP, and Exp#nb.[[\n\n#cffff0000Clear Condition: Hot Key 'T'|]]","Opuszczasz Miasto? Podejmij #bwalkę z potworami#nb!\n\nJeśli chcesz sprawdzić #bstatus#nb swojej postaci [[naciśnij 'T', aby wyświetlić okno statusu|spójrz na lewą górną część ekranu]].\n\nZobaczysz informacje takie jak #bPŻ, MP, FP, and Dośw.#nb.[[\n\n#cffff0000Spełnij warunek: Naciśnij klawisz 'T'|]]"
TUTORIAL_STATUS_TITLE,Status Window,Okno stanu
TUTORIAL_STATUS_CONTENT,"#b#cff0000ff■ Status Window#nb#nc\nYou can check HP, MP, FP, Exp of your character.[[\nShortcut key is T.|]]","#b#cff0000ff■ Okno stanu#nb#nc\nMożesz sprawdzić PŻ, MP, FP, Doświadczenie swojej postaci.[[\nOkno znajduje się pod klawiszem T.|]]"
TUTORIAL_PARTY_MEMBER_TEXT,Is it tough to hunt alone? Then #bmake a party#nb with others.\n\nIt will be easier for you to kill boss monsters together with your party members.\n\nUse\n#cffff0000/partyinvite CharacterName\n#ncto invite a party member.\n\nYou start with a basic party and it will level the longer you continue to hunt together.,"Czy trudno polować samemu? Utwórz swoją #bdrużynę#nb z innymi graczami.\n\nŁatwiej atakować szefów potworów, wraz z członkami twojej drużyny.\n\nUżyj\n#cffff0000/partyinvite NazwaPostaci\n#ncaby zaprosić do swojej drużyny innego gracza.\n\nZaczynasz z podstawową drużyną, której poziom będzie wzrastał, im dłużej będziecie wspólnie polować."
TUTORIAL_PARTY_TEXT,You can check information about your Party in the party window by [[pressing 'P'|touching #bParty#nb on the left]].\n\nYou can check your party member's level and class.\n\n#cffff0000Clear Condition: [[Hot Key 'P'|Open Party window]],Możesz sprawdzić informacje o swojej drużynie w oknie Drużyna [[naciskając 'P'|dotykając #bDrużyna#nb po lewej]].\n\nMożesz sprawdzić poziom i klasę członka drużyny.\n\n#cffff0000Spełnij warunek: [[Naciśnij 'P'|Otwórz okno Drużyny]]
TUTORIAL_PARTY_TITLE,Party,Drużyna
TUTORIAL_PARTY_CONTENT,"#b#cff0000ff■ Party#nb#nc\nA Party is a group consisting of at least 2 players. Players in a Party can attack the same monster and pick-up each others items. Players near each other share the Exp points gained from defeated monsters. Item and Exp distribution can be adjusted by the Party Leader.\n Slaying monsters together levels the Party. Once the Party Level hits level 10, it can be changed into an Advanced Party to bestow special skills on the Party Leader.\n You can invite other players into your party by [[rightclicking|touching]] their character and choosing #iInvite to Party#ni, or by typing #cffff0000/partyinvite [character name]#nc in chat.\n \n #b#cff0000ff■ Party window#nb#nc Here you can see information about the Party Members, as well as Party Settings.[[\n Shortcut key is P.|]]","#b#cff0000ff■ Drużyna#nb#nc\nDrużyna to grupa składająca się z co najmniej 2 graczy. Gracze w drużynie mogą atakować tego samego potwora i nawzajem podnosić przedmioty. Gracze znajdujący się blisko siebie dzielą się punktami doświadczenia zdobytymi z pokonanych potworów. Dystrybucja przedmiotów i punktów doświadczenia może zostać dostosowana przez Lidera Drużyny.\n Wspólne zabijanie potworów podnosi poziom Drużyny. Gdy poziom Drużyny osiągnie 10, można go zmienić w Drużynę Zaawansowaną, aby nadać specjalne umiejętności Liderowi Drużyny.\n Możesz zaprosić innych graczy do swojej drużyny [[klikając prawym przyciskiem|dotykając]] innej postaci i wybierając #iZaproś do drużyny#ni, lub wpisując #cffff0000/partyinvite [nazwa postaci]#nc na czacie.\n \n #b#cff0000ff■ Okno Drużyny#nb#nc Tutaj możesz zobaczyć informacje o Członkach Drużyny, a także jej ustawienia.[[\n Okno znajduję się pod klawiszem P.|]]"
TUTORIAL_FIGHT_TEXT,You have everything to #bfight#nb now!\n\n[[Click on|Touch]] a monster to select it. Then [[click on|touch]] it again to start attacking. Don't forget to use #bfood items#nb to recover your hit points when your HP bar is low or you will #bdie#nb.\n\n[[Click on|Touch]] the ground if you want to #bcancel an attack#nb. Good luck!,"Poznałeś już wszystko, jesteś gotowy do rozpoczęcia #bwalki#nb!\n\n[[Kliknij|Dotknij]] potwora, aby go wybrać. Następnie [[kliknij|dotknij]] ponownie, aby rozpocząć atak. Nie zapomnij użyć #bprzedmiotów spożywczych#nb aby odzyskać swoje punkty życia, gdy pasek PŻ jest niski lub #bzginiesz#nb.\n\n[[Kliknij|Dotknij]] ziemi, jeśli chcesz #banulować atak#nb. Powodzenia!"
CLIENT_GUIDE_INC_000031,"You gain 1 Cheer Point for every hour you play Flyff.\nTo cheer another player, select their character and click the Cheer icon in the Emotes window (Hotkey: O). You can also click a nearby character and select Cheer from the interaction menu.\nCheered characters receive +5% EXP for 10 minutes.","You gain 1 Cheer Point for every hour you play Flyff.\nTo cheer another player, select their character and click the Cheer icon in the Emotes window (Hotkey: O). You can also click a nearby character and select Cheer from the interaction menu.\nCheered characters receive +5% EXP for 10 minutes."
CLIENT_TUTORIAL_TITLE_000016,Cheer,Kibicuj
CLIENT_TUTORIAL_CONTENT_000016,"#b#cff0000ff■ Cheer#nb#nc\nYou gain 1 Cheer Point for every hour you play. To cheer other player, select their character and click the Cheer icon in the Emotes window (Hotkey: O). You can also click a nearby character and select Cheer from the interaction menu. Cheered characters receive +5% EXP for 10 minutes.","#b#cff0000ff■ Cheer#nb#nc\nYou gain 1 Cheer Point for every hour you play. To cheer other player, select their character and click the Cheer icon in the Emotes window (Hotkey: O). You can also click a nearby character and select Cheer from the interaction menu. Cheered characters receive +5% EXP for 10 minutes."
CLIENT_GUIDE_INC_000028,"Not enough space in your inventory? Don't worry.\nYou can use your Bank by talking to the [Public Office] NPC in each town. Make sure to click Deposit from the NPC menu.\nYou can meet the NPC in Flaris by heading south, Julia is next to the mail box.\n\n#cffff0000Clear Condition: Open Bank Window","Not enough space in your inventory? Don't worry.\nYou can use your Bank by talking to the [Public Office] NPC in each town. Make sure to click Deposit from the NPC menu.\nYou can meet the NPC in Flaris by heading south, Julia is next to the mail box.\n\n#cffff0000Clear Condition: Open Bank Window"
CLIENT_TUTORIAL_TITLE_000013,Deposit Method,Deposit Method
CLIENT_TUTORIAL_CONTENT_000013,#b#cff0000ff■ Bank#nb#nc\nYou can use bank by clicking on public office NPC in each village. Click on deposit menu from public office NPC.,#b#cff0000ff■ Bank#nb#nc\nYou can use bank by clicking on public office NPC in each village. Click on deposit menu from public office NPC.
TUTORIAL_QUEST_BEGIN,You have a new quest!\n\nTalk to #b#cffa0a0ff%s#nc#nb to start the quest #b%s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb.,You have a new quest!\n\nTalk to #b#cffa0a0ff%s#nc#nb to start the quest #b%s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb.
TUTORIAL_QUEST_END,Great work! You've completed the #b'%s'#nb quest!\n\nNow speak to #b#cffa0a0ff%s#nc#nb to #bcollect your rewards#nb and carry on with your adventure.\n\nConsult the map and #bfollow the arrow#nb above you to find your way.,Great work! You've completed the #b'%s'#nb quest!\n\nNow speak to #b#cffa0a0ff%s#nc#nb to #bcollect your rewards#nb and carry on with your adventure.\n\nConsult the map and #bfollow the arrow#nb above you to find your way.
TUTORIAL_QUEST_KILL,This quest requires you to kill #b#cffc32f07%dx#nc %s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach them.,This quest requires you to kill #b#cffc32f07%dx#nc %s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach them.
TUTORIAL_QUEST_ITEM,This quest requires you to gather #b#cffc32f07%dx#nc %s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach the area.\n\nThen find and #b[[click on|touch]] the items#nb to pick them from the ground.,This quest requires you to gather #b#cffc32f07%dx#nc %s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach the area.\n\nThen find and #b[[click on|touch]] the items#nb to pick them from the ground.
TUTORIAL_QUEST_BOOTY,This quest requires you to collect #b#cffc32f07%dx#nc %s#nb from #b%s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach the area.\n\nThen #bdefeat the monsters#nb to collect the items.,This quest requires you to collect #b#cffc32f07%dx#nc %s#nb from #b%s#nb!\n\nCheck the map and follow the #barrow on top of your head#nb to reach the area.\n\nThen #bdefeat the monsters#nb to collect the items.
